#NTIMES: 186
#time[d] Lbol[erg/s] Edep[erg/s]
1.3135e+00 1.8855e+40 7.9197e+42
1.3409e+00 1.8092e+40 7.9075e+42
1.3688e+00 1.7195e+40 7.8871e+42
1.3973e+00 1.5710e+40 7.8662e+42
1.4263e+00 1.4072e+40 7.8450e+42
1.4560e+00 1.2042e+40 7.8234e+42
1.4863e+00 9.7099e+39 7.8015e+42
1.5173e+00 7.0688e+39 7.7793e+42
1.5488e+00 4.3227e+39 7.7566e+42
1.5811e+00 1.6980e+39 7.7335e+42
1.6140e+00 1.1262e+39 7.7101e+42
1.6476e+00 1.0300e+39 7.6862e+42
1.6819e+00 9.6936e+38 7.6619e+42
1.7169e+00 9.3945e+38 7.6373e+42
1.7526e+00 9.2590e+38 7.6121e+42
1.7891e+00 9.4170e+38 7.5867e+42
1.8263e+00 9.4104e+38 7.5607e+42
1.8643e+00 9.3875e+38 7.5344e+42
1.9031e+00 9.4829e+38 7.5075e+42
1.9427e+00 1.0263e+39 7.4803e+42
1.9831e+00 1.1049e+39 7.4527e+42
2.0244e+00 1.1775e+39 7.4245e+42
2.0665e+00 1.2968e+39 7.3959e+42
2.1096e+00 1.4755e+39 7.3669e+42
2.1535e+00 1.6412e+39 7.3374e+42
2.1983e+00 1.8596e+39 7.3075e+42
2.2440e+00 2.0696e+39 7.2770e+42
2.2907e+00 2.2438e+39 7.2461e+42
2.3384e+00 2.4165e+39 7.2147e+42
2.3871e+00 2.6302e+39 7.1829e+42
2.4368e+00 2.8539e+39 7.1505e+42
2.4875e+00 3.1513e+39 7.1177e+42
2.5392e+00 3.4744e+39 7.0844e+42
2.5921e+00 3.8096e+39 7.0506e+42
2.6460e+00 4.1190e+39 7.0162e+42
2.7011e+00 4.5599e+39 6.9814e+42
2.7573e+00 5.0020e+39 6.9461e+42
2.8147e+00 5.4756e+39 6.9103e+42
2.8733e+00 6.0015e+39 6.8739e+42
2.9331e+00 6.5353e+39 6.8371e+42
2.9941e+00 7.2812e+39 6.7997e+42
3.0564e+00 7.8417e+39 6.7618e+42
3.1200e+00 8.8587e+39 6.7234e+42
3.1850e+00 9.7050e+39 6.6845e+42
3.2513e+00 1.0788e+40 6.6450e+42
3.3189e+00 1.1772e+40 6.6051e+42
3.3880e+00 1.3131e+40 6.5646e+42
3.4585e+00 1.4494e+40 6.5236e+42
3.5305e+00 1.6313e+40 6.4821e+42
3.6040e+00 1.8193e+40 6.4400e+42
3.6790e+00 2.0197e+40 6.3975e+42
3.7555e+00 2.3028e+40 6.3544e+42
3.8337e+00 2.4928e+40 6.3108e+42
3.9135e+00 2.7483e+40 6.2666e+42
3.9949e+00 3.1087e+40 6.2220e+42
4.0781e+00 3.4177e+40 6.1768e+42
4.1629e+00 3.7794e+40 6.1311e+42
4.2496e+00 4.1855e+40 6.0850e+42
4.3380e+00 4.5748e+40 6.0383e+42
4.4283e+00 5.0446e+40 5.9911e+42
4.5205e+00 5.6099e+40 5.9434e+42
4.6145e+00 6.0898e+40 5.8952e+42
4.7106e+00 6.7888e+40 5.8466e+42
4.8086e+00 7.4893e+40 5.7974e+42
4.9087e+00 8.2317e+40 5.7478e+42
5.0109e+00 9.0161e+40 5.6978e+42
5.1151e+00 9.8792e+40 5.6472e+42
5.2216e+00 1.0894e+41 5.5962e+42
5.3303e+00 1.1846e+41 5.5448e+42
5.4412e+00 1.3052e+41 5.4929e+42
5.5544e+00 1.4186e+41 5.4406e+42
5.6700e+00 1.5533e+41 5.3879e+42
5.7880e+00 1.6711e+41 5.3348e+42
5.9085e+00 1.8229e+41 5.2813e+42
6.0315e+00 1.9710e+41 5.2273e+42
6.1570e+00 2.1241e+41 5.1731e+42
6.2851e+00 2.2726e+41 5.1185e+42
6.4159e+00 2.4255e+41 5.0635e+42
6.5495e+00 2.5874e+41 5.0082e+42
6.6858e+00 2.7578e+41 4.9525e+42
6.8249e+00 2.9362e+41 4.8966e+42
6.9670e+00 3.1138e+41 4.8404e+42
7.1120e+00 3.2941e+41 4.7839e+42
7.2600e+00 3.4705e+41 4.7272e+42
7.4111e+00 3.6483e+41 4.6702e+42
7.5653e+00 3.8379e+41 4.6129e+42
7.7228e+00 4.0213e+41 4.5555e+42
7.8835e+00 4.2160e+41 4.4979e+42
8.0476e+00 4.4092e+41 4.4402e+42
8.2150e+00 4.6003e+41 4.3823e+42
8.3860e+00 4.8120e+41 4.3242e+42
8.5605e+00 5.0168e+41 4.2661e+42
8.7387e+00 5.2221e+41 4.2079e+42
8.9206e+00 5.4330e+41 4.1496e+42
9.1062e+00 5.6549e+41 4.0913e+42
9.2957e+00 5.8867e+41 4.0329e+42
9.4892e+00 6.1092e+41 3.9745e+42
9.6867e+00 6.3590e+41 3.9162e+42
9.8883e+00 6.6371e+41 3.8580e+42
1.0094e+01 6.9130e+41 3.7997e+42
1.0304e+01 7.2210e+41 3.7416e+42
1.0519e+01 7.5126e+41 3.6836e+42
1.0738e+01 7.8723e+41 3.6258e+42
1.0961e+01 8.2276e+41 3.5681e+42
1.1189e+01 8.6189e+41 3.5106e+42
1.1422e+01 9.0629e+41 3.4533e+42
1.1660e+01 9.5152e+41 3.3963e+42
1.1902e+01 1.0018e+42 3.3395e+42
1.2150e+01 1.0563e+42 3.2829e+42
1.2403e+01 1.1143e+42 3.2268e+42
1.2661e+01 1.1743e+42 3.1709e+42
1.2925e+01 1.2383e+42 3.1154e+42
