#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.9550e+04 1.0000e+00 2.8850e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 5.3936e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.7700e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 2.4450e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.9513e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 9.9904e-01 9.6432e-04 1.0468e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 8.8534e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 1.3622e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 8.8230e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 2.4282e-06 2.6707e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 1.2257e-06 2.2309e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 6.7127e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.9999e-01 1.0564e-05 9.4967e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 5.1820e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 1.0390e-07 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.2730e-07 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 1.8472e-07 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 2.0219e-07 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 1.8412e-07 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 2.2206e-07 2.5223e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.2913e-06 2.8348e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.3384
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 1.5155e-33 7.7193e-24 3.3969e-15 5.3082e-08 4.4985e-03 8.4213e-01 1.5336e-01 5.8378e-06 3.4464e-13 1.3514e-29
8.5779e+02 2.2500e-25 1.7441e-17 1.2427e-10 4.0534e-05 1.0556e-01 8.8358e-01 1.0819e-02 4.3069e-08 4.2085e-16 1.1120e-32
8.7843e+02 4.5111e-27 4.7033e-19 4.8544e-12 3.0033e-06 2.3239e-02 8.9586e-01 8.0889e-02 3.9525e-06 8.0369e-13 2.2280e-27
9.1772e+02 1.3147e-27 1.4986e-19 1.7319e-12 1.2946e-06 1.3867e-02 8.4651e-01 1.3961e-01 1.4544e-05 7.3946e-12 8.3675e-26
9.7304e+02 1.2214e-27 1.4000e-19 1.6293e-12 1.2315e-06 1.3443e-02 8.4267e-01 1.4387e-01 1.5652e-05 8.3863e-12 1.0282e-25
1.0350e+03 1.1588e-27 1.3331e-19 1.5585e-12 1.1873e-06 1.3139e-02 8.3975e-01 1.4709e-01 1.6527e-05 9.2075e-12 1.1988e-25
1.1000e+03 1.0188e-27 1.1832e-19 1.3998e-12 1.0872e-06 1.2435e-02 8.3257e-01 1.5497e-01 1.8793e-05 1.1482e-11 1.7220e-25
1.1690e+03 7.1964e-28 8.5729e-20 1.0473e-12 8.5674e-07 1.0702e-02 8.1152e-01 1.7775e-01 2.6437e-05 2.0674e-11 4.5251e-25
1.2425e+03 2.5308e-28 3.2194e-20 4.2899e-13 4.0685e-07 6.6063e-03 7.3025e-01 2.6307e-01 7.3340e-05 1.2294e-10 8.7234e-24
1.3205e+03 3.0775e-29 4.3542e-21 6.7504e-14 8.3696e-08 2.2315e-03 5.1106e-01 4.8624e-01 4.6554e-04 3.5058e-09 2.5635e-21
1.4033e+03 1.6136e-30 2.6310e-22 4.9944e-15 8.6610e-09 4.2479e-04 2.3952e-01 7.5673e-01 3.3254e-03 1.5955e-07 2.0615e-18
1.4915e+03 8.3904e-32 1.5918e-23 3.7290e-16 8.8952e-10 7.5594e-05 9.5980e-02 8.8872e-01 1.5221e-02 3.7847e-06 6.1970e-16
1.5852e+03 5.9078e-33 1.3001e-24 3.7230e-17 1.1812e-10 1.5953e-05 4.0077e-02 9.1143e-01 4.8426e-02 4.7014e-05 6.2282e-14
1.6847e+03 3.8753e-34 9.9386e-26 3.5052e-18 1.4844e-11 3.1449e-06 1.5429e-02 8.4735e-01 1.3671e-01 5.0296e-04 5.1347e-12
1.7904e+03 2.1888e-35 6.5535e-27 2.8620e-19 1.6257e-12 5.3383e-07 5.0712e-03 6.6677e-01 3.2371e-01 4.4471e-03 3.4196e-10
1.9028e+03 9.7296e-37 3.4243e-28 1.8680e-20 1.4353e-13 7.1996e-08 1.3018e-03 4.0091e-01 5.6969e-01 2.8093e-02 1.5233e-08
2.0223e+03 3.1518e-38 1.2992e-29 8.8562e-22 9.2522e-15 6.9831e-09 2.3776e-04 1.7030e-01 7.0565e-01 1.2380e-01 4.6822e-07
2.1493e+03 7.0472e-40 3.4205e-31 2.9368e-23 4.2270e-16 4.7502e-10 3.0060e-05 4.9472e-02 5.9030e-01 3.6019e-01 9.1325e-06
2.2843e+03 1.3466e-41 7.6193e-33 8.1499e-25 1.6026e-17 2.5941e-11 2.9065e-06 1.0398e-02 3.3504e-01 6.5446e-01 9.7873e-05
2.4277e+03 3.7835e-43 2.4664e-34 3.2159e-26 8.3597e-19 1.8422e-12 3.3040e-07 2.2448e-03 1.6444e-01 8.3279e-01 5.2603e-04
2.5802e+03 2.6625e-44 1.9096e-35 2.9144e-27 9.4045e-20 2.6091e-13 6.5481e-08 7.0154e-04 9.1849e-02 9.0590e-01 1.5470e-03
2.7422e+03 8.4078e-45 6.1190e-36 1.0229e-27 3.6910e-20 1.1494e-13 3.3532e-08 4.3520e-04 7.2073e-02 9.2519e-01 2.2973e-03
2.9144e+03 1.4013e-44 1.0948e-35 1.8482e-27 6.5595e-20 1.9992e-13 5.4585e-08 6.2900e-04 8.7528e-02 9.1025e-01 1.5894e-03
3.0973e+03 2.4383e-43 1.9134e-34 2.9424e-26 8.7215e-19 2.1684e-12 4.1114e-07 2.7530e-03 1.8465e-01 8.1224e-01 3.6571e-04
3.2918e+03 8.0077e-41 5.8029e-32 7.3028e-24 1.5027e-16 2.3696e-10 1.9825e-05 4.0723e-02 5.7049e-01 3.8876e-01 9.2328e-06
3.4986e+03 6.6199e-38 3.9269e-29 3.5326e-21 4.3507e-14 3.3589e-08 8.6473e-04 3.5236e-01 6.1238e-01 3.4395e-02 1.6756e-08
3.7182e+03 3.1513e-35 1.2864e-26 7.1458e-19 4.6961e-12 1.5000e-06 1.0649e-02 8.1355e-01 1.7498e-01 8.2384e-04 9.4378e-12
3.9517e+03 2.1826e-32 6.1120e-24 2.0569e-16 6.7183e-10 7.0577e-05 9.8392e-02 8.8848e-01 1.3054e-02 2.4510e-06 2.0280e-16
4.1999e+03 1.3637e-28 2.9878e-20 6.4262e-13 8.0567e-07 1.2032e-02 8.5329e-01 1.3467e-01 1.0883e-05 3.4562e-12 1.2555e-26
4.4636e+03 6.4679e-26 1.0819e-17 1.5408e-10 7.3257e-05 1.7266e-01 8.2380e-01 3.4759e-03 2.7647e-09 3.0629e-18 1.6229e-36
4.7438e+03 1.9361e-24 2.5992e-16 2.7377e-09 6.7842e-04 5.1200e-01 4.8708e-01 2.4343e-04 1.3049e-11 5.4135e-22 1.7867e-42
5.0416e+03 7.3607e-24 9.0091e-16 8.3129e-09 1.5282e-03 6.8581e-01 3.1261e-01 5.8961e-05 9.2112e-13 8.5052e-24 2.8026e-45
5.3582e+03 8.9387e-24 1.1083e-15 1.0237e-08 1.7952e-03 7.2138e-01 2.7678e-01 4.1031e-05 4.6780e-13 2.9176e-24 0.0000e+00
5.6947e+03 1.1709e-23 1.4722e-15 1.3567e-08 2.2226e-03 7.6596e-01 2.3179e-01 2.4699e-05 1.8306e-13 6.6832e-25 0.0000e+00
6.0522e+03 1.6570e-23 2.0876e-15 1.8925e-08 2.8331e-03 8.1130e-01 1.8585e-01 1.3519e-05 6.1149e-14 1.2123e-25 0.0000e+00
6.4323e+03 3.9411e-23 4.7897e-15 4.0221e-08 4.7706e-03 8.8680e-01 1.0843e-01 3.3867e-06 5.1973e-15 2.7344e-27 0.0000e+00
6.8362e+03 1.2914e-22 1.4790e-14 1.1026e-07 9.3381e-03 9.4283e-01 4.7831e-02 4.5918e-07 1.5650e-16 1.3032e-29 0.0000e+00
7.2654e+03 6.3122e-22 6.4827e-14 3.9979e-07 2.1293e-02 9.6305e-01 1.5657e-02 3.3131e-08 1.6597e-18 1.3316e-32 0.0000e+00
7.7216e+03 4.3155e-21 3.8507e-13 1.8545e-06 5.5458e-02 9.4069e-01 3.8462e-03 1.3083e-09 6.4871e-21 3.1094e-36 0.0000e+00
8.2065e+03 7.3072e-20 5.2733e-12 1.7112e-05 2.0922e-01 7.9037e-01 3.9401e-04 8.3021e-12 1.2245e-24 8.1387e-42 0.0000e+00
8.7177e+03 3.6750e-18 1.9429e-10 3.1398e-04 7.9076e-01 2.0892e-01 2.4990e-06 3.7752e-16 1.0779e-31 0.0000e+00 0.0000e+00
9.2147e+03 3.2199e-16 1.1139e-08 5.4308e-03 9.9145e-01 3.1203e-03 7.6133e-11 3.1531e-24 2.8026e-44 0.0000e+00 0.0000e+00
9.6291e+03 8.9909e-14 1.7347e-06 1.5187e-01 8.4812e-01 7.4753e-06 5.3370e-17 4.8229e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 6.5751e-12 7.3748e-05 9.0915e-01 9.0778e-02 7.0096e-10 2.9179e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.9945e-10 9.2787e-04 9.9818e-01 8.8793e-04 1.6966e-15 8.1586e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 6.4974e-09 1.1212e-02 9.8878e-01 7.1403e-06 2.4640e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 5.2968e-07 2.1174e-01 7.8826e-01 1.5406e-08 1.4167e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.2635e-05 9.1548e-01 8.4503e-02 1.4411e-12 4.0298e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 6.8831e-05 9.9775e-01 2.1791e-03 2.2017e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 2.5993e-04 9.9959e-01 1.4622e-04 8.9148e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0108e-03 9.9898e-01 1.0322e-05 4.5861e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 7.7227e-03 9.9228e-01 1.6388e-07 2.8716e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 2.6048e-01 7.3952e-01 2.9132e-11 3.9702e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.7027e-01 2.9735e-02 1.8796e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 9.9598e-01 4.0165e-03 1.5580e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 9.9931e-01 6.9067e-04 3.7355e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.9987e-01 1.3385e-04 1.1643e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 9.9997e-01 3.1984e-05 6.2921e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 9.9999e-01 1.1715e-05 1.5124e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 9.9999e-01 6.3101e-06 1.4743e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 2.1787e-06 3.2853e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 7.5630e-07 8.5184e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 2.2452e-07 1.5157e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.8788e-07 8.9217e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 1.5809e-07 5.0962e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 8.6066e-08 6.8419e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 4.2981e-08 7.4553e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.3216e-08 1.5668e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.0032e-08 6.7215e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.4346e-08 2.2904e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.2406e-09 3.1442e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 2.3860e-09 3.3701e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 2.5682e-09 2.2603e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 2.0448e-09 3.6434e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 1.5402e-08 1.1371e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 2.0966e-09 3.6434e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.7391e-09 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 5.5988e-08 1.4610e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 4.4269e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 5.9254e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 1.5568e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 2.9466e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.5654e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 2.6901e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.9862e-01 1.3812e-03 1.4302e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 8.0396e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 9.4769e-01 5.2306e-02 8.4398e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 1.6955e-08 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.6616e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.2592e-01 6.7408e-01 1.5338e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.9999e-01 1.2411e-05 5.9976e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 1.6316e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.3318e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 6.7675e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 3.8448e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.0757e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.3042e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.5234e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 7.8432e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 9.9994e-01 6.3340e-05 2.4645e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.5214e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 3.1463e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 5.1504e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 2.4755e-07 1.7516e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 1.3672e-07 1.8217e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 9.2211e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 1.6685e-06 3.0003e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 1.3561e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 2.7538e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 3.4365e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 4.7868e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 5.2462e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 4.8448e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 5.7082e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 4.3483e-07 8.6881e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.3871
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 3.3175e-33 1.6746e-23 7.1625e-15 1.0018e-07 6.7411e-03 8.9211e-01 1.0114e-01 2.0888e-06 5.7969e-14 6.8984e-31
8.5779e+02 3.8320e-25 2.9637e-17 2.0733e-10 6.2311e-05 1.3532e-01 8.5746e-01 7.1568e-03 1.7335e-08 9.1604e-17 9.1252e-34
8.7843e+02 6.7656e-27 7.1072e-19 7.2915e-12 4.2841e-06 2.9079e-02 9.0960e-01 6.1319e-02 2.0444e-06 2.5842e-13 3.3467e-28
9.1772e+02 1.8544e-27 2.1425e-19 2.4781e-12 1.7821e-06 1.7102e-02 8.7154e-01 1.1135e-01 8.2861e-06 2.7684e-12 1.5923e-26
9.7304e+02 1.6843e-27 1.9602e-19 2.2880e-12 1.6700e-06 1.6433e-02 8.6750e-01 1.1605e-01 9.1495e-06 3.2777e-12 2.0977e-26
1.0350e+03 1.5854e-27 1.8529e-19 2.1744e-12 1.6017e-06 1.6015e-02 8.6479e-01 1.1918e-01 9.7548e-06 3.6567e-12 2.5093e-26
1.1000e+03 1.4020e-27 1.6536e-19 1.9631e-12 1.4735e-06 1.5212e-02 8.5920e-01 1.2558e-01 1.1064e-05 4.5339e-12 3.5659e-26
1.1690e+03 9.8623e-28 1.1942e-19 1.4651e-12 1.1601e-06 1.3113e-02 8.4154e-01 1.4533e-01 1.5784e-05 8.3292e-12 9.6487e-26
