#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
7964.05 8.07e-19 7.26e-10 3.52e-03 9.92e-01 4.55e-03 2.29e-13 5.69e-30 
8450.53 4.90e-18 3.68e-09 1.07e-02 9.89e-01 7.84e-04 2.81e-15 1.98e-33 
8966.72 3.30e-17 2.06e-08 3.46e-02 9.65e-01 1.34e-04 2.99e-17 4.19e-37 
9514.44 3.58e-16 1.78e-07 1.46e-01 8.54e-01 1.24e-05 7.56e-20 2.12e-39 
10095.62 5.06e-15 1.85e-06 5.86e-01 4.14e-01 1.49e-07 3.86e-24 3.23e-39 
10712.30 4.01e-14 9.84e-06 9.50e-01 4.95e-02 3.13e-10 1.50e-29 5.66e-39 
11366.65 2.98e-13 4.36e-05 9.98e-01 2.10e-03 6.21e-14 2.83e-37 1.19e-38 
12061.10 2.25e-12 2.02e-04 1.00e+00 5.84e-05 5.25e-18 6.65e-37 2.91e-38 
12793.43 1.36e-11 8.12e-04 9.99e-01 2.33e-06 1.39e-21 1.56e-36 7.05e-38 
13528.61 7.35e-11 2.93e-03 9.97e-01 9.65e-08 3.38e-25 3.44e-36 1.60e-37 
14194.74 2.91e-10 8.49e-03 9.92e-01 1.06e-08 7.31e-28 7.43e-36 3.51e-37 
14757.77 8.45e-10 1.99e-02 9.80e-01 7.88e-10 5.12e-31 1.60e-35 7.65e-37 
15240.48 2.87e-09 4.64e-02 9.54e-01 1.03e-10 2.86e-34 3.13e-35 1.51e-36 
15646.99 1.41e-08 1.27e-01 8.73e-01 1.08e-09 5.46e-31 5.79e-35 2.83e-36 
15960.30 7.40e-08 3.15e-01 6.85e-01 1.63e-12 4.69e-36 9.49e-35 4.68e-36 
16187.41 2.00e-07 5.37e-01 4.63e-01 2.02e-13 9.23e-36 1.85e-34 9.21e-36 
16354.17 3.62e-07 7.33e-01 2.67e-01 1.60e-14 1.82e-35 3.63e-34 1.81e-35 
16484.18 3.99e-07 7.54e-01 2.46e-01 6.23e-15 3.33e-35 6.63e-34 3.33e-35 
16593.12 4.44e-07 8.08e-01 1.92e-01 4.55e-15 5.02e-35 9.96e-34 5.01e-35 
16691.99 4.67e-07 8.50e-01 1.50e-01 8.76e-16 6.39e-35 1.26e-33 6.37e-35 
16788.59 5.17e-07 9.10e-01 9.03e-02 2.53e-17 7.50e-35 1.48e-33 7.49e-35 
16888.37 5.61e-07 9.37e-01 6.28e-02 6.18e-17 8.56e-35 1.68e-33 8.55e-35 
16998.79 5.74e-07 8.72e-01 1.28e-01 2.53e-16 9.76e-35 1.91e-33 9.75e-35 
17146.37 6.55e-07 9.53e-01 4.75e-02 5.75e-18 1.09e-34 2.13e-33 1.09e-34 
17415.23 7.90e-07 9.61e-01 3.91e-02 1.22e-17 1.17e-34 2.27e-33 1.17e-34 
17888.12 9.59e-07 9.85e-01 1.47e-02 1.02e-19 1.19e-34 2.28e-33 1.18e-34 
18532.37 1.17e-06 9.94e-01 5.66e-03 3.33e-21 1.15e-34 2.19e-33 1.15e-34 
19260.76 1.48e-06 9.97e-01 2.57e-03 1.94e-22 1.26e-34 2.37e-33 1.26e-34 
20034.10 1.64e-06 9.98e-01 2.43e-03 2.45e-23 1.64e-34 3.05e-33 1.64e-34 
20838.00 1.35e-06 9.91e-01 8.59e-03 1.42e-24 2.38e-34 4.41e-33 2.38e-34 
21647.97 1.25e-06 1.00e+00 2.20e-04 8.36e-34 3.56e-34 6.53e-33 3.56e-34 
22447.94 1.07e-06 1.00e+00 1.70e-04 1.31e-33 5.62e-34 1.02e-32 5.62e-34 
23245.88 1.03e-06 1.00e+00 7.35e-05 1.96e-33 8.43e-34 1.52e-32 8.43e-34 
24052.47 1.11e-06 9.98e-01 2.09e-03 2.62e-33 1.13e-33 2.03e-32 1.13e-33 
24867.72 1.10e-06 1.00e+00 2.42e-05 3.27e-33 1.42e-33 2.52e-32 1.42e-33 
25698.86 1.41e-06 1.00e+00 1.42e-05 4.15e-33 1.81e-33 3.19e-32 1.81e-33 
26587.16 2.60e-06 1.00e+00 2.16e-05 4.63e-30 2.59e-33 4.54e-32 2.59e-33 
27637.54 4.77e-06 1.00e+00 5.31e-05 9.85e-30 4.64e-33 8.04e-32 4.64e-33 
28986.97 3.18e-06 1.00e+00 2.05e-07 2.74e-32 1.21e-32 2.08e-31 1.21e-32 
#TIME: 14.42 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 1.31e-21 7.01e-13 9.97e-06 1.59e-01 8.41e-01 5.62e-06 1.35e-15 
999.11 1.08e-21 5.92e-13 8.68e-06 1.47e-01 8.53e-01 7.24e-06 2.24e-15 
1267.34 8.93e-22 4.90e-13 7.43e-06 1.34e-01 8.66e-01 8.75e-06 3.45e-15 
1514.05 9.03e-22 4.93e-13 7.35e-06 1.33e-01 8.67e-01 8.90e-06 3.62e-15 
1808.80 5.84e-22 3.50e-13 5.61e-06 1.14e-01 8.86e-01 1.13e-05 6.04e-15 
1919.29 4.87e-22 3.05e-13 5.03e-06 1.07e-01 8.93e-01 1.25e-05 7.70e-15 
2160.92 3.83e-22 2.58e-13 4.42e-06 1.00e-01 9.00e-01 1.41e-05 9.24e-15 
2292.92 2.83e-22 2.04e-13 3.70e-06 9.10e-02 9.09e-01 1.50e-05 1.07e-14 
2432.98 2.15e-22 1.67e-13 3.21e-06 8.46e-02 9.15e-01 1.58e-05 1.16e-14 
2581.60 1.92e-22 1.57e-13 3.08e-06 8.30e-02 9.17e-01 1.64e-05 1.18e-14 
2739.29 1.79e-22 1.51e-13 3.02e-06 8.24e-02 9.18e-01 1.67e-05 1.18e-14 
2906.62 1.88e-22 1.60e-13 3.21e-06 8.60e-02 9.14e-01 1.49e-05 8.87e-15 
3084.17 1.81e-22 1.62e-13 3.34e-06 8.93e-02 9.11e-01 1.28e-05 6.07e-15 
3272.56 1.61e-22 1.51e-13 3.29e-06 9.04e-02 9.10e-01 1.11e-05 1.68e-14 
3472.46 1.60e-22 1.62e-13 3.65e-06 9.76e-02 9.02e-01 1.02e-05 3.29e-15 
3684.57 1.74e-22 1.90e-13 4.41e-06 1.12e-01 8.88e-01 7.65e-06 1.73e-15 
3909.64 1.97e-22 2.19e-13 5.38e-06 1.29e-01 8.71e-01 5.81e-06 7.83e-16 
4148.46 2.69e-22 3.04e-13 7.31e-06 1.56e-01 8.44e-01 4.54e-06 4.22e-16 
4401.86 5.79e-22 6.05e-13 1.27e-05 2.11e-01 7.89e-01 1.97e-06 9.13e-17 
4670.75 1.17e-21 1.15e-12 2.16e-05 2.81e-01 7.18e-01 1.13e-06 2.41e-17 
4956.05 1.46e-21 1.56e-12 2.95e-05 3.39e-01 6.61e-01 6.88e-07 7.99e-18 
5258.79 1.87e-21 2.12e-12 4.06e-05 4.07e-01 5.93e-01 3.38e-07 1.77e-18 
5580.02 3.50e-21 4.06e-12 7.11e-05 5.31e-01 4.69e-01 1.81e-07 3.77e-19 
5920.87 7.23e-21 8.10e-12 1.27e-04 6.71e-01 3.29e-01 3.39e-08 2.21e-20 
6282.54 1.51e-20 1.67e-11 2.28e-04 8.00e-01 2.00e-01 3.32e-08 6.83e-21 
6666.30 3.66e-20 3.91e-11 4.33e-04 9.02e-01 9.77e-02 1.88e-09 7.91e-23 
7073.50 1.00e-19 1.03e-10 8.72e-04 9.61e-01 3.77e-02 5.06e-11 1.52e-25 
7505.58 3.03e-19 2.98e-10 1.89e-03 9.86e-01 1.16e-02 3.10e-12 1.72e-27 
7964.05 1.24e-18 1.10e-09 4.75e-03 9.92e-01 2.83e-03 8.06e-14 3.69e-30 
8450.53 7.64e-18 5.64e-09 1.46e-02 9.85e-01 4.80e-04 7.79e-16 2.64e-34 
8966.72 5.04e-17 3.11e-08 4.62e-02 9.54e-01 7.78e-05 7.62e-18 3.44e-38 
9514.44 5.51e-16 2.71e-07 1.96e-01 8.04e-01 5.71e-06 1.65e-20 2.25e-39 
10095.62 6.93e-15 2.48e-06 6.75e-01 3.25e-01 6.87e-08 6.00e-25 3.42e-39 
10712.30 4.96e-14 1.18e-05 9.67e-01 3.26e-02 7.44e-11 1.30e-31 5.98e-39 
11366.65 3.72e-13 5.21e-05 9.98e-01 1.74e-03 3.93e-14 2.98e-37 1.25e-38 
12061.10 2.68e-12 2.34e-04 1.00e+00 5.72e-05 5.50e-18 7.00e-37 3.08e-38 
12793.43 1.55e-11 8.97e-04 9.99e-01 1.58e-06 5.15e-22 1.64e-36 7.46e-38 
13528.61 8.39e-11 3.25e-03 9.97e-01 8.75e-08 2.11e-25 3.63e-36 1.69e-37 
14194.74 3.43e-10 9.73e-03 9.90e-01 4.08e-09 2.22e-29 7.84e-36 3.71e-37 
14757.77 8.49e-10 1.97e-02 9.80e-01 6.74e-10 4.60e-31 1.69e-35 8.09e-37 
15240.48 2.98e-09 4.70e-02 9.53e-01 9.44e-11 4.09e-34 3.30e-35 1.60e-36 
15646.99 1.36e-08 1.20e-01 8.80e-01 1.41e-11 4.05e-36 6.11e-35 2.99e-36 
15960.30 7.81e-08 3.27e-01 6.73e-01 1.20e-12 4.97e-36 1.00e-34 4.95e-36 
16187.41 2.24e-07 5.89e-01 4.11e-01 9.13e-14 9.77e-36 1.96e-34 9.74e-36 
16354.17 3.55e-07 7.15e-01 2.85e-01 1.75e-14 1.92e-35 3.83e-34 1.92e-35 
16484.18 4.17e-07 7.65e-01 2.35e-01 6.93e-15 3.53e-35 7.01e-34 3.52e-35 
16593.12 4.49e-07 8.04e-01 1.96e-01 3.12e-15 5.32e-35 1.05e-33 5.31e-35 
16691.99 4.66e-07 8.11e-01 1.89e-01 3.83e-15 6.77e-35 1.33e-33 6.76e-35 
16788.59 5.12e-07 8.51e-01 1.49e-01 5.30e-17 7.95e-35 1.56e-33 7.94e-35 
16888.37 5.82e-07 9.19e-01 8.10e-02 1.86e-16 9.08e-35 1.78e-33 9.07e-35 
16998.79 6.24e-07 9.22e-01 7.83e-02 7.30e-17 1.04e-34 2.03e-33 1.03e-34 
17146.37 6.92e-07 9.62e-01 3.81e-02 2.20e-18 1.16e-34 2.26e-33 1.16e-34 
17415.23 8.30e-07 9.71e-01 2.89e-02 5.50e-19 1.24e-34 2.40e-33 1.24e-34 
17888.12 9.34e-07 9.83e-01 1.72e-02 7.67e-20 1.26e-34 2.42e-33 1.26e-34 
18532.37 1.17e-06 9.94e-01 5.93e-03 3.51e-21 1.22e-34 2.32e-33 1.22e-34 
19260.76 1.34e-06 9.98e-01 2.44e-03 4.16e-23 1.34e-34 2.52e-33 1.34e-34 
20034.10 1.53e-06 9.99e-01 1.03e-03 1.68e-23 1.74e-34 3.24e-33 1.74e-34 
20838.00 2.09e-06 9.99e-01 1.13e-03 1.31e-23 2.53e-34 4.68e-33 2.53e-34 
21647.97 1.24e-06 1.00e+00 1.53e-04 8.88e-34 3.79e-34 6.94e-33 3.79e-34 
22447.94 1.18e-06 1.00e+00 2.29e-04 1.39e-33 5.97e-34 1.08e-32 5.97e-34 
23245.88 1.28e-06 9.99e-01 5.15e-04 2.24e-27 8.96e-34 1.62e-32 8.96e-34 
24052.47 1.19e-06 1.00e+00 2.30e-05 2.79e-33 1.21e-33 2.16e-32 1.21e-33 
24867.72 2.16e-06 9.99e-01 7.42e-04 3.55e-27 1.51e-33 2.68e-32 1.51e-33 
25698.86 1.20e-06 1.00e+00 1.66e-05 4.41e-33 1.92e-33 3.39e-32 1.92e-33 
26587.16 1.89e-06 1.00e+00 5.67e-06 6.29e-33 2.76e-33 4.82e-32 2.76e-33 
27637.54 2.15e-06 1.00e+00 1.44e-06 1.12e-32 4.93e-33 8.54e-32 4.93e-33 
28986.97 3.40e-06 1.00e+00 8.59e-08 2.91e-32 1.29e-32 2.21e-31 1.29e-32 
#TIME: 14.72 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 1.61e-21 9.21e-13 1.28e-05 1.86e-01 8.14e-01 4.27e-06 7.02e-16 
999.11 1.43e-21 8.34e-13 1.18e-05 1.77e-01 8.23e-01 4.65e-06 8.83e-16 
1267.34 1.14e-21 6.62e-13 9.74e-06 1.59e-01 8.41e-01 6.57e-06 1.68e-15 
1514.05 1.21e-21 6.67e-13 9.66e-06 1.57e-01 8.43e-01 6.11e-06 1.60e-15 
1808.80 8.12e-22 4.89e-13 7.60e-06 1.38e-01 8.62e-01 7.70e-06 2.51e-15 
1919.29 7.14e-22 4.42e-13 7.02e-06 1.32e-01 8.68e-01 7.91e-06 2.65e-15 
2160.92 5.87e-22 3.80e-13 6.27e-06 1.24e-01 8.76e-01 9.38e-06 3.35e-15 
2292.92 4.34e-22 3.01e-13 5.28e-06 1.13e-01 8.87e-01 9.60e-06 3.81e-15 
2432.98 3.40e-22 2.52e-13 4.65e-06 1.06e-01 8.94e-01 1.09e-05 4.64e-15 
2581.60 3.18e-22 2.46e-13 4.62e-06 1.07e-01 8.93e-01 1.01e-05 3.86e-15 
2739.29 3.04e-22 2.43e-13 4.62e-06 1.07e-01 8.93e-01 9.80e-06 3.50e-15 
2906.62 3.12e-22 2.56e-13 4.87e-06 1.11e-01 8.89e-01 8.96e-06 2.82e-15 
3084.17 3.05e-22 2.65e-13 5.17e-06 1.17e-01 8.83e-01 7.81e-06 1.99e-15 
3272.56 2.56e-22 2.46e-13 5.08e-06 1.17e-01 8.83e-01 7.52e-06 2.29e-15 
3472.46 2.68e-22 2.72e-13 5.77e-06 1.29e-01 8.71e-01 6.09e-06 1.00e-15 
3684.57 3.14e-22 3.21e-13 7.00e-06 1.47e-01 8.53e-01 4.35e-06 4.52e-16 
3909.64 3.17e-22 3.59e-13 8.29e-06 1.67e-01 8.33e-01 3.29e-06 2.62e-16 
4148.46 4.59e-22 5.20e-13 1.17e-05 2.05e-01 7.95e-01 2.32e-06 1.09e-16 
4401.86 1.04e-21 1.05e-12 2.05e-05 2.76e-01 7.24e-01 1.34e-06 2.92e-17 
4670.75 1.93e-21 1.91e-12 3.33e-05 3.55e-01 6.45e-01 5.65e-07 6.33e-18 
4956.05 2.51e-21 2.65e-12 4.63e-05 4.27e-01 5.73e-01 2.88e-07 1.42e-18 
5258.79 3.00e-21 3.43e-12 6.07e-05 4.94e-01 5.06e-01 1.88e-07 5.36e-19 
5580.02 5.96e-21 6.78e-12 1.09e-04 6.35e-01 3.65e-01 3.42e-08 2.83e-20 
5920.87 1.15e-20 1.30e-11 1.86e-04 7.58e-01 2.42e-01 1.41e-08 4.21e-21 
6282.54 2.39e-20 2.65e-11 3.27e-04 8.65e-01 1.35e-01 5.32e-09 3.98e-22 
6666.30 5.68e-20 6.03e-11 6.01e-04 9.37e-01 6.24e-02 1.98e-10 1.89e-24 
7073.50 1.56e-19 1.58e-10 1.19e-03 9.75e-01 2.34e-02 1.44e-11 1.78e-26 
7505.58 4.75e-19 4.59e-10 2.60e-03 9.90e-01 7.11e-03 6.98e-13 4.99e-29 
7964.05 1.97e-18 1.71e-09 6.55e-03 9.92e-01 1.64e-03 1.64e-14 6.35e-32 
8450.53 1.17e-17 8.49e-09 1.94e-02 9.80e-01 3.05e-04 2.50e-16 3.90e-35 
8966.72 7.89e-17 4.79e-08 6.27e-02 9.37e-01 5.01e-05 1.80e-18 3.79e-39 
9514.44 8.33e-16 4.03e-07 2.54e-01 7.46e-01 3.39e-06 3.97e-21 2.38e-39 
10095.62 9.20e-15 3.22e-06 7.51e-01 2.49e-01 2.77e-07 4.81e-24 3.62e-39 
10712.30 6.29e-14 1.43e-05 9.80e-01 2.02e-02 2.27e-11 1.65e-31 6.33e-39 
11366.65 4.72e-13 6.31e-05 9.99e-01 1.00e-03 7.76e-15 3.13e-37 1.33e-38 
12061.10 3.08e-12 2.60e-04 1.00e+00 3.16e-05 7.02e-19 7.37e-37 3.26e-38 
12793.43 1.85e-11 1.04e-03 9.99e-01 1.09e-06 1.60e-22 1.73e-36 7.89e-38 
13528.61 1.03e-10 3.89e-03 9.96e-01 4.23e-08 2.46e-26 3.83e-36 1.79e-37 
14194.74 3.91e-10 1.08e-02 9.89e-01 2.92e-09 1.36e-29 8.27e-36 3.93e-37 
14757.77 1.30e-09 2.92e-02 9.71e-01 4.88e-10 3.10e-31 1.78e-35 8.57e-37 
15240.48 3.45e-09 5.31e-02 9.47e-01 5.72e-11 8.00e-35 3.48e-35 1.69e-36 
15646.99 1.73e-08 1.47e-01 8.53e-01 5.01e-12 3.18e-36 6.45e-35 3.17e-36 
15960.30 9.38e-08 3.79e-01 6.21e-01 5.69e-13 5.25e-36 1.06e-34 5.24e-36 
16187.41 2.60e-07 6.63e-01 3.37e-01 3.87e-14 1.03e-35 2.07e-34 1.03e-35 
16354.17 3.95e-07 7.63e-01 2.37e-01 1.02e-14 2.04e-35 4.05e-34 2.03e-35 
16484.18 4.67e-07 8.24e-01 1.76e-01 2.56e-15 3.74e-35 7.41e-34 3.73e-35 
16593.12 4.82e-07 8.35e-01 1.65e-01 5.03e-16 5.64e-35 1.11e-33 5.63e-35 
16691.99 5.17e-07 8.76e-01 1.24e-01 1.71e-16 7.17e-35 1.41e-33 7.16e-35 
16788.59 5.28e-07 7.99e-01 2.01e-01 3.38e-15 4.51e-34 1.65e-33 8.42e-35 
16888.37 6.10e-07 9.60e-01 3.99e-02 1.27e-18 9.63e-35 1.88e-33 9.62e-35 
16998.79 6.40e-07 9.34e-01 6.64e-02 9.22e-17 1.10e-34 2.15e-33 1.10e-34 
17146.37 7.56e-07 9.56e-01 4.39e-02 5.22e-18 1.23e-34 2.40e-33 1.23e-34 
17415.23 8.54e-07 9.70e-01 3.01e-02 1.37e-18 1.32e-34 2.55e-33 1.32e-34 
17888.12 9.25e-07 9.76e-01 2.43e-02 1.80e-18 1.34e-34 2.57e-33 1.34e-34 
18532.37 1.31e-06 9.95e-01 5.25e-03 4.39e-21 1.30e-34 2.46e-33 1.30e-34 
19260.76 1.51e-06 9.92e-01 7.93e-03 1.95e-20 1.85e-34 2.67e-33 1.42e-34 
20034.10 1.24e-06 9.99e-01 5.93e-04 1.06e-25 1.85e-34 3.44e-33 1.85e-34 
20838.00 1.35e-06 9.97e-01 2.70e-03 6.01e-24 2.70e-34 4.96e-33 2.69e-34 
21647.97 2.03e-06 9.99e-01 5.83e-04 7.12e-25 4.03e-34 7.36e-33 4.03e-34 
22447.94 1.78e-06 1.00e+00 2.03e-04 3.09e-26 6.35e-34 1.15e-32 6.35e-34 
23245.88 1.12e-06 1.00e+00 9.03e-05 2.55e-29 9.53e-34 1.71e-32 9.53e-34 
24052.47 9.24e-07 1.00e+00 4.77e-04 2.96e-33 1.28e-33 2.29e-32 1.28e-33 
24867.72 1.14e-06 1.00e+00 8.56e-05 3.69e-33 1.60e-33 2.84e-32 1.60e-33 
25698.86 4.07e-06 9.99e-01 8.02e-04 1.28e-26 2.05e-33 3.60e-32 2.05e-33 
26587.16 1.62e-06 1.00e+00 9.11e-06 6.68e-33 2.93e-33 5.11e-32 2.93e-33 
27637.54 2.19e-06 1.00e+00 7.48e-07 1.19e-32 5.25e-33 9.06e-32 5.25e-33 
28986.97 3.07e-06 1.00e+00 7.30e-08 3.09e-32 1.37e-32 2.34e-31 1.37e-32 
#TIME: 15.02 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 2.25e-21 1.21e-12 1.66e-05 2.17e-01 7.83e-01 2.54e-06 2.75e-16 
999.11 2.02e-21 1.12e-12 1.55e-05 2.09e-01 7.91e-01 3.01e-06 3.15e-16 
1267.34 1.58e-21 9.48e-13 1.34e-05 1.92e-01 8.08e-01 3.98e-06 5.47e-16 
1514.05 1.58e-21 9.24e-13 1.29e-05 1.87e-01 8.13e-01 3.98e-06 6.43e-16 
1808.80 1.11e-21 6.92e-13 1.04e-05 1.66e-01 8.34e-01 5.02e-06 1.01e-15 
1919.29 9.96e-22 6.48e-13 9.88e-06 1.62e-01 8.38e-01 5.62e-06 1.17e-15 
2160.92 8.32e-22 5.59e-13 8.86e-06 1.53e-01 8.47e-01 5.88e-06 1.31e-15 
2292.92 6.26e-22 4.50e-13 7.55e-06 1.41e-01 8.59e-01 6.73e-06 1.67e-15 
2432.98 4.99e-22 3.81e-13 6.72e-06 1.33e-01 8.67e-01 7.12e-06 1.85e-15 
2581.60 4.73e-22 3.73e-13 6.71e-06 1.34e-01 8.66e-01 6.43e-06 1.49e-15 
2739.29 4.66e-22 3.80e-13 6.86e-06 1.36e-01 8.64e-01 6.29e-06 1.36e-15 
2906.62 4.79e-22 4.06e-13 7.35e-06 1.42e-01 8.58e-01 5.77e-06 1.06e-15 
3084.17 4.87e-22 4.29e-13 7.93e-06 1.51e-01 8.49e-01 4.78e-06 6.79e-16 
3272.56 4.36e-22 4.03e-13 7.85e-06 1.52e-01 8.48e-01 4.43e-06 5.28e-16 
3472.46 4.67e-22 4.51e-13 9.02e-06 1.68e-01 8.32e-01 3.51e-06 2.95e-16 
3684.57 5.10e-22 5.30e-13 1.08e-05 1.90e-01 8.10e-01 2.89e-06 1.77e-16 
3909.64 5.47e-22 6.09e-13 1.32e-05 2.18e-01 7.82e-01 2.05e-06 7.76e-17 
4148.46 8.19e-22 9.08e-13 1.89e-05 2.68e-01 7.32e-01 1.61e-06 3.60e-17 
4401.86 1.70e-21 1.74e-12 3.15e-05 3.48e-01 6.52e-01 5.12e-07 5.63e-18 
4670.75 3.31e-21 3.24e-12 5.23e-05 4.46e-01 5.54e-01 2.36e-07 1.07e-18 
4956.05 4.08e-21 4.32e-12 6.94e-05 5.17e-01 4.83e-01 1.10e-07 2.72e-19 
5258.79 5.17e-21 5.92e-12 9.61e-05 6.00e-01 4.00e-01 5.65e-08 6.95e-20 
5580.02 9.46e-21 1.08e-11 1.60e-04 7.24e-01 2.76e-01 4.03e-08 1.47e-20 
5920.87 1.88e-20 2.11e-11 2.75e-04 8.37e-01 1.63e-01 3.13e-09 4.46e-22 
6282.54 3.75e-20 4.16e-11 4.62e-04 9.11e-01 8.82e-02 4.91e-10 1.05e-23 
6666.30 8.51e-20 9.11e-11 8.14e-04 9.59e-01 4.05e-02 5.78e-11 2.10e-25 
7073.50 2.49e-19 2.50e-10 1.68e-03 9.84e-01 1.41e-02 4.38e-12 2.02e-27 
7505.58 7.43e-19 7.04e-10 3.54e-03 9.92e-01 4.28e-03 2.29e-13 1.84e-29 
7964.05 3.04e-18 2.60e-09 8.83e-03 9.90e-01 9.83e-04 5.94e-15 3.30e-32 
8450.53 1.85e-17 1.32e-08 2.66e-02 9.73e-01 1.80e-04 5.72e-17 7.96e-37 
8966.72 1.27e-16 7.54e-08 8.63e-02 9.14e-01 2.40e-05 4.38e-19 1.78e-39 
9514.44 1.27e-15 6.04e-07 3.30e-01 6.70e-01 1.78e-06 1.29e-21 2.52e-39 
10095.62 1.20e-14 4.09e-06 8.19e-01 1.81e-01 1.23e-08 2.05e-26 3.83e-39 
10712.30 7.96e-14 1.73e-05 9.87e-01 1.30e-02 6.23e-12 5.81e-34 6.70e-39 
11366.65 6.01e-13 7.64e-05 9.99e-01 5.20e-04 1.34e-15 3.29e-37 1.40e-38 
12061.10 3.99e-12 3.24e-04 1.00e+00 3.06e-05 4.43e-19 7.75e-37 3.45e-38 
12793.43 2.22e-11 1.22e-03 9.99e-01 1.17e-06 2.02e-22 1.83e-36 8.35e-38 
13528.61 1.16e-10 4.28e-03 9.96e-01 3.96e-08 3.21e-26 4.04e-36 1.89e-37 
14194.74 4.40e-10 1.18e-02 9.88e-01 2.26e-09 1.48e-30 8.72e-36 4.16e-37 
14757.77 1.24e-09 2.71e-02 9.73e-01 2.59e-10 5.27e-33 1.88e-35 9.07e-37 
15240.48 4.35e-09 6.45e-02 9.35e-01 4.11e-11 3.50e-35 3.67e-35 1.79e-36 
15646.99 1.74e-08 1.40e-01 8.60e-01 5.67e-12 8.53e-36 6.81e-35 3.35e-36 
15960.30 1.08e-07 4.22e-01 5.78e-01 3.53e-13 5.56e-36 1.12e-34 5.54e-36 
16187.41 2.46e-07 6.12e-01 3.88e-01 6.36e-14 1.09e-35 2.18e-34 1.09e-35 
16354.17 4.21e-07 7.68e-01 2.32e-01 1.20e-14 2.16e-35 4.28e-34 2.15e-35 
16484.18 5.08e-07 8.74e-01 1.26e-01 7.26e-16 3.96e-35 7.83e-34 3.95e-35 
16593.12 5.03e-07 8.21e-01 1.79e-01 2.25e-15 5.98e-35 1.18e-33 5.97e-35 
16691.99 5.58e-07 8.56e-01 1.44e-01 5.38e-16 7.60e-35 1.49e-33 7.59e-35 
16788.59 6.03e-07 9.15e-01 8.49e-02 1.07e-16 8.94e-35 1.75e-33 8.92e-35 
16888.37 5.69e-07 8.12e-01 1.88e-01 1.44e-15 1.26e-32 1.99e-33 1.02e-34 
16998.79 6.94e-07 9.23e-01 7.70e-02 6.68e-17 1.17e-34 2.27e-33 1.17e-34 
17146.37 7.66e-07 9.54e-01 4.62e-02 1.12e-17 1.31e-34 2.54e-33 1.31e-34 
17415.23 8.83e-07 9.80e-01 2.01e-02 2.46e-19 1.40e-34 2.70e-33 1.40e-34 
17888.12 9.98e-07 9.86e-01 1.43e-02 5.39e-20 1.42e-34 2.72e-33 1.42e-34 
18532.37 1.34e-06 9.62e-01 3.76e-02 1.42e-18 7.25e-34 2.61e-33 1.38e-34 
19260.76 1.42e-06 9.92e-01 8.11e-03 4.22e-22 1.51e-34 2.83e-33 1.51e-34 
20034.10 1.25e-06 1.00e+00 4.78e-04 4.64e-34 1.97e-34 3.65e-33 1.97e-34 
20838.00 1.39e-06 9.99e-01 1.03e-03 5.02e-26 2.87e-34 5.27e-33 2.87e-34 
21647.97 1.20e-06 9.99e-01 1.41e-03 1.00e-33 4.29e-34 7.81e-33 4.29e-34 
22447.94 1.19e-06 1.00e+00 7.24e-05 1.57e-33 6.75e-34 1.22e-32 6.75e-34 
23245.88 2.29e-06 1.00e+00 1.51e-04 6.49e-27 1.01e-33 1.82e-32 1.01e-33 
24052.47 1.06e-06 1.00e+00 2.86e-05 3.14e-33 1.36e-33 2.43e-32 1.36e-33 
24867.72 1.03e-06 1.00e+00 1.49e-05 3.92e-33 1.71e-33 3.01e-32 1.71e-33 
25698.86 1.26e-06 1.00e+00 6.09e-06 4.97e-33 2.17e-33 3.81e-32 2.17e-33 
26587.16 1.37e-06 1.00e+00 3.00e-06 7.10e-33 3.12e-33 5.43e-32 3.12e-33 
27637.54 1.77e-06 1.00e+00 1.72e-06 1.26e-32 5.58e-33 9.62e-32 5.58e-33 
