#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
16484.18 2.33e-07 2.40e-01 7.60e-01 1.19e-10 8.97e-33 5.56e-35 2.62e-36 
16593.12 3.15e-07 3.05e-01 6.95e-01 4.58e-11 7.53e-34 8.08e-35 3.82e-36 
16691.99 3.88e-07 3.70e-01 6.30e-01 2.00e-11 1.36e-34 9.97e-35 4.75e-36 
16788.59 7.18e-07 5.39e-01 4.61e-01 3.32e-12 5.47e-36 1.13e-34 5.43e-36 
16888.37 7.86e-07 5.66e-01 4.34e-01 1.64e-12 6.06e-36 1.25e-34 6.01e-36 
16998.79 1.04e-06 6.90e-01 3.10e-01 4.78e-13 6.67e-36 1.37e-34 6.63e-36 
17146.37 1.41e-06 7.80e-01 2.20e-01 1.58e-13 7.19e-36 1.47e-34 7.15e-36 
17415.23 1.93e-06 8.73e-01 1.27e-01 1.78e-14 7.35e-36 1.49e-34 7.32e-36 
17888.12 3.09e-06 9.61e-01 3.89e-02 2.85e-16 7.17e-36 1.43e-34 7.15e-36 
18532.37 5.10e-06 9.94e-01 5.94e-03 1.22e-19 6.85e-36 1.35e-34 6.84e-36 
19260.76 7.84e-06 9.98e-01 1.59e-03 2.93e-21 7.47e-36 1.44e-34 7.47e-36 
20034.10 1.06e-05 1.00e+00 1.93e-04 3.99e-25 9.71e-36 1.85e-34 9.70e-36 
20838.00 1.77e-05 1.00e+00 1.97e-04 1.84e-24 1.41e-35 2.66e-34 1.41e-35 
21647.97 1.39e-05 1.00e+00 3.25e-05 5.00e-35 2.11e-35 3.93e-34 2.11e-35 
22447.94 1.68e-05 1.00e+00 1.02e-05 7.83e-35 3.33e-35 6.13e-34 3.33e-35 
23245.88 2.31e-05 1.00e+00 2.03e-06 1.17e-34 5.00e-35 9.11e-34 5.00e-35 
24052.47 2.41e-05 1.00e+00 1.28e-06 1.56e-34 6.73e-35 1.21e-33 6.72e-35 
24867.72 1.29e-05 1.00e+00 1.10e-06 1.94e-34 8.41e-35 1.50e-33 8.41e-35 
25698.86 3.91e-05 1.00e+00 3.80e-07 2.47e-34 1.07e-34 1.90e-33 1.07e-34 
26587.16 5.73e-05 1.00e+00 5.75e-08 3.52e-34 1.54e-34 2.70e-33 1.54e-34 
27637.54 6.26e-05 1.00e+00 1.31e-08 6.26e-34 2.75e-34 4.78e-33 2.75e-34 
28986.97 6.65e-05 1.00e+00 2.83e-09 1.62e-33 7.19e-34 1.23e-32 7.19e-34 
#TIME: 5.62 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 4.44e-21 1.84e-13 9.56e-07 2.09e-02 9.77e-01 2.24e-03 1.22e-08 
999.11 4.99e-22 2.60e-14 1.87e-07 7.84e-03 9.82e-01 1.01e-02 4.19e-07 
1267.34 6.38e-23 3.85e-15 3.68e-08 2.91e-03 9.61e-01 3.57e-02 6.05e-06 
1514.05 1.68e-23 1.13e-15 1.28e-08 1.48e-03 9.13e-01 8.51e-02 4.70e-05 
1808.80 4.45e-24 3.47e-16 4.80e-09 8.05e-04 8.42e-01 1.57e-01 1.96e-04 
1919.29 9.61e-25 8.39e-17 1.35e-09 3.41e-04 7.12e-01 2.87e-01 8.32e-04 
2160.92 2.73e-25 2.74e-17 5.18e-10 1.78e-04 5.95e-01 4.02e-01 2.24e-03 
2292.92 6.02e-26 8.21e-18 1.89e-10 9.38e-05 5.09e-01 4.87e-01 3.42e-03 
2432.98 9.88e-27 1.41e-18 3.71e-11 2.85e-05 3.28e-01 6.59e-01 1.28e-02 
2581.60 7.20e-27 1.08e-18 3.04e-11 2.52e-05 3.16e-01 6.71e-01 1.37e-02 
2739.29 5.06e-27 8.22e-19 2.50e-11 2.23e-05 3.02e-01 6.83e-01 1.53e-02 
2906.62 4.12e-27 7.13e-19 2.30e-11 2.17e-05 3.03e-01 6.82e-01 1.51e-02 
3084.17 3.04e-27 5.79e-19 2.04e-11 2.07e-05 3.03e-01 6.82e-01 1.48e-02 
3272.56 2.04e-27 4.51e-19 1.77e-11 1.97e-05 3.04e-01 6.82e-01 1.38e-02 
3472.46 1.56e-27 3.96e-19 1.71e-11 2.03e-05 3.16e-01 6.72e-01 1.17e-02 
3684.57 1.19e-27 3.49e-19 1.67e-11 2.12e-05 3.31e-01 6.59e-01 9.49e-03 
3909.64 7.67e-28 2.80e-19 1.53e-11 2.16e-05 3.42e-01 6.50e-01 7.62e-03 
4148.46 6.56e-28 2.57e-19 1.48e-11 2.17e-05 3.46e-01 6.48e-01 6.59e-03 
4401.86 1.03e-27 4.14e-19 2.24e-11 2.94e-05 3.94e-01 6.01e-01 4.52e-03 
4670.75 1.76e-27 6.62e-19 3.40e-11 4.05e-05 4.62e-01 5.35e-01 2.68e-03 
4956.05 1.68e-27 6.82e-19 3.73e-11 4.50e-05 4.91e-01 5.07e-01 2.16e-03 
5258.79 1.46e-27 6.85e-19 4.05e-11 5.01e-05 5.24e-01 4.75e-01 1.62e-03 
5580.02 1.81e-27 8.82e-19 5.27e-11 6.26e-05 5.82e-01 4.17e-01 9.81e-04 
5920.87 2.60e-27 1.31e-18 7.89e-11 8.54e-05 6.46e-01 3.53e-01 5.94e-04 
6282.54 3.42e-27 1.93e-18 1.17e-10 1.16e-04 7.21e-01 2.78e-01 2.72e-04 
6666.30 6.37e-27 3.41e-18 1.97e-10 1.69e-04 7.99e-01 2.00e-01 1.10e-04 
7073.50 1.25e-26 6.73e-18 3.63e-10 2.58e-04 8.71e-01 1.29e-01 3.20e-05 
7505.58 2.39e-26 1.38e-17 7.07e-10 4.06e-04 9.22e-01 7.76e-02 8.73e-06 
7964.05 6.66e-26 3.86e-17 1.74e-09 7.27e-04 9.62e-01 3.71e-02 1.37e-06 
8450.53 3.30e-25 1.69e-16 6.06e-09 1.57e-03 9.86e-01 1.29e-02 1.02e-07 
8966.72 2.10e-24 1.04e-15 2.85e-08 4.08e-03 9.93e-01 3.19e-03 4.12e-09 
9514.44 3.07e-23 1.31e-14 2.45e-07 1.53e-02 9.84e-01 4.18e-04 3.43e-11 
10095.62 1.58e-21 4.94e-13 5.21e-06 9.54e-02 9.05e-01 2.19e-05 2.96e-14 
10712.30 1.20e-19 2.84e-11 1.40e-04 5.48e-01 4.52e-01 2.44e-07 2.16e-18 
11366.65 7.15e-18 1.27e-09 2.39e-03 9.75e-01 2.24e-02 3.61e-11 3.35e-25 
12061.10 4.57e-16 6.15e-08 3.72e-02 9.62e-01 2.95e-04 6.05e-16 2.51e-34 
12793.43 3.32e-14 3.05e-06 4.66e-01 5.34e-01 3.41e-06 8.56e-21 6.53e-39 
13528.61 5.21e-13 3.09e-05 9.68e-01 3.23e-02 2.30e-10 1.05e-29 1.47e-38 
14194.74 4.84e-12 1.68e-04 9.99e-01 8.77e-04 1.70e-14 7.85e-37 3.22e-38 
14757.77 2.55e-11 5.94e-04 9.99e-01 4.51e-05 8.15e-18 1.64e-36 7.00e-38 
15240.48 1.34e-10 1.87e-03 9.98e-01 4.12e-06 1.49e-20 3.14e-36 1.38e-37 
15646.99 1.12e-09 7.85e-03 9.92e-01 2.50e-07 1.53e-23 5.70e-36 2.56e-37 
15960.30 9.93e-09 2.95e-02 9.70e-01 2.46e-08 6.94e-26 9.19e-36 4.19e-37 
16187.41 5.13e-08 8.80e-02 9.12e-01 4.67e-09 8.30e-28 1.76e-35 8.13e-37 
16354.17 1.24e-07 1.58e-01 8.42e-01 4.18e-10 1.81e-31 3.34e-35 1.56e-36 
16484.18 2.20e-07 2.37e-01 7.63e-01 1.24e-10 1.41e-32 5.86e-35 2.76e-36 
16593.12 2.94e-07 2.98e-01 7.02e-01 5.62e-11 1.06e-33 8.52e-35 4.04e-36 
16691.99 4.00e-07 3.78e-01 6.22e-01 2.72e-10 1.41e-30 1.05e-34 5.02e-36 
16788.59 5.72e-07 4.97e-01 5.03e-01 3.25e-11 2.52e-33 1.20e-34 5.74e-36 
16888.37 6.86e-07 5.45e-01 4.55e-01 1.98e-12 6.41e-36 1.32e-34 6.37e-36 
16998.79 8.81e-07 6.24e-01 3.76e-01 8.72e-13 7.07e-36 1.45e-34 7.03e-36 
17146.37 1.21e-06 7.39e-01 2.61e-01 1.39e-13 7.63e-36 1.56e-34 7.58e-36 
17415.23 1.95e-06 8.85e-01 1.15e-01 9.87e-15 7.81e-36 1.58e-34 7.78e-36 
17888.12 3.25e-06 9.73e-01 2.69e-02 4.24e-17 7.62e-36 1.52e-34 7.60e-36 
18532.37 5.24e-06 9.93e-01 7.23e-03 2.94e-19 7.28e-36 1.43e-34 7.27e-36 
19260.76 8.75e-06 9.98e-01 2.20e-03 7.21e-21 7.94e-36 1.54e-34 7.94e-36 
20034.10 1.18e-05 1.00e+00 3.87e-04 2.20e-23 1.03e-35 1.97e-34 1.03e-35 
20838.00 1.23e-05 1.00e+00 1.79e-04 8.59e-26 1.50e-35 2.83e-34 1.50e-35 
21647.97 1.43e-05 1.00e+00 2.71e-05 5.32e-35 2.25e-35 4.18e-34 2.25e-35 
22447.94 1.80e-05 1.00e+00 5.85e-06 8.32e-35 3.54e-35 6.52e-34 3.54e-35 
23245.88 2.12e-05 1.00e+00 2.39e-06 1.24e-34 5.32e-35 9.69e-34 5.32e-35 
24052.47 2.23e-05 1.00e+00 1.70e-06 1.66e-34 7.15e-35 1.29e-33 7.15e-35 
24867.72 2.47e-05 1.00e+00 1.73e-06 2.07e-34 8.94e-35 1.60e-33 8.94e-35 
25698.86 4.27e-05 1.00e+00 8.10e-08 2.62e-34 1.14e-34 2.02e-33 1.14e-34 
26587.16 5.04e-05 1.00e+00 3.52e-08 3.74e-34 1.64e-34 2.87e-33 1.64e-34 
27637.54 5.54e-05 1.00e+00 1.74e-08 6.66e-34 2.93e-34 5.08e-33 2.93e-34 
28986.97 4.80e-05 1.00e+00 1.33e-08 1.73e-33 7.65e-34 1.31e-32 7.65e-34 
#TIME: 5.74 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 3.01e-21 1.45e-13 8.13e-07 1.91e-02 9.78e-01 2.72e-03 2.20e-08 
999.11 3.92e-22 2.16e-14 1.65e-07 7.37e-03 9.83e-01 1.01e-02 3.96e-07 
1267.34 5.06e-23 3.27e-15 3.28e-08 2.75e-03 9.60e-01 3.70e-02 6.49e-06 
1514.05 1.44e-23 1.05e-15 1.23e-08 1.48e-03 9.18e-01 8.06e-02 3.78e-05 
1808.80 3.92e-24 3.29e-16 4.72e-09 8.13e-04 8.51e-01 1.48e-01 1.57e-04 
1919.29 9.14e-25 8.49e-17 1.42e-09 3.59e-04 7.28e-01 2.71e-01 6.88e-04 
2160.92 2.82e-25 2.89e-17 5.56e-10 1.91e-04 6.20e-01 3.78e-01 1.73e-03 
2292.92 7.19e-26 1.04e-17 2.42e-10 1.13e-04 5.43e-01 4.54e-01 2.68e-03 
2432.98 1.25e-26 2.28e-18 6.35e-11 4.39e-05 3.81e-01 6.11e-01 8.52e-03 
2581.60 7.39e-27 1.20e-18 3.48e-11 2.85e-05 3.37e-01 6.51e-01 1.14e-02 
2739.29 5.41e-27 9.31e-19 2.88e-11 2.54e-05 3.24e-01 6.63e-01 1.25e-02 
2906.62 4.36e-27 7.92e-19 2.60e-11 2.43e-05 3.23e-01 6.64e-01 1.25e-02 
3084.17 3.26e-27 6.54e-19 2.34e-11 2.35e-05 3.25e-01 6.63e-01 1.21e-02 
3272.56 2.28e-27 5.24e-19 2.09e-11 2.28e-05 3.30e-01 6.59e-01 1.10e-02 
3472.46 1.73e-27 4.60e-19 2.02e-11 2.36e-05 3.43e-01 6.48e-01 9.27e-03 
3684.57 1.30e-27 4.13e-19 2.00e-11 2.50e-05 3.61e-01 6.32e-01 7.47e-03 
3909.64 8.62e-28 3.38e-19 1.88e-11 2.57e-05 3.76e-01 6.18e-01 5.79e-03 
4148.46 7.05e-28 3.01e-19 1.77e-11 2.54e-05 3.74e-01 6.21e-01 5.18e-03 
4401.86 1.22e-27 5.16e-19 2.82e-11 3.57e-05 4.35e-01 5.61e-01 3.16e-03 
4670.75 2.03e-27 7.79e-19 4.04e-11 4.67e-05 4.94e-01 5.04e-01 2.12e-03 
4956.05 1.87e-27 8.04e-19 4.45e-11 5.22e-05 5.25e-01 4.73e-01 1.64e-03 
5258.79 1.63e-27 8.16e-19 4.89e-11 5.88e-05 5.62e-01 4.36e-01 1.15e-03 
5580.02 2.14e-27 1.03e-18 6.16e-11 7.10e-05 6.13e-01 3.86e-01 7.47e-04 
5920.87 2.98e-27 1.61e-18 9.77e-11 1.01e-04 6.88e-01 3.11e-01 3.85e-04 
6282.54 4.26e-27 2.34e-18 1.41e-10 1.35e-04 7.59e-01 2.41e-01 1.69e-04 
6666.30 7.29e-27 4.12e-18 2.39e-10 1.95e-04 8.27e-01 1.72e-01 7.08e-05 
7073.50 1.48e-26 8.04e-18 4.33e-10 2.92e-04 8.88e-01 1.12e-01 2.24e-05 
7505.58 2.96e-26 1.70e-17 8.64e-10 4.66e-04 9.36e-01 6.40e-02 5.20e-06 
7964.05 8.51e-26 4.80e-17 2.14e-09 8.33e-04 9.69e-01 3.00e-02 7.74e-07 
8450.53 4.04e-25 2.20e-16 7.75e-09 1.84e-03 9.88e-01 1.02e-02 5.89e-08 
8966.72 2.80e-24 1.40e-15 3.76e-08 4.88e-03 9.93e-01 2.35e-03 2.16e-09 
9514.44 4.40e-23 1.85e-14 3.37e-07 1.87e-02 9.81e-01 2.92e-04 1.22e-11 
10095.62 2.28e-21 7.24e-13 7.34e-06 1.18e-01 8.82e-01 1.46e-05 1.19e-14 
10712.30 1.69e-19 4.08e-11 1.91e-04 6.21e-01 3.79e-01 1.14e-07 5.74e-19 
11366.65 9.57e-18 1.73e-09 3.06e-03 9.81e-01 1.55e-02 1.25e-11 2.94e-26 
12061.10 5.76e-16 7.85e-08 4.45e-02 9.55e-01 2.30e-04 3.25e-16 1.44e-34 
12793.43 4.09e-14 3.77e-06 5.25e-01 4.75e-01 5.83e-07 1.92e-22 6.87e-39 
13528.61 5.69e-13 3.40e-05 9.75e-01 2.52e-02 1.07e-10 1.87e-30 1.55e-38 
14194.74 5.27e-12 1.83e-04 9.99e-01 7.84e-04 1.21e-14 8.22e-37 3.39e-38 
14757.77 2.72e-11 6.38e-04 9.99e-01 3.50e-05 4.10e-18 1.72e-36 7.37e-38 
15240.48 1.42e-10 2.01e-03 9.98e-01 4.38e-06 1.89e-20 3.29e-36 1.45e-37 
15646.99 1.16e-09 7.96e-03 9.92e-01 2.66e-07 2.48e-23 6.00e-36 2.70e-37 
15960.30 1.07e-08 3.18e-02 9.68e-01 2.77e-08 1.42e-25 9.67e-36 4.41e-37 
16187.41 5.22e-08 9.05e-02 9.10e-01 2.49e-09 1.64e-28 1.85e-35 8.57e-37 
16354.17 1.33e-07 1.65e-01 8.35e-01 3.40e-10 1.23e-31 3.52e-35 1.64e-36 
16484.18 2.19e-07 2.35e-01 7.65e-01 1.32e-10 9.45e-33 6.19e-35 2.91e-36 
16593.12 2.92e-07 2.97e-01 7.03e-01 4.14e-11 3.28e-34 9.00e-35 4.27e-36 
16691.99 3.61e-07 3.67e-01 6.33e-01 1.90e-11 1.57e-34 1.11e-34 5.30e-36 
16788.59 4.81e-07 4.48e-01 5.52e-01 1.04e-10 5.80e-32 1.27e-34 6.07e-36 
16888.37 7.37e-07 6.14e-01 3.86e-01 9.90e-13 6.79e-36 1.40e-34 6.74e-36 
16998.79 7.58e-07 5.64e-01 4.36e-01 3.53e-12 9.18e-36 1.54e-34 7.45e-36 
17146.37 1.10e-06 7.36e-01 2.64e-01 2.04e-13 8.09e-36 1.65e-34 8.05e-36 
17415.23 1.75e-06 8.49e-01 1.51e-01 2.52e-14 8.29e-36 1.68e-34 8.26e-36 
17888.12 2.93e-06 9.71e-01 2.92e-02 6.61e-17 8.10e-36 1.62e-34 8.08e-36 
18532.37 5.07e-06 9.93e-01 6.93e-03 9.24e-19 7.74e-36 1.52e-34 7.73e-36 
19260.76 7.67e-06 9.97e-01 2.80e-03 1.44e-20 8.45e-36 1.63e-34 8.44e-36 
20034.10 9.02e-06 9.99e-01 1.24e-03 8.43e-22 1.10e-35 2.09e-34 1.10e-35 
20838.00 1.07e-05 1.00e+00 2.11e-04 3.81e-35 1.60e-35 3.01e-34 1.60e-35 
21647.97 1.03e-05 1.00e+00 6.07e-05 5.66e-35 2.39e-35 4.45e-34 2.39e-35 
22447.94 1.36e-05 1.00e+00 1.72e-05 8.86e-35 3.77e-35 6.94e-34 3.77e-35 
23245.88 1.45e-05 1.00e+00 1.06e-05 1.32e-34 5.65e-35 1.03e-33 5.65e-35 
24052.47 2.33e-05 1.00e+00 7.72e-07 1.77e-34 7.60e-35 1.37e-33 7.60e-35 
24867.72 2.72e-05 1.00e+00 4.32e-07 2.20e-34 9.51e-35 1.70e-33 9.51e-35 
25698.86 4.05e-05 1.00e+00 1.75e-07 2.79e-34 1.21e-34 2.16e-33 1.21e-34 
26587.16 4.10e-05 1.00e+00 7.47e-08 3.98e-34 1.74e-34 3.06e-33 1.74e-34 
27637.54 6.47e-05 1.00e+00 7.50e-08 7.08e-34 3.11e-34 5.41e-33 3.11e-34 
28986.97 5.79e-05 1.00e+00 1.35e-08 1.84e-33 8.13e-34 1.40e-32 8.13e-34 
#TIME: 5.86 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 2.38e-21 1.11e-13 6.64e-07 1.73e-02 9.80e-01 2.78e-03 2.49e-08 
999.11 3.00e-22 1.76e-14 1.42e-07 6.84e-03 9.83e-01 1.06e-02 3.88e-07 
1267.34 3.97e-23 2.87e-15 3.02e-08 2.65e-03 9.61e-01 3.68e-02 6.21e-06 
1514.05 1.29e-23 9.74e-16 1.18e-08 1.46e-03 9.22e-01 7.64e-02 3.12e-05 
1808.80 3.54e-24 3.12e-16 4.62e-09 8.14e-04 8.58e-01 1.41e-01 1.32e-04 
1919.29 8.61e-25 8.60e-17 1.48e-09 3.78e-04 7.43e-01 2.56e-01 5.62e-04 
2160.92 2.78e-25 3.05e-17 5.99e-10 2.05e-04 6.39e-01 3.60e-01 1.45e-03 
2292.92 9.31e-26 1.26e-17 2.92e-10 1.32e-04 5.81e-01 4.17e-01 1.93e-03 
2432.98 1.88e-26 3.26e-18 9.08e-11 5.92e-05 4.44e-01 5.51e-01 4.81e-03 
2581.60 9.68e-27 1.85e-18 5.60e-11 4.20e-05 3.87e-01 6.05e-01 7.77e-03 
2739.29 5.76e-27 1.05e-18 3.31e-11 2.89e-05 3.49e-01 6.41e-01 9.99e-03 
2906.62 4.64e-27 9.07e-19 3.04e-11 2.79e-05 3.48e-01 6.42e-01 1.01e-02 
3084.17 3.47e-27 7.44e-19 2.71e-11 2.68e-05 3.50e-01 6.40e-01 9.72e-03 
3272.56 2.44e-27 6.05e-19 2.46e-11 2.64e-05 3.57e-01 6.34e-01 8.72e-03 
3472.46 1.89e-27 5.39e-19 2.40e-11 2.75e-05 3.73e-01 6.20e-01 7.20e-03 
3684.57 1.48e-27 5.01e-19 2.46e-11 2.99e-05 3.97e-01 5.97e-01 5.42e-03 
3909.64 1.01e-27 4.09e-19 2.30e-11 3.06e-05 4.12e-01 5.83e-01 4.21e-03 
4148.46 8.00e-28 3.67e-19 2.18e-11 3.04e-05 4.11e-01 5.85e-01 3.75e-03 
4401.86 1.51e-27 6.17e-19 3.38e-11 4.16e-05 4.72e-01 5.25e-01 2.31e-03 
4670.75 2.27e-27 9.15e-19 4.80e-11 5.40e-05 5.27e-01 4.71e-01 1.63e-03 
4956.05 2.08e-27 9.61e-19 5.39e-11 6.13e-05 5.64e-01 4.35e-01 1.17e-03 
5258.79 1.99e-27 9.60e-19 5.76e-11 6.73e-05 5.98e-01 4.01e-01 8.23e-04 
5580.02 2.52e-27 1.33e-18 8.15e-11 8.83e-05 6.54e-01 3.46e-01 5.53e-04 
5920.87 3.43e-27 1.96e-18 1.20e-10 1.20e-04 7.29e-01 2.70e-01 2.45e-04 
6282.54 5.03e-27 2.87e-18 1.75e-10 1.58e-04 7.89e-01 2.10e-01 1.20e-04 
6666.30 8.36e-27 4.97e-18 2.89e-10 2.26e-04 8.53e-01 1.47e-01 4.49e-05 
7073.50 1.70e-26 9.84e-18 5.31e-10 3.39e-04 9.04e-01 9.53e-02 1.52e-05 
7505.58 3.53e-26 2.10e-17 1.06e-09 5.35e-04 9.46e-01 5.36e-02 3.49e-06 
7964.05 1.00e-25 5.89e-17 2.60e-09 9.49e-04 9.74e-01 2.51e-02 5.18e-07 
8450.53 5.01e-25 2.88e-16 1.00e-08 2.19e-03 9.90e-01 7.74e-03 3.13e-08 
8966.72 3.74e-24 1.89e-15 4.96e-08 5.84e-03 9.92e-01 1.74e-03 1.08e-09 
9514.44 6.07e-23 2.60e-14 4.60e-07 2.28e-02 9.77e-01 2.12e-04 5.90e-12 
10095.62 3.36e-21 1.07e-12 1.05e-05 1.46e-01 8.54e-01 9.02e-06 4.20e-15 
10712.30 2.56e-19 6.25e-11 2.76e-04 7.07e-01 2.93e-01 4.66e-08 1.15e-19 
11366.65 1.23e-17 2.25e-09 3.77e-03 9.85e-01 1.09e-02 5.09e-12 6.32e-27 
12061.10 7.34e-16 1.01e-07 5.34e-02 9.46e-01 1.65e-04 1.29e-16 4.28e-35 
12793.43 4.93e-14 4.57e-06 5.84e-01 4.16e-01 3.78e-07 4.36e-23 7.22e-39 
13528.61 6.35e-13 3.77e-05 9.80e-01 2.01e-02 6.11e-11 8.10e-31 1.63e-38 
14194.74 5.85e-12 2.01e-04 9.99e-01 5.82e-04 7.54e-15 8.62e-37 3.57e-38 
14757.77 2.82e-11 6.74e-04 9.99e-01 3.88e-05 5.52e-18 1.80e-36 7.75e-38 
15240.48 1.47e-10 2.09e-03 9.98e-01 4.48e-06 2.08e-20 3.46e-36 1.53e-37 
15646.99 1.15e-09 8.14e-03 9.92e-01 2.16e-07 9.70e-24 6.30e-36 2.84e-37 
15960.30 1.03e-08 3.19e-02 9.68e-01 1.85e-08 2.34e-26 1.02e-35 4.65e-37 
16187.41 4.61e-08 8.20e-02 9.18e-01 2.12e-09 1.69e-29 1.94e-35 9.02e-37 
16354.17 1.18e-07 1.56e-01 8.44e-01 4.95e-10 8.13e-31 3.70e-35 1.73e-36 
16484.18 2.06e-07 2.34e-01 7.66e-01 1.28e-10 1.66e-32 6.53e-35 3.08e-36 
16593.12 2.57e-07 2.80e-01 7.20e-01 4.70e-11 8.28e-34 9.50e-35 4.51e-36 
16691.99 3.18e-07 3.37e-01 6.63e-01 2.43e-11 1.44e-34 1.18e-34 5.61e-36 
16788.59 4.75e-07 4.37e-01 5.63e-01 8.29e-12 1.12e-35 1.34e-34 6.43e-36 
16888.37 5.83e-07 5.11e-01 4.89e-01 3.92e-12 7.19e-36 1.48e-34 7.14e-36 
16998.79 8.84e-07 6.57e-01 3.43e-01 4.79e-13 7.94e-36 1.63e-34 7.89e-36 
17146.37 9.71e-07 6.74e-01 3.26e-01 5.92e-13 8.58e-36 1.75e-34 8.54e-36 
17415.23 1.62e-06 8.43e-01 1.57e-01 3.40e-14 8.80e-36 1.78e-34 8.77e-36 
17888.12 2.66e-06 9.56e-01 4.42e-02 2.17e-16 8.61e-36 1.72e-34 8.58e-36 
18532.37 4.43e-06 9.91e-01 9.29e-03 1.14e-18 8.23e-36 1.62e-34 8.22e-36 
19260.76 7.12e-06 9.99e-01 1.33e-03 4.70e-22 8.98e-36 1.74e-34 8.98e-36 
20034.10 7.72e-06 1.00e+00 3.67e-04 1.20e-25 1.17e-35 2.23e-34 1.17e-35 
20838.00 9.14e-06 1.00e+00 1.44e-04 4.05e-35 1.70e-35 3.20e-34 1.70e-35 
21647.97 1.13e-05 1.00e+00 4.69e-05 6.01e-35 2.54e-35 4.73e-34 2.54e-35 
22447.94 9.30e-06 1.00e+00 3.59e-05 9.42e-35 4.00e-35 7.37e-34 4.00e-35 
23245.88 9.94e-06 1.00e+00 2.39e-05 1.41e-34 6.01e-35 1.10e-33 6.01e-35 
24052.47 1.67e-05 1.00e+00 2.05e-06 1.88e-34 8.09e-35 1.46e-33 8.09e-35 
24867.72 2.28e-05 1.00e+00 6.07e-07 2.34e-34 1.01e-34 1.81e-33 1.01e-34 
25698.86 2.75e-05 1.00e+00 2.42e-07 2.97e-34 1.29e-34 2.29e-33 1.29e-34 
26587.16 3.38e-05 1.00e+00 2.12e-07 4.24e-34 1.85e-34 3.26e-33 1.85e-34 
27637.54 2.98e-05 1.00e+00 9.11e-08 7.54e-34 3.31e-34 5.77e-33 3.31e-34 
28986.97 4.03e-05 1.00e+00 2.28e-08 1.96e-33 8.65e-34 1.49e-32 8.65e-34 
#TIME: 5.98 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 1.59e-21 8.31e-14 5.39e-07 1.54e-02 9.81e-01 3.46e-03 4.22e-08 
999.11 2.29e-22 1.43e-14 1.22e-07 6.32e-03 9.82e-01 1.13e-02 4.47e-07 
1267.34 3.42e-23 2.54e-15 2.78e-08 2.56e-03 9.62e-01 3.55e-02 4.90e-06 
1514.05 1.09e-23 9.02e-16 1.14e-08 1.45e-03 9.24e-01 7.45e-02 2.80e-05 
1808.80 3.27e-24 3.04e-16 4.63e-09 8.26e-04 8.63e-01 1.36e-01 1.12e-04 
1919.29 8.46e-25 9.03e-17 1.59e-09 4.07e-04 7.64e-01 2.35e-01 4.25e-04 
2160.92 2.81e-25 3.23e-17 6.49e-10 2.22e-04 6.62e-01 3.37e-01 1.13e-03 
2292.92 9.88e-26 1.45e-17 3.43e-10 1.49e-04 6.05e-01 3.93e-01 1.67e-03 
2432.98 2.31e-26 4.44e-18 1.26e-10 7.67e-05 4.95e-01 5.02e-01 3.38e-03 
2581.60 1.31e-26 2.54e-18 7.76e-11 5.52e-05 4.43e-01 5.52e-01 4.79e-03 
2739.29 6.22e-27 1.21e-18 3.87e-11 3.33e-05 3.76e-01 6.16e-01 7.83e-03 
2906.62 5.10e-27 1.05e-18 3.56e-11 3.22e-05 3.77e-01 6.15e-01 7.76e-03 
3084.17 3.75e-27 8.56e-19 3.18e-11 3.09e-05 3.78e-01 6.15e-01 7.55e-03 
3272.56 2.71e-27 6.93e-19 2.85e-11 3.02e-05 3.83e-01 6.10e-01 6.77e-03 
3472.46 2.17e-27 6.29e-19 2.83e-11 3.18e-05 4.04e-01 5.91e-01 5.46e-03 
