#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           sc0           sc1           sc2           sc3
    5.037010E+03   1.0000E-099   6.7133E-014   1.2008E-006   1.0000E+000
    5.353288E+03   1.0000E-099   5.9551E-014   1.1310E-006   1.0000E+000
    5.689426E+03   1.0000E-099   5.3981E-014   1.0790E-006   1.0000E+000
    6.046670E+03   1.0000E-099   5.4224E-014   1.0885E-006   1.0000E+000
    6.426346E+03   1.0000E-099   5.9886E-014   1.1613E-006   1.0000E+000
    6.829862E+03   1.0000E-099   7.2473E-014   1.3107E-006   1.0000E+000
    7.258715E+03   1.0000E-099   9.6360E-014   1.5646E-006   1.0000E+000
    7.714496E+03   1.0000E-099   1.4216E-013   1.9950E-006   1.0000E+000
    8.198896E+03   1.0000E-099   2.6061E-013   2.9321E-006   1.0000E+000
    8.713932E+03   1.0000E-099   8.5070E-013   6.3355E-006   9.9999E-001
    9.244168E+03   1.0000E-099   8.6071E-012   2.8893E-005   9.9997E-001
    9.656678E+03   1.0000E-099   1.5018E-010   1.9877E-004   9.9980E-001
    9.958915E+03   1.0000E-099   3.1833E-009   1.6316E-003   9.9837E-001
    1.024193E+04   1.0000E-099   1.1801E-007   1.9228E-002   9.8077E-001
    1.053980E+04   1.0000E-099   7.2931E-006   2.9714E-001   7.0285E-001
    1.084445E+04   1.0000E-099   1.8659E-004   9.6004E-001   3.9771E-002
    1.113107E+04   1.0000E-099   1.8596E-003   9.9762E-001   5.2376E-004
    1.136984E+04   1.0000E-099   1.5083E-002   9.8491E-001   9.3983E-006
    1.155255E+04   1.0000E-099   1.0646E-001   8.9354E-001   1.7978E-007
    1.168431E+04   1.0000E-099   3.9416E-001   6.0584E-001   3.6910E-009
    1.178749E+04   1.0000E-099   7.2643E-001   2.7357E-001   7.8401E-011
    1.187691E+04   1.0000E-099   9.0364E-001   9.6356E-002   2.0232E-012
    1.196207E+04   1.0000E-099   9.6421E-001   3.5793E-002   8.2954E-014
    1.205243E+04   1.0000E-099   9.8323E-001   1.6769E-002   6.5951E-015
    1.215462E+04   1.0000E-099   9.9156E-001   8.4393E-003   6.7770E-016
    1.231998E+04   1.0000E-099   9.9701E-001   2.9942E-003   2.5291E-017
    1.264897E+04   1.0000E-099   9.9952E-001   4.8346E-004   8.4334E-020
    1.306392E+04   1.0000E-099   9.9994E-001   6.3130E-005   1.5014E-022
    1.352456E+04   1.0000E-099   9.9999E-001   7.4326E-006   2.0132E-025
    1.400904E+04   1.0000E-099   1.0000E+000   8.6627E-007   2.6207E-028
    1.450837E+04   1.0000E-099   1.0000E+000   1.0343E-007   3.7219E-031
    1.500946E+04   1.0000E-099   1.0000E+000   1.2150E-008   5.3903E-034
    1.548193E+04   1.0000E-099   1.0000E+000   1.5890E-009   1.1099E-036
    1.592786E+04   1.0000E-099   1.0000E+000   2.7279E-010   4.9968E-039
    1.635708E+04   1.0000E-099   1.0000E+000   6.1171E-011   3.1916E-040
    1.678055E+04   1.0000E-099   1.0000E+000   1.5589E-011   2.7968E-040
    1.718690E+04   1.0000E-099   1.0000E+000   5.1371E-012   3.9205E-040
    1.757823E+04   1.0000E-099   1.0000E+000   7.2506E-012   1.3310E-039
    1.797845E+04   1.0000E-099   1.0000E+000   7.8601E-011   1.3982E-038
    1.842622E+04   1.0000E-099   1.0000E+000   1.0547E-009   1.9072E-037
    1.900132E+04   1.0000E-099   1.0000E+000   1.5921E-008   7.0837E-036
    1.990988E+04   1.0000E-099   1.0000E+000   4.1495E-007   8.3776E-033
    2.117806E+04   1.0000E-099   1.0000E+000   3.0103E-006   3.6349E-030
    2.250785E+04   1.0000E-099   9.9999E-001   7.4270E-006   8.9240E-029
    2.392113E+04   1.0000E-099   9.9998E-001   1.6677E-005   1.8908E-027
    2.542316E+04   1.0000E-099   9.9996E-001   3.5892E-005   2.2341E-026
    2.701951E+04   1.0000E-099   9.9991E-001   9.1671E-005   2.8762E-025
    2.871609E+04   1.0000E-099   9.9974E-001   2.5877E-004   4.4546E-024
    3.052504E+04   1.0000E-099   9.9942E-001   5.7537E-004   5.0168E-023
    3.231449E+04   1.0000E-099   9.9918E-001   8.2171E-004   2.3602E-022
    3.381996E+04   1.0000E-099   9.9887E-001   1.1272E-003   8.5705E-022
    3.513762E+04   1.0000E-099   9.9815E-001   1.8495E-003   5.2112E-021
    3.633871E+04   1.0000E-099   9.9669E-001   3.3108E-003   5.1545E-020
    3.749014E+04   1.0000E-099   9.9434E-001   5.6563E-003   7.1073E-019
    3.862780E+04   1.0000E-099   9.9142E-001   8.5753E-003   8.6616E-018
    3.976728E+04   1.0000E-099   9.8747E-001   1.2532E-002   7.6858E-017
    4.091211E+04   1.0000E-099   9.8134E-001   1.8665E-002   4.9235E-016
    4.206974E+04   1.0000E-099   9.7210E-001   2.7898E-002   2.2544E-015
    4.324646E+04   1.0000E-099   9.5964E-001   4.0360E-002   7.4287E-015
    4.444709E+04   1.0000E-099   9.4505E-001   5.4949E-002   1.8574E-014
    4.567555E+04   1.0000E-099   9.2922E-001   7.0783E-002   3.7028E-014
    4.693396E+04   1.0000E-099   9.1203E-001   8.7972E-002   6.2920E-014
    4.822323E+04   1.0000E-099   8.9441E-001   1.0559E-001   9.6915E-014
    4.954281E+04   1.0000E-099   8.7798E-001   1.2202E-001   1.3798E-013
    5.089232E+04   1.0000E-099   8.5893E-001   1.4107E-001   1.8688E-013
    5.227001E+04   1.0000E-099   8.3922E-001   1.6078E-001   2.4045E-013
    5.367511E+04   1.0000E-099   8.2050E-001   1.7950E-001   2.9400E-013
    5.510440E+04   1.0000E-099   8.0415E-001   1.9585E-001   3.4221E-013
    5.655692E+04   1.0000E-099   7.9283E-001   2.0717E-001   3.7738E-013
    5.802645E+04   1.0000E-099   7.8830E-001   2.1170E-001   3.9417E-013
    5.951018E+04   1.0000E-099   7.8887E-001   2.1113E-001   3.9570E-013
    6.099490E+04   1.0000E-099   7.9230E-001   2.0770E-001   3.8685E-013
    6.247382E+04   1.0000E-099   7.9904E-001   2.0096E-001   3.6772E-013
    6.392321E+04   1.0000E-099   8.0933E-001   1.9067E-001   3.3934E-013
    6.533054E+04   1.0000E-099   8.2115E-001   1.7885E-001   3.0675E-013
    6.666218E+04   1.0000E-099   8.3165E-001   1.6835E-001   2.7672E-013
    6.790212E+04   1.0000E-099   8.4197E-001   1.5803E-001   2.4687E-013
    6.901667E+04   1.0000E-099   8.5216E-001   1.4784E-001   2.1356E-013
    6.952242E+04   1.0000E-099   8.6180E-001   1.3820E-001   1.8000E-013
    6.977669E+04   1.0000E-099   8.6775E-001   1.3225E-001   1.5357E-013
    6.990417E+04   1.0000E-099   8.7254E-001   1.2746E-001   1.2865E-013
    6.996800E+04   1.0000E-099   8.7604E-001   1.2396E-001   1.0886E-013
    6.999834E+04   1.0000E-099   8.7828E-001   1.2172E-001   9.4878E-014
    6.999993E+04   1.0000E-099   8.7857E-001   1.2143E-001   9.3255E-014
#TIME:     1.430
#NVEL: 115
#vel_mid[km/s]           sc0           sc1           sc2           sc3
    8.484664E+02   1.0000E-099   1.0557E-013   1.4454E-006   1.0000E+000
    8.534062E+02   1.0000E-099   1.0557E-013   1.4454E-006   1.0000E+000
    8.683990E+02   1.0000E-099   1.0556E-013   1.4453E-006   1.0000E+000
    8.991795E+02   1.0000E-099   1.0546E-013   1.4446E-006   1.0000E+000
    9.548169E+02   1.0000E-099   1.0501E-013   1.4415E-006   1.0000E+000
    1.014773E+03   1.0000E-099   1.0368E-013   1.4325E-006   1.0000E+000
    1.078491E+03   1.0000E-099   1.0014E-013   1.4081E-006   1.0000E+000
    1.146211E+03   1.0000E-099   9.2364E-014   1.3532E-006   1.0000E+000
    1.218182E+03   1.0000E-099   7.9128E-014   1.2554E-006   1.0000E+000
    1.294673E+03   1.0000E-099   6.4682E-014   1.1422E-006   1.0000E+000
    1.375967E+03   1.0000E-099   5.2190E-014   1.0389E-006   1.0000E+000
    1.462365E+03   1.0000E-099   4.1142E-014   9.3817E-007   1.0000E+000
    1.554188E+03   1.0000E-099   3.1509E-014   8.3691E-007   1.0000E+000
    1.651777E+03   1.0000E-099   2.3529E-014   7.3892E-007   1.0000E+000
    1.755493E+03   1.0000E-099   1.7073E-014   6.4485E-007   1.0000E+000
    1.865722E+03   1.0000E-099   1.1979E-014   5.5443E-007   1.0000E+000
    1.982873E+03   1.0000E-099   8.3558E-015   4.7620E-007   1.0000E+000
    2.107379E+03   1.0000E-099   5.8248E-015   4.0952E-007   1.0000E+000
    2.239703E+03   1.0000E-099   4.1241E-015   3.5489E-007   1.0000E+000
    2.380336E+03   1.0000E-099   3.0239E-015   3.1183E-007   1.0000E+000
    2.529800E+03   1.0000E-099   2.3501E-015   2.8000E-007   1.0000E+000
    2.688648E+03   1.0000E-099   1.9697E-015   2.5825E-007   1.0000E+000
    2.857471E+03   1.0000E-099   1.8208E-015   2.4650E-007   1.0000E+000
    3.036894E+03   1.0000E-099   1.8546E-015   2.4302E-007   1.0000E+000
    3.227583E+03   1.0000E-099   1.9508E-015   2.3851E-007   1.0000E+000
    3.430246E+03   1.0000E-099   2.4057E-015   2.5070E-007   1.0000E+000
    3.645634E+03   1.0000E-099   5.0118E-015   3.4406E-007   1.0000E+000
    3.874547E+03   1.0000E-099   1.1179E-014   4.9047E-007   1.0000E+000
    4.117833E+03   1.0000E-099   1.9378E-014   6.2047E-007   1.0000E+000
    4.376395E+03   1.0000E-099   3.4776E-014   8.4455E-007   1.0000E+000
    4.651193E+03   1.0000E-099   5.8188E-014   1.1343E-006   1.0000E+000
    4.943246E+03   1.0000E-099   6.9089E-014   1.2596E-006   1.0000E+000
    5.253637E+03   1.0000E-099   6.5639E-014   1.2330E-006   1.0000E+000
    5.583517E+03   1.0000E-099   5.9370E-014   1.1755E-006   1.0000E+000
    5.934111E+03   1.0000E-099   5.8282E-014   1.1731E-006   1.0000E+000
    6.306720E+03   1.0000E-099   6.3460E-014   1.2452E-006   1.0000E+000
    6.702724E+03   1.0000E-099   7.5781E-014   1.4016E-006   1.0000E+000
    7.123594E+03   1.0000E-099   1.0011E-013   1.6778E-006   1.0000E+000
    7.570891E+03   1.0000E-099   1.4666E-013   2.1435E-006   1.0000E+000
    8.046274E+03   1.0000E-099   2.5843E-013   3.0928E-006   1.0000E+000
    8.551507E+03   1.0000E-099   7.1196E-013   6.0412E-006   9.9999E-001
    9.096762E+03   1.0000E-099   5.5869E-012   2.3559E-005   9.9998E-001
    9.526381E+03   1.0000E-099   8.0078E-011   1.4126E-004   9.9986E-001
    9.838399E+03   1.0000E-099   1.3208E-009   9.7693E-004   9.9902E-001
    1.011097E+04   1.0000E-099   3.7660E-008   9.5409E-003   9.9046E-001
    1.038940E+04   1.0000E-099   1.4086E-006   1.1472E-001   8.8528E-001
    1.067117E+04   1.0000E-099   5.1367E-005   7.8918E-001   2.1076E-001
    1.095000E+04   1.0000E-099   4.6076E-004   9.9371E-001   5.8284E-003
    1.119484E+04   1.0000E-099   3.5533E-003   9.9633E-001   1.1507E-004
    1.139533E+04   1.0000E-099   2.9957E-002   9.7004E-001   1.8154E-006
    1.154876E+04   1.0000E-099   2.1187E-001   7.8813E-001   2.1500E-008
    1.166962E+04   1.0000E-099   5.9088E-001   4.0912E-001   3.1761E-010
    1.177399E+04   1.0000E-099   8.5278E-001   1.4722E-001   6.4151E-012
    1.187386E+04   1.0000E-099   9.5497E-001   4.5025E-002   1.4597E-013
    1.198017E+04   1.0000E-099   9.8516E-001   1.4838E-002   4.4228E-015
    1.210693E+04   1.0000E-099   9.9390E-001   6.1047E-003   2.2548E-016
    1.231054E+04   1.0000E-099   9.9817E-001   1.8322E-003   4.6941E-018
    1.265294E+04   1.0000E-099   9.9969E-001   3.1374E-004   1.8160E-020
    1.307761E+04   1.0000E-099   9.9996E-001   4.4960E-005   4.1870E-023
    1.354236E+04   1.0000E-099   9.9999E-001   6.0048E-006   8.0662E-026
    1.403104E+04   1.0000E-099   1.0000E+000   8.0940E-007   1.5982E-028
    1.453434E+04   1.0000E-099   1.0000E+000   1.1214E-007   3.4997E-031
    1.503276E+04   1.0000E-099   1.0000E+000   1.5581E-008   8.3212E-034
    1.550891E+04   1.0000E-099   1.0000E+000   2.3339E-009   2.5449E-036
    1.595277E+04   1.0000E-099   1.0000E+000   4.6679E-010   1.7053E-038
    1.638292E+04   1.0000E-099   1.0000E+000   1.1895E-010   2.2984E-040
    1.680298E+04   1.0000E-099   1.0000E+000   3.3823E-011   4.9863E-042
    1.720806E+04   1.0000E-099   1.0000E+000   1.1195E-011   8.9969E-043
    1.759612E+04   1.0000E-099   1.0000E+000   5.8076E-012   3.9969E-042
    1.799074E+04   1.0000E-099   1.0000E+000   2.4084E-011   7.0921E-041
    1.843296E+04   1.0000E-099   1.0000E+000   4.1606E-010   2.4244E-039
    1.896688E+04   1.0000E-099   1.0000E+000   7.1814E-009   3.1673E-037
    1.981814E+04   1.0000E-099   1.0000E+000   2.4234E-007   9.4557E-034
    2.108416E+04   1.0000E-099   1.0000E+000   2.4392E-006   1.0975E-030
    2.240806E+04   1.0000E-099   9.9999E-001   6.2160E-006   3.1570E-029
    2.381508E+04   1.0000E-099   9.9999E-001   1.3336E-005   6.3856E-028
    2.531045E+04   1.0000E-099   9.9997E-001   2.6295E-005   7.1497E-027
    2.689972E+04   1.0000E-099   9.9994E-001   5.9523E-005   8.6770E-026
    2.858877E+04   1.0000E-099   9.9985E-001   1.5192E-004   1.3469E-024
    3.038985E+04   1.0000E-099   9.9967E-001   3.2825E-004   1.6856E-023
    3.217378E+04   1.0000E-099   9.9953E-001   4.7355E-004   8.9374E-023
    3.372802E+04   1.0000E-099   9.9933E-001   6.6506E-004   3.6666E-022
    3.507566E+04   1.0000E-099   9.9885E-001   1.1514E-003   2.4572E-021
    3.628985E+04   1.0000E-099   9.9777E-001   2.2280E-003   2.4893E-020
    3.745149E+04   1.0000E-099   9.9590E-001   4.0989E-003   3.5179E-019
    3.859538E+04   1.0000E-099   9.9343E-001   6.5655E-003   4.8368E-018
    3.974164E+04   1.0000E-099   9.8990E-001   1.0100E-002   4.9566E-017
    4.089101E+04   1.0000E-099   9.8420E-001   1.5803E-002   3.5828E-016
    4.205353E+04   1.0000E-099   9.7533E-001   2.4671E-002   1.8042E-015
    4.323332E+04   1.0000E-099   9.6303E-001   3.6967E-002   6.3678E-015
    4.443700E+04   1.0000E-099   9.4828E-001   5.1720E-002   1.6724E-014
    4.566747E+04   1.0000E-099   9.3198E-001   6.8017E-002   3.4487E-014
    4.692776E+04   1.0000E-099   9.1377E-001   8.6232E-002   5.9981E-014
    4.821828E+04   1.0000E-099   8.9377E-001   1.0623E-001   9.3826E-014
    4.953915E+04   1.0000E-099   8.7949E-001   1.2051E-001   1.3501E-013
    5.088946E+04   1.0000E-099   8.6018E-001   1.3982E-001   1.8415E-013
    5.226822E+04   1.0000E-099   8.4018E-001   1.5982E-001   2.3810E-013
    5.367385E+04   1.0000E-099   8.2121E-001   1.7879E-001   2.9207E-013
    5.510412E+04   1.0000E-099   8.0466E-001   1.9534E-001   3.4071E-013
    5.655700E+04   1.0000E-099   7.9321E-001   2.0679E-001   3.7627E-013
    5.802752E+04   1.0000E-099   7.8857E-001   2.1143E-001   3.9338E-013
    5.951138E+04   1.0000E-099   7.8905E-001   2.1095E-001   3.9515E-013
    6.099703E+04   1.0000E-099   7.9243E-001   2.0757E-001   3.8646E-013
    6.247570E+04   1.0000E-099   7.9914E-001   2.0086E-001   3.6744E-013
    6.392575E+04   1.0000E-099   8.0941E-001   1.9059E-001   3.3913E-013
    6.533230E+04   1.0000E-099   8.2120E-001   1.7880E-001   3.0661E-013
    6.666396E+04   1.0000E-099   8.3169E-001   1.6831E-001   2.7661E-013
    6.790349E+04   1.0000E-099   8.4200E-001   1.5800E-001   2.4678E-013
    6.901747E+04   1.0000E-099   8.5219E-001   1.4781E-001   2.1348E-013
    6.952281E+04   1.0000E-099   8.6182E-001   1.3818E-001   1.7993E-013
    6.977687E+04   1.0000E-099   8.6776E-001   1.3224E-001   1.5352E-013
    6.990425E+04   1.0000E-099   8.7255E-001   1.2745E-001   1.2861E-013
    6.996802E+04   1.0000E-099   8.7605E-001   1.2395E-001   1.0884E-013
    6.999834E+04   1.0000E-099   8.7829E-001   1.2171E-001   9.4866E-014
    6.999993E+04   1.0000E-099   8.7857E-001   1.2143E-001   9.3244E-014
#TIME:     1.573
#NVEL: 115
#vel_mid[km/s]           sc0           sc1           sc2           sc3
    8.484664E+02   1.0000E-099   9.2511E-014   1.3550E-006   1.0000E+000
    8.523136E+02   1.0000E-099   9.2511E-014   1.3550E-006   1.0000E+000
    8.639602E+02   1.0000E-099   9.2498E-014   1.3549E-006   1.0000E+000
    8.877331E+02   1.0000E-099   9.2414E-014   1.3543E-006   1.0000E+000
    9.390137E+02   1.0000E-099   9.1950E-014   1.3508E-006   1.0000E+000
    9.979859E+02   1.0000E-099   9.0611E-014   1.3407E-006   1.0000E+000
    1.060650E+03   1.0000E-099   8.7293E-014   1.3155E-006   1.0000E+000
    1.127249E+03   1.0000E-099   8.0292E-014   1.2608E-006   1.0000E+000
    1.198031E+03   1.0000E-099   6.8562E-014   1.1644E-006   1.0000E+000
    1.273256E+03   1.0000E-099   5.5206E-014   1.0464E-006   1.0000E+000
    1.353205E+03   1.0000E-099   4.4446E-014   9.4465E-007   1.0000E+000
    1.438174E+03   1.0000E-099   3.5536E-014   8.5436E-007   1.0000E+000
    1.528478E+03   1.0000E-099   2.7525E-014   7.6337E-007   1.0000E+000
    1.624452E+03   1.0000E-099   2.0653E-014   6.7336E-007   1.0000E+000
    1.726453E+03   1.0000E-099   1.4947E-014   5.8515E-007   1.0000E+000
    1.834859E+03   1.0000E-099   1.0498E-014   5.0226E-007   1.0000E+000
    1.950071E+03   1.0000E-099   7.2604E-015   4.2872E-007   1.0000E+000
    2.072518E+03   1.0000E-099   5.0396E-015   3.6724E-007   1.0000E+000
    2.202653E+03   1.0000E-099   3.5525E-015   3.1714E-007   1.0000E+000
    2.340960E+03   1.0000E-099   2.5844E-015   2.7757E-007   1.0000E+000
    2.487951E+03   1.0000E-099   1.9827E-015   2.4794E-007   1.0000E+000
    2.644171E+03   1.0000E-099   1.6336E-015   2.2732E-007   1.0000E+000
    2.810201E+03   1.0000E-099   1.4791E-015   2.1556E-007   1.0000E+000
    2.986656E+03   1.0000E-099   1.4923E-015   2.1242E-007   1.0000E+000
    3.174191E+03   1.0000E-099   1.5506E-015   2.0853E-007   1.0000E+000
    3.373501E+03   1.0000E-099   1.6940E-015   2.0748E-007   1.0000E+000
    3.585327E+03   1.0000E-099   3.2435E-015   2.7391E-007   1.0000E+000
    3.810452E+03   1.0000E-099   7.2512E-015   3.9230E-007   1.0000E+000
    4.049714E+03   1.0000E-099   1.4219E-014   5.3132E-007   1.0000E+000
    4.303999E+03   1.0000E-099   2.5662E-014   7.2764E-007   1.0000E+000
    4.574251E+03   1.0000E-099   5.0131E-014   1.0777E-006   1.0000E+000
    4.861472E+03   1.0000E-099   6.9149E-014   1.3117E-006   1.0000E+000
    5.166729E+03   1.0000E-099   7.2925E-014   1.3656E-006   1.0000E+000
    5.491152E+03   1.0000E-099   6.7593E-014   1.3209E-006   1.0000E+000
    5.835947E+03   1.0000E-099   6.5511E-014   1.3109E-006   1.0000E+000
    6.202391E+03   1.0000E-099   7.0457E-014   1.3852E-006   1.0000E+000
    6.591845E+03   1.0000E-099   8.3226E-014   1.5558E-006   1.0000E+000
    7.005752E+03   1.0000E-099   1.0920E-013   1.8664E-006   1.0000E+000
    7.445650E+03   1.0000E-099   1.5965E-013   2.3965E-006   1.0000E+000
    7.913169E+03   1.0000E-099   2.7636E-013   3.4388E-006   1.0000E+000
    8.410044E+03   1.0000E-099   6.8851E-013   6.3357E-006   9.9999E-001
    8.945275E+03   1.0000E-099   4.0675E-012   2.0694E-005   9.9998E-001
    9.384458E+03   1.0000E-099   4.5345E-011   1.0472E-004   9.9990E-001
    9.707479E+03   1.0000E-099   5.9184E-010   6.1532E-004   9.9938E-001
    9.978561E+03   1.0000E-099   1.2521E-008   4.8971E-003   9.9510E-001
    1.024748E+04   1.0000E-099   3.6239E-007   4.9848E-002   9.5015E-001
    1.051562E+04   1.0000E-099   1.3319E-005   4.7770E-001   5.2228E-001
    1.078466E+04   1.0000E-099   1.4890E-004   9.6307E-001   3.6784E-002
    1.103403E+04   1.0000E-099   1.0078E-003   9.9799E-001   1.0005E-003
    1.124915E+04   1.0000E-099   7.6836E-003   9.9230E-001   1.9449E-005
    1.141830E+04   1.0000E-099   6.9659E-002   9.3034E-001   2.3233E-007
    1.155648E+04   1.0000E-099   3.6576E-001   6.3424E-001   2.4920E-009
    1.167596E+04   1.0000E-099   7.3526E-001   2.6474E-001   3.8879E-011
    1.179278E+04   1.0000E-099   9.2205E-001   7.7952E-002   6.2533E-013
    1.191722E+04   1.0000E-099   9.8065E-001   1.9352E-002   8.5663E-015
    1.207106E+04   1.0000E-099   9.9408E-001   5.9210E-003   1.7597E-016
    1.229991E+04   1.0000E-099   9.9838E-001   1.6153E-003   2.5411E-018
    1.264570E+04   1.0000E-099   9.9969E-001   3.0553E-004   1.2958E-020
    1.307439E+04   1.0000E-099   9.9995E-001   4.9531E-005   4.2427E-023
    1.354256E+04   1.0000E-099   9.9999E-001   7.6658E-006   1.2481E-025
    1.403406E+04   1.0000E-099   1.0000E+000   1.2293E-006   4.0891E-028
    1.453912E+04   1.0000E-099   1.0000E+000   2.0563E-007   1.5505E-030
    1.503823E+04   1.0000E-099   1.0000E+000   3.4413E-008   6.3513E-033
    1.551409E+04   1.0000E-099   1.0000E+000   6.0909E-009   3.1746E-035
    1.595735E+04   1.0000E-099   1.0000E+000   1.4017E-009   3.2239E-037
    1.638656E+04   1.0000E-099   1.0000E+000   4.0376E-010   6.2510E-039
    1.680458E+04   1.0000E-099   1.0000E+000   1.2838E-010   1.7405E-040
    1.720774E+04   1.0000E-099   1.0000E+000   4.6693E-011   7.3201E-042
    1.759344E+04   1.0000E-099   1.0000E+000   2.1729E-011   6.3291E-043
    1.798313E+04   1.0000E-099   1.0000E+000   1.7972E-011   9.2605E-043
    1.841661E+04   1.0000E-099   1.0000E+000   1.7153E-010   9.0047E-041
    1.893292E+04   1.0000E-099   1.0000E+000   3.4952E-009   2.9077E-038
    1.973545E+04   1.0000E-099   1.0000E+000   1.4456E-007   1.3619E-034
    2.098318E+04   1.0000E-099   1.0000E+000   2.0307E-006   3.6663E-031
    2.230099E+04   1.0000E-099   9.9999E-001   5.4090E-006   1.2690E-029
    2.370129E+04   1.0000E-099   9.9999E-001   1.1172E-005   2.4960E-028
    2.518952E+04   1.0000E-099   9.9998E-001   2.0344E-005   2.6414E-027
    2.677119E+04   1.0000E-099   9.9996E-001   4.0213E-005   2.9309E-026
    2.845217E+04   1.0000E-099   9.9991E-001   9.1669E-005   4.4831E-025
    3.024209E+04   1.0000E-099   9.9981E-001   1.9058E-004   6.1616E-024
    3.206178E+04   1.0000E-099   9.9972E-001   2.8018E-004   3.8291E-023
    3.364513E+04   1.0000E-099   9.9960E-001   3.9954E-004   1.7347E-022
    3.501448E+04   1.0000E-099   9.9928E-001   7.2096E-004   1.2817E-021
    3.624308E+04   1.0000E-099   9.9850E-001   1.5033E-003   1.3784E-020
    3.741375E+04   1.0000E-099   9.9701E-001   2.9938E-003   1.9618E-019
    3.856389E+04   1.0000E-099   9.9490E-001   5.1037E-003   2.9303E-018
    3.971504E+04   1.0000E-099   9.9170E-001   8.2972E-003   3.3803E-017
    4.086853E+04   1.0000E-099   9.8639E-001   1.3611E-002   2.7154E-016
    4.203453E+04   1.0000E-099   9.7789E-001   2.2112E-002   1.4850E-015
    4.321714E+04   1.0000E-099   9.6582E-001   3.4182E-002   5.5672E-015
    4.442314E+04   1.0000E-099   9.5100E-001   4.8997E-002   1.5261E-014
    4.565543E+04   1.0000E-099   9.3443E-001   6.5573E-002   3.2412E-014
    4.691720E+04   1.0000E-099   9.1567E-001   8.4333E-002   5.7515E-014
    4.820890E+04   1.0000E-099   8.9447E-001   1.0553E-001   9.1201E-014
    4.953077E+04   1.0000E-099   8.8086E-001   1.1914E-001   1.3244E-013
    5.088194E+04   1.0000E-099   8.6131E-001   1.3869E-001   1.8173E-013
    5.226150E+04   1.0000E-099   8.4106E-001   1.5894E-001   2.3597E-013
    5.366787E+04   1.0000E-099   8.2188E-001   1.7812E-001   2.9030E-013
    5.509887E+04   1.0000E-099   8.0515E-001   1.9485E-001   3.3933E-013
    5.655245E+04   1.0000E-099   7.9355E-001   2.0645E-001   3.7526E-013
    5.802367E+04   1.0000E-099   7.8879E-001   2.1121E-001   3.9270E-013
    5.950818E+04   1.0000E-099   7.8920E-001   2.1080E-001   3.9470E-013
    6.099449E+04   1.0000E-099   7.9253E-001   2.0747E-001   3.8618E-013
    6.247374E+04   1.0000E-099   7.9920E-001   2.0080E-001   3.6727E-013
    6.392438E+04   1.0000E-099   8.0944E-001   1.9056E-001   3.3902E-013
    6.533138E+04   1.0000E-099   8.2123E-001   1.7877E-001   3.0654E-013
    6.666346E+04   1.0000E-099   8.3171E-001   1.6829E-001   2.7657E-013
    6.790328E+04   1.0000E-099   8.4202E-001   1.5798E-001   2.4675E-013
    6.901743E+04   1.0000E-099   8.5220E-001   1.4780E-001   2.1346E-013
    6.952279E+04   1.0000E-099   8.6183E-001   1.3817E-001   1.7992E-013
    6.977686E+04   1.0000E-099   8.6777E-001   1.3223E-001   1.5350E-013
    6.990424E+04   1.0000E-099   8.7256E-001   1.2744E-001   1.2860E-013
    6.996802E+04   1.0000E-099   8.7605E-001   1.2395E-001   1.0883E-013
    6.999834E+04   1.0000E-099   8.7830E-001   1.2170E-001   9.4857E-014
    6.999993E+04   1.0000E-099   8.7858E-001   1.2142E-001   9.3235E-014
#TIME:     1.730
#NVEL: 115
#vel_mid[km/s]           sc0           sc1           sc2           sc3
    8.484664E+02   1.0000E-099   8.2721E-014   1.2929E-006   1.0000E+000
    8.539857E+02   1.0000E-099   8.2721E-014   1.2929E-006   1.0000E+000
    8.707599E+02   1.0000E-099   8.2685E-014   1.2926E-006   1.0000E+000
    9.053033E+02   1.0000E-099   8.2439E-014   1.2905E-006   1.0000E+000
    9.630781E+02   1.0000E-099   8.1438E-014   1.2822E-006   1.0000E+000
    1.023150E+03   1.0000E-099   7.9048E-014   1.2623E-006   1.0000E+000
    1.086976E+03   1.0000E-099   7.3959E-014   1.2189E-006   1.0000E+000
    1.154783E+03   1.0000E-099   6.4970E-014   1.1392E-006   1.0000E+000
    1.226820E+03   1.0000E-099   5.2681E-014   1.0223E-006   1.0000E+000
    1.303351E+03   1.0000E-099   4.1466E-014   9.0559E-007   1.0000E+000
    1.384655E+03   1.0000E-099   3.2971E-014   8.1008E-007   1.0000E+000
    1.471032E+03   1.0000E-099   2.6117E-014   7.2699E-007   1.0000E+000
    1.562797E+03   1.0000E-099   2.0101E-014   6.4576E-007   1.0000E+000
    1.660286E+03   1.0000E-099   1.4845E-014   5.6397E-007   1.0000E+000
    1.763857E+03   1.0000E-099   1.0639E-014   4.8688E-007   1.0000E+000
