#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8
4.104562e+03 4.074799e+04 1.429988e+12 1.117633e-29 2.162129e-20 1.842152e-12 4.045421e-06 4.388253e-02 9.393604e-01 1.675307e-02 3.908288e-11 2.879791e-23 
4.363973e+03 3.759778e+04 1.117410e+12 2.872587e-28 5.135068e-19 3.558958e-11 4.474118e-05 1.743889e-01 8.236445e-01 1.921837e-03 1.100735e-13 1.105819e-27 
4.639779e+03 3.468726e+04 1.019748e+12 1.365292e-26 1.923301e-17 9.056208e-10 5.214180e-04 5.648696e-01 4.345150e-01 9.399246e-05 8.095701e-17 6.403380e-33 
4.933016e+03 3.196771e+04 9.505812e+11 4.471054e-25 4.778696e-16 1.445914e-08 3.445583e-03 9.024147e-01 9.413826e-02 1.478729e-06 1.269533e-20 4.963281e-39 
5.244785e+03 2.953954e+04 8.866557e+11 1.148083e-23 9.340337e-15 1.768826e-07 1.669585e-02 9.710058e-01 1.229811e-02 1.216190e-08 8.075500e-25 1.163650e-45 
5.576259e+03 2.734104e+04 8.146917e+11 2.822621e-22 1.764138e-13 2.077763e-06 7.546592e-02 9.232324e-01 1.299582e-03 7.193764e-11 2.940231e-29 1.201574e-52 
5.928682e+03 2.541733e+04 7.465753e+11 5.856393e-21 2.856777e-12 2.101772e-05 2.856777e-01 7.141943e-01 1.069251e-04 3.122049e-13 7.060321e-34 7.203160e-60 
6.303378e+03 2.372674e+04 6.491724e+11 6.021972e-20 2.454238e-11 1.193032e-04 6.453736e-01 3.545010e-01 6.090145e-06 1.018054e-15 1.402097e-38 3.954050e-67 
6.701756e+03 2.225625e+04 5.471616e+11 3.358455e-19 1.192648e-10 3.966679e-04 8.885361e-01 1.110670e-01 2.266296e-07 2.250429e-18 1.962184e-43 1.589316e-74 
7.125310e+03 2.089259e+04 4.740566e+11 1.800230e-18 5.351200e-10 1.150663e-03 9.743514e-01 2.449798e-02 5.041882e-09 2.428145e-21 9.496059e-49 1.503285e-82 
7.575635e+03 1.954476e+04 4.218236e+11 1.190108e-17 2.835366e-09 3.592707e-03 9.923781e-01 4.029204e-03 6.230344e-11 9.961088e-25 9.214939e-55 1.354260e-91 
8.054419e+03 1.802527e+04 3.694580e+11 1.463302e-16 2.564449e-08 1.595440e-02 9.836913e-01 3.543246e-04 1.781411e-13 3.127257e-29 9.690093e-63 1.409468e-103 
8.563463e+03 1.625481e+04 2.851145e+11 3.448233e-15 4.355268e-07 1.079447e-01 8.920429e-01 1.199385e-05 5.442211e-17 1.926513e-35 9.220275e-74 3.733087e-120 
9.105475e+03 1.428075e+04 1.811539e+11 9.497883e-14 8.507390e-06 6.472129e-01 3.527785e-01 5.223836e-08 3.622764e-22 2.401608e-44 2.320197e-89 1.736756e-143 
9.611971e+03 1.262298e+04 1.429334e+11 1.252800e-12 6.065309e-05 9.788153e-01 2.112401e-02 1.754757e-11 7.759412e-29 3.304548e-55 1.144043e-107 2.237890e-170 
1.001075e+04 1.145251e+04 1.283887e+11 1.062694e-11 2.723486e-04 9.986116e-01 1.116095e-03 8.357364e-15 4.859554e-35 3.524511e-65 2.648724e-124 1.097405e-194 
1.035413e+04 1.052487e+04 1.065043e+11 6.459213e-11 9.989248e-04 9.989248e-01 7.623374e-05 7.660927e-18 9.763927e-41 2.309544e-74 1.104075e-139 3.282182e-217 
1.071873e+04 9.689637e+03 9.071374e+10 4.777492e-10 4.159821e-03 9.958360e-01 4.178730e-06 4.033766e-21 7.122118e-47 3.056838e-84 3.353068e-156 2.205966e-241 
1.109526e+04 8.811824e+03 8.646692e+10 7.471133e-09 2.762055e-02 9.723793e-01 9.735113e-08 2.614897e-25 1.165950e-54 1.028979e-96 6.044826e-177 1.188589e-271 
1.142152e+04 7.849186e+03 1.048728e+11 3.449919e-07 3.195547e-01 6.804449e-01 3.799681e-10 3.306835e-31 2.019077e-65 8.664544e-114 4.499204e-205 1.701112e-312 
1.165575e+04 6.949529e+03 9.850312e+10 3.788975e-06 9.106099e-01 8.938631e-02 1.358588e-13 1.071798e-38 1.327188e-78 2.198024e-134 9.147966e-239 0.000000e+00 
1.180634e+04 6.355142e+03 5.674100e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 6.066960e+03 3.947365e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 5.882840e+03 2.999433e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 5.733442e+03 2.419898e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 5.612762e+03 2.076815e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 5.549583e+03 1.853754e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 5.440199e+03 1.677739e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 5.306671e+03 1.842343e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 5.072900e+03 1.801325e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 4.830484e+03 8.954068e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 4.582911e+03 5.541230e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.368177e+03 3.749347e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 4.166057e+03 2.539046e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 4.081533e+03 1.752875e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 3.934011e+03 1.318954e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 3.821310e+03 9.760028e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 3.688471e+03 6.775435e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 3.730585e+03 4.760374e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 3.608608e+03 3.413843e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 3.697767e+03 2.365849e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 3.533728e+03 1.482859e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 3.512356e+03 9.174854e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 3.442434e+03 4.825795e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 3.429042e+03 1.056201e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 3.377182e+03 3.002942e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 3.142009e+03 7.570583e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 3.012450e+03 2.860273e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 3.024120e+03 1.362950e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 3.012991e+03 7.206068e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 2.676083e+03 3.335933e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 2.660626e+03 1.313759e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 2.550469e+03 8.731421e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 2.754872e+03 5.393454e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 2.576191e+03 3.416111e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 2.303806e+03 2.867544e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 3.676502e+03 3.512910e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 3.711640e+03 2.894559e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 3.729558e+03 2.223860e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 3.732898e+03 1.621049e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 3.724790e+03 1.143812e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 2.521198e+03 7.677030e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 2.546796e+03 1.318001e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 2.576639e+03 9.790572e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 2.611741e+03 8.137655e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 3.628436e+03 1.698652e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 3.605615e+03 1.146137e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 3.574136e+03 7.672181e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 3.534653e+03 2.599708e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 3.041270e+03 3.247390e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 3.256170e+03 1.485719e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 3.364868e+03 1.433743e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 3.448357e+03 1.086948e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 3.536892e+03 7.741329e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 3.627465e+03 5.644420e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 3.723537e+03 4.446534e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 3.823239e+03 3.726296e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 3.941708e+03 2.995420e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 4.234452e+03 2.303953e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 4.719169e+03 1.722375e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 4.855904e+03 1.024753e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 5.890867e+03 1.485120e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 5.944251e+03 1.402728e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 5.950809e+03 1.362120e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 5.957667e+03 1.319903e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 6.027863e+03 9.357655e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 6.038003e+03 8.885507e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 4.371177e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8
4.242332e+02 4.361595e+04 3.047847e+12 1.307352e-29 1.546195e-20 8.862336e-13 1.709614e-06 2.344433e-02 9.302310e-01 4.632299e-02 1.106221e-09 1.326208e-20 
8.515108e+02 4.500552e+04 6.183624e+12 9.593934e-29 6.251531e-20 2.061148e-12 2.568699e-06 2.636785e-02 9.253504e-01 4.827915e-02 2.095191e-09 5.570671e-20 
8.638199e+02 4.515019e+04 4.800595e+12 2.064245e-29 1.764209e-20 7.680912e-13 1.288153e-06 1.828217e-02 9.121083e-01 6.960826e-02 4.800570e-09 2.108250e-19 
8.922215e+02 4.549597e+04 4.155545e+12 6.238357e-30 6.378022e-21 3.356608e-13 7.029790e-07 1.303537e-02 8.891986e-01 9.776529e-02 1.145251e-08 8.985096e-19 
9.416122e+02 4.599645e+04 3.303637e+12 1.138777e-30 1.522303e-21 1.062072e-13 3.050506e-07 8.142551e-03 8.437571e-01 1.481000e-01 3.333726e-08 5.328061e-18 
1.002576e+03 4.646533e+04 3.395869e+12 7.384329e-31 1.003807e-21 7.153569e-14 2.197992e-07 6.576668e-03 8.134300e-01 1.799930e-01 6.172838e-08 1.609553e-17 
1.065938e+03 4.706580e+04 3.419832e+12 3.797438e-31 5.360408e-22 4.063722e-14 1.383518e-07 4.908883e-03 7.641186e-01 2.309722e-01 1.348785e-07 6.483431e-17 
1.133306e+03 4.777864e+04 3.453838e+12 1.801843e-31 2.659311e-22 2.143672e-14 8.169127e-08 3.482018e-03 7.010385e-01 2.954791e-01 3.093839e-07 2.931616e-16 
1.204932e+03 4.856069e+04 3.529221e+12 8.144074e-32 1.250697e-22 1.070364e-14 4.578133e-08 2.350147e-03 6.224399e-01 3.752091e-01 7.387839e-07 1.460116e-15 
1.281084e+03 4.950472e+04 3.740075e+12 3.997340e-32 6.154350e-23 5.443313e-15 2.545391e-08 1.559500e-03 5.347712e-01 4.636675e-01 1.768629e-06 7.468871e-15 
1.362050e+03 5.045714e+04 4.015349e+12 1.904154e-32 2.950097e-23 2.655087e-15 1.354363e-08 9.856006e-04 4.431850e-01 5.558251e-01 4.217298e-06 3.982631e-14 
1.448132e+03 5.154852e+04 4.258344e+12 7.021204e-33 1.113979e-23 1.051219e-15 6.040589e-09 5.460065e-04 3.396851e-01 6.597578e-01 1.106134e-05 2.643738e-13 
1.539655e+03 5.275015e+04 4.404681e+12 1.981555e-33 3.302592e-24 3.382925e-16 2.267185e-09 2.659925e-04 2.392148e-01 7.604887e-01 3.052666e-05 1.981555e-12 
1.636962e+03 5.405884e+04 4.525770e+12 5.345764e-34 9.453787e-25 1.051014e-16 8.258726e-10 1.248412e-04 1.621869e-01 8.376098e-01 7.853258e-05 1.365784e-11 
1.740419e+03 5.536406e+04 4.571894e+12 1.287222e-34 2.453193e-25 3.017146e-17 2.819762e-10 5.583130e-05 1.058821e-01 8.938647e-01 1.973834e-04 9.107833e-11 
1.850415e+03 5.668037e+04 4.478041e+12 2.719205e-35 5.768600e-26 8.041079e-18 9.109338e-11 2.389016e-05 6.720322e-02 9.322990e-01 4.739186e-04 5.729754e-10 
1.967362e+03 5.790511e+04 4.467192e+12 7.411547e-36 1.692566e-26 2.601926e-18 3.442953e-11 1.151155e-05 4.494236e-02 9.540395e-01 1.006604e-03 2.812183e-09 
2.091700e+03 5.901629e+04 4.406526e+12 2.160050e-36 5.345579e-27 9.054756e-19 1.396396e-11 5.818317e-06 3.072799e-02 9.672952e-01 1.970955e-03 1.174573e-08 
2.223897e+03 5.991824e+04 4.376150e+12 8.183278e-37 2.153758e-27 3.936006e-19 6.827766e-12 3.383760e-06 2.269228e-02 9.739607e-01 3.343597e-03 3.629761e-08 
2.364448e+03 6.053138e+04 4.289703e+12 4.018885e-37 1.116357e-27 2.169919e-19 4.130520e-12 2.316441e-06 1.841989e-02 9.768123e-01 4.765448e-03 7.744726e-08 
2.513883e+03 6.065352e+04 4.148502e+12 2.857245e-37 8.258483e-28 1.680174e-19 3.350856e-12 1.993427e-06 1.699159e-02 9.777285e-01 5.277835e-03 9.587435e-08 
2.672762e+03 6.015974e+04 3.918437e+12 3.382341e-37 1.006867e-27 2.089477e-19 4.152835e-12 2.389839e-06 1.893588e-02 9.768305e-01 4.231191e-03 5.902772e-08 
2.841682e+03 5.890823e+04 3.592156e+12 6.918269e-37 2.095883e-27 4.321600e-19 8.105318e-12 4.061933e-06 2.578122e-02 9.718962e-01 2.318455e-03 1.602516e-08 
3.021278e+03 5.693046e+04 3.200515e+12 2.768187e-36 8.338252e-27 1.659228e-18 2.726075e-11 1.058425e-05 4.463913e-02 9.545473e-01 8.029428e-04 1.639575e-09 
3.212225e+03 5.437758e+04 2.617503e+12 1.411898e-35 4.421722e-26 8.776665e-18 1.254491e-10 3.539286e-05 8.872064e-02 9.110560e-01 1.879351e-04 7.441086e-11 
3.415240e+03 5.152955e+04 2.217618e+12 1.617441e-34 4.915751e-25 8.959352e-17 9.910788e-10 1.736370e-04 2.093158e-01 7.904844e-01 2.608519e-05 1.221009e-12 
3.631085e+03 4.821307e+04 2.470798e+12 1.851168e-32 3.931244e-23 4.627921e-15 2.647370e-08 1.761596e-03 5.792365e-01 4.190010e-01 8.708453e-07 1.721786e-15 
3.860572e+03 4.405440e+04 2.519868e+12 2.970418e-30 4.399698e-21 3.206560e-13 8.202827e-07 1.565994e-02 9.134966e-01 7.084260e-02 3.169274e-09 7.606258e-20 
4.104562e+03 4.008131e+04 1.273663e+12 1.570458e-29 3.186806e-20 2.778895e-12 5.838228e-06 5.506800e-02 9.330967e-01 1.182942e-02 1.404744e-11 4.690978e-24 
4.363973e+03 3.703409e+04 9.974122e+11 3.736291e-28 7.104615e-19 5.066638e-11 6.085626e-05 2.088927e-01 7.897161e-01 1.330346e-03 3.991039e-14 1.868146e-28 
4.639779e+03 3.423487e+04 9.106779e+11 1.572880e-26 2.352947e-17 1.144608e-09 6.373095e-04 6.143663e-01 3.849349e-01 6.143663e-05 2.880639e-17 1.114017e-33 
4.933016e+03 3.163993e+04 8.507572e+11 4.578960e-25 5.242909e-16 1.646136e-08 3.846326e-03 9.157919e-01 8.036074e-02 9.753184e-07 4.922382e-21 1.025687e-39 
5.244785e+03 2.924294e+04 7.942396e+11 1.159942e-23 1.008174e-14 1.988162e-07 1.838562e-02 9.713156e-01 1.029855e-02 7.826896e-09 3.035361e-25 2.298202e-46 
5.576259e+03 2.706079e+04 7.291704e+11 2.975428e-22 1.982160e-13 2.428474e-06 8.444965e-02 9.145065e-01 1.041400e-03 4.222482e-11 9.320090e-30 1.829013e-53 
5.928682e+03 2.511837e+04 6.662992e+11 6.340252e-21 3.295113e-12 2.477016e-05 3.181488e-01 6.817475e-01 7.885546e-05 1.590744e-13 1.733911e-34 7.499223e-61 
6.303378e+03 2.340212e+04 5.757250e+11 6.809132e-20 2.910967e-11 1.425108e-04 6.961008e-01 3.037531e-01 3.594411e-06 3.594411e-16 1.840237e-39 1.627610e-68 
6.701756e+03 2.188614e+04 4.825801e+11 4.008689e-19 1.482625e-10 4.804532e-04 9.166929e-01 8.282659e-02 1.022805e-07 5.069813e-19 1.202607e-44 2.131090e-76 
7.125310e+03 2.053713e+04 4.204695e+11 2.256427e-18 6.924301e-10 1.419309e-03 9.818039e-01 1.677679e-02 1.932603e-09 4.202810e-22 3.720520e-50 1.050702e-84 
7.575635e+03 1.916643e+04 3.759312e+11 1.639419e-17 3.958802e-09 4.630421e-03 9.928291e-01 2.540474e-03 1.973144e-11 1.234779e-25 2.035717e-56 4.046404e-94 
8.054419e+03 1.767248e+04 3.276964e+11 2.131753e-16 3.782495e-08 2.137219e-02 9.784201e-01 2.077093e-04 4.739051e-14 2.875134e-30 1.257188e-64 1.891248e-106 
8.563463e+03 1.590658e+04 2.483492e+11 5.146408e-15 6.602465e-07 1.464425e-01 8.535507e-01 6.158954e-06 1.112963e-17 1.138068e-36 5.522975e-76 1.581579e-123 
9.105475e+03 1.401200e+04 1.601112e+11 1.244699e-13 1.108749e-05 7.311097e-01 2.688792e-01 1.993936e-08 4.999944e-23 8.489332e-46 6.842824e-92 2.900270e-147 
9.611971e+03 1.243370e+04 1.277625e+11 1.482951e-12 7.099480e-05 9.855199e-01 1.440914e-02 6.025216e-12 9.831845e-30 1.097617e-56 3.339558e-110 3.900043e-174 
1.001075e+04 1.126358e+04 1.145113e+11 1.198089e-11 3.091843e-04 9.989030e-01 7.878253e-04 3.210760e-15 7.551231e-36 1.638082e-66 1.352681e-126 4.310742e-198 
