#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8
3.021278e+03 2.893569e+04 1.461695e+11 1.997938e-26 9.027084e-17 9.069867e-09 4.025823e-03 9.540473e-01 4.192674e-02 1.219298e-07 1.394706e-23 2.862142e-44 
3.212225e+03 2.795676e+04 1.240315e+11 5.140696e-26 2.355850e-16 2.181342e-08 7.198429e-03 9.743328e-01 1.846870e-02 1.708718e-08 2.348578e-25 4.122737e-47 
3.415240e+03 2.689361e+04 1.098049e+11 2.013024e-25 8.767568e-16 6.887937e-08 1.491578e-02 9.786206e-01 6.463504e-03 1.467325e-09 1.576464e-27 1.443071e-50 
3.631085e+03 2.567225e+04 1.238991e+11 3.087179e-24 9.641730e-15 4.729619e-07 4.668787e-02 9.520068e-01 1.304827e-03 3.954022e-11 1.391512e-30 2.539699e-55 
3.860572e+03 2.419514e+04 1.238956e+11 5.757321e-23 1.362376e-13 4.161232e-06 1.675893e-01 8.322463e-01 1.601789e-04 3.781210e-13 1.535285e-34 1.656892e-61 
4.104562e+03 2.283228e+04 6.548308e+10 8.618971e-23 2.932790e-13 1.045196e-05 3.135589e-01 6.863977e-01 3.291589e-05 1.045196e-14 7.994973e-38 8.072973e-67 
4.363973e+03 2.175058e+04 5.320362e+10 3.805044e-22 1.251033e-12 3.562629e-05 5.757347e-01 4.242256e-01 4.103733e-06 1.528078e-16 2.346227e-41 2.571326e-72 
4.639779e+03 2.074463e+04 4.846640e+10 1.904555e-21 5.424859e-12 1.084972e-04 8.234857e-01 1.764055e-01 2.938790e-07 1.077166e-18 2.661693e-45 2.486068e-78 
4.933016e+03 1.977007e+04 4.402562e+10 8.371856e-21 2.042172e-11 2.812804e-04 9.457745e-01 5.394418e-02 1.359113e-08 4.133385e-21 1.222501e-49 6.935680e-85 
5.244785e+03 1.879358e+04 3.979651e+10 3.818505e-20 7.869440e-11 7.138944e-04 9.861704e-01 1.311573e-02 4.183753e-10 8.400711e-24 1.952418e-54 4.117344e-92 
5.576259e+03 1.782148e+04 3.622163e+10 2.034258e-19 3.440536e-10 1.957431e-03 9.954171e-01 2.625496e-03 8.451024e-12 8.284008e-27 9.085686e-60 3.974988e-100 
5.928682e+03 1.681761e+04 3.360542e+10 1.507238e-18 1.983024e-09 6.355402e-03 9.932487e-01 3.959103e-04 8.890618e-14 2.642875e-30 5.973384e-66 2.090684e-109 
6.303378e+03 1.576235e+04 2.967916e+10 1.405553e-17 1.436530e-08 2.420030e-02 9.757559e-01 4.375414e-05 4.375414e-16 2.172219e-34 3.411274e-73 2.733665e-120 
6.701756e+03 1.464001e+04 2.439400e+10 1.729895e-16 1.368560e-07 1.102074e-01 8.897895e-01 2.886170e-06 6.775047e-19 2.389333e-39 5.465205e-82 1.635045e-133 
7.125310e+03 1.348383e+04 1.941229e+10 2.480249e-15 1.432331e-06 4.681404e-01 5.318581e-01 7.003676e-08 1.690361e-22 1.442862e-45 7.003676e-93 8.530793e-150 
7.575635e+03 1.235315e+04 1.677657e+10 2.488810e-14 8.934189e-06 9.061821e-01 9.380899e-02 2.667494e-10 2.820651e-27 1.952759e-53 3.120585e-106 1.825127e-169 
8.054419e+03 1.128827e+04 1.490125e+10 1.903385e-13 3.823467e-05 9.934335e-01 6.528277e-03 2.312446e-13 5.008908e-33 1.051871e-62 1.001782e-121 3.906949e-192 
8.563463e+03 1.030043e+04 1.236695e+10 1.467981e-12 1.646691e-04 9.995034e-01 3.318913e-04 9.790794e-17 2.374299e-39 6.816537e-73 8.910005e-139 4.276292e-217 
9.105475e+03 9.401370e+03 8.914039e+09 1.036283e-11 7.124445e-04 9.992728e-01 1.475778e-05 2.752626e-20 4.788182e-46 9.969597e-84 5.273940e-157 7.471415e-244 
9.611971e+03 8.670155e+03 7.183587e+09 8.401352e-11 3.228825e-03 9.967705e-01 6.550206e-07 8.152159e-24 1.156966e-52 2.146617e-94 7.084190e-175 4.912655e-270 
1.001075e+04 8.123644e+03 6.496502e+09 6.139433e-10 1.314293e-02 9.868570e-01 3.956524e-08 5.775615e-27 1.537132e-58 7.776615e-104 1.246078e-190 4.593206e-293 
1.035413e+04 7.666730e+03 5.401778e+09 3.364953e-09 4.499423e-02 9.550058e-01 2.954749e-09 6.922189e-30 5.153185e-64 1.172927e-112 2.063838e-205 0.000000e+00 
1.071873e+04 7.214113e+03 4.448320e+09 1.993569e-08 1.586281e-01 8.413719e-01 1.543408e-10 3.879957e-33 4.523044e-70 2.175777e-122 1.093248e-221 0.000000e+00 
1.109526e+04 6.749071e+03 4.208603e+09 1.453668e-07 5.328185e-01 4.671814e-01 2.702702e-12 2.876447e-37 1.519305e-77 3.185328e-134 3.166023e-241 0.000000e+00 
1.142152e+04 6.298082e+03 4.871853e+09 7.235767e-07 9.132785e-01 8.672080e-02 8.644980e-15 1.682926e-42 1.336042e-86 3.089429e-148 6.260158e-264 0.000000e+00 
1.165575e+04 5.935764e+03 4.195417e+09 1.587412e-06 9.845524e-01 1.544606e-02 4.530368e-17 3.196228e-47 8.775358e-95 6.064272e-161 1.141510e-284 0.000000e+00 
1.180634e+04 5.703723e+03 3.252796e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 5.587520e+03 2.705702e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 5.520280e+03 2.185922e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 5.488679e+03 1.851342e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 5.444352e+03 1.584296e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 5.406174e+03 1.394774e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 5.367497e+03 1.277459e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 5.310558e+03 1.342688e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 5.238604e+03 1.297883e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 5.199700e+03 6.934383e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 5.106934e+03 4.424756e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.999943e+03 2.964486e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 4.888839e+03 2.042881e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 4.771871e+03 1.482238e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 4.684121e+03 1.243960e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 4.592981e+03 1.079785e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 4.529844e+03 9.397679e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 4.455619e+03 8.446539e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 4.402053e+03 8.171556e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 4.331924e+03 7.512794e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 4.266204e+03 6.401408e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 4.207096e+03 5.469037e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 4.131877e+03 4.020204e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 4.007959e+03 1.601921e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 3.893366e+03 6.768585e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 3.822289e+03 3.453017e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 3.698479e+03 1.344088e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 3.637576e+03 7.903586e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 3.558256e+03 3.585075e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 3.160740e+03 2.713800e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 2.882684e+03 4.765321e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 3.725996e+03 2.049993e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 2.710093e+03 4.396891e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 3.765291e+03 1.044434e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 3.755976e+03 6.824537e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 3.724692e+03 4.310498e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 3.686438e+03 2.757538e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 3.646357e+03 1.797332e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 3.605342e+03 1.169616e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 3.559069e+03 7.758766e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 2.971586e+03 4.695025e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 3.126895e+03 1.036253e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 3.303575e+03 1.738321e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 3.386576e+03 1.462204e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 3.468462e+03 1.065614e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 3.558391e+03 7.417561e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 3.655234e+03 5.340330e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 3.759580e+03 4.220302e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 3.879030e+03 3.398791e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 4.082702e+03 2.510135e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 7.526869e+03 1.742976e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 6.103350e+03 1.837609e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 7.560776e+03 8.255527e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 6.240523e+03 8.583384e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 5.181676e+03 3.754629e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 5.292844e+03 2.647724e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 5.415777e+03 1.882872e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 5.543238e+03 1.376638e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 5.681696e+03 1.025792e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 6.092127e+03 6.747733e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 6.683047e+03 8.606725e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 6.707972e+03 8.135430e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 6.721152e+03 7.908980e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 6.735773e+03 7.672815e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 6.904117e+03 5.479914e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 6.928188e+03 5.205656e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.125000e+01 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] cr0 cr1 cr2 cr3 cr4 cr5 cr6 cr7 cr8
4.242332e+02 2.935873e+04 1.441776e+11 1.001658e-26 4.879874e-17 5.468456e-09 2.942907e-03 9.353093e-01 6.174753e-02 3.028519e-07 8.518377e-23 4.901277e-43 
8.515108e+02 2.941608e+04 2.911592e+11 1.455312e-25 3.569733e-16 2.030055e-08 5.641971e-03 9.596624e-01 3.469549e-02 9.649353e-08 1.687319e-23 6.274716e-44 
8.638199e+02 2.945285e+04 2.252735e+11 5.025400e-26 1.599923e-16 1.176012e-08 4.286974e-03 9.503817e-01 4.533116e-02 1.661459e-07 3.924598e-23 1.982811e-43 
8.922215e+02 2.947149e+04 1.941554e+11 2.647137e-26 9.748440e-17 8.401095e-09 3.598205e-03 9.431418e-01 5.325977e-02 2.345966e-07 6.768429e-23 4.216399e-43 
9.416122e+02 2.949019e+04 1.533072e+11 9.806091e-27 4.615817e-17 5.059258e-09 2.761428e-03 9.292103e-01 6.802787e-02 3.900265e-07 1.501652e-22 1.249697e-42 
1.002576e+03 2.951350e+04 1.567160e+11 1.035686e-26 4.783885e-17 5.148841e-09 2.781558e-03 9.291587e-01 6.805939e-02 3.915881e-07 1.548598e-22 1.331597e-42 
1.065938e+03 2.955015e+04 1.565482e+11 9.444863e-27 4.396406e-17 4.811347e-09 2.657603e-03 9.257151e-01 7.162684e-02 4.426045e-07 1.975913e-22 1.956154e-42 
1.133306e+03 2.962841e+04 1.564137e+11 8.649350e-27 4.067372e-17 4.502808e-09 2.553241e-03 9.223335e-01 7.511278e-02 4.958037e-07 2.483967e-22 2.820440e-42 
1.204932e+03 2.968558e+04 1.576609e+11 8.115782e-27 3.824451e-17 4.261531e-09 2.463542e-03 9.188615e-01 7.867441e-02 5.562837e-07 3.148963e-22 4.122460e-42 
1.281084e+03 2.973447e+04 1.644693e+11 8.780592e-27 3.993030e-17 4.329178e-09 2.454899e-03 9.177858e-01 7.975874e-02 5.816378e-07 3.595764e-22 5.225573e-42 
1.362050e+03 2.978472e+04 1.735260e+11 1.037140e-26 4.493891e-17 4.653979e-09 2.538534e-03 9.193610e-01 7.809994e-02 5.625940e-07 3.533365e-22 5.282895e-42 
1.448132e+03 2.986924e+04 1.803686e+11 1.085880e-26 4.573535e-17 4.627027e-09 2.514107e-03 9.173816e-01 8.010372e-02 6.057928e-07 4.265958e-22 7.301608e-42 
1.539655e+03 2.993684e+04 1.828135e+11 1.033921e-26 4.333346e-17 4.394164e-09 2.417551e-03 9.138038e-01 8.377801e-02 6.781306e-07 5.443290e-22 1.082576e-41 
1.636962e+03 3.002024e+04 1.848783e+11 9.177639e-27 3.870965e-17 3.980006e-09 2.271693e-03 9.068598e-01 9.086771e-02 8.250788e-07 8.178094e-22 2.071784e-41 
1.740419e+03 3.009060e+04 1.844182e+11 8.045412e-27 3.434310e-17 3.602423e-09 2.127831e-03 9.006058e-01 9.726542e-02 9.774575e-07 1.145571e-21 3.530375e-41 
1.850415e+03 3.017146e+04 1.788577e+11 6.331036e-27 2.824106e-17 3.105854e-09 1.949031e-03 8.916486e-01 1.064012e-01 1.203228e-06 1.693801e-21 6.430477e-41 
1.967362e+03 3.023160e+04 1.770243e+11 5.592508e-27 2.532288e-17 2.849942e-09 1.847765e-03 8.858533e-01 1.122976e-01 1.364572e-06 2.165419e-21 9.440154e-41 
2.091700e+03 3.025366e+04 1.732661e+11 5.034306e-27 2.334930e-17 2.687022e-09 1.785171e-03 8.833200e-01 1.148934e-01 1.445433e-06 2.390523e-21 1.087163e-40 
2.223897e+03 3.022364e+04 1.708961e+11 4.883935e-27 2.296306e-17 2.664743e-09 1.790776e-03 8.825356e-01 1.156721e-01 1.448044e-06 2.356284e-21 1.053902e-40 
2.364448e+03 3.011264e+04 1.667188e+11 5.228891e-27 2.478091e-17 2.881226e-09 1.885247e-03 8.904529e-01 1.076606e-01 1.209403e-06 1.600681e-21 5.632026e-41 
2.513883e+03 2.989188e+04 1.612549e+11 6.513647e-27 3.086267e-17 3.524842e-09 2.160387e-03 9.063878e-01 9.145096e-02 8.073024e-07 6.854761e-22 1.429429e-41 
2.672762e+03 2.949950e+04 1.534963e+11 9.987762e-27 4.693581e-17 5.116225e-09 2.780557e-03 9.298183e-01 6.740071e-02 3.803802e-07 1.434768e-22 1.167834e-42 
2.841682e+03 2.891330e+04 1.429289e+11 1.911713e-26 8.816000e-17 8.973993e-09 4.013018e-03 9.542767e-01 4.171011e-02 1.197586e-07 1.311341e-23 2.553164e-44 
3.021278e+03 2.811464e+04 1.304529e+11 4.838323e-26 2.160479e-16 1.983233e-08 6.706587e-03 9.724550e-01 2.083832e-02 2.285030e-08 4.392814e-25 1.135329e-46 
3.212225e+03 2.716590e+04 1.103573e+11 1.281005e-25 5.793081e-16 4.879243e-08 1.215731e-02 9.791122e-01 8.730417e-03 2.937337e-09 6.274477e-27 1.272846e-49 
3.415240e+03 2.611858e+04 9.695055e+10 5.082042e-25 2.189603e-15 1.567864e-07 2.527505e-02 9.718053e-01 2.919471e-03 2.270700e-10 3.473630e-29 3.311437e-53 
3.631085e+03 2.491298e+04 1.079455e+11 7.732396e-24 2.407895e-14 1.078466e-06 7.868052e-02 9.207656e-01 5.527985e-04 5.494071e-12 2.492680e-32 4.205338e-58 
3.860572e+03 2.346714e+04 1.082056e+11 1.453292e-22 3.431973e-13 9.363779e-06 2.690498e-01 7.308832e-01 5.762326e-05 4.067524e-14 1.821912e-36 1.523203e-64 
4.104562e+03 2.215996e+04 5.740439e+10 2.173843e-22 7.260635e-13 2.269492e-05 4.695500e-01 5.304176e-01 9.651862e-06 8.347556e-16 5.912852e-40 3.791182e-70 
4.363973e+03 2.112630e+04 4.644659e+10 8.131112e-22 2.647451e-12 6.582329e-05 7.259922e-01 2.739410e-01 9.825094e-07 9.679895e-18 1.306786e-43 8.566707e-76 
4.639779e+03 2.017976e+04 4.208107e+10 3.426987e-21 9.741688e-12 1.722191e-04 9.002364e-01 9.959136e-02 6.219024e-08 6.088555e-20 1.348180e-47 7.697673e-82 
4.933016e+03 1.925864e+04 3.846124e+10 1.423463e-20 3.455309e-11 4.172890e-04 9.710745e-01 2.850825e-02 2.718229e-09 2.234641e-22 6.044841e-52 2.129344e-88 
5.244785e+03 1.833664e+04 3.522075e+10 6.515526e-20 1.325317e-10 1.051369e-03 9.921369e-01 6.811686e-03 8.218448e-11 4.442404e-25 9.588189e-57 1.291999e-95 
5.576259e+03 1.740308e+04 3.224866e+10 3.539262e-19 5.892554e-10 2.894065e-03 9.957671e-01 1.338878e-03 1.607399e-12 4.214295e-28 4.139706e-62 1.118839e-103 
5.928682e+03 1.641727e+04 2.983335e+10 2.722014e-18 3.521921e-09 9.629950e-03 9.901763e-01 1.937639e-04 1.518270e-14 1.106668e-31 1.945405e-68 3.560752e-113 
6.303378e+03 1.537049e+04 2.597998e+10 2.645154e-17 2.658099e-08 3.771394e-02 9.622665e-01 1.950424e-05 6.127437e-17 6.429494e-36 5.997984e-76 1.833916e-124 
6.701756e+03 1.427315e+04 2.098261e+10 3.209064e-16 2.508813e-07 1.687655e-01 8.312331e-01 1.143575e-06 7.607042e-20 4.962210e-41 5.239287e-85 4.428205e-138 
7.125310e+03 1.316416e+04 1.694774e+10 3.996470e-15 2.241779e-06 5.985902e-01 4.014075e-01 2.147882e-08 1.390842e-23 2.053986e-47 4.125578e-96 1.255866e-154 
7.575635e+03 1.208830e+04 1.496847e+10 3.383900e-14 1.156343e-05 9.435192e-01 5.646927e-02 6.405999e-11 1.787721e-28 2.106956e-55 1.376261e-109 1.986356e-174 
