#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
3.6326e+04 3.0184e-02 9.6982e-01 1.8413e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.0281e-02 9.7972e-01 2.6743e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.4107e-02 9.8589e-01 3.7065e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0042e-02 9.8996e-01 4.9829e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 7.2084e-03 9.9279e-01 6.6060e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 5.1858e-03 9.9481e-01 8.7228e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.7342e-03 9.9627e-01 1.1475e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.6910e-03 9.9731e-01 1.5047e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.9288e-03 9.9807e-01 1.9851e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.3803e-03 9.9862e-01 2.6215e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 9.8575e-04 9.9901e-01 3.4675e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 7.0235e-04 9.9930e-01 4.5952e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.0105e-04 9.9950e-01 6.0800e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.5680e-04 9.9964e-01 8.0688e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.5536e-04 9.9974e-01 1.0636e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.8333e-04 9.9982e-01 1.3972e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.3208e-04 9.9987e-01 1.8314e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.5846e-05 9.9990e-01 2.3829e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 7.0019e-05 9.9993e-01 3.0791e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 5.1771e-05 9.9995e-01 3.9364e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 3.8678e-05 9.9996e-01 4.9872e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.9385e-05 9.9997e-01 6.2218e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.2748e-05 9.9998e-01 7.6398e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.8005e-05 9.9998e-01 9.2024e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.4603e-05 9.9999e-01 1.0866e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.2163e-05 9.9999e-01 1.2552e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.1242e-05 9.9999e-01 1.3330e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0848e-05 9.9999e-01 1.3686e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0563e-05 9.9999e-01 1.3990e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0513e-05 9.9999e-01 1.4014e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0434e-05 9.9999e-01 1.4098e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 5.0194e-06 9.9999e-01 2.9305e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3409
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
4.2577e+02 1.4013e-45 2.2135e-35 4.3049e-26 4.0533e-18 3.1336e-11 7.5740e-06 1.2985e-02 9.7874e-01 8.2670e-03 4.9748e-08
8.5779e+02 1.0326e-32 1.9465e-24 4.8987e-17 5.9734e-11 6.0771e-06 1.9875e-02 4.7351e-01 5.0654e-01 6.5637e-05 6.2139e-12
8.7843e+02 1.0445e-32 1.9680e-24 4.9483e-17 6.0282e-11 6.1239e-06 1.9980e-02 4.7444e-01 5.0551e-01 6.5071e-05 6.1144e-12
9.1772e+02 1.0363e-32 1.9529e-24 4.9133e-17 5.9891e-11 6.0901e-06 1.9904e-02 4.7376e-01 5.0626e-01 6.5489e-05 6.1881e-12
9.7304e+02 9.9142e-33 1.8731e-24 4.7317e-17 5.7916e-11 5.9239e-06 1.9533e-02 4.7048e-01 5.0991e-01 6.7470e-05 6.5392e-12
1.0350e+03 9.1766e-33 1.7401e-24 4.4244e-17 5.4519e-11 5.6326e-06 1.8871e-02 4.6444e-01 5.1661e-01 7.1320e-05 7.2501e-12
1.1000e+03 7.1544e-33 1.3738e-24 3.5690e-17 4.4958e-11 4.7972e-06 1.6905e-02 4.4537e-01 5.3763e-01 8.4753e-05 1.0002e-11
1.1690e+03 3.5976e-33 7.1488e-25 1.9694e-17 2.6352e-11 3.0690e-06 1.2410e-02 3.9365e-01 5.9380e-01 1.3439e-04 2.3810e-11
1.2425e+03 8.2604e-34 1.7462e-25 5.4071e-18 8.1672e-12 1.1358e-06 6.1345e-03 2.8940e-01 7.0412e-01 3.4940e-04 1.4977e-10
1.3205e+03 7.8046e-35 1.7741e-26 6.4954e-19 1.1720e-12 2.1128e-07 1.7910e-03 1.5957e-01 8.3714e-01 1.4990e-03 2.7304e-09
1.4033e+03 4.4167e-36 1.0901e-27 4.8686e-20 1.0920e-13 2.6374e-08 3.7721e-04 7.1241e-02 9.2092e-01 7.4670e-03 7.4522e-08
1.4915e+03 2.8342e-37 7.6189e-29 4.1335e-21 1.1552e-14 3.6436e-09 8.3997e-05 3.1796e-02 9.3803e-01 3.0090e-02 1.4079e-06
1.5852e+03 2.1894e-38 6.4567e-30 4.2309e-22 1.4704e-15 5.9152e-10 2.0794e-05 1.4621e-02 8.9092e-01 9.4424e-02 1.6846e-05
1.6847e+03 1.4024e-39 4.6009e-31 3.6911e-23 1.6275e-16 8.4145e-11 4.5017e-06 5.9006e-03 7.3985e-01 2.5408e-01 1.6843e-04
1.7904e+03 5.9586e-41 2.2278e-32 2.2423e-24 1.2940e-17 8.7915e-12 7.2373e-07 1.8026e-03 4.7153e-01 5.2538e-01 1.2893e-03
1.9028e+03 1.6577e-42 7.2486e-34 9.3693e-26 7.2777e-19 6.6477e-13 8.4580e-08 4.0279e-04 2.1970e-01 7.7312e-01 6.7755e-03
2.0223e+03 3.7835e-44 1.9415e-35 3.2116e-27 3.3661e-20 4.1368e-14 8.0163e-09 7.2528e-05 8.1846e-02 8.9091e-01 2.7175e-02
2.1493e+03 1.4013e-45 4.8540e-37 1.0243e-28 1.4500e-21 2.4040e-15 6.9798e-10 1.1829e-05 2.7211e-02 8.8313e-01 8.9651e-02
2.2843e+03 0.0000e+00 1.5138e-38 3.9633e-30 7.3700e-23 1.6095e-16 6.6798e-11 1.9948e-06 8.7771e-03 7.6298e-01 2.2824e-01
2.4277e+03 0.0000e+00 7.7471e-40 2.4322e-31 5.6898e-24 1.5731e-17 8.7328e-12 4.1206e-07 3.0716e-03 5.8515e-01 4.1177e-01
2.5802e+03 0.0000e+00 9.2735e-41 3.3334e-32 9.2147e-25 3.0292e-18 2.0620e-12 1.3244e-07 1.4088e-03 4.4850e-01 5.5010e-01
2.7422e+03 0.0000e+00 4.0960e-41 1.5836e-32 4.7437e-25 1.6927e-18 1.2591e-12 9.0521e-08 1.0900e-03 4.0723e-01 5.9168e-01
2.9144e+03 0.0000e+00 9.2067e-41 3.5446e-32 1.0346e-24 3.5802e-18 2.5310e-12 1.6110e-07 1.6619e-03 4.7815e-01 5.2019e-01
3.0973e+03 0.0000e+00 1.3095e-39 4.6036e-31 1.1598e-23 3.4346e-17 1.9545e-11 8.2617e-07 5.2119e-03 6.8273e-01 3.1206e-01
3.2918e+03 0.0000e+00 1.2785e-37 3.8082e-29 7.3737e-22 1.6725e-15 6.2897e-10 1.2226e-05 3.0804e-02 8.9286e-01 7.6326e-02
3.4986e+03 1.0790e-43 8.1103e-35 1.7070e-26 2.0975e-19 3.0343e-13 5.6329e-08 3.4412e-04 2.2865e-01 7.6508e-01 5.9257e-03
3.7182e+03 1.4617e-40 7.6895e-32 9.3753e-24 6.1532e-17 4.7075e-11 3.3942e-06 5.3469e-03 7.6295e-01 2.3158e-01 1.2574e-04
3.9517e+03 1.1895e-37 4.6803e-29 3.3950e-21 1.2415e-14 4.9355e-09 1.2050e-04 4.0308e-02 9.4431e-01 1.5264e-02 3.1283e-07
4.1999e+03 3.6619e-34 1.4365e-25 6.9818e-18 1.6374e-11 2.9184e-06 1.4331e-02 4.4203e-01 5.4358e-01 5.2386e-05 3.2017e-12
4.4636e+03 1.9296e-31 6.6141e-23 2.0886e-15 3.1022e-09 2.1389e-04 2.1495e-01 7.2787e-01 5.6963e-02 5.2197e-08 1.6118e-17
4.7438e+03 2.7215e-30 8.3572e-22 2.0981e-14 2.4111e-08 9.9684e-04 4.5582e-01 5.3212e-01 1.1060e-02 1.1254e-09 2.8686e-20
5.0416e+03 4.9241e-30 1.4961e-21 3.5972e-14 3.9171e-08 1.4231e-03 5.2875e-01 4.6313e-01 6.6915e-03 3.6787e-10 4.6465e-21
5.3582e+03 3.7453e-30 1.1993e-21 3.0366e-14 3.4808e-08 1.3285e-03 5.1744e-01 4.7408e-01 7.1499e-03 4.0748e-10 5.3230e-21
5.6947e+03 3.2639e-30 1.0987e-21 2.8999e-14 3.4552e-08 1.3442e-03 5.2297e-01 4.6890e-01 6.7848e-03 3.4759e-10 3.9915e-21
6.0522e+03 4.6145e-30 1.5710e-21 4.0910e-14 4.7630e-08 1.7056e-03 5.7457e-01 4.1908e-01 4.6437e-03 1.4943e-10 1.0067e-21
6.4323e+03 1.1483e-29 3.8406e-21 9.3419e-14 9.9306e-08 2.8637e-03 6.8435e-01 3.1089e-01 1.8900e-03 2.2048e-11 4.6677e-23
6.8362e+03 4.4417e-29 1.4234e-20 3.0905e-13 2.8150e-07 5.7692e-03 8.1372e-01 1.8007e-01 4.4119e-04 1.1227e-12 4.1905e-25
7.2654e+03 2.2570e-28 6.7084e-20 1.2499e-12 9.2091e-07 1.2252e-02 9.0407e-01 8.3611e-02 6.8376e-05 2.8226e-14 1.3285e-27
7.7216e+03 1.6601e-27 4.4404e-19 6.8132e-12 3.7806e-06 2.8911e-02 9.4191e-01 2.9168e-02 6.0348e-06 2.5828e-16 9.2128e-31
8.2065e+03 3.0597e-26 6.9222e-18 7.9829e-11 2.8334e-05 9.3733e-02 9.0075e-01 5.4896e-03 1.4754e-07 2.2124e-19 1.7396e-35
8.7177e+03 5.1360e-24 8.3204e-16 5.6472e-09 8.0253e-04 5.1996e-01 4.7911e-01 1.3084e-04 7.1362e-11 1.8288e-25 9.8091e-45
9.2147e+03 5.7432e-21 4.8693e-13 1.2603e-06 2.9565e-02 9.5767e-01 1.2760e-02 1.3310e-08 6.8175e-18 2.1259e-37 0.0000e+00
9.6291e+03 9.0812e-18 3.6687e-10 2.8863e-04 6.0511e-01 3.9458e-01 2.1179e-05 1.5704e-14 9.1218e-28 0.0000e+00 0.0000e+00
9.9539e+03 1.3073e-15 2.9012e-08 6.8128e-03 9.8486e-01 8.3284e-03 9.1161e-10 1.8668e-22 3.6234e-40 0.0000e+00 0.0000e+00
1.0246e+04 2.2469e-13 2.6325e-06 1.4464e-01 8.5531e-01 4.3180e-05 3.2272e-15 4.3181e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.6348e-11 9.8372e-05 9.0693e-01 9.2973e-02 7.2016e-09 5.1550e-23 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 6.6617e-10 1.2887e-03 9.9816e-01 5.5506e-04 1.4033e-14 1.2510e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 3.4226e-08 1.8631e-02 9.8137e-01 1.8156e-06 7.7807e-21 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.1775e-06 1.8574e-01 8.1426e-01 7.9949e-09 1.2862e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.4614e-05 7.0248e-01 2.9750e-01 2.1123e-11 2.0846e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 4.8314e-05 9.4688e-01 5.3077e-02 3.8280e-14 3.3615e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.7074e-05 9.8984e-01 1.0065e-02 1.1776e-16 1.6956e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.7277e-04 9.9734e-01 2.4844e-03 1.0449e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.9593e-04 9.9902e-01 6.8009e-04 1.3711e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 4.0450e-04 9.9934e-01 2.5770e-04 4.3742e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 5.7025e-04 9.9933e-01 9.7004e-05 1.4628e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.6063e-04 9.9901e-01 2.4799e-05 1.4115e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.2832e-03 9.9771e-01 2.7721e-06 8.8383e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 6.5648e-03 9.9344e-01 2.0874e-07 1.6338e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.7776e-02 9.8222e-01 1.7153e-08 4.0375e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 5.7267e-02 9.4273e-01 8.3811e-10 1.9415e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.2868e-01 8.7132e-01 7.9360e-11 8.5479e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.6584e-01 7.3416e-01 6.6389e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 4.3771e-01 5.6229e-01 6.2380e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.6420e-01 4.3580e-01 9.4453e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 6.6001e-01 3.3999e-01 1.7498e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 7.2660e-01 2.7340e-01 4.5176e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 7.7812e-01 2.2188e-01 1.3456e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 8.1223e-01 1.8777e-01 4.8542e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 8.4231e-01 1.5769e-01 1.6701e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 8.6213e-01 1.3787e-01 6.8799e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 8.8343e-01 1.1657e-01 2.2593e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 8.5513e-01 1.4487e-01 1.7347e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 7.3707e-01 2.6293e-01 3.6425e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 6.4436e-01 3.5564e-01 3.1404e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.1762e-01 6.8238e-01 4.1425e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.7323e-01 7.2677e-01 3.1078e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 7.8161e-02 9.2184e-01 6.2064e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 8.1997e-02 9.1800e-01 2.3184e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.8538e-02 9.8146e-01 3.7385e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.3963e-02 9.7604e-01 1.2553e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.2468e-02 9.8753e-01 3.6763e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.7652e-03 9.9623e-01 3.1094e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.1075e-01 7.8925e-01 9.4812e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.1198e-03 9.9788e-01 3.5930e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.8578e-02 9.8142e-01 1.8607e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.5485e-02 9.6451e-01 2.6106e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.7367e-05 9.9997e-01 5.6939e-09 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.4737e-03 9.9853e-01 1.2205e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 4.1772e-03 9.9582e-01 8.4220e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 4.2739e-06 9.9999e-01 1.7301e-06 9.3487e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.1067e-05 9.9998e-01 9.7557e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 3.5050e-02 9.6495e-01 1.8751e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.5963e-05 9.9998e-01 7.5095e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 5.9330e-06 9.9999e-01 2.7603e-08 5.1147e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.5549e-05 9.9994e-01 6.3712e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 9.2710e-05 9.9991e-01 1.2992e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 3.4277e-02 9.6572e-01 2.2762e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.2328e-05 9.9999e-01 8.3514e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0024e-03 9.9900e-01 2.4684e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 6.2350e-05 9.9994e-01 5.5635e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.7580e-05 9.9996e-01 1.1055e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 4.7096e-04 9.9953e-01 3.6181e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 4.9749e-06 1.0000e+00 1.1446e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.9289e-07 1.0000e+00 3.2589e-06 3.5351e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.0442e-06 1.0000e+00 1.5219e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 3.5192e-06 1.0000e+00 8.7551e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.8817e-05 9.9997e-01 2.2528e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 5.8941e-05 9.9994e-01 3.8116e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.9592e-03 9.9604e-01 4.6454e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.7974e-02 9.6203e-01 2.5848e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.5235e-02 9.7476e-01 6.5391e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 7.0345e-03 9.9297e-01 1.1740e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
