#NTIMES: 50
#NSTAGES: 3
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 115
#vel_mid[km/s] co0 co1 co2
4743.81 1.6370e-01 6.5359e-01 1.8271e-01
5041.68 1.8206e-01 6.3524e-01 1.8270e-01
5358.25 1.8585e-01 6.3277e-01 1.8138e-01
5694.70 1.9425e-01 6.2933e-01 1.7642e-01
6052.28 1.7718e-01 6.4618e-01 1.7664e-01
6432.31 1.8933e-01 6.3416e-01 1.7651e-01
6836.20 2.0495e-01 6.2038e-01 1.7467e-01
7265.45 2.2316e-01 6.0957e-01 1.6727e-01
7721.65 2.0835e-01 6.2433e-01 1.6732e-01
8206.56 2.2988e-01 6.1153e-01 1.5859e-01
8717.73 2.1217e-01 6.3096e-01 1.5687e-01
9214.74 2.6142e-01 6.0593e-01 1.3266e-01
9629.11 2.7374e-01 6.0243e-01 1.2383e-01
9954.11 2.7058e-01 6.1469e-01 1.1473e-01
10245.64 2.3803e-01 6.4754e-01 1.1443e-01
10541.49 2.4436e-01 6.5197e-01 1.0367e-01
10839.94 2.6582e-01 6.4310e-01 9.1081e-02
11119.11 2.9971e-01 6.1775e-01 8.2542e-02
11355.83 3.7874e-01 5.5532e-01 6.5944e-02
11539.81 4.8013e-01 4.6928e-01 5.0587e-02
11677.16 5.0724e-01 4.4855e-01 4.4207e-02
11784.05 5.0268e-01 4.5467e-01 4.2652e-02
11875.85 5.2089e-01 4.3770e-01 4.1405e-02
11963.37 5.2167e-01 4.3533e-01 4.2999e-02
12055.39 4.2289e-01 5.2876e-01 4.8347e-02
12170.41 3.8710e-01 5.5824e-01 5.4663e-02
12360.89 2.8829e-01 6.5185e-01 5.9858e-02
12670.46 2.1596e-01 7.1064e-01 7.3404e-02
13075.34 1.3354e-01 7.7688e-01 8.9582e-02
13530.52 9.7244e-02 7.9915e-01 1.0361e-01
14012.75 5.7319e-02 8.2025e-01 1.2243e-01
14508.81 5.7868e-02 8.0281e-01 1.3933e-01
15002.30 5.7373e-02 8.0228e-01 1.4034e-01
15475.29 6.7053e-02 7.7760e-01 1.5535e-01
15923.68 1.9679e-01 6.4484e-01 1.5838e-01
16355.64 1.0467e-01 7.2843e-01 1.6690e-01
16776.27 7.6189e-02 7.5065e-01 1.7316e-01
17183.14 8.6989e-02 7.4889e-01 1.6412e-01
17580.45 4.2979e-02 7.8080e-01 1.7623e-01
17990.34 4.7619e-02 7.6824e-01 1.8414e-01
18458.06 7.3418e-02 7.4136e-01 1.8522e-01
19084.69 7.5810e-02 7.1538e-01 2.0881e-01
19999.79 8.4557e-03 6.9834e-01 2.9320e-01
21193.46 1.2722e-01 4.5127e-01 4.2151e-01
22528.72 3.2800e-03 4.6282e-01 5.3390e-01
23943.32 7.2960e-03 3.7934e-01 6.1336e-01
25446.74 8.2150e-04 2.6333e-01 7.3585e-01
27044.57 6.0234e-03 2.4185e-01 7.5213e-01
28744.18 2.7504e-03 1.3464e-01 8.6261e-01
30520.16 4.4769e-04 7.7404e-02 9.2215e-01
32243.50 2.7936e-04 5.9841e-02 9.3988e-01
33773.01 1.9266e-04 4.8938e-02 9.5087e-01
35108.48 1.0766e-04 3.6851e-02 9.6304e-01
36326.30 5.4304e-05 2.6282e-02 9.7366e-01
37486.70 2.7238e-05 1.8643e-02 9.8133e-01
38628.25 2.2681e-05 1.3582e-02 9.8640e-01
39768.62 2.0858e-05 1.0064e-02 9.8992e-01
40915.31 1.2159e-05 7.4832e-03 9.9250e-01
42074.51 6.8605e-06 5.8222e-03 9.9417e-01
43252.44 4.2547e-06 4.3215e-03 9.9567e-01
44454.05 1.2446e-07 3.2038e-03 9.9680e-01
45683.04 4.3546e-08 2.3679e-03 9.9763e-01
46941.68 1.9470e-08 1.7481e-03 9.9825e-01
48230.81 1.5783e-08 1.2878e-03 9.9871e-01
49550.29 5.5556e-09 9.4903e-04 9.9905e-01
50899.37 5.2916e-09 6.9971e-04 9.9930e-01
52276.86 3.3026e-09 5.1617e-04 9.9948e-01
53681.16 4.2274e-08 3.8125e-04 9.9962e-01
55110.21 2.3089e-08 2.8249e-04 9.9972e-01
56561.17 1.2660e-08 2.0986e-04 9.9979e-01
58030.00 6.8147e-09 1.5674e-04 9.9984e-01
59510.42 3.9299e-09 1.1756e-04 9.9988e-01
60993.45 2.1796e-09 8.8847e-05 9.9991e-01
62466.44 1.2874e-09 6.7673e-05 9.9993e-01
63912.69 7.6104e-10 5.2213e-05 9.9995e-01
65311.62 4.8910e-11 4.0789e-05 9.9996e-01
66639.26 5.0830e-12 3.2494e-05 9.9997e-01
67870.77 2.5469e-12 2.6401e-05 9.9997e-01
68864.47 3.3510e-12 2.1846e-05 9.9998e-01
69459.55 1.1518e-11 2.0229e-05 9.9998e-01
69744.99 1.0299e-10 1.9454e-05 9.9998e-01
69888.26 9.8965e-11 1.9074e-05 9.9998e-01
69959.62 9.7015e-11 1.8889e-05 9.9998e-01
69991.15 9.6081e-11 1.8797e-05 9.9998e-01
69999.53 9.6079e-11 1.8800e-05 9.9998e-01
#TIME: 239.76
#NVEL: 115
#vel_mid[km/s] co0 co1 co2
425.78 4.1197e-01 4.5191e-01 1.3613e-01
857.79 4.3749e-01 4.2185e-01 1.4066e-01
878.44 3.8211e-01 4.8114e-01 1.3675e-01
917.72 4.0291e-01 4.5870e-01 1.3839e-01
973.04 3.7116e-01 4.8829e-01 1.4056e-01
1034.98 3.6674e-01 4.9070e-01 1.4256e-01
1099.97 3.7247e-01 4.8281e-01 1.4472e-01
1169.04 3.9772e-01 4.6198e-01 1.4030e-01
1242.44 3.9989e-01 4.5805e-01 1.4206e-01
1320.45 3.8633e-01 4.7438e-01 1.3929e-01
1403.37 4.0225e-01 4.6525e-01 1.3250e-01
1491.49 4.1978e-01 4.5226e-01 1.2796e-01
1585.14 4.2861e-01 4.4391e-01 1.2748e-01
1684.67 4.3387e-01 4.3927e-01 1.2687e-01
1790.45 4.3377e-01 4.3727e-01 1.2896e-01
1902.87 4.1861e-01 4.4658e-01 1.3480e-01
2022.36 4.1213e-01 4.4516e-01 1.4270e-01
2149.34 3.3849e-01 5.1684e-01 1.4466e-01
2284.30 3.1971e-01 5.2243e-01 1.5786e-01
2427.74 3.3715e-01 4.8854e-01 1.7432e-01
2580.18 2.4843e-01 5.7028e-01 1.8129e-01
2742.19 2.2034e-01 5.8632e-01 1.9335e-01
2914.37 2.0055e-01 5.9842e-01 2.0103e-01
3097.37 1.7354e-01 6.2307e-01 2.0339e-01
3291.85 1.4243e-01 6.5246e-01 2.0511e-01
3498.55 1.2935e-01 6.8400e-01 1.8665e-01
3718.23 1.8069e-01 6.7420e-01 1.4511e-01
3951.70 2.2959e-01 6.4430e-01 1.2610e-01
4199.83 1.4665e-01 6.9966e-01 1.5369e-01
4463.54 1.4326e-01 6.8085e-01 1.7589e-01
4743.81 1.5474e-01 6.6478e-01 1.8048e-01
5041.68 1.7554e-01 6.4506e-01 1.7941e-01
5358.25 1.9400e-01 6.3155e-01 1.7445e-01
5694.70 1.8640e-01 6.3042e-01 1.8318e-01
6052.28 1.7493e-01 6.4482e-01 1.8025e-01
6432.31 2.0354e-01 6.2669e-01 1.6977e-01
6836.20 1.9057e-01 6.2988e-01 1.7955e-01
7265.45 2.1252e-01 6.2020e-01 1.6728e-01
7721.65 2.0645e-01 6.2967e-01 1.6388e-01
8206.56 2.1327e-01 6.2240e-01 1.6434e-01
8717.73 2.3842e-01 6.1212e-01 1.4946e-01
9214.74 2.6922e-01 5.9666e-01 1.3411e-01
9629.11 2.4815e-01 6.2834e-01 1.2350e-01
9954.11 2.4049e-01 6.3905e-01 1.2045e-01
10245.64 2.5154e-01 6.3592e-01 1.1255e-01
10541.49 2.5282e-01 6.4101e-01 1.0617e-01
10839.94 2.8268e-01 6.2818e-01 8.9142e-02
11119.11 3.1907e-01 6.0427e-01 7.6656e-02
11355.83 3.6617e-01 5.6900e-01 6.4828e-02
11539.81 4.7184e-01 4.7695e-01 5.1207e-02
11677.16 5.1119e-01 4.4771e-01 4.1098e-02
11784.05 5.3147e-01 4.2825e-01 4.0274e-02
11875.85 5.3220e-01 4.2840e-01 3.9395e-02
11963.37 5.0310e-01 4.5509e-01 4.1808e-02
12055.39 4.7868e-01 4.7133e-01 4.9991e-02
12170.41 4.0904e-01 5.3759e-01 5.3373e-02
12360.89 3.2049e-01 6.1999e-01 5.9512e-02
12670.46 2.1469e-01 7.1064e-01 7.4672e-02
13075.34 1.5262e-01 7.5803e-01 8.9342e-02
13530.52 1.2523e-01 7.6987e-01 1.0490e-01
14012.75 6.7362e-02 8.1750e-01 1.1514e-01
14508.81 8.2819e-02 7.8580e-01 1.3138e-01
15002.30 6.4886e-02 7.5559e-01 1.7953e-01
15475.29 6.2883e-02 7.8002e-01 1.5710e-01
15923.68 1.2350e-01 7.1907e-01 1.5742e-01
16355.64 7.4029e-02 7.5242e-01 1.7355e-01
16776.27 8.8688e-02 7.4455e-01 1.6676e-01
17183.14 2.0730e-01 6.3908e-01 1.5362e-01
17580.45 7.5886e-02 7.7493e-01 1.4918e-01
17990.34 1.6475e-01 6.6143e-01 1.7382e-01
18458.06 3.5851e-02 7.8191e-01 1.8224e-01
19084.69 1.4665e-02 7.7541e-01 2.0993e-01
19999.79 7.1347e-03 6.9874e-01 2.9412e-01
21193.46 6.5187e-03 5.7097e-01 4.2251e-01
22528.72 1.0720e-02 4.1577e-01 5.7351e-01
23943.32 1.0425e-02 4.0964e-01 5.7993e-01
25446.74 3.5086e-03 2.5502e-01 7.4147e-01
27044.57 8.2894e-04 2.2456e-01 7.7461e-01
28744.18 4.5239e-03 1.2416e-01 8.7132e-01
30520.16 1.2606e-03 8.9030e-02 9.0971e-01
32243.50 6.1920e-04 6.0629e-02 9.3875e-01
33773.01 3.7185e-04 4.9737e-02 9.4989e-01
35108.48 1.9778e-04 3.7532e-02 9.6227e-01
36326.30 5.6997e-05 2.6877e-02 9.7307e-01
37486.70 3.8861e-05 1.9090e-02 9.8087e-01
38628.25 2.8514e-05 1.3918e-02 9.8605e-01
39768.62 1.7134e-05 1.0323e-02 9.8966e-01
40915.31 9.0737e-06 7.6778e-03 9.9231e-01
42074.51 8.8294e-06 5.9713e-03 9.9402e-01
43252.44 5.2677e-06 4.4351e-03 9.9556e-01
44454.05 2.7982e-06 3.2866e-03 9.9671e-01
45683.04 1.6597e-06 2.4315e-03 9.9757e-01
46941.68 9.3314e-07 1.7935e-03 9.9821e-01
48230.81 2.8580e-08 1.3220e-03 9.9868e-01
49550.29 2.1546e-08 9.7438e-04 9.9903e-01
50899.37 4.8494e-09 7.1810e-04 9.9928e-01
52276.86 2.3688e-09 5.2986e-04 9.9947e-01
53681.16 7.7687e-10 3.9172e-04 9.9961e-01
55110.21 6.7680e-10 2.9022e-04 9.9971e-01
56561.17 1.4370e-09 2.1555e-04 9.9978e-01
58030.00 7.2545e-09 1.6085e-04 9.9984e-01
59510.42 4.1203e-09 1.2055e-04 9.9988e-01
60993.45 2.2827e-09 9.1097e-05 9.9991e-01
62466.44 1.3471e-09 6.9388e-05 9.9993e-01
63912.69 7.9581e-10 5.3479e-05 9.9995e-01
65311.62 4.7765e-10 4.1782e-05 9.9996e-01
66639.26 3.0458e-10 3.3292e-05 9.9997e-01
67870.77 4.6822e-11 2.7041e-05 9.9997e-01
68864.47 1.0480e-12 2.6868e-06 1.0000e+00
69459.55 3.2690e-13 2.2724e-06 1.0000e+00
69744.99 2.3649e-13 2.5866e-06 1.0000e+00
69888.26 2.8025e-13 2.5320e-06 1.0000e+00
69959.62 2.7113e-13 2.5072e-06 1.0000e+00
69991.15 2.6463e-13 2.4948e-06 1.0000e+00
69999.53 2.5929e-13 2.4932e-06 1.0000e+00
#TIME: 243.21
#NVEL: 115
#vel_mid[km/s] co0 co1 co2
425.78 3.9211e-01 4.7343e-01 1.3446e-01
857.79 3.7239e-01 4.7757e-01 1.5004e-01
878.44 4.1112e-01 4.4581e-01 1.4307e-01
917.72 4.0487e-01 4.5909e-01 1.3604e-01
973.04 4.5014e-01 4.1805e-01 1.3181e-01
1034.98 4.0826e-01 4.5946e-01 1.3228e-01
1099.97 3.4307e-01 5.1188e-01 1.4505e-01
1169.04 4.0853e-01 4.5778e-01 1.3369e-01
1242.44 3.8254e-01 4.7966e-01 1.3779e-01
1320.45 4.1421e-01 4.4907e-01 1.3673e-01
1403.37 4.3486e-01 4.3674e-01 1.2840e-01
1491.49 4.3211e-01 4.4337e-01 1.2452e-01
1585.14 4.4016e-01 4.3398e-01 1.2586e-01
1684.67 4.0726e-01 4.6791e-01 1.2483e-01
1790.45 4.0272e-01 4.7009e-01 1.2718e-01
1902.87 4.0417e-01 4.6271e-01 1.3313e-01
2022.36 4.0188e-01 4.5684e-01 1.4128e-01
2149.34 3.0662e-01 5.2453e-01 1.6885e-01
2284.30 3.2813e-01 5.1646e-01 1.5541e-01
2427.74 3.2411e-01 5.0812e-01 1.6777e-01
2580.18 2.4262e-01 5.7701e-01 1.8037e-01
2742.19 2.2055e-01 5.8785e-01 1.9160e-01
2914.37 1.9423e-01 6.0516e-01 2.0062e-01
3097.37 1.6978e-01 6.2746e-01 2.0275e-01
3291.85 1.4329e-01 6.5284e-01 2.0387e-01
3498.55 1.2837e-01 6.8560e-01 1.8603e-01
3718.23 1.8039e-01 6.7474e-01 1.4486e-01
3951.70 2.1745e-01 6.5784e-01 1.2470e-01
4199.83 1.4806e-01 6.9860e-01 1.5334e-01
4463.54 1.3727e-01 6.8829e-01 1.7444e-01
4743.81 1.5110e-01 6.6724e-01 1.8165e-01
5041.68 1.6530e-01 6.5640e-01 1.7830e-01
5358.25 1.9986e-01 6.2359e-01 1.7655e-01
5694.70 1.9508e-01 6.3273e-01 1.7219e-01
6052.28 1.9984e-01 6.2896e-01 1.7120e-01
6432.31 2.0951e-01 6.2125e-01 1.6923e-01
6836.20 2.0421e-01 6.2128e-01 1.7451e-01
7265.45 1.9954e-01 6.2809e-01 1.7237e-01
7721.65 2.4062e-01 5.9616e-01 1.6322e-01
8206.56 2.3370e-01 6.0875e-01 1.5754e-01
8717.73 2.5422e-01 5.9993e-01 1.4585e-01
9214.74 2.7351e-01 5.9465e-01 1.3183e-01
9629.11 2.4000e-01 6.3541e-01 1.2459e-01
9954.11 2.4985e-01 6.3633e-01 1.1382e-01
10245.64 2.7181e-01 6.1782e-01 1.1037e-01
10541.49 2.6305e-01 6.3226e-01 1.0469e-01
10839.94 2.6993e-01 6.4185e-01 8.8218e-02
11119.11 3.6587e-01 5.5748e-01 7.6644e-02
11355.83 3.5088e-01 5.8524e-01 6.3884e-02
11539.81 4.7966e-01 4.7130e-01 4.9034e-02
11677.16 5.2581e-01 4.3126e-01 4.2931e-02
11784.05 5.7310e-01 3.8716e-01 3.9743e-02
11875.85 5.8746e-01 3.7391e-01 3.8634e-02
11963.37 5.2413e-01 4.3472e-01 4.1142e-02
12055.39 4.3253e-01 5.1917e-01 4.8298e-02
12170.41 3.9333e-01 5.5337e-01 5.3297e-02
12360.89 2.5438e-01 6.8731e-01 5.8307e-02
12670.46 1.9518e-01 7.3018e-01 7.4641e-02
13075.34 1.3497e-01 7.7455e-01 9.0475e-02
13530.52 1.0022e-01 7.9666e-01 1.0312e-01
14012.75 9.4159e-02 7.8659e-01 1.1925e-01
14508.81 7.0175e-02 7.9855e-01 1.3127e-01
15002.30 1.6470e-01 6.8677e-01 1.4853e-01
15475.29 4.8296e-02 8.1363e-01 1.3807e-01
15923.68 9.9554e-02 7.4580e-01 1.5465e-01
16355.64 5.7885e-02 7.6626e-01 1.7586e-01
16776.27 8.0956e-02 7.5199e-01 1.6706e-01
17183.14 2.2953e-01 6.1598e-01 1.5449e-01
17580.45 6.6129e-02 7.8792e-01 1.4595e-01
17990.34 2.8353e-02 7.9672e-01 1.7493e-01
18458.06 3.3416e-02 7.7657e-01 1.9001e-01
19084.69 4.3040e-02 7.3692e-01 2.2004e-01
19999.79 3.1441e-02 6.7354e-01 2.9502e-01
21193.46 1.0455e-02 5.5509e-01 4.3446e-01
22528.72 4.4640e-02 4.4981e-01 5.0555e-01
23943.32 4.4203e-03 3.1130e-01 6.8428e-01
25446.74 5.3801e-03 2.4439e-01 7.5023e-01
27044.57 2.9644e-03 1.2450e-01 8.7254e-01
28744.18 5.4198e-04 1.2130e-01 8.7816e-01
30520.16 1.6302e-03 7.8044e-02 9.2033e-01
32243.50 4.1384e-04 6.1851e-02 9.3773e-01
33773.01 4.1117e-04 5.0729e-02 9.4886e-01
35108.48 2.2717e-04 3.8358e-02 9.6141e-01
36326.30 1.0754e-04 2.7460e-02 9.7243e-01
37486.70 5.3656e-05 1.9525e-02 9.8042e-01
38628.25 4.2729e-05 1.4255e-02 9.8570e-01
39768.62 2.2352e-05 1.0586e-02 9.8939e-01
40915.31 1.2960e-05 7.8859e-03 9.9210e-01
42074.51 7.7775e-06 6.1365e-03 9.9386e-01
43252.44 4.8674e-06 4.5562e-03 9.9544e-01
44454.05 2.9925e-06 3.3761e-03 9.9662e-01
45683.04 1.7361e-06 2.4966e-03 9.9750e-01
46941.68 9.8360e-07 1.8437e-03 9.9816e-01
48230.81 5.3404e-07 1.3588e-03 9.9864e-01
49550.29 2.9235e-07 1.0009e-03 9.9900e-01
50899.37 1.5706e-07 7.3755e-04 9.9926e-01
52276.86 8.4788e-08 5.4420e-04 9.9946e-01
53681.16 2.6937e-09 4.0214e-04 9.9960e-01
55110.21 4.8997e-10 2.9794e-04 9.9970e-01
56561.17 1.4961e-10 2.2146e-04 9.9978e-01
58030.00 1.4126e-10 1.6530e-04 9.9983e-01
59510.42 1.3405e-10 1.2384e-04 9.9988e-01
60993.45 2.4205e-09 9.3482e-05 9.9991e-01
62466.44 1.4118e-09 7.1159e-05 9.9993e-01
63912.69 8.3403e-10 5.4853e-05 9.9995e-01
65311.62 5.0036e-10 4.2852e-05 9.9996e-01
66639.26 3.1843e-10 3.4113e-05 9.9997e-01
67870.77 2.3147e-12 3.4706e-06 1.0000e+00
68864.47 1.7595e-12 2.9197e-06 1.0000e+00
69459.55 1.8768e-12 3.5236e-06 1.0000e+00
69744.99 1.9907e-12 3.6418e-06 1.0000e+00
69888.26 1.9648e-12 3.5661e-06 1.0000e+00
69959.62 1.9324e-12 3.5291e-06 1.0000e+00
69991.15 1.8900e-12 3.5109e-06 1.0000e+00
69999.53 1.8901e-12 3.5124e-06 1.0000e+00
#TIME: 246.70
#NVEL: 115
#vel_mid[km/s] co0 co1 co2
425.78 3.9066e-01 4.7999e-01 1.2935e-01
857.79 4.5259e-01 4.1421e-01 1.3320e-01
878.44 4.0118e-01 4.6149e-01 1.3733e-01
917.72 4.0091e-01 4.6419e-01 1.3489e-01
973.04 4.3835e-01 4.3743e-01 1.2422e-01
1034.98 4.2497e-01 4.4644e-01 1.2859e-01
1099.97 4.1658e-01 4.4931e-01 1.3411e-01
1169.04 3.3317e-01 5.2580e-01 1.4104e-01
1242.44 4.0385e-01 4.6286e-01 1.3329e-01
1320.45 4.1804e-01 4.5132e-01 1.3063e-01
1403.37 4.2629e-01 4.4890e-01 1.2481e-01
1491.49 4.2248e-01 4.5548e-01 1.2204e-01
1585.14 4.4590e-01 4.3061e-01 1.2349e-01
1684.67 4.2333e-01 4.5265e-01 1.2401e-01
1790.45 3.9509e-01 4.7762e-01 1.2729e-01
1902.87 4.2321e-01 4.4646e-01 1.3033e-01
2022.36 3.8323e-01 4.7613e-01 1.4064e-01
2149.34 3.9347e-01 4.5633e-01 1.5020e-01
2284.30 3.1925e-01 5.2667e-01 1.5409e-01
2427.74 3.1826e-01 5.1123e-01 1.7052e-01
2580.18 2.4865e-01 5.7321e-01 1.7814e-01
2742.19 2.2038e-01 5.8895e-01 1.9067e-01
2914.37 1.9418e-01 6.0544e-01 2.0038e-01
3097.37 1.7043e-01 6.2814e-01 2.0143e-01
3291.85 1.3973e-01 6.5462e-01 2.0565e-01
3498.55 1.2537e-01 6.8862e-01 1.8602e-01
3718.23 1.7801e-01 6.7904e-01 1.4295e-01
3951.70 2.2562e-01 6.5002e-01 1.2436e-01
4199.83 1.4798e-01 6.9974e-01 1.5228e-01
4463.54 1.3451e-01 6.9123e-01 1.7425e-01
4743.81 1.5724e-01 6.6448e-01 1.7827e-01
5041.68 1.7816e-01 6.4735e-01 1.7449e-01
5358.25 1.9350e-01 6.2514e-01 1.8136e-01
5694.70 1.9026e-01 6.3501e-01 1.7473e-01
6052.28 2.1663e-01 6.1409e-01 1.6928e-01
6432.31 1.9747e-01 6.2343e-01 1.7911e-01
6836.20 2.0662e-01 6.2123e-01 1.7215e-01
7265.45 2.1164e-01 6.2408e-01 1.6428e-01
7721.65 2.2600e-01 6.0513e-01 1.6887e-01
8206.56 2.2194e-01 6.2184e-01 1.5621e-01
8717.73 2.3557e-01 6.1022e-01 1.5421e-01
9214.74 2.7163e-01 5.9660e-01 1.3177e-01
9629.11 2.7582e-01 6.0933e-01 1.1486e-01
9954.11 2.5023e-01 6.3643e-01 1.1333e-01
10245.64 2.7665e-01 6.1473e-01 1.0863e-01
10541.49 2.3183e-01 6.6376e-01 1.0441e-01
10839.94 3.1484e-01 5.9685e-01 8.8311e-02
11119.11 3.0218e-01 6.2229e-01 7.5524e-02
11355.83 3.6708e-01 5.7117e-01 6.1749e-02
11539.81 4.6500e-01 4.8489e-01 5.0114e-02
11677.16 5.0689e-01 4.4912e-01 4.3989e-02
11784.05 5.3690e-01 4.2438e-01 3.8715e-02
11875.85 5.2215e-01 4.3846e-01 3.9388e-02
11963.37 4.9501e-01 4.6477e-01 4.0220e-02
12055.39 4.8262e-01 4.6934e-01 4.8033e-02
12170.41 4.0071e-01 5.4527e-01 5.4018e-02
12360.89 2.7129e-01 6.7116e-01 5.7551e-02
12670.46 2.0773e-01 7.2046e-01 7.1804e-02
13075.34 1.5884e-01 7.5190e-01 8.9260e-02
13530.52 8.7895e-02 8.1688e-01 9.5226e-02
14012.75 9.4262e-02 7.9144e-01 1.1429e-01
14508.81 1.0011e-01 7.6065e-01 1.3924e-01
15002.30 1.1730e-01 7.4371e-01 1.3899e-01
15475.29 8.0775e-02 7.6717e-01 1.5205e-01
15923.68 3.3658e-02 1.5497e-01 8.1137e-01
16355.64 1.1959e-01 7.1706e-01 1.6335e-01
16776.27 1.3342e-01 7.0938e-01 1.5720e-01
17183.14 1.8263e-01 6.6451e-01 1.5287e-01
17580.45 4.5575e-02 7.9338e-01 1.6105e-01
17990.34 4.3153e-02 7.9337e-01 1.6348e-01
18458.06 1.7165e-01 6.5305e-01 1.7530e-01
19084.69 2.4948e-02 7.6426e-01 2.1080e-01
19999.79 7.3122e-03 7.0886e-01 2.8383e-01
21193.46 2.6423e-03 5.4580e-01 4.5156e-01
22528.72 1.6552e-02 5.2125e-01 4.6220e-01
23943.32 1.8573e-02 3.2316e-01 6.5826e-01
25446.74 2.1196e-02 2.1424e-01 7.6456e-01
27044.57 7.8811e-03 1.3843e-01 8.5369e-01
28744.18 2.1611e-03 1.2234e-01 8.7550e-01
30520.16 3.7872e-04 8.1066e-02 9.1856e-01
32243.50 3.1357e-04 6.3067e-02 9.3662e-01
33773.01 3.1198e-04 5.1789e-02 9.4790e-01
35108.48 1.4441e-04 3.9198e-02 9.6066e-01
36326.30 9.1052e-05 2.8113e-02 9.7180e-01
37486.70 8.1544e-05 2.0020e-02 9.7990e-01
38628.25 5.4686e-05 1.4625e-02 9.8532e-01
39768.62 2.8811e-05 1.0866e-02 9.8911e-01
40915.31 1.6553e-05 8.0829e-03 9.9190e-01
42074.51 1.0372e-05 6.2990e-03 9.9369e-01
43252.44 5.7384e-06 4.6830e-03 9.9531e-01
44454.05 3.2695e-06 3.4734e-03 9.9652e-01
45683.04 1.8231e-06 2.5690e-03 9.9743e-01
46941.68 1.0009e-06 1.8955e-03 9.9810e-01
48230.81 5.6469e-07 1.3965e-03 9.9860e-01
49550.29 3.0816e-07 1.0289e-03 9.9897e-01
50899.37 1.6692e-07 7.5829e-04 9.9924e-01
52276.86 9.0550e-08 5.5943e-04 9.9944e-01
53681.16 4.9158e-08 4.1323e-04 9.9959e-01
55110.21 2.6792e-08 3.0603e-04 9.9969e-01
56561.17 1.4715e-08 2.2737e-04 9.9977e-01
58030.00 1.3415e-10 1.6967e-04 9.9983e-01
59510.42 5.3777e-11 1.2716e-04 9.9987e-01
60993.45 4.0392e-11 9.6034e-05 9.9990e-01
62466.44 2.5128e-11 7.3136e-05 9.9993e-01
63912.69 8.7423e-10 5.6324e-05 9.9994e-01
65311.62 5.2648e-10 4.3966e-05 9.9996e-01
66639.26 4.2973e-12 4.9657e-06 1.0000e+00
67870.77 1.0610e-12 2.8371e-06 1.0000e+00
68864.47 9.1256e-13 2.6102e-06 1.0000e+00
69459.55 3.2755e-13 1.7943e-06 1.0000e+00
69744.99 2.7053e-13 1.6611e-06 1.0000e+00
69888.26 2.8052e-13 1.6269e-06 1.0000e+00
69959.62 2.8976e-13 1.6096e-06 1.0000e+00
69991.15 4.1827e-13 1.9283e-06 1.0000e+00
69999.53 4.3351e-13 1.9656e-06 1.0000e+00
#TIME: 250.25
#NVEL: 115
#vel_mid[km/s] co0 co1 co2
425.78 4.1122e-01 4.6127e-01 1.2751e-01
857.79 4.3123e-01 4.3772e-01 1.3105e-01
878.44 4.6847e-01 4.0832e-01 1.2322e-01
917.72 3.7795e-01 4.8862e-01 1.3343e-01
973.04 4.0615e-01 4.6558e-01 1.2827e-01
1034.98 4.0657e-01 4.6506e-01 1.2837e-01
1099.97 4.1948e-01 4.5130e-01 1.2922e-01
1169.04 3.9816e-01 4.6629e-01 1.3555e-01
1242.44 3.6928e-01 4.9198e-01 1.3874e-01
1320.45 4.1527e-01 4.5493e-01 1.2980e-01
1403.37 4.1617e-01 4.5859e-01 1.2523e-01
1491.49 4.4084e-01 4.3948e-01 1.1968e-01
1585.14 4.2731e-01 4.5092e-01 1.2177e-01
1684.67 4.3443e-01 4.4444e-01 1.2113e-01
1790.45 4.0677e-01 4.6968e-01 1.2354e-01
1902.87 3.9871e-01 4.7193e-01 1.2936e-01
2022.36 3.8299e-01 4.7945e-01 1.3756e-01
2149.34 3.7033e-01 4.8157e-01 1.4810e-01
2284.30 3.1663e-01 5.3001e-01 1.5336e-01
2427.74 3.0506e-01 5.2473e-01 1.7021e-01
2580.18 2.5067e-01 5.7124e-01 1.7809e-01
2742.19 2.2604e-01 5.8352e-01 1.9045e-01
2914.37 1.9665e-01 6.0333e-01 2.0002e-01
3097.37 1.6869e-01 6.2902e-01 2.0229e-01
3291.85 1.4448e-01 6.5098e-01 2.0453e-01
3498.55 1.2881e-01 6.8593e-01 1.8526e-01
3718.23 1.8880e-01 6.6823e-01 1.4297e-01
3951.70 2.2319e-01 6.5263e-01 1.2418e-01
4199.83 1.5950e-01 6.8918e-01 1.5133e-01
4463.54 1.3498e-01 6.9218e-01 1.7284e-01
4743.81 1.5037e-01 6.6817e-01 1.8146e-01
5041.68 1.6739e-01 6.5280e-01 1.7980e-01
5358.25 1.9719e-01 6.2328e-01 1.7952e-01
5694.70 1.9828e-01 6.2867e-01 1.7305e-01
6052.28 2.0781e-01 6.2056e-01 1.7163e-01
6432.31 2.0278e-01 6.2769e-01 1.6953e-01
6836.20 2.1974e-01 6.0863e-01 1.7163e-01
7265.45 2.2579e-01 6.0862e-01 1.6559e-01
