#NTIMES: 50
#NSTAGES 4
#TIMES[d]: 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
11366.65 2.1668e-03 5.4112e-01 4.2205e-01 3.4670e-02
12061.10 2.7614e-03 5.6864e-01 3.9584e-01 3.2752e-02
12793.43 2.5727e-03 5.6587e-01 3.9683e-01 3.4737e-02
13528.61 2.5545e-03 6.0152e-01 3.6457e-01 3.1361e-02
14194.74 2.5189e-03 5.4165e-01 4.1663e-01 3.9200e-02
14757.77 2.5664e-03 5.6639e-01 3.9336e-01 3.7683e-02
15240.48 4.0289e-03 6.5398e-01 3.1710e-01 2.4893e-02
15646.99 2.5925e-03 6.8424e-01 2.9625e-01 1.6921e-02
15960.30 6.7666e-03 8.0122e-01 1.8570e-01 6.3182e-03
16187.41 9.3167e-03 8.2044e-01 1.6578e-01 4.4685e-03
16354.17 5.8538e-03 8.3242e-01 1.5733e-01 4.3968e-03
16484.18 4.3937e-03 8.3110e-01 1.6039e-01 4.1202e-03
16593.12 4.9340e-03 8.0507e-01 1.8396e-01 6.0370e-03
16691.99 4.7236e-03 7.7472e-01 2.1030e-01 1.0258e-02
16788.59 3.8203e-03 7.4024e-01 2.4626e-01 9.6870e-03
16888.37 2.0280e-03 6.8055e-01 3.0642e-01 1.1000e-02
16998.79 2.0867e-03 7.3747e-01 2.4929e-01 1.1155e-02
17146.37 2.8360e-03 7.3199e-01 2.5251e-01 1.2662e-02
17415.23 1.4362e-03 6.8088e-01 3.0196e-01 1.5720e-02
17888.12 9.5065e-04 6.0612e-01 3.6768e-01 2.5247e-02
18532.37 4.8286e-04 5.8276e-01 3.8786e-01 2.8891e-02
19260.76 4.3170e-04 5.0018e-01 4.5533e-01 4.4059e-02
20034.10 3.1304e-04 3.8340e-01 5.5880e-01 5.7480e-02
20838.00 3.6563e-04 3.8195e-01 5.4318e-01 7.4504e-02
21647.97 3.1253e-04 3.8573e-01 5.3340e-01 8.0566e-02
22447.94 2.4924e-04 2.4077e-01 6.2422e-01 1.3476e-01
23245.88 3.7277e-04 3.2045e-01 5.4569e-01 1.3349e-01
24052.47 8.2764e-05 1.3785e-01 5.9181e-01 2.7025e-01
24867.72 1.2066e-05 3.6017e-02 6.6623e-01 2.9774e-01
25698.86 4.6252e-05 1.4404e-01 6.1258e-01 2.4334e-01
26587.16 3.8675e-05 1.4352e-01 5.8404e-01 2.7240e-01
27637.54 5.1253e-05 1.3374e-01 5.4998e-01 3.1623e-01
28986.97 8.5222e-05 9.8667e-02 5.2466e-01 3.7659e-01
#TIME: 239.76
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 7.8875e-03 8.5609e-01 1.3310e-01 2.9277e-03
1919.29 1.9097e-02 8.4983e-01 1.2826e-01 2.8187e-03
2581.60 7.7866e-03 8.1116e-01 1.7623e-01 4.8324e-03
3084.17 4.1864e-03 6.9380e-01 2.9170e-01 1.0311e-02
3472.46 2.2633e-03 5.6063e-01 4.1886e-01 1.8249e-02
3909.64 1.5122e-03 4.6771e-01 5.0293e-01 2.7850e-02
4148.46 1.3831e-03 4.7783e-01 4.9332e-01 2.7471e-02
4670.75 1.6887e-03 4.9583e-01 4.7600e-01 2.6482e-02
4956.05 1.0465e-03 4.1423e-01 5.4928e-01 3.5436e-02
5258.79 4.3772e-04 3.2079e-01 6.3449e-01 4.4289e-02
5580.02 1.4904e-04 2.4159e-01 7.0477e-01 5.3491e-02
5920.87 6.4265e-05 1.9625e-01 7.4268e-01 6.1010e-02
6282.54 3.9406e-05 1.6817e-01 7.6368e-01 6.8113e-02
6666.30 3.3431e-05 1.6034e-01 7.7010e-01 6.9525e-02
7073.50 2.8800e-05 1.5556e-01 7.7174e-01 7.2670e-02
7505.58 2.8838e-05 1.4323e-01 7.7715e-01 7.9585e-02
7964.05 3.7373e-05 1.5267e-01 7.6395e-01 8.3345e-02
8450.53 7.2085e-05 1.7963e-01 7.4213e-01 7.8171e-02
8966.72 1.6546e-04 2.3090e-01 6.9812e-01 7.0812e-02
9514.44 3.8428e-04 2.9878e-01 6.3834e-01 6.2489e-02
10095.62 7.9636e-04 3.7851e-01 5.6684e-01 5.3853e-02
10712.30 1.3411e-03 4.6605e-01 4.8922e-01 4.3386e-02
11366.65 2.2888e-03 5.4051e-01 4.2181e-01 3.5392e-02
12061.10 2.4348e-03 5.3865e-01 4.2278e-01 3.6128e-02
12793.43 2.6635e-03 5.6129e-01 4.0279e-01 3.3251e-02
13528.61 2.7292e-03 5.8169e-01 3.8284e-01 3.2745e-02
14194.74 2.6851e-03 6.0615e-01 3.5947e-01 3.1702e-02
14757.77 2.5943e-03 5.9784e-01 3.6465e-01 3.4908e-02
15240.48 3.8445e-03 6.3628e-01 3.3304e-01 2.6837e-02
15646.99 4.1129e-03 6.4704e-01 3.2796e-01 2.0885e-02
15960.30 7.5698e-03 7.8865e-01 1.9712e-01 6.6512e-03
16187.41 7.2967e-03 8.2296e-01 1.6516e-01 4.5900e-03
16354.17 4.9852e-03 8.3438e-01 1.5671e-01 3.9275e-03
16484.18 6.8346e-03 8.1496e-01 1.7326e-01 4.9429e-03
16593.12 3.8344e-03 7.9747e-01 1.9240e-01 6.2924e-03
16691.99 5.9062e-03 7.7192e-01 2.1405e-01 8.1166e-03
16788.59 2.5139e-03 7.5843e-01 2.3095e-01 8.1021e-03
16888.37 1.5886e-03 7.2536e-01 2.6190e-01 1.1152e-02
16998.79 3.2994e-03 7.2298e-01 2.6162e-01 1.2095e-02
17146.37 2.1868e-03 7.3450e-01 2.5091e-01 1.2403e-02
17415.23 1.2021e-03 6.9635e-01 2.8760e-01 1.4849e-02
17888.12 1.0381e-03 6.3229e-01 3.4233e-01 2.4336e-02
18532.37 8.7687e-04 5.6642e-01 3.9837e-01 3.4328e-02
19260.76 4.4446e-04 4.7890e-01 4.8212e-01 3.8529e-02
20034.10 4.1972e-04 3.9872e-01 5.4120e-01 5.9668e-02
20838.00 2.7238e-04 3.3281e-01 5.7945e-01 8.7467e-02
21647.97 4.8611e-04 3.9493e-01 5.1218e-01 9.2405e-02
22447.94 2.7083e-04 2.3157e-01 6.4961e-01 1.1854e-01
23245.88 1.4106e-04 1.5121e-01 6.9677e-01 1.5188e-01
24052.47 7.5732e-05 1.3479e-01 6.7463e-01 1.9050e-01
24867.72 4.1609e-05 1.2704e-01 6.5742e-01 2.1550e-01
25698.86 2.5006e-04 1.9421e-01 5.6905e-01 2.3648e-01
26587.16 1.5519e-04 1.6487e-01 5.6089e-01 2.7409e-01
27637.54 8.6811e-05 1.4832e-01 5.5712e-01 2.9448e-01
28986.97 1.9334e-05 7.8664e-02 5.4571e-01 3.7561e-01
#TIME: 243.21
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 5.8124e-03 7.2827e-01 1.3088e-01 1.3504e-01
1919.29 1.7404e-02 8.5447e-01 1.2545e-01 2.6814e-03
2581.60 7.9226e-03 8.0750e-01 1.7971e-01 4.8644e-03
3084.17 4.2871e-03 6.8154e-01 3.0365e-01 1.0525e-02
3472.46 2.3238e-03 5.6162e-01 4.1819e-01 1.7871e-02
3909.64 1.2914e-03 4.7591e-01 4.9594e-01 2.6865e-02
4148.46 1.3397e-03 4.8072e-01 4.8904e-01 2.8899e-02
4670.75 1.4497e-03 4.9056e-01 4.8063e-01 2.7362e-02
4956.05 1.0385e-03 4.4478e-01 5.2156e-01 3.2614e-02
5258.79 4.2108e-04 3.2145e-01 6.3280e-01 4.5336e-02
5580.02 1.4553e-04 2.4440e-01 7.0253e-01 5.2923e-02
5920.87 6.0730e-05 1.9524e-01 7.4525e-01 5.9446e-02
6282.54 3.9843e-05 1.7179e-01 7.5964e-01 6.8532e-02
6666.30 3.1884e-05 1.5534e-01 7.7481e-01 6.9816e-02
7073.50 3.2197e-05 1.6642e-01 7.6031e-01 7.3237e-02
7505.58 2.9379e-05 1.5412e-01 7.6781e-01 7.8036e-02
7964.05 4.0800e-05 1.6339e-01 7.5759e-01 7.8987e-02
8450.53 7.3434e-05 1.8757e-01 7.3801e-01 7.4342e-02
8966.72 1.7812e-04 2.4516e-01 6.8529e-01 6.9372e-02
9514.44 3.6360e-04 2.9606e-01 6.4107e-01 6.2509e-02
10095.62 7.2998e-04 3.6987e-01 5.7548e-01 5.3919e-02
10712.30 1.3260e-03 4.6592e-01 4.8909e-01 4.3664e-02
11366.65 2.0376e-03 5.1298e-01 4.4760e-01 3.7380e-02
12061.10 3.1094e-03 5.9567e-01 3.7095e-01 3.0272e-02
12793.43 3.9793e-03 6.2764e-01 3.3975e-01 2.8637e-02
13528.61 2.9696e-03 5.9609e-01 3.6776e-01 3.3184e-02
14194.74 3.3618e-03 5.9135e-01 3.7364e-01 3.1643e-02
14757.77 3.0110e-03 5.4947e-01 4.0918e-01 3.8340e-02
15240.48 3.9466e-03 6.1546e-01 3.5264e-01 2.7952e-02
15646.99 3.8800e-03 6.9662e-01 2.8311e-01 1.6387e-02
15960.30 5.7949e-03 7.9151e-01 1.9623e-01 6.4610e-03
16187.41 9.7828e-03 8.2616e-01 1.5936e-01 4.6937e-03
16354.17 1.0151e-02 8.1011e-01 1.7512e-01 4.6190e-03
16484.18 5.0660e-03 8.3493e-01 1.5556e-01 4.4433e-03
16593.12 4.4625e-03 7.8175e-01 2.0723e-01 6.5576e-03
16691.99 4.2949e-03 7.7263e-01 2.1596e-01 7.1139e-03
16788.59 7.0632e-03 7.4401e-01 2.3787e-01 1.1054e-02
16888.37 2.9417e-03 7.3649e-01 2.4967e-01 1.0894e-02
16998.79 2.4327e-03 7.1493e-01 2.7180e-01 1.0838e-02
17146.37 3.0808e-03 7.2379e-01 2.6075e-01 1.2376e-02
17415.23 8.9137e-04 6.7447e-01 3.1012e-01 1.4510e-02
17888.12 1.0356e-03 6.2829e-01 3.4663e-01 2.4044e-02
18532.37 7.7394e-04 6.0288e-01 3.6780e-01 2.8546e-02
19260.76 5.5278e-04 4.9741e-01 4.6264e-01 3.9397e-02
20034.10 3.2658e-04 4.0792e-01 5.3537e-01 5.6377e-02
20838.00 2.9380e-04 3.3463e-01 5.9169e-01 7.3391e-02
21647.97 3.5918e-04 3.7738e-01 5.3721e-01 8.5046e-02
22447.94 2.3706e-04 3.5878e-01 5.4146e-01 9.9522e-02
23245.88 9.5043e-05 2.4096e-01 5.6641e-01 1.9253e-01
24052.47 1.7368e-04 2.4022e-01 5.8793e-01 1.7167e-01
24867.72 3.0073e-04 2.0263e-01 5.8914e-01 2.0793e-01
25698.86 6.4533e-04 9.7278e-02 6.5755e-01 2.4452e-01
26587.16 1.3591e-04 9.7794e-02 6.3475e-01 2.6732e-01
27637.54 1.1809e-05 2.6642e-02 6.4679e-01 3.2656e-01
28986.97 6.4268e-05 1.0121e-01 5.2694e-01 3.7180e-01
#TIME: 246.70
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 4.6589e-02 8.0140e-01 1.4874e-01 3.2764e-03
1919.29 1.5595e-02 8.5734e-01 1.2447e-01 2.5894e-03
2581.60 8.0832e-03 8.1049e-01 1.7669e-01 4.7380e-03
3084.17 4.3155e-03 6.8749e-01 2.9791e-01 1.0289e-02
3472.46 2.3793e-03 5.7804e-01 4.0246e-01 1.7121e-02
3909.64 1.2845e-03 4.6861e-01 5.0304e-01 2.7061e-02
4148.46 1.2997e-03 4.6920e-01 5.0087e-01 2.8635e-02
4670.75 1.5137e-03 5.1493e-01 4.5822e-01 2.5333e-02
4956.05 1.1922e-03 4.2555e-01 5.3820e-01 3.5063e-02
5258.79 4.2590e-04 3.1284e-01 6.4282e-01 4.3912e-02
5580.02 1.5201e-04 2.5042e-01 6.9747e-01 5.1962e-02
5920.87 6.5382e-05 2.0358e-01 7.3815e-01 5.8204e-02
6282.54 4.0549e-05 1.6953e-01 7.6252e-01 6.7913e-02
6666.30 3.2919e-05 1.6037e-01 7.6871e-01 7.0882e-02
7073.50 2.9963e-05 1.5101e-01 7.7395e-01 7.5008e-02
7505.58 3.1589e-05 1.5872e-01 7.6354e-01 7.7711e-02
7964.05 4.1460e-05 1.6100e-01 7.5989e-01 7.9070e-02
8450.53 7.2538e-05 1.8367e-01 7.4069e-01 7.5561e-02
8966.72 1.8552e-04 2.3147e-01 6.9823e-01 7.0112e-02
9514.44 3.5748e-04 2.8997e-01 6.4385e-01 6.5825e-02
10095.62 8.4215e-04 3.7372e-01 5.7099e-01 5.4447e-02
10712.30 1.2920e-03 4.5476e-01 5.0018e-01 4.3775e-02
11366.65 2.0883e-03 5.1942e-01 4.4165e-01 3.6844e-02
12061.10 3.2463e-03 5.8405e-01 3.8111e-01 3.1590e-02
12793.43 3.6604e-03 6.1324e-01 3.5363e-01 2.9473e-02
13528.61 3.2229e-03 6.1446e-01 3.5290e-01 2.9413e-02
14194.74 2.9090e-03 6.0716e-01 3.5854e-01 3.1389e-02
14757.77 3.2588e-03 5.7289e-01 3.9023e-01 3.3627e-02
15240.48 4.8425e-03 6.3527e-01 3.3316e-01 2.6733e-02
15646.99 3.7285e-03 7.0669e-01 2.7587e-01 1.3709e-02
15960.30 5.4182e-03 7.9144e-01 1.9657e-01 6.5701e-03
16187.41 9.8253e-03 8.2787e-01 1.5799e-01 4.3104e-03
16354.17 7.6956e-03 8.3816e-01 1.5018e-01 3.9612e-03
16484.18 4.6033e-03 8.3209e-01 1.5816e-01 5.1462e-03
16593.12 3.9189e-03 8.1338e-01 1.7690e-01 5.7980e-03
16691.99 3.1070e-03 7.8071e-01 2.0939e-01 6.7924e-03
16788.59 2.6551e-03 7.8597e-01 2.0373e-01 7.6482e-03
16888.37 3.1022e-03 7.0427e-01 2.8167e-01 1.0953e-02
16998.79 2.4379e-03 7.4560e-01 2.4160e-01 1.0354e-02
17146.37 2.2061e-03 7.3078e-01 2.5513e-01 1.1878e-02
17415.23 2.4199e-03 7.1318e-01 2.7054e-01 1.3859e-02
17888.12 9.4283e-04 6.2056e-01 3.5720e-01 2.1293e-02
18532.37 6.9987e-04 5.9193e-01 3.8033e-01 2.7048e-02
19260.76 4.9767e-04 5.7470e-01 3.9177e-01 3.3033e-02
20034.10 1.9532e-04 4.0257e-01 5.4243e-01 5.4801e-02
20838.00 1.8223e-04 3.4564e-01 5.6759e-01 8.6582e-02
21647.97 3.4534e-04 3.7049e-01 5.3385e-01 9.5318e-02
22447.94 2.5961e-04 2.2127e-01 6.2392e-01 1.5455e-01
23245.88 1.5833e-04 1.8689e-01 6.6308e-01 1.4987e-01
24052.47 8.4124e-05 1.4435e-01 4.8028e-01 3.7528e-01
24867.72 5.4740e-05 1.0861e-01 6.7758e-01 2.1376e-01
25698.86 2.8650e-04 1.4344e-01 6.1185e-01 2.4443e-01
26587.16 1.0057e-04 1.3155e-01 5.0955e-01 3.5880e-01
27637.54 9.3543e-06 2.6574e-02 3.0025e-01 6.7317e-01
28986.97 6.9605e-05 1.0339e-01 5.2908e-01 3.6746e-01
#TIME: 250.25
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.5155e-02 8.4650e-01 1.3533e-01 3.0141e-03
1919.29 1.3333e-02 8.6441e-01 1.1982e-01 2.4339e-03
2581.60 8.7891e-03 8.1629e-01 1.7043e-01 4.4956e-03
3084.17 4.1611e-03 6.9917e-01 2.8682e-01 9.8571e-03
3472.46 2.3149e-03 5.7360e-01 4.0667e-01 1.7416e-02
3909.64 1.2708e-03 4.4581e-01 5.2391e-01 2.9010e-02
4148.46 1.4711e-03 4.9007e-01 4.8202e-01 2.6433e-02
4670.75 1.6491e-03 5.0520e-01 4.6713e-01 2.6026e-02
4956.05 1.1256e-03 4.3468e-01 5.3098e-01 3.3209e-02
5258.79 4.3823e-04 3.2701e-01 6.2871e-01 4.3848e-02
5580.02 1.5966e-04 2.5529e-01 6.9207e-01 5.2486e-02
5920.87 6.3063e-05 1.9533e-01 7.4529e-01 5.9316e-02
6282.54 4.1466e-05 1.6983e-01 7.6429e-01 6.5835e-02
6666.30 3.3468e-05 1.5644e-01 7.7357e-01 6.9947e-02
7073.50 3.0663e-05 1.4560e-01 7.7991e-01 7.4461e-02
7505.58 3.5754e-05 1.5426e-01 7.6446e-01 8.1252e-02
7964.05 3.9287e-05 1.5387e-01 7.6598e-01 8.0115e-02
8450.53 7.7684e-05 1.9153e-01 7.3014e-01 7.8252e-02
8966.72 2.0197e-04 2.5499e-01 6.7756e-01 6.7249e-02
9514.44 4.0935e-04 3.0720e-01 6.3034e-01 6.2054e-02
10095.62 7.9358e-04 3.7962e-01 5.6539e-01 5.4200e-02
10712.30 1.2778e-03 4.5283e-01 5.0136e-01 4.4534e-02
11366.65 2.0639e-03 5.2351e-01 4.3790e-01 3.6529e-02
12061.10 2.6555e-03 5.9191e-01 3.7450e-01 3.0930e-02
12793.43 3.8668e-03 6.0358e-01 3.6243e-01 3.0124e-02
13528.61 3.1028e-03 5.8900e-01 3.7741e-01 3.0489e-02
14194.74 3.6930e-03 5.9242e-01 3.7261e-01 3.1276e-02
14757.77 2.9133e-03 5.9654e-01 3.6855e-01 3.1989e-02
15240.48 3.0537e-03 6.0390e-01 3.6351e-01 2.9535e-02
15646.99 4.3989e-03 7.1837e-01 2.6382e-01 1.3406e-02
15960.30 8.4174e-03 8.0537e-01 1.8006e-01 6.1527e-03
16187.41 1.6224e-02 8.1629e-01 1.6304e-01 4.4472e-03
16354.17 8.9057e-03 8.4633e-01 1.4147e-01 3.3000e-03
16484.18 5.4712e-03 8.2739e-01 1.6242e-01 4.7196e-03
16593.12 4.1082e-03 8.0347e-01 1.8662e-01 5.7943e-03
16691.99 1.9257e-03 7.3286e-01 2.5647e-01 8.7495e-03
16788.59 1.6086e-03 7.7590e-01 2.1460e-01 7.8868e-03
16888.37 2.1402e-03 7.0922e-01 2.7802e-01 1.0621e-02
16998.79 2.3395e-03 7.6514e-01 2.2278e-01 9.7441e-03
17146.37 2.0581e-03 7.4938e-01 2.3770e-01 1.0862e-02
17415.23 1.8373e-03 6.9400e-01 2.8815e-01 1.6014e-02
17888.12 8.6880e-04 6.3868e-01 3.3923e-01 2.1224e-02
18532.37 7.7346e-04 5.8116e-01 3.8860e-01 2.9469e-02
19260.76 5.4747e-04 5.6712e-01 3.9907e-01 3.3258e-02
20034.10 3.1679e-04 4.1878e-01 5.2801e-01 5.2893e-02
20838.00 3.4690e-04 3.6699e-01 5.6426e-01 6.8405e-02
21647.97 4.0935e-04 3.9557e-01 5.1509e-01 8.8932e-02
22447.94 2.4988e-04 2.9287e-01 6.0214e-01 1.0474e-01
23245.88 6.5779e-05 8.7325e-02 7.5144e-01 1.6117e-01
24052.47 4.1817e-04 1.9320e-01 6.3385e-01 1.7253e-01
24867.72 2.7861e-04 2.4116e-01 5.6697e-01 1.9159e-01
25698.86 2.1030e-04 1.1611e-01 6.4819e-01 2.3549e-01
26587.16 1.6822e-04 1.2979e-01 5.1436e-01 3.5569e-01
27637.54 7.3653e-06 2.4979e-02 3.3101e-01 6.4401e-01
28986.97 1.1471e-04 1.2464e-01 5.4695e-01 3.2829e-01
#TIME: 253.85
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.3268e-02 8.5003e-01 1.3378e-01 2.9250e-03
1919.29 1.3070e-02 8.6587e-01 1.1868e-01 2.3808e-03
2581.60 8.1491e-03 8.1413e-01 1.7314e-01 4.5848e-03
3084.17 4.3228e-03 6.9373e-01 2.9202e-01 9.9221e-03
3472.46 2.3633e-03 5.7487e-01 4.0567e-01 1.7093e-02
3909.64 1.3318e-03 4.6545e-01 5.0665e-01 2.6568e-02
4148.46 1.4613e-03 4.9042e-01 4.8108e-01 2.7036e-02
4670.75 1.9066e-03 5.0583e-01 4.6644e-01 2.5822e-02
4956.05 1.0590e-03 4.1022e-01 5.5420e-01 3.4521e-02
5258.79 4.3555e-04 3.2106e-01 6.3464e-01 4.3862e-02
5580.02 1.7145e-04 2.6019e-01 6.8836e-01 5.1280e-02
5920.87 6.4866e-05 1.9069e-01 7.4758e-01 6.1663e-02
6282.54 4.1990e-05 1.7357e-01 7.5979e-01 6.6601e-02
6666.30 3.5275e-05 1.5895e-01 7.7160e-01 6.9416e-02
7073.50 3.2383e-05 1.5480e-01 7.7254e-01 7.2629e-02
7505.58 3.5488e-05 1.5022e-01 7.7249e-01 7.7249e-02
7964.05 4.3107e-05 1.6369e-01 7.5656e-01 7.9711e-02
8450.53 7.3717e-05 1.7982e-01 7.4376e-01 7.6352e-02
8966.72 1.8123e-04 2.3958e-01 6.8929e-01 7.0946e-02
9514.44 3.7188e-04 2.9156e-01 6.4527e-01 6.2805e-02
10095.62 7.7309e-04 3.7546e-01 5.6947e-01 5.4299e-02
10712.30 1.3763e-03 4.4516e-01 5.0854e-01 4.4921e-02
11366.65 1.9559e-03 5.1733e-01 4.4481e-01 3.5908e-02
12061.10 3.3465e-03 5.9313e-01 3.7291e-01 3.0609e-02
12793.43 3.4872e-03 6.1545e-01 3.5218e-01 2.8888e-02
13528.61 3.8694e-03 5.8686e-01 3.7623e-01 3.3039e-02
14194.74 3.3991e-03 5.9837e-01 3.6726e-01 3.0969e-02
14757.77 3.9747e-03 6.2410e-01 3.4335e-01 2.8574e-02
15240.48 7.7156e-03 6.3941e-01 3.2879e-01 2.4085e-02
15646.99 5.8663e-03 7.0358e-01 2.7583e-01 1.4718e-02
15960.30 7.1524e-03 7.9620e-01 1.9073e-01 5.9126e-03
16187.41 1.1086e-02 8.3390e-01 1.5092e-01 4.0990e-03
16354.17 1.0081e-02 8.4600e-01 1.4008e-01 3.8383e-03
16484.18 8.6183e-03 8.3906e-01 1.4801e-01 4.3098e-03
16593.12 3.6306e-03 8.0474e-01 1.8558e-01 6.0489e-03
16691.99 2.6970e-03 7.6655e-01 2.2346e-01 7.2879e-03
16788.59 2.1891e-03 7.2304e-01 2.6460e-01 1.0178e-02
16888.37 2.6983e-03 7.3698e-01 2.5055e-01 9.7659e-03
16998.79 2.4226e-03 7.4585e-01 2.4250e-01 9.2349e-03
17146.37 3.0936e-03 7.4741e-01 2.3862e-01 1.0868e-02
17415.23 2.4911e-03 6.9333e-01 2.8938e-01 1.4798e-02
17888.12 7.3327e-04 6.3910e-01 3.3945e-01 2.0714e-02
18532.37 4.6485e-04 6.0858e-01 3.6448e-01 2.6478e-02
19260.76 3.6609e-04 5.4816e-01 4.1632e-01 3.5156e-02
20034.10 2.1748e-04 4.1514e-01 5.3352e-01 5.1125e-02
20838.00 4.0456e-04 4.4439e-01 4.9320e-01 6.2002e-02
21647.97 5.3829e-04 3.4080e-01 5.7831e-01 8.0360e-02
22447.94 6.3629e-04 2.7920e-01 5.7857e-01 1.4159e-01
23245.88 1.6988e-04 9.7241e-02 6.8391e-01 2.1868e-01
24052.47 9.7660e-05 1.1137e-01 6.9064e-01 1.9788e-01
24867.72 2.1541e-05 3.0542e-02 6.3155e-01 3.3788e-01
25698.86 1.7679e-04 1.0447e-01 6.7051e-01 2.2485e-01
26587.16 4.9671e-04 1.6146e-01 5.6760e-01 2.7044e-01
27637.54 3.4974e-05 8.3525e-02 6.0229e-01 3.1415e-01
28986.97 2.9387e-05 5.7302e-02 5.9726e-01 3.4541e-01
#TIME: 257.49
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.5523e-02 8.6222e-01 1.1978e-01 2.4737e-03
1919.29 1.2955e-02 8.6977e-01 1.1503e-01 2.2464e-03
2581.60 7.2661e-03 8.2459e-01 1.6401e-01 4.1328e-03
3084.17 4.3422e-03 7.0038e-01 2.8551e-01 9.7736e-03
3472.46 2.2994e-03 5.6229e-01 4.1760e-01 1.7812e-02
3909.64 1.3446e-03 4.7525e-01 4.9734e-01 2.6066e-02
4148.46 1.6710e-03 4.8591e-01 4.8569e-01 2.6724e-02
4670.75 1.6521e-03 5.0660e-01 4.6564e-01 2.6111e-02
4956.05 1.1223e-03 4.2926e-01 5.3617e-01 3.3444e-02
5258.79 4.0588e-04 3.2342e-01 6.3180e-01 4.4376e-02
5580.02 1.7610e-04 2.5006e-01 6.9687e-01 5.2892e-02
5920.87 6.3080e-05 2.0025e-01 7.4044e-01 5.9245e-02
6282.54 4.1904e-05 1.7121e-01 7.6137e-01 6.7382e-02
6666.30 3.6185e-05 1.6492e-01 7.6584e-01 6.9205e-02
7073.50 3.3612e-05 1.5799e-01 7.7072e-01 7.1251e-02
7505.58 3.4214e-05 1.4778e-01 7.7362e-01 7.8575e-02
7964.05 4.1156e-05 1.5364e-01 7.6437e-01 8.1946e-02
8450.53 8.1873e-05 1.9826e-01 7.2501e-01 7.6649e-02
8966.72 1.7988e-04 2.3751e-01 6.9430e-01 6.8012e-02
9514.44 3.7459e-04 2.9165e-01 6.4498e-01 6.3001e-02
10095.62 8.1855e-04 3.8502e-01 5.6141e-01 5.2744e-02
10712.30 1.3211e-03 4.7871e-01 4.7781e-01 4.2163e-02
11366.65 1.7329e-03 5.0759e-01 4.5266e-01 3.8017e-02
12061.10 2.4162e-03 5.8573e-01 3.8055e-01 3.1302e-02
12793.43 3.0390e-03 5.7958e-01 3.8648e-01 3.0901e-02
13528.61 3.7842e-03 6.1945e-01 3.4862e-01 2.8150e-02
14194.74 3.7614e-03 6.0387e-01 3.6082e-01 3.1546e-02
14757.77 3.2572e-03 6.0713e-01 3.6153e-01 2.8088e-02
15240.48 5.4165e-03 6.5664e-01 3.1524e-01 2.2709e-02
15646.99 7.3101e-03 7.3376e-01 2.4714e-01 1.1797e-02
15960.30 8.6308e-03 8.0648e-01 1.7933e-01 5.5626e-03
16187.41 8.1144e-03 8.2718e-01 1.6028e-01 4.4280e-03
16354.17 1.0567e-02 8.3668e-01 1.4889e-01 3.8585e-03
16484.18 5.9204e-03 8.4161e-01 1.4826e-01 4.2102e-03
16593.12 4.8753e-03 7.9946e-01 1.8980e-01 5.8598e-03
16691.99 3.7499e-03 7.4556e-01 2.4249e-01 8.1979e-03
16788.59 1.7531e-03 6.6216e-01 3.1863e-01 1.7455e-02
16888.37 3.0682e-03 7.8031e-01 2.0851e-01 8.1186e-03
16998.79 1.8216e-03 7.2598e-01 2.6182e-01 1.0373e-02
17146.37 2.5213e-03 7.4132e-01 2.4541e-01 1.0750e-02
17415.23 1.8264e-03 6.8684e-01 2.9663e-01 1.4699e-02
17888.12 9.3767e-04 6.6325e-01 3.1562e-01 2.0188e-02
18532.37 5.6777e-04 6.0629e-01 3.7070e-01 2.2448e-02
19260.76 5.4259e-04 5.1235e-01 4.4593e-01 4.1171e-02
20034.10 3.7604e-04 4.9105e-01 4.6358e-01 4.5001e-02
20838.00 3.0537e-04 4.2758e-01 5.1448e-01 5.7636e-02
21647.97 2.7877e-04 3.6230e-01 5.5383e-01 8.3590e-02
22447.94 1.4937e-04 2.1370e-01 6.8188e-01 1.0427e-01
23245.88 8.0261e-05 5.5664e-02 7.8643e-01 1.5783e-01
24052.47 2.3277e-04 1.1426e-01 7.0510e-01 1.8041e-01
24867.72 1.1241e-04 1.1390e-01 6.7838e-01 2.0760e-01
25698.86 1.5195e-04 2.1547e-01 5.6502e-01 2.1936e-01
26587.16 1.9802e-04 1.4787e-01 6.0621e-01 2.4572e-01
27637.54 1.5628e-04 1.4949e-01 5.6113e-01 2.8922e-01
28986.97 9.8095e-05 1.1212e-01 5.3658e-01 3.5121e-01
#TIME: 261.20
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
