#NTIMES: 50
#NSTAGES 4
#TIMES[d]: 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
20034.10 2.2061e-04 3.7583e-01 5.6393e-01 6.0020e-02
20838.00 1.4986e-04 3.3438e-01 5.7819e-01 8.7280e-02
21647.97 1.0689e-04 1.9021e-01 6.8079e-01 1.2889e-01
22447.94 1.0729e-04 2.4448e-01 6.3714e-01 1.1828e-01
23245.88 1.0594e-04 2.5981e-01 5.6573e-01 1.7435e-01
24052.47 1.1656e-04 2.5903e-01 5.5996e-01 1.8089e-01
24867.72 1.1724e-04 1.8820e-01 5.3842e-01 2.7326e-01
25698.86 5.4222e-05 1.7953e-01 5.6380e-01 2.5662e-01
26587.16 5.3547e-05 1.5300e-01 5.5800e-01 2.8894e-01
27637.54 2.3768e-05 1.1348e-01 5.3637e-01 3.5012e-01
28986.97 5.9359e-05 9.2221e-02 5.1836e-01 3.8936e-01
#TIME: 216.97
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 9.6645e-03 8.3947e-01 1.4737e-01 3.4972e-03
1919.29 7.9673e-03 8.5706e-01 1.3211e-01 2.8586e-03
2581.60 6.8036e-03 7.9686e-01 1.9093e-01 5.4025e-03
3084.17 4.0231e-03 6.7764e-01 3.0755e-01 1.0785e-02
3472.46 2.1841e-03 5.4958e-01 4.2938e-01 1.8849e-02
3909.64 1.1064e-03 4.5176e-01 5.1869e-01 2.8444e-02
4148.46 1.2370e-03 4.6359e-01 5.0588e-01 2.9297e-02
4670.75 1.4606e-03 4.8002e-01 4.8982e-01 2.8703e-02
4956.05 7.5447e-04 4.0590e-01 5.5859e-01 3.4755e-02
5258.79 4.0593e-04 3.1578e-01 6.3930e-01 4.4517e-02
5580.02 1.3919e-04 2.4918e-01 6.9896e-01 5.1728e-02
5920.87 5.5559e-05 2.0382e-01 7.3736e-01 5.8765e-02
6282.54 3.7616e-05 1.6742e-01 7.6568e-01 6.6857e-02
6666.30 3.3064e-05 1.6229e-01 7.6863e-01 6.9044e-02
7073.50 3.1758e-05 1.5895e-01 7.6744e-01 7.3585e-02
7505.58 3.2681e-05 1.6108e-01 7.6154e-01 7.7342e-02
7964.05 3.7430e-05 1.5959e-01 7.6126e-01 7.9116e-02
8450.53 8.3148e-05 1.9180e-01 7.3127e-01 7.6856e-02
8966.72 1.7886e-04 2.3967e-01 6.9295e-01 6.7196e-02
9514.44 3.7796e-04 3.0083e-01 6.3700e-01 6.1790e-02
10095.62 8.2599e-04 3.8850e-01 5.5974e-01 5.0929e-02
10712.30 1.4096e-03 4.7638e-01 4.7999e-01 4.2216e-02
11366.65 1.9791e-03 5.3332e-01 4.2908e-01 3.5619e-02
12061.10 2.5858e-03 5.7573e-01 3.8804e-01 3.3652e-02
12793.43 3.0106e-03 5.8415e-01 3.7973e-01 3.3105e-02
13528.61 3.6409e-03 5.7602e-01 3.8564e-01 3.4690e-02
14194.74 3.1431e-03 5.8333e-01 3.7828e-01 3.5241e-02
14757.77 2.3052e-03 5.7604e-01 3.8347e-01 3.8181e-02
15240.48 2.1903e-03 6.0432e-01 3.6269e-01 3.0798e-02
15646.99 4.2767e-03 7.2006e-01 2.6210e-01 1.3565e-02
15960.30 4.9789e-03 7.8584e-01 2.0189e-01 7.2932e-03
16187.41 6.0318e-03 8.1612e-01 1.7285e-01 4.9980e-03
16354.17 5.5717e-03 8.2852e-01 1.6121e-01 4.6950e-03
16484.18 3.8570e-03 7.8554e-01 2.0503e-01 5.5727e-03
16593.12 2.9603e-03 7.9821e-01 1.9219e-01 6.6431e-03
16691.99 2.9993e-03 7.7150e-01 2.1675e-01 8.7550e-03
16788.59 3.1954e-03 7.3916e-01 2.4811e-01 9.5395e-03
16888.37 1.7668e-03 7.4734e-01 2.4013e-01 1.0757e-02
16998.79 1.7035e-03 7.1356e-01 2.6833e-01 1.6409e-02
17146.37 1.5069e-03 7.3560e-01 2.5014e-01 1.2754e-02
17415.23 9.7000e-04 6.4516e-01 3.3387e-01 1.9993e-02
17888.12 4.6674e-04 5.6618e-01 4.0552e-01 2.7828e-02
18532.37 4.8202e-04 5.3562e-01 4.3017e-01 3.3735e-02
19260.76 3.4199e-04 4.5041e-01 5.0632e-01 4.2928e-02
20034.10 1.9280e-04 3.8474e-01 5.5060e-01 6.4461e-02
20838.00 1.4369e-04 3.2010e-01 5.9131e-01 8.8448e-02
21647.97 1.6479e-04 2.2854e-01 6.6851e-01 1.0279e-01
22447.94 1.7571e-04 1.8537e-01 6.8906e-01 1.2540e-01
23245.88 1.2557e-04 2.3431e-01 6.0588e-01 1.5968e-01
24052.47 1.1425e-04 1.3144e-01 6.6801e-01 2.0044e-01
24867.72 1.7559e-04 1.9285e-01 5.5676e-01 2.5021e-01
25698.86 1.5072e-04 1.8450e-01 5.7884e-01 2.3652e-01
26587.16 3.7998e-04 1.4015e-01 5.3327e-01 3.2620e-01
27637.54 5.5851e-05 1.1616e-01 5.3854e-01 3.4525e-01
28986.97 1.4092e-05 3.4896e-02 5.7783e-01 3.8726e-01
#TIME: 220.09
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 8.8375e-03 8.5152e-01 1.3657e-01 3.0716e-03
1919.29 8.0882e-03 8.5786e-01 1.3122e-01 2.8300e-03
2581.60 7.0507e-03 8.0103e-01 1.8668e-01 5.2393e-03
3084.17 4.2322e-03 6.7532e-01 3.0951e-01 1.0936e-02
3472.46 2.2199e-03 5.6288e-01 4.1698e-01 1.7920e-02
3909.64 1.0634e-03 4.3783e-01 5.3212e-01 2.8985e-02
4148.46 1.4310e-03 4.7951e-01 4.9081e-01 2.8250e-02
4670.75 1.5115e-03 4.7539e-01 4.9489e-01 2.8207e-02
4956.05 8.1745e-04 4.1580e-01 5.4866e-01 3.4732e-02
5258.79 4.0894e-04 3.1683e-01 6.3811e-01 4.4651e-02
5580.02 1.4208e-04 2.4580e-01 7.0086e-01 5.3194e-02
5920.87 5.6833e-05 1.9761e-01 7.4058e-01 6.1746e-02
6282.54 3.2840e-05 1.6089e-01 7.7130e-01 6.7775e-02
6666.30 3.3974e-05 1.6640e-01 7.6374e-01 6.9824e-02
7073.50 3.1284e-05 1.5696e-01 7.6950e-01 7.3512e-02
7505.58 3.0434e-05 1.4680e-01 7.7445e-01 7.8719e-02
7964.05 3.9477e-05 1.6754e-01 7.5196e-01 8.0458e-02
8450.53 8.2840e-05 1.9004e-01 7.3682e-01 7.3066e-02
8966.72 1.6611e-04 2.4106e-01 6.9017e-01 6.8607e-02
9514.44 3.7705e-04 3.0368e-01 6.3267e-01 6.3267e-02
10095.62 7.5166e-04 3.7183e-01 5.7296e-01 5.4453e-02
10712.30 1.3068e-03 4.8158e-01 4.7479e-01 4.2329e-02
11366.65 1.5582e-03 5.0524e-01 4.5538e-01 3.7824e-02
12061.10 2.5005e-03 5.4481e-01 4.1484e-01 3.7853e-02
12793.43 2.8124e-03 5.9604e-01 3.6974e-01 3.1405e-02
13528.61 2.6796e-03 5.7395e-01 3.8919e-01 3.4177e-02
14194.74 3.0146e-03 5.6184e-01 3.9826e-01 3.6881e-02
14757.77 2.9228e-03 5.7142e-01 3.8876e-01 3.6890e-02
15240.48 4.3781e-03 6.0905e-01 3.5649e-01 3.0082e-02
15646.99 2.9853e-03 7.1029e-01 2.7132e-01 1.5397e-02
15960.30 5.3659e-03 7.7740e-01 2.0937e-01 7.8654e-03
16187.41 7.3091e-03 7.9950e-01 1.8741e-01 5.7761e-03
16354.17 5.6148e-03 8.2620e-01 1.6355e-01 4.6365e-03
16484.18 2.4629e-03 8.0708e-01 1.8494e-01 5.5175e-03
16593.12 2.7082e-03 7.9460e-01 1.9604e-01 6.6500e-03
16691.99 3.4857e-03 7.5826e-01 2.2994e-01 8.3150e-03
16788.59 2.2897e-03 6.8350e-01 2.9933e-01 1.4887e-02
16888.37 2.9933e-03 7.0714e-01 2.7820e-01 1.1659e-02
16998.79 1.7637e-03 7.3205e-01 2.5531e-01 1.0877e-02
17146.37 1.3916e-03 7.1649e-01 2.7016e-01 1.1956e-02
17415.23 1.2575e-03 6.5007e-01 3.3026e-01 1.8415e-02
17888.12 5.9871e-04 5.6886e-01 4.0091e-01 2.9629e-02
18532.37 4.7990e-04 5.2422e-01 4.4284e-01 3.2456e-02
19260.76 3.5836e-04 5.2003e-01 4.3622e-01 4.3393e-02
20034.10 2.1728e-04 3.9692e-01 5.3921e-01 6.3650e-02
20838.00 1.5651e-04 3.6533e-01 5.5570e-01 7.8813e-02
21647.97 1.5454e-04 3.3271e-01 5.7704e-01 9.0101e-02
22447.94 1.2305e-04 1.8951e-01 6.8263e-01 1.2774e-01
23245.88 5.7831e-05 1.6749e-01 6.7776e-01 1.5469e-01
24052.47 1.4458e-04 2.3729e-01 5.7650e-01 1.8607e-01
24867.72 3.7065e-04 2.0285e-01 5.6702e-01 2.2975e-01
25698.86 5.1830e-05 6.2419e-02 6.7027e-01 2.6726e-01
26587.16 7.9518e-05 3.7350e-02 6.5486e-01 3.0771e-01
27637.54 1.8764e-05 4.0538e-02 6.1622e-01 3.4323e-01
28986.97 5.3221e-05 9.4866e-02 5.2561e-01 3.7947e-01
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 7.6245e-03 8.4318e-01 1.4584e-01 3.3578e-03
1919.29 9.2536e-03 8.5795e-01 1.3004e-01 2.7591e-03
2581.60 7.2523e-03 7.9861e-01 1.8891e-01 5.2223e-03
3084.17 3.9602e-03 6.7161e-01 3.1338e-01 1.1045e-02
3472.46 2.0909e-03 5.5939e-01 4.2035e-01 1.8172e-02
3909.64 1.2373e-03 4.5227e-01 5.1680e-01 2.9700e-02
4148.46 1.4147e-03 4.5787e-01 5.1108e-01 2.9640e-02
4670.75 1.4469e-03 4.9877e-01 4.7241e-01 2.7371e-02
4956.05 1.0296e-03 4.1009e-01 5.5371e-01 3.5170e-02
5258.79 4.1109e-04 3.2813e-01 6.2794e-01 4.3524e-02
5580.02 1.4080e-04 2.4125e-01 7.0520e-01 5.3406e-02
5920.87 5.6174e-05 1.9877e-01 7.4054e-01 6.0628e-02
6282.54 3.4317e-05 1.5969e-01 7.7452e-01 6.5756e-02
6666.30 3.4049e-05 1.6260e-01 7.6604e-01 7.1331e-02
7073.50 2.9468e-05 1.4744e-01 7.8093e-01 7.1605e-02
7505.58 2.9067e-05 1.4039e-01 7.8137e-01 7.8209e-02
7964.05 3.7618e-05 1.6224e-01 7.5854e-01 7.9183e-02
8450.53 7.7302e-05 1.8863e-01 7.3524e-01 7.6062e-02
8966.72 1.6267e-04 2.2824e-01 7.0117e-01 7.0419e-02
9514.44 3.6897e-04 2.9969e-01 6.3711e-01 6.2827e-02
10095.62 7.4080e-04 3.8055e-01 5.6432e-01 5.4387e-02
10712.30 1.1542e-03 4.6813e-01 4.8723e-01 4.3486e-02
11366.65 1.5876e-03 4.9916e-01 4.6078e-01 3.8469e-02
12061.10 2.3793e-03 5.4998e-01 4.1255e-01 3.5090e-02
12793.43 3.0639e-03 5.9714e-01 3.6783e-01 3.1970e-02
13528.61 3.3512e-03 5.6436e-01 3.9463e-01 3.7652e-02
14194.74 3.5890e-03 5.3082e-01 4.2430e-01 4.1294e-02
14757.77 2.1545e-03 5.7453e-01 3.8684e-01 3.6475e-02
15240.48 4.2385e-03 5.9218e-01 3.7352e-01 3.0067e-02
15646.99 3.9548e-03 6.9990e-01 2.8011e-01 1.6032e-02
15960.30 6.3246e-03 7.8231e-01 2.0416e-01 7.1985e-03
16187.41 8.0218e-03 8.2288e-01 1.6420e-01 4.8984e-03
16354.17 6.4949e-03 8.2764e-01 1.6117e-01 4.6977e-03
16484.18 5.5157e-03 8.1687e-01 1.7227e-01 5.3419e-03
16593.12 4.7417e-03 8.0127e-01 1.8753e-01 6.4539e-03
16691.99 2.0678e-03 7.2246e-01 2.6618e-01 9.2936e-03
16788.59 3.5061e-03 7.1745e-01 2.6825e-01 1.0787e-02
16888.37 3.5293e-03 7.4267e-01 2.4194e-01 1.1860e-02
16998.79 1.9772e-03 7.0055e-01 2.8369e-01 1.3779e-02
17146.37 1.2954e-03 7.0702e-01 2.7843e-01 1.3259e-02
17415.23 1.2013e-03 6.5735e-01 3.2397e-01 1.7486e-02
17888.12 7.0601e-04 5.8834e-01 3.8533e-01 2.5622e-02
18532.37 4.1031e-04 5.5783e-01 4.0994e-01 3.1824e-02
19260.76 2.9721e-04 5.0616e-01 4.5217e-01 4.1372e-02
20034.10 2.4717e-04 4.2178e-01 5.1484e-01 6.3132e-02
20838.00 3.1624e-04 4.3601e-01 4.9416e-01 6.9511e-02
21647.97 1.8877e-04 2.9200e-01 6.1498e-01 9.2830e-02
22447.94 1.1294e-04 2.4120e-01 6.3925e-01 1.1943e-01
23245.88 1.1186e-04 1.6588e-01 6.7232e-01 1.6169e-01
24052.47 8.5627e-05 1.3875e-01 6.6742e-01 1.9374e-01
24867.72 6.0828e-05 1.4579e-01 5.8163e-01 2.7252e-01
25698.86 7.7782e-05 1.1794e-01 6.2541e-01 2.5658e-01
26587.16 1.2396e-04 1.6032e-01 5.6008e-01 2.7948e-01
27637.54 1.6731e-04 1.0127e-01 5.5946e-01 3.3910e-01
28986.97 8.1301e-05 4.2121e-02 5.8248e-01 3.7532e-01
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.0300e-02 8.4586e-01 1.4061e-01 3.2274e-03
1919.29 9.7269e-03 8.6032e-01 1.2727e-01 2.6831e-03
2581.60 6.9632e-03 8.0306e-01 1.8481e-01 5.1671e-03
3084.17 3.9673e-03 6.8073e-01 3.0471e-01 1.0589e-02
3472.46 2.1184e-03 5.5019e-01 4.2914e-01 1.8553e-02
3909.64 1.2492e-03 4.5709e-01 5.1406e-01 2.7610e-02
4148.46 1.2302e-03 4.5567e-01 5.1347e-01 2.9637e-02
4670.75 1.3911e-03 4.8435e-01 4.8679e-01 2.7466e-02
4956.05 8.7711e-04 3.9921e-01 5.6326e-01 3.6656e-02
5258.79 4.3072e-04 3.3872e-01 6.1775e-01 4.3091e-02
5580.02 1.4163e-04 2.4966e-01 6.9767e-01 5.2532e-02
5920.87 5.7457e-05 1.9528e-01 7.4379e-01 6.0868e-02
6282.54 3.7816e-05 1.6748e-01 7.6524e-01 6.7237e-02
6666.30 3.5599e-05 1.6796e-01 7.6181e-01 7.0195e-02
7073.50 3.3289e-05 1.6322e-01 7.6427e-01 7.2478e-02
7505.58 3.0194e-05 1.5247e-01 7.6929e-01 7.8204e-02
7964.05 4.0945e-05 1.6601e-01 7.5240e-01 8.1543e-02
8450.53 7.7979e-05 1.9218e-01 7.3070e-01 7.7044e-02
8966.72 1.6401e-04 2.3529e-01 6.9207e-01 7.2467e-02
9514.44 3.6976e-04 3.0193e-01 6.3625e-01 6.1446e-02
10095.62 6.7858e-04 3.7717e-01 5.6848e-01 5.3667e-02
10712.30 1.2089e-03 4.5914e-01 4.9552e-01 4.4126e-02
11366.65 1.7001e-03 5.3467e-01 4.2726e-01 3.6370e-02
12061.10 2.3372e-03 5.5156e-01 4.1148e-01 3.4626e-02
12793.43 2.5813e-03 5.7732e-01 3.8720e-01 3.2899e-02
13528.61 4.7402e-03 5.8515e-01 3.7545e-01 3.4656e-02
14194.74 2.7123e-03 5.6638e-01 3.9571e-01 3.5197e-02
14757.77 1.9767e-03 5.2148e-01 4.2749e-01 4.9051e-02
15240.48 2.7663e-03 6.0416e-01 3.6273e-01 3.0341e-02
15646.99 5.7067e-03 7.0632e-01 2.7292e-01 1.5056e-02
15960.30 4.4714e-03 7.9352e-01 1.9476e-01 7.2462e-03
16187.41 6.8266e-03 8.1993e-01 1.6839e-01 4.8623e-03
16354.17 7.4145e-03 8.1707e-01 1.7059e-01 4.9269e-03
16484.18 6.3743e-03 8.2069e-01 1.6788e-01 5.0464e-03
16593.12 4.4001e-03 7.8383e-01 2.0447e-01 7.2963e-03
16691.99 5.5510e-03 7.8609e-01 2.0038e-01 7.9760e-03
16788.59 2.2675e-03 7.4482e-01 2.4296e-01 9.9482e-03
16888.37 2.3109e-03 6.7740e-01 3.0853e-01 1.1764e-02
16998.79 1.9215e-03 7.2206e-01 2.6394e-01 1.2078e-02
17146.37 1.3908e-03 6.8079e-01 3.0089e-01 1.6934e-02
17415.23 1.1492e-03 6.5993e-01 3.2137e-01 1.7547e-02
17888.12 6.9265e-04 5.8719e-01 3.8720e-01 2.4919e-02
18532.37 4.7184e-04 5.4666e-01 4.1999e-01 3.2886e-02
19260.76 2.6990e-04 5.0137e-01 4.5641e-01 4.1947e-02
20034.10 2.3475e-04 3.9476e-01 5.4069e-01 6.4313e-02
20838.00 1.7156e-04 3.9543e-01 5.3415e-01 7.0252e-02
21647.97 9.5823e-05 1.9943e-01 6.8925e-01 1.1123e-01
22447.94 2.1177e-04 3.3000e-01 5.5883e-01 1.1096e-01
23245.88 1.2922e-04 1.9211e-01 6.4865e-01 1.5910e-01
24052.47 1.6105e-04 2.3720e-01 5.7943e-01 1.8321e-01
24867.72 3.8384e-04 2.2167e-01 5.6514e-01 2.1280e-01
25698.86 3.9017e-05 4.0305e-02 6.5317e-01 3.0649e-01
26587.16 1.5858e-05 5.0483e-02 6.5623e-01 2.9327e-01
27637.54 7.5378e-05 1.4380e-01 5.5561e-01 3.0052e-01
28986.97 2.6987e-05 9.7362e-02 5.2384e-01 3.7877e-01
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 8.7741e-03 8.4401e-01 1.4387e-01 3.3426e-03
1919.29 6.0977e-03 8.3215e-01 1.5812e-01 3.6290e-03
2581.60 7.1189e-03 8.0526e-01 1.8253e-01 5.0982e-03
3084.17 3.9015e-03 6.7345e-01 3.1158e-01 1.1070e-02
3472.46 1.9817e-03 5.5300e-01 4.2675e-01 1.8267e-02
3909.64 1.2753e-03 4.6921e-01 5.0088e-01 2.8638e-02
4148.46 1.3670e-03 4.6152e-01 5.0782e-01 2.9294e-02
4670.75 1.4673e-03 4.8112e-01 4.8984e-01 2.7581e-02
4956.05 1.1172e-03 4.5105e-01 5.1548e-01 3.2353e-02
5258.79 4.1366e-04 3.1753e-01 6.3695e-01 4.5104e-02
5580.02 1.4035e-04 2.4430e-01 7.0202e-01 5.3541e-02
5920.87 5.9635e-05 2.0356e-01 7.3602e-01 6.0369e-02
6282.54 3.8332e-05 1.7416e-01 7.6000e-01 6.5807e-02
6666.30 3.3507e-05 1.6176e-01 7.6838e-01 6.9830e-02
7073.50 3.2492e-05 1.5347e-01 7.7402e-01 7.2478e-02
7505.58 2.9277e-05 1.4388e-01 7.7791e-01 7.8182e-02
7964.05 4.0952e-05 1.5987e-01 7.6101e-01 7.9080e-02
8450.53 7.3398e-05 1.8158e-01 7.4211e-01 7.6229e-02
8966.72 1.7626e-04 2.4292e-01 6.8690e-01 7.0004e-02
9514.44 3.3769e-04 2.8263e-01 6.5313e-01 6.3903e-02
10095.62 7.8712e-04 3.7350e-01 5.7165e-01 5.4062e-02
10712.30 1.3008e-03 4.6091e-01 4.9436e-01 4.3431e-02
11366.65 1.8006e-03 5.2357e-01 4.3866e-01 3.5972e-02
12061.10 2.7634e-03 5.6744e-01 3.9628e-01 3.3513e-02
12793.43 3.0337e-03 5.9779e-01 3.6797e-01 3.1211e-02
13528.61 4.2730e-03 6.0462e-01 3.5962e-01 3.1492e-02
14194.74 4.1443e-03 5.5030e-01 4.0825e-01 3.7305e-02
14757.77 3.0211e-03 5.7646e-01 3.8357e-01 3.6950e-02
15240.48 3.2444e-03 6.1870e-01 3.4825e-01 2.9799e-02
15646.99 5.2118e-03 6.9899e-01 2.7982e-01 1.5981e-02
15960.30 7.6158e-03 7.9900e-01 1.8697e-01 6.4142e-03
16187.41 8.7115e-03 8.1973e-01 1.6666e-01 4.8963e-03
16354.17 5.6552e-03 8.3623e-01 1.5384e-01 4.2712e-03
16484.18 5.1853e-03 8.2645e-01 1.6348e-01 4.8797e-03
16593.12 3.4180e-03 7.9842e-01 1.9168e-01 6.4853e-03
16691.99 3.6477e-03 7.8811e-01 2.0041e-01 7.8306e-03
16788.59 2.6556e-03 7.4665e-01 2.4174e-01 8.9508e-03
16888.37 3.0725e-03 6.9372e-01 2.9021e-01 1.2998e-02
16998.79 1.5698e-03 7.3205e-01 2.5480e-01 1.1582e-02
17146.37 1.4885e-03 7.0968e-01 2.7434e-01 1.4498e-02
17415.23 1.1051e-03 6.4499e-01 3.3497e-01 1.8933e-02
17888.12 6.4626e-04 6.0248e-01 3.7120e-01 2.5679e-02
18532.37 4.6831e-04 5.5462e-01 4.1198e-01 3.2934e-02
19260.76 3.2326e-04 5.0106e-01 4.5624e-01 4.2378e-02
20034.10 3.4148e-04 3.8949e-01 5.2284e-01 8.7325e-02
20838.00 3.7181e-04 4.3849e-01 4.8787e-01 7.3264e-02
21647.97 1.3628e-04 3.0819e-01 5.9448e-01 9.7191e-02
22447.94 2.2652e-04 2.6438e-01 6.1900e-01 1.1639e-01
23245.88 1.3693e-04 1.4291e-01 7.0704e-01 1.4992e-01
24052.47 1.1771e-04 2.1031e-01 6.0755e-01 1.8202e-01
24867.72 8.9982e-05 1.2141e-01 6.4752e-01 2.3098e-01
25698.86 3.3580e-05 3.7731e-02 6.9893e-01 2.6331e-01
26587.16 3.3748e-05 7.2474e-02 6.3557e-01 2.9193e-01
27637.54 1.2998e-05 2.2121e-02 4.4360e-01 5.3427e-01
28986.97 1.7607e-04 9.8228e-02 5.2455e-01 3.7705e-01
#TIME: 233.01
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 9.0172e-03 8.5327e-01 1.3470e-01 3.0052e-03
1919.29 5.3453e-02 7.9954e-01 1.4382e-01 3.1870e-03
2581.60 6.8135e-03 8.0678e-01 1.8145e-01 4.9618e-03
3084.17 4.0744e-03 6.8102e-01 3.0439e-01 1.0516e-02
3472.46 1.9916e-03 5.6020e-01 4.1961e-01 1.8196e-02
3909.64 1.3217e-03 4.6465e-01 5.0641e-01 2.7616e-02
4148.46 1.3534e-03 4.7374e-01 4.9649e-01 2.8412e-02
4670.75 1.4857e-03 5.0422e-01 4.6780e-01 2.6497e-02
4956.05 9.3987e-04 3.8827e-01 5.7522e-01 3.5569e-02
5258.79 4.3192e-04 3.2820e-01 6.2740e-01 4.3967e-02
5580.02 1.5491e-04 2.5203e-01 6.9553e-01 5.2282e-02
5920.87 6.7563e-05 2.1381e-01 7.2738e-01 5.8745e-02
6282.54 4.0453e-05 1.7431e-01 7.5910e-01 6.6544e-02
6666.30 3.3200e-05 1.5987e-01 7.6971e-01 7.0381e-02
7073.50 2.8315e-05 1.4744e-01 7.7690e-01 7.5622e-02
7505.58 3.0253e-05 1.4577e-01 7.7625e-01 7.7952e-02
7964.05 3.7875e-05 1.5085e-01 7.6912e-01 7.9994e-02
8450.53 7.7126e-05 1.9596e-01 7.2779e-01 7.6175e-02
8966.72 1.7678e-04 2.4117e-01 6.9010e-01 6.8556e-02
9514.44 3.5002e-04 2.8811e-01 6.4819e-01 6.3347e-02
10095.62 7.4434e-04 3.7705e-01 5.6784e-01 5.4366e-02
10712.30 1.5793e-03 4.6144e-01 4.9368e-01 4.3301e-02
11366.65 1.9912e-03 5.3546e-01 4.2712e-01 3.5431e-02
12061.10 2.4067e-03 5.2389e-01 4.3717e-01 3.6531e-02
12793.43 3.4176e-03 6.1789e-01 3.4866e-01 3.0038e-02
13528.61 3.5365e-03 5.9543e-01 3.6925e-01 3.1783e-02
14194.74 3.4756e-03 5.6108e-01 3.9498e-01 4.0456e-02
14757.77 3.2227e-03 5.4330e-01 4.1269e-01 4.0792e-02
15240.48 4.2401e-03 6.3075e-01 3.3897e-01 2.6040e-02
15646.99 4.7824e-03 7.0688e-01 2.7289e-01 1.5441e-02
15960.30 6.1149e-03 7.9387e-01 1.9308e-01 6.9378e-03
16187.41 7.5363e-03 8.2036e-01 1.6684e-01 5.2675e-03
16354.17 4.6099e-03 8.2538e-01 1.6533e-01 4.6765e-03
16484.18 8.1330e-03 8.0997e-01 1.7666e-01 5.2333e-03
16593.12 2.1111e-03 8.0821e-01 1.8340e-01 6.2744e-03
16691.99 2.4506e-03 8.0044e-01 1.8992e-01 7.1922e-03
16788.59 4.2881e-03 7.8102e-01 2.0636e-01 8.3324e-03
16888.37 3.0344e-03 7.3700e-01 2.4889e-01 1.1080e-02
16998.79 2.0101e-03 7.3101e-01 2.5560e-01 1.1386e-02
17146.37 1.2107e-03 7.3916e-01 2.4720e-01 1.2431e-02
17415.23 1.4341e-03 6.6853e-01 3.1212e-01 1.7915e-02
17888.12 8.1932e-04 6.2724e-01 3.4839e-01 2.3553e-02
18532.37 6.0883e-04 5.7735e-01 3.8837e-01 3.3671e-02
19260.76 2.8286e-04 5.2340e-01 4.3405e-01 4.2270e-02
20034.10 2.9444e-04 3.9910e-01 5.3013e-01 7.0483e-02
20838.00 2.6508e-04 4.0764e-01 5.2391e-01 6.8187e-02
21647.97 1.6587e-04 2.7960e-01 6.2079e-01 9.9445e-02
22447.94 1.3093e-04 2.7296e-01 6.0850e-01 1.1841e-01
23245.88 5.3638e-05 1.7847e-01 6.6641e-01 1.5507e-01
24052.47 1.5289e-04 2.0287e-01 6.0795e-01 1.8903e-01
24867.72 8.4812e-05 7.5841e-02 6.8618e-01 2.3789e-01
25698.86 4.3723e-05 3.2533e-02 7.0396e-01 2.6346e-01
26587.16 2.2148e-05 6.6829e-02 6.4098e-01 2.9216e-01
27637.54 1.4190e-05 2.1840e-02 6.3771e-01 3.4043e-01
28986.97 6.5979e-05 9.6964e-02 5.2290e-01 3.8007e-01
#TIME: 236.36
#NVEL 78
#vel_mid[km/s] o0 o1 o2 o3
1060.83 1.6469e-02 8.5098e-01 1.2973e-01 2.8191e-03
1919.29 1.7975e-02 8.4875e-01 1.3035e-01 2.9270e-03
2581.60 7.2939e-03 8.0563e-01 1.8209e-01 4.9850e-03
3084.17 4.2731e-03 6.7369e-01 3.1114e-01 1.0890e-02
3472.46 2.0744e-03 5.6472e-01 4.1520e-01 1.8008e-02
3909.64 1.2957e-03 4.7076e-01 5.0099e-01 2.6958e-02
4148.46 1.3861e-03 4.6160e-01 5.0780e-01 2.9209e-02
4670.75 1.4490e-03 4.8933e-01 4.8180e-01 2.7420e-02
4956.05 9.8416e-04 4.1493e-01 5.4969e-01 3.4392e-02
5258.79 4.5997e-04 3.2273e-01 6.3416e-01 4.2647e-02
5580.02 1.5122e-04 2.4717e-01 7.0031e-01 5.2370e-02
5920.87 6.8908e-05 2.0148e-01 7.3890e-01 5.9553e-02
6282.54 3.9323e-05 1.6523e-01 7.6581e-01 6.8917e-02
6666.30 3.3749e-05 1.6249e-01 7.6741e-01 7.0071e-02
7073.50 2.9176e-05 1.5594e-01 7.7154e-01 7.2489e-02
7505.58 2.8507e-05 1.4110e-01 7.8079e-01 7.8079e-02
7964.05 3.9004e-05 1.5314e-01 7.6625e-01 8.0576e-02
8450.53 7.9056e-05 1.9551e-01 7.2835e-01 7.6061e-02
8966.72 1.6486e-04 2.3575e-01 6.9581e-01 6.8277e-02
9514.44 3.4218e-04 2.8636e-01 6.4908e-01 6.4213e-02
10095.62 7.9312e-04 3.7628e-01 5.6985e-01 5.3081e-02
10712.30 1.3690e-03 4.6808e-01 4.8795e-01 4.2602e-02
