#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] si0 si1 si2 si3 si4 
7073.50 7.99e-29 4.09e-21 2.30e-13 2.54e-06 1.00e+00 
7505.58 1.17e-28 6.20e-21 3.46e-13 3.35e-06 1.00e+00 
7964.05 1.92e-28 1.07e-20 5.97e-13 4.83e-06 1.00e+00 
8450.53 4.56e-28 2.61e-20 1.37e-12 8.22e-06 1.00e+00 
8966.72 1.31e-27 7.70e-20 3.71e-12 1.54e-05 1.00e+00 
9514.44 6.54e-27 3.93e-19 1.62e-11 3.84e-05 1.00e+00 
10095.62 9.44e-26 5.35e-18 1.56e-10 1.50e-04 1.00e+00 
10712.30 2.61e-24 1.47e-16 2.81e-09 8.55e-04 9.99e-01 
11366.65 3.03e-22 1.71e-14 1.69e-07 9.80e-03 9.90e-01 
12061.10 1.75e-19 1.04e-11 3.92e-05 2.24e-01 7.76e-01 
12793.43 3.96e-17 2.38e-09 2.72e-03 9.38e-01 5.94e-02 
13528.61 7.87e-15 3.75e-07 8.71e-02 9.12e-01 4.42e-04 
14194.74 4.81e-13 1.68e-05 7.86e-01 2.14e-01 6.35e-07 
14757.77 4.16e-12 9.24e-05 9.89e-01 1.12e-02 4.28e-10 
15240.48 3.15e-11 3.77e-04 9.99e-01 6.80e-04 5.81e-13 
15646.99 3.12e-10 1.65e-03 9.98e-01 4.50e-05 1.06e-15 
15960.30 3.58e-09 7.54e-03 9.92e-01 2.89e-06 2.03e-18 
16187.41 1.83e-08 2.15e-02 9.78e-01 3.71e-07 2.23e-20 
16354.17 8.53e-08 5.93e-02 9.41e-01 4.47e-08 1.28e-22 
16484.18 1.41e-07 8.71e-02 9.13e-01 1.80e-08 1.53e-23 
16593.12 2.00e-07 1.19e-01 8.81e-01 7.08e-09 1.57e-24 
16691.99 3.70e-07 1.85e-01 8.15e-01 1.94e-09 8.62e-26 
16788.59 5.52e-07 2.32e-01 7.68e-01 1.04e-09 2.52e-25 
16888.37 8.80e-07 3.32e-01 6.68e-01 3.16e-10 1.37e-27 
16998.79 1.25e-06 4.36e-01 5.64e-01 8.52e-11 8.06e-29 
17146.37 2.36e-06 6.45e-01 3.55e-01 1.01e-11 1.02e-30 
17415.23 4.47e-06 8.28e-01 1.72e-01 5.70e-13 1.08e-32 
17888.12 9.38e-06 9.65e-01 3.49e-02 2.48e-15 7.14e-33 
18532.37 1.82e-05 9.94e-01 5.79e-03 7.28e-18 1.99e-32 
19260.76 2.42e-05 9.99e-01 1.01e-03 2.03e-20 2.93e-32 
20034.10 1.48e-05 1.00e+00 3.14e-04 2.56e-22 2.75e-31 
20838.00 3.85e-05 1.00e+00 7.71e-05 1.87e-24 3.09e-31 
21647.97 1.92e-04 1.00e+00 2.56e-05 2.57e-26 2.86e-31 
22447.94 8.39e-05 1.00e+00 6.62e-06 4.88e-28 7.30e-31 
23245.88 1.73e-04 1.00e+00 2.61e-06 7.20e-29 6.53e-31 
24052.47 6.12e-04 9.99e-01 7.05e-07 8.33e-29 6.23e-31 
24867.72 5.87e-04 9.99e-01 5.94e-07 4.47e-28 4.71e-30 
25698.86 8.87e-04 9.99e-01 2.56e-07 5.74e-28 2.23e-30 
26587.16 1.28e-03 9.99e-01 4.52e-08 8.42e-28 5.95e-30 
27637.54 1.43e-03 9.99e-01 1.82e-08 1.61e-27 1.03e-29 
28986.97 1.40e-03 9.99e-01 7.70e-09 1.24e-26 1.25e-28 
#TIME: 4.22 
#NVEL: 67 
#vel_mid[km/s] si0 si1 si2 si3 si4 
440.10 2.18e-22 2.38e-15 1.10e-08 1.46e-03 9.99e-01 
999.11 8.35e-24 9.53e-17 6.74e-10 2.73e-04 1.00e+00 
1267.34 5.36e-25 6.82e-18 6.87e-11 6.85e-05 1.00e+00 
1514.05 7.49e-26 1.04e-18 1.33e-11 2.50e-05 1.00e+00 
1808.80 1.22e-26 1.99e-19 3.25e-12 1.05e-05 1.00e+00 
1919.29 4.03e-27 7.01e-20 1.29e-12 5.81e-06 1.00e+00 
2160.92 1.14e-27 2.16e-20 4.57e-13 2.93e-06 1.00e+00 
2292.92 5.00e-28 1.02e-20 2.30e-13 1.84e-06 1.00e+00 
2432.98 3.19e-28 6.64e-21 1.61e-13 1.45e-06 1.00e+00 
2581.60 2.45e-28 5.15e-21 1.31e-13 1.27e-06 1.00e+00 
2739.29 2.38e-28 4.81e-21 1.21e-13 1.19e-06 1.00e+00 
2906.62 1.82e-28 3.82e-21 1.02e-13 1.07e-06 1.00e+00 
3084.17 1.26e-28 2.89e-21 8.49e-14 9.77e-07 1.00e+00 
3272.56 1.04e-28 2.50e-21 7.85e-14 9.47e-07 1.00e+00 
3472.46 8.37e-29 2.18e-21 7.44e-14 9.42e-07 1.00e+00 
3684.57 7.20e-29 2.03e-21 7.48e-14 9.77e-07 1.00e+00 
3909.64 5.57e-29 1.76e-21 7.29e-14 1.00e-06 1.00e+00 
4148.46 4.78e-29 1.66e-21 7.45e-14 1.06e-06 1.00e+00 
4401.86 6.63e-29 2.23e-21 9.57e-14 1.24e-06 1.00e+00 
4670.75 8.56e-29 2.86e-21 1.20e-13 1.43e-06 1.00e+00 
4956.05 6.73e-29 2.51e-21 1.15e-13 1.45e-06 1.00e+00 
5258.79 5.19e-29 2.14e-21 1.07e-13 1.43e-06 1.00e+00 
5580.02 5.08e-29 2.23e-21 1.17e-13 1.55e-06 1.00e+00 
5920.87 4.55e-29 2.17e-21 1.21e-13 1.63e-06 1.00e+00 
6282.54 5.08e-29 2.52e-21 1.44e-13 1.85e-06 1.00e+00 
6666.30 5.88e-29 3.07e-21 1.79e-13 2.17e-06 1.00e+00 
7073.50 7.93e-29 4.29e-21 2.50e-13 2.73e-06 1.00e+00 
7505.58 1.11e-28 6.31e-21 3.69e-13 3.56e-06 1.00e+00 
7964.05 1.95e-28 1.16e-20 6.65e-13 5.26e-06 1.00e+00 
8450.53 5.08e-28 3.03e-20 1.62e-12 9.22e-06 1.00e+00 
8966.72 1.42e-27 8.86e-20 4.38e-12 1.73e-05 1.00e+00 
9514.44 8.04e-27 5.01e-19 2.06e-11 4.48e-05 1.00e+00 
10095.62 1.18e-25 7.00e-18 2.04e-10 1.78e-04 1.00e+00 
10712.30 3.61e-24 2.12e-16 3.97e-09 1.06e-03 9.99e-01 
11366.65 4.48e-22 2.63e-14 2.50e-07 1.24e-02 9.88e-01 
12061.10 2.77e-19 1.71e-11 6.05e-05 2.82e-01 7.18e-01 
12793.43 5.24e-17 3.23e-09 3.41e-03 9.52e-01 4.42e-02 
13528.61 9.96e-15 4.87e-07 1.05e-01 8.95e-01 3.12e-04 
14194.74 5.52e-13 1.94e-05 8.25e-01 1.75e-01 3.61e-07 
14757.77 4.67e-12 1.02e-04 9.91e-01 8.73e-03 2.32e-10 
15240.48 3.51e-11 4.12e-04 9.99e-01 5.48e-04 3.27e-13 
15646.99 3.31e-10 1.77e-03 9.98e-01 3.67e-05 6.44e-16 
15960.30 3.88e-09 8.06e-03 9.92e-01 2.32e-06 1.41e-18 
16187.41 1.68e-08 2.09e-02 9.79e-01 3.91e-07 1.92e-20 
16354.17 7.69e-08 5.87e-02 9.41e-01 4.22e-08 1.09e-22 
16484.18 1.30e-07 8.29e-02 9.17e-01 1.82e-08 1.44e-23 
16593.12 2.04e-07 1.22e-01 8.78e-01 5.89e-09 1.02e-24 
16691.99 2.97e-07 1.63e-01 8.37e-01 2.33e-09 1.19e-25 
16788.59 6.77e-07 2.69e-01 7.31e-01 5.06e-10 3.87e-27 
16888.37 7.84e-07 3.20e-01 6.80e-01 2.84e-10 1.14e-27 
16998.79 1.42e-06 4.17e-01 5.83e-01 7.49e-11 5.27e-29 
17146.37 2.06e-06 5.70e-01 4.30e-01 1.61e-11 2.29e-30 
17415.23 3.75e-06 7.98e-01 2.02e-01 9.11e-13 2.36e-32 
17888.12 8.65e-06 9.50e-01 5.02e-02 5.46e-15 3.68e-32 
18532.37 1.98e-05 9.90e-01 9.77e-03 1.27e-17 3.85e-32 
19260.76 2.36e-05 9.99e-01 1.09e-03 2.77e-20 5.19e-32 
20034.10 6.34e-05 1.00e+00 2.63e-04 1.15e-22 3.67e-32 
20838.00 5.32e-05 1.00e+00 6.83e-05 1.19e-24 9.46e-32 
21647.97 1.45e-04 1.00e+00 1.94e-05 1.26e-26 1.04e-31 
22447.94 3.53e-04 1.00e+00 4.94e-06 1.17e-28 8.36e-32 
23245.88 4.10e-04 1.00e+00 2.50e-06 6.55e-29 5.67e-31 
24052.47 9.73e-05 1.00e+00 9.43e-07 1.42e-28 1.65e-30 
24867.72 1.33e-04 1.00e+00 4.69e-07 1.59e-28 6.13e-31 
25698.86 8.81e-04 9.99e-01 1.37e-07 2.32e-28 1.38e-30 
26587.16 9.83e-04 9.99e-01 6.75e-08 1.50e-27 1.30e-29 
27637.54 1.16e-03 9.99e-01 2.44e-08 3.95e-27 5.06e-29 
28986.97 1.22e-03 9.99e-01 9.76e-09 1.86e-26 1.35e-28 
#TIME: 4.31 
#NVEL: 67 
#vel_mid[km/s] si0 si1 si2 si3 si4 
440.10 3.95e-22 4.03e-15 1.65e-08 1.77e-03 9.98e-01 
999.11 5.65e-24 7.05e-17 5.46e-10 2.44e-04 1.00e+00 
1267.34 3.24e-25 4.72e-18 5.40e-11 6.08e-05 1.00e+00 
1514.05 4.86e-26 7.73e-19 1.11e-11 2.30e-05 1.00e+00 
1808.80 8.85e-27 1.61e-19 2.88e-12 1.00e-05 1.00e+00 
1919.29 2.70e-27 5.42e-20 1.12e-12 5.53e-06 1.00e+00 
2160.92 1.05e-27 2.14e-20 4.80e-13 3.12e-06 1.00e+00 
2292.92 3.26e-28 7.70e-21 1.94e-13 1.73e-06 1.00e+00 
2432.98 2.20e-28 5.27e-21 1.42e-13 1.41e-06 1.00e+00 
2581.60 1.87e-28 4.40e-21 1.21e-13 1.26e-06 1.00e+00 
2739.29 1.51e-28 3.61e-21 1.04e-13 1.14e-06 1.00e+00 
2906.62 1.19e-28 2.93e-21 8.84e-14 1.03e-06 1.00e+00 
3084.17 1.06e-28 2.65e-21 8.33e-14 9.98e-07 1.00e+00 
3272.56 8.12e-29 2.19e-21 7.48e-14 9.56e-07 1.00e+00 
3472.46 6.79e-29 1.95e-21 7.20e-14 9.57e-07 1.00e+00 
3684.57 5.91e-29 1.83e-21 7.29e-14 9.95e-07 1.00e+00 
3909.64 4.39e-29 1.54e-21 6.91e-14 1.01e-06 1.00e+00 
4148.46 4.19e-29 1.56e-21 7.43e-14 1.08e-06 1.00e+00 
4401.86 6.26e-29 2.23e-21 9.95e-14 1.30e-06 1.00e+00 
4670.75 6.87e-29 2.53e-21 1.15e-13 1.44e-06 1.00e+00 
4956.05 6.01e-29 2.41e-21 1.17e-13 1.50e-06 1.00e+00 
5258.79 4.90e-29 2.14e-21 1.12e-13 1.51e-06 1.00e+00 
5580.02 4.11e-29 1.99e-21 1.13e-13 1.56e-06 1.00e+00 
5920.87 4.36e-29 2.20e-21 1.28e-13 1.72e-06 1.00e+00 
6282.54 4.80e-29 2.54e-21 1.52e-13 1.96e-06 1.00e+00 
6666.30 5.35e-29 3.00e-21 1.85e-13 2.27e-06 1.00e+00 
7073.50 6.79e-29 4.01e-21 2.50e-13 2.81e-06 1.00e+00 
7505.58 1.03e-28 6.28e-21 3.88e-13 3.76e-06 1.00e+00 
7964.05 1.89e-28 1.20e-20 7.23e-13 5.65e-06 1.00e+00 
8450.53 4.96e-28 3.20e-20 1.79e-12 1.00e-05 1.00e+00 
8966.72 1.51e-27 1.00e-19 5.12e-12 1.94e-05 1.00e+00 
9514.44 9.46e-27 6.17e-19 2.56e-11 5.17e-05 1.00e+00 
10095.62 1.53e-25 9.43e-18 2.72e-10 2.13e-04 1.00e+00 
10712.30 5.04e-24 3.09e-16 5.62e-09 1.31e-03 9.99e-01 
11366.65 6.80e-22 4.15e-14 3.77e-07 1.59e-02 9.84e-01 
12061.10 4.04e-19 2.61e-11 8.78e-05 3.42e-01 6.58e-01 
12793.43 6.68e-17 4.24e-09 4.19e-03 9.62e-01 3.34e-02 
13528.61 1.38e-14 6.81e-07 1.32e-01 8.68e-01 2.13e-04 
14194.74 6.37e-13 2.24e-05 8.60e-01 1.40e-01 2.00e-07 
14757.77 4.81e-12 1.07e-04 9.93e-01 7.31e-03 1.48e-10 
15240.48 3.81e-11 4.46e-04 9.99e-01 4.30e-04 1.92e-13 
15646.99 3.53e-10 1.90e-03 9.98e-01 2.97e-05 3.98e-16 
15960.30 3.67e-09 8.00e-03 9.92e-01 2.36e-06 1.34e-18 
16187.41 2.18e-08 2.56e-02 9.74e-01 2.42e-07 6.95e-21 
16354.17 7.90e-08 5.88e-02 9.41e-01 4.22e-08 1.06e-22 
16484.18 1.61e-07 9.72e-02 9.03e-01 1.18e-08 5.13e-24 
16593.12 2.75e-07 1.54e-01 8.46e-01 3.57e-09 3.46e-25 
16691.99 3.74e-07 1.87e-01 8.13e-01 1.91e-09 7.60e-26 
16788.59 5.62e-07 2.45e-01 7.55e-01 6.59e-10 6.99e-27 
16888.37 9.22e-07 3.63e-01 6.37e-01 1.87e-10 4.64e-28 
16998.79 1.15e-06 3.99e-01 6.01e-01 9.74e-11 9.79e-29 
17146.37 2.07e-06 5.79e-01 4.21e-01 1.65e-11 2.33e-30 
17415.23 3.84e-06 7.60e-01 2.40e-01 1.17e-12 2.29e-32 
17888.12 8.97e-06 9.47e-01 5.32e-02 5.90e-15 1.95e-32 
18532.37 1.29e-05 9.92e-01 8.06e-03 1.59e-17 3.15e-32 
19260.76 2.53e-05 9.99e-01 1.14e-03 2.35e-20 3.24e-32 
20034.10 4.41e-05 1.00e+00 2.58e-04 2.04e-22 1.42e-31 
20838.00 6.33e-05 1.00e+00 7.94e-05 1.97e-24 2.70e-31 
21647.97 1.09e-04 1.00e+00 3.13e-05 5.33e-26 1.13e-30 
22447.94 1.23e-04 1.00e+00 1.02e-05 1.03e-27 3.67e-30 
23245.88 1.52e-04 1.00e+00 1.35e-05 4.56e-28 4.55e-30 
24052.47 2.63e-04 1.00e+00 6.53e-06 9.12e-28 7.84e-30 
24867.72 6.89e-04 9.99e-01 6.79e-07 3.18e-28 3.91e-30 
25698.86 7.49e-04 9.99e-01 1.97e-07 6.30e-28 9.83e-30 
26587.16 2.12e-04 1.00e+00 6.55e-08 9.71e-28 4.85e-30 
27637.54 5.80e-04 9.99e-01 5.00e-08 5.66e-27 2.77e-29 
28986.97 8.96e-04 9.99e-01 1.45e-08 2.51e-26 1.46e-28 
#TIME: 4.40 
#NVEL: 67 
#vel_mid[km/s] si0 si1 si2 si3 si4 
440.10 7.54e-23 1.01e-15 5.87e-09 1.03e-03 9.99e-01 
999.11 3.13e-24 4.30e-17 3.75e-10 2.00e-04 1.00e+00 
1267.34 2.24e-25 3.50e-18 4.33e-11 5.42e-05 1.00e+00 
1514.05 3.67e-26 6.26e-19 9.61e-12 2.15e-05 1.00e+00 
1808.80 7.40e-27 1.43e-19 2.71e-12 9.86e-06 1.00e+00 
1919.29 2.88e-27 5.80e-20 1.21e-12 5.85e-06 1.00e+00 
2160.92 9.04e-28 2.00e-20 4.80e-13 3.22e-06 1.00e+00 
2292.92 3.62e-28 8.54e-21 2.15e-13 1.85e-06 1.00e+00 
2432.98 2.41e-28 5.82e-21 1.58e-13 1.51e-06 1.00e+00 
2581.60 1.53e-28 3.95e-21 1.16e-13 1.26e-06 1.00e+00 
2739.29 1.60e-28 3.91e-21 1.15e-13 1.23e-06 1.00e+00 
2906.62 1.13e-28 2.93e-21 9.20e-14 1.08e-06 1.00e+00 
3084.17 8.01e-29 2.25e-21 7.74e-14 9.93e-07 1.00e+00 
3272.56 6.75e-29 1.99e-21 7.29e-14 9.70e-07 1.00e+00 
3472.46 5.75e-29 1.80e-21 7.09e-14 9.78e-07 1.00e+00 
3684.57 5.19e-29 1.74e-21 7.32e-14 1.02e-06 1.00e+00 
3909.64 4.13e-29 1.53e-21 7.17e-14 1.05e-06 1.00e+00 
4148.46 3.94e-29 1.55e-21 7.70e-14 1.13e-06 1.00e+00 
4401.86 5.49e-29 2.11e-21 9.98e-14 1.33e-06 1.00e+00 
4670.75 6.54e-29 2.54e-21 1.19e-13 1.51e-06 1.00e+00 
4956.05 5.81e-29 2.44e-21 1.23e-13 1.58e-06 1.00e+00 
5258.79 4.15e-29 1.97e-21 1.11e-13 1.54e-06 1.00e+00 
5580.02 3.96e-29 2.02e-21 1.19e-13 1.65e-06 1.00e+00 
5920.87 4.27e-29 2.27e-21 1.37e-13 1.83e-06 1.00e+00 
6282.54 4.20e-29 2.41e-21 1.53e-13 2.02e-06 1.00e+00 
6666.30 5.48e-29 3.21e-21 2.03e-13 2.45e-06 1.00e+00 
7073.50 7.47e-29 4.53e-21 2.86e-13 3.08e-06 1.00e+00 
7505.58 1.08e-28 6.90e-21 4.37e-13 4.10e-06 1.00e+00 
7964.05 1.96e-28 1.31e-20 8.21e-13 6.21e-06 1.00e+00 
8450.53 5.31e-28 3.62e-20 2.08e-12 1.12e-05 1.00e+00 
8966.72 1.82e-27 1.25e-19 6.36e-12 2.23e-05 1.00e+00 
9514.44 1.14e-26 7.79e-19 3.23e-11 6.01e-05 1.00e+00 
10095.62 1.97e-25 1.26e-17 3.60e-10 2.55e-04 1.00e+00 
10712.30 6.90e-24 4.41e-16 7.87e-09 1.62e-03 9.98e-01 
11366.65 1.05e-21 6.67e-14 5.74e-07 2.05e-02 9.79e-01 
12061.10 6.15e-19 4.12e-11 1.30e-04 4.13e-01 5.87e-01 
12793.43 8.56e-17 5.59e-09 5.16e-03 9.70e-01 2.51e-02 
13528.61 1.80e-14 9.04e-07 1.61e-01 8.38e-01 1.42e-04 
14194.74 7.06e-13 2.50e-05 8.83e-01 1.17e-01 1.22e-07 
14757.77 5.55e-12 1.21e-04 9.94e-01 5.42e-03 7.30e-11 
15240.48 4.06e-11 4.77e-04 9.99e-01 3.60e-04 1.19e-13 
15646.99 3.53e-10 1.92e-03 9.98e-01 2.63e-05 3.06e-16 
15960.30 3.97e-09 8.72e-03 9.91e-01 1.87e-06 7.32e-19 
16187.41 2.36e-08 2.72e-02 9.73e-01 2.00e-07 4.81e-21 
16354.17 8.84e-08 6.52e-02 9.35e-01 3.09e-08 9.70e-23 
16484.18 1.74e-07 1.05e-01 8.95e-01 8.90e-09 2.80e-24 
16593.12 3.00e-07 1.59e-01 8.41e-01 3.92e-09 3.81e-25 
16691.99 5.12e-07 2.39e-01 7.61e-01 8.60e-10 1.28e-26 
16788.59 5.92e-07 2.64e-01 7.36e-01 4.58e-10 3.04e-27 
16888.37 7.26e-07 3.25e-01 6.75e-01 2.28e-10 7.08e-28 
16998.79 1.54e-06 4.60e-01 5.40e-01 5.05e-11 2.43e-29 
17146.37 2.52e-06 6.18e-01 3.82e-01 8.22e-12 4.76e-31 
17415.23 3.96e-06 8.27e-01 1.73e-01 5.27e-13 7.84e-33 
17888.12 8.01e-06 9.44e-01 5.61e-02 5.90e-15 2.04e-32 
18532.37 1.54e-05 9.93e-01 7.07e-03 1.25e-17 2.20e-32 
19260.76 1.52e-05 9.98e-01 1.51e-03 6.80e-20 1.38e-31 
20034.10 1.85e-05 1.00e+00 2.88e-04 2.84e-22 1.09e-31 
20838.00 4.80e-05 1.00e+00 1.04e-04 3.04e-24 2.82e-31 
21647.97 9.33e-05 1.00e+00 3.30e-05 6.06e-26 3.11e-31 
22447.94 8.94e-05 1.00e+00 1.12e-05 1.52e-27 6.85e-31 
23245.88 1.64e-04 1.00e+00 4.83e-06 7.30e-29 1.37e-31 
24052.47 4.52e-04 1.00e+00 1.21e-06 2.71e-29 3.89e-32 
24867.72 2.99e-04 1.00e+00 4.74e-07 1.86e-28 1.33e-30 
25698.86 6.21e-04 9.99e-01 2.70e-07 7.53e-28 5.36e-30 
26587.16 6.52e-04 9.99e-01 1.22e-07 2.34e-27 2.30e-29 
27637.54 9.27e-04 9.99e-01 4.02e-08 3.07e-27 1.44e-29 
28986.97 8.27e-04 9.99e-01 1.72e-08 2.40e-26 1.24e-28 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] si0 si1 si2 si3 si4 
440.10 8.02e-23 1.05e-15 5.91e-09 1.02e-03 9.99e-01 
999.11 1.91e-24 2.90e-17 2.82e-10 1.71e-04 1.00e+00 
1267.34 1.45e-25 2.52e-18 3.46e-11 4.84e-05 1.00e+00 
1514.05 2.70e-26 5.03e-19 8.41e-12 2.03e-05 1.00e+00 
1808.80 6.18e-27 1.27e-19 2.57e-12 9.74e-06 1.00e+00 
1919.29 2.22e-27 4.94e-20 1.11e-12 5.71e-06 1.00e+00 
2160.92 8.83e-28 2.05e-20 5.09e-13 3.41e-06 1.00e+00 
2292.92 3.14e-28 7.94e-21 2.11e-13 1.87e-06 1.00e+00 
2432.98 1.82e-28 4.90e-21 1.43e-13 1.48e-06 1.00e+00 
2581.60 1.39e-28 3.80e-21 1.17e-13 1.29e-06 1.00e+00 
2739.29 1.13e-28 3.17e-21 1.02e-13 1.19e-06 1.00e+00 
2906.62 9.53e-29 2.69e-21 9.01e-14 1.10e-06 1.00e+00 
3084.17 8.17e-29 2.38e-21 8.39e-14 1.06e-06 1.00e+00 
3272.56 5.81e-29 1.85e-21 7.21e-14 9.93e-07 1.00e+00 
3472.46 5.17e-29 1.74e-21 7.21e-14 1.01e-06 1.00e+00 
3684.57 4.42e-29 1.60e-21 7.19e-14 1.04e-06 1.00e+00 
3909.64 3.61e-29 1.44e-21 7.15e-14 1.08e-06 1.00e+00 
4148.46 3.56e-29 1.50e-21 7.81e-14 1.17e-06 1.00e+00 
4401.86 4.97e-29 2.04e-21 1.02e-13 1.38e-06 1.00e+00 
4670.75 6.35e-29 2.59e-21 1.26e-13 1.59e-06 1.00e+00 
4956.05 5.02e-29 2.28e-21 1.22e-13 1.62e-06 1.00e+00 
5258.79 3.95e-29 1.99e-21 1.16e-13 1.61e-06 1.00e+00 
5580.02 4.02e-29 2.14e-21 1.29e-13 1.76e-06 1.00e+00 
5920.87 3.94e-29 2.24e-21 1.42e-13 1.92e-06 1.00e+00 
6282.54 4.12e-29 2.49e-21 1.64e-13 2.15e-06 1.00e+00 
6666.30 4.93e-29 3.12e-21 2.09e-13 2.55e-06 1.00e+00 
7073.50 7.34e-29 4.71e-21 3.09e-13 3.29e-06 1.00e+00 
7505.58 1.16e-28 7.71e-21 4.98e-13 4.51e-06 1.00e+00 
7964.05 2.18e-28 1.52e-20 9.65e-13 6.95e-06 1.00e+00 
8450.53 5.99e-28 4.25e-20 2.48e-12 1.26e-05 1.00e+00 
8966.72 2.14e-27 1.53e-19 7.85e-12 2.56e-05 1.00e+00 
9514.44 1.48e-26 1.03e-18 4.22e-11 7.10e-05 1.00e+00 
10095.62 2.40e-25 1.63e-17 4.64e-10 3.00e-04 1.00e+00 
10712.30 9.30e-24 6.23e-16 1.09e-08 1.99e-03 9.98e-01 
11366.65 1.71e-21 1.12e-13 9.05e-07 2.70e-02 9.73e-01 
12061.10 8.76e-19 6.15e-11 1.83e-04 4.83e-01 5.16e-01 
