#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
3472.46 4.23e-30 5.49e-23 8.17e-16 2.20e-09 3.03e-04 9.66e-01 3.40e-02 
3684.57 3.35e-30 4.99e-23 8.07e-16 2.33e-09 3.28e-04 9.72e-01 2.75e-02 
3909.64 2.16e-30 3.88e-23 7.09e-16 2.30e-09 3.43e-04 9.76e-01 2.32e-02 
4148.46 2.15e-30 4.15e-23 7.97e-16 2.66e-09 3.86e-04 9.82e-01 1.79e-02 
4401.86 4.09e-30 7.45e-23 1.34e-15 4.03e-09 4.94e-04 9.88e-01 1.15e-02 
4670.75 6.74e-30 1.19e-22 2.07e-15 5.74e-09 6.09e-04 9.91e-01 7.97e-03 
4956.05 6.37e-30 1.28e-22 2.38e-15 6.75e-09 6.83e-04 9.93e-01 5.84e-03 
5258.79 5.25e-30 1.13e-22 2.29e-15 6.90e-09 7.07e-04 9.95e-01 4.72e-03 
5580.02 6.38e-30 1.44e-22 2.99e-15 8.81e-09 8.23e-04 9.96e-01 3.42e-03 
5920.87 8.01e-30 1.96e-22 4.15e-15 1.19e-08 9.93e-04 9.97e-01 2.24e-03 
6282.54 1.08e-29 2.65e-22 5.76e-15 1.60e-08 1.20e-03 9.97e-01 1.41e-03 
6666.30 1.81e-29 4.71e-22 1.00e-14 2.57e-08 1.61e-03 9.98e-01 8.11e-04 
7073.50 3.56e-29 9.06e-22 1.87e-14 4.39e-08 2.26e-03 9.97e-01 4.18e-04 
7505.58 7.04e-29 1.94e-21 3.99e-14 8.44e-08 3.43e-03 9.96e-01 1.76e-04 
7964.05 2.47e-28 7.00e-21 1.37e-13 2.36e-07 6.41e-03 9.94e-01 4.90e-05 
8450.53 1.82e-27 4.93e-20 8.47e-13 1.05e-06 1.56e-02 9.84e-01 8.32e-06 
8966.72 1.58e-26 4.20e-19 6.18e-12 5.25e-06 4.09e-02 9.59e-01 1.25e-06 
9514.44 3.39e-25 8.29e-18 9.54e-11 4.67e-05 1.48e-01 8.52e-01 7.46e-08 
10095.62 2.22e-23 4.88e-16 3.76e-09 7.71e-04 5.77e-01 4.22e-01 6.44e-10 
10712.30 1.72e-21 2.92e-14 1.37e-07 8.92e-03 9.44e-01 4.75e-02 3.16e-13 
11366.65 2.21e-19 3.08e-12 7.53e-06 1.11e-01 8.88e-01 1.17e-03 4.93e-18 
12061.10 3.52e-17 4.21e-10 4.53e-04 8.25e-01 1.74e-01 3.73e-06 5.77e-25 
12793.43 1.90e-15 1.80e-08 7.27e-03 9.90e-01 3.00e-03 3.53e-11 6.47e-35 
13528.61 2.06e-13 1.36e-06 1.46e-01 8.54e-01 1.02e-05 7.32e-17 1.92e-36 
14194.74 5.12e-12 2.62e-05 7.84e-01 2.16e-01 1.46e-08 6.62e-23 6.28e-37 
14757.77 2.92e-11 1.09e-04 9.82e-01 1.76e-02 1.09e-11 7.53e-29 1.33e-36 
15240.48 1.46e-10 3.50e-04 9.98e-01 1.88e-03 3.13e-14 2.27e-29 2.56e-36 
15646.99 8.43e-10 1.11e-03 9.99e-01 1.64e-04 6.88e-17 2.49e-29 4.65e-36 
15960.30 6.94e-09 4.21e-03 9.96e-01 1.40e-05 1.14e-19 1.21e-29 7.34e-36 
16187.41 3.03e-08 1.11e-02 9.89e-01 2.43e-06 9.41e-22 2.50e-29 1.37e-35 
16354.17 9.24e-08 2.37e-02 9.76e-01 8.18e-07 2.21e-23 4.94e-29 2.51e-35 
16484.18 1.49e-07 3.39e-02 9.66e-01 1.21e-07 6.92e-25 2.44e-29 4.32e-35 
16593.12 2.22e-07 4.78e-02 9.52e-01 5.72e-07 1.04e-24 1.72e-27 6.36e-35 
16691.99 3.85e-07 7.53e-02 9.25e-01 1.62e-08 3.56e-27 3.58e-29 8.20e-35 
16788.59 4.50e-07 8.82e-02 9.12e-01 1.15e-08 1.02e-27 1.63e-29 9.96e-35 
16888.37 5.68e-07 1.08e-01 8.92e-01 1.02e-08 6.08e-28 4.89e-28 1.20e-34 
16998.79 1.03e-06 1.61e-01 8.39e-01 1.77e-09 1.15e-29 6.25e-29 1.46e-34 
17146.37 1.75e-06 2.37e-01 7.63e-01 3.83e-10 3.49e-31 6.30e-29 1.80e-34 
17415.23 3.73e-06 4.19e-01 5.81e-01 3.24e-11 1.52e-31 9.73e-29 2.36e-34 
17888.12 8.60e-06 6.79e-01 3.21e-01 1.65e-12 1.56e-31 1.09e-28 3.36e-34 
18532.37 1.83e-05 9.27e-01 7.33e-02 4.71e-15 1.36e-31 4.09e-28 4.10e-34 
19260.76 2.36e-05 9.68e-01 3.16e-02 9.43e-17 3.78e-31 8.20e-28 4.83e-34 
20034.10 3.30e-05 9.89e-01 1.13e-02 8.70e-19 2.67e-31 3.42e-28 5.88e-34 
20838.00 2.97e-05 9.98e-01 1.84e-03 6.24e-21 8.98e-32 1.36e-27 6.82e-34 
21647.97 3.54e-05 9.99e-01 6.06e-04 1.95e-22 7.14e-32 4.24e-27 7.09e-34 
22447.94 4.16e-05 1.00e+00 3.31e-04 1.20e-23 1.31e-31 1.02e-27 7.93e-34 
23245.88 4.58e-05 1.00e+00 1.21e-04 4.79e-25 2.05e-33 6.46e-31 9.17e-34 
24052.47 7.35e-05 1.00e+00 1.77e-05 4.37e-27 2.40e-33 1.08e-33 1.08e-33 
24867.72 8.29e-05 1.00e+00 1.59e-05 8.60e-27 2.39e-32 6.85e-26 1.30e-33 
25698.86 8.46e-05 1.00e+00 5.82e-06 1.53e-26 3.79e-33 1.71e-33 1.71e-33 
26587.16 7.45e-05 1.00e+00 4.17e-06 2.18e-26 5.69e-33 2.58e-33 2.58e-33 
27637.54 8.25e-05 1.00e+00 1.04e-06 2.74e-26 1.05e-32 4.79e-33 4.79e-33 
28986.97 6.58e-05 1.00e+00 6.86e-07 4.66e-25 2.60e-32 1.19e-32 1.19e-32 
#TIME: 4.49 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 4.17e-19 5.50e-13 5.80e-07 1.05e-02 8.30e-01 1.59e-01 3.93e-10 
999.11 4.46e-21 8.70e-15 1.74e-08 9.16e-04 3.96e-01 6.04e-01 5.99e-08 
1267.34 7.58e-23 1.86e-16 5.41e-10 6.31e-05 1.01e-01 8.99e-01 2.96e-06 
1514.05 3.74e-24 1.06e-17 3.90e-11 7.73e-06 3.06e-02 9.69e-01 2.99e-05 
1808.80 2.31e-25 8.01e-19 3.82e-12 1.25e-06 1.08e-02 9.89e-01 1.91e-04 
1919.29 2.92e-26 1.06e-19 5.87e-13 2.86e-07 4.65e-03 9.95e-01 8.27e-04 
2160.92 3.34e-27 1.57e-20 1.07e-13 7.71e-08 2.15e-03 9.95e-01 2.79e-03 
2292.92 2.61e-28 1.39e-21 1.11e-14 1.41e-08 8.20e-04 9.88e-01 1.12e-02 
2432.98 9.06e-29 5.59e-22 5.11e-15 7.83e-09 5.85e-04 9.82e-01 1.75e-02 
2581.60 4.42e-29 3.14e-22 3.17e-15 5.44e-09 4.75e-04 9.75e-01 2.42e-02 
2739.29 2.85e-29 2.19e-22 2.36e-15 4.42e-09 4.24e-04 9.75e-01 2.49e-02 
2906.62 1.62e-29 1.46e-22 1.71e-15 3.48e-09 3.70e-04 9.69e-01 3.05e-02 
3084.17 1.06e-29 1.08e-22 1.37e-15 3.04e-09 3.49e-04 9.68e-01 3.20e-02 
3272.56 6.55e-30 7.39e-23 1.04e-15 2.57e-09 3.26e-04 9.68e-01 3.15e-02 
3472.46 5.02e-30 6.46e-23 9.78e-16 2.61e-09 3.39e-04 9.73e-01 2.70e-02 
3684.57 3.87e-30 5.63e-23 9.32e-16 2.69e-09 3.59e-04 9.77e-01 2.22e-02 
3909.64 2.49e-30 4.42e-23 8.26e-16 2.67e-09 3.79e-04 9.81e-01 1.82e-02 
4148.46 2.48e-30 4.78e-23 9.37e-16 3.11e-09 4.28e-04 9.86e-01 1.40e-02 
4401.86 4.67e-30 8.48e-23 1.56e-15 4.67e-09 5.44e-04 9.90e-01 9.27e-03 
4670.75 7.57e-30 1.39e-22 2.47e-15 6.80e-09 6.80e-04 9.93e-01 6.18e-03 
4956.05 7.48e-30 1.45e-22 2.76e-15 7.81e-09 7.51e-04 9.95e-01 4.49e-03 
5258.79 6.03e-30 1.33e-22 2.74e-15 8.17e-09 7.87e-04 9.95e-01 3.79e-03 
5580.02 7.36e-30 1.74e-22 3.69e-15 1.07e-08 9.33e-04 9.96e-01 2.60e-03 
5920.87 9.63e-30 2.31e-22 5.01e-15 1.42e-08 1.11e-03 9.97e-01 1.68e-03 
6282.54 1.26e-29 3.17e-22 7.01e-15 1.93e-08 1.35e-03 9.98e-01 1.11e-03 
6666.30 2.11e-29 5.29e-22 1.15e-14 2.97e-08 1.78e-03 9.98e-01 6.15e-04 
7073.50 4.28e-29 1.10e-21 2.31e-14 5.34e-08 2.56e-03 9.97e-01 3.07e-04 
7505.58 8.61e-29 2.52e-21 5.23e-14 1.08e-07 4.00e-03 9.96e-01 1.24e-04 
7964.05 3.27e-28 9.77e-21 1.93e-13 3.19e-07 7.73e-03 9.92e-01 3.29e-05 
8450.53 2.45e-27 6.97e-20 1.21e-12 1.43e-06 1.89e-02 9.81e-01 5.54e-06 
8966.72 2.32e-26 6.30e-19 9.26e-12 7.41e-06 5.06e-02 9.49e-01 7.60e-07 
9514.44 4.92e-25 1.29e-17 1.47e-10 6.65e-05 1.81e-01 8.19e-01 4.37e-08 
10095.62 3.32e-23 7.18e-16 5.48e-09 1.03e-03 6.43e-01 3.56e-01 3.09e-10 
10712.30 2.48e-21 4.20e-14 1.94e-07 1.13e-02 9.54e-01 3.47e-02 1.16e-13 
11366.65 3.20e-19 4.62e-12 1.08e-05 1.39e-01 8.60e-01 7.77e-04 1.44e-18 
12061.10 4.39e-17 5.33e-10 5.53e-04 8.65e-01 1.34e-01 5.68e-07 2.51e-26 
12793.43 2.30e-15 2.23e-08 8.57e-03 9.89e-01 2.14e-03 1.56e-11 2.61e-35 
13528.61 2.54e-13 1.70e-06 1.75e-01 8.25e-01 6.78e-06 2.93e-17 2.75e-36 
14194.74 5.60e-12 2.92e-05 8.15e-01 1.85e-01 8.12e-09 1.90e-23 6.68e-37 
14757.77 3.01e-11 1.15e-04 9.85e-01 1.52e-02 7.26e-12 4.45e-29 1.41e-36 
15240.48 1.47e-10 3.57e-04 9.98e-01 1.38e-03 1.43e-14 1.43e-29 2.73e-36 
15646.99 8.68e-10 1.16e-03 9.99e-01 1.54e-04 5.22e-17 2.52e-29 4.94e-36 
15960.30 6.80e-09 4.15e-03 9.96e-01 1.13e-05 7.06e-20 1.63e-29 7.81e-36 
16187.41 2.89e-08 1.10e-02 9.89e-01 2.29e-06 8.75e-22 3.11e-29 1.46e-35 
16354.17 9.17e-08 2.44e-02 9.76e-01 3.00e-07 8.19e-24 1.75e-29 2.68e-35 
16484.18 1.71e-07 3.91e-02 9.61e-01 1.18e-07 6.21e-25 6.95e-29 4.60e-35 
16593.12 2.72e-07 6.00e-02 9.40e-01 3.73e-08 2.63e-26 2.95e-30 6.77e-35 
16691.99 3.05e-07 6.51e-02 9.35e-01 2.78e-08 1.22e-26 5.26e-28 8.72e-35 
16788.59 5.60e-07 9.98e-02 9.00e-01 7.65e-09 3.16e-28 5.49e-29 1.06e-34 
16888.37 6.47e-07 1.21e-01 8.79e-01 3.84e-09 7.18e-29 2.69e-29 1.27e-34 
16998.79 8.29e-07 1.49e-01 8.51e-01 3.45e-09 4.92e-29 1.18e-27 1.55e-34 
17146.37 1.89e-06 2.62e-01 7.38e-01 2.04e-10 2.56e-31 2.33e-28 1.92e-34 
17415.23 3.88e-06 4.24e-01 5.76e-01 3.80e-11 4.26e-31 1.09e-27 2.51e-34 
17888.12 8.22e-06 6.79e-01 3.21e-01 1.79e-12 3.98e-31 1.37e-27 3.58e-34 
18532.37 1.76e-05 8.96e-01 1.04e-01 1.02e-14 4.89e-31 2.21e-27 4.36e-34 
19260.76 2.39e-05 9.55e-01 4.51e-02 2.36e-16 8.79e-31 2.01e-27 5.14e-34 
20034.10 2.77e-05 9.93e-01 6.51e-03 4.44e-19 7.24e-32 3.87e-28 6.26e-34 
20838.00 2.67e-05 9.95e-01 5.24e-03 6.54e-20 4.71e-30 1.24e-25 7.25e-34 
21647.97 3.30e-05 9.99e-01 7.03e-04 4.49e-22 9.08e-32 3.58e-27 7.54e-34 
22447.94 3.77e-05 1.00e+00 2.11e-04 7.79e-24 1.89e-33 8.43e-34 8.43e-34 
23245.88 4.19e-05 1.00e+00 8.70e-05 3.20e-25 2.18e-33 9.75e-34 9.75e-34 
24052.47 6.20e-05 9.99e-01 5.39e-04 9.30e-24 3.03e-30 6.84e-24 1.14e-33 
24867.72 7.98e-05 1.00e+00 2.39e-05 2.17e-26 1.02e-31 3.65e-26 1.39e-33 
25698.86 8.43e-05 1.00e+00 3.28e-05 1.22e-25 1.23e-30 4.28e-24 1.82e-33 
26587.16 9.70e-05 1.00e+00 1.73e-06 1.71e-26 6.05e-33 2.74e-33 2.74e-33 
27637.54 9.69e-05 1.00e+00 1.03e-06 1.05e-25 1.12e-32 5.09e-33 5.09e-33 
28986.97 8.45e-05 1.00e+00 2.59e-07 1.90e-25 2.76e-32 1.26e-32 1.26e-32 
#TIME: 4.58 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 1.74e-19 2.57e-13 3.05e-07 6.89e-03 7.72e-01 2.21e-01 1.04e-09 
999.11 2.57e-21 5.60e-15 1.22e-08 7.03e-04 3.46e-01 6.53e-01 1.14e-07 
1267.34 5.15e-23 1.41e-16 4.36e-10 5.36e-05 9.18e-02 9.08e-01 3.42e-06 
1514.05 2.95e-24 8.89e-18 3.45e-11 7.13e-06 2.95e-02 9.70e-01 3.48e-05 
1808.80 2.12e-25 7.60e-19 3.77e-12 1.27e-06 1.10e-02 9.89e-01 1.79e-04 
1919.29 2.64e-26 1.05e-19 6.01e-13 2.96e-07 4.78e-03 9.94e-01 9.18e-04 
2160.92 3.61e-27 1.74e-20 1.20e-13 8.68e-08 2.34e-03 9.95e-01 2.34e-03 
2292.92 2.59e-28 1.48e-21 1.21e-14 1.55e-08 8.79e-04 9.89e-01 1.05e-02 
2432.98 9.62e-29 6.75e-22 6.27e-15 9.44e-09 6.61e-04 9.84e-01 1.58e-02 
2581.60 4.71e-29 3.46e-22 3.56e-15 6.13e-09 5.17e-04 9.79e-01 2.05e-02 
2739.29 3.04e-29 2.49e-22 2.75e-15 5.09e-09 4.64e-04 9.76e-01 2.32e-02 
2906.62 1.92e-29 1.72e-22 2.03e-15 4.10e-09 4.13e-04 9.75e-01 2.50e-02 
3084.17 1.21e-29 1.23e-22 1.58e-15 3.51e-09 3.85e-04 9.74e-01 2.53e-02 
3272.56 7.41e-30 8.67e-23 1.24e-15 3.04e-09 3.64e-04 9.74e-01 2.57e-02 
3472.46 5.77e-30 7.55e-23 1.16e-15 3.08e-09 3.79e-04 9.78e-01 2.17e-02 
3684.57 4.40e-30 6.57e-23 1.11e-15 3.17e-09 4.00e-04 9.82e-01 1.80e-02 
3909.64 2.89e-30 5.20e-23 9.90e-16 3.17e-09 4.23e-04 9.85e-01 1.45e-02 
4148.46 2.87e-30 5.73e-23 1.14e-15 3.73e-09 4.82e-04 9.88e-01 1.10e-02 
4401.86 5.17e-30 9.93e-23 1.87e-15 5.52e-09 6.07e-04 9.92e-01 7.40e-03 
4670.75 8.61e-30 1.59e-22 2.90e-15 7.93e-09 7.51e-04 9.94e-01 4.82e-03 
4956.05 8.46e-30 1.67e-22 3.25e-15 9.12e-09 8.31e-04 9.96e-01 3.67e-03 
5258.79 6.90e-30 1.58e-22 3.32e-15 9.78e-09 8.84e-04 9.96e-01 2.93e-03 
5580.02 8.60e-30 2.07e-22 4.46e-15 1.28e-08 1.05e-03 9.97e-01 1.95e-03 
5920.87 1.12e-29 2.77e-22 6.10e-15 1.70e-08 1.25e-03 9.97e-01 1.31e-03 
6282.54 1.46e-29 3.94e-22 8.84e-15 2.38e-08 1.55e-03 9.98e-01 8.34e-04 
6666.30 2.45e-29 6.56e-22 1.44e-14 3.64e-08 2.03e-03 9.97e-01 4.88e-04 
7073.50 5.08e-29 1.38e-21 2.94e-14 6.64e-08 2.95e-03 9.97e-01 2.32e-04 
7505.58 1.10e-28 3.20e-21 6.76e-14 1.36e-07 4.64e-03 9.95e-01 8.69e-05 
7964.05 4.49e-28 1.41e-20 2.81e-13 4.42e-07 9.41e-03 9.91e-01 2.14e-05 
8450.53 3.39e-27 9.63e-20 1.68e-12 1.91e-06 2.26e-02 9.77e-01 3.64e-06 
8966.72 3.35e-26 9.16e-19 1.35e-11 1.02e-05 6.17e-02 9.38e-01 4.81e-07 
9514.44 7.68e-25 2.02e-17 2.27e-10 9.57e-05 2.22e-01 7.78e-01 2.36e-08 
10095.62 4.59e-23 1.04e-15 7.79e-09 1.34e-03 7.00e-01 2.99e-01 1.47e-10 
10712.30 3.46e-21 6.00e-14 2.70e-07 1.40e-02 9.60e-01 2.58e-02 5.17e-14 
11366.65 4.60e-19 6.72e-12 1.52e-05 1.72e-01 8.27e-01 5.03e-04 4.20e-19 
12061.10 6.25e-17 7.71e-10 7.68e-04 9.05e-01 9.47e-02 3.41e-07 5.19e-27 
12793.43 2.81e-15 2.77e-08 1.02e-02 9.88e-01 1.69e-03 7.98e-12 2.59e-35 
13528.61 2.98e-13 2.05e-06 2.00e-01 8.00e-01 3.48e-05 1.86e-16 4.02e-35 
14194.74 6.29e-12 3.31e-05 8.52e-01 1.48e-01 4.43e-09 5.61e-24 7.11e-37 
14757.77 3.14e-11 1.20e-04 9.86e-01 1.38e-02 7.15e-12 4.22e-29 1.50e-36 
15240.48 1.46e-10 3.68e-04 9.99e-01 1.04e-03 7.47e-15 1.78e-29 2.90e-36 
15646.99 8.45e-10 1.17e-03 9.99e-01 1.54e-04 4.36e-17 3.07e-29 5.26e-36 
15960.30 7.18e-09 4.39e-03 9.96e-01 1.05e-05 4.48e-20 1.81e-29 8.31e-36 
16187.41 2.78e-08 1.08e-02 9.89e-01 1.82e-06 5.55e-22 2.34e-29 1.55e-35 
16354.17 1.00e-07 2.68e-02 9.73e-01 2.14e-07 3.44e-24 2.18e-29 2.85e-35 
16484.18 1.34e-07 3.32e-02 9.67e-01 1.03e-07 4.74e-25 6.68e-29 4.89e-35 
16593.12 1.75e-07 4.36e-02 9.56e-01 4.36e-08 5.01e-26 2.55e-28 7.20e-35 
16691.99 3.08e-07 6.63e-02 9.34e-01 3.29e-08 1.46e-26 2.04e-28 9.28e-35 
16788.59 4.19e-07 8.69e-02 9.13e-01 1.42e-08 1.51e-27 1.01e-27 1.13e-34 
16888.37 6.60e-07 1.26e-01 8.74e-01 2.10e-09 2.25e-29 7.84e-29 1.35e-34 
16998.79 1.05e-06 1.75e-01 8.25e-01 1.12e-09 3.47e-30 2.04e-29 1.65e-34 
17146.37 1.76e-06 2.52e-01 7.48e-01 2.31e-10 7.45e-31 9.99e-28 2.04e-34 
17415.23 3.28e-06 4.11e-01 5.89e-01 2.97e-11 4.11e-31 4.29e-28 2.67e-34 
17888.12 6.70e-06 6.31e-01 3.69e-01 1.47e-12 4.27e-31 6.79e-28 3.80e-34 
18532.37 1.55e-05 8.99e-01 1.01e-01 1.08e-14 4.79e-31 7.02e-28 4.64e-34 
19260.76 2.28e-05 9.64e-01 3.55e-02 2.36e-15 2.57e-30 2.77e-27 5.47e-34 
20034.10 2.40e-05 9.92e-01 7.69e-03 8.32e-19 3.90e-31 9.53e-27 6.65e-34 
20838.00 2.99e-05 9.93e-01 6.48e-03 1.71e-19 7.16e-32 3.23e-29 7.71e-34 
21647.97 3.15e-05 9.99e-01 1.11e-03 9.63e-22 2.30e-31 7.90e-27 8.02e-34 
22447.94 4.16e-05 1.00e+00 2.85e-04 1.84e-23 5.46e-32 1.13e-25 8.97e-34 
23245.88 4.48e-05 1.00e+00 1.01e-04 4.09e-25 1.79e-32 4.34e-26 1.04e-33 
24052.47 5.40e-05 1.00e+00 5.68e-05 3.29e-26 2.71e-33 2.36e-31 1.22e-33 
24867.72 5.41e-05 1.00e+00 1.96e-05 1.51e-26 3.27e-33 1.47e-33 1.47e-33 
25698.86 6.95e-05 1.00e+00 7.81e-06 6.03e-27 4.28e-33 1.93e-33 1.93e-33 
26587.16 7.01e-05 1.00e+00 3.06e-06 9.58e-26 6.43e-33 1.01e-26 2.92e-33 
27637.54 9.34e-05 1.00e+00 7.60e-07 9.34e-26 1.19e-32 5.41e-33 5.41e-33 
28986.97 8.46e-05 1.00e+00 3.05e-07 6.20e-25 2.94e-32 1.34e-32 1.34e-32 
#TIME: 4.68 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 9.88e-20 1.14e-13 1.67e-07 4.84e-03 7.25e-01 2.70e-01 1.93e-09 
999.11 1.69e-21 3.85e-15 9.07e-09 5.80e-04 3.21e-01 6.78e-01 1.98e-07 
1267.34 4.00e-23 1.10e-16 3.62e-10 4.80e-05 8.83e-02 9.12e-01 3.29e-06 
1514.05 2.32e-24 7.40e-18 3.02e-11 6.61e-06 2.86e-02 9.71e-01 3.50e-05 
1808.80 1.90e-25 7.21e-19 3.72e-12 1.28e-06 1.12e-02 9.89e-01 1.72e-04 
1919.29 2.34e-26 9.37e-20 5.59e-13 2.89e-07 4.79e-03 9.94e-01 7.76e-04 
2160.92 3.88e-27 1.92e-20 1.36e-13 9.80e-08 2.54e-03 9.95e-01 1.99e-03 
2292.92 2.56e-28 1.50e-21 1.26e-14 1.66e-08 9.32e-04 9.91e-01 8.55e-03 
2432.98 1.05e-28 6.94e-22 6.58e-15 1.02e-08 7.06e-04 9.88e-01 1.17e-02 
2581.60 5.19e-29 4.00e-22 4.18e-15 7.19e-09 5.76e-04 9.83e-01 1.67e-02 
2739.29 3.18e-29 2.55e-22 2.87e-15 5.41e-09 4.89e-04 9.80e-01 1.92e-02 
2906.62 2.14e-29 1.92e-22 2.32e-15 4.68e-09 4.53e-04 9.79e-01 2.08e-02 
3084.17 1.38e-29 1.42e-22 1.86e-15 4.10e-09 4.27e-04 9.79e-01 2.08e-02 
3272.56 8.45e-30 1.01e-22 1.47e-15 3.60e-09 4.08e-04 9.79e-01 2.02e-02 
3472.46 6.47e-30 8.69e-23 1.37e-15 3.60e-09 4.21e-04 9.82e-01 1.74e-02 
3684.57 5.04e-30 7.78e-23 1.33e-15 3.78e-09 4.50e-04 9.85e-01 1.41e-02 
3909.64 3.29e-30 6.18e-23 1.20e-15 3.79e-09 4.76e-04 9.88e-01 1.14e-02 
4148.46 3.34e-30 6.85e-23 1.39e-15 4.49e-09 5.44e-04 9.91e-01 8.41e-03 
4401.86 5.83e-30 1.18e-22 2.25e-15 6.59e-09 6.81e-04 9.94e-01 5.70e-03 
4670.75 9.78e-30 1.83e-22 3.40e-15 9.24e-09 8.31e-04 9.95e-01 3.86e-03 
4956.05 9.33e-30 1.93e-22 3.83e-15 1.07e-08 9.21e-04 9.96e-01 2.91e-03 
5258.79 7.91e-30 1.90e-22 4.07e-15 1.18e-08 9.99e-04 9.97e-01 2.23e-03 
5580.02 9.97e-30 2.42e-22 5.33e-15 1.52e-08 1.17e-03 9.97e-01 1.53e-03 
5920.87 1.30e-29 3.35e-22 7.52e-15 2.06e-08 1.42e-03 9.98e-01 1.00e-03 
6282.54 1.71e-29 4.46e-22 1.02e-14 2.76e-08 1.72e-03 9.98e-01 6.24e-04 
6666.30 2.92e-29 7.93e-22 1.77e-14 4.41e-08 2.31e-03 9.97e-01 3.60e-04 
7073.50 6.15e-29 1.75e-21 3.79e-14 8.34e-08 3.43e-03 9.96e-01 1.66e-04 
7505.58 1.50e-28 4.52e-21 9.63e-14 1.84e-07 5.57e-03 9.94e-01 6.04e-05 
7964.05 6.29e-28 1.93e-20 3.89e-13 5.91e-07 1.13e-02 9.89e-01 1.39e-05 
8450.53 4.68e-27 1.40e-19 2.43e-12 2.61e-06 2.75e-02 9.72e-01 2.47e-06 
8966.72 4.65e-26 1.34e-18 1.96e-11 1.40e-05 7.50e-02 9.25e-01 3.11e-07 
9514.44 1.12e-24 3.02e-17 3.38e-10 1.32e-04 2.65e-01 7.35e-01 1.35e-08 
10095.62 6.61e-23 1.53e-15 1.13e-08 1.76e-03 7.58e-01 2.40e-01 6.85e-11 
10712.30 5.03e-21 8.89e-14 3.90e-07 1.79e-02 9.64e-01 1.83e-02 2.80e-14 
11366.65 7.06e-19 1.05e-11 2.29e-05 2.18e-01 7.82e-01 2.98e-04 9.30e-20 
12061.10 8.00e-17 9.91e-10 9.56e-04 9.30e-01 6.90e-02 7.60e-08 6.85e-28 
12793.43 3.51e-15 3.52e-08 1.22e-02 9.87e-01 1.15e-03 3.33e-12 1.91e-35 
13528.61 3.59e-13 2.52e-06 2.31e-01 7.69e-01 3.40e-06 5.68e-18 3.70e-37 
14194.74 6.76e-12 3.58e-05 8.73e-01 1.27e-01 2.76e-09 2.04e-24 7.57e-37 
14757.77 3.27e-11 1.28e-04 9.88e-01 1.21e-02 4.92e-12 2.66e-29 1.60e-36 
15240.48 1.49e-10 3.82e-04 9.99e-01 9.87e-04 5.48e-15 2.74e-29 3.09e-36 
15646.99 8.49e-10 1.18e-03 9.99e-01 9.24e-05 1.46e-17 1.34e-29 5.60e-36 
15960.30 7.13e-09 4.53e-03 9.95e-01 1.01e-05 3.93e-20 2.77e-29 8.85e-36 
16187.41 3.05e-08 1.21e-02 9.88e-01 1.11e-06 2.03e-22 1.48e-29 1.65e-35 
16354.17 9.81e-08 2.66e-02 9.73e-01 1.87e-07 2.23e-24 3.68e-29 3.03e-35 
16484.18 1.53e-07 3.87e-02 9.61e-01 7.64e-08 2.41e-25 4.86e-29 5.20e-35 
16593.12 2.01e-07 4.91e-02 9.51e-01 3.00e-08 2.30e-26 6.76e-29 7.66e-35 
16691.99 2.49e-07 6.04e-02 9.40e-01 1.90e-08 4.20e-27 5.65e-29 9.87e-35 
16788.59 4.81e-07 1.03e-01 8.97e-01 8.52e-09 6.35e-28 9.84e-29 1.20e-34 
16888.37 4.78e-07 9.57e-02 9.04e-01 5.64e-09 1.89e-28 2.32e-27 1.44e-34 
16998.79 9.48e-07 1.67e-01 8.33e-01 1.46e-09 6.57e-30 6.22e-28 1.75e-34 
17146.37 1.32e-06 2.14e-01 7.86e-01 3.11e-10 7.89e-31 4.22e-28 2.17e-34 
