#NTIMES:    67
#NSTAGES:     5
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    6.776932E+04   1.0000E-099   4.0999E-001   5.9001E-001   3.4272E-033   8.0871E-052
    6.895129E+04   1.0000E-099   4.1781E-001   5.8219E-001   2.9676E-033   9.0284E-052
    6.949055E+04   1.0000E-099   4.2077E-001   5.7923E-001   2.5947E-033   9.5451E-052
    6.976176E+04   1.0000E-099   4.2228E-001   5.7772E-001   2.2828E-033   9.8166E-052
    6.989776E+04   1.0000E-099   4.2301E-001   5.7699E-001   1.9879E-033   9.9625E-052
    6.996586E+04   1.0000E-099   4.2359E-001   5.7641E-001   1.7434E-033   1.0035E-051
    6.999823E+04   1.0000E-099   4.2415E-001   5.7585E-001   1.5552E-033   1.0073E-051
    6.999993E+04   1.0000E-099   4.2420E-001   5.7580E-001   1.5337E-033   1.0076E-051
#TIME:     0.605
#NVEL: 115
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    8.484664E+02   1.0000E-099   2.6242E-017   9.3453E-012   1.4097E-005   9.9999E-001
    8.543246E+02   1.0000E-099   2.6242E-017   9.3453E-012   1.4097E-005   9.9999E-001
    8.721432E+02   1.0000E-099   2.6242E-017   9.3454E-012   1.4097E-005   9.9999E-001
    9.089031E+02   1.0000E-099   2.6243E-017   9.3455E-012   1.4097E-005   9.9999E-001
    9.682894E+02   1.0000E-099   2.6246E-017   9.3463E-012   1.4098E-005   9.9999E-001
    1.029084E+03   1.0000E-099   2.6266E-017   9.3517E-012   1.4102E-005   9.9999E-001
    1.093701E+03   1.0000E-099   2.6301E-017   9.3600E-012   1.4109E-005   9.9999E-001
    1.162375E+03   1.0000E-099   2.6203E-017   9.3327E-012   1.4089E-005   9.9999E-001
    1.235362E+03   1.0000E-099   2.5113E-017   9.0455E-012   1.3862E-005   9.9999E-001
    1.312931E+03   1.0000E-099   1.9233E-017   7.4510E-012   1.2533E-005   9.9999E-001
    1.395371E+03   1.0000E-099   5.2451E-018   2.9011E-012   7.7829E-006   9.9999E-001
    1.482988E+03   1.0000E-099   1.7725E-018   1.3347E-012   5.3177E-006   9.9999E-001
    1.576106E+03   1.0000E-099   1.5065E-018   1.1883E-012   5.0270E-006   9.9999E-001
    1.675071E+03   1.0000E-099   8.0618E-019   7.6108E-013   4.0581E-006   1.0000E+000
    1.780251E+03   1.0000E-099   3.5042E-019   4.2110E-013   3.0636E-006   1.0000E+000
    1.892034E+03   1.0000E-099   1.8637E-019   2.6694E-013   2.4640E-006   1.0000E+000
    2.010837E+03   1.0000E-099   8.9455E-020   1.5880E-013   1.9338E-006   1.0000E+000
    2.137099E+03   1.0000E-099   4.4668E-020   9.6604E-014   1.5314E-006   1.0000E+000
    2.271289E+03   1.0000E-099   2.1407E-020   5.7400E-014   1.2041E-006   1.0000E+000
    2.413905E+03   1.0000E-099   1.1005E-020   3.5701E-014   9.6583E-007   1.0000E+000
    2.565477E+03   1.0000E-099   6.7485E-021   2.5116E-014   8.1993E-007   1.0000E+000
    2.726565E+03   1.0000E-099   4.9945E-021   2.0067E-014   7.3636E-007   1.0000E+000
    2.897769E+03   1.0000E-099   4.7143E-021   1.8879E-014   7.1056E-007   1.0000E+000
    3.079722E+03   1.0000E-099   5.7911E-021   2.1166E-014   7.4023E-007   1.0000E+000
    3.273101E+03   1.0000E-099   1.1102E-020   3.2405E-014   8.9126E-007   1.0000E+000
    3.478622E+03   1.0000E-099   3.7472E-020   7.2501E-014   1.2728E-006   1.0000E+000
    3.697048E+03   1.0000E-099   2.0007E-019   2.4159E-013   2.2725E-006   1.0000E+000
    3.929188E+03   1.0000E-099   5.3374E-019   5.0684E-013   3.2878E-006   1.0000E+000
    4.175906E+03   1.0000E-099   6.6975E-018   3.0384E-012   8.2163E-006   9.9999E-001
    4.438115E+03   1.0000E-099   2.5962E-017   8.4740E-012   1.4529E-005   9.9999E-001
    4.716788E+03   1.0000E-099   3.0003E-017   9.4875E-012   1.5619E-005   9.9998E-001
    5.012959E+03   1.0000E-099   2.0512E-017   7.0828E-012   1.3379E-005   9.9999E-001
    5.327727E+03   1.0000E-099   1.3553E-017   5.1539E-012   1.1297E-005   9.9999E-001
    5.662260E+03   1.0000E-099   1.1573E-017   4.5699E-012   1.0658E-005   9.9999E-001
    6.017798E+03   1.0000E-099   1.1368E-017   4.5109E-012   1.0630E-005   9.9999E-001
    6.395661E+03   1.0000E-099   1.5880E-017   5.8481E-012   1.2343E-005   9.9999E-001
    6.797251E+03   1.0000E-099   2.7690E-017   9.0540E-012   1.5906E-005   9.9998E-001
