#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8
1.233084e+04 5.221304e+03 3.180889e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 5.016343e+03 3.106286e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 4.735419e+03 1.480856e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 4.472999e+03 9.251842e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.104471e+03 6.232544e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 3.912979e+03 4.127118e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 3.711951e+03 2.541766e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 3.520612e+03 1.770561e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 3.360452e+03 9.960248e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 3.309951e+03 7.251801e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 3.168433e+03 4.940222e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 3.179894e+03 3.556695e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 3.151876e+03 2.618112e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 3.026919e+03 1.416665e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 2.935980e+03 8.597399e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 2.980711e+03 5.904300e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 2.837911e+03 1.081612e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 2.870778e+03 3.125415e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 2.825357e+03 1.000990e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 2.628757e+03 2.627067e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 2.355016e+03 6.230528e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 2.339456e+03 2.747864e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 1.840497e+03 2.941554e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 1.727632e+03 7.124066e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 1.842701e+03 7.957934e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 1.808119e+03 3.801347e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 1.790653e+03 1.891366e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 3.545121e+03 3.881658e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 3.613854e+03 3.909378e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 3.664249e+03 3.565876e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 3.698292e+03 3.008976e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 3.717365e+03 2.365087e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 3.722585e+03 1.758243e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 2.450760e+03 3.113393e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 2.488573e+03 2.115317e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 2.517709e+03 1.447946e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 2.546756e+03 1.026229e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 3.649583e+03 2.835173e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 3.633080e+03 1.933180e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 3.614069e+03 1.311118e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 3.594674e+03 1.127175e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 2.845030e+03 5.943149e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 2.961506e+03 3.763008e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 3.161243e+03 1.061016e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 3.333279e+03 1.545845e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 3.412204e+03 1.230200e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 3.496345e+03 9.003380e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 3.583949e+03 6.486988e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 3.672575e+03 4.973249e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 3.764427e+03 4.116496e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 3.858218e+03 3.494518e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 3.972482e+03 2.842572e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 4.699207e+03 1.767761e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 4.713573e+03 1.626256e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 4.726022e+03 1.533256e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 4.733383e+03 1.488765e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 4.741818e+03 1.442525e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 5.879554e+03 1.612504e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 5.892113e+03 1.531265e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 3.644565e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8
4.242332e+02 4.453824e+04 5.254989e+12 8.123572e-28 6.158192e-19 1.532997e-11 1.441279e-05 8.472973e-02 9.084425e-01 6.813319e-03 6.420242e-08 1.415074e-16 
8.515108e+02 4.608517e+04 1.068338e+13 3.515908e-27 1.555196e-18 2.329558e-11 1.533626e-05 7.808335e-02 9.124104e-01 9.490793e-03 1.587551e-07 8.282874e-16 
8.638199e+02 4.622383e+04 8.300277e+12 7.267384e-28 4.248624e-19 8.469297e-12 7.602801e-06 5.450538e-02 9.307842e-01 1.470248e-02 3.885255e-07 3.354177e-15 
8.922215e+02 4.669790e+04 7.179435e+12 2.551106e-28 1.775388e-19 4.219387e-12 4.608869e-06 4.186930e-02 9.380021e-01 2.012323e-02 7.529982e-07 9.607219e-15 
9.416122e+02 4.735362e+04 5.727124e+12 3.623708e-29 3.389257e-20 1.089992e-12 1.723421e-06 2.447340e-02 9.378041e-01 3.771782e-02 2.928581e-06 8.637670e-14 
1.002576e+03 4.812398e+04 5.905488e+12 1.907936e-29 1.851464e-20 6.211884e-13 1.089097e-06 1.859532e-02 9.277490e-01 5.364809e-02 6.534580e-06 3.356031e-13 
1.065938e+03 4.892324e+04 5.970342e+12 8.146336e-30 8.428635e-21 3.048827e-13 6.129916e-07 1.314706e-02 9.073889e-01 7.944694e-02 1.649431e-05 1.617169e-12 
1.133306e+03 4.987429e+04 6.060741e+12 3.165511e-30 3.511864e-21 1.377360e-13 3.209812e-07 8.819934e-03 8.699113e-01 1.212237e-01 4.470377e-05 8.981029e-12 
1.204932e+03 5.094443e+04 6.226860e+12 1.167848e-30 1.385846e-21 5.878168e-14 1.588273e-07 5.644599e-03 8.097080e-01 1.845200e-01 1.272954e-04 5.449957e-11 
1.281084e+03 5.215208e+04 6.648876e+12 3.873016e-31 4.841271e-22 2.175344e-14 6.874604e-08 3.259789e-03 7.100530e-01 2.862805e-01 4.066667e-04 4.260318e-10 
1.362050e+03 5.357473e+04 7.176375e+12 1.175325e-31 1.531911e-22 7.319390e-15 2.697852e-08 1.700820e-03 5.771058e-01 4.199266e-01 1.266818e-03 3.378180e-09 
1.448132e+03 5.510361e+04 7.602209e+12 3.043509e-32 4.235245e-23 2.181793e-15 9.533884e-09 8.122136e-04 4.290248e-01 5.665327e-01 3.630210e-03 2.456809e-08 
1.539655e+03 5.683032e+04 7.838440e+12 4.935039e-33 7.662713e-24 4.462032e-16 2.428102e-09 2.995711e-04 2.711907e-01 7.173939e-01 1.111566e-02 2.207366e-07 
1.636962e+03 5.863022e+04 8.026027e+12 7.606768e-34 1.321789e-24 8.708259e-17 5.883258e-10 1.036697e-04 1.568005e-01 8.138075e-01 2.928670e-02 1.632798e-06 
1.740419e+03 6.048878e+04 8.110116e+12 9.731052e-35 1.914988e-25 1.457056e-17 1.238498e-10 3.184708e-05 8.169921e-02 8.461332e-01 7.212427e-02 1.144830e-05 
1.850415e+03 6.238316e+04 7.994666e+12 1.117616e-35 2.536129e-26 2.261023e-18 2.467352e-11 9.198840e-06 3.963238e-02 8.029641e-01 1.573259e-01 6.834652e-05 
1.967362e+03 6.427916e+04 8.081614e+12 1.496170e-36 3.812820e-27 3.867979e-19 5.198674e-12 2.682074e-06 1.854699e-02 6.894793e-01 2.916497e-01 3.212973e-04 
2.091700e+03 6.601492e+04 8.088307e+12 2.229378e-37 6.354001e-28 7.230414e-20 1.177681e-12 8.161604e-07 8.545035e-03 5.439244e-01 4.464233e-01 1.106473e-03 
2.223897e+03 6.748535e+04 8.116369e+12 4.615649e-38 1.427832e-28 1.798809e-20 3.390561e-13 2.946251e-07 4.270553e-03 4.149770e-01 5.780345e-01 2.717625e-03 
2.364448e+03 6.849873e+04 7.999819e+12 1.330461e-38 4.434870e-29 6.089147e-21 1.291744e-13 1.337501e-07 2.470856e-03 3.273357e-01 6.652305e-01 4.962831e-03 
2.513883e+03 6.895750e+04 7.749022e+12 6.693724e-39 2.371577e-29 3.452871e-21 7.874969e-14 8.995638e-08 1.877877e-03 2.889508e-01 7.026895e-01 6.481705e-03 
2.672762e+03 6.853983e+04 7.309600e+12 7.115722e-39 2.605318e-29 3.912230e-21 9.100186e-14 1.034756e-07 2.097862e-03 3.061745e-01 6.860576e-01 5.669898e-03 
2.841682e+03 6.705927e+04 6.646765e+12 2.037211e-38 7.494556e-29 1.118235e-20 2.456549e-13 2.429783e-07 3.895979e-03 4.074421e-01 5.858839e-01 2.777744e-03 
3.021278e+03 6.462683e+04 5.847304e+12 1.380693e-37 4.961864e-28 7.083241e-20 1.362715e-12 1.024733e-06 1.053497e-02 5.968619e-01 3.919153e-01 6.867507e-04 
3.212225e+03 6.141457e+04 4.772816e+12 1.391306e-36 4.957906e-27 6.901317e-19 1.120774e-11 5.797106e-06 3.262943e-02 7.950317e-01 1.722569e-01 7.619054e-05 
3.415240e+03 5.779482e+04 4.090021e+12 3.534695e-35 1.127691e-25 1.374077e-17 1.639416e-10 4.804532e-05 1.127691e-01 8.462420e-01 4.093802e-02 2.814489e-06 
3.631085e+03 5.358952e+04 4.446355e+12 8.750063e-33 1.843525e-23 1.416041e-15 8.376015e-09 8.496245e-04 4.608812e-01 5.356909e-01 2.578263e-03 1.092756e-08 
3.860572e+03 4.834374e+04 4.422764e+12 3.791951e-30 4.961809e-21 2.259035e-13 5.425718e-07 1.286843e-02 9.116819e-01 7.543563e-02 1.347353e-05 1.036736e-12 
4.104562e+03 4.338353e+04 2.253132e+12 5.761178e-29 8.965688e-20 4.494413e-12 7.577453e-06 6.709805e-02 9.254904e-01 7.403923e-03 6.131374e-08 9.659806e-17 
4.363973e+03 3.963120e+04 1.755019e+12 3.043991e-27 3.937450e-18 1.516801e-10 1.277853e-04 3.189438e-01 6.804827e-01 4.456902e-04 1.527190e-10 4.737406e-21 
4.639779e+03 3.627280e+04 1.596939e+12 1.982505e-25 1.837796e-16 4.529372e-09 1.504967e-03 8.031315e-01 1.953563e-01 7.220948e-06 6.757881e-14 2.532397e-26 
4.933016e+03 3.326205e+04 1.481264e+12 8.540267e-24 5.503355e-15 8.238254e-08 9.731542e-03 9.681207e-01 2.214765e-02 3.590604e-08 6.728187e-18 2.097315e-32 
5.244785e+03 3.065307e+04 1.376430e+12 2.929352e-22 1.361077e-13 1.234258e-06 5.126367e-02 9.466810e-01 2.054119e-03 1.432525e-10 5.322848e-22 1.364650e-38 
5.576259e+03 2.849224e+04 1.268102e+12 7.176658e-21 2.499522e-12 1.410715e-05 2.139742e-01 7.858346e-01 1.770495e-04 5.889026e-13 4.942237e-26 1.213783e-44 
5.928682e+03 2.670032e+04 1.175186e+12 1.038347e-19 2.813455e-11 9.938175e-05 5.667391e-01 4.331506e-01 1.092997e-05 1.896552e-15 4.027896e-30 1.084901e-50 
6.303378e+03 2.516717e+04 1.046016e+12 6.404774e-19 1.449138e-10 3.478852e-04 8.409145e-01 1.587370e-01 5.552340e-07 6.543006e-18 4.815100e-34 2.101134e-56 
6.701756e+03 2.384766e+04 9.050356e+11 2.649797e-18 5.255569e-10 8.915206e-04 9.520560e-01 4.705248e-02 2.459937e-08 2.118737e-20 5.970987e-38 4.650216e-62 
7.125310e+03 2.254476e+04 7.853129e+11 1.199264e-17 2.043067e-09 2.318798e-03 9.866520e-01 1.102924e-02 7.042768e-10 3.322060e-23 2.521444e-42 2.298866e-68 
7.575635e+03 2.117899e+04 6.779151e+11 7.494816e-17 1.053438e-08 7.203351e-03 9.909812e-01 1.815411e-03 9.118693e-12 1.269955e-26 1.215826e-47 5.121458e-76 
8.054419e+03 1.954479e+04 5.891655e+11 1.012230e-15 1.046935e-07 3.389524e-02 9.659566e-01 1.480748e-04 2.319453e-14 2.626014e-31 6.536113e-55 1.856719e-86 
8.563463e+03 1.766860e+04 4.805147e+11 2.889983e-14 2.019988e-06 2.349986e-01 7.649955e-01 3.799978e-06 5.009971e-18 7.049959e-38 4.589973e-65 5.159970e-101 
9.105475e+03 1.547999e+04 3.098708e+11 6.137740e-13 2.828917e-05 8.613042e-01 1.386675e-01 5.556802e-09 8.410977e-24 7.804780e-48 3.561405e-80 1.795857e-122 
9.611971e+03 1.351077e+04 2.241228e+11 8.528587e-12 1.971809e-04 9.961389e-01 3.663881e-03 3.875390e-13 1.528323e-31 1.112128e-60 2.797376e-99 2.886074e-149 
1.001075e+04 1.208429e+04 2.014080e+11 1.290231e-10 1.283715e-03 9.986260e-01 9.025103e-05 3.111543e-17 4.577715e-39 4.545133e-73 1.309780e-117 7.086498e-175 
1.035413e+04 1.099813e+04 1.682966e+11 1.213078e-09 6.205362e-03 9.937910e-01 3.606575e-06 8.164950e-21 1.147759e-45 5.552166e-84 8.538205e-134 1.558339e-197 
1.071873e+04 1.002448e+04 1.410271e+11 1.615726e-08 3.729635e-02 9.627036e-01 8.644135e-08 6.166688e-25 2.948700e-53 1.602262e-96 2.221624e-152 1.534940e-223 
1.109526e+04 9.059727e+03 1.341832e+11 3.685392e-07 2.846441e-01 7.153555e-01 6.816477e-10 4.382021e-30 1.348314e-62 8.014978e-112 6.029960e-175 5.205991e-255 
1.142152e+04 8.005133e+03 1.615902e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.165575e+04 7.061336e+03 1.483685e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.180634e+04 6.464910e+03 8.861972e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 6.110755e+03 6.492769e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 5.888185e+03 4.941722e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 5.777216e+03 3.957169e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 5.693362e+03 3.346910e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 5.624156e+03 2.928508e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 5.483218e+03 2.624117e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 5.305894e+03 2.883684e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 5.035244e+03 2.846076e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 4.834164e+03 1.383877e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 4.503991e+03 8.423479e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.220429e+03 5.634834e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 3.965988e+03 3.760311e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 3.786549e+03 2.472867e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 3.589910e+03 1.742306e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 3.472656e+03 1.244744e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 3.441700e+03 8.645092e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 3.397810e+03 5.115703e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 3.366597e+03 4.247564e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 3.292632e+03 2.812014e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 3.186173e+03 1.733243e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 3.175283e+03 1.171839e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 3.055918e+03 5.319047e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
