#NTIMES:    67
#NSTAGES:     5
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           c0           c1           c2           c3           c4
    5.057272E+04   4.8729E-002   9.5127E-001   1.3836E-012   1.3377E-044   4.3089E-064
    5.193717E+04   4.4342E-002   9.5566E-001   1.5166E-012   1.6912E-044   4.5915E-064
    5.333235E+04   4.0422E-002   9.5958E-001   1.6322E-012   2.0503E-044   4.8485E-064
    5.475676E+04   3.7374E-002   9.6263E-001   1.7225E-012   2.3683E-044   5.0702E-064
    5.620758E+04   3.5316E-002   9.6468E-001   1.7837E-012   2.6085E-044   5.2547E-064
    5.768166E+04   3.4215E-002   9.6578E-001   1.8158E-012   2.7514E-044   5.4069E-064
    5.917412E+04   3.3867E-002   9.6613E-001   1.8231E-012   2.8009E-044   5.5452E-064
    6.067730E+04   3.4158E-002   9.6584E-001   1.8092E-012   2.7657E-044   5.6888E-064
    6.217708E+04   3.5086E-002   9.6491E-001   1.7757E-012   2.6541E-044   5.8553E-064
    6.366086E+04   3.6568E-002   9.6343E-001   1.7258E-012   2.4824E-044   6.0649E-064
    6.510379E+04   3.8591E-002   9.6141E-001   1.6630E-012   2.2691E-044   6.3301E-064
    6.648389E+04   4.0664E-002   9.5934E-001   1.5954E-012   2.0433E-044   6.6615E-064
    6.776932E+04   4.3916E-002   9.5608E-001   1.5193E-012   1.8092E-044   7.0146E-064
    6.895129E+04   4.7440E-002   9.5256E-001   1.4066E-012   1.4939E-044   7.1890E-064
    6.949055E+04   5.0199E-002   9.4980E-001   1.2688E-012   1.1728E-044   6.8121E-064
    6.976176E+04   5.2094E-002   9.4791E-001   1.1325E-012   9.1883E-045   6.2275E-064
    6.989776E+04   5.3478E-002   9.4652E-001   9.8232E-013   6.9809E-045   5.4675E-064
    6.996586E+04   5.4794E-002   9.4521E-001   8.4998E-013   5.4207E-045   4.7593E-064
    6.999823E+04   5.6048E-002   9.4395E-001   7.4751E-013   4.4044E-045   4.1988E-064
    6.999993E+04   5.6260E-002   9.4374E-001   7.3550E-013   4.2972E-045   4.1326E-064
#TIME:     0.605
#NVEL: 115
#vel_mid[km/s]           c0           c1           c2           c3           c4
    8.484664E+02   7.1540E-025   1.7205E-017   1.2641E-010   1.0860E-004   9.9989E-001
    8.543246E+02   7.1540E-025   1.7205E-017   1.2641E-010   1.0860E-004   9.9989E-001
    8.721432E+02   7.1540E-025   1.7205E-017   1.2641E-010   1.0860E-004   9.9989E-001
    9.089031E+02   7.1541E-025   1.7205E-017   1.2641E-010   1.0860E-004   9.9989E-001
    9.682894E+02   7.1552E-025   1.7207E-017   1.2642E-010   1.0860E-004   9.9989E-001
    1.029084E+03   7.1620E-025   1.7221E-017   1.2649E-010   1.0862E-004   9.9989E-001
    1.093701E+03   7.1664E-025   1.7239E-017   1.2658E-010   1.0861E-004   9.9989E-001
    1.162375E+03   7.1181E-025   1.7160E-017   1.2619E-010   1.0846E-004   9.9989E-001
    1.235362E+03   6.7734E-025   1.6426E-017   1.2255E-010   1.0765E-004   9.9989E-001
    1.312931E+03   5.0680E-025   1.2576E-017   1.0254E-010   1.0357E-004   9.9990E-001
    1.395371E+03   1.0933E-025   3.3155E-018   4.2682E-011   8.4106E-005   9.9992E-001
    1.482988E+03   3.0633E-026   1.0991E-018   2.0966E-011   7.2279E-005   9.9993E-001
    1.576106E+03   2.5255E-026   9.3095E-019   1.8856E-011   7.0694E-005   9.9993E-001
    1.675071E+03   1.1956E-026   4.9135E-019   1.2555E-011   6.4830E-005   9.9994E-001
    1.780251E+03   4.3721E-027   2.0945E-019   7.3205E-012   5.7721E-005   9.9994E-001
    1.892034E+03   1.9370E-027   1.0771E-019   4.7857E-012   5.1936E-005   9.9995E-001
    2.010837E+03   7.9110E-028   5.0770E-020   2.9861E-012   4.6904E-005   9.9995E-001
    2.137099E+03   3.2639E-028   2.4575E-020   1.8873E-012   4.2018E-005   9.9996E-001
    2.271289E+03   1.3065E-028   1.1513E-020   1.1744E-012   3.7714E-005   9.9996E-001
    2.413905E+03   5.5713E-029   5.7453E-021   7.5817E-013   3.3920E-005   9.9997E-001
    2.565477E+03   2.9420E-029   3.4288E-021   5.4715E-013   3.1294E-005   9.9997E-001
    2.726565E+03   1.9247E-029   2.4591E-021   4.4146E-013   2.9562E-005   9.9997E-001
    2.897769E+03   1.6586E-029   2.2336E-021   4.1092E-013   2.8801E-005   9.9997E-001
    3.079722E+03   1.9083E-029   2.6108E-021   4.4504E-013   2.8901E-005   9.9997E-001
    3.273101E+03   3.7922E-029   4.8023E-021   6.4049E-013   3.0996E-005   9.9997E-001
    3.478622E+03   1.3130E-028   1.5001E-020   1.2656E-012   3.3703E-005   9.9997E-001
    3.697048E+03   1.0958E-027   8.6198E-020   3.8832E-012   4.4217E-005   9.9996E-001
    3.929188E+03   4.7217E-027   2.6080E-019   8.1010E-012   5.7070E-005   9.9994E-001
    4.175906E+03   5.3131E-026   2.9135E-018   3.9208E-011   6.4113E-005   9.9994E-001
    4.438115E+03   2.3050E-025   1.1506E-017   1.0364E-010   8.1292E-005   9.9992E-001
    4.716788E+03   2.5273E-025   1.3090E-017   1.1498E-010   8.2525E-005   9.9992E-001
    5.012959E+03   1.5143E-025   8.6316E-018   8.6255E-011   7.3751E-005   9.9993E-001
    5.327727E+03   8.7515E-026   5.5002E-018   6.3156E-011   6.5611E-005   9.9993E-001
    5.662260E+03   6.7693E-026   4.5702E-018   5.5934E-011   6.1809E-005   9.9994E-001
    6.017798E+03   6.3789E-026   4.4373E-018   5.5078E-011   6.0782E-005   9.9994E-001
    6.395661E+03   9.1001E-026   6.2313E-018   7.0630E-011   6.5198E-005   9.9993E-001
    6.797251E+03   1.6588E-025   1.1009E-017   1.0764E-010   7.4819E-005   9.9993E-001
    7.224056E+03   3.4535E-025   2.1479E-017   1.7633E-010   9.0649E-005   9.9991E-001
    7.677661E+03   8.7159E-025   5.0282E-017   3.3408E-010   1.1948E-004   9.9988E-001
    8.159748E+03   3.1651E-024   1.5997E-016   7.9765E-010   1.8163E-004   9.9982E-001
    8.672106E+03   4.9222E-023   1.9435E-015   5.4821E-009   5.0886E-004   9.9949E-001
    9.216636E+03   6.6563E-020   1.2276E-012   8.2605E-007   8.7704E-003   9.9123E-001
    9.793140E+03   3.2075E-014   1.4677E-007   6.2432E-003   7.8064E-001   2.1312E-001
    1.026683E+04   3.0645E-010   3.6955E-004   6.7178E-001   3.2781E-001   4.1332E-005
    1.070804E+04   1.1125E-007   2.5537E-002   9.7408E-001   3.8211E-004   2.6483E-012
    1.120152E+04   1.3849E-004   9.7773E-001   2.2133E-002   7.0526E-012   2.9126E-028
    1.159423E+04   1.6887E-003   9.9812E-001   1.8916E-004   9.0100E-018   3.1230E-039
    1.180243E+04   3.7468E-003   9.9620E-001   5.0792E-005   2.6319E-019   5.2153E-042
    1.192916E+04   7.4757E-003   9.9251E-001   9.9921E-006   1.9876E-021   4.7324E-046
    1.202084E+04   1.5873E-002   9.8413E-001   1.2554E-006   3.1460E-024   1.8406E-051
    1.209768E+04   2.7820E-002   9.7218E-001   2.3359E-007   1.5789E-026   6.3030E-056
    1.216841E+04   4.0630E-002   9.5937E-001   7.1207E-008   3.7056E-028   4.3802E-059
    1.223949E+04   6.1438E-002   9.3856E-001   1.9708E-008   6.6749E-030   4.8992E-061
    1.231406E+04   9.2636E-002   9.0736E-001   5.4301E-009   1.2401E-031   1.8850E-061
    1.239842E+04   1.3043E-001   8.6957E-001   1.7848E-009   4.1298E-033   8.2754E-062
    1.256481E+04   1.7813E-001   8.2187E-001   5.6365E-010   1.1921E-034   3.5841E-062
    1.321135E+04   1.0884E-001   8.9116E-001   1.2416E-009   6.7795E-034   1.1188E-061
    1.378971E+04   5.9864E-002   9.4014E-001   4.0910E-009   1.6607E-032   4.0430E-061
    1.426236E+04   5.4093E-002   9.4591E-001   3.7298E-009   9.5073E-033   4.6820E-061
    1.471893E+04   6.9103E-002   9.3090E-001   1.3976E-009   3.8699E-034   2.4724E-061
    1.520339E+04   1.0910E-001   8.9090E-001   3.4245E-010   5.2989E-036   8.0583E-062
    1.569984E+04   2.1442E-001   7.8558E-001   4.1936E-011   1.3478E-038   1.2668E-062
    1.625603E+04   4.0452E-001   5.9548E-001   2.8684E-012   5.7654E-042   1.0170E-063
    1.692188E+04   6.5482E-001   3.4518E-001   1.4103E-013   2.5392E-045   6.3688E-065
    1.755155E+04   7.9930E-001   2.0070E-001   1.0761E-014   5.8521E-048   7.0034E-066
    1.815678E+04   8.5742E-001   1.4258E-001   1.7627E-015   5.9952E-050   1.5443E-066
    1.877630E+04   8.9303E-001   1.0697E-001   3.8679E-016   2.5532E-051   4.4414E-067
    1.943029E+04   9.1809E-001   8.1914E-002   1.0387E-016   1.2281E-051   1.5665E-067
    2.010428E+04   9.0597E-001   9.4034E-002   8.7089E-017   6.9991E-051   1.2240E-067
    2.090850E+04   8.8669E-001   1.1331E-001   8.8765E-017   3.9489E-050   1.1051E-067
    2.182676E+04   8.8384E-001   1.1616E-001   6.2801E-017   8.2699E-050   8.0507E-068
    2.283367E+04   8.4715E-001   1.5285E-001   9.1307E-017   2.8677E-049   9.5912E-068
    2.394324E+04   8.1625E-001   1.8375E-001   1.1584E-016   4.8918E-049   1.0846E-067
    2.516734E+04   7.5818E-001   2.4182E-001   2.1548E-016   8.8704E-049   1.6426E-067
    2.638649E+04   7.4906E-001   2.5094E-001   2.0392E-016   7.4423E-049   1.5757E-067
    2.758311E+04   6.3756E-001   3.6244E-001   6.8212E-016   2.0955E-048   3.8846E-067
    2.884269E+04   5.5421E-001   4.4579E-001   1.4761E-015   3.5081E-048   7.1848E-067
    3.014497E+04   4.5019E-001   5.4981E-001   3.7433E-015   7.2549E-048   1.5604E-066
    3.148085E+04   3.7193E-001   6.2807E-001   7.2719E-015   1.1528E-047   2.7862E-066
    3.276289E+04   3.3104E-001   6.6896E-001   9.4915E-015   1.2440E-047   3.5672E-066
    3.391810E+04   2.9278E-001   7.0722E-001   1.2130E-014   1.3758E-047   4.5106E-066
    3.495083E+04   2.4352E-001   7.5648E-001   1.7902E-014   1.8602E-047   6.5546E-066
    3.592850E+04   1.9525E-001   8.0475E-001   2.7036E-014   2.6462E-047   9.8994E-066
    3.688885E+04   1.5554E-001   8.4446E-001   3.8306E-014   3.6599E-047   1.4470E-065
    3.786912E+04   1.2544E-001   8.7456E-001   5.0104E-014   4.9246E-047   2.0250E-065
    3.888044E+04   1.0473E-001   8.9527E-001   6.1415E-014   6.4709E-047   2.7262E-065
    3.991994E+04   9.0169E-002   9.0983E-001   7.7164E-014   8.8666E-047   3.7524E-065
    4.098383E+04   8.0048E-002   9.1995E-001   1.0501E-013   1.3018E-046   5.3954E-065
    4.207443E+04   7.3463E-002   9.2654E-001   1.5301E-013   2.0296E-046   7.9145E-065
    4.319619E+04   6.9496E-002   9.3050E-001   2.2852E-013   3.3103E-046   1.1453E-064
    4.435339E+04   6.7155E-002   9.3285E-001   3.3598E-013   5.5717E-046   1.5934E-064
    4.555005E+04   6.5193E-002   9.3481E-001   4.7607E-013   9.6110E-046   2.1082E-064
    4.678738E+04   6.2466E-002   9.3753E-001   6.4532E-013   1.6844E-045   2.6523E-064
    4.806468E+04   5.8741E-002   9.4126E-001   8.3415E-013   2.9305E-045   3.1822E-064
    4.937985E+04   5.4334E-002   9.4567E-001   1.0289E-012   4.9170E-045   3.6633E-064
    5.073002E+04   4.9526E-002   9.5047E-001   1.2186E-012   7.7934E-045   4.0880E-064
    5.211198E+04   4.4768E-002   9.5523E-001   1.3937E-012   1.1501E-044   4.4589E-064
    5.352349E+04   4.0651E-002   9.5935E-001   1.5431E-012   1.5646E-044   4.7727E-064
    5.496004E+04   3.7532E-002   9.6247E-001   1.6586E-012   1.9618E-044   5.0281E-064
    5.642085E+04   3.5472E-002   9.6453E-001   1.7376E-012   2.2869E-044   5.2320E-064
    5.789881E+04   3.4394E-002   9.6561E-001   1.7818E-012   2.5063E-044   5.3961E-064
    5.939226E+04   3.4074E-002   9.6593E-001   1.7973E-012   2.6177E-044   5.5436E-064
    6.088737E+04   3.4403E-002   9.6560E-001   1.7885E-012   2.6281E-044   5.6950E-064
    6.237825E+04   3.5366E-002   9.6463E-001   1.7582E-012   2.5492E-044   5.8698E-064
    6.383998E+04   3.6873E-002   9.6313E-001   1.7107E-012   2.4017E-044   6.0863E-064
    6.526223E+04   3.8876E-002   9.6112E-001   1.6501E-012   2.2071E-044   6.3584E-064
    6.660986E+04   4.0974E-002   9.5903E-001   1.5848E-012   1.9972E-044   6.6907E-064
    6.786444E+04   4.4206E-002   9.5579E-001   1.5096E-012   1.7722E-044   7.0346E-064
    6.899777E+04   4.7673E-002   9.5233E-001   1.3950E-012   1.4593E-044   7.1677E-064
    6.951321E+04   5.0365E-002   9.4964E-001   1.2580E-012   1.1466E-044   6.7741E-064
    6.977237E+04   5.2213E-002   9.4779E-001   1.1213E-012   8.9775E-045   6.1780E-064
    6.990232E+04   5.3554E-002   9.4645E-001   9.7345E-013   6.8430E-045   5.4254E-064
    6.996738E+04   5.4857E-002   9.4514E-001   8.4482E-013   5.3464E-045   4.7355E-064
    6.999830E+04   5.6074E-002   9.4393E-001   7.4619E-013   4.3752E-045   4.1953E-064
    6.999993E+04   5.6280E-002   9.4372E-001   7.3466E-013   4.2730E-045   4.1317E-064
#TIME:     0.733
#NVEL: 115
#vel_mid[km/s]           c0           c1           c2           c3           c4
    8.484664E+02   7.0113E-025   2.1591E-017   1.5054E-010   1.0248E-004   9.9990E-001
    8.528610E+02   7.0113E-025   2.1591E-017   1.5054E-010   1.0248E-004   9.9990E-001
    8.661820E+02   7.0114E-025   2.1591E-017   1.5054E-010   1.0248E-004   9.9990E-001
    8.934513E+02   7.0118E-025   2.1592E-017   1.5054E-010   1.0248E-004   9.9990E-001
    9.472405E+02   7.0135E-025   2.1597E-017   1.5057E-010   1.0249E-004   9.9990E-001
    1.007109E+03   7.0192E-025   2.1612E-017   1.5064E-010   1.0250E-004   9.9990E-001
    1.070759E+03   7.0230E-025   2.1627E-017   1.5072E-010   1.0251E-004   9.9990E-001
    1.138432E+03   6.9295E-025   2.1406E-017   1.4969E-010   1.0223E-004   9.9990E-001
    1.210381E+03   6.4568E-025   2.0137E-017   1.4352E-010   1.0091E-004   9.9990E-001
    1.286878E+03   4.5635E-025   1.4746E-017   1.1571E-010   9.5005E-005   9.9990E-001
    1.368209E+03   1.2615E-025   4.7623E-018   5.3715E-011   7.7528E-005   9.9992E-001
    1.454681E+03   3.2880E-026   1.4658E-018   2.4567E-011   6.4810E-005   9.9994E-001
    1.546618E+03   1.9019E-026   9.1211E-019   1.8010E-011   6.0578E-005   9.9994E-001
    1.644365E+03   9.7042E-027   5.1153E-019   1.2369E-011   5.5881E-005   9.9994E-001
    1.748290E+03   3.5416E-027   2.1614E-019   7.1028E-012   4.9721E-005   9.9995E-001
    1.858783E+03   1.4168E-027   1.0110E-019   4.3547E-012   4.4318E-005   9.9996E-001
    1.976259E+03   5.5538E-028   4.6005E-020   2.6387E-012   3.9830E-005   9.9996E-001
    2.101160E+03   2.1540E-028   2.0973E-020   1.6016E-012   3.5607E-005   9.9996E-001
    2.233954E+03   8.0419E-029   9.2473E-021   9.5525E-013   3.1799E-005   9.9997E-001
    2.375142E+03   3.2076E-029   4.3372E-021   5.9249E-013   2.8530E-005   9.9997E-001
    2.525252E+03   1.5499E-029   2.3976E-021   4.0721E-013   2.6113E-005   9.9997E-001
    2.684850E+03   9.4556E-030   1.6179E-021   3.1645E-013   2.4488E-005   9.9998E-001
    2.854534E+03   7.7916E-030   1.4135E-021   2.8790E-013   2.3675E-005   9.9998E-001
    3.034942E+03   8.4999E-030   1.5811E-021   3.0402E-013   2.3443E-005   9.9998E-001
    3.226752E+03   1.6290E-029   2.8251E-021   4.3139E-013   2.4786E-005   9.9998E-001
    3.430685E+03   4.4688E-029   7.3815E-021   7.6576E-013   2.5433E-005   9.9997E-001
    3.647506E+03   4.8728E-028   5.4436E-020   2.7763E-012   3.3883E-005   9.9997E-001
    3.878031E+03   3.1276E-027   2.3219E-019   7.2462E-012   4.6491E-005   9.9995E-001
    4.123125E+03   2.2283E-026   1.6584E-018   2.7299E-011   5.1241E-005   9.9995E-001
    4.383709E+03   2.5710E-025   1.6221E-017   1.4264E-010   8.3511E-005   9.9992E-001
    4.660762E+03   4.1800E-025   2.6306E-017   2.0724E-010   9.6448E-005   9.9990E-001
    4.955325E+03   3.0810E-025   2.0804E-017   1.7676E-010   8.9446E-005   9.9991E-001
    5.268505E+03   1.7742E-025   1.3178E-017   1.2793E-010   7.7431E-005   9.9992E-001
    5.601477E+03   1.3171E-025   1.0562E-017   1.1049E-010   7.2085E-005   9.9993E-001
    5.955494E+03   1.2144E-025   1.0090E-017   1.0788E-010   7.0919E-005   9.9993E-001
    6.331885E+03   1.7120E-025   1.4051E-017   1.3913E-010   7.8722E-005   9.9992E-001
    6.732064E+03   3.2596E-025   2.5947E-017   2.2329E-010   9.7324E-005   9.9990E-001
    7.157534E+03   7.3879E-025   5.4969E-017   3.9631E-010   1.2878E-004   9.9987E-001
    7.609895E+03   2.0578E-024   1.4131E-016   8.2305E-010   1.8826E-004   9.9981E-001
