#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    6.999993E+04   1.0000E-099   9.9966E-001   3.3945E-004   1.9736E-022
#TIME:     2.090
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    8.484664E+02   1.0000E-099   5.3979E-014   2.8409E-006   1.0000E+000
    8.544589E+02   1.0000E-099   5.3979E-014   2.8409E-006   1.0000E+000
    8.726916E+02   1.0000E-099   5.3908E-014   2.8388E-006   1.0000E+000
    9.103324E+02   1.0000E-099   5.3440E-014   2.8249E-006   1.0000E+000
    9.699487E+02   1.0000E-099   5.1761E-014   2.7744E-006   1.0000E+000
    1.030036E+03   1.0000E-099   4.8478E-014   2.6738E-006   1.0000E+000
    1.093869E+03   1.0000E-099   4.2875E-014   2.4952E-006   1.0000E+000
    1.161658E+03   1.0000E-099   3.4844E-014   2.2205E-006   1.0000E+000
    1.233648E+03   1.0000E-099   2.5698E-014   1.8710E-006   1.0000E+000
    1.310100E+03   1.0000E-099   1.7973E-014   1.5279E-006   1.0000E+000
    1.391289E+03   1.0000E-099   1.2312E-014   1.2333E-006   1.0000E+000
    1.477510E+03   1.0000E-099   8.4334E-015   9.9743E-007   1.0000E+000
    1.569074E+03   1.0000E-099   5.8024E-015   8.1082E-007   1.0000E+000
    1.666313E+03   1.0000E-099   3.9152E-015   6.5431E-007   1.0000E+000
    1.769578E+03   1.0000E-099   2.5763E-015   5.2237E-007   1.0000E+000
    1.879242E+03   1.0000E-099   1.6353E-015   4.1032E-007   1.0000E+000
    1.995702E+03   1.0000E-099   1.0357E-015   3.2258E-007   1.0000E+000
    2.119380E+03   1.0000E-099   6.7514E-016   2.5777E-007   1.0000E+000
    2.250722E+03   1.0000E-099   4.6083E-016   2.1122E-007   1.0000E+000
    2.390204E+03   1.0000E-099   3.3377E-016   1.7868E-007   1.0000E+000
    2.538329E+03   1.0000E-099   2.6085E-016   1.5738E-007   1.0000E+000
    2.695634E+03   1.0000E-099   2.2534E-016   1.4614E-007   1.0000E+000
    2.862688E+03   1.0000E-099   2.2138E-016   1.4520E-007   1.0000E+000
    3.040094E+03   1.0000E-099   2.4004E-016   1.5224E-007   1.0000E+000
    3.228495E+03   1.0000E-099   2.6942E-016   1.6339E-007   1.0000E+000
    3.428571E+03   1.0000E-099   3.8786E-016   1.9980E-007   1.0000E+000
    3.641046E+03   1.0000E-099   8.8241E-016   3.0953E-007   1.0000E+000
    3.866689E+03   1.0000E-099   2.5495E-015   5.4932E-007   1.0000E+000
    4.106315E+03   1.0000E-099   7.7176E-015   1.0351E-006   1.0000E+000
    4.360791E+03   1.0000E-099   2.3506E-014   2.0287E-006   1.0000E+000
    4.631038E+03   1.0000E-099   7.1271E-014   3.9233E-006   1.0000E+000
    4.918032E+03   1.0000E-099   1.4524E-013   5.9860E-006   9.9999E-001
    5.222812E+03   1.0000E-099   1.9855E-013   7.2414E-006   9.9999E-001
    5.546480E+03   1.0000E-099   2.1559E-013   7.6755E-006   9.9999E-001
    5.890206E+03   1.0000E-099   2.3587E-013   8.1748E-006   9.9999E-001
    6.255234E+03   1.0000E-099   2.8803E-013   9.3035E-006   9.9999E-001
    6.642883E+03   1.0000E-099   4.0243E-013   1.1506E-005   9.9999E-001
    7.054555E+03   1.0000E-099   6.5400E-013   1.5586E-005   9.9998E-001
    7.491740E+03   1.0000E-099   1.2674E-012   2.3468E-005   9.9998E-001
    7.956017E+03   1.0000E-099   3.2349E-012   4.1947E-005   9.9996E-001
    8.451079E+03   1.0000E-099   1.4218E-011   1.0597E-004   9.9989E-001
    8.939374E+03   1.0000E-099   1.5051E-010   4.7140E-004   9.9953E-001
    9.299758E+03   1.0000E-099   2.1030E-009   2.5924E-003   9.9741E-001
    9.605367E+03   1.0000E-099   4.9070E-008   2.0093E-002   9.7991E-001
    9.888011E+03   1.0000E-099   1.8237E-006   2.0520E-001   7.9480E-001
    1.015306E+04   1.0000E-099   2.7215E-005   8.1884E-001   1.8114E-001
    1.041413E+04   1.0000E-099   1.5605E-004   9.9157E-001   8.2751E-003
    1.068189E+04   1.0000E-099   9.4671E-004   9.9886E-001   1.9571E-004
    1.094077E+04   1.0000E-099   7.4074E-003   9.9259E-001   2.5431E-006
    1.116307E+04   1.0000E-099   6.6117E-002   9.3388E-001   2.0115E-008
    1.134864E+04   1.0000E-099   4.7975E-001   5.2025E-001   4.6318E-011
    1.150785E+04   1.0000E-099   9.3215E-001   6.7849E-002   1.6355E-014
    1.165691E+04   1.0000E-099   9.9234E-001   7.6571E-003   1.0447E-017
    1.181226E+04   1.0000E-099   9.9899E-001   1.0082E-003   1.4175E-020
    1.199154E+04   1.0000E-099   9.9986E-001   1.3520E-004   1.9790E-023
    1.221395E+04   1.0000E-099   9.9997E-001   2.8996E-005   7.8382E-026
    1.251905E+04   1.0000E-099   9.9999E-001   5.9886E-006   3.2659E-028
    1.292384E+04   1.0000E-099   1.0000E+000   1.0465E-006   8.5812E-031
    1.338129E+04   1.0000E-099   1.0000E+000   1.8036E-007   2.1604E-033
    1.386784E+04   1.0000E-099   1.0000E+000   3.2471E-008   6.2896E-036
    1.437060E+04   1.0000E-099   1.0000E+000   6.5578E-009   2.6885E-038
    1.487431E+04   1.0000E-099   1.0000E+000   1.4801E-009   1.7906E-040
    1.536062E+04   1.0000E-099   1.0000E+000   3.6519E-010   1.7223E-042
    1.581001E+04   1.0000E-099   1.0000E+000   1.0863E-010   2.9635E-044
    1.623925E+04   1.0000E-099   1.0000E+000   3.8439E-011   8.4658E-046
    1.665402E+04   1.0000E-099   1.0000E+000   1.4617E-011   3.1919E-047
    1.705609E+04   1.0000E-099   1.0000E+000   5.6088E-012   1.3316E-048
    1.743777E+04   1.0000E-099   1.0000E+000   2.3010E-012   9.4334E-050
    1.781195E+04   1.0000E-099   1.0000E+000   9.9239E-013   4.8264E-050
    1.820412E+04   1.0000E-099   1.0000E+000   4.0446E-013   6.6347E-050
    1.864779E+04   1.0000E-099   1.0000E+000   1.4538E-013   9.7423E-050
    1.920359E+04   1.0000E-099   1.0000E+000   5.1773E-013   1.4622E-049
    2.005936E+04   1.0000E-099   1.0000E+000   1.0460E-011   8.6748E-049
    2.130772E+04   1.0000E-099   1.0000E+000   2.4080E-011   1.8444E-044
    2.262820E+04   1.0000E-099   1.0000E+000   3.1056E-011   1.7569E-042
    2.403051E+04   1.0000E-099   1.0000E+000   4.9725E-011   3.1461E-041
    2.551973E+04   1.0000E-099   1.0000E+000   9.2118E-011   2.9234E-040
    2.710124E+04   1.0000E-099   1.0000E+000   1.9675E-010   4.9326E-039
    2.878075E+04   1.0000E-099   1.0000E+000   6.0968E-010   2.6520E-037
    3.056769E+04   1.0000E-099   1.0000E+000   2.4438E-009   1.8466E-035
    3.237278E+04   1.0000E-099   1.0000E+000   7.3110E-009   4.8068E-034
    3.394267E+04   1.0000E-099   1.0000E+000   1.8926E-008   9.7979E-033
    3.528265E+04   1.0000E-099   1.0000E+000   5.9118E-008   4.3710E-031
    3.650263E+04   1.0000E-099   1.0000E+000   1.8979E-007   2.8942E-029
    3.766798E+04   1.0000E-099   1.0000E+000   4.9047E-007   1.4089E-027
    3.881713E+04   1.0000E-099   1.0000E+000   1.0101E-006   3.3819E-026
    3.996497E+04   1.0000E-099   1.0000E+000   1.8969E-006   4.4845E-025
    4.111662E+04   1.0000E-099   1.0000E+000   4.1514E-006   3.6691E-024
    4.227996E+04   1.0000E-099   9.9999E-001   1.1834E-005   1.9040E-023
    4.345978E+04   1.0000E-099   9.9996E-001   3.5845E-005   6.6466E-023
    4.466233E+04   1.0000E-099   9.9991E-001   9.2287E-005   1.6521E-022
    4.589009E+04   1.0000E-099   9.9981E-001   1.9093E-004   3.1517E-022
    4.714653E+04   1.0000E-099   9.9968E-001   3.2387E-004   5.0881E-022
    4.843145E+04   1.0000E-099   9.9952E-001   4.8287E-004   7.1554E-022
    4.974589E+04   1.0000E-099   9.9936E-001   6.3653E-004   9.3081E-022
    5.108800E+04   1.0000E-099   9.9921E-001   7.8827E-004   1.1532E-021
    5.245815E+04   1.0000E-099   9.9907E-001   9.3483E-004   1.3837E-021
    5.385334E+04   1.0000E-099   9.9893E-001   1.0716E-003   1.6082E-021
    5.527316E+04   1.0000E-099   9.9883E-001   1.1742E-003   1.7786E-021
    5.671355E+04   1.0000E-099   9.9877E-001   1.2323E-003   1.8692E-021
    5.817175E+04   1.0000E-099   9.9876E-001   1.2366E-003   1.8621E-021
    5.964076E+04   1.0000E-099   9.9880E-001   1.1969E-003   1.7758E-021
    6.111196E+04   1.0000E-099   9.9888E-001   1.1160E-003   1.6198E-021
    6.257335E+04   1.0000E-099   9.9900E-001   1.0000E-003   1.4094E-021
    6.400692E+04   1.0000E-099   9.9914E-001   8.6438E-004   1.1749E-021
    6.539460E+04   1.0000E-099   9.9927E-001   7.2717E-004   9.4760E-022
    6.670874E+04   1.0000E-099   9.9939E-001   6.0799E-004   7.5715E-022
    6.793132E+04   1.0000E-099   9.9949E-001   5.1090E-004   6.0402E-022
    6.903018E+04   1.0000E-099   9.9956E-001   4.3601E-004   4.7332E-022
    6.952901E+04   1.0000E-099   9.9960E-001   3.9574E-004   3.8515E-022
    6.977977E+04   1.0000E-099   9.9963E-001   3.7253E-004   3.2178E-022
    6.990549E+04   1.0000E-099   9.9964E-001   3.5693E-004   2.6808E-022
    6.996844E+04   1.0000E-099   9.9965E-001   3.4689E-004   2.2819E-022
    6.999836E+04   1.0000E-099   9.9966E-001   3.4019E-004   2.0045E-022
    6.999993E+04   1.0000E-099   9.9966E-001   3.3943E-004   1.9734E-022
#TIME:     2.300
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    8.484664E+02   1.0000E-099   5.6302E-014   3.0212E-006   1.0000E+000
    8.533851E+02   1.0000E-099   5.6302E-014   3.0212E-006   1.0000E+000
    8.683130E+02   1.0000E-099   5.6234E-014   3.0191E-006   1.0000E+000
    8.989568E+02   1.0000E-099   5.5784E-014   3.0053E-006   1.0000E+000
    9.539520E+02   1.0000E-099   5.3973E-014   2.9494E-006   1.0000E+000
    1.013075E+03   1.0000E-099   5.0349E-014   2.8351E-006   1.0000E+000
    1.075858E+03   1.0000E-099   4.4459E-014   2.6418E-006   1.0000E+000
    1.142531E+03   1.0000E-099   3.6442E-014   2.3596E-006   1.0000E+000
    1.213335E+03   1.0000E-099   2.7328E-014   2.0036E-006   1.0000E+000
    1.288528E+03   1.0000E-099   1.9278E-014   1.6409E-006   1.0000E+000
    1.368381E+03   1.0000E-099   1.3088E-014   1.3148E-006   1.0000E+000
    1.453182E+03   1.0000E-099   8.6630E-015   1.0413E-006   1.0000E+000
    1.543238E+03   1.0000E-099   5.7547E-015   8.2872E-007   1.0000E+000
    1.638876E+03   1.0000E-099   3.8381E-015   6.6291E-007   1.0000E+000
    1.740440E+03   1.0000E-099   2.5467E-015   5.3016E-007   1.0000E+000
    1.848299E+03   1.0000E-099   1.6421E-015   4.1883E-007   1.0000E+000
    1.962841E+03   1.0000E-099   1.0418E-015   3.2888E-007   1.0000E+000
    2.084483E+03   1.0000E-099   6.7530E-016   2.6163E-007   1.0000E+000
    2.213662E+03   1.0000E-099   4.5760E-016   2.1329E-007   1.0000E+000
    2.350847E+03   1.0000E-099   3.2909E-016   1.7958E-007   1.0000E+000
    2.496533E+03   1.0000E-099   2.5459E-016   1.5722E-007   1.0000E+000
    2.651248E+03   1.0000E-099   2.1583E-016   1.4450E-007   1.0000E+000
    2.815551E+03   1.0000E-099   2.0708E-016   1.4180E-007   1.0000E+000
    2.990037E+03   1.0000E-099   2.2129E-016   1.4754E-007   1.0000E+000
    3.175335E+03   1.0000E-099   2.4214E-016   1.5631E-007   1.0000E+000
    3.372117E+03   1.0000E-099   3.1115E-016   1.8061E-007   1.0000E+000
    3.581093E+03   1.0000E-099   6.3722E-016   2.6543E-007   1.0000E+000
    3.803021E+03   1.0000E-099   1.7515E-015   4.5880E-007   1.0000E+000
    4.038701E+03   1.0000E-099   5.6645E-015   8.9034E-007   1.0000E+000
    4.288987E+03   1.0000E-099   1.7481E-014   1.7595E-006   1.0000E+000
    4.554784E+03   1.0000E-099   5.9828E-014   3.6914E-006   1.0000E+000
    4.837053E+03   1.0000E-099   1.5997E-013   6.6329E-006   9.9999E-001
    5.136815E+03   1.0000E-099   2.6961E-013   9.0865E-006   9.9999E-001
    5.455153E+03   1.0000E-099   3.3141E-013   1.0366E-005   9.9999E-001
    5.793220E+03   1.0000E-099   3.7424E-013   1.1260E-005   9.9999E-001
    6.152237E+03   1.0000E-099   4.5630E-013   1.2820E-005   9.9999E-001
    6.533503E+03   1.0000E-099   6.3091E-013   1.5790E-005   9.9998E-001
    6.938396E+03   1.0000E-099   1.0147E-012   2.1333E-005   9.9998E-001
    7.368382E+03   1.0000E-099   1.9501E-012   3.2102E-005   9.9997E-001
    7.825015E+03   1.0000E-099   4.8414E-012   5.6657E-005   9.9994E-001
    8.312475E+03   1.0000E-099   1.9255E-011   1.3538E-004   9.9986E-001
    8.780026E+03   1.0000E-099   1.5051E-010   5.0271E-004   9.9950E-001
    9.163219E+03   1.0000E-099   1.8622E-009   2.5760E-003   9.9742E-001
    9.482743E+03   1.0000E-099   3.6373E-008   1.7818E-002   9.8218E-001
    9.779762E+03   1.0000E-099   1.2558E-006   1.7458E-001   8.2542E-001
    1.005459E+04   1.0000E-099   2.0225E-005   7.7497E-001   2.2501E-001
    1.032091E+04   1.0000E-099   1.1360E-004   9.8767E-001   1.2212E-002
    1.060061E+04   1.0000E-099   6.3949E-004   9.9903E-001   3.3057E-004
    1.087635E+04   1.0000E-099   4.5746E-003   9.9542E-001   5.1697E-006
    1.112046E+04   1.0000E-099   3.9545E-002   9.6045E-001   4.8120E-008
    1.132521E+04   1.0000E-099   3.2737E-001   6.7263E-001   1.7178E-010
    1.149657E+04   1.0000E-099   8.8577E-001   1.1423E-001   7.6075E-014
    1.165201E+04   1.0000E-099   9.8815E-001   1.1854E-002   3.3531E-017
    1.181097E+04   1.0000E-099   9.9841E-001   1.5852E-003   4.4011E-020
    1.198906E+04   1.0000E-099   9.9976E-001   2.3705E-004   8.3972E-023
    1.220927E+04   1.0000E-099   9.9994E-001   5.6418E-005   4.5716E-025
    1.250400E+04   1.0000E-099   9.9999E-001   1.3398E-005   2.9530E-027
    1.290420E+04   1.0000E-099   1.0000E+000   2.6888E-006   1.1872E-029
    1.336316E+04   1.0000E-099   1.0000E+000   5.3304E-007   4.5955E-032
    1.384952E+04   1.0000E-099   1.0000E+000   1.1106E-007   2.1062E-034
    1.435272E+04   1.0000E-099   1.0000E+000   2.5896E-008   1.3946E-036
    1.486134E+04   1.0000E-099   1.0000E+000   6.8267E-009   1.4819E-038
    1.534785E+04   1.0000E-099   1.0000E+000   2.0042E-009   2.4166E-040
    1.580491E+04   1.0000E-099   1.0000E+000   6.8372E-010   6.2878E-042
    1.623695E+04   1.0000E-099   1.0000E+000   2.7445E-010   2.6269E-043
    1.665662E+04   1.0000E-099   1.0000E+000   1.1614E-010   1.3499E-044
    1.706068E+04   1.0000E-099   1.0000E+000   4.9832E-011   7.6560E-046
    1.744573E+04   1.0000E-099   1.0000E+000   2.2428E-011   4.7835E-047
    1.782076E+04   1.0000E-099   1.0000E+000   1.0411E-011   2.9306E-048
    1.821319E+04   1.0000E-099   1.0000E+000   4.5511E-012   1.9293E-049
    1.865407E+04   1.0000E-099   1.0000E+000   1.7258E-012   1.0194E-049
    1.920144E+04   1.0000E-099   1.0000E+000   1.3454E-012   1.4676E-049
    2.001762E+04   1.0000E-099   1.0000E+000   2.2498E-011   3.5183E-049
    2.126418E+04   1.0000E-099   1.0000E+000   5.0807E-011   3.3323E-045
    2.258196E+04   1.0000E-099   1.0000E+000   4.4090E-011   4.5645E-043
    2.398141E+04   1.0000E-099   1.0000E+000   5.3395E-011   9.0976E-042
    2.546758E+04   1.0000E-099   1.0000E+000   8.1040E-011   8.8374E-041
    2.704586E+04   1.0000E-099   1.0000E+000   1.5149E-010   1.5361E-039
    2.872194E+04   1.0000E-099   1.0000E+000   4.3871E-010   8.7904E-038
    3.050452E+04   1.0000E-099   1.0000E+000   1.7607E-009   6.8835E-036
    3.233056E+04   1.0000E-099   1.0000E+000   5.5146E-009   2.0891E-034
    3.388577E+04   1.0000E-099   1.0000E+000   1.4466E-008   4.4096E-033
    3.523968E+04   1.0000E-099   1.0000E+000   4.6560E-008   2.2097E-031
    3.646948E+04   1.0000E-099   1.0000E+000   1.5488E-007   1.6963E-029
    3.763692E+04   1.0000E-099   1.0000E+000   4.1215E-007   9.3930E-028
    3.879058E+04   1.0000E-099   1.0000E+000   8.7393E-007   2.5284E-026
    3.994057E+04   1.0000E-099   1.0000E+000   1.6703E-006   3.6371E-025
    4.109581E+04   1.0000E-099   1.0000E+000   3.6992E-006   3.1718E-024
    4.226070E+04   1.0000E-099   9.9999E-001   1.0715E-005   1.7205E-023
    4.344261E+04   1.0000E-099   9.9997E-001   3.3242E-005   6.2043E-023
    4.464626E+04   1.0000E-099   9.9991E-001   8.7469E-005   1.5768E-022
    4.587521E+04   1.0000E-099   9.9982E-001   1.8404E-004   3.0544E-022
    4.713243E+04   1.0000E-099   9.9968E-001   3.1604E-004   4.9810E-022
    4.841818E+04   1.0000E-099   9.9953E-001   4.7444E-004   7.0526E-022
    4.973324E+04   1.0000E-099   9.9937E-001   6.2922E-004   9.2156E-022
    5.107601E+04   1.0000E-099   9.9922E-001   7.8201E-004   1.1451E-021
    5.244692E+04   1.0000E-099   9.9907E-001   9.2969E-004   1.3770E-021
    5.384266E+04   1.0000E-099   9.9893E-001   1.0675E-003   1.6028E-021
    5.526356E+04   1.0000E-099   9.9883E-001   1.1713E-003   1.7748E-021
    5.670444E+04   1.0000E-099   9.9877E-001   1.2305E-003   1.8669E-021
    5.816386E+04   1.0000E-099   9.9876E-001   1.2356E-003   1.8609E-021
    5.963330E+04   1.0000E-099   9.9880E-001   1.1965E-003   1.7755E-021
    6.110594E+04   1.0000E-099   9.9888E-001   1.1159E-003   1.6200E-021
    6.256765E+04   1.0000E-099   9.9900E-001   1.0002E-003   1.4099E-021
    6.400275E+04   1.0000E-099   9.9914E-001   8.6460E-004   1.1754E-021
    6.539055E+04   1.0000E-099   9.9927E-001   7.2744E-004   9.4810E-022
    6.670595E+04   1.0000E-099   9.9939E-001   6.0816E-004   7.5746E-022
    6.792948E+04   1.0000E-099   9.9949E-001   5.1099E-004   6.0421E-022
    6.902932E+04   1.0000E-099   9.9956E-001   4.3604E-004   4.7343E-022
    6.952859E+04   1.0000E-099   9.9960E-001   3.9575E-004   3.8523E-022
    6.977958E+04   1.0000E-099   9.9963E-001   3.7253E-004   3.2184E-022
    6.990541E+04   1.0000E-099   9.9964E-001   3.5692E-004   2.6812E-022
    6.996841E+04   1.0000E-099   9.9965E-001   3.4688E-004   2.2820E-022
    6.999836E+04   1.0000E-099   9.9966E-001   3.4018E-004   2.0044E-022
    6.999993E+04   1.0000E-099   9.9966E-001   3.3941E-004   1.9734E-022
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           mn0           mn1           mn2           mn3
    8.484663E+02   1.0000E-099   6.0615E-014   3.2775E-006   1.0000E+000
    8.548448E+02   1.0000E-099   6.0616E-014   3.2775E-006   1.0000E+000
    8.742693E+02   1.0000E-099   6.0439E-014   3.2720E-006   1.0000E+000
    9.144524E+02   1.0000E-099   5.9289E-014   3.2363E-006   1.0000E+000
    9.756573E+02   1.0000E-099   5.5643E-014   3.1211E-006   1.0000E+000
    1.035672E+03   1.0000E-099   4.9787E-014   2.9292E-006   1.0000E+000
    1.099431E+03   1.0000E-099   4.1744E-014   2.6490E-006   1.0000E+000
    1.167115E+03   1.0000E-099   3.2425E-014   2.2929E-006   1.0000E+000
    1.238965E+03   1.0000E-099   2.3514E-014   1.9064E-006   1.0000E+000
    1.315239E+03   1.0000E-099   1.6455E-014   1.5495E-006   1.0000E+000
    1.396209E+03   1.0000E-099   1.1014E-014   1.2293E-006   1.0000E+000
    1.482164E+03   1.0000E-099   7.1014E-015   9.5880E-007   1.0000E+000
    1.573409E+03   1.0000E-099   4.5585E-015   7.4871E-007   1.0000E+000
    1.670273E+03   1.0000E-099   2.9691E-015   5.9095E-007   1.0000E+000
    1.773099E+03   1.0000E-099   1.9644E-015   4.7140E-007   1.0000E+000
    1.882256E+03   1.0000E-099   1.2740E-015   3.7317E-007   1.0000E+000
    1.998133E+03   1.0000E-099   8.2325E-016   2.9559E-007   1.0000E+000
    2.121143E+03   1.0000E-099   5.4711E-016   2.3802E-007   1.0000E+000
    2.251727E+03   1.0000E-099   3.8174E-016   1.9690E-007   1.0000E+000
    2.390349E+03   1.0000E-099   2.8388E-016   1.6862E-007   1.0000E+000
    2.537505E+03   1.0000E-099   2.2807E-016   1.5053E-007   1.0000E+000
    2.693721E+03   1.0000E-099   2.0192E-016   1.4153E-007   1.0000E+000
    2.859554E+03   1.0000E-099   2.0108E-016   1.4172E-007   1.0000E+000
    3.035596E+03   1.0000E-099   2.1689E-016   1.4851E-007   1.0000E+000
    3.222475E+03   1.0000E-099   2.4200E-016   1.5940E-007   1.0000E+000
    3.420860E+03   1.0000E-099   3.3980E-016   1.9325E-007   1.0000E+000
    3.631457E+03   1.0000E-099   7.3902E-016   2.9424E-007   1.0000E+000
    3.855019E+03   1.0000E-099   2.2350E-015   5.3938E-007   1.0000E+000
    4.092345E+03   1.0000E-099   7.4004E-015   1.0780E-006   1.0000E+000
    4.344280E+03   1.0000E-099   2.4451E-014   2.2409E-006   1.0000E+000
    4.611726E+03   1.0000E-099   8.8104E-014   4.8701E-006   1.0000E+000
    4.895636E+03   1.0000E-099   2.4368E-013   8.9596E-006   9.9999E-001
    5.197025E+03   1.0000E-099   4.3175E-013   1.2681E-005   9.9999E-001
    5.516968E+03   1.0000E-099   5.6034E-013   1.4971E-005   9.9999E-001
    5.856607E+03   1.0000E-099   6.7073E-013   1.6864E-005   9.9998E-001
    6.217156E+03   1.0000E-099   8.6192E-013   1.9864E-005   9.9998E-001
    6.599901E+03   1.0000E-099   1.2552E-012   2.5328E-005   9.9997E-001
    7.006209E+03   1.0000E-099   2.1414E-012   3.5606E-005   9.9996E-001
    7.437530E+03   1.0000E-099   4.4512E-012   5.6489E-005   9.9994E-001
    7.895404E+03   1.0000E-099   1.2405E-011   1.0791E-004   9.9989E-001
    8.380372E+03   1.0000E-099   5.9086E-011   2.9273E-004   9.9971E-001
    8.811017E+03   1.0000E-099   4.7705E-010   1.1348E-003   9.9887E-001
    9.172405E+03   1.0000E-099   5.8946E-009   5.8837E-003   9.9412E-001
    9.503517E+03   1.0000E-099   1.4721E-007   4.7511E-002   9.5249E-001
    9.803169E+03   1.0000E-099   4.2256E-006   3.9037E-001   6.0963E-001
    1.007995E+04   1.0000E-099   3.7636E-005   9.2047E-001   7.9491E-002
    1.035808E+04   1.0000E-099   1.8492E-004   9.9638E-001   3.4393E-003
    1.065301E+04   1.0000E-099   1.0615E-003   9.9885E-001   8.4038E-005
    1.093822E+04   1.0000E-099   7.8526E-003   9.9215E-001   1.1980E-006
    1.118612E+04   1.0000E-099   6.6582E-002   9.3342E-001   1.0499E-008
    1.139045E+04   1.0000E-099   4.7949E-001   5.2051E-001   2.5880E-011
    1.156131E+04   1.0000E-099   9.3435E-001   6.5654E-002   8.5151E-015
    1.171853E+04   1.0000E-099   9.9231E-001   7.6887E-003   5.8728E-018
    1.187993E+04   1.0000E-099   9.9881E-001   1.1900E-003   1.2127E-020
    1.206425E+04   1.0000E-099   9.9976E-001   2.3831E-004   4.9716E-023
    1.229898E+04   1.0000E-099   9.9993E-001   6.7739E-005   4.7203E-025
    1.262683E+04   1.0000E-099   9.9998E-001   1.6785E-005   3.5444E-027
    1.304936E+04   1.0000E-099   1.0000E+000   3.7287E-006   1.9665E-029
    1.351462E+04   1.0000E-099   1.0000E+000   8.4804E-007   1.1748E-031
    1.400355E+04   1.0000E-099   1.0000E+000   2.0297E-007   8.3453E-034
    1.450610E+04   1.0000E-099   1.0000E+000   5.5382E-008   9.2638E-036
    1.500873E+04   1.0000E-099   1.0000E+000   1.7289E-008   1.7275E-037
    1.548290E+04   1.0000E-099   1.0000E+000   6.1066E-009   5.0329E-039
    1.593058E+04   1.0000E-099   1.0000E+000   2.4467E-009   2.1199E-040
    1.635577E+04   1.0000E-099   1.0000E+000   1.0786E-009   1.1745E-041
    1.677074E+04   1.0000E-099   1.0000E+000   4.7898E-010   6.8746E-043
    1.716748E+04   1.0000E-099   1.0000E+000   2.1501E-010   4.2196E-044
    1.754709E+04   1.0000E-099   1.0000E+000   9.9341E-011   2.6062E-045
    1.792159E+04   1.0000E-099   1.0000E+000   4.5795E-011   1.4024E-046
    1.832026E+04   1.0000E-099   1.0000E+000   1.9417E-011   5.1466E-048
    1.877597E+04   1.0000E-099   1.0000E+000   7.3641E-012   2.1451E-049
    1.935339E+04   1.0000E-099   1.0000E+000   3.7412E-012   1.6249E-049
    2.025144E+04   1.0000E-099   1.0000E+000   5.2088E-011   8.7047E-049
    2.151783E+04   1.0000E-099   1.0000E+000   9.4642E-011   3.4503E-045
    2.284253E+04   1.0000E-099   1.0000E+000   6.7767E-011   3.1857E-043
    2.424878E+04   1.0000E-099   1.0000E+000   6.6957E-011   5.2573E-042
    2.574160E+04   1.0000E-099   1.0000E+000   8.3745E-011   5.3091E-041
    2.732632E+04   1.0000E-099   1.0000E+000   1.4223E-010   1.1520E-039
    2.900860E+04   1.0000E-099   1.0000E+000   4.1067E-010   7.8432E-038
    3.080051E+04   1.0000E-099   1.0000E+000   1.5938E-009   6.1168E-036
    3.259662E+04   1.0000E-099   1.0000E+000   4.9053E-009   1.8089E-034
    3.410490E+04   1.0000E-099   1.0000E+000   1.3378E-008   4.4364E-033
    3.542836E+04   1.0000E-099   1.0000E+000   4.4705E-008   2.6394E-031
    3.664382E+04   1.0000E-099   1.0000E+000   1.4940E-007   2.2218E-029
    3.780153E+04   1.0000E-099   1.0000E+000   3.9314E-007   1.2186E-027
    3.895112E+04   1.0000E-099   1.0000E+000   8.3720E-007   3.1783E-026
    4.009600E+04   1.0000E-099   1.0000E+000   1.6462E-006   4.4149E-025
    4.124753E+04   1.0000E-099   1.0000E+000   3.8330E-006   3.7173E-024
    4.240834E+04   1.0000E-099   9.9999E-001   1.1511E-005   1.9434E-023
    4.358694E+04   1.0000E-099   9.9996E-001   3.5902E-005   6.7796E-023
    4.478684E+04   1.0000E-099   9.9991E-001   9.3168E-005   1.6757E-022
    4.601219E+04   1.0000E-099   9.9981E-001   1.9279E-004   3.1873E-022
    4.726532E+04   1.0000E-099   9.9968E-001   3.2464E-004   5.1234E-022
    4.854668E+04   1.0000E-099   9.9951E-001   4.8742E-004   7.2009E-022
    4.985678E+04   1.0000E-099   9.9936E-001   6.3903E-004   9.3650E-022
    5.119418E+04   1.0000E-099   9.9921E-001   7.9126E-004   1.1603E-021
    5.255920E+04   1.0000E-099   9.9906E-001   9.3822E-004   1.3919E-021
    5.394857E+04   1.0000E-099   9.9893E-001   1.0742E-003   1.6148E-021
