#NTIMES: 50
#NSTAGES: 4
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3
58030.00 1.1566e-11 3.4131e-08 2.5291e-04 9.9975e-01
59510.42 4.9054e-12 1.9258e-08 1.8983e-04 9.9981e-01
60993.45 2.7629e-13 9.3794e-09 1.4288e-04 9.9986e-01
62466.44 1.3436e-14 3.3724e-09 1.0897e-04 9.9989e-01
63912.69 3.6439e-15 1.8104e-09 8.4209e-05 9.9992e-01
65311.62 5.8052e-15 2.2372e-09 6.5798e-05 9.9993e-01
66639.26 2.0020e-14 1.5638e-09 5.2378e-05 9.9995e-01
67870.77 5.7266e-14 1.0269e-09 4.2542e-05 9.9996e-01
68864.47 2.4359e-14 6.1622e-10 3.5252e-05 9.9996e-01
69459.55 2.1333e-14 6.0108e-10 3.2626e-05 9.9997e-01
69744.99 2.3438e-14 5.5458e-10 3.1366e-05 9.9997e-01
69888.26 2.2180e-14 5.3193e-10 3.0766e-05 9.9997e-01
69959.62 2.1614e-14 5.2261e-10 3.0474e-05 9.9997e-01
69991.15 2.1224e-14 5.1745e-10 3.0312e-05 9.9997e-01
69999.53 2.1260e-14 5.1781e-10 3.0330e-05 9.9997e-01
#TIME: 236.36
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3
425.78 6.6553e-01 2.0372e-01 9.9203e-02 3.1551e-02
857.79 6.0721e-01 2.6765e-01 9.3952e-02 3.1185e-02
878.44 6.9544e-01 1.7623e-01 9.6115e-02 3.2222e-02
917.72 7.0279e-01 1.6951e-01 9.7646e-02 3.0045e-02
973.04 7.2206e-01 1.5437e-01 9.5023e-02 2.8546e-02
1034.98 6.4626e-01 2.1912e-01 1.0160e-01 3.3031e-02
1099.97 6.4504e-01 2.1640e-01 1.0193e-01 3.6628e-02
1169.04 6.8830e-01 1.8183e-01 9.8922e-02 3.0947e-02
1242.44 6.7359e-01 1.9405e-01 1.0044e-01 3.1919e-02
1320.45 6.8978e-01 1.8409e-01 9.6329e-02 2.9808e-02
1403.37 6.9530e-01 1.8125e-01 9.4512e-02 2.8943e-02
1491.49 7.0903e-01 1.7447e-01 8.9755e-02 2.6745e-02
1585.14 7.1283e-01 1.6708e-01 9.2401e-02 2.7684e-02
1684.67 7.2677e-01 1.5845e-01 8.8791e-02 2.5993e-02
1790.45 7.2754e-01 1.5544e-01 9.0405e-02 2.6617e-02
1902.87 7.4454e-01 1.3509e-01 9.3082e-02 2.7281e-02
2022.36 6.8154e-01 1.7825e-01 1.0629e-01 3.3924e-02
2149.34 6.8338e-01 1.8739e-01 9.8359e-02 3.0873e-02
2284.30 6.5404e-01 2.0326e-01 1.0726e-01 3.5441e-02
2427.74 5.5492e-01 2.5300e-01 1.3930e-01 5.2781e-02
2580.18 5.2431e-01 3.0429e-01 1.2470e-01 4.6692e-02
2742.19 4.3814e-01 3.6975e-01 1.3706e-01 5.5051e-02
2914.37 3.4448e-01 4.4399e-01 1.4827e-01 6.3259e-02
3097.37 2.6088e-01 5.1504e-01 1.5517e-01 6.8909e-02
3291.85 1.5593e-01 6.0289e-01 1.6456e-01 7.6619e-02
3498.55 9.0573e-02 6.7815e-01 1.5791e-01 7.3374e-02
3718.23 1.6142e-01 6.6241e-01 1.2381e-01 5.2366e-02
3951.70 1.4661e-01 6.9484e-01 1.1221e-01 4.6347e-02
4199.83 2.8101e-02 7.6881e-01 1.3972e-01 6.3371e-02
4463.54 1.6909e-02 7.4939e-01 1.5826e-01 7.5443e-02
4743.81 1.8590e-02 7.3950e-01 1.6331e-01 7.8599e-02
5041.68 1.8945e-02 7.3650e-01 1.6472e-01 7.9833e-02
5358.25 1.8410e-02 7.3877e-01 1.6374e-01 7.9086e-02
5694.70 2.0703e-02 7.4362e-01 1.5945e-01 7.6228e-02
6052.28 2.1966e-02 7.4342e-01 1.5877e-01 7.5844e-02
6432.31 3.0841e-02 7.3629e-01 1.5781e-01 7.5057e-02
6836.20 3.0981e-02 7.3681e-01 1.5744e-01 7.4765e-02
7265.45 4.3162e-02 7.3249e-01 1.5275e-01 7.1596e-02
7721.65 3.1807e-02 7.4306e-01 1.5309e-01 7.2044e-02
8206.56 3.4325e-02 7.5011e-01 1.4734e-01 6.8224e-02
8717.73 4.1906e-02 7.4643e-01 1.4497e-01 6.6694e-02
9214.74 4.7071e-02 7.6929e-01 1.2745e-01 5.6188e-02
9629.11 4.6258e-02 7.8172e-01 1.2018e-01 5.1843e-02
9954.11 3.2661e-02 8.0550e-01 1.1332e-01 4.8523e-02
10245.64 2.3598e-02 8.1666e-01 1.1200e-01 4.7741e-02
10541.49 2.1370e-02 8.3332e-01 1.0259e-01 4.2723e-02
10839.94 2.2845e-02 8.4891e-01 9.1207e-02 3.7042e-02
11119.11 5.4232e-02 8.3013e-01 8.3045e-02 3.2596e-02
11355.83 9.4121e-02 8.1291e-01 6.7640e-02 2.5326e-02
11539.81 1.8655e-01 7.4190e-01 5.2926e-02 1.8632e-02
11677.16 1.0831e-01 8.2550e-01 4.8806e-02 1.7387e-02
11784.05 1.1312e-01 8.2308e-01 4.7162e-02 1.6638e-02
11875.85 1.0190e-01 8.3508e-01 4.6568e-02 1.6452e-02
11963.37 1.4269e-01 7.9336e-01 4.7388e-02 1.6560e-02
12055.39 6.0113e-02 8.6830e-01 5.2428e-02 1.9155e-02
12170.41 1.1583e-01 8.0733e-01 5.6275e-02 2.0570e-02
12360.89 3.3950e-02 8.8166e-01 6.1190e-02 2.3200e-02
12670.46 4.5279e-02 8.5496e-01 7.1826e-02 2.7936e-02
13075.34 6.9808e-03 8.7492e-01 8.4133e-02 3.3965e-02
13530.52 1.0167e-02 8.5300e-01 9.6669e-02 4.0168e-02
14012.75 4.0649e-03 8.3981e-01 1.0931e-01 4.6811e-02
14508.81 4.2522e-03 8.2022e-01 1.2212e-01 5.3405e-02
15002.30 1.0072e-02 8.1883e-01 1.1946e-01 5.1635e-02
15475.29 9.1978e-02 6.8195e-01 1.2885e-01 9.7224e-02
15923.68 4.9538e-01 3.4635e-01 1.1518e-01 4.3089e-02
16355.64 4.7196e-03 7.7598e-01 1.4927e-01 7.0026e-02
16776.27 2.3174e-01 5.7466e-01 1.3529e-01 5.8313e-02
17183.14 6.6145e-03 7.8320e-01 1.4379e-01 6.6394e-02
17580.45 3.4077e-02 7.4753e-01 1.4903e-01 6.9356e-02
17990.34 1.1584e-01 6.5729e-01 1.5481e-01 7.2068e-02
18458.06 7.1089e-02 7.0623e-01 1.5212e-01 7.0567e-02
19084.69 9.4799e-03 7.3156e-01 1.7335e-01 8.5602e-02
19999.79 4.8104e-02 5.7494e-01 2.3822e-01 1.3874e-01
21193.46 3.9479e-01 1.4916e-01 2.6882e-01 1.8722e-01
22528.72 1.2586e-02 3.1111e-01 3.3576e-01 3.4055e-01
23943.32 1.4866e-02 2.1199e-01 3.3478e-01 4.3836e-01
25446.74 2.1010e-03 1.0759e-01 2.9219e-01 5.9811e-01
27044.57 3.3405e-03 6.4960e-02 2.9995e-01 6.3175e-01
28744.18 1.2573e-03 2.8071e-02 1.8248e-01 7.8819e-01
30520.16 8.3286e-04 8.4383e-03 1.0961e-01 8.8112e-01
32243.50 3.7273e-04 5.0614e-03 8.6077e-02 9.0849e-01
33773.01 2.1187e-04 3.4342e-03 7.1505e-02 9.2485e-01
35108.48 9.1701e-05 1.9691e-03 5.4631e-02 9.4331e-01
36326.30 3.3295e-05 1.0172e-03 3.9550e-02 9.5940e-01
37486.70 1.2517e-05 5.2278e-04 2.8496e-02 9.7097e-01
38628.25 6.3646e-06 2.8386e-04 2.1086e-02 9.7862e-01
39768.62 3.3565e-06 1.5953e-04 1.5838e-02 9.8400e-01
40915.31 1.4416e-06 9.0252e-05 1.1917e-02 9.8799e-01
42074.51 6.7876e-07 5.5674e-05 9.3505e-03 9.9059e-01
43252.44 2.8896e-07 3.1172e-05 6.9991e-03 9.9297e-01
44454.05 1.2189e-07 1.7336e-05 5.2147e-03 9.9477e-01
45683.04 4.9100e-08 9.5708e-06 3.8754e-03 9.9611e-01
46941.68 1.2899e-08 5.2474e-06 2.8709e-03 9.9712e-01
48230.81 4.6572e-09 2.8614e-06 2.1212e-03 9.9788e-01
49550.29 2.0914e-10 1.5563e-06 1.5660e-03 9.9843e-01
50899.37 8.9394e-11 8.4225e-07 1.1554e-03 9.9884e-01
52276.86 4.8141e-11 4.5678e-07 8.5374e-04 9.9915e-01
53681.16 2.0802e-10 2.4705e-07 6.3082e-04 9.9937e-01
55110.21 8.3913e-11 1.3434e-07 4.6743e-04 9.9953e-01
56561.17 3.4170e-11 7.3419e-08 3.4732e-04 9.9965e-01
58030.00 1.4071e-11 4.0370e-08 2.5929e-04 9.9974e-01
59510.42 5.1190e-12 1.9567e-08 1.9448e-04 9.9981e-01
60993.45 2.5137e-12 1.2695e-08 1.4684e-04 9.9985e-01
62466.44 1.0603e-12 7.0129e-09 1.1185e-04 9.9989e-01
63912.69 4.5651e-13 3.9030e-09 8.6261e-05 9.9991e-01
65311.62 4.5132e-15 1.3095e-09 6.7360e-05 9.9993e-01
66639.26 1.1211e-15 7.6761e-10 5.3615e-05 9.9995e-01
67870.77 7.2985e-16 6.2986e-10 4.3561e-05 9.9996e-01
68864.47 1.0396e-15 7.3658e-10 3.6052e-05 9.9996e-01
69459.55 2.5020e-15 6.3126e-10 3.3381e-05 9.9997e-01
69744.99 2.5734e-14 5.8355e-10 3.2101e-05 9.9997e-01
69888.26 2.4213e-14 5.5963e-10 3.1475e-05 9.9997e-01
69959.62 2.3495e-14 5.4854e-10 3.1152e-05 9.9997e-01
69991.15 2.3172e-14 5.4314e-10 3.0996e-05 9.9997e-01
69999.53 2.3175e-14 5.4345e-10 3.1015e-05 9.9997e-01
#TIME: 239.76
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3
425.78 6.5607e-01 2.1375e-01 9.8634e-02 3.1544e-02
857.79 7.0076e-01 1.7095e-01 9.6761e-02 3.1534e-02
878.44 6.4389e-01 2.2565e-01 9.8656e-02 3.1799e-02
917.72 7.0134e-01 1.7180e-01 9.6977e-02 2.9880e-02
973.04 6.4248e-01 2.2415e-01 1.0066e-01 3.2714e-02
1034.98 6.3138e-01 2.3473e-01 1.0089e-01 3.3004e-02
1099.97 6.6279e-01 2.0503e-01 1.0017e-01 3.2006e-02
1169.04 7.0673e-01 1.6645e-01 9.7048e-02 2.9778e-02
1242.44 6.4610e-01 2.1824e-01 1.0232e-01 3.3348e-02
1320.45 7.0093e-01 1.7438e-01 9.5452e-02 2.9234e-02
1403.37 6.8667e-01 1.9255e-01 9.2478e-02 2.8294e-02
1491.49 7.1485e-01 1.6989e-01 8.8932e-02 2.6324e-02
1585.14 7.2717e-01 1.5838e-01 8.8546e-02 2.5909e-02
1684.67 7.3426e-01 1.5255e-01 8.7740e-02 2.5455e-02
1790.45 7.2402e-01 1.5953e-01 8.9934e-02 2.6517e-02
1902.87 7.2669e-01 1.5268e-01 9.2961e-02 2.7668e-02
2022.36 7.3638e-01 1.3795e-01 9.6727e-02 2.8941e-02
2149.34 6.8022e-01 1.9181e-01 9.7420e-02 3.0549e-02
2284.30 6.5672e-01 2.0238e-01 1.0607e-01 3.4835e-02
2427.74 6.6819e-01 1.7601e-01 1.1645e-01 3.9362e-02
2580.18 5.1828e-01 3.0920e-01 1.2538e-01 4.7142e-02
2742.19 4.4189e-01 3.6696e-01 1.3651e-01 5.4644e-02
2914.37 3.5525e-01 4.3460e-01 1.4752e-01 6.2638e-02
3097.37 2.6347e-01 5.1259e-01 1.5513e-01 6.8808e-02
3291.85 1.6587e-01 5.9465e-01 1.6359e-01 7.5896e-02
3498.55 9.2916e-02 6.7789e-01 1.5667e-01 7.2522e-02
3718.23 1.3609e-01 6.8421e-01 1.2586e-01 5.3841e-02
3951.70 1.4177e-01 6.9751e-01 1.1363e-01 4.7097e-02
4199.83 2.6884e-02 7.7075e-01 1.3924e-01 6.3126e-02
4463.54 2.1062e-02 7.4713e-01 1.5717e-01 7.4638e-02
4743.81 1.6682e-02 7.4238e-01 1.6257e-01 7.8364e-02
5041.68 2.2335e-02 7.3854e-01 1.6159e-01 7.7541e-02
5358.25 1.9836e-02 7.4461e-01 1.5943e-01 7.6129e-02
5694.70 2.6939e-02 7.3155e-01 1.6300e-01 7.8510e-02
6052.28 2.5206e-02 7.4073e-01 1.5866e-01 7.5409e-02
6432.31 2.8123e-02 7.4443e-01 1.5451e-01 7.2944e-02
6836.20 2.6078e-02 7.3641e-01 1.6063e-01 7.6880e-02
7265.45 4.5988e-02 7.2975e-01 1.5273e-01 7.1526e-02
7721.65 5.4240e-02 7.2904e-01 1.4824e-01 6.8477e-02
8206.56 3.5618e-02 7.4375e-01 1.5046e-01 7.0172e-02
8717.73 4.4936e-02 7.5292e-01 1.3911e-01 6.3033e-02
9214.74 4.4321e-02 7.6934e-01 1.2916e-01 5.7177e-02
9629.11 3.4928e-02 7.9382e-01 1.1965e-01 5.1599e-02
9954.11 2.2619e-02 8.0929e-01 1.1753e-01 5.0562e-02
10245.64 3.9212e-02 8.0480e-01 1.0965e-01 4.6336e-02
10541.49 1.7317e-02 8.3389e-01 1.0493e-01 4.3862e-02
10839.94 2.1990e-02 8.5105e-01 9.0392e-02 3.6565e-02
11119.11 2.6407e-02 8.6325e-01 7.9141e-02 3.1204e-02
11355.83 6.2845e-02 8.4366e-01 6.7819e-02 2.5677e-02
11539.81 1.0642e-01 8.1779e-01 5.5644e-02 2.0146e-02
11677.16 9.3245e-02 8.4413e-01 4.6200e-02 1.6422e-02
11784.05 1.2286e-01 8.1632e-01 4.5040e-02 1.5775e-02
11875.85 8.5263e-02 8.5381e-01 4.5007e-02 1.5915e-02
11963.37 8.2343e-02 8.5382e-01 4.7055e-02 1.6779e-02
12055.39 9.1531e-02 8.3357e-01 5.4928e-02 1.9974e-02
12170.41 5.6446e-02 8.6463e-01 5.7650e-02 2.1276e-02
12360.89 3.7775e-02 8.7811e-01 6.1043e-02 2.3072e-02
12670.46 4.6274e-02 8.5245e-01 7.2919e-02 2.8355e-02
13075.34 1.5913e-02 8.6429e-01 8.5288e-02 3.4512e-02
13530.52 7.0450e-03 8.5299e-01 9.8657e-02 4.1307e-02
14012.75 2.4456e-03 8.4756e-01 1.0523e-01 4.4765e-02
14508.81 4.2483e-03 8.2209e-01 1.2065e-01 5.3017e-02
15002.30 3.5720e-03 7.5705e-01 1.6251e-01 7.6864e-02
15475.29 1.5319e-02 7.9457e-01 1.3166e-01 5.8447e-02
15923.68 1.4731e-01 6.5852e-01 1.3471e-01 5.9464e-02
16355.64 1.4330e-03 7.8751e-01 1.4461e-01 6.6448e-02
16776.27 3.6020e-02 7.5052e-01 1.4598e-01 6.7479e-02
17183.14 5.8910e-03 7.7855e-01 1.4703e-01 6.8527e-02
17580.45 1.5029e-02 7.8739e-01 1.3629e-01 6.1291e-02
17990.34 4.6793e-01 3.5449e-01 1.2751e-01 5.0058e-02
18458.06 7.2193e-02 6.9896e-01 1.5577e-01 7.3069e-02
19084.69 1.0597e-01 6.3635e-01 1.7299e-01 8.4692e-02
19999.79 6.2740e-02 5.6434e-01 2.3541e-01 1.3751e-01
21193.46 3.0540e-02 4.3476e-01 3.0255e-01 2.3215e-01
22528.72 2.5681e-04 2.9378e-01 3.4024e-01 3.6572e-01
23943.32 1.8565e-02 2.3557e-01 3.4525e-01 4.0061e-01
25446.74 8.0547e-03 9.9557e-02 2.8833e-01 6.0406e-01
27044.57 1.1423e-03 7.8963e-02 2.6606e-01 6.5383e-01
28744.18 3.7601e-03 2.3087e-02 1.7260e-01 8.0056e-01
30520.16 4.8930e-04 1.1832e-02 1.2587e-01 8.6181e-01
32243.50 6.1365e-04 5.1980e-03 8.8061e-02 9.0613e-01
33773.01 3.2721e-04 3.5718e-03 7.3356e-02 9.2274e-01
35108.48 1.3654e-04 2.0671e-03 5.6161e-02 9.4164e-01
36326.30 3.6888e-05 1.0849e-03 4.0788e-02 9.5809e-01
37486.70 1.6631e-05 5.5749e-04 2.9426e-02 9.7000e-01
38628.25 7.7926e-06 3.0324e-04 2.1779e-02 9.7791e-01
39768.62 3.4091e-06 1.7051e-04 1.6347e-02 9.8348e-01
40915.31 1.4253e-06 9.6328e-05 1.2288e-02 9.8761e-01
42074.51 7.6988e-07 5.9236e-05 9.6338e-03 9.9031e-01
43252.44 3.2289e-07 3.3159e-05 7.2075e-03 9.9276e-01
44454.05 1.3202e-07 1.8439e-05 5.3713e-03 9.9461e-01
45683.04 5.4165e-08 1.0161e-05 3.9887e-03 9.9600e-01
46941.68 2.1870e-08 5.5601e-06 2.9520e-03 9.9704e-01
48230.81 8.7367e-09 3.0288e-06 2.1796e-03 9.9782e-01
49550.29 3.5068e-09 1.6426e-06 1.6087e-03 9.9839e-01
50899.37 9.8374e-10 8.9092e-07 1.1868e-03 9.9881e-01
52276.86 1.3755e-10 4.8232e-07 8.7638e-04 9.9912e-01
53681.16 2.0654e-11 2.6157e-07 6.4801e-04 9.9935e-01
55110.21 5.9171e-12 1.4220e-07 4.8001e-04 9.9952e-01
56561.17 6.6810e-12 7.0559e-08 3.5658e-04 9.9964e-01
58030.00 1.5277e-11 4.2680e-08 2.6591e-04 9.9973e-01
59510.42 5.8388e-12 2.1729e-08 1.9930e-04 9.9980e-01
60993.45 2.7196e-12 1.3358e-08 1.5062e-04 9.9985e-01
62466.44 1.1916e-12 7.6711e-09 1.1465e-04 9.9989e-01
63912.69 5.4131e-13 4.5085e-09 8.8350e-05 9.9991e-01
65311.62 2.5731e-13 2.7281e-09 6.9027e-05 9.9993e-01
66639.26 1.2961e-13 1.7247e-09 5.4911e-05 9.9995e-01
67870.77 7.2102e-15 7.9541e-10 4.4617e-05 9.9996e-01
68864.47 5.1063e-16 2.3751e-10 2.6002e-05 9.9997e-01
69459.55 1.1743e-15 2.0128e-10 2.3367e-05 9.9998e-01
69744.99 1.0983e-14 1.9404e-10 2.3763e-05 9.9998e-01
69888.26 1.2541e-15 1.8719e-10 2.2699e-05 9.9998e-01
69959.62 8.1089e-15 1.8269e-10 2.2474e-05 9.9998e-01
69991.15 7.1050e-15 1.8096e-10 2.2367e-05 9.9998e-01
69999.53 5.4004e-16 1.8096e-10 2.2367e-05 9.9998e-01
#TIME: 243.21
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3
425.78 6.6094e-01 2.1392e-01 9.5180e-02 2.9959e-02
857.79 7.3665e-01 1.3818e-01 9.6391e-02 2.8774e-02
878.44 6.1427e-01 2.4814e-01 1.0325e-01 3.4340e-02
917.72 7.3932e-01 1.4331e-01 9.0835e-02 2.6535e-02
973.04 7.2280e-01 1.5734e-01 9.2347e-02 2.7514e-02
1034.98 6.2177e-01 2.4794e-01 9.8225e-02 3.2064e-02
1099.97 7.0028e-01 1.7322e-01 9.6726e-02 2.9778e-02
1169.04 7.0633e-01 1.7149e-01 9.3734e-02 2.8443e-02
1242.44 6.4467e-01 2.2489e-01 9.8650e-02 3.1798e-02
1320.45 6.6968e-01 2.0403e-01 9.6140e-02 3.0153e-02
1403.37 7.1239e-01 1.7014e-01 9.0479e-02 2.6988e-02
1491.49 7.1292e-01 1.7423e-01 8.7173e-02 2.5677e-02
1585.14 7.2350e-01 1.6309e-01 8.7745e-02 2.5665e-02
1684.67 7.2609e-01 1.6377e-01 8.5422e-02 2.4723e-02
1790.45 7.2057e-01 1.6662e-01 8.7252e-02 2.5557e-02
1902.87 7.2135e-01 1.6014e-01 9.1364e-02 2.7149e-02
2022.36 7.1812e-01 1.5581e-01 9.6684e-02 2.9389e-02
2149.34 6.4766e-01 1.9789e-01 1.1562e-01 3.8832e-02
2284.30 6.6111e-01 1.9913e-01 1.0534e-01 3.4423e-02
2427.74 6.3838e-01 2.0784e-01 1.1458e-01 3.9191e-02
2580.18 5.2838e-01 3.0190e-01 1.2367e-01 4.6057e-02
2742.19 4.4246e-01 3.6671e-01 1.3629e-01 5.4542e-02
2914.37 3.5675e-01 4.3423e-01 1.4684e-01 6.2173e-02
3097.37 2.5997e-01 5.1650e-01 1.5482e-01 6.8705e-02
3291.85 1.5681e-01 6.0281e-01 1.6408e-01 7.6300e-02
3498.55 1.0328e-01 6.6838e-01 1.5621e-01 7.2120e-02
3718.23 1.3773e-01 6.8355e-01 1.2528e-01 5.3442e-02
3951.70 1.5030e-01 6.9218e-01 1.1153e-01 4.5983e-02
4199.83 2.9398e-02 7.6942e-01 1.3858e-01 6.2594e-02
4463.54 2.0063e-02 7.4919e-01 1.5651e-01 7.4238e-02
4743.81 1.9879e-02 7.3974e-01 1.6230e-01 7.8081e-02
5041.68 2.5038e-02 7.3784e-01 1.6035e-01 7.6778e-02
5358.25 4.0453e-02 7.2442e-01 1.5927e-01 7.5861e-02
5694.70 2.3987e-02 7.4268e-01 1.5790e-01 7.5430e-02
6052.28 2.9799e-02 7.4334e-01 1.5422e-01 7.2643e-02
6432.31 2.9007e-02 7.4234e-01 1.5518e-01 7.3473e-02
6836.20 2.3493e-02 7.4571e-01 1.5662e-01 7.4178e-02
7265.45 2.9496e-02 7.3843e-01 1.5726e-01 7.4811e-02
7721.65 3.9950e-02 7.4053e-01 1.4985e-01 6.9671e-02
8206.56 4.3123e-02 7.4490e-01 1.4529e-01 6.6684e-02
8717.73 5.6455e-02 7.4413e-01 1.3733e-01 6.2083e-02
9214.74 5.7156e-02 7.5949e-01 1.2727e-01 5.6085e-02
9629.11 3.6968e-02 7.9108e-01 1.1999e-01 5.1967e-02
9954.11 1.8271e-02 8.2248e-01 1.1164e-01 4.7605e-02
10245.64 3.4344e-02 8.1024e-01 1.0922e-01 4.6189e-02
10541.49 2.5304e-02 8.2882e-01 1.0300e-01 4.2878e-02
10839.94 2.2170e-02 8.5340e-01 8.8616e-02 3.5811e-02
11119.11 3.9663e-02 8.4817e-01 8.0484e-02 3.1681e-02
11355.83 8.9742e-02 8.2034e-01 6.5414e-02 2.4498e-02
11539.81 2.4098e-01 6.9199e-01 4.9950e-02 1.7079e-02
11677.16 4.0249e-01 5.4394e-01 4.0864e-02 1.2702e-02
11784.05 7.5302e-01 2.0956e-01 3.0436e-02 6.9914e-03
11875.85 6.9514e-02 8.6831e-01 4.5920e-02 1.6253e-02
11963.37 1.0411e-01 8.3315e-01 4.6373e-02 1.6367e-02
12055.39 6.5465e-02 8.6360e-01 5.2034e-02 1.8899e-02
12170.41 4.0566e-02 8.8080e-01 5.7216e-02 2.1414e-02
12360.89 2.2705e-02 8.9664e-01 5.8445e-02 2.2212e-02
12670.46 4.2596e-02 8.5732e-01 7.2110e-02 2.7974e-02
13075.34 1.3760e-02 8.6636e-01 8.5357e-02 3.4526e-02
13530.52 8.8907e-03 8.5580e-01 9.5632e-02 3.9676e-02
14012.75 4.1550e-02 8.0470e-01 1.0806e-01 4.5689e-02
14508.81 8.3372e-03 8.2028e-01 1.1923e-01 5.2147e-02
15002.30 3.1184e-03 7.9449e-01 1.3872e-01 6.3675e-02
15475.29 3.5830e-02 7.9430e-01 1.1850e-01 5.1369e-02
15923.68 5.4601e-03 7.9663e-01 1.3610e-01 6.1806e-02
16355.64 8.8760e-03 7.8030e-01 1.4440e-01 6.6431e-02
16776.27 2.7648e-01 5.4249e-01 1.2761e-01 5.3420e-02
17183.14 2.2316e-02 7.6215e-01 1.4746e-01 6.8082e-02
17580.45 2.1205e-01 6.1780e-01 1.2005e-01 5.0091e-02
17990.34 1.9132e-02 7.6527e-01 1.4787e-01 6.7724e-02
18458.06 7.1896e-02 6.8909e-01 1.6171e-01 7.7300e-02
19084.69 2.2319e-01 5.2379e-01 1.7124e-01 8.1780e-02
19999.79 5.8230e-02 5.7616e-01 2.3203e-01 1.3358e-01
21193.46 4.2282e-02 4.0027e-01 3.1008e-01 2.4737e-01
22528.72 8.6616e-05 3.3374e-01 3.3504e-01 3.3113e-01
23943.32 6.7834e-03 2.7512e-01 3.4722e-01 3.7088e-01
25446.74 1.6493e-02 1.5220e-01 3.2017e-01 5.1114e-01
27044.57 9.8044e-03 9.4207e-02 2.8558e-01 6.1041e-01
28744.18 6.8662e-04 2.2652e-02 1.6632e-01 8.1034e-01
30520.16 1.3800e-03 8.7008e-03 1.1266e-01 8.7725e-01
32243.50 5.3162e-04 5.5275e-03 9.0102e-02 9.0384e-01
33773.01 3.6774e-04 3.7691e-03 7.5308e-02 9.2056e-01
35108.48 1.6056e-04 2.1927e-03 5.7839e-02 9.3981e-01
36326.30 5.7654e-05 1.1476e-03 4.2061e-02 9.5673e-01
37486.70 2.0810e-05 5.9355e-04 3.0359e-02 9.6903e-01
38628.25 9.7111e-06 3.2300e-04 2.2468e-02 9.7720e-01
39768.62 4.0064e-06 1.8194e-04 1.6865e-02 9.8295e-01
40915.31 1.7033e-06 1.0280e-04 1.2678e-02 9.8722e-01
42074.51 8.1325e-07 6.3268e-05 9.9381e-03 9.9000e-01
43252.44 3.4663e-07 3.5326e-05 7.4242e-03 9.9254e-01
44454.05 1.4419e-07 1.9591e-05 5.5286e-03 9.9445e-01
45683.04 5.9020e-08 1.0790e-05 4.1026e-03 9.9589e-01
46941.68 2.3866e-08 5.9021e-06 3.0371e-03 9.9696e-01
48230.81 9.5492e-09 3.2037e-06 2.2425e-03 9.9775e-01
49550.29 3.8213e-09 1.7377e-06 1.6536e-03 9.9834e-01
50899.37 1.5280e-09 9.4081e-07 1.2191e-03 9.9878e-01
52276.86 6.1277e-10 5.0963e-07 9.0004e-04 9.9910e-01
53681.16 2.1301e-10 2.7635e-07 6.6536e-04 9.9933e-01
55110.21 6.7489e-11 1.4958e-07 4.9279e-04 9.9951e-01
56561.17 2.5725e-12 8.2214e-08 3.6617e-04 9.9963e-01
58030.00 6.7972e-13 4.5056e-08 2.7319e-04 9.9973e-01
59510.42 3.8789e-13 2.5025e-08 2.0472e-04 9.9980e-01
60993.45 2.9499e-12 1.4092e-08 1.5445e-04 9.9985e-01
62466.44 1.2897e-12 8.0805e-09 1.1754e-04 9.9988e-01
63912.69 5.8678e-13 4.7540e-09 9.0599e-05 9.9991e-01
65311.62 2.7805e-13 2.8763e-09 7.0732e-05 9.9993e-01
66639.26 1.3904e-13 1.8018e-09 5.6291e-05 9.9994e-01
67870.77 2.5767e-15 5.4828e-12 4.6018e-07 1.0000e+00
68864.47 5.2701e-16 2.6083e-10 2.4204e-05 9.9998e-01
69459.55 1.2123e-15 2.4370e-10 2.7047e-05 9.9997e-01
69744.99 1.1348e-14 3.8982e-11 5.8124e-06 9.9999e-01
69888.26 6.5749e-16 1.3465e-10 2.5304e-05 9.9997e-01
69959.62 8.3688e-15 1.4219e-10 2.5093e-05 9.9997e-01
69991.15 7.3348e-15 1.4071e-10 2.4980e-05 9.9998e-01
69999.53 5.5750e-16 1.4071e-10 2.4980e-05 9.9998e-01
#TIME: 246.70
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3
425.78 7.0221e-01 1.8173e-01 8.9321e-02 2.6737e-02
857.79 7.6017e-01 1.2311e-01 9.0706e-02 2.6021e-02
878.44 7.1966e-01 1.6067e-01 9.2181e-02 2.7481e-02
917.72 6.9714e-01 1.8177e-01 9.2847e-02 2.8247e-02
973.04 6.8638e-01 1.9727e-01 8.9306e-02 2.7045e-02
1034.98 5.9963e-01 2.6977e-01 9.8144e-02 3.2455e-02
