#NTIMES: 50
#NSTAGES: 4
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
15475.29 5.3234e-04 9.0822e-01 9.0973e-02 2.7504e-04
15923.68 3.9243e-04 8.4932e-01 1.4985e-01 4.3711e-04
16355.64 4.2144e-04 8.5422e-01 1.4492e-01 4.4024e-04
16776.27 3.8164e-04 8.6257e-01 1.3662e-01 4.2447e-04
17183.14 5.7429e-04 8.9613e-01 1.0298e-01 3.2223e-04
17580.45 9.5066e-04 8.9576e-01 1.0300e-01 2.9208e-04
17990.34 6.0522e-04 9.2626e-01 7.2866e-02 2.6702e-04
18458.06 4.9064e-04 8.7372e-01 1.2533e-01 4.6191e-04
19084.69 5.2215e-04 8.2682e-01 1.7191e-01 7.5183e-04
19999.79 3.1954e-04 8.2806e-01 1.7044e-01 1.1823e-03
21193.46 1.7038e-04 7.5714e-01 2.3981e-01 2.8774e-03
22528.72 9.0153e-05 7.0706e-01 2.8675e-01 6.0930e-03
23943.32 2.5715e-05 2.5007e-01 7.3237e-01 1.7528e-02
25446.74 2.3815e-05 6.0402e-01 3.7653e-01 1.9422e-02
27044.57 6.0182e-06 1.5764e-01 7.9284e-01 4.9506e-02
28744.18 8.3533e-06 3.0648e-01 6.1375e-01 7.9770e-02
30520.16 2.3065e-06 1.1683e-01 7.3778e-01 1.4539e-01
32243.50 5.3030e-06 1.7681e-01 6.3239e-01 1.9080e-01
33773.01 3.5411e-06 1.4229e-01 6.2551e-01 2.3219e-01
35108.48 2.0558e-06 1.0157e-01 5.9960e-01 2.9884e-01
36326.30 5.2398e-07 6.5973e-02 5.4888e-01 3.8515e-01
37486.70 2.3905e-07 4.1206e-02 4.8244e-01 4.7635e-01
38628.25 2.0139e-07 2.6023e-02 4.1542e-01 5.5855e-01
39768.62 7.4644e-08 1.6478e-02 3.5178e-01 6.3174e-01
40915.31 2.6160e-08 1.0291e-02 2.9229e-01 6.9742e-01
42074.51 3.2342e-08 6.8260e-03 2.4662e-01 7.4656e-01
43252.44 3.0522e-08 4.1337e-03 1.9828e-01 7.9759e-01
44454.05 4.9778e-09 2.4593e-03 1.5707e-01 8.4047e-01
45683.04 2.7057e-09 1.4416e-03 1.2287e-01 8.7569e-01
46941.68 2.6115e-09 8.3564e-04 9.5028e-02 9.0414e-01
48230.81 1.0490e-09 4.7791e-04 7.2812e-02 9.2671e-01
49550.29 1.4308e-10 2.7322e-04 5.5471e-02 9.4426e-01
50899.37 4.6202e-11 1.5451e-04 4.2051e-02 9.5779e-01
52276.86 2.8456e-11 8.7642e-05 3.1795e-02 9.6812e-01
53681.16 1.7928e-11 4.9354e-05 2.3992e-02 9.7596e-01
55110.21 1.7933e-11 2.8000e-05 1.8109e-02 9.8186e-01
56561.17 6.4186e-11 1.5893e-05 1.3670e-02 9.8631e-01
58030.00 1.3177e-10 9.0590e-06 1.0343e-02 9.8965e-01
59510.42 1.0508e-12 5.2069e-06 7.8484e-03 9.9215e-01
60993.45 1.9689e-13 3.0327e-06 5.9963e-03 9.9400e-01
62466.44 1.0854e-13 1.7909e-06 4.6108e-03 9.9539e-01
63912.69 5.3108e-14 1.0803e-06 3.5821e-03 9.9642e-01
65311.62 3.2842e-14 6.8728e-07 2.8193e-03 9.9718e-01
66639.26 1.9685e-14 4.2961e-07 2.2580e-03 9.9774e-01
67870.77 3.7793e-15 7.1090e-08 1.8447e-03 9.9816e-01
68864.47 3.3274e-17 1.8057e-09 1.2935e-04 9.9987e-01
69459.55 2.6350e-17 1.4006e-09 1.0924e-04 9.9989e-01
69744.99 2.5840e-17 1.5389e-09 1.2531e-04 9.9987e-01
69888.26 2.3786e-17 1.4761e-09 1.2275e-04 9.9988e-01
69959.62 2.3050e-17 1.4453e-09 1.2148e-04 9.9988e-01
69991.15 2.6692e-17 1.4302e-09 1.2087e-04 9.9988e-01
69999.53 2.2475e-17 1.4307e-09 1.2091e-04 9.9988e-01
#TIME: 243.21
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
425.78 1.6872e-02 9.4771e-01 3.5315e-02 1.0283e-04
857.79 3.8504e-02 9.2311e-01 3.8260e-02 1.2238e-04
878.44 1.0396e-01 8.6154e-01 3.4394e-02 1.1521e-04
917.72 2.4678e-02 9.3907e-01 3.6143e-02 1.1003e-04
973.04 8.1650e-03 9.5684e-01 3.4891e-02 1.0332e-04
1034.98 2.4100e-02 9.4047e-01 3.5327e-02 1.0026e-04
1099.97 1.4579e-02 9.4671e-01 3.8592e-02 1.1846e-04
1169.04 1.6584e-02 9.4827e-01 3.5040e-02 1.0109e-04
1242.44 2.0959e-02 9.4217e-01 3.6759e-02 1.0861e-04
1320.45 1.4463e-02 9.4865e-01 3.6773e-02 1.1262e-04
1403.37 2.0808e-02 9.4434e-01 3.4757e-02 9.8119e-05
1491.49 2.3361e-02 9.4438e-01 3.2175e-02 8.6121e-05
1585.14 2.2096e-02 9.4436e-01 3.3447e-02 9.2717e-05
1684.67 2.3055e-02 9.4449e-01 3.2374e-02 8.5947e-05
1790.45 2.0825e-02 9.4561e-01 3.3479e-02 9.1308e-05
1902.87 1.3411e-02 9.5071e-01 3.5774e-02 1.0416e-04
2022.36 1.0850e-02 9.5104e-01 3.7993e-02 1.1963e-04
2149.34 1.8414e-03 9.4616e-01 5.1785e-02 2.1342e-04
2284.30 2.3435e-03 9.5636e-01 4.1166e-02 1.3510e-04
2427.74 4.2305e-03 9.4957e-01 4.6031e-02 1.7044e-04
2580.18 1.2667e-03 9.4942e-01 4.9129e-02 1.8378e-04
2742.19 1.2421e-03 9.4378e-01 5.4760e-02 2.1978e-04
2914.37 1.2474e-03 9.3765e-01 6.0842e-02 2.5658e-04
3097.37 1.5057e-03 9.2947e-01 6.8739e-02 2.8908e-04
3291.85 1.8184e-03 9.1513e-01 8.2702e-02 3.5074e-04
3498.55 2.4862e-03 9.0942e-01 8.7767e-02 3.2702e-04
3718.23 2.6992e-02 9.0545e-01 6.7374e-02 1.8942e-04
3951.70 1.3967e-01 8.1047e-01 4.9740e-02 1.1769e-04
4199.83 1.0679e-01 8.2706e-01 6.5956e-02 1.9369e-04
4463.54 1.3021e-01 8.0368e-01 6.5890e-02 2.2406e-04
4743.81 1.5604e-01 7.8735e-01 5.6409e-02 2.0246e-04
5041.68 1.6815e-01 7.8742e-01 4.4280e-02 1.5616e-04
5358.25 1.9900e-01 7.6234e-01 3.8526e-02 1.3525e-04
5694.70 1.9843e-01 7.6371e-01 3.7737e-02 1.2857e-04
6052.28 2.0335e-01 7.6014e-01 3.6394e-02 1.2351e-04
6432.31 2.1261e-01 7.5324e-01 3.4025e-02 1.1573e-04
6836.20 2.1609e-01 7.4850e-01 3.5292e-02 1.2267e-04
7265.45 2.0709e-01 7.5854e-01 3.4255e-02 1.1745e-04
7721.65 2.4179e-01 7.2703e-01 3.1084e-02 9.9309e-05
8206.56 2.4223e-01 7.2715e-01 3.0524e-02 9.5675e-05
8717.73 2.5518e-01 7.1677e-01 2.7977e-02 7.9097e-05
9214.74 2.7654e-01 6.9757e-01 2.5826e-02 6.5223e-05
9629.11 2.7748e-01 6.9581e-01 2.6645e-02 6.1980e-05
9954.11 2.9275e-01 6.7624e-01 3.0951e-02 6.4850e-05
10245.64 2.8761e-01 6.8247e-01 2.9862e-02 6.0457e-05
10541.49 2.7421e-01 6.9400e-01 3.1737e-02 6.1219e-05
10839.94 2.7901e-01 6.8858e-01 3.2361e-02 5.1538e-05
11119.11 3.5711e-01 6.1968e-01 2.3178e-02 3.3496e-05
11355.83 2.9728e-01 6.7755e-01 2.5143e-02 2.9540e-05
11539.81 3.3121e-01 6.5401e-01 1.4764e-02 1.4055e-05
11677.16 3.0785e-01 6.7775e-01 1.4385e-02 1.2233e-05
11784.05 3.1581e-01 6.7219e-01 1.1988e-02 9.6688e-06
11875.85 3.3148e-01 6.5698e-01 1.1526e-02 9.1909e-06
11963.37 2.3933e-01 7.4438e-01 1.6286e-02 1.3271e-05
12055.39 1.7787e-01 8.0016e-01 2.1954e-02 2.0601e-05
12170.41 2.3256e-01 7.4459e-01 2.2827e-02 2.2883e-05
12360.89 6.3407e-03 9.4631e-01 4.7301e-02 4.8620e-05
12670.46 1.4206e-03 9.2772e-01 7.0765e-02 9.2706e-05
13075.34 9.0614e-04 8.8450e-01 1.1442e-01 1.8102e-04
13530.52 9.2039e-04 8.6733e-01 1.3151e-01 2.3670e-04
14012.75 6.3220e-04 8.4217e-01 1.5687e-01 3.2692e-04
14508.81 4.7291e-04 7.9843e-01 2.0064e-01 4.6047e-04
15002.30 6.7888e-04 9.3380e-01 6.5336e-02 1.8844e-04
15475.29 5.6369e-04 8.5096e-01 1.4815e-01 3.3130e-04
15923.68 4.5273e-04 8.4868e-01 1.5047e-01 3.9927e-04
16355.64 4.4357e-04 8.7998e-01 1.1923e-01 3.4689e-04
16776.27 4.0551e-04 8.7408e-01 1.2514e-01 3.7816e-04
17183.14 4.9017e-04 9.0832e-01 9.0893e-02 2.9254e-04
17580.45 5.5049e-04 8.5074e-01 1.4831e-01 4.0546e-04
17990.34 4.1883e-04 8.9139e-01 1.0784e-01 3.5751e-04
18458.06 5.1997e-04 8.9923e-01 9.9862e-02 3.8445e-04
19084.69 5.9924e-04 9.2158e-01 7.7453e-02 3.6801e-04
19999.79 4.6398e-04 8.2339e-01 1.7487e-01 1.2723e-03
21193.46 2.0659e-04 8.3179e-01 1.6584e-01 2.1658e-03
22528.72 8.2497e-05 5.8185e-01 4.1058e-01 7.4907e-03
23943.32 1.8842e-05 1.5012e-01 8.1454e-01 3.5322e-02
25446.74 3.4530e-05 4.1702e-01 5.4435e-01 3.8596e-02
27044.57 2.2460e-05 3.7464e-01 5.2119e-01 1.0415e-01
28744.18 7.4246e-06 3.5005e-01 5.7187e-01 7.8067e-02
30520.16 5.0053e-06 2.3282e-01 6.2579e-01 1.4139e-01
32243.50 4.2858e-06 1.8134e-01 6.3269e-01 1.8597e-01
33773.01 3.9953e-06 1.4682e-01 6.2718e-01 2.2599e-01
35108.48 2.9574e-06 1.0555e-01 6.0354e-01 2.9090e-01
36326.30 1.0157e-06 6.8939e-02 5.5488e-01 3.7618e-01
37486.70 4.1382e-07 4.3237e-02 4.8982e-01 4.6694e-01
38628.25 3.0002e-07 2.7475e-02 4.2351e-01 5.4902e-01
39768.62 9.8139e-08 1.7478e-02 3.5991e-01 6.2261e-01
40915.31 4.0710e-08 1.0962e-02 3.0008e-01 6.8896e-01
42074.51 1.9079e-08 7.2934e-03 2.5375e-01 7.3896e-01
43252.44 9.9269e-09 4.4222e-03 2.0438e-01 7.9120e-01
44454.05 5.0538e-09 2.6360e-03 1.6215e-01 8.3521e-01
45683.04 3.8420e-09 1.5450e-03 1.2688e-01 8.7157e-01
46941.68 2.0936e-09 8.9706e-04 9.8285e-02 9.0082e-01
48230.81 8.2831e-10 5.1497e-04 7.5387e-02 9.2410e-01
49550.29 4.2050e-10 2.9366e-04 5.7428e-02 9.4228e-01
50899.37 1.9626e-10 1.6594e-04 4.3520e-02 9.5631e-01
52276.86 3.1432e-11 9.3978e-05 3.2885e-02 9.6702e-01
53681.16 1.2365e-11 5.2931e-05 2.4820e-02 9.7513e-01
55110.21 9.1111e-12 3.0189e-05 1.8715e-02 9.8125e-01
56561.17 5.1094e-12 1.7019e-05 1.4131e-02 9.8585e-01
58030.00 3.4959e-12 9.7117e-06 1.0691e-02 9.8930e-01
59510.42 3.7000e-12 5.6573e-06 8.1099e-03 9.9188e-01
60993.45 5.0591e-12 3.2382e-06 6.1859e-03 9.9381e-01
62466.44 2.4527e-13 1.9065e-06 4.7484e-03 9.9525e-01
63912.69 5.3438e-14 1.1504e-06 3.6887e-03 9.9631e-01
65311.62 2.5207e-14 7.1100e-07 2.9028e-03 9.9710e-01
66639.26 1.4166e-14 4.5626e-07 2.3220e-03 9.9768e-01
67870.77 6.0442e-17 2.0211e-09 1.6734e-04 9.9983e-01
68864.47 3.7470e-17 1.4504e-09 1.4142e-04 9.9986e-01
69459.55 6.0306e-17 2.1929e-09 1.7322e-04 9.9983e-01
69744.99 7.0584e-17 2.3717e-09 1.7990e-04 9.9982e-01
69888.26 6.1530e-17 2.2716e-09 1.7624e-04 9.9982e-01
69959.62 6.2470e-17 2.2255e-09 1.7444e-04 9.9983e-01
69991.15 6.3743e-17 2.2031e-09 1.7352e-04 9.9983e-01
69999.53 5.9923e-17 2.2031e-09 1.7354e-04 9.9983e-01
#TIME: 246.70
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
425.78 2.0006e-02 9.4684e-01 3.3061e-02 9.0739e-05
857.79 1.6440e-01 8.0500e-01 3.0505e-02 9.2191e-05
878.44 1.2129e-01 8.4316e-01 3.5449e-02 1.0551e-04
917.72 3.0619e-02 9.3479e-01 3.4492e-02 1.0206e-04
973.04 1.2652e-02 9.5418e-01 3.3077e-02 9.0511e-05
1034.98 2.3156e-02 9.4430e-01 3.2459e-02 8.9081e-05
1099.97 2.5014e-02 9.4089e-01 3.3993e-02 9.8127e-05
1169.04 1.2923e-02 9.5244e-01 3.4534e-02 1.0108e-04
1242.44 2.6558e-02 9.3805e-01 3.5290e-02 1.0193e-04
1320.45 1.8059e-02 9.4726e-01 3.4582e-02 9.7230e-05
1403.37 2.8173e-02 9.3877e-01 3.2967e-02 8.8135e-05
1491.49 2.9977e-02 9.3878e-01 3.1158e-02 8.1586e-05
1585.14 2.3825e-02 9.4320e-01 3.2888e-02 8.9477e-05
1684.67 2.6740e-02 9.4165e-01 3.1528e-02 8.4093e-05
1790.45 2.5236e-02 9.4222e-01 3.2456e-02 8.7545e-05
1902.87 1.7436e-02 9.4802e-01 3.4442e-02 9.7767e-05
2022.36 1.1293e-02 9.5130e-01 3.7291e-02 1.1382e-04
2149.34 1.7007e-02 9.4220e-01 4.0656e-02 1.3821e-04
2284.30 2.3620e-03 9.5758e-01 3.9931e-02 1.2876e-04
2427.74 4.3348e-03 9.4877e-01 4.6721e-02 1.7499e-04
2580.18 1.2160e-03 9.4999e-01 4.8618e-02 1.7966e-04
2742.19 1.2567e-03 9.4433e-01 5.4198e-02 2.1606e-04
2914.37 1.3358e-03 9.3723e-01 6.1178e-02 2.5698e-04
3097.37 1.4463e-03 9.3025e-01 6.8016e-02 2.8446e-04
3291.85 1.6847e-03 9.1658e-01 8.1387e-02 3.4524e-04
3498.55 2.5975e-03 9.0759e-01 8.9475e-02 3.3375e-04
3718.23 2.7724e-02 9.0425e-01 6.7840e-02 1.8622e-04
3951.70 1.4280e-01 8.0960e-01 4.7482e-02 1.1287e-04
4199.83 1.1118e-01 8.2219e-01 6.6433e-02 1.9283e-04
4463.54 1.2679e-01 8.0760e-01 6.5393e-02 2.2040e-04
4743.81 1.5766e-01 7.8929e-01 5.2864e-02 1.8625e-04
5041.68 1.8029e-01 7.7498e-01 4.4585e-02 1.5307e-04
5358.25 1.9708e-01 7.6386e-01 3.8910e-02 1.4258e-04
5694.70 1.9796e-01 7.6496e-01 3.6954e-02 1.2664e-04
6052.28 2.1497e-01 7.5023e-01 3.4689e-02 1.1641e-04
6432.31 2.1347e-01 7.5045e-01 3.5952e-02 1.2980e-04
6836.20 2.1521e-01 7.5096e-01 3.3722e-02 1.1631e-04
7265.45 2.1436e-01 7.5299e-01 3.2545e-02 1.0576e-04
7721.65 2.2677e-01 7.4033e-01 3.2789e-02 1.1166e-04
8206.56 2.3639e-01 7.3294e-01 3.0575e-02 9.2245e-05
8717.73 2.4424e-01 7.2589e-01 2.9777e-02 9.0671e-05
9214.74 2.8105e-01 6.9119e-01 2.7688e-02 6.9729e-05
9629.11 3.0160e-01 6.7408e-01 2.4270e-02 5.1805e-05
9954.11 2.9211e-01 6.7592e-01 3.1904e-02 6.5841e-05
10245.64 2.9023e-01 6.8093e-01 2.8778e-02 5.7633e-05
10541.49 2.4228e-01 7.1809e-01 3.9558e-02 7.4028e-05
10839.94 2.8151e-01 6.8932e-01 2.9121e-02 4.7183e-05
11119.11 3.1748e-01 6.5585e-01 2.6630e-02 3.6614e-05
11355.83 3.1449e-01 6.6469e-01 2.0789e-02 2.3739e-05
11539.81 3.3273e-01 6.5167e-01 1.5585e-02 1.4998e-05
11677.16 3.2948e-01 6.5650e-01 1.4015e-02 1.2064e-05
11784.05 3.4348e-01 6.4507e-01 1.1442e-02 8.7655e-06
11875.85 3.3730e-01 6.5040e-01 1.2291e-02 9.4951e-06
11963.37 2.3381e-01 7.5109e-01 1.5091e-02 1.1776e-05
12055.39 1.5413e-01 8.2467e-01 2.1186e-02 2.0205e-05
12170.41 2.2506e-01 7.4981e-01 2.5110e-02 2.5596e-05
12360.89 7.3296e-03 9.4837e-01 4.4256e-02 4.5649e-05
12670.46 1.3042e-03 9.3587e-01 6.2742e-02 8.0099e-05
13075.34 7.3896e-04 9.0129e-01 9.7822e-02 1.5210e-04
13530.52 8.6875e-04 8.3880e-01 1.6007e-01 2.6159e-04
14012.75 8.2745e-04 8.1683e-01 1.8200e-01 3.4672e-04
14508.81 7.5953e-04 8.6386e-01 1.3506e-01 3.2021e-04
15002.30 6.5039e-04 8.4535e-01 1.5362e-01 3.8208e-04
15475.29 4.3137e-04 7.4370e-01 2.1394e-01 4.1935e-02
15923.68 6.8168e-04 8.5003e-01 1.3218e-01 1.7106e-02
16355.64 5.0967e-04 8.5567e-01 1.4341e-01 4.0695e-04
16776.27 5.0796e-04 8.6706e-01 1.3204e-01 3.8908e-04
17183.14 4.6755e-04 9.2093e-01 7.8359e-02 2.3927e-04
17580.45 4.4865e-04 9.2805e-01 7.1279e-02 2.1849e-04
17990.34 5.0698e-04 8.9634e-01 1.0283e-01 3.2622e-04
18458.06 5.3757e-04 8.7612e-01 1.2288e-01 4.6073e-04
19084.69 4.8613e-04 8.2936e-01 1.6946e-01 6.8729e-04
19999.79 4.0240e-04 7.8689e-01 2.1132e-01 1.3915e-03
21193.46 1.9763e-04 8.4282e-01 1.5463e-01 2.3504e-03
22528.72 8.6933e-05 4.4520e-01 5.4698e-01 7.7294e-03
23943.32 5.2864e-05 4.1043e-01 5.6586e-01 2.3657e-02
25446.74 3.8664e-05 5.9676e-01 3.8605e-01 1.7151e-02
27044.57 3.4477e-05 3.9921e-01 5.3367e-01 6.7086e-02
28744.18 1.2285e-05 3.5636e-01 5.6800e-01 7.5630e-02
30520.16 3.5127e-06 2.4063e-01 6.2369e-01 1.3568e-01
32243.50 3.1219e-06 1.8631e-01 6.3289e-01 1.8079e-01
33773.01 2.9088e-06 1.5118e-01 6.2877e-01 2.2004e-01
35108.48 1.2437e-06 1.0941e-01 6.0688e-01 2.8371e-01
36326.30 7.3786e-07 7.1968e-02 5.6062e-01 3.6742e-01
37486.70 5.7115e-07 4.5522e-02 4.9740e-01 4.5708e-01
38628.25 6.1602e-07 2.9069e-02 4.3181e-01 5.3912e-01
39768.62 1.8471e-07 1.8550e-02 3.6818e-01 6.1327e-01
40915.31 8.6110e-08 1.1662e-02 3.0762e-01 6.8071e-01
42074.51 3.5691e-08 7.7786e-03 2.6076e-01 7.3146e-01
43252.44 1.4956e-08 4.7354e-03 2.1063e-01 7.8463e-01
44454.05 7.5995e-09 2.8306e-03 1.6747e-01 8.2970e-01
45683.04 2.2778e-09 1.6646e-03 1.3131e-01 8.6703e-01
46941.68 8.0786e-10 9.6488e-04 1.0167e-01 8.9737e-01
48230.81 7.0472e-10 5.5345e-04 7.8018e-02 9.2143e-01
49550.29 6.8835e-10 3.1483e-04 5.9431e-02 9.4025e-01
50899.37 1.6492e-10 1.7839e-04 4.5053e-02 9.5477e-01
52276.86 1.3137e-10 1.0105e-04 3.4053e-02 9.6585e-01
53681.16 3.1397e-11 5.7115e-05 2.5682e-02 9.7426e-01
55110.21 6.9934e-12 3.2356e-05 1.9342e-02 9.8063e-01
56561.17 3.0463e-12 1.8226e-05 1.4607e-02 9.8538e-01
58030.00 1.5833e-12 1.0385e-05 1.1040e-02 9.8895e-01
59510.42 1.1500e-12 5.9602e-06 8.3709e-03 9.9162e-01
60993.45 6.4121e-13 3.4624e-06 6.3841e-03 9.9361e-01
62466.44 4.4633e-13 2.0395e-06 4.9022e-03 9.9510e-01
63912.69 8.2396e-13 1.2283e-06 3.8053e-03 9.9619e-01
65311.62 6.8742e-14 7.5633e-07 2.9872e-03 9.9701e-01
66639.26 7.6817e-16 4.1889e-09 2.4054e-04 9.9976e-01
67870.77 3.5235e-17 1.3382e-09 1.3612e-04 9.9986e-01
68864.47 2.2915e-17 1.1543e-09 1.2605e-04 9.9987e-01
69459.55 1.0210e-17 5.3969e-10 8.6008e-05 9.9991e-01
69744.99 9.8247e-18 4.6266e-10 7.9597e-05 9.9992e-01
69888.26 7.1980e-18 4.4431e-10 7.7978e-05 9.9992e-01
69959.62 7.1311e-18 4.3508e-10 7.7173e-05 9.9992e-01
69991.15 6.7365e-18 6.3263e-10 9.2954e-05 9.9991e-01
69999.53 9.6645e-18 6.5871e-10 9.4814e-05 9.9991e-01
#TIME: 250.25
#NVEL: 115
#vel_mid[km/s] c0 c1 c2 c3
425.78 1.8383e-02 9.4844e-01 3.3090e-02 9.1121e-05
857.79 4.6795e-02 9.2052e-01 3.2593e-02 9.3790e-05
878.44 8.5209e-02 8.8447e-01 3.0238e-02 8.1477e-05
917.72 1.2598e-02 9.5419e-01 3.3118e-02 9.4230e-05
973.04 1.5199e-02 9.5108e-01 3.3626e-02 9.2365e-05
1034.98 1.5204e-02 9.4863e-01 3.6070e-02 9.6967e-05
1099.97 1.7992e-02 9.4816e-01 3.3749e-02 9.3809e-05
1169.04 1.5887e-02 9.4994e-01 3.4076e-02 9.7997e-05
1242.44 1.9011e-02 9.4582e-01 3.5066e-02 1.0486e-04
1320.45 1.9362e-02 9.4656e-01 3.3980e-02 9.5997e-05
1403.37 2.5978e-02 9.4138e-01 3.2555e-02 8.7127e-05
1491.49 2.7804e-02 9.4148e-01 3.0637e-02 7.9071e-05
1585.14 2.7622e-02 9.4124e-01 3.1058e-02 8.0657e-05
1684.67 2.8790e-02 9.4055e-01 3.0575e-02 7.9438e-05
1790.45 2.6786e-02 9.4200e-01 3.1132e-02 8.1256e-05
1902.87 1.6335e-02 9.5006e-01 3.3512e-02 9.1719e-05
2022.36 1.1364e-02 9.5246e-01 3.6070e-02 1.0689e-04
2149.34 1.1585e-02 9.4875e-01 3.9534e-02 1.2836e-04
2284.30 2.5412e-03 9.5752e-01 3.9812e-02 1.2692e-04
2427.74 3.7669e-03 9.5003e-01 4.6031e-02 1.6922e-04
2580.18 1.2403e-03 9.5010e-01 4.8484e-02 1.7986e-04
2742.19 1.2394e-03 9.4442e-01 5.4126e-02 2.1562e-04
2914.37 1.3135e-03 9.3715e-01 6.1284e-02 2.5690e-04
3097.37 1.5080e-03 9.2941e-01 6.8789e-02 2.9066e-04
3291.85 1.7651e-03 9.1672e-01 8.1173e-02 3.4284e-04
3498.55 2.4684e-03 9.0570e-01 9.1495e-02 3.4069e-04
3718.23 2.8602e-02 9.0684e-01 6.4378e-02 1.7816e-04
3951.70 1.4285e-01 8.0855e-01 4.8485e-02 1.1423e-04
4199.83 1.1743e-01 8.2003e-01 6.2364e-02 1.7987e-04
4463.54 1.2826e-01 8.0907e-01 6.2453e-02 2.1066e-04
4743.81 1.6044e-01 7.8704e-01 5.2335e-02 1.8730e-04
5041.68 1.8013e-01 7.7467e-01 4.5049e-02 1.5857e-04
5358.25 1.9734e-01 7.6319e-01 3.9325e-02 1.4165e-04
5694.70 2.0505e-01 7.5686e-01 3.7957e-02 1.3054e-04
6052.28 2.0810e-01 7.5557e-01 3.6211e-02 1.2172e-04
6432.31 2.1050e-01 7.5498e-01 3.4406e-02 1.1688e-04
6836.20 2.2291e-01 7.4280e-01 3.4166e-02 1.1886e-04
7265.45 2.2827e-01 7.3977e-01 3.1856e-02 1.0438e-04
7721.65 2.3106e-01 7.3703e-01 3.1805e-02 1.0325e-04
8206.56 2.3331e-01 7.3512e-01 3.1471e-02 9.6130e-05
8717.73 2.5513e-01 7.1684e-01 2.7955e-02 7.8963e-05
9214.74 2.6489e-01 7.0736e-01 2.7684e-02 7.0842e-05
9629.11 2.8581e-01 6.8836e-01 2.5771e-02 5.8564e-05
9954.11 2.7884e-01 6.9376e-01 2.7340e-02 5.6379e-05
10245.64 2.7121e-01 6.9770e-01 3.1026e-02 6.3805e-05
10541.49 2.7672e-01 6.9075e-01 3.2467e-02 5.7730e-05
10839.94 2.6092e-01 7.0948e-01 2.9556e-02 4.8903e-05
11119.11 3.3078e-01 6.4342e-01 2.5759e-02 3.6444e-05
11355.83 3.1448e-01 6.6252e-01 2.2973e-02 2.6322e-05
11539.81 3.0919e-01 6.7443e-01 1.6360e-02 1.5057e-05
11677.16 3.5134e-01 6.3624e-01 1.2411e-02 1.0249e-05
11784.05 3.1509e-01 6.7392e-01 1.0977e-02 8.7762e-06
11875.85 3.1674e-01 6.7019e-01 1.3060e-02 1.0077e-05
11963.37 2.5390e-01 7.2955e-01 1.6536e-02 1.2300e-05
12055.39 1.7856e-01 8.0251e-01 1.8911e-02 1.6515e-05
12170.41 2.2069e-01 7.5661e-01 2.2678e-02 2.2475e-05
12360.89 9.6391e-03 9.4578e-01 4.4536e-02 4.7787e-05
12670.46 1.8014e-03 9.2824e-01 6.9871e-02 8.9418e-05
13075.34 7.8857e-04 9.0564e-01 9.3435e-02 1.4137e-04
13530.52 7.0474e-04 8.7281e-01 1.2626e-01 2.1915e-04
14012.75 6.2871e-04 8.5137e-01 1.4771e-01 2.9042e-04
14508.81 5.7317e-04 8.3625e-01 1.6280e-01 3.7449e-04
15002.30 7.3991e-04 8.5799e-01 1.4095e-01 3.2184e-04
15475.29 8.7215e-04 9.1742e-01 8.1508e-02 1.9940e-04
15923.68 1.1040e-03 8.9389e-01 1.0471e-01 2.8940e-04
16355.64 6.6038e-04 8.6191e-01 1.3705e-01 3.8812e-04
16776.27 7.7972e-04 9.0012e-01 9.8788e-02 3.0911e-04
17183.14 8.3500e-04 9.4755e-01 5.1455e-02 1.5504e-04
17580.45 6.3083e-04 9.1901e-01 8.0112e-02 2.4805e-04
17990.34 5.4806e-04 8.8745e-01 1.1160e-01 3.9425e-04
18458.06 6.5961e-04 8.8388e-01 1.1507e-01 3.9880e-04
19084.69 5.8036e-04 8.7948e-01 1.1942e-01 5.1784e-04
19999.79 3.4262e-04 8.7005e-01 1.2870e-01 9.0843e-04
21193.46 2.0969e-04 6.9897e-01 2.9783e-01 2.9896e-03
22528.72 1.1636e-04 7.1072e-01 2.8354e-01 5.6181e-03
23943.32 1.9583e-05 1.4462e-01 8.3618e-01 1.9181e-02
25446.74 3.6381e-05 3.3182e-01 6.3566e-01 3.2475e-02
27044.57 3.9308e-05 4.3384e-01 4.9306e-01 7.3057e-02
28744.18 1.1009e-05 3.6188e-01 5.6461e-01 7.3498e-02
30520.16 4.6882e-06 2.4622e-01 6.2199e-01 1.3178e-01
32243.50 3.8764e-06 1.9143e-01 6.3284e-01 1.7573e-01
33773.01 3.7507e-06 1.5612e-01 6.3011e-01 2.1376e-01
35108.48 1.2514e-06 1.1360e-01 6.1056e-01 2.7584e-01
36326.30 5.7164e-07 7.5181e-02 5.6631e-01 3.5850e-01
37486.70 2.6598e-07 4.7764e-02 5.0450e-01 4.4774e-01
