#NTIMES:    67
#NSTAGES:     5
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           cr0           cr1           cr2           cr3           cr4
    9.888011E+03   1.0000E-099   5.2240E-007   7.1354E-002   9.2859E-001   5.6755E-005
    1.015306E+04   1.0000E-099   1.4557E-005   5.5892E-001   4.4106E-001   2.8059E-007
    1.041413E+04   1.0000E-099   1.1646E-004   9.6774E-001   3.2148E-002   1.3171E-010
    1.068189E+04   1.0000E-099   7.2420E-004   9.9835E-001   9.2145E-004   1.3455E-014
    1.094077E+04   1.0000E-099   5.8365E-003   9.9415E-001   1.5249E-005   3.6451E-019
    1.116307E+04   1.0000E-099   5.5431E-002   9.4457E-001   1.6526E-007   3.5977E-024
    1.134864E+04   1.0000E-099   4.5245E-001   5.4755E-001   5.8172E-010   4.2769E-030
    1.150785E+04   1.0000E-099   9.3157E-001   6.8426E-002   3.0740E-013   4.0450E-037
    1.165691E+04   1.0000E-099   9.9302E-001   6.9776E-003   2.6959E-016   1.7005E-043
    1.181226E+04   1.0000E-099   9.9917E-001   8.3424E-004   4.7948E-019   3.6628E-049
    1.199154E+04   1.0000E-099   9.9990E-001   1.0112E-004   8.7500E-022   9.9261E-055
    1.221395E+04   1.0000E-099   9.9998E-001   1.9632E-005   4.4386E-024   3.7816E-056
    1.251905E+04   1.0000E-099   1.0000E+000   3.6770E-006   2.3237E-026   7.4270E-057
    1.292384E+04   1.0000E-099   1.0000E+000   5.7693E-007   7.7601E-029   1.2478E-057
    1.338129E+04   1.0000E-099   1.0000E+000   8.8717E-008   2.4840E-031   2.0957E-058
    1.386784E+04   1.0000E-099   1.0000E+000   1.4215E-008   9.1605E-034   3.7475E-059
    1.437060E+04   1.0000E-099   1.0000E+000   2.5733E-009   4.9027E-036   7.7627E-060
    1.487431E+04   1.0000E-099   1.0000E+000   5.2725E-010   4.0100E-038   1.8692E-060
    1.536062E+04   1.0000E-099   1.0000E+000   1.1929E-010   4.6466E-040   5.1045E-061
    1.581001E+04   1.0000E-099   1.0000E+000   3.2894E-011   9.4215E-042   1.7388E-061
    1.623925E+04   1.0000E-099   1.0000E+000   1.0902E-011   3.1228E-043   7.3643E-062
    1.665402E+04   1.0000E-099   1.0000E+000   3.9154E-012   1.3493E-044   3.5175E-062
    1.705609E+04   1.0000E-099   1.0000E+000   1.4234E-012   6.3122E-046   1.7747E-062
    1.743777E+04   1.0000E-099   1.0000E+000   5.5572E-013   3.4903E-047   9.8907E-063
    1.781195E+04   1.0000E-099   1.0000E+000   2.2996E-013   2.1156E-048   5.9295E-063
    1.820412E+04   1.0000E-099   1.0000E+000   9.0534E-014   1.7881E-049   3.3910E-063
    1.864779E+04   1.0000E-099   1.0000E+000   3.0999E-014   1.2694E-049   1.6856E-063
    1.920359E+04   1.0000E-099   1.0000E+000   6.8696E-014   2.0396E-049   5.5139E-063
    2.005936E+04   1.0000E-099   1.0000E+000   9.8288E-013   3.9721E-046   1.2113E-061
    2.130772E+04   1.0000E-099   1.0000E+000   1.6382E-012   6.1785E-042   2.3812E-061
    2.262820E+04   1.0000E-099   1.0000E+000   3.0739E-012   5.2153E-040   3.4681E-061
    2.403051E+04   1.0000E-099   1.0000E+000   1.0795E-011   8.9276E-039   7.6227E-061
    2.551973E+04   1.0000E-099   1.0000E+000   5.2475E-011   8.1544E-038   2.3729E-060
    2.710124E+04   1.0000E-099   1.0000E+000   3.3335E-010   1.4234E-036   9.0730E-060
    2.878075E+04   1.0000E-099   1.0000E+000   2.3720E-009   8.3498E-035   3.6415E-059
    3.056769E+04   1.0000E-099   1.0000E+000   1.1896E-008   5.9567E-033   1.1637E-058
    3.237278E+04   1.0000E-099   1.0000E+000   3.5481E-008   1.4437E-031   2.6682E-058
    3.394267E+04   1.0000E-099   1.0000E+000   9.6695E-008   2.5965E-030   5.9357E-058
    3.528265E+04   1.0000E-099   1.0000E+000   3.4551E-007   9.5725E-029   1.7168E-057
    3.650263E+04   1.0000E-099   1.0000E+000   1.3825E-006   4.9348E-027   5.7727E-057
    3.766798E+04   1.0000E-099   1.0000E+000   4.3858E-006   1.8240E-025   1.6610E-056
    3.881713E+04   1.0000E-099   9.9999E-001   1.0249E-005   3.3261E-024   4.1531E-056
    3.996497E+04   1.0000E-099   9.9998E-001   1.9596E-005   3.3210E-023   1.4321E-055
    4.111662E+04   1.0000E-099   9.9996E-001   3.5023E-005   2.0751E-022   8.1872E-055
    4.227996E+04   1.0000E-099   9.9994E-001   6.1239E-005   8.3730E-022   4.3376E-054
    4.345978E+04   1.0000E-099   9.9990E-001   1.0118E-004   2.3436E-021   1.6315E-053
    4.466233E+04   1.0000E-099   9.9985E-001   1.5490E-004   4.9419E-021   4.4802E-053
    4.589009E+04   1.0000E-099   9.9978E-001   2.1640E-004   8.6582E-021   9.7901E-053
    4.714653E+04   1.0000E-099   9.9971E-001   2.8976E-004   1.3728E-020   1.8621E-052
    4.843145E+04   1.0000E-099   9.9963E-001   3.6841E-004   1.9934E-020   3.1104E-052
    4.974589E+04   1.0000E-099   9.9956E-001   4.3612E-004   2.6139E-020   4.6933E-052
    5.108800E+04   1.0000E-099   9.9952E-001   4.7989E-004   3.1290E-020   6.1722E-052
    5.245815E+04   1.0000E-099   9.9951E-001   4.9015E-004   3.4182E-020   7.3263E-052
    5.385334E+04   1.0000E-099   9.9953E-001   4.6857E-004   3.4341E-020   7.8396E-052
    5.527316E+04   1.0000E-099   9.9957E-001   4.2617E-004   3.2258E-020   7.6887E-052
    5.671355E+04   1.0000E-099   9.9963E-001   3.7212E-004   2.8614E-020   6.9895E-052
    5.817175E+04   1.0000E-099   9.9968E-001   3.1631E-004   2.4350E-020   5.9946E-052
    5.964076E+04   1.0000E-099   9.9973E-001   2.6663E-004   2.0303E-020   4.9679E-052
    6.111196E+04   1.0000E-099   9.9977E-001   2.2751E-004   1.6956E-020   4.0709E-052
    6.257335E+04   1.0000E-099   9.9980E-001   1.9818E-004   1.4311E-020   3.3289E-052
    6.400692E+04   1.0000E-099   9.9982E-001   1.7670E-004   1.2257E-020   2.7293E-052
    6.539460E+04   1.0000E-099   9.9984E-001   1.6087E-004   1.0661E-020   2.2479E-052
    6.670874E+04   1.0000E-099   9.9985E-001   1.4886E-004   9.3869E-021   1.8605E-052
    6.793132E+04   1.0000E-099   9.9986E-001   1.3843E-004   8.2735E-021   1.5264E-052
    6.903018E+04   1.0000E-099   9.9988E-001   1.2359E-004   6.7630E-021   1.1127E-052
    6.952901E+04   1.0000E-099   9.9989E-001   1.1037E-004   5.4220E-021   7.8060E-053
    6.977977E+04   1.0000E-099   9.9990E-001   1.0066E-004   4.3888E-021   5.5736E-053
    6.990549E+04   1.0000E-099   9.9991E-001   9.3050E-005   3.5259E-021   3.9574E-053
    6.996844E+04   1.0000E-099   9.9991E-001   8.7856E-005   2.9124E-021   2.9644E-053
    6.999836E+04   1.0000E-099   9.9992E-001   8.4313E-005   2.4985E-021   2.3718E-053
    6.999993E+04   1.0000E-099   9.9992E-001   8.3959E-005   2.4543E-021   2.3132E-053
#TIME:     2.300
#NVEL: 115
#vel_mid[km/s]           cr0           cr1           cr2           cr3           cr4
    8.484664E+02   1.0000E-099   1.2712E-018   4.5209E-011   6.8917E-005   9.9993E-001
    8.533851E+02   1.0000E-099   1.2712E-018   4.5210E-011   6.8917E-005   9.9993E-001
    8.683130E+02   1.0000E-099   1.2682E-018   4.5123E-011   6.8837E-005   9.9993E-001
    8.989568E+02   1.0000E-099   1.2484E-018   4.4556E-011   6.8314E-005   9.9993E-001
    9.539520E+02   1.0000E-099   1.1701E-018   4.2298E-011   6.6204E-005   9.9993E-001
    1.013075E+03   1.0000E-099   1.0211E-018   3.7917E-011   6.1982E-005   9.9994E-001
    1.075858E+03   1.0000E-099   8.0030E-019   3.1189E-011   5.5106E-005   9.9994E-001
    1.142531E+03   1.0000E-099   5.4098E-019   2.2766E-011   4.5580E-005   9.9995E-001
    1.213335E+03   1.0000E-099   3.0566E-019   1.4367E-011   3.4521E-005   9.9997E-001
    1.288528E+03   1.0000E-099   1.5037E-019   8.0550E-012   2.4285E-005   9.9998E-001
    1.368381E+03   1.0000E-099   6.7699E-020   4.1871E-012   1.6315E-005   9.9998E-001
    1.453182E+03   1.0000E-099   2.9193E-020   2.1117E-012   1.0811E-005   9.9999E-001
    1.543238E+03   1.0000E-099   1.2809E-020   1.0860E-012   7.2862E-006   9.9999E-001
    1.638876E+03   1.0000E-099   5.7352E-021   5.7127E-013   5.0050E-006   1.0000E+000
    1.740440E+03   1.0000E-099   2.5734E-021   3.0286E-013   3.4738E-006   1.0000E+000
    1.848299E+03   1.0000E-099   1.1152E-021   1.5773E-013   2.4041E-006   1.0000E+000
    1.962841E+03   1.0000E-099   4.7681E-022   8.1955E-014   1.6726E-006   1.0000E+000
    2.084483E+03   1.0000E-099   2.1371E-022   4.4325E-014   1.1955E-006   1.0000E+000
    2.213662E+03   1.0000E-099   1.0448E-022   2.5690E-014   8.9069E-007   1.0000E+000
    2.350847E+03   1.0000E-099   5.7376E-023   1.6322E-014   6.9945E-007   1.0000E+000
    2.496533E+03   1.0000E-099   3.6380E-023   1.1619E-014   5.8492E-007   1.0000E+000
    2.651248E+03   1.0000E-099   2.7630E-023   9.5379E-015   5.2828E-007   1.0000E+000
    2.815551E+03   1.0000E-099   2.6731E-023   9.4684E-015   5.2812E-007   1.0000E+000
    2.990037E+03   1.0000E-099   3.2566E-023   1.1356E-014   5.8568E-007   1.0000E+000
    3.175335E+03   1.0000E-099   4.4528E-023   1.5336E-014   6.9953E-007   1.0000E+000
    3.372117E+03   1.0000E-099   8.2508E-023   2.6243E-014   9.5782E-007   1.0000E+000
    3.581093E+03   1.0000E-099   3.2506E-022   7.6619E-014   1.7512E-006   1.0000E+000
    3.803021E+03   1.0000E-099   2.2204E-021   3.4360E-013   4.1361E-006   1.0000E+000
    4.038701E+03   1.0000E-099   2.4131E-020   2.3889E-012   1.3258E-005   9.9999E-001
    4.288987E+03   1.0000E-099   2.9271E-019   2.0064E-011   5.0837E-005   9.9995E-001
    4.554784E+03   1.0000E-099   3.8773E-018   1.7422E-010   1.9633E-004   9.9980E-001
    4.837053E+03   1.0000E-099   2.7986E-017   8.8233E-010   5.3275E-004   9.9947E-001
    5.136815E+03   1.0000E-099   8.0293E-017   2.1044E-009   9.1087E-004   9.9909E-001
    5.455153E+03   1.0000E-099   1.2590E-016   3.0976E-009   1.1649E-003   9.9884E-001
    5.793220E+03   1.0000E-099   1.6805E-016   4.0119E-009   1.3800E-003   9.9862E-001
    6.152237E+03   1.0000E-099   2.6181E-016   5.9047E-009   1.7687E-003   9.9823E-001
    6.533503E+03   1.0000E-099   5.2862E-016   1.0802E-008   2.5955E-003   9.9740E-001
    6.938396E+03   1.0000E-099   1.4374E-015   2.5227E-008   4.4195E-003   9.9558E-001
    7.368382E+03   1.0000E-099   5.4833E-015   7.7392E-008   8.8563E-003   9.9114E-001
    7.825015E+03   1.0000E-099   3.4353E-014   3.5668E-007   2.2658E-002   9.7734E-001
    8.312475E+03   1.0000E-099   5.3098E-013   3.4778E-006   9.0054E-002   9.0994E-001
    8.780026E+03   1.0000E-099   2.0542E-011   6.8238E-005   4.6186E-001   5.3807E-001
    9.163219E+03   1.0000E-099   4.8619E-010   7.1780E-004   9.2515E-001   7.4128E-002
    9.482743E+03   1.0000E-099   9.7391E-009   5.4418E-003   9.9103E-001   3.5232E-003
    9.779762E+03   1.0000E-099   3.5059E-007   5.9200E-002   9.4073E-001   6.9220E-005
    1.005459E+04   1.0000E-099   1.0060E-005   4.9159E-001   5.0840E-001   4.3839E-007
    1.032091E+04   1.0000E-099   8.3888E-005   9.5328E-001   4.6640E-002   3.0645E-010
    1.060061E+04   1.0000E-099   4.8858E-004   9.9798E-001   1.5361E-003   4.2857E-014
    1.087635E+04   1.0000E-099   3.5893E-003   9.9638E-001   3.0215E-005   1.7858E-018
    1.112046E+04   1.0000E-099   3.2778E-002   9.6722E-001   3.7894E-007   2.4940E-023
    1.132521E+04   1.0000E-099   3.0117E-001   6.9883E-001   2.0137E-009   6.0460E-029
    1.149657E+04   1.0000E-099   8.8334E-001   1.1666E-001   1.3601E-012   7.1966E-036
    1.165201E+04   1.0000E-099   9.8908E-001   1.0918E-002   8.3906E-016   1.3999E-042
    1.181097E+04   1.0000E-099   9.9868E-001   1.3228E-003   1.4519E-018   2.6579E-048
    1.198906E+04   1.0000E-099   9.9982E-001   1.7945E-004   3.5795E-021   1.0841E-053
    1.220927E+04   1.0000E-099   9.9996E-001   3.8807E-005   2.4596E-023   7.5347E-056
    1.250400E+04   1.0000E-099   9.9999E-001   8.3984E-006   1.9569E-025   1.7071E-056
    1.290420E+04   1.0000E-099   1.0000E+000   1.5202E-006   9.8088E-028   3.3122E-057
    1.336316E+04   1.0000E-099   1.0000E+000   2.7052E-007   4.7367E-030   6.4490E-058
    1.384952E+04   1.0000E-099   1.0000E+000   5.0519E-008   2.6985E-032   1.3454E-058
    1.435272E+04   1.0000E-099   1.0000E+000   1.0639E-008   2.2022E-034   3.2443E-059
    1.486134E+04   1.0000E-099   1.0000E+000   2.5725E-009   2.8346E-036   9.2382E-060
    1.534785E+04   1.0000E-099   1.0000E+000   7.0134E-010   5.4881E-038   3.0414E-060
    1.580491E+04   1.0000E-099   1.0000E+000   2.2431E-010   1.6656E-039   1.2059E-060
    1.623695E+04   1.0000E-099   1.0000E+000   8.5373E-011   8.0078E-041   5.8734E-061
    1.665662E+04   1.0000E-099   1.0000E+000   3.4550E-011   4.7023E-042   3.1717E-061
    1.706068E+04   1.0000E-099   1.0000E+000   1.4227E-011   3.0263E-043   1.8155E-061
    1.744573E+04   1.0000E-099   1.0000E+000   6.1753E-012   2.1497E-044   1.1274E-061
    1.782076E+04   1.0000E-099   1.0000E+000   2.7977E-012   1.5082E-045   7.3875E-062
    1.821319E+04   1.0000E-099   1.0000E+000   1.2134E-012   7.9530E-047   4.6371E-062
    1.865407E+04   1.0000E-099   1.0000E+000   4.6407E-013   2.5625E-048   2.5553E-062
    1.920144E+04   1.0000E-099   1.0000E+000   2.5504E-013   4.1776E-049   2.0494E-062
    2.001762E+04   1.0000E-099   1.0000E+000   2.4739E-012   1.1848E-046   3.0025E-061
    2.126418E+04   1.0000E-099   1.0000E+000   3.6854E-012   1.2431E-042   5.1287E-061
    2.258196E+04   1.0000E-099   1.0000E+000   3.6386E-012   1.4613E-040   3.9311E-061
    2.398141E+04   1.0000E-099   1.0000E+000   8.3851E-012   2.7749E-039   6.0435E-061
    2.546758E+04   1.0000E-099   1.0000E+000   3.4797E-011   2.6549E-038   1.6848E-060
    2.704586E+04   1.0000E-099   1.0000E+000   2.1395E-010   4.8346E-037   6.3533E-060
    2.872194E+04   1.0000E-099   1.0000E+000   1.5275E-009   3.0934E-035   2.5577E-059
    3.050452E+04   1.0000E-099   1.0000E+000   8.0270E-009   2.4788E-033   8.4424E-059
    3.233056E+04   1.0000E-099   1.0000E+000   2.6013E-008   6.8762E-032   2.0623E-058
    3.388577E+04   1.0000E-099   1.0000E+000   7.3641E-008   1.2612E-030   4.7386E-058
    3.523968E+04   1.0000E-099   1.0000E+000   2.7608E-007   5.1286E-029   1.4310E-057
    3.646948E+04   1.0000E-099   1.0000E+000   1.1540E-006   3.0220E-027   5.0160E-057
    3.763692E+04   1.0000E-099   1.0000E+000   3.7860E-006   1.2583E-025   1.4848E-056
    3.879058E+04   1.0000E-099   9.9999E-001   9.1527E-006   2.5527E-024   3.7208E-056
    3.994057E+04   1.0000E-099   9.9998E-001   1.7931E-005   2.7484E-023   1.2312E-055
    4.109581E+04   1.0000E-099   9.9997E-001   3.2679E-005   1.8207E-022   7.0466E-055
    4.226070E+04   1.0000E-099   9.9994E-001   5.8039E-005   7.6495E-022   3.8667E-054
    4.344261E+04   1.0000E-099   9.9990E-001   9.7274E-005   2.2046E-021   1.5054E-053
    4.464626E+04   1.0000E-099   9.9985E-001   1.5050E-004   4.7404E-021   4.2379E-053
    4.587521E+04   1.0000E-099   9.9979E-001   2.1211E-004   8.4147E-021   9.4214E-053
    4.713243E+04   1.0000E-099   9.9971E-001   2.8569E-004   1.3461E-020   1.8129E-052
    4.841818E+04   1.0000E-099   9.9964E-001   3.6484E-004   1.9661E-020   3.0545E-052
    4.973324E+04   1.0000E-099   9.9957E-001   4.3330E-004   2.5901E-020   4.6318E-052
    5.107601E+04   1.0000E-099   9.9952E-001   4.7794E-004   3.1105E-020   6.1210E-052
    5.244692E+04   1.0000E-099   9.9951E-001   4.8903E-004   3.4059E-020   7.2876E-052
    5.384266E+04   1.0000E-099   9.9953E-001   4.6806E-004   3.4273E-020   7.8151E-052
    5.526356E+04   1.0000E-099   9.9957E-001   4.2604E-004   3.2229E-020   7.6763E-052
    5.670444E+04   1.0000E-099   9.9963E-001   3.7220E-004   2.8610E-020   6.9854E-052
    5.816386E+04   1.0000E-099   9.9968E-001   3.1644E-004   2.4355E-020   5.9945E-052
    5.963330E+04   1.0000E-099   9.9973E-001   2.6676E-004   2.0312E-020   4.9696E-052
    6.110594E+04   1.0000E-099   9.9977E-001   2.2760E-004   1.6962E-020   4.0725E-052
    6.256765E+04   1.0000E-099   9.9980E-001   1.9825E-004   1.4317E-020   3.3305E-052
    6.400275E+04   1.0000E-099   9.9982E-001   1.7674E-004   1.2260E-020   2.7303E-052
    6.539055E+04   1.0000E-099   9.9984E-001   1.6089E-004   1.0664E-020   2.2488E-052
    6.670595E+04   1.0000E-099   9.9985E-001   1.4888E-004   9.3887E-021   1.8611E-052
    6.792948E+04   1.0000E-099   9.9986E-001   1.3844E-004   8.2751E-021   1.5269E-052
    6.902932E+04   1.0000E-099   9.9988E-001   1.2361E-004   6.7647E-021   1.1131E-052
    6.952859E+04   1.0000E-099   9.9989E-001   1.1038E-004   5.4233E-021   7.8092E-053
    6.977958E+04   1.0000E-099   9.9990E-001   1.0067E-004   4.3899E-021   5.5758E-053
    6.990541E+04   1.0000E-099   9.9991E-001   9.3054E-005   3.5265E-021   3.9585E-053
    6.996841E+04   1.0000E-099   9.9991E-001   8.7856E-005   2.9127E-021   2.9648E-053
    6.999836E+04   1.0000E-099   9.9992E-001   8.4311E-005   2.4985E-021   2.3717E-053
    6.999993E+04   1.0000E-099   9.9992E-001   8.3956E-005   2.4542E-021   2.3131E-053
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           cr0           cr1           cr2           cr3           cr4
    8.484663E+02   1.0000E-099   1.8933E-018   6.9725E-011   9.4821E-005   9.9991E-001
    8.548448E+02   1.0000E-099   1.8933E-018   6.9725E-011   9.4821E-005   9.9991E-001
    8.742693E+02   1.0000E-099   1.8825E-018   6.9408E-011   9.4561E-005   9.9991E-001
    9.144524E+02   1.0000E-099   1.8134E-018   6.7355E-011   9.2864E-005   9.9991E-001
    9.756573E+02   1.0000E-099   1.6023E-018   6.0995E-011   8.7470E-005   9.9991E-001
    1.035672E+03   1.0000E-099   1.2903E-018   5.1279E-011   7.8783E-005   9.9992E-001
    1.099431E+03   1.0000E-099   9.1435E-019   3.8896E-011   6.6681E-005   9.9993E-001
    1.167115E+03   1.0000E-099   5.5586E-019   2.6053E-011   5.2326E-005   9.9995E-001
    1.238965E+03   1.0000E-099   2.9189E-019   1.5441E-011   3.8063E-005   9.9996E-001
    1.315239E+03   1.0000E-099   1.3939E-019   8.3951E-012   2.6173E-005   9.9997E-001
    1.396209E+03   1.0000E-099   6.0697E-020   4.2349E-012   1.7221E-005   9.9998E-001
    1.482164E+03   1.0000E-099   2.4946E-020   2.0566E-012   1.1144E-005   9.9999E-001
    1.573409E+03   1.0000E-099   1.0324E-020   1.0124E-012   7.3155E-006   9.9999E-001
    1.670273E+03   1.0000E-099   4.4378E-021   5.1638E-013   4.9292E-006   1.0000E+000
    1.773099E+03   1.0000E-099   1.9779E-021   2.7197E-013   3.3991E-006   1.0000E+000
    1.882256E+03   1.0000E-099   8.6482E-022   1.4242E-013   2.3524E-006   1.0000E+000
    1.998133E+03   1.0000E-099   3.8112E-022   7.5568E-014   1.6501E-006   1.0000E+000
    2.121143E+03   1.0000E-099   1.7828E-022   4.2146E-014   1.1952E-006   1.0000E+000
    2.251727E+03   1.0000E-099   9.1837E-023   2.5390E-014   9.0651E-007   1.0000E+000
    2.390349E+03   1.0000E-099   5.3639E-023   1.6900E-014   7.2798E-007   1.0000E+000
    2.537505E+03   1.0000E-099   3.6511E-023   1.2702E-014   6.2561E-007   1.0000E+000
    2.693721E+03   1.0000E-099   3.0112E-023   1.1113E-014   5.8430E-007   1.0000E+000
    2.859554E+03   1.0000E-099   3.1411E-023   1.1719E-014   6.0449E-007   1.0000E+000
    3.035596E+03   1.0000E-099   3.9684E-023   1.4579E-014   6.8799E-007   1.0000E+000
    3.222475E+03   1.0000E-099   5.7044E-023   2.0606E-014   8.5012E-007   1.0000E+000
    3.420860E+03   1.0000E-099   1.2254E-022   3.9297E-014   1.2441E-006   1.0000E+000
    3.631457E+03   1.0000E-099   5.4068E-022   1.2560E-013   2.4180E-006   1.0000E+000
    3.855019E+03   1.0000E-099   4.5051E-021   6.6542E-013   6.3838E-006   9.9999E-001
    4.092345E+03   1.0000E-099   5.4417E-020   5.1995E-012   2.2510E-005   9.9998E-001
    4.344280E+03   1.0000E-099   7.5659E-019   4.9204E-011   9.3666E-005   9.9991E-001
    4.611726E+03   1.0000E-099   1.0827E-017   4.5298E-010   3.7396E-004   9.9963E-001
    4.895636E+03   1.0000E-099   8.2533E-017   2.3946E-009   1.0394E-003   9.9896E-001
    5.197025E+03   1.0000E-099   2.6081E-016   6.1877E-009   1.8654E-003   9.9813E-001
    5.516968E+03   1.0000E-099   4.5506E-016   9.9486E-009   2.5174E-003   9.9748E-001
    5.856607E+03   1.0000E-099   6.8106E-016   1.4157E-008   3.1577E-003   9.9684E-001
    6.217156E+03   1.0000E-099   1.1785E-015   2.2749E-008   4.2705E-003   9.9573E-001
    6.599901E+03   1.0000E-099   2.6379E-015   4.5395E-008   6.6061E-003   9.9339E-001
    7.006209E+03   1.0000E-099   8.0384E-015   1.1662E-007   1.1904E-002   9.8810E-001
    7.437530E+03   1.0000E-099   3.5530E-014   4.0452E-007   2.5612E-002   9.7439E-001
    7.895404E+03   1.0000E-099   2.7244E-013   2.2039E-006   7.1661E-002   9.2834E-001
    8.380372E+03   1.0000E-099   5.0694E-012   2.4589E-005   2.8771E-001   7.1226E-001
    8.811017E+03   1.0000E-099   1.0813E-010   2.6797E-004   7.9019E-001   2.0954E-001
    9.172405E+03   1.0000E-099   1.5841E-009   1.7546E-003   9.8042E-001   1.7826E-002
    9.503517E+03   1.0000E-099   3.8824E-008   1.4791E-002   9.8459E-001   6.2013E-004
    9.803169E+03   1.0000E-099   1.3632E-006   1.5705E-001   8.4294E-001   9.3307E-006
    1.007995E+04   1.0000E-099   2.3917E-005   7.5689E-001   2.4309E-001   2.8031E-008
    1.035808E+04   1.0000E-099   1.3952E-004   9.8553E-001   1.4335E-002   1.2005E-011
    1.065301E+04   1.0000E-099   8.1775E-004   9.9876E-001   4.2566E-004   1.3534E-015
    1.093822E+04   1.0000E-099   6.2658E-003   9.9373E-001   7.7850E-006   4.7322E-020
    1.118612E+04   1.0000E-099   5.6677E-002   9.4332E-001   9.3579E-008   6.1101E-025
    1.139045E+04   1.0000E-099   4.5652E-001   5.4348E-001   3.4926E-010   8.7424E-031
    1.156131E+04   1.0000E-099   9.3501E-001   6.4994E-002   1.7071E-013   7.3956E-038
    1.171853E+04   1.0000E-099   9.9315E-001   6.8534E-003   1.6121E-016   3.4931E-044
    1.187993E+04   1.0000E-099   9.9904E-001   9.6473E-004   4.3040E-019   1.5885E-049
    1.206425E+04   1.0000E-099   9.9982E-001   1.7622E-004   2.2244E-021   2.8017E-054
    1.229898E+04   1.0000E-099   9.9995E-001   4.5746E-005   2.5929E-023   9.0464E-056
    1.262683E+04   1.0000E-099   9.9999E-001   1.0310E-005   2.3688E-025   2.1564E-056
    1.304936E+04   1.0000E-099   1.0000E+000   2.0687E-006   1.6121E-027   4.6801E-057
    1.351462E+04   1.0000E-099   1.0000E+000   4.2387E-007   1.1783E-029   1.0572E-057
    1.400355E+04   1.0000E-099   1.0000E+000   9.1469E-008   1.0233E-031   2.5689E-058
    1.450610E+04   1.0000E-099   1.0000E+000   2.2807E-008   1.3742E-033   7.3985E-059
    1.500873E+04   1.0000E-099   1.0000E+000   6.6155E-009   3.0353E-035   2.5493E-059
    1.548290E+04   1.0000E-099   1.0000E+000   2.1966E-009   1.0275E-036   1.0291E-059
    1.593058E+04   1.0000E-099   1.0000E+000   8.3535E-010   4.9785E-038   4.8896E-060
    1.635577E+04   1.0000E-099   1.0000E+000   3.5328E-010   3.1622E-039   2.6682E-060
    1.677074E+04   1.0000E-099   1.0000E+000   1.5168E-010   2.1279E-040   1.5420E-060
    1.716748E+04   1.0000E-099   1.0000E+000   6.6129E-011   1.5032E-041   9.3790E-061
    1.754709E+04   1.0000E-099   1.0000E+000   2.9886E-011   1.0805E-042   6.0527E-061
    1.792159E+04   1.0000E-099   1.0000E+000   1.3672E-011   6.9591E-044   3.9788E-061
    1.832026E+04   1.0000E-099   1.0000E+000   5.8677E-012   3.1617E-045   2.4516E-061
    1.877597E+04   1.0000E-099   1.0000E+000   2.2455E-012   8.7778E-047   1.3409E-061
    1.935339E+04   1.0000E-099   1.0000E+000   8.8115E-013   2.9494E-048   7.6332E-062
    2.025144E+04   1.0000E-099   1.0000E+000   5.9043E-012   7.4946E-046   7.5601E-061
    2.151783E+04   1.0000E-099   1.0000E+000   7.3968E-012   1.4063E-042   9.7427E-061
    2.284253E+04   1.0000E-099   1.0000E+000   5.5994E-012   1.0753E-040   5.3083E-061
    2.424878E+04   1.0000E-099   1.0000E+000   9.6889E-012   1.7056E-039   6.2651E-061
    2.574160E+04   1.0000E-099   1.0000E+000   3.5004E-011   1.7229E-038   1.6013E-060
    2.732632E+04   1.0000E-099   1.0000E+000   2.0447E-010   4.0454E-037   5.8880E-060
    2.900860E+04   1.0000E-099   1.0000E+000   1.3852E-009   3.1288E-035   2.3025E-059
    3.080051E+04   1.0000E-099   1.0000E+000   7.0456E-009   2.4253E-033   7.5086E-059
    3.259662E+04   1.0000E-099   1.0000E+000   2.3275E-008   6.3466E-032   1.8834E-058
    3.410490E+04   1.0000E-099   1.0000E+000   7.0829E-008   1.3117E-030   4.6392E-058
    3.542836E+04   1.0000E-099   1.0000E+000   2.8345E-007   6.1714E-029   1.4991E-057
    3.664382E+04   1.0000E-099   1.0000E+000   1.1998E-006   3.9160E-027   5.3628E-057
    3.780153E+04   1.0000E-099   1.0000E+000   3.8676E-006   1.6022E-025   1.5722E-056
    3.895112E+04   1.0000E-099   9.9999E-001   9.2571E-006   3.1310E-024   3.9951E-056
    4.009600E+04   1.0000E-099   9.9998E-001   1.8173E-005   3.2486E-023   1.3725E-055
    4.124753E+04   1.0000E-099   9.9997E-001   3.3462E-005   2.0781E-022   8.0381E-055
    4.240834E+04   1.0000E-099   9.9994E-001   5.9787E-005   8.4335E-022   4.3510E-054
    4.358694E+04   1.0000E-099   9.9990E-001   1.0007E-004   2.3630E-021   1.6499E-053
