#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    4.726532E+04   1.0000E-099   9.8653E-001   1.3467E-002   1.2481E-016
    4.854668E+04   1.0000E-099   9.8498E-001   1.5023E-002   1.5914E-016
    4.985678E+04   1.0000E-099   9.8342E-001   1.6583E-002   1.9378E-016
    5.119418E+04   1.0000E-099   9.8174E-001   1.8255E-002   2.2923E-016
    5.255920E+04   1.0000E-099   9.7996E-001   2.0039E-002   2.6441E-016
    5.394857E+04   1.0000E-099   9.7831E-001   2.1687E-002   2.9446E-016
    5.536261E+04   1.0000E-099   9.7709E-001   2.2906E-002   3.1478E-016
    5.679609E+04   1.0000E-099   9.7643E-001   2.3569E-002   3.2385E-016
    5.824764E+04   1.0000E-099   9.7625E-001   2.3747E-002   3.2273E-016
    5.970850E+04   1.0000E-099   9.7644E-001   2.3560E-002   3.1364E-016
    6.117210E+04   1.0000E-099   9.7693E-001   2.3069E-002   2.9856E-016
    6.262406E+04   1.0000E-099   9.7768E-001   2.2322E-002   2.7989E-016
    6.404908E+04   1.0000E-099   9.7861E-001   2.1390E-002   2.5995E-016
    6.542652E+04   1.0000E-099   9.7968E-001   2.0317E-002   2.3965E-016
    6.673162E+04   1.0000E-099   9.8079E-001   1.9209E-002   2.1997E-016
    6.794543E+04   1.0000E-099   9.8213E-001   1.7872E-002   1.9771E-016
    6.903658E+04   1.0000E-099   9.8369E-001   1.6310E-002   1.6904E-016
    6.953213E+04   1.0000E-099   9.8527E-001   1.4734E-002   1.3854E-016
    6.978124E+04   1.0000E-099   9.8621E-001   1.3791E-002   1.1574E-016
    6.990612E+04   1.0000E-099   9.8703E-001   1.2973E-002   9.4825E-017
    6.996865E+04   1.0000E-099   9.8763E-001   1.2371E-002   7.9055E-017
    6.999837E+04   1.0000E-099   9.8800E-001   1.2002E-002   6.8479E-017
    6.999993E+04   1.0000E-099   9.8808E-001   1.1920E-002   6.7065E-017
#TIME:     2.783
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    8.484663E+02   1.0000E-099   3.3605E-014   1.0091E-006   1.0000E+000
    8.532436E+02   1.0000E-099   3.3606E-014   1.0091E-006   1.0000E+000
    8.677374E+02   1.0000E-099   3.3542E-014   1.0080E-006   1.0000E+000
    8.974679E+02   1.0000E-099   3.3133E-014   1.0007E-006   1.0000E+000
    9.515791E+02   1.0000E-099   3.1522E-014   9.7184E-007   1.0000E+000
    1.010172E+03   1.0000E-099   2.8586E-014   9.1769E-007   1.0000E+000
    1.072361E+03   1.0000E-099   2.4466E-014   8.3792E-007   1.0000E+000
    1.138379E+03   1.0000E-099   1.9665E-014   7.3770E-007   1.0000E+000
    1.208460E+03   1.0000E-099   1.4935E-014   6.2846E-007   1.0000E+000
    1.282856E+03   1.0000E-099   1.1144E-014   5.2903E-007   1.0000E+000
    1.361833E+03   1.0000E-099   8.1994E-015   4.4209E-007   1.0000E+000
    1.445671E+03   1.0000E-099   5.7520E-015   3.6204E-007   1.0000E+000
    1.534670E+03   1.0000E-099   3.8737E-015   2.9240E-007   1.0000E+000
    1.629149E+03   1.0000E-099   2.5815E-015   2.3654E-007   1.0000E+000
    1.729443E+03   1.0000E-099   1.7722E-015   1.9537E-007   1.0000E+000
    1.835912E+03   1.0000E-099   1.2360E-015   1.6342E-007   1.0000E+000
    1.948936E+03   1.0000E-099   8.5673E-016   1.3682E-007   1.0000E+000
    2.068918E+03   1.0000E-099   6.0112E-016   1.1557E-007   1.0000E+000
    2.196286E+03   1.0000E-099   4.3528E-016   9.9314E-008   1.0000E+000
    2.331495E+03   1.0000E-099   3.3027E-016   8.7332E-008   1.0000E+000
    2.475029E+03   1.0000E-099   2.6581E-016   7.8911E-008   1.0000E+000
    2.627398E+03   1.0000E-099   2.3010E-016   7.3640E-008   1.0000E+000
    2.789148E+03   1.0000E-099   2.1894E-016   7.1624E-008   1.0000E+000
    2.960855E+03   1.0000E-099   2.2400E-016   7.1768E-008   1.0000E+000
    3.143134E+03   1.0000E-099   2.3002E-016   7.1706E-008   1.0000E+000
    3.336633E+03   1.0000E-099   2.6001E-016   7.5259E-008   1.0000E+000
    3.542046E+03   1.0000E-099   4.3088E-016   9.6330E-008   1.0000E+000
    3.760104E+03   1.0000E-099   1.0248E-015   1.5003E-007   1.0000E+000
    3.991586E+03   1.0000E-099   2.8876E-015   2.6481E-007   1.0000E+000
    4.237318E+03   1.0000E-099   7.5003E-015   4.8180E-007   1.0000E+000
    4.498179E+03   1.0000E-099   2.2171E-014   9.8324E-007   1.0000E+000
    4.775099E+03   1.0000E-099   6.6493E-014   1.9892E-006   1.0000E+000
    5.069067E+03   1.0000E-099   1.4281E-013   3.2520E-006   1.0000E+000
    5.381133E+03   1.0000E-099   2.1557E-013   4.2768E-006   1.0000E+000
    5.712410E+03   1.0000E-099   2.7025E-013   5.0169E-006   1.0000E+000
    6.064081E+03   1.0000E-099   3.3439E-013   5.8486E-006   9.9999E-001
    6.437403E+03   1.0000E-099   4.4689E-013   7.1945E-006   9.9999E-001
    6.833706E+03   1.0000E-099   6.7575E-013   9.6122E-006   9.9999E-001
    7.254408E+03   1.0000E-099   1.2068E-012   1.4293E-005   9.9999E-001
    7.701009E+03   1.0000E-099   2.7162E-012   2.4754E-005   9.9998E-001
    8.174877E+03   1.0000E-099   8.9571E-012   5.5860E-005   9.9994E-001
    8.633340E+03   1.0000E-099   4.8561E-011   1.7892E-004   9.9982E-001
    9.016369E+03   1.0000E-099   3.7407E-010   7.2327E-004   9.9928E-001
    9.370620E+03   1.0000E-099   5.7064E-009   4.4927E-003   9.9551E-001
    9.693341E+03   1.0000E-099   1.4084E-007   3.9500E-002   9.6050E-001
    9.981137E+03   1.0000E-099   3.3178E-006   3.1493E-001   6.8506E-001
    1.026978E+04   1.0000E-099   3.2725E-005   8.7004E-001   1.2992E-001
    1.058006E+04   1.0000E-099   1.6314E-004   9.9273E-001   7.1070E-003
    1.088843E+04   1.0000E-099   9.3372E-004   9.9884E-001   2.2470E-004
    1.116155E+04   1.0000E-099   6.4339E-003   9.9356E-001   4.9593E-006
    1.138266E+04   1.0000E-099   5.5275E-002   9.4473E-001   6.3911E-008
    1.156405E+04   1.0000E-099   4.0549E-001   5.9451E-001   3.1344E-010
    1.172405E+04   1.0000E-099   8.2674E-001   1.7326E-001   1.3392E-012
    1.188282E+04   1.0000E-099   9.5633E-001   4.3667E-002   1.1819E-014
    1.206070E+04   1.0000E-099   9.8695E-001   1.3049E-002   1.9674E-016
    1.228375E+04   1.0000E-099   9.9476E-001   5.2427E-003   6.7887E-018
    1.260432E+04   1.0000E-099   9.9823E-001   1.7679E-003   1.6143E-019
    1.302879E+04   1.0000E-099   9.9947E-001   5.2557E-004   2.7498E-021
    1.349075E+04   1.0000E-099   9.9984E-001   1.6269E-004   5.3418E-023
    1.397794E+04   1.0000E-099   9.9995E-001   5.2254E-005   1.1700E-024
    1.448110E+04   1.0000E-099   9.9998E-001   1.8728E-005   3.6406E-026
    1.498114E+04   1.0000E-099   9.9999E-001   7.5778E-006   1.7640E-027
    1.546149E+04   1.0000E-099   1.0000E+000   3.3232E-006   1.1335E-028
    1.590990E+04   1.0000E-099   1.0000E+000   1.6231E-006   9.6830E-030
    1.633791E+04   1.0000E-099   1.0000E+000   8.5307E-007   9.8568E-031
    1.675352E+04   1.0000E-099   1.0000E+000   4.5209E-007   1.0481E-031
    1.715312E+04   1.0000E-099   1.0000E+000   2.4139E-007   1.1411E-032
    1.753381E+04   1.0000E-099   1.0000E+000   1.3496E-007   1.3064E-033
    1.791089E+04   1.0000E-099   1.0000E+000   7.8050E-008   1.4639E-034
    1.830780E+04   1.0000E-099   1.0000E+000   4.4151E-008   1.4284E-035
    1.876224E+04   1.0000E-099   1.0000E+000   2.2614E-008   9.9366E-037
    1.931279E+04   1.0000E-099   1.0000E+000   1.0488E-008   5.1568E-038
    2.019566E+04   1.0000E-099   1.0000E+000   3.9078E-008   5.5794E-037
    2.145944E+04   1.0000E-099   1.0000E+000   1.3733E-007   5.0330E-035
    2.278054E+04   1.0000E-099   1.0000E+000   1.8243E-007   1.4885E-033
    2.418297E+04   1.0000E-099   1.0000E+000   2.3424E-007   5.2634E-032
    2.567174E+04   1.0000E-099   1.0000E+000   3.1549E-007   9.3692E-031
    2.725217E+04   1.0000E-099   1.0000E+000   5.2702E-007   2.2747E-029
    2.892988E+04   1.0000E-099   1.0000E+000   1.3504E-006   9.1906E-028
    3.071524E+04   1.0000E-099   1.0000E+000   4.3199E-006   2.3013E-026
    3.253454E+04   1.0000E-099   9.9999E-001   1.1632E-005   2.3416E-025
    3.406578E+04   1.0000E-099   9.9997E-001   2.9145E-005   2.0251E-024
    3.539695E+04   1.0000E-099   9.9991E-001   8.9923E-005   3.0458E-023
    3.661585E+04   1.0000E-099   9.9973E-001   2.7130E-004   5.4821E-022
    3.777830E+04   1.0000E-099   9.9936E-001   6.4395E-004   8.9038E-021
    3.892980E+04   1.0000E-099   9.9874E-001   1.2586E-003   1.0628E-019
    4.007753E+04   1.0000E-099   9.9778E-001   2.2229E-003   8.1412E-019
    4.123136E+04   1.0000E-099   9.9628E-001   3.7173E-003   4.0611E-018
    4.239369E+04   1.0000E-099   9.9420E-001   5.7969E-003   1.3607E-017
    4.357417E+04   1.0000E-099   9.9206E-001   7.9401E-003   3.2286E-017
    4.477506E+04   1.0000E-099   9.9002E-001   9.9776E-003   5.8199E-017
    4.600173E+04   1.0000E-099   9.8823E-001   1.1773E-002   9.0942E-017
    4.725561E+04   1.0000E-099   9.8659E-001   1.3411E-002   1.2371E-016
    4.853804E+04   1.0000E-099   9.8502E-001   1.4980E-002   1.5820E-016
    4.984877E+04   1.0000E-099   9.8345E-001   1.6549E-002   1.9298E-016
    5.118712E+04   1.0000E-099   9.8177E-001   1.8228E-002   2.2859E-016
    5.255270E+04   1.0000E-099   9.7998E-001   2.0018E-002   2.6390E-016
    5.394282E+04   1.0000E-099   9.7833E-001   2.1671E-002   2.9409E-016
    5.535764E+04   1.0000E-099   9.7710E-001   2.2895E-002   3.1454E-016
    5.679173E+04   1.0000E-099   9.7644E-001   2.3562E-002   3.2371E-016
    5.824460E+04   1.0000E-099   9.7626E-001   2.3743E-002   3.2265E-016
    5.970590E+04   1.0000E-099   9.7644E-001   2.3558E-002   3.1360E-016
    6.117089E+04   1.0000E-099   9.7693E-001   2.3067E-002   2.9853E-016
    6.262294E+04   1.0000E-099   9.7768E-001   2.2321E-002   2.7988E-016
    6.404915E+04   1.0000E-099   9.7861E-001   2.1389E-002   2.5993E-016
    6.542661E+04   1.0000E-099   9.7968E-001   2.0316E-002   2.3964E-016
    6.673218E+04   1.0000E-099   9.8079E-001   1.9208E-002   2.1995E-016
    6.794600E+04   1.0000E-099   9.8213E-001   1.7871E-002   1.9769E-016
    6.903701E+04   1.0000E-099   9.8369E-001   1.6309E-002   1.6901E-016
    6.953234E+04   1.0000E-099   9.8527E-001   1.4733E-002   1.3852E-016
    6.978133E+04   1.0000E-099   9.8621E-001   1.3790E-002   1.1573E-016
    6.990616E+04   1.0000E-099   9.8703E-001   1.2972E-002   9.4813E-017
    6.996866E+04   1.0000E-099   9.8763E-001   1.2371E-002   7.9049E-017
    6.999837E+04   1.0000E-099   9.8800E-001   1.2002E-002   6.8476E-017
    6.999994E+04   1.0000E-099   9.8808E-001   1.1920E-002   6.7064E-017
#TIME:     3.061
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    8.484663E+02   1.0000E-099   3.5061E-014   1.0909E-006   1.0000E+000
    8.542803E+02   1.0000E-099   3.5062E-014   1.0909E-006   1.0000E+000
    8.719626E+02   1.0000E-099   3.4936E-014   1.0886E-006   1.0000E+000
    9.084326E+02   1.0000E-099   3.4126E-014   1.0734E-006   1.0000E+000
    9.669503E+02   1.0000E-099   3.1506E-014   1.0234E-006   1.0000E+000
    1.026043E+03   1.0000E-099   2.7494E-014   9.4377E-007   1.0000E+000
    1.088789E+03   1.0000E-099   2.2486E-014   8.3777E-007   1.0000E+000
    1.155373E+03   1.0000E-099   1.7252E-014   7.1645E-007   1.0000E+000
    1.226028E+03   1.0000E-099   1.2663E-014   5.9680E-007   1.0000E+000
    1.301004E+03   1.0000E-099   9.3239E-015   4.9668E-007   1.0000E+000
    1.380565E+03   1.0000E-099   6.8299E-015   4.1219E-007   1.0000E+000
    1.464992E+03   1.0000E-099   4.7833E-015   3.3557E-007   1.0000E+000
    1.554581E+03   1.0000E-099   3.1804E-015   2.6790E-007   1.0000E+000
    1.649649E+03   1.0000E-099   2.0734E-015   2.1334E-007   1.0000E+000
    1.750532E+03   1.0000E-099   1.3994E-015   1.7398E-007   1.0000E+000
    1.857583E+03   1.0000E-099   9.7073E-016   1.4459E-007   1.0000E+000
    1.971181E+03   1.0000E-099   6.8492E-016   1.2167E-007   1.0000E+000
    2.091726E+03   1.0000E-099   4.9457E-016   1.0387E-007   1.0000E+000
    2.219642E+03   1.0000E-099   3.6876E-016   9.0263E-008   1.0000E+000
    2.355381E+03   1.0000E-099   2.8735E-016   8.0185E-008   1.0000E+000
    2.499421E+03   1.0000E-099   2.3703E-016   7.3165E-008   1.0000E+000
    2.652270E+03   1.0000E-099   2.1028E-016   6.9005E-008   1.0000E+000
    2.814466E+03   1.0000E-099   2.0389E-016   6.7737E-008   1.0000E+000
    2.986581E+03   1.0000E-099   2.0968E-016   6.8175E-008   1.0000E+000
    3.169221E+03   1.0000E-099   2.1599E-016   6.8559E-008   1.0000E+000
    3.363030E+03   1.0000E-099   2.5040E-016   7.3443E-008   1.0000E+000
    3.568692E+03   1.0000E-099   4.3738E-016   9.7495E-008   1.0000E+000
    3.786930E+03   1.0000E-099   1.1083E-015   1.5923E-007   1.0000E+000
    4.018515E+03   1.0000E-099   3.1331E-015   2.8848E-007   1.0000E+000
    4.264262E+03   1.0000E-099   8.5110E-015   5.5252E-007   1.0000E+000
    4.525037E+03   1.0000E-099   2.6243E-014   1.1731E-006   1.0000E+000
    4.801759E+03   1.0000E-099   8.3027E-014   2.4662E-006   1.0000E+000
    5.095404E+03   1.0000E-099   1.9445E-013   4.2767E-006   1.0000E+000
    5.407007E+03   1.0000E-099   3.2411E-013   6.0094E-006   9.9999E-001
    5.737665E+03   1.0000E-099   4.3971E-013   7.4295E-006   9.9999E-001
    6.088544E+03   1.0000E-099   5.7493E-013   8.9904E-006   9.9999E-001
    6.460880E+03   1.0000E-099   7.9997E-013   1.1376E-005   9.9999E-001
    6.855986E+03   1.0000E-099   1.2559E-012   1.5615E-005   9.9998E-001
    7.275255E+03   1.0000E-099   2.3521E-012   2.4039E-005   9.9998E-001
    7.720163E+03   1.0000E-099   5.7033E-012   4.4005E-005   9.9996E-001
    8.196160E+03   1.0000E-099   2.1213E-011   1.0886E-004   9.9989E-001
    8.628525E+03   1.0000E-099   1.1550E-010   3.5232E-004   9.9965E-001
    9.023312E+03   1.0000E-099   1.1023E-009   1.6226E-003   9.9838E-001
    9.388550E+03   1.0000E-099   2.0254E-008   1.1461E-002   9.8854E-001
    9.709000E+03   1.0000E-099   4.7354E-007   9.7550E-002   9.0245E-001
    1.000476E+04   1.0000E-099   8.8255E-006   5.6895E-001   4.3104E-001
    1.031378E+04   1.0000E-099   5.5025E-005   9.5411E-001   4.5839E-002
    1.064481E+04   1.0000E-099   2.6167E-004   9.9762E-001   2.1194E-003
    1.096569E+04   1.0000E-099   1.5643E-003   9.9837E-001   6.1905E-005
    1.124010E+04   1.0000E-099   1.0831E-002   9.8917E-001   1.3370E-006
    1.145820E+04   1.0000E-099   1.0018E-001   8.9982E-001   1.3896E-008
    1.163468E+04   1.0000E-099   5.3690E-001   4.6310E-001   6.3024E-011
    1.179247E+04   1.0000E-099   8.5956E-001   1.4044E-001   4.6657E-013
    1.195051E+04   1.0000E-099   9.5847E-001   4.1531E-002   7.0448E-015
    1.213218E+04   1.0000E-099   9.8438E-001   1.5623E-002   2.1385E-016
    1.237300E+04   1.0000E-099   9.9317E-001   6.8332E-003   9.5910E-018
    1.272751E+04   1.0000E-099   9.9767E-001   2.3339E-003   2.4124E-019
    1.315974E+04   1.0000E-099   9.9925E-001   7.4929E-004   5.2519E-021
    1.362472E+04   1.0000E-099   9.9975E-001   2.4714E-004   1.2402E-022
    1.411262E+04   1.0000E-099   9.9991E-001   8.5163E-005   3.3663E-024
    1.461321E+04   1.0000E-099   9.9997E-001   3.3168E-005   1.3766E-025
    1.510506E+04   1.0000E-099   9.9999E-001   1.4224E-005   8.1479E-027
    1.557489E+04   1.0000E-099   9.9999E-001   6.4894E-006   5.9243E-028
    1.601259E+04   1.0000E-099   1.0000E+000   3.2338E-006   5.3704E-029
    1.643563E+04   1.0000E-099   1.0000E+000   1.6755E-006   5.2868E-030
    1.684478E+04   1.0000E-099   1.0000E+000   8.6722E-007   5.3053E-031
    1.723803E+04   1.0000E-099   1.0000E+000   4.5439E-007   5.4377E-032
    1.761347E+04   1.0000E-099   1.0000E+000   2.5152E-007   5.9680E-033
    1.799025E+04   1.0000E-099   1.0000E+000   1.4299E-007   6.3679E-034
    1.839373E+04   1.0000E-099   1.0000E+000   7.8783E-008   5.9075E-035
    1.886098E+04   1.0000E-099   1.0000E+000   3.8811E-008   3.8456E-036
    1.944285E+04   1.0000E-099   1.0000E+000   1.7748E-008   1.9243E-037
    2.044515E+04   1.0000E-099   1.0000E+000   6.3871E-008   2.5186E-036
    2.170270E+04   1.0000E-099   1.0000E+000   1.7410E-007   1.1020E-034
    2.302990E+04   1.0000E-099   1.0000E+000   2.2146E-007   2.0334E-033
    2.443826E+04   1.0000E-099   1.0000E+000   2.7085E-007   6.1617E-032
    2.593275E+04   1.0000E-099   1.0000E+000   3.5451E-007   1.1133E-030
    2.751863E+04   1.0000E-099   1.0000E+000   5.9837E-007   2.9280E-029
    2.920149E+04   1.0000E-099   1.0000E+000   1.5415E-006   1.1530E-027
    3.099027E+04   1.0000E-099   1.0000E+000   4.8209E-006   2.6442E-026
    3.277688E+04   1.0000E-099   9.9999E-001   1.2757E-005   2.6966E-025
    3.426658E+04   1.0000E-099   9.9997E-001   3.2769E-005   2.6344E-024
    3.557209E+04   1.0000E-099   9.9990E-001   1.0240E-004   4.2236E-023
    3.677410E+04   1.0000E-099   9.9970E-001   3.0205E-004   7.4526E-022
    3.793036E+04   1.0000E-099   9.9930E-001   6.9718E-004   1.1594E-020
    3.907608E+04   1.0000E-099   9.9866E-001   1.3369E-003   1.3171E-019
    4.021978E+04   1.0000E-099   9.9766E-001   2.3372E-003   9.6480E-019
    4.136925E+04   1.0000E-099   9.9612E-001   3.8753E-003   4.6149E-018
    4.252802E+04   1.0000E-099   9.9400E-001   6.0042E-003   1.4900E-017
    4.370499E+04   1.0000E-099   9.9189E-001   8.1111E-003   3.4297E-017
    4.490229E+04   1.0000E-099   9.8987E-001   1.0125E-002   6.0514E-017
    4.612538E+04   1.0000E-099   9.8810E-001   1.1899E-002   9.3781E-017
    4.737523E+04   1.0000E-099   9.8647E-001   1.3526E-002   1.2625E-016
    4.865340E+04   1.0000E-099   9.8491E-001   1.5093E-002   1.6074E-016
    4.995931E+04   1.0000E-099   9.8333E-001   1.6666E-002   1.9549E-016
    5.129261E+04   1.0000E-099   9.8165E-001   1.8349E-002   2.3101E-016
    5.265252E+04   1.0000E-099   9.7987E-001   2.0131E-002   2.6599E-016
    5.403675E+04   1.0000E-099   9.7824E-001   2.1759E-002   2.9558E-016
    5.544510E+04   1.0000E-099   9.7705E-001   2.2951E-002   3.1533E-016
    5.687235E+04   1.0000E-099   9.7642E-001   2.3584E-002   3.2386E-016
    5.831795E+04   1.0000E-099   9.7626E-001   2.3739E-002   3.2229E-016
    5.977136E+04   1.0000E-099   9.7646E-001   2.3537E-002   3.1296E-016
    6.122818E+04   1.0000E-099   9.7696E-001   2.3040E-002   2.9781E-016
    6.267131E+04   1.0000E-099   9.7771E-001   2.2293E-002   2.7921E-016
    6.408861E+04   1.0000E-099   9.7864E-001   2.1361E-002   2.5936E-016
    6.545677E+04   1.0000E-099   9.7971E-001   2.0291E-002   2.3918E-016
    6.675345E+04   1.0000E-099   9.8081E-001   1.9186E-002   2.1958E-016
    6.795893E+04   1.0000E-099   9.8215E-001   1.7854E-002   1.9739E-016
    6.904278E+04   1.0000E-099   9.8371E-001   1.6293E-002   1.6869E-016
    6.953515E+04   1.0000E-099   9.8528E-001   1.4723E-002   1.3828E-016
    6.978265E+04   1.0000E-099   9.8622E-001   1.3782E-002   1.1552E-016
    6.990673E+04   1.0000E-099   9.8703E-001   1.2967E-002   9.4679E-017
    6.996885E+04   1.0000E-099   9.8763E-001   1.2368E-002   7.8985E-017
    6.999838E+04   1.0000E-099   9.8800E-001   1.2002E-002   6.8468E-017
    6.999994E+04   1.0000E-099   9.8808E-001   1.1920E-002   6.7063E-017
#TIME:     3.367
#NVEL: 115
#vel_mid[km/s]           ti0           ti1           ti2           ti3
    8.484663E+02   1.0000E-099   3.6896E-014   1.1930E-006   1.0000E+000
    8.529098E+02   1.0000E-099   3.6896E-014   1.1930E-006   1.0000E+000
    8.663805E+02   1.0000E-099   3.6805E-014   1.1912E-006   1.0000E+000
    8.939634E+02   1.0000E-099   3.6215E-014   1.1795E-006   1.0000E+000
    9.463138E+02   1.0000E-099   3.3826E-014   1.1316E-006   1.0000E+000
    1.004215E+03   1.0000E-099   2.9604E-014   1.0438E-006   1.0000E+000
    1.065627E+03   1.0000E-099   2.4161E-014   9.2344E-007   1.0000E+000
    1.130794E+03   1.0000E-099   1.8413E-014   7.8459E-007   1.0000E+000
    1.199946E+03   1.0000E-099   1.3287E-014   6.4562E-007   1.0000E+000
    1.273327E+03   1.0000E-099   9.5044E-015   5.2747E-007   1.0000E+000
    1.351196E+03   1.0000E-099   6.9044E-015   4.3380E-007   1.0000E+000
    1.433826E+03   1.0000E-099   4.9396E-015   3.5446E-007   1.0000E+000
    1.521510E+03   1.0000E-099   3.3764E-015   2.8433E-007   1.0000E+000
    1.614555E+03   1.0000E-099   2.1914E-015   2.2381E-007   1.0000E+000
    1.713291E+03   1.0000E-099   1.4237E-015   1.7759E-007   1.0000E+000
    1.818065E+03   1.0000E-099   9.5816E-016   1.4435E-007   1.0000E+000
    1.929247E+03   1.0000E-099   6.6695E-016   1.1993E-007   1.0000E+000
    2.047227E+03   1.0000E-099   4.8340E-016   1.0205E-007   1.0000E+000
    2.172422E+03   1.0000E-099   3.6345E-016   8.8673E-008   1.0000E+000
    2.305274E+03   1.0000E-099   2.8395E-016   7.8641E-008   1.0000E+000
    2.446250E+03   1.0000E-099   2.3270E-016   7.1418E-008   1.0000E+000
    2.595847E+03   1.0000E-099   2.0308E-016   6.6824E-008   1.0000E+000
    2.754592E+03   1.0000E-099   1.9253E-016   6.4993E-008   1.0000E+000
    2.923046E+03   1.0000E-099   1.9593E-016   6.5313E-008   1.0000E+000
    3.101800E+03   1.0000E-099   1.9979E-016   6.5664E-008   1.0000E+000
    3.291487E+03   1.0000E-099   2.1582E-016   6.8232E-008   1.0000E+000
    3.492773E+03   1.0000E-099   3.2737E-016   8.4782E-008   1.0000E+000
    3.706369E+03   1.0000E-099   7.5424E-016   1.3230E-007   1.0000E+000
    3.933027E+03   1.0000E-099   2.1315E-015   2.3845E-007   1.0000E+000
    4.173545E+03   1.0000E-099   5.9168E-015   4.5807E-007   1.0000E+000
    4.428773E+03   1.0000E-099   1.7815E-014   9.7152E-007   1.0000E+000
    4.699608E+03   1.0000E-099   6.1371E-014   2.1865E-006   1.0000E+000
    4.987006E+03   1.0000E-099   1.8034E-013   4.3957E-006   1.0000E+000
    5.291980E+03   1.0000E-099   3.8932E-013   7.2927E-006   9.9999E-001
    5.615604E+03   1.0000E-099   6.3198E-013   1.0128E-005   9.9999E-001
    5.959018E+03   1.0000E-099   8.9620E-013   1.2927E-005   9.9999E-001
    6.323434E+03   1.0000E-099   1.2716E-012   1.6575E-005   9.9998E-001
    6.710135E+03   1.0000E-099   1.9713E-012   2.2614E-005   9.9998E-001
    7.120484E+03   1.0000E-099   3.5926E-012   3.4352E-005   9.9997E-001
    7.555927E+03   1.0000E-099   8.3882E-012   6.1629E-005   9.9994E-001
    8.020258E+03   1.0000E-099   2.8552E-011   1.4414E-004   9.9986E-001
    8.469921E+03   1.0000E-099   1.4915E-010   4.5365E-004   9.9955E-001
    8.894827E+03   1.0000E-099   1.4576E-009   2.1197E-003   9.9788E-001
    9.281790E+03   1.0000E-099   2.6084E-008   1.4783E-002   9.8522E-001
    9.618949E+03   1.0000E-099   5.8276E-007   1.2109E-001   8.7891E-001
    9.931316E+03   1.0000E-099   9.8418E-006   6.2903E-001   3.7096E-001
    1.025737E+04   1.0000E-099   5.6045E-005   9.6422E-001   3.5727E-002
    1.060887E+04   1.0000E-099   2.5743E-004   9.9808E-001   1.6656E-003
    1.095166E+04   1.0000E-099   1.5074E-003   9.9844E-001   5.0498E-005
    1.124328E+04   1.0000E-099   1.0081E-002   9.8992E-001   1.1751E-006
    1.147526E+04   1.0000E-099   9.3458E-002   9.0654E-001   1.2724E-008
    1.165590E+04   1.0000E-099   5.0314E-001   4.9686E-001   7.0731E-011
    1.181410E+04   1.0000E-099   8.3223E-001   1.6777E-001   6.7327E-013
    1.197020E+04   1.0000E-099   9.4374E-001   5.6259E-002   1.3815E-014
    1.214718E+04   1.0000E-099   9.7579E-001   2.4208E-002   6.0024E-016
    1.238406E+04   1.0000E-099   9.8839E-001   1.1614E-002   3.5243E-017
    1.272991E+04   1.0000E-099   9.9569E-001   4.3093E-003   1.1400E-018
    1.315742E+04   1.0000E-099   9.9854E-001   1.4563E-003   2.8953E-020
    1.362187E+04   1.0000E-099   9.9950E-001   4.9626E-004   7.5335E-022
    1.410865E+04   1.0000E-099   9.9982E-001   1.7721E-004   2.2815E-023
    1.460697E+04   1.0000E-099   9.9993E-001   7.1364E-005   1.0425E-024
    1.510098E+04   1.0000E-099   9.9997E-001   3.0604E-005   6.2235E-026
    1.556876E+04   1.0000E-099   9.9999E-001   1.3710E-005   4.3186E-027
    1.600838E+04   1.0000E-099   9.9999E-001   6.5759E-006   3.5081E-028
    1.643166E+04   1.0000E-099   1.0000E+000   3.2709E-006   3.0773E-029
    1.684185E+04   1.0000E-099   1.0000E+000   1.6158E-006   2.7124E-030
    1.723657E+04   1.0000E-099   1.0000E+000   8.0641E-007   2.4415E-031
    1.761476E+04   1.0000E-099   1.0000E+000   4.2716E-007   2.3903E-032
    1.799158E+04   1.0000E-099   1.0000E+000   2.3572E-007   2.3950E-033
    1.839781E+04   1.0000E-099   1.0000E+000   1.2608E-007   2.1054E-034
    1.886350E+04   1.0000E-099   1.0000E+000   6.0793E-008   1.3538E-035
    1.945952E+04   1.0000E-099   1.0000E+000   2.5689E-008   5.7574E-037
    2.042608E+04   1.0000E-099   1.0000E+000   6.7988E-008   3.6486E-036
    2.167074E+04   1.0000E-099   1.0000E+000   1.8507E-007   1.1992E-034
    2.299598E+04   1.0000E-099   1.0000E+000   2.4168E-007   1.5419E-033
    2.440227E+04   1.0000E-099   1.0000E+000   2.8668E-007   4.0576E-032
