#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cl0 cl1 cl2 cl3 cl4 
19260.76 9.87e-02 9.01e-01 3.15e-09 2.36e-31 1.15e-35 
20034.10 1.37e-01 8.63e-01 3.36e-10 1.42e-31 1.30e-35 
20838.00 3.73e-01 6.27e-01 2.19e-11 2.76e-32 1.06e-35 
21647.97 5.32e-01 4.68e-01 1.23e-11 3.90e-31 7.65e-36 
22447.94 7.07e-01 2.93e-01 3.42e-13 1.82e-32 7.58e-36 
23245.88 8.07e-01 1.93e-01 9.36e-14 4.57e-32 9.48e-36 
24052.47 8.79e-01 1.21e-01 6.70e-15 1.72e-32 1.30e-35 
24867.72 9.31e-01 6.94e-02 1.34e-15 8.63e-32 1.84e-35 
25698.86 9.66e-01 3.42e-02 1.03e-16 1.10e-33 2.68e-35 
26587.16 9.79e-01 2.13e-02 1.17e-17 2.84e-34 4.21e-35 
27637.54 9.89e-01 1.15e-02 1.84e-18 5.15e-34 7.72e-35 
28986.97 9.93e-01 6.88e-03 1.87e-19 1.25e-33 1.90e-34 
#TIME: 5.40 
#NVEL: 67 
#vel_mid[km/s] cl0 cl1 cl2 cl3 cl4 
440.10 2.51e-20 2.61e-12 9.75e-06 2.56e-02 9.74e-01 
999.11 1.75e-21 2.21e-13 1.42e-06 8.78e-03 9.91e-01 
1267.34 1.79e-22 2.44e-14 2.31e-07 3.05e-03 9.97e-01 
1514.05 4.17e-23 5.86e-15 7.10e-08 1.53e-03 9.98e-01 
1808.80 9.79e-24 1.53e-15 2.44e-08 8.44e-04 9.99e-01 
1919.29 2.53e-24 3.94e-16 7.73e-09 4.04e-04 1.00e+00 
2160.92 8.56e-25 1.47e-16 3.54e-09 2.60e-04 1.00e+00 
2292.92 2.57e-25 4.27e-17 1.23e-09 1.41e-04 1.00e+00 
2432.98 8.02e-26 1.48e-17 5.45e-10 8.38e-05 1.00e+00 
2581.60 6.03e-26 1.18e-17 4.62e-10 7.80e-05 1.00e+00 
2739.29 4.29e-26 8.91e-18 3.79e-10 7.11e-05 1.00e+00 
2906.62 3.62e-26 7.81e-18 3.47e-10 6.87e-05 1.00e+00 
3084.17 2.80e-26 6.54e-18 3.12e-10 6.62e-05 1.00e+00 
3272.56 2.14e-26 5.37e-18 2.74e-10 6.28e-05 1.00e+00 
3472.46 1.71e-26 4.69e-18 2.56e-10 6.16e-05 1.00e+00 
3684.57 1.46e-26 4.33e-18 2.49e-10 6.17e-05 1.00e+00 
3909.64 1.14e-26 3.80e-18 2.36e-10 6.10e-05 1.00e+00 
4148.46 1.05e-26 3.77e-18 2.43e-10 6.24e-05 1.00e+00 
4401.86 1.67e-26 5.62e-18 3.24e-10 7.22e-05 1.00e+00 
4670.75 2.40e-26 8.08e-18 4.37e-10 8.59e-05 1.00e+00 
4956.05 2.34e-26 8.54e-18 4.78e-10 9.21e-05 1.00e+00 
5258.79 2.03e-26 8.35e-18 5.00e-10 9.66e-05 1.00e+00 
5580.02 2.37e-26 1.03e-17 6.09e-10 1.09e-04 1.00e+00 
5920.87 3.05e-26 1.38e-17 7.93e-10 1.28e-04 1.00e+00 
6282.54 4.10e-26 1.97e-17 1.10e-09 1.58e-04 1.00e+00 
6666.30 7.56e-26 3.66e-17 1.83e-09 2.13e-04 1.00e+00 
7073.50 1.45e-25 7.34e-17 3.35e-09 3.05e-04 1.00e+00 
7505.58 3.03e-25 1.62e-16 6.54e-09 4.50e-04 1.00e+00 
7964.05 9.73e-25 5.28e-16 1.72e-08 7.76e-04 9.99e-01 
8450.53 5.76e-24 2.94e-15 6.64e-08 1.63e-03 9.98e-01 
8966.72 4.91e-23 2.34e-14 3.47e-07 4.16e-03 9.96e-01 
9514.44 1.00e-21 4.34e-13 3.64e-06 1.61e-02 9.84e-01 
10095.62 7.47e-20 2.69e-11 9.79e-05 1.04e-01 8.96e-01 
10712.30 1.37e-17 3.47e-09 3.98e-03 6.13e-01 3.83e-01 
11366.65 2.14e-15 3.24e-07 8.00e-02 9.05e-01 1.50e-02 
12061.10 2.33e-13 1.73e-05 6.77e-01 3.23e-01 7.08e-05 
12793.43 8.28e-12 2.21e-04 9.87e-01 1.24e-02 1.10e-08 
13528.61 3.82e-10 2.91e-03 9.97e-01 1.59e-04 2.20e-13 
14194.74 1.70e-08 3.57e-02 9.64e-01 1.92e-06 7.45e-18 
14757.77 2.74e-07 2.10e-01 7.90e-01 4.88e-08 1.05e-21 
15240.48 2.09e-06 6.06e-01 3.94e-01 1.23e-09 3.59e-25 
15646.99 9.06e-06 9.09e-01 9.07e-02 1.66e-11 7.38e-29 
15960.30 3.68e-05 9.86e-01 1.41e-02 1.28e-13 1.28e-32 
16187.41 8.32e-05 9.93e-01 6.68e-03 7.28e-15 1.47e-34 
16354.17 1.74e-04 9.99e-01 8.51e-04 8.87e-17 1.04e-35 
16484.18 2.76e-04 9.99e-01 4.28e-04 1.19e-17 3.27e-36 
16593.12 3.63e-04 9.99e-01 2.14e-04 1.60e-18 2.37e-36 
16691.99 3.65e-04 9.99e-01 2.04e-04 1.33e-18 2.71e-35 
16788.59 7.55e-04 9.99e-01 6.05e-05 3.30e-20 1.69e-36 
16888.37 7.37e-04 9.99e-01 4.42e-05 1.61e-20 3.01e-36 
16998.79 1.12e-03 9.99e-01 2.44e-05 4.50e-21 6.32e-36 
17146.37 1.34e-03 9.99e-01 1.18e-05 4.66e-22 2.94e-36 
17415.23 2.85e-03 9.97e-01 3.47e-06 1.36e-23 3.98e-36 
17888.12 8.39e-03 9.92e-01 4.23e-07 4.09e-26 6.46e-36 
18532.37 2.32e-02 9.77e-01 4.77e-08 8.14e-29 9.34e-36 
19260.76 8.53e-02 9.15e-01 2.88e-09 1.22e-31 1.23e-35 
20034.10 2.08e-01 7.92e-01 2.74e-10 6.45e-32 1.39e-35 
20838.00 2.13e-01 7.87e-01 2.94e-11 6.09e-32 1.13e-35 
21647.97 5.38e-01 4.62e-01 5.98e-12 4.31e-32 8.13e-36 
22447.94 2.32e-01 7.68e-01 1.18e-12 7.80e-32 8.06e-36 
23245.88 7.99e-01 2.01e-01 1.31e-13 3.76e-32 1.01e-35 
24052.47 8.73e-01 1.27e-01 1.56e-14 2.16e-32 1.38e-35 
24867.72 9.25e-01 7.51e-02 9.60e-16 3.63e-33 1.96e-35 
25698.86 9.59e-01 4.08e-02 1.45e-16 1.78e-32 2.85e-35 
26587.16 9.74e-01 2.60e-02 1.72e-17 3.02e-34 4.48e-35 
27637.54 9.87e-01 1.29e-02 3.20e-18 5.48e-34 8.20e-35 
28986.97 9.92e-01 7.83e-03 2.80e-19 1.33e-33 2.02e-34 
#TIME: 5.51 
#NVEL: 67 
#vel_mid[km/s] cl0 cl1 cl2 cl3 cl4 
440.10 2.04e-20 2.21e-12 8.62e-06 2.40e-02 9.76e-01 
999.11 1.38e-21 1.83e-13 1.24e-06 8.14e-03 9.92e-01 
1267.34 1.54e-22 2.19e-14 2.14e-07 2.93e-03 9.97e-01 
1514.05 3.66e-23 5.38e-15 6.79e-08 1.50e-03 9.98e-01 
1808.80 9.12e-24 1.49e-15 2.45e-08 8.51e-04 9.99e-01 
1919.29 2.54e-24 4.10e-16 8.10e-09 4.20e-04 1.00e+00 
2160.92 8.69e-25 1.53e-16 3.73e-09 2.69e-04 1.00e+00 
2292.92 3.52e-25 5.81e-17 1.59e-09 1.63e-04 1.00e+00 
2432.98 8.51e-26 1.62e-17 5.90e-10 8.83e-05 1.00e+00 
2581.60 6.45e-26 1.29e-17 5.04e-10 8.23e-05 1.00e+00 
2739.29 4.78e-26 1.01e-17 4.21e-10 7.57e-05 1.00e+00 
2906.62 3.93e-26 8.75e-18 3.86e-10 7.35e-05 1.00e+00 
3084.17 3.02e-26 7.27e-18 3.46e-10 7.05e-05 1.00e+00 
3272.56 2.28e-26 5.96e-18 3.06e-10 6.72e-05 1.00e+00 
3472.46 1.90e-26 5.36e-18 2.90e-10 6.65e-05 1.00e+00 
3684.57 1.62e-26 4.97e-18 2.84e-10 6.69e-05 1.00e+00 
3909.64 1.23e-26 4.29e-18 2.66e-10 6.58e-05 1.00e+00 
4148.46 1.19e-26 4.36e-18 2.74e-10 6.67e-05 1.00e+00 
4401.86 1.83e-26 6.39e-18 3.68e-10 7.81e-05 1.00e+00 
4670.75 2.82e-26 9.65e-18 5.10e-10 9.44e-05 1.00e+00 
4956.05 2.54e-26 9.76e-18 5.48e-10 1.01e-04 1.00e+00 
5258.79 2.27e-26 9.70e-18 5.75e-10 1.05e-04 1.00e+00 
5580.02 2.79e-26 1.24e-17 7.18e-10 1.21e-04 1.00e+00 
5920.87 3.35e-26 1.60e-17 9.19e-10 1.41e-04 1.00e+00 
6282.54 4.95e-26 2.46e-17 1.34e-09 1.78e-04 1.00e+00 
6666.30 8.64e-26 4.42e-17 2.23e-09 2.42e-04 1.00e+00 
7073.50 1.80e-25 9.37e-17 4.12e-09 3.45e-04 1.00e+00 
7505.58 3.83e-25 2.10e-16 8.16e-09 5.11e-04 9.99e-01 
7964.05 1.26e-24 7.01e-16 2.17e-08 8.83e-04 9.99e-01 
8450.53 7.66e-24 4.00e-15 8.60e-08 1.89e-03 9.98e-01 
8966.72 6.82e-23 3.35e-14 4.72e-07 4.99e-03 9.95e-01 
9514.44 1.48e-21 6.58e-13 5.17e-06 1.98e-02 9.80e-01 
10095.62 1.23e-19 4.45e-11 1.48e-04 1.31e-01 8.69e-01 
10712.30 2.00e-17 5.08e-09 5.30e-03 6.75e-01 3.20e-01 
11366.65 3.08e-15 4.56e-07 9.95e-02 8.90e-01 1.04e-02 
12061.10 2.99e-13 2.13e-05 7.31e-01 2.69e-01 3.92e-05 
12793.43 1.01e-11 2.56e-04 9.90e-01 9.52e-03 8.11e-09 
13528.61 4.69e-10 3.39e-03 9.96e-01 1.27e-04 2.30e-13 
14194.74 2.08e-08 4.08e-02 9.59e-01 1.40e-06 2.67e-18 
14757.77 3.18e-07 2.30e-01 7.70e-01 3.55e-08 8.87e-22 
15240.48 2.26e-06 6.37e-01 3.63e-01 8.61e-10 1.72e-25 
15646.99 9.73e-06 9.16e-01 8.45e-02 1.29e-11 6.42e-29 
15960.30 3.60e-05 9.86e-01 1.39e-02 1.08e-13 9.67e-33 
16187.41 8.94e-05 9.90e-01 9.59e-03 8.50e-15 2.29e-34 
16354.17 1.80e-04 9.99e-01 9.41e-04 1.02e-16 1.02e-35 
16484.18 2.26e-04 9.99e-01 4.05e-04 1.09e-17 7.90e-36 
16593.12 3.28e-04 9.99e-01 2.33e-04 2.14e-18 9.97e-36 
16691.99 4.24e-04 9.99e-01 1.51e-04 6.28e-19 4.76e-36 
16788.59 5.48e-04 9.99e-01 6.43e-05 5.21e-20 9.84e-36 
16888.37 6.44e-04 9.99e-01 4.11e-05 1.64e-20 5.00e-36 
16998.79 1.12e-03 9.99e-01 2.31e-05 2.88e-21 2.55e-36 
17146.37 1.34e-03 9.99e-01 1.15e-05 3.50e-22 3.13e-36 
17415.23 2.83e-03 9.97e-01 3.70e-06 1.75e-23 4.23e-36 
17888.12 6.97e-03 9.93e-01 5.24e-07 7.52e-26 6.87e-36 
18532.37 2.04e-02 9.80e-01 4.94e-08 7.03e-29 9.93e-36 
19260.76 7.93e-02 9.21e-01 3.68e-09 2.41e-31 1.30e-35 
20034.10 1.86e-01 8.14e-01 2.68e-10 1.11e-31 1.47e-35 
20838.00 1.84e-01 8.16e-01 5.58e-11 1.29e-31 1.20e-35 
21647.97 4.80e-01 5.20e-01 6.29e-12 6.00e-32 8.65e-36 
22447.94 6.48e-01 3.52e-01 1.45e-12 6.86e-32 8.58e-36 
23245.88 7.76e-01 2.24e-01 6.49e-14 1.88e-33 1.07e-35 
24052.47 8.62e-01 1.38e-01 1.38e-14 2.35e-32 1.47e-35 
24867.72 9.15e-01 8.53e-02 6.85e-15 2.02e-30 2.08e-35 
25698.86 9.52e-01 4.80e-02 3.81e-16 8.83e-32 3.03e-35 
26587.16 9.71e-01 2.85e-02 2.51e-17 3.22e-34 4.77e-35 
27637.54 9.83e-01 1.71e-02 3.22e-18 5.83e-34 8.72e-35 
28986.97 9.91e-01 8.72e-03 2.11e-19 1.42e-33 2.15e-34 
#TIME: 5.62 
#NVEL: 67 
#vel_mid[km/s] cl0 cl1 cl2 cl3 cl4 
440.10 1.40e-20 1.66e-12 7.19e-06 2.21e-02 9.78e-01 
999.11 1.16e-21 1.61e-13 1.11e-06 7.68e-03 9.92e-01 
1267.34 1.37e-22 2.00e-14 2.01e-07 2.82e-03 9.97e-01 
1514.05 3.35e-23 5.08e-15 6.48e-08 1.46e-03 9.99e-01 
1808.80 8.98e-24 1.49e-15 2.45e-08 8.45e-04 9.99e-01 
1919.29 2.57e-24 4.30e-16 8.57e-09 4.38e-04 1.00e+00 
2160.92 9.16e-25 1.64e-16 3.97e-09 2.80e-04 1.00e+00 
2292.92 3.80e-25 6.81e-17 1.90e-09 1.86e-04 1.00e+00 
2432.98 9.62e-26 1.84e-17 6.55e-10 9.40e-05 1.00e+00 
2581.60 6.82e-26 1.41e-17 5.50e-10 8.69e-05 1.00e+00 
2739.29 5.15e-26 1.12e-17 4.66e-10 8.06e-05 1.00e+00 
2906.62 4.31e-26 9.79e-18 4.29e-10 7.82e-05 1.00e+00 
3084.17 3.28e-26 8.12e-18 3.84e-10 7.51e-05 1.00e+00 
3272.56 2.49e-26 6.70e-18 3.42e-10 7.19e-05 1.00e+00 
3472.46 2.11e-26 6.13e-18 3.30e-10 7.19e-05 1.00e+00 
3684.57 1.78e-26 5.66e-18 3.23e-10 7.25e-05 1.00e+00 
3909.64 1.38e-26 4.98e-18 3.06e-10 7.18e-05 1.00e+00 
4148.46 1.31e-26 4.95e-18 3.10e-10 7.19e-05 1.00e+00 
4401.86 2.12e-26 7.63e-18 4.27e-10 8.56e-05 1.00e+00 
4670.75 3.02e-26 1.09e-17 5.83e-10 1.03e-04 1.00e+00 
4956.05 2.81e-26 1.12e-17 6.26e-10 1.09e-04 1.00e+00 
5258.79 2.60e-26 1.15e-17 6.67e-10 1.15e-04 1.00e+00 
5580.02 3.08e-26 1.44e-17 8.31e-10 1.32e-04 1.00e+00 
5920.87 4.19e-26 2.05e-17 1.14e-09 1.61e-04 1.00e+00 
6282.54 6.14e-26 3.12e-17 1.64e-09 2.02e-04 1.00e+00 
6666.30 1.02e-25 5.45e-17 2.69e-09 2.71e-04 1.00e+00 
7073.50 2.14e-25 1.16e-16 5.05e-09 3.90e-04 1.00e+00 
7505.58 4.92e-25 2.77e-16 1.03e-08 5.86e-04 9.99e-01 
7964.05 1.67e-24 9.52e-16 2.80e-08 1.02e-03 9.99e-01 
8450.53 9.90e-24 5.39e-15 1.12e-07 2.22e-03 9.98e-01 
8966.72 9.81e-23 4.91e-14 6.49e-07 6.01e-03 9.94e-01 
9514.44 2.27e-21 1.03e-12 7.48e-06 2.46e-02 9.75e-01 
10095.62 1.93e-19 7.12e-11 2.19e-04 1.63e-01 8.37e-01 
10712.30 2.90e-17 7.30e-09 6.88e-03 7.27e-01 2.66e-01 
11366.65 4.33e-15 6.29e-07 1.23e-01 8.70e-01 7.06e-03 
12061.10 3.88e-13 2.62e-05 7.80e-01 2.20e-01 1.80e-05 
12793.43 1.25e-11 3.01e-04 9.93e-01 7.03e-03 2.83e-09 
13528.61 5.61e-10 3.88e-03 9.96e-01 8.91e-05 5.01e-14 
14194.74 2.51e-08 4.71e-02 9.53e-01 9.90e-07 1.10e-18 
14757.77 3.56e-07 2.52e-01 7.48e-01 2.94e-08 2.69e-22 
15240.48 2.35e-06 6.56e-01 3.44e-01 7.32e-10 1.13e-25 
15646.99 9.93e-06 9.20e-01 7.96e-02 8.94e-12 2.85e-29 
15960.30 3.67e-05 9.87e-01 1.29e-02 8.80e-14 5.80e-33 
16187.41 9.69e-05 9.96e-01 3.87e-03 2.57e-15 3.22e-35 
16354.17 1.72e-04 9.99e-01 9.39e-04 8.86e-17 5.30e-36 
16484.18 2.69e-04 9.99e-01 4.25e-04 1.12e-17 6.23e-36 
16593.12 3.13e-04 9.99e-01 2.42e-04 2.31e-18 5.59e-36 
16691.99 4.03e-04 9.99e-01 8.40e-04 6.28e-18 6.84e-35 
16788.59 5.47e-04 9.99e-01 5.07e-04 6.21e-18 6.50e-34 
16888.37 6.49e-04 9.99e-01 4.73e-05 2.02e-20 5.39e-36 
16998.79 8.57e-04 9.99e-01 2.59e-05 4.73e-21 1.11e-35 
17146.37 1.31e-03 9.99e-01 1.27e-05 5.11e-22 4.27e-36 
17415.23 2.79e-03 9.97e-01 3.49e-06 1.40e-23 4.50e-36 
17888.12 8.17e-03 9.92e-01 4.31e-07 3.66e-26 7.30e-36 
18532.37 2.27e-02 9.77e-01 4.42e-08 5.40e-29 1.06e-35 
19260.76 6.12e-02 9.39e-01 3.25e-09 1.61e-31 1.39e-35 
20034.10 1.87e-01 8.13e-01 3.23e-10 1.50e-31 1.57e-35 
20838.00 2.62e-01 7.38e-01 6.00e-11 1.44e-31 1.28e-35 
21647.97 4.64e-01 5.36e-01 6.24e-12 4.53e-32 9.20e-36 
22447.94 6.02e-01 3.98e-01 7.43e-13 8.66e-33 9.12e-36 
23245.88 7.20e-01 2.80e-01 1.15e-13 1.23e-32 1.14e-35 
24052.47 8.33e-01 1.67e-01 2.84e-14 1.33e-31 1.56e-35 
24867.72 9.05e-01 9.48e-02 6.22e-15 1.15e-31 2.21e-35 
25698.86 9.39e-01 6.10e-02 2.47e-16 8.82e-34 3.22e-35 
26587.16 9.63e-01 3.75e-02 4.02e-17 3.42e-34 5.07e-35 
27637.54 9.80e-01 2.03e-02 6.35e-18 3.90e-32 9.28e-35 
28986.97 9.90e-01 1.04e-02 9.52e-19 8.82e-31 2.28e-34 
#TIME: 5.74 
#NVEL: 67 
#vel_mid[km/s] cl0 cl1 cl2 cl3 cl4 
440.10 1.07e-20 1.32e-12 5.97e-06 1.98e-02 9.80e-01 
999.11 9.98e-22 1.43e-13 1.02e-06 7.31e-03 9.93e-01 
1267.34 1.17e-22 1.78e-14 1.85e-07 2.68e-03 9.97e-01 
1514.05 3.26e-23 5.10e-15 6.55e-08 1.47e-03 9.99e-01 
1808.80 8.85e-24 1.51e-15 2.50e-08 8.59e-04 9.99e-01 
1919.29 2.64e-24 4.52e-16 9.05e-09 4.54e-04 1.00e+00 
2160.92 9.40e-25 1.75e-16 4.27e-09 2.94e-04 1.00e+00 
2292.92 4.66e-25 8.51e-17 2.31e-09 2.08e-04 1.00e+00 
2432.98 1.54e-25 2.84e-17 9.15e-10 1.18e-04 1.00e+00 
2581.60 7.62e-26 1.60e-17 6.11e-10 9.26e-05 1.00e+00 
2739.29 5.71e-26 1.26e-17 5.19e-10 8.60e-05 1.00e+00 
2906.62 4.54e-26 1.07e-17 4.70e-10 8.28e-05 1.00e+00 
3084.17 3.58e-26 9.08e-18 4.27e-10 8.01e-05 1.00e+00 
3272.56 2.76e-26 7.63e-18 3.86e-10 7.75e-05 1.00e+00 
3472.46 2.33e-26 6.99e-18 3.73e-10 7.76e-05 1.00e+00 
3684.57 2.04e-26 6.64e-18 3.71e-10 7.88e-05 1.00e+00 
3909.64 1.60e-26 5.91e-18 3.57e-10 7.87e-05 1.00e+00 
4148.46 1.48e-26 5.76e-18 3.54e-10 7.80e-05 1.00e+00 
4401.86 2.52e-26 9.27e-18 5.09e-10 9.53e-05 1.00e+00 
4670.75 3.35e-26 1.26e-17 6.70e-10 1.12e-04 1.00e+00 
4956.05 3.19e-26 1.32e-17 7.24e-10 1.19e-04 1.00e+00 
5258.79 3.02e-26 1.37e-17 7.83e-10 1.27e-04 1.00e+00 
5580.02 3.34e-26 1.64e-17 9.53e-10 1.44e-04 1.00e+00 
5920.87 5.03e-26 2.55e-17 1.39e-09 1.82e-04 1.00e+00 
6282.54 6.94e-26 3.74e-17 1.97e-09 2.27e-04 1.00e+00 
6666.30 1.25e-25 6.87e-17 3.29e-09 3.06e-04 1.00e+00 
7073.50 2.55e-25 1.44e-16 6.11e-09 4.36e-04 1.00e+00 
7505.58 6.06e-25 3.57e-16 1.30e-08 6.71e-04 9.99e-01 
7964.05 2.06e-24 1.23e-15 3.54e-08 1.18e-03 9.99e-01 
8450.53 1.38e-23 7.63e-15 1.49e-07 2.60e-03 9.97e-01 
8966.72 1.40e-22 7.20e-14 9.02e-07 7.33e-03 9.93e-01 
9514.44 3.40e-21 1.58e-12 1.08e-05 3.07e-02 9.69e-01 
10095.62 3.09e-19 1.14e-10 3.22e-04 2.01e-01 7.99e-01 
10712.30 4.43e-17 1.11e-08 9.25e-03 7.81e-01 2.10e-01 
11366.65 6.36e-15 9.05e-07 1.54e-01 8.41e-01 4.80e-03 
12061.10 4.72e-13 3.08e-05 8.16e-01 1.84e-01 1.26e-05 
12793.43 1.58e-11 3.56e-04 9.94e-01 5.23e-03 1.19e-09 
13528.61 6.88e-10 4.50e-03 9.95e-01 6.93e-05 2.73e-14 
14194.74 2.98e-08 5.31e-02 9.47e-01 8.14e-07 6.92e-19 
14757.77 4.06e-07 2.76e-01 7.24e-01 2.14e-08 1.37e-22 
15240.48 2.49e-06 6.71e-01 3.29e-01 6.36e-10 9.85e-26 
15646.99 1.11e-05 9.22e-01 7.83e-02 7.23e-12 2.07e-29 
15960.30 3.80e-05 9.87e-01 1.33e-02 6.53e-14 4.50e-33 
16187.41 9.59e-05 9.97e-01 2.43e-03 1.23e-15 1.79e-35 
16354.17 1.82e-04 9.99e-01 7.52e-04 5.49e-17 6.81e-36 
16484.18 2.36e-04 9.99e-01 3.73e-04 8.15e-18 5.24e-36 
16593.12 2.89e-04 9.99e-01 2.34e-04 1.69e-18 4.08e-36 
16691.99 3.75e-04 9.99e-01 1.45e-04 4.14e-19 1.71e-36 
16788.59 4.74e-04 9.99e-01 4.66e-04 7.68e-19 2.04e-36 
16888.37 6.68e-04 9.99e-01 4.83e-05 1.54e-20 2.41e-36 
16998.79 8.31e-04 9.99e-01 2.85e-05 7.33e-21 7.14e-36 
17146.37 1.15e-03 9.99e-01 1.39e-05 5.81e-22 6.62e-36 
17415.23 2.28e-03 9.98e-01 3.43e-06 1.38e-23 4.79e-36 
17888.12 5.66e-03 9.94e-01 4.87e-07 4.41e-26 7.76e-36 
18532.37 2.30e-02 9.77e-01 4.00e-08 5.51e-29 1.12e-35 
19260.76 6.75e-02 9.33e-01 5.09e-09 3.99e-31 1.47e-35 
20034.10 5.89e-02 9.41e-01 7.69e-10 6.35e-31 1.67e-35 
20838.00 2.95e-01 7.05e-01 6.38e-11 9.82e-32 1.36e-35 
21647.97 4.42e-01 5.58e-01 1.34e-11 2.81e-31 9.78e-36 
22447.94 5.84e-01 4.16e-01 1.98e-12 1.97e-31 9.70e-36 
23245.88 7.04e-01 2.96e-01 3.31e-13 2.27e-31 1.21e-35 
24052.47 8.12e-01 1.88e-01 2.61e-14 5.47e-32 1.66e-35 
24867.72 8.94e-01 1.06e-01 3.37e-15 2.71e-32 2.35e-35 
25698.86 9.43e-01 5.68e-02 9.49e-16 3.44e-33 3.43e-35 
26587.16 9.65e-01 3.46e-02 5.36e-17 3.80e-32 5.39e-35 
27637.54 9.83e-01 1.69e-02 8.19e-18 6.60e-34 9.86e-35 
28986.97 9.92e-01 8.28e-03 3.90e-19 1.61e-33 2.43e-34 
#TIME: 5.86 
#NVEL: 67 
#vel_mid[km/s] cl0 cl1 cl2 cl3 cl4 
440.10 7.40e-21 9.89e-13 4.99e-06 1.83e-02 9.82e-01 
999.11 8.12e-22 1.21e-13 9.03e-07 6.83e-03 9.93e-01 
1267.34 1.08e-22 1.69e-14 1.77e-07 2.61e-03 9.97e-01 
1514.05 3.18e-23 5.08e-15 6.59e-08 1.47e-03 9.99e-01 
1808.80 8.62e-24 1.52e-15 2.55e-08 8.67e-04 9.99e-01 
1919.29 2.65e-24 4.75e-16 9.57e-09 4.73e-04 1.00e+00 
2160.92 1.01e-24 1.92e-16 4.62e-09 3.07e-04 1.00e+00 
2292.92 4.74e-25 9.41e-17 2.64e-09 2.29e-04 1.00e+00 
2432.98 1.75e-25 3.51e-17 1.15e-09 1.39e-04 1.00e+00 
2581.60 1.11e-25 2.30e-17 8.21e-10 1.13e-04 1.00e+00 
2739.29 6.18e-26 1.41e-17 5.75e-10 9.17e-05 1.00e+00 
2906.62 5.13e-26 1.23e-17 5.29e-10 8.90e-05 1.00e+00 
3084.17 3.99e-26 1.03e-17 4.78e-10 8.58e-05 1.00e+00 
3272.56 3.10e-26 8.76e-18 4.37e-10 8.35e-05 1.00e+00 
3472.46 2.64e-26 8.10e-18 4.26e-10 8.41e-05 1.00e+00 
3684.57 2.35e-26 7.89e-18 4.33e-10 8.67e-05 1.00e+00 
3909.64 1.79e-26 6.89e-18 4.13e-10 8.64e-05 1.00e+00 
4148.46 1.73e-26 6.91e-18 4.16e-10 8.60e-05 1.00e+00 
4401.86 2.67e-26 1.04e-17 5.83e-10 1.04e-04 1.00e+00 
4670.75 3.79e-26 1.47e-17 7.73e-10 1.22e-04 1.00e+00 
4956.05 3.74e-26 1.58e-17 8.52e-10 1.31e-04 1.00e+00 
5258.79 3.22e-26 1.55e-17 8.98e-10 1.39e-04 1.00e+00 
5580.02 4.21e-26 2.12e-17 1.18e-09 1.65e-04 1.00e+00 
5920.87 6.11e-26 3.20e-17 1.70e-09 2.06e-04 1.00e+00 
6282.54 8.38e-26 4.69e-17 2.42e-09 2.56e-04 1.00e+00 
6666.30 1.53e-25 8.72e-17 4.05e-09 3.46e-04 1.00e+00 
7073.50 3.20e-25 1.87e-16 7.61e-09 4.95e-04 1.00e+00 
7505.58 7.69e-25 4.66e-16 1.63e-08 7.63e-04 9.99e-01 
7964.05 2.63e-24 1.61e-15 4.43e-08 1.33e-03 9.99e-01 
8450.53 1.97e-23 1.11e-14 2.03e-07 3.13e-03 9.97e-01 
8966.72 1.99e-22 1.06e-13 1.25e-06 8.90e-03 9.91e-01 
9514.44 5.11e-21 2.43e-12 1.55e-05 3.78e-02 9.62e-01 
10095.62 4.93e-19 1.85e-10 4.76e-04 2.48e-01 7.52e-01 
10712.30 7.03e-17 1.74e-08 1.28e-02 8.36e-01 1.51e-01 
11366.65 8.88e-15 1.24e-06 1.88e-01 8.09e-01 3.16e-03 
12061.10 5.87e-13 3.66e-05 8.50e-01 1.50e-01 8.19e-06 
12793.43 1.94e-11 4.14e-04 9.96e-01 3.84e-03 4.86e-10 
13528.61 8.74e-10 5.31e-03 9.95e-01 5.51e-05 1.51e-14 
