#NTIMES: 108
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6 o7 o8
2.672762e+03 2.011566e-28 1.370379e-20 1.898416e-13 1.533819e-07 3.017349e-03 9.969825e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 1.680098e-28 1.218533e-20 1.800105e-13 1.504703e-07 3.018638e-03 9.969812e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 4.722257e-28 3.383827e-20 4.735984e-13 3.267143e-07 4.756576e-03 9.952431e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.212225e+03 9.267180e-27 6.063710e-19 6.807373e-12 2.660024e-06 1.607455e-02 9.839228e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.415240e+03 1.692477e-24 8.738607e-17 5.875960e-10 8.236388e-05 1.109904e-01 8.889273e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.631085e+03 5.183972e-22 1.734487e-14 5.417836e-08 2.182725e-03 5.378858e-01 4.599314e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.860572e+03 9.795694e-20 2.285662e-12 2.990474e-06 2.839158e-02 9.198396e-01 5.176586e-02 0.000000e+00 0.000000e+00 0.000000e+00 
4.104562e+03 7.478979e-17 1.746104e-09 6.489856e-04 5.480547e-01 4.511611e-01 1.352474e-04 0.000000e+00 0.000000e+00 0.000000e+00 
4.363973e+03 2.597725e-14 3.927761e-07 2.327562e-02 9.663539e-01 1.037012e-02 6.961904e-09 0.000000e+00 0.000000e+00 0.000000e+00 
4.639779e+03 8.757877e-13 8.933914e-06 1.500722e-01 8.493820e-01 5.369150e-04 6.601414e-12 0.000000e+00 0.000000e+00 0.000000e+00 
4.933016e+03 3.730768e-12 3.173640e-05 3.034358e-01 6.964101e-01 1.223692e-04 2.407589e-13 0.000000e+00 0.000000e+00 0.000000e+00 
5.244785e+03 5.602181e-12 4.609390e-05 3.711150e-01 6.287680e-01 7.091369e-05 7.304110e-14 0.000000e+00 0.000000e+00 0.000000e+00 
5.576259e+03 5.965091e-12 5.049656e-05 3.915698e-01 6.083211e-01 5.858782e-05 4.701200e-14 0.000000e+00 0.000000e+00 0.000000e+00 
5.928682e+03 7.919671e-12 6.620111e-05 4.494948e-01 5.504018e-01 3.715212e-05 1.758228e-14 0.000000e+00 0.000000e+00 0.000000e+00 
6.303378e+03 1.275568e-11 1.024569e-04 5.513747e-01 4.485063e-01 1.662353e-05 3.213609e-15 0.000000e+00 0.000000e+00 0.000000e+00 
6.701756e+03 2.749440e-11 1.999592e-04 7.123548e-01 2.874414e-01 3.806916e-06 1.634282e-16 0.000000e+00 0.000000e+00 0.000000e+00 
7.125310e+03 6.321988e-11 3.971929e-04 8.506549e-01 1.489474e-01 5.858596e-07 4.291890e-18 0.000000e+00 0.000000e+00 0.000000e+00 
7.575635e+03 1.612672e-10 8.334607e-04 9.419585e-01 5.720795e-02 4.916925e-08 3.881264e-20 0.000000e+00 0.000000e+00 0.000000e+00 
8.054419e+03 6.235767e-10 2.338413e-03 9.858014e-01 1.186018e-02 9.842730e-10 2.506534e-23 0.000000e+00 0.000000e+00 0.000000e+00 
8.563463e+03 9.215636e-09 1.683264e-02 9.826878e-01 4.795892e-04 4.067105e-13 1.231886e-29 0.000000e+00 0.000000e+00 0.000000e+00 
9.105475e+03 2.010865e-06 6.213755e-01 3.786224e-01 1.240939e-07 3.206515e-21 2.192024e-44 0.000000e+00 0.000000e+00 0.000000e+00 
9.611971e+03 2.911549e-04 9.996997e-01 9.141857e-06 7.889687e-20 4.133178e-44 5.426069e-83 0.000000e+00 0.000000e+00 0.000000e+00 
1.001075e+04 5.065020e-01 4.934980e-01 3.680104e-15 1.918075e-43 9.037711e-88 3.784135e-156 0.000000e+00 0.000000e+00 0.000000e+00 
1.035413e+04 9.999967e-01 3.283094e-06 1.242005e-34 2.584466e-85 3.123277e-161 3.703184e-276 0.000000e+00 0.000000e+00 0.000000e+00 
1.071873e+04 1.000000e+00 3.787375e-13 1.272425e-61 2.093023e-144 4.318937e-266 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.109526e+04 1.000000e+00 1.650633e-26 3.341772e-112 3.974684e-254 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.142152e+04 1.000000e+00 3.590982e-49 1.600644e-199 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.165575e+04 1.000000e+00 4.761337e-49 3.305489e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.180634e+04 1.000000e+00 4.784530e-49 3.337017e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 1.000000e+00 4.947735e-49 3.588850e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 1.000000e+00 5.376197e-49 4.213406e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 1.000000e+00 5.813205e-49 4.927536e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 1.000000e+00 6.112116e-49 5.461121e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 1.000000e+00 6.380000e-49 5.940000e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 1.000000e+00 6.518047e-49 6.199575e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 1.000000e+00 6.048689e-49 5.337079e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 1.000000e+00 5.830325e-49 4.963899e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 1.000000e+00 7.885305e-49 9.068100e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 1.000000e+00 3.357542e-50 1.648045e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 1.000000e+00 3.145161e-50 1.451613e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 1.000000e+00 3.058140e-50 1.360465e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 1.000000e+00 2.953451e-50 1.277689e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 1.000000e+00 2.753906e-50 1.105469e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 1.000000e+00 2.622951e-50 9.953162e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 1.000000e+00 2.545977e-50 9.454023e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 1.000000e+00 2.392739e-50 8.349835e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 1.000000e+00 2.127148e-50 6.632302e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 1.000000e+00 1.903571e-50 5.285714e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 1.000000e+00 1.793651e-50 4.682540e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 1.000000e+00 1.769565e-50 4.565217e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 1.000000e+00 2.015957e-50 5.904255e-208 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 1.000000e+00 3.863319e-50 2.175732e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 1.000000e+00 8.000000e-50 9.354839e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 1.000000e+00 1.722581e-49 4.335484e-206 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 1.000000e+00 4.060447e-49 2.417871e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 1.000000e+00 2.886364e-43 1.218182e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 1.000000e+00 4.094170e-43 2.448430e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 1.000000e+00 6.211499e-43 5.626283e-193 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 1.000000e+00 8.952991e-43 1.173077e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 1.000000e+00 1.111842e-42 1.805921e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 1.000000e+00 1.330189e-42 2.589623e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 1.000000e+00 1.652174e-42 3.978261e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 1.000000e+00 2.093023e-42 6.383721e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 1.000000e+00 2.654206e-42 1.026168e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 1.000000e+00 3.323529e-42 1.614706e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 1.000000e+00 4.126697e-42 2.484163e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 1.000000e+00 5.061644e-42 3.760274e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 1.000000e+00 6.240914e-42 5.700935e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 1.000000e+00 7.680251e-42 8.605016e-191 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 1.000000e+00 9.410377e-42 1.294811e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 1.000000e+00 1.152482e-41 1.946809e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 1.000000e+00 1.417112e-41 2.935829e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 1.000000e+00 1.741935e-41 4.427419e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 1.000000e+00 2.130751e-41 6.646489e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 1.000000e+00 2.618182e-41 9.981818e-190 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 1.000000e+00 3.188011e-41 1.495913e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 1.000000e+00 3.902439e-41 2.231707e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 1.000000e+00 4.769697e-41 3.327273e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 1.000000e+00 5.819820e-41 4.945946e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 1.000000e+00 7.061170e-41 7.300532e-189 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 1.000000e+00 8.571429e-41 1.074364e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 1.000000e+00 1.034188e-40 1.564103e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 1.000000e+00 1.243802e-40 2.268595e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 1.000000e+00 1.488235e-40 3.229412e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 1.000000e+00 1.775000e-40 4.575000e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 1.000000e+00 2.070535e-40 6.245734e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 1.000000e+00 2.392638e-40 8.420245e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 1.000000e+00 3.118557e-40 1.414948e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 1.000000e+00 3.249300e-40 1.537815e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 1.000000e+00 3.323442e-40 1.629080e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 1.000000e+00 3.394495e-40 1.678899e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 1.000000e+00 3.438486e-40 1.731861e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 1.000000e+00 4.098214e-40 2.450893e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 1.000000e+00 4.197183e-40 2.577465e-187 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.112455e+00 
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6 o7 o8
4.242332e+02 8.835248e-19 1.638796e-11 1.378726e-05 6.804566e-02 9.155882e-01 1.635233e-02 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 3.264816e-18 3.335027e-11 1.843041e-05 7.161532e-02 9.092337e-01 1.913252e-02 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 1.026796e-18 1.365275e-11 9.995357e-06 5.247562e-02 9.200272e-01 2.748723e-02 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 6.684224e-19 1.017165e-11 8.401515e-06 4.861254e-02 9.220530e-01 2.932604e-02 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 3.987372e-19 7.472135e-12 7.204076e-06 4.624012e-02 9.248023e-01 2.895033e-02 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 8.073154e-19 1.421006e-11 1.194564e-05 6.169727e-02 9.188955e-01 1.939526e-02 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 7.232005e-19 1.285324e-11 1.101237e-05 5.884222e-02 9.204369e-01 2.070983e-02 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 6.872666e-19 1.226557e-11 1.062139e-05 5.787508e-02 9.207400e-01 2.137432e-02 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 2.122931e-19 4.055749e-12 4.340919e-06 3.422038e-02 9.220492e-01 4.372605e-02 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 4.257774e-20 8.673244e-13 1.222139e-06 1.571697e-02 8.725809e-01 1.117009e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 3.211377e-21 7.340290e-14 1.540696e-07 4.090683e-03 6.480100e-01 3.478992e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 3.463917e-22 8.853891e-15 2.508354e-08 1.137718e-03 3.926768e-01 6.061855e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 3.618971e-23 1.054892e-15 3.926969e-09 2.913143e-04 2.027650e-01 7.969436e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 3.364049e-24 1.117834e-16 5.420442e-10 6.548822e-05 9.090314e-02 9.090314e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 2.619094e-25 1.013843e-17 6.471697e-11 1.292650e-05 3.683629e-02 9.631508e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 2.365990e-26 1.095753e-18 9.073117e-12 2.896418e-06 1.591285e-02 9.840843e-01 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 1.780829e-27 9.936912e-20 1.083012e-12 5.694185e-07 6.308264e-03 9.936912e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 1.422948e-28 9.707962e-21 1.383052e-13 1.188006e-07 2.606521e-03 9.973934e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 1.420136e-29 1.172122e-21 2.113217e-14 2.816490e-08 1.148340e-03 9.988516e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 1.945032e-30 1.919405e-22 4.279582e-15 8.328528e-09 5.765904e-04 9.994234e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 4.341336e-31 4.988728e-23 1.325250e-15 3.427370e-09 3.503534e-04 9.996496e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.672762e+03 1.892890e-31 2.425704e-23 7.221026e-16 2.187340e-09 2.734175e-04 9.997266e-01 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 2.022101e-31 2.692695e-23 8.315373e-16 2.506992e-09 2.981567e-04 9.997018e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 7.765157e-31 9.840991e-23 2.790844e-15 6.565786e-09 5.243403e-04 9.994757e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.212225e+03 1.247952e-29 1.414346e-21 3.321472e-14 4.646221e-08 1.638337e-03 9.983616e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.415240e+03 9.186638e-28 8.290381e-20 1.333183e-12 8.178349e-07 8.514445e-03 9.914847e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.631085e+03 2.089442e-25 1.203276e-17 1.012142e-10 2.150258e-05 5.299625e-02 9.469822e-01 0.000000e+00 0.000000e+00 0.000000e+00 
3.860572e+03 1.056773e-22 4.098324e-15 1.634001e-08 9.502073e-04 3.818590e-01 6.171908e-01 0.000000e+00 0.000000e+00 0.000000e+00 
4.104562e+03 7.608289e-20 3.128853e-12 5.165983e-06 4.468182e-02 9.330284e-01 2.228463e-02 0.000000e+00 0.000000e+00 0.000000e+00 
4.363973e+03 5.795814e-17 1.738744e-09 7.140443e-04 5.888547e-01 4.103436e-01 8.763271e-05 0.000000e+00 0.000000e+00 0.000000e+00 
4.639779e+03 1.536869e-15 3.531843e-08 5.467707e-03 9.260621e-01 6.846949e-02 6.305104e-07 0.000000e+00 0.000000e+00 0.000000e+00 
4.933016e+03 7.071601e-15 1.418754e-07 1.296830e-02 9.654177e-01 2.161383e-02 3.746397e-08 0.000000e+00 0.000000e+00 0.000000e+00 
5.244785e+03 1.260692e-14 2.450322e-07 1.842347e-02 9.685482e-01 1.302803e-02 1.084353e-08 0.000000e+00 0.000000e+00 0.000000e+00 
