#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
2.5802e+03 7.3640e-23 8.6436e-15 1.4710e-07 8.4717e-03 9.4781e-01 4.3717e-02 2.4383e-06
2.7422e+03 3.5605e-23 4.5020e-15 8.8155e-08 6.2736e-03 9.3191e-01 6.1809e-02 5.2424e-06
2.9144e+03 5.6940e-23 7.3419e-15 1.3464e-07 8.1882e-03 9.4762e-01 4.4190e-02 2.4521e-06
3.0973e+03 4.5448e-22 5.6586e-14 7.2600e-07 2.2608e-02 9.6580e-01 1.1587e-02 1.2773e-07
3.2918e+03 1.9398e-20 2.3910e-12 1.5266e-05 1.3472e-01 8.6448e-01 7.8229e-04 3.8807e-10
3.4986e+03 1.5022e-18 1.6213e-10 3.7561e-04 6.3642e-01 3.6319e-01 1.2921e-05 1.3172e-13
3.7182e+03 7.5935e-17 5.7538e-09 3.7675e-03 9.5924e-01 3.6988e-02 3.8869e-08 5.8375e-18
3.9517e+03 1.0947e-14 5.3170e-07 5.8184e-02 9.4116e-01 6.5038e-04 3.4318e-12 8.3078e-25
4.1999e+03 2.6481e-12 7.2166e-05 7.4393e-01 2.5600e-01 5.0409e-07 1.0870e-18 1.6679e-35
4.4636e+03 6.0634e-11 7.3629e-04 9.8631e-01 1.2950e-02 1.7789e-10 5.4946e-25 2.8026e-45
4.7438e+03 9.8731e-10 4.7592e-03 9.9450e-01 7.3787e-04 1.3671e-13 1.5463e-30 0.0000e+00
5.0416e+03 8.1514e-09 1.9273e-02 9.8065e-01 8.0513e-05 5.3535e-16 7.9204e-35 0.0000e+00
5.3582e+03 3.1221e-08 4.6942e-02 9.5304e-01 1.8345e-05 1.3308e-17 1.0888e-37 0.0000e+00
5.6947e+03 7.5386e-08 8.4112e-02 9.1588e-01 6.5153e-06 1.0196e-18 1.1185e-39 0.0000e+00
6.0522e+03 1.6908e-07 1.4168e-01 8.5832e-01 2.4061e-06 8.9969e-20 1.5183e-41 0.0000e+00
6.4323e+03 4.4673e-07 2.5891e-01 7.4109e-01 6.3260e-07 3.8008e-21 5.8855e-44 0.0000e+00
6.8362e+03 1.2521e-06 4.6375e-01 5.3624e-01 1.0891e-07 7.1836e-23 0.0000e+00 0.0000e+00
7.2654e+03 3.6539e-06 7.3920e-01 2.6080e-01 8.2471e-09 3.1561e-25 0.0000e+00 0.0000e+00
7.7216e+03 1.1063e-05 9.3887e-01 6.1114e-02 1.3800e-10 9.2990e-29 0.0000e+00 0.0000e+00
8.2065e+03 5.0195e-05 9.9619e-01 3.7634e-03 9.8565e-14 7.0628e-35 0.0000e+00 0.0000e+00
8.7177e+03 4.9856e-04 9.9946e-01 4.4315e-05 1.1351e-18 1.9618e-44 0.0000e+00 0.0000e+00
9.2147e+03 6.4281e-03 9.9357e-01 3.5045e-07 5.1969e-24 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 5.7827e-02 9.4217e-01 4.5335e-09 8.6755e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 3.0762e-01 6.9238e-01 7.2816e-11 3.6335e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 7.2234e-01 2.7766e-01 9.3764e-13 2.1872e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 9.4951e-01 5.0486e-02 3.7550e-15 2.3191e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 9.9428e-01 5.7185e-03 6.2792e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 9.9962e-01 3.8208e-04 2.4945e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9998e-01 2.2910e-05 7.4678e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 1.8522e-06 4.9016e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 1.9138e-07 6.0802e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 2.8306e-08 2.2464e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 4.0295e-09 7.5267e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 6.8126e-10 3.9545e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 1.3766e-10 2.9755e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 3.2684e-11 3.7078e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 4.5798e-12 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 3.9909e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 2.1729e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.3335e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 1.4793e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 1.5549e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 1.8540e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.4412e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 3.4684e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 7.7785e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 5.6058e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 3.8660e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 9.4478e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 6.1289e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 3.4764e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.7306e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 2.0199e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 4.0768e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 3.6930e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 9.8118e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.1660e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.4172e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 3.3307e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 6.8757e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 3.3585e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.6414e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 3.8626e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 3.4642e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 4.3519e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 9.7653e-01 2.3465e-02 1.7897e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.7910e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 4.4526e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.6411e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 7.4079e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 9.1652e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.5024e-02 9.8498e-01 2.2865e-13 4.4701e-43 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 4.0644e-03 9.9594e-01 2.0103e-12 9.0427e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 2.0774e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 1.7825e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.4994e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 8.4078e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 5.0201e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 5.9777e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.6322e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.4610e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 3.5449e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.1677e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 5.7880
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.2577e+02 4.4968e-12 4.0689e-04 9.9452e-01 5.0753e-03 3.0341e-12 5.6112e-29 0.0000e+00
8.5779e+02 9.1194e-09 1.5537e-02 9.8428e-01 1.8655e-04 6.9196e-15 1.2583e-32 0.0000e+00
8.7843e+02 1.2685e-09 4.2122e-03 9.9435e-01 1.4367e-03 1.1204e-12 1.0726e-28 0.0000e+00
9.1772e+02 1.1990e-10 8.4585e-04 9.8222e-01 1.6929e-02 5.4488e-10 6.7312e-24 2.0599e-43
9.7304e+02 3.0075e-11 3.2239e-04 9.3398e-01 6.5699e-02 1.7068e-08 3.2146e-21 2.8529e-39
1.0350e+03 1.5236e-11 1.9779e-04 8.8043e-01 1.1937e-01 8.1678e-08 5.4345e-20 2.2862e-37
1.1000e+03 1.0142e-11 1.4667e-04 8.3513e-01 1.6472e-01 1.9560e-07 2.6688e-19 2.7176e-36
1.1690e+03 6.4643e-12 1.0467e-04 7.7337e-01 2.2652e-01 4.8048e-07 1.3951e-18 3.5952e-35
1.2425e+03 2.7891e-12 5.4278e-05 6.3072e-01 3.6923e-01 2.1706e-06 2.3856e-17 3.1591e-33
1.3205e+03 7.3039e-13 1.7763e-05 3.8927e-01 6.1070e-01 1.5495e-05 1.1619e-15 1.6356e-30
1.4033e+03 9.9536e-14 3.1001e-06 1.5269e-01 8.4717e-01 1.3981e-04 1.2338e-13 3.5865e-27
1.4915e+03 1.3174e-14 4.9421e-07 5.1893e-02 9.4719e-01 9.1558e-04 8.3617e-12 4.2594e-24
1.5852e+03 2.1763e-15 9.3568e-08 1.8971e-02 9.7665e-01 4.3815e-03 3.0569e-10 1.8643e-21
1.6847e+03 3.7155e-16 1.8188e-08 6.9824e-03 9.7415e-01 1.8866e-02 9.1097e-09 5.8210e-19
1.7904e+03 5.8806e-17 3.3289e-09 2.4414e-03 9.2205e-01 7.5505e-02 2.4371e-07 1.5400e-16
1.9028e+03 7.9282e-18 5.2676e-10 7.3839e-04 7.4791e-01 2.5135e-01 5.1838e-06 3.0241e-14
2.0223e+03 7.8935e-19 6.0344e-11 1.5840e-04 4.2422e-01 5.7555e-01 7.4867e-05 3.9478e-12
2.1493e+03 6.1869e-20 5.3328e-12 2.4865e-05 1.6562e-01 8.3373e-01 6.1693e-04 2.5837e-10
2.2843e+03 4.9235e-21 4.7318e-13 3.6799e-06 5.6341e-02 9.4023e-01 3.4279e-03 9.5440e-09
2.4277e+03 5.3324e-22 5.7702e-14 6.8939e-07 2.1294e-02 9.6546e-01 1.3243e-02 1.7616e-07
2.5802e+03 1.0601e-22 1.2774e-14 2.0706e-07 1.0507e-02 9.5661e-01 3.2876e-02 1.2839e-06
2.7422e+03 5.1231e-23 6.6455e-15 1.2419e-07 7.8005e-03 9.4533e-01 4.6871e-02 2.7952e-06
2.9144e+03 8.3733e-23 1.1079e-14 1.9276e-07 1.0260e-02 9.5692e-01 3.2817e-02 1.2552e-06
3.0973e+03 6.7162e-22 8.6258e-14 1.0432e-06 2.8269e-02 9.6335e-01 8.3831e-03 6.2518e-08
3.2918e+03 2.8664e-20 3.6552e-12 2.1753e-05 1.6543e-01 8.3402e-01 5.3705e-04 1.7560e-10
3.4986e+03 1.9849e-18 2.2105e-10 4.7449e-04 6.9093e-01 3.0859e-01 7.7906e-06 5.2002e-14
3.7182e+03 9.7032e-17 7.5642e-09 4.5222e-03 9.6733e-01 2.8152e-02 2.0012e-08 1.8493e-18
3.9517e+03 1.5531e-14 7.5676e-07 7.2535e-02 9.2702e-01 4.4132e-04 1.4013e-12 1.8012e-25
4.1999e+03 3.3182e-12 8.8014e-05 7.8810e-01 2.1181e-01 2.8152e-07 3.5699e-19 2.8082e-36
4.4636e+03 7.4622e-11 8.6383e-04 9.8924e-01 9.8934e-03 8.8058e-11 1.5192e-25 0.0000e+00
4.7438e+03 1.1945e-09 5.4995e-03 9.9393e-01 5.7093e-04 6.9960e-14 4.5413e-31 0.0000e+00
5.0416e+03 1.0050e-08 2.2527e-02 9.7741e-01 6.0670e-05 2.5659e-16 2.0702e-35 0.0000e+00
5.3582e+03 4.0218e-08 5.6280e-02 9.4371e-01 1.3084e-05 5.6101e-18 2.2778e-38 0.0000e+00
5.6947e+03 1.0288e-07 1.0416e-01 8.9583e-01 4.2910e-06 3.5882e-19 1.7157e-40 0.0000e+00
6.0522e+03 2.4100e-07 1.7893e-01 8.2107e-01 1.4552e-06 2.6457e-20 1.7236e-42 0.0000e+00
6.4323e+03 6.2947e-07 3.1969e-01 6.8031e-01 3.5714e-07 1.0006e-21 5.6052e-45 0.0000e+00
6.8362e+03 1.6818e-06 5.4143e-01 4.5857e-01 5.5980e-08 1.6614e-23 0.0000e+00 0.0000e+00
7.2654e+03 4.6325e-06 8.0030e-01 1.9970e-01 3.5924e-09 5.6760e-26 0.0000e+00 0.0000e+00
7.7216e+03 1.3753e-05 9.5907e-01 4.0918e-02 4.6634e-11 1.0775e-29 0.0000e+00 0.0000e+00
8.2065e+03 6.3158e-05 9.9763e-01 2.3022e-03 2.7131e-14 5.5487e-36 0.0000e+00 0.0000e+00
8.7177e+03 6.4281e-04 9.9933e-01 2.6288e-05 2.9326e-19 1.4013e-45 0.0000e+00 0.0000e+00
9.2147e+03 7.5177e-03 9.9248e-01 2.4785e-07 2.0957e-24 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.3269e-02 9.3673e-01 3.5716e-09 4.6246e-29 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 3.2203e-01 6.7797e-01 5.9712e-11 2.1967e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 7.3133e-01 2.6867e-01 7.9100e-13 1.4471e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 9.5056e-01 4.9436e-02 3.3463e-15 1.7306e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 9.9402e-01 5.9842e-03 6.8035e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 9.9962e-01 3.8351e-04 2.3937e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9998e-01 2.3659e-05 7.8104e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 1.8307e-06 4.5078e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 1.9535e-07 6.1477e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 2.8619e-08 2.2024e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 4.2018e-09 8.0590e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 7.1645e-10 4.3373e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 1.5239e-10 3.7860e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 3.5481e-11 4.4603e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 4.7274e-12 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 3.9627e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 4.1277e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.9469e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 3.1202e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 3.1683e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 3.4613e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 3.6447e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 6.4412e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 1.6429e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 7.8417e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 2.3431e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 2.6609e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 3.7190e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.0632e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 7.9506e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.9821e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 3.3900e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 2.5808e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.5626e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 5.4066e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.4891e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.6060e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 3.5344e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 4.7450e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 6.7879e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 3.5244e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 3.9684e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 7.4264e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 9.9838e-01 1.6197e-03 7.5547e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.2576e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 2.0364e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 7.5949e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 7.0107e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.6418e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 4.3291e-01 5.6709e-01 8.1614e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.5107e-02 9.7489e-01 5.6149e-14 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 4.3268e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 6.7279e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.5554e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.6767e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.9485e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.9161e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 1.2472e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 6.5233e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.9105e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 3.7835e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 3.4192e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
