#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
2.8744e+04 1.0000e+00 2.0208e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 8.2698e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 8.0608e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.2515e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.0434e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.0854e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.7956e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.0335e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 1.7124e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.3364e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 4.1567e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.0056e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 2.3822e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 3.9492e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 5.1596e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 3.4511e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.3608e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.6145
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.2577e+02 5.0992e-13 7.6295e-05 9.2170e-01 7.8227e-02 4.3522e-09 3.5483e-23 2.6485e-43
8.5779e+02 5.2280e-10 1.8334e-03 9.9074e-01 7.4289e-03 9.4707e-11 4.2486e-25 4.2039e-45
8.7843e+02 4.1869e-11 3.1038e-04 9.0759e-01 9.2096e-02 5.6400e-08 3.9776e-20 2.0984e-37
9.1772e+02 3.9545e-12 5.0412e-05 5.6214e-01 4.3780e-01 5.3329e-06 1.8589e-16 1.1793e-31
9.7304e+02 1.1041e-12 1.7380e-05 3.4657e-01 6.5338e-01 2.8971e-05 5.4601e-15 2.7313e-29
1.0350e+03 7.4313e-13 1.2377e-05 2.9151e-01 7.0843e-01 4.5530e-05 1.3946e-14 1.2631e-28
1.1000e+03 6.1170e-13 1.0466e-05 2.6703e-01 7.3290e-01 5.6256e-05 2.1737e-14 2.6145e-28
1.1690e+03 4.3085e-13 7.7284e-06 2.2711e-01 7.7280e-01 8.1152e-05 4.7240e-14 9.3701e-28
1.2425e+03 1.8060e-13 3.5765e-06 1.4781e-01 8.5200e-01 1.9424e-04 3.1332e-13 2.1612e-26
1.3205e+03 3.6232e-14 8.1799e-07 6.2080e-02 9.3702e-01 8.9460e-04 9.6319e-12 6.7938e-24
1.4033e+03 5.0002e-15 1.2701e-07 2.0029e-02 9.7464e-01 5.3274e-03 5.8532e-10 7.0525e-21
1.4915e+03 8.2235e-16 2.3160e-08 7.0328e-03 9.6838e-01 2.4589e-02 2.0825e-08 2.9972e-18
1.5852e+03 1.6067e-16 5.0404e-09 2.7114e-03 9.1225e-01 8.5034e-02 4.0293e-07 4.6241e-16
1.6847e+03 2.6928e-17 9.4927e-10 9.0666e-04 7.4602e-01 2.5306e-01 6.6183e-06 5.8937e-14
1.7904e+03 3.2796e-18 1.3061e-10 2.2130e-04 4.4728e-01 5.5242e-01 7.9866e-05 5.4779e-12
1.9028e+03 3.1095e-19 1.4002e-11 4.0598e-05 1.9252e-01 8.0685e-01 5.8841e-04 2.7623e-10
2.0223e+03 2.4382e-20 1.2353e-12 5.9917e-06 6.6061e-02 9.3053e-01 3.4052e-03 1.0815e-08
2.1493e+03 1.7403e-21 1.0209e-13 8.1713e-07 2.0777e-02 9.6212e-01 1.7100e-02 3.4941e-07
2.2843e+03 1.2784e-22 8.8627e-15 1.1289e-07 6.3918e-03 9.1994e-01 7.3656e-02 8.7785e-06
2.4277e+03 1.2762e-23 1.0411e-15 1.9231e-08 2.1199e-03 7.8048e-01 2.1728e-01 1.1073e-04
2.5802e+03 2.3272e-24 2.1535e-16 5.0769e-09 8.7808e-04 6.0791e-01 3.9069e-01 5.2581e-04
2.7422e+03 9.8479e-25 9.8982e-17 2.6436e-09 5.6423e-04 5.1835e-01 4.8010e-01 9.8228e-04
2.9144e+03 1.4732e-24 1.5098e-16 3.9447e-09 7.5711e-04 5.8232e-01 4.1630e-01 6.2377e-04
3.0973e+03 1.1556e-23 1.1124e-15 2.2611e-08 2.4652e-03 8.1485e-01 1.8262e-01 6.9658e-05
3.2918e+03 5.4563e-22 4.7952e-14 5.3333e-07 1.7470e-02 9.6381e-01 1.8716e-02 3.9295e-07
3.4986e+03 6.0703e-20 4.7028e-12 2.1468e-05 1.4953e-01 8.4968e-01 7.7063e-04 4.2133e-10
3.7182e+03 6.2534e-18 3.4882e-10 5.1934e-04 6.5909e-01 3.4038e-01 1.3368e-05 1.7680e-13
3.9517e+03 5.5102e-16 2.2335e-08 7.5669e-03 9.7400e-01 1.8429e-02 9.2168e-09 6.4166e-19
4.1999e+03 2.1691e-13 6.6818e-06 2.3975e-01 7.6019e-01 5.1771e-05 1.3719e-14 8.8744e-29
4.4636e+03 1.1546e-11 1.8604e-04 8.8757e-01 1.1224e-01 5.9163e-08 2.5327e-20 5.7256e-38
4.7438e+03 1.5018e-10 1.1203e-03 9.8965e-01 9.2329e-03 1.0004e-10 2.6834e-25 1.4013e-45
5.0416e+03 8.3388e-10 3.5381e-03 9.9488e-01 1.5864e-03 1.2259e-12 1.0543e-28 0.0000e+00
5.3582e+03 2.0624e-09 6.5360e-03 9.9287e-01 5.9879e-04 1.0567e-13 1.3138e-30 0.0000e+00
5.6947e+03 3.3604e-09 9.2020e-03 9.9046e-01 3.3936e-04 2.4858e-14 9.6647e-32 0.0000e+00
6.0522e+03 5.5544e-09 1.3047e-02 9.8676e-01 1.8994e-04 5.6827e-15 6.7766e-33 0.0000e+00
6.4323e+03 1.2207e-08 2.2424e-02 9.7750e-01 7.6828e-05 5.7339e-16 1.0974e-34 0.0000e+00
6.8362e+03 3.6324e-08 4.6955e-02 9.5302e-01 2.1792e-05 2.4079e-17 3.7403e-37 0.0000e+00
7.2654e+03 1.4804e-07 1.1749e-01 8.8251e-01 4.1811e-06 4.1414e-19 2.7492e-40 0.0000e+00
7.7216e+03 8.7029e-07 3.4305e-01 6.5695e-01 3.6816e-07 1.4127e-21 1.4013e-44 0.0000e+00
8.2065e+03 5.6484e-06 7.9319e-01 2.0681e-01 5.1960e-09 1.7573e-25 0.0000e+00 0.0000e+00
8.7177e+03 4.1982e-05 9.9205e-01 7.9111e-03 8.4747e-13 6.6415e-33 0.0000e+00 0.0000e+00
9.2147e+03 1.2202e-03 9.9877e-01 1.2980e-05 6.6471e-20 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 2.7857e-02 9.7214e-01 3.3064e-08 1.7721e-26 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 2.3926e-01 7.6074e-01 2.5809e-10 1.0767e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 6.9783e-01 3.0217e-01 2.1579e-12 2.2006e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 9.4888e-01 5.1117e-02 6.5942e-15 1.3129e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 9.9466e-01 5.3422e-03 8.6797e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 9.9965e-01 3.4857e-04 3.2139e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9998e-01 2.3608e-05 1.3488e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 1.8819e-06 8.3595e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 2.0085e-07 1.1601e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 2.5409e-08 2.7607e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 3.5330e-09 8.7391e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 4.4902e-10 2.0149e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 7.8250e-11 9.8553e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 1.4775e-11 6.3058e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 1.1657e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 3.7938e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 7.7097e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 9.5281e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 2.1594e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 1.3941e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 1.1193e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 4.1784e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 4.6589e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 6.7114e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 3.4090e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 2.4558e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.5643e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 3.9547e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 1.0118e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 2.2927e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 3.8005e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 2.7667e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 3.7756e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 9.2491e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 5.8614e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 5.7709e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 2.6213e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.7550e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 1.0812e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 2.2370e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.2968e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 7.3659e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.6841e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 4.4281e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.9338e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 8.0575e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 2.3822e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.8091e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 4.6638e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 5.2296e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 7.2503e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 3.6714e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.6816e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.7106
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.2577e+02 6.4735e-13 9.1686e-05 9.3979e-01 6.0117e-02 2.1335e-09 9.5292e-24 3.3631e-44
8.5779e+02 6.8685e-10 2.2599e-03 9.9252e-01 5.2160e-03 3.7909e-11 8.0102e-26 0.0000e+00
8.7843e+02 5.5435e-11 3.8993e-04 9.3227e-01 6.7336e-02 2.4266e-08 8.4132e-21 1.8247e-38
9.1772e+02 5.5546e-12 6.8552e-05 6.3648e-01 3.6345e-01 2.7330e-06 4.9822e-17 1.4088e-32
9.7304e+02 1.5682e-12 2.4264e-05 4.1178e-01 5.8818e-01 1.6900e-05 1.7729e-15 4.2733e-30
1.0350e+03 9.9688e-13 1.6530e-05 3.4155e-01 6.5840e-01 2.9323e-05 5.4555e-15 2.6500e-29
1.1000e+03 8.1550e-13 1.3928e-05 3.1322e-01 6.8673e-01 3.6906e-05 8.7772e-15 5.7555e-29
1.1690e+03 5.6747e-13 1.0206e-05 2.6653e-01 7.3340e-01 5.4888e-05 2.0122e-14 2.2382e-28
1.2425e+03 2.3643e-13 4.7267e-06 1.7500e-01 8.2486e-01 1.3617e-04 1.4111e-13 5.5956e-27
1.3205e+03 4.7033e-14 1.0834e-06 7.4243e-02 9.2511e-01 6.4786e-04 4.5478e-12 1.8793e-24
1.4033e+03 6.4057e-15 1.6730e-07 2.3980e-02 9.7207e-01 3.9522e-03 2.8800e-10 2.0804e-21
1.4915e+03 1.0422e-15 3.0222e-08 8.3911e-03 9.7289e-01 1.8720e-02 1.0781e-08 9.6192e-19
1.5852e+03 2.0266e-16 6.5525e-09 3.2457e-03 9.2986e-01 6.6894e-02 2.2085e-07 1.6219e-16
1.6847e+03 3.4809e-17 1.2667e-09 1.1199e-03 7.8991e-01 2.0897e-01 3.8583e-06 2.2379e-14
1.7904e+03 4.4051e-18 1.8171e-10 2.8793e-04 5.0493e-01 4.9473e-01 5.1575e-05 2.3665e-12
1.9028e+03 4.2539e-19 1.9897e-11 5.4589e-05 2.2772e-01 7.7181e-01 4.1572e-04 1.3453e-10
2.0223e+03 3.3462e-20 1.7571e-12 8.1274e-06 7.9505e-02 9.1796e-01 2.5252e-03 5.6573e-09
2.1493e+03 2.3924e-21 1.4460e-13 1.1092e-06 2.5132e-02 9.6187e-01 1.3001e-02 1.9042e-07
2.2843e+03 1.7672e-22 1.2557e-14 1.5422e-07 7.8091e-03 9.3479e-01 5.7397e-02 4.9619e-06
2.4277e+03 1.7801e-23 1.4855e-15 2.6702e-08 2.6514e-03 8.2003e-01 1.7726e-01 6.6552e-05
2.5802e+03 3.2968e-24 3.1192e-16 7.2109e-09 1.1310e-03 6.6368e-01 3.3486e-01 3.3657e-04
2.7422e+03 1.4146e-24 1.4528e-16 3.8144e-09 7.3965e-04 5.7742e-01 4.2119e-01 6.4611e-04
2.9144e+03 2.1203e-24 2.2201e-16 5.6802e-09 9.8618e-04 6.4068e-01 3.5793e-01 3.9840e-04
3.0973e+03 1.6452e-23 1.6196e-15 3.1828e-08 3.1004e-03 8.5100e-01 1.4586e-01 4.0257e-05
3.2918e+03 7.6696e-22 6.9533e-14 7.3793e-07 2.1388e-02 9.6458e-01 1.4032e-02 2.0731e-07
3.4986e+03 8.4995e-20 6.8170e-12 2.9328e-05 1.7910e-01 8.2033e-01 5.4787e-04 2.0581e-10
3.7182e+03 8.2235e-18 4.7346e-10 6.5317e-04 7.1185e-01 2.8749e-01 8.0008e-06 6.9234e-14
3.9517e+03 7.1885e-16 2.9925e-08 9.1704e-03 9.7718e-01 1.3653e-02 4.4874e-09 1.8557e-19
4.1999e+03 2.8731e-13 8.8239e-06 2.8095e-01 7.1901e-01 3.4790e-05 5.7872e-15 2.0886e-29
4.4636e+03 1.3436e-11 2.1272e-04 9.0639e-01 9.3393e-02 3.5341e-08 9.6444e-21 1.2336e-38
4.7438e+03 1.8146e-10 1.2980e-03 9.9153e-01 7.1734e-03 5.1750e-11 8.0324e-26 0.0000e+00
5.0416e+03 1.0542e-09 4.2137e-03 9.9461e-01 1.1734e-03 5.6122e-13 2.5405e-29 0.0000e+00
5.3582e+03 2.7001e-09 7.9620e-03 9.9161e-01 4.2595e-04 4.3842e-14 2.6545e-31 0.0000e+00
5.6947e+03 4.4583e-09 1.1305e-02 9.8846e-01 2.3758e-04 9.9065e-15 1.8171e-32 0.0000e+00
6.0522e+03 7.5957e-09 1.6344e-02 9.8353e-01 1.2851e-04 2.0804e-15 1.0955e-33 0.0000e+00
6.4323e+03 1.6875e-08 2.8249e-02 9.7170e-01 5.1174e-05 2.0242e-16 1.6658e-35 0.0000e+00
6.8362e+03 5.1512e-08 5.9901e-02 9.4009e-01 1.3980e-05 7.8283e-18 4.9401e-38 0.0000e+00
7.2654e+03 2.1568e-07 1.5089e-01 8.4910e-01 2.4993e-06 1.1726e-19 2.9036e-41 0.0000e+00
7.7216e+03 1.1926e-06 4.1223e-01 5.8777e-01 2.0304e-07 3.6458e-22 1.4013e-45 0.0000e+00
8.2065e+03 7.0140e-06 8.4365e-01 1.5634e-01 2.2504e-09 3.1754e-26 0.0000e+00 0.0000e+00
8.7177e+03 5.2123e-05 9.9496e-01 4.9906e-03 2.5186e-13 6.0518e-34 0.0000e+00 0.0000e+00
9.2147e+03 1.5982e-03 9.9839e-01 7.4776e-06 1.5960e-20 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 3.0584e-02 9.6942e-01 2.6124e-08 9.4779e-27 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 2.5084e-01 7.4916e-01 2.1454e-10 6.6778e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 7.0490e-01 2.9510e-01 1.8774e-12 1.5521e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 9.4832e-01 5.1677e-02 6.4631e-15 1.1879e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 9.9457e-01 5.4275e-03 8.6281e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
