#NTIMES 50
#NSTAGES 4
#TIMES[d] 199.16 202.02 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.49 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.54 328.20 332.91 337.70 342.55 347.48 352.47 357.54 362.67 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
17146.37 2.1629e-05 4.0717e-01 5.5883e-01 3.3981e-02
17415.23 6.9520e-06 2.3329e-01 7.1140e-01 5.5306e-02
17888.12 9.0073e-06 3.1320e-01 6.2675e-01 6.0041e-02
18532.37 4.8915e-06 2.2966e-01 6.9735e-01 7.2987e-02
19260.76 3.5670e-06 1.7018e-01 7.2928e-01 1.0053e-01
20034.10 1.7043e-06 1.2054e-01 7.5052e-01 1.2894e-01
20838.00 1.4172e-06 9.6391e-02 7.6964e-01 1.3397e-01
21647.97 2.1625e-06 1.6543e-01 6.8549e-01 1.4907e-01
22447.94 1.1141e-06 1.0798e-01 7.0197e-01 1.9005e-01
23245.88 1.0229e-06 1.2186e-01 6.4482e-01 2.3332e-01
24052.47 1.2481e-06 1.7530e-01 5.8490e-01 2.3980e-01
24867.72 5.1710e-07 8.3113e-02 5.5517e-01 3.6171e-01
25698.86 3.8422e-07 6.8030e-02 5.8004e-01 3.5193e-01
26587.16 1.8045e-07 4.9849e-02 5.5886e-01 3.9129e-01
27637.54 9.8054e-08 2.5735e-02 5.2933e-01 4.4494e-01
28986.97 7.0561e-08 2.0421e-02 3.2509e-01 6.5449e-01
#TIME: 202.02
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
1060.83 2.4589e-04 9.1941e-01 7.7854e-02 2.4877e-03
1919.29 2.3909e-04 9.2211e-01 7.5432e-02 2.2170e-03
2581.60 1.2638e-04 8.8893e-01 1.0697e-01 3.9784e-03
3084.17 9.5513e-05 8.2474e-01 1.6721e-01 7.9514e-03
3472.46 5.2146e-05 7.1970e-01 2.6434e-01 1.5909e-02
3909.64 2.7943e-05 6.3119e-01 3.4145e-01 2.7333e-02
4148.46 2.4558e-05 6.1992e-01 3.5143e-01 2.8634e-02
4670.75 2.2448e-05 6.6144e-01 3.1328e-01 2.5258e-02
4956.05 1.3023e-05 5.5585e-01 4.0685e-01 3.7286e-02
5258.79 5.0875e-06 3.4214e-01 5.9283e-01 6.5021e-02
5580.02 1.6831e-06 1.6951e-01 7.3518e-01 9.5313e-02
5920.87 6.2546e-07 8.3499e-02 8.0167e-01 1.1483e-01
6282.54 3.5790e-07 5.8076e-02 8.1118e-01 1.3074e-01
6666.30 2.6347e-07 4.8434e-02 8.1290e-01 1.3866e-01
7073.50 2.8573e-07 5.2983e-02 8.0930e-01 1.3772e-01
7505.58 2.8516e-07 5.5833e-02 7.9941e-01 1.4476e-01
7964.05 3.2445e-07 5.9819e-02 7.9130e-01 1.4888e-01
8450.53 7.5824e-07 1.0924e-01 7.6391e-01 1.2685e-01
8966.72 1.8927e-06 2.0869e-01 6.8700e-01 1.0430e-01
9514.44 4.2356e-06 3.3558e-01 5.8219e-01 8.2230e-02
10095.62 9.2418e-06 4.6496e-01 4.7370e-01 6.1327e-02
10712.30 1.6883e-05 5.7567e-01 3.7944e-01 4.4880e-02
11366.65 2.3412e-05 6.2917e-01 3.3329e-01 3.7514e-02
12061.10 2.6220e-05 6.2720e-01 3.3544e-01 3.7333e-02
12793.43 2.9446e-05 6.2514e-01 3.3687e-01 3.7962e-02
13528.61 2.7210e-05 6.3867e-01 3.2276e-01 3.8552e-02
14194.74 2.1978e-05 6.0936e-01 3.4703e-01 4.3592e-02
14757.77 1.8529e-05 5.8449e-01 3.6923e-01 4.6266e-02
15240.48 2.0775e-05 6.3354e-01 3.3017e-01 3.6273e-02
15646.99 2.9728e-05 6.5642e-01 3.1977e-01 2.3775e-02
15960.30 6.3345e-05 7.5291e-01 2.3557e-01 1.1457e-02
16187.41 6.7752e-05 7.3937e-01 2.5031e-01 1.0260e-02
16354.17 5.9597e-05 6.9826e-01 2.9144e-01 1.0240e-02
16484.18 4.9925e-05 6.8224e-01 3.0528e-01 1.2433e-02
16593.12 5.1518e-05 6.3059e-01 3.5296e-01 1.6400e-02
16691.99 3.0046e-05 5.2973e-01 4.4753e-01 2.2710e-02
16788.59 2.9447e-05 5.0487e-01 4.6918e-01 2.5923e-02
16888.37 2.5608e-05 4.6720e-01 4.9524e-01 3.7527e-02
16998.79 2.2281e-05 5.5940e-01 4.1152e-01 2.9057e-02
17146.37 1.9288e-05 4.8015e-01 4.8697e-01 3.2856e-02
17415.23 1.0133e-05 2.9919e-01 6.5338e-01 4.7420e-02
17888.12 8.3130e-06 2.7422e-01 6.6177e-01 6.4004e-02
18532.37 5.2217e-06 2.3221e-01 6.8841e-01 7.9375e-02
19260.76 3.6926e-06 1.6863e-01 7.3980e-01 9.1563e-02
20034.10 2.3045e-06 1.4668e-01 7.3819e-01 1.1513e-01
20838.00 1.5351e-06 1.2071e-01 7.3846e-01 1.4082e-01
21647.97 1.2562e-06 1.0479e-01 7.2629e-01 1.6891e-01
22447.94 8.0965e-07 7.2767e-02 7.2452e-01 2.0271e-01
23245.88 5.8747e-07 7.9250e-02 6.7971e-01 2.4104e-01
24052.47 3.7774e-07 5.7636e-02 6.5531e-01 2.8706e-01
24867.72 5.9919e-07 9.5727e-02 4.8980e-01 4.1447e-01
25698.86 1.0800e-07 2.1517e-02 5.9644e-01 3.8204e-01
26587.16 1.2081e-07 2.2085e-02 4.1932e-01 5.5859e-01
27637.54 4.8716e-07 1.0662e-01 5.0421e-01 3.8917e-01
28986.97 1.5747e-07 4.6326e-02 4.1011e-01 5.4357e-01
#TIME: 204.93
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
1060.83 2.2822e-04 9.1969e-01 7.7709e-02 2.3691e-03
1919.29 2.3480e-04 9.2203e-01 7.5532e-02 2.2059e-03
2581.60 1.2630e-04 8.8598e-01 1.0982e-01 4.0689e-03
3084.17 8.9328e-05 8.2409e-01 1.6784e-01 7.9818e-03
3472.46 5.5002e-05 7.2883e-01 2.5553e-01 1.5586e-02
3909.64 2.7660e-05 6.3554e-01 3.3752e-01 2.6909e-02
4148.46 2.6094e-05 6.3407e-01 3.3799e-01 2.7910e-02
4670.75 2.3014e-05 6.5598e-01 3.1876e-01 2.5241e-02
4956.05 1.3372e-05 5.6218e-01 4.0130e-01 3.6511e-02
5258.79 5.2364e-06 3.5306e-01 5.8362e-01 6.3308e-02
5580.02 1.7921e-06 1.7504e-01 7.3082e-01 9.4141e-02
5920.87 6.3439e-07 8.3858e-02 7.9809e-01 1.1805e-01
6282.54 3.4201e-07 5.4603e-02 8.1066e-01 1.3473e-01
6666.30 2.9567e-07 5.0896e-02 8.1035e-01 1.3875e-01
7073.50 2.7793e-07 5.0736e-02 8.1093e-01 1.3834e-01
7505.58 3.0515e-07 5.7683e-02 7.9603e-01 1.4629e-01
7964.05 3.3036e-07 6.0417e-02 7.9056e-01 1.4902e-01
8450.53 7.7388e-07 1.1088e-01 7.6087e-01 1.2825e-01
8966.72 1.9825e-06 2.1045e-01 6.8530e-01 1.0424e-01
9514.44 4.2427e-06 3.2857e-01 5.8773e-01 8.3701e-02
10095.62 9.3921e-06 4.6843e-01 4.7176e-01 5.9801e-02
10712.30 1.6465e-05 5.6588e-01 3.8857e-01 4.5530e-02
11366.65 2.4622e-05 6.2640e-01 3.3597e-01 3.7602e-02
12061.10 2.9795e-05 6.3167e-01 3.3101e-01 3.7283e-02
12793.43 2.8805e-05 6.3704e-01 3.2533e-01 3.7597e-02
13528.61 2.5354e-05 6.4763e-01 3.1486e-01 3.7486e-02
14194.74 2.4634e-05 6.0898e-01 3.4759e-01 4.3409e-02
14757.77 2.0695e-05 6.0933e-01 3.4563e-01 4.5017e-02
15240.48 2.0676e-05 6.2758e-01 3.3606e-01 3.6338e-02
15646.99 3.4566e-05 6.7473e-01 3.0255e-01 2.2686e-02
15960.30 5.7381e-05 7.7046e-01 2.1875e-01 1.0735e-02
16187.41 7.7899e-05 7.7508e-01 2.1606e-01 8.7768e-03
16354.17 6.5543e-05 7.5845e-01 2.3246e-01 9.0212e-03
16484.18 6.1249e-05 7.1584e-01 2.7299e-01 1.1108e-02
16593.12 3.7832e-05 5.6060e-01 4.2129e-01 1.8071e-02
16691.99 4.1410e-05 6.5323e-01 3.2945e-01 1.7273e-02
16788.59 2.3187e-05 4.6695e-01 5.0773e-01 2.5300e-02
16888.37 2.3897e-05 4.5025e-01 5.2019e-01 2.9540e-02
16998.79 2.7833e-05 5.5885e-01 4.1409e-01 2.7033e-02
17146.37 2.5228e-05 5.3572e-01 4.3175e-01 3.2511e-02
17415.23 1.0640e-05 2.9164e-01 6.6059e-01 4.7753e-02
17888.12 8.3618e-06 2.9585e-01 6.4609e-01 5.8055e-02
18532.37 5.7240e-06 2.3214e-01 6.9531e-01 7.2545e-02
19260.76 4.0645e-06 1.9268e-01 7.1942e-01 8.7897e-02
20034.10 2.4167e-06 1.3248e-01 7.5214e-01 1.1538e-01
20838.00 1.5205e-06 1.0857e-01 7.5273e-01 1.3869e-01
21647.97 1.6263e-06 1.2611e-01 7.1673e-01 1.5715e-01
22447.94 7.8632e-07 7.3600e-02 7.1956e-01 2.0684e-01
23245.88 1.6115e-06 2.1246e-01 5.8709e-01 2.0045e-01
24052.47 2.2338e-07 3.6691e-02 6.7254e-01 2.9077e-01
24867.72 6.3372e-07 1.0513e-01 6.0132e-01 2.9355e-01
25698.86 9.7865e-07 1.7629e-01 5.3104e-01 2.9267e-01
26587.16 1.5406e-07 4.0039e-02 5.0396e-01 4.5600e-01
27637.54 2.0955e-07 5.5369e-02 4.6983e-01 4.7480e-01
28986.97 2.0986e-07 4.9452e-02 4.5728e-01 4.9327e-01
#TIME: 207.87
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
1060.83 2.0353e-04 9.2087e-01 7.6565e-02 2.3638e-03
1919.29 2.4199e-04 9.2404e-01 7.3594e-02 2.1276e-03
2581.60 1.3079e-04 8.8703e-01 1.0885e-01 3.9931e-03
3084.17 9.2712e-05 8.2639e-01 1.6566e-01 7.8568e-03
3472.46 5.6061e-05 7.2781e-01 2.5677e-01 1.5364e-02
3909.64 3.1773e-05 6.2730e-01 3.4532e-01 2.7339e-02
4148.46 2.5627e-05 6.3432e-01 3.3789e-01 2.7768e-02
4670.75 2.2489e-05 6.5400e-01 3.2049e-01 2.5481e-02
4956.05 1.4475e-05 5.5830e-01 4.0498e-01 3.6706e-02
5258.79 5.6006e-06 3.7697e-01 5.6145e-01 6.1573e-02
5580.02 1.7454e-06 1.6910e-01 7.3843e-01 9.2462e-02
5920.87 6.2672e-07 8.0714e-02 8.0281e-01 1.1648e-01
6282.54 3.6007e-07 5.6043e-02 8.0914e-01 1.3482e-01
6666.30 3.1092e-07 5.3158e-02 8.0889e-01 1.3795e-01
7073.50 2.8637e-07 5.1609e-02 8.1006e-01 1.3833e-01
7505.58 3.0474e-07 5.5900e-02 7.9364e-01 1.5046e-01
7964.05 3.1065e-07 5.5561e-02 7.9570e-01 1.4874e-01
8450.53 7.4310e-07 1.0361e-01 7.6689e-01 1.2949e-01
8966.72 1.9088e-06 2.0392e-01 6.9108e-01 1.0499e-01
9514.44 4.4175e-06 3.4746e-01 5.7188e-01 8.0652e-02
10095.62 9.0541e-06 4.6304e-01 4.7624e-01 6.0705e-02
10712.30 1.5759e-05 5.6945e-01 3.8549e-01 4.5048e-02
11366.65 2.4907e-05 6.2881e-01 3.3358e-01 3.7578e-02
12061.10 2.7871e-05 6.1891e-01 3.4273e-01 3.8333e-02
12793.43 2.9792e-05 6.4477e-01 3.1915e-01 3.6044e-02
13528.61 2.7072e-05 6.3552e-01 3.2659e-01 3.7867e-02
14194.74 2.4311e-05 6.1830e-01 3.4026e-01 4.1408e-02
14757.77 1.8761e-05 5.6984e-01 3.8213e-01 4.8006e-02
15240.48 2.3757e-05 6.2310e-01 3.4175e-01 3.5118e-02
15646.99 3.7350e-05 7.2227e-01 2.5815e-01 1.9537e-02
15960.30 5.7940e-05 7.7774e-01 2.1187e-01 1.0333e-02
16187.41 6.0695e-05 8.0288e-01 1.8937e-01 7.6901e-03
16354.17 6.5744e-05 7.6105e-01 2.2931e-01 9.5752e-03
16484.18 5.4586e-05 7.0366e-01 2.8418e-01 1.2106e-02
16593.12 4.8249e-05 6.4841e-01 3.3388e-01 1.7667e-02
16691.99 3.2633e-05 5.7397e-01 4.0545e-01 2.0551e-02
16788.59 2.0939e-05 5.2930e-01 4.4299e-01 2.7688e-02
16888.37 1.8909e-05 4.8343e-01 4.8860e-01 2.7957e-02
16998.79 2.4421e-05 5.4942e-01 4.2333e-01 2.7220e-02
17146.37 2.2382e-05 5.8493e-01 3.8909e-01 2.5957e-02
17415.23 1.5043e-05 4.6038e-01 5.0219e-01 3.7414e-02
17888.12 9.7843e-06 2.9489e-01 6.4457e-01 6.0534e-02
18532.37 6.1252e-06 2.4936e-01 6.7429e-01 7.6351e-02
19260.76 5.9706e-06 2.6198e-01 6.5793e-01 8.0081e-02
20034.10 3.1324e-06 1.9562e-01 6.9572e-01 1.0865e-01
20838.00 2.5459e-06 1.6075e-01 6.5411e-01 1.8513e-01
21647.97 1.4894e-06 1.1671e-01 7.2407e-01 1.5923e-01
22447.94 8.3318e-07 8.5554e-02 7.2756e-01 1.8689e-01
23245.88 4.2204e-07 5.2558e-02 7.0382e-01 2.4362e-01
24052.47 7.4086e-07 1.1401e-01 6.1430e-01 2.7169e-01
24867.72 8.2189e-07 1.4999e-01 5.6456e-01 2.8545e-01
25698.86 3.5248e-07 6.0405e-02 6.1429e-01 3.2531e-01
26587.16 3.6368e-07 8.1011e-02 5.4612e-01 3.7286e-01
27637.54 1.3054e-07 3.5395e-02 5.1558e-01 4.4903e-01
28986.97 6.2637e-08 1.8552e-02 4.9141e-01 4.9004e-01
#TIME: 210.86
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
1060.83 2.5409e-04 9.2220e-01 7.5293e-02 2.2539e-03
1919.29 2.3234e-04 9.2368e-01 7.3977e-02 2.1119e-03
2581.60 1.2925e-04 8.9177e-01 1.0426e-01 3.8461e-03
3084.17 9.1406e-05 8.2599e-01 1.6607e-01 7.8506e-03
3472.46 5.4142e-05 7.1919e-01 2.6481e-01 1.5950e-02
3909.64 2.9604e-05 6.1138e-01 3.6016e-01 2.8436e-02
4148.46 2.7194e-05 6.2934e-01 3.4287e-01 2.7758e-02
4670.75 2.4189e-05 6.5444e-01 3.2029e-01 2.5246e-02
4956.05 1.4290e-05 5.6559e-01 3.9814e-01 3.6258e-02
5258.79 6.0577e-06 3.6948e-01 5.6875e-01 6.1769e-02
5580.02 1.8728e-06 1.7558e-01 7.3061e-01 9.3810e-02
5920.87 6.3237e-07 7.9278e-02 8.0522e-01 1.1550e-01
6282.54 3.8836e-07 5.9368e-02 8.0705e-01 1.3358e-01
6666.30 3.1678e-07 5.3104e-02 8.0592e-01 1.4098e-01
7073.50 3.1285e-07 5.4085e-02 8.0334e-01 1.4258e-01
7505.58 3.0186e-07 5.3408e-02 7.9383e-01 1.5277e-01
7964.05 3.5595e-07 6.1291e-02 7.9135e-01 1.4736e-01
8450.53 8.2818e-07 1.1091e-01 7.5887e-01 1.3022e-01
8966.72 1.9097e-06 1.9698e-01 6.9440e-01 1.0862e-01
9514.44 4.4011e-06 3.4350e-01 5.7499e-01 8.1501e-02
10095.62 9.7771e-06 4.7125e-01 4.6919e-01 5.9557e-02
10712.30 1.6365e-05 5.5763e-01 3.9590e-01 4.6456e-02
11366.65 2.5693e-05 6.3434e-01 3.2892e-01 3.6718e-02
12061.10 2.8804e-05 6.4151e-01 3.2204e-01 3.6426e-02
12793.43 2.9935e-05 6.4027e-01 3.2313e-01 3.6565e-02
13528.61 2.5658e-05 6.6571e-01 2.9861e-01 3.5656e-02
14194.74 2.3288e-05 6.3894e-01 3.2106e-01 3.9970e-02
14757.77 1.8185e-05 5.6899e-01 3.8393e-01 4.7062e-02
15240.48 2.5213e-05 6.2258e-01 3.4164e-01 3.5757e-02
15646.99 3.9159e-05 6.6544e-01 3.1398e-01 2.0539e-02
15960.30 5.3418e-05 7.6253e-01 2.2635e-01 1.1071e-02
16187.41 6.8796e-05 7.7160e-01 2.1964e-01 8.6930e-03
16354.17 7.9893e-05 7.7587e-01 2.1565e-01 8.4014e-03
16484.18 5.2452e-05 7.3844e-01 2.5137e-01 1.0140e-02
16593.12 3.2123e-05 5.7240e-01 4.0964e-01 1.7931e-02
16691.99 2.4316e-05 5.6943e-01 4.1005e-01 2.0502e-02
16788.59 4.0808e-05 6.7294e-01 3.0961e-01 1.7404e-02
16888.37 1.7902e-05 4.5252e-01 5.0547e-01 4.1998e-02
16998.79 2.7814e-05 5.2297e-01 4.4979e-01 2.7205e-02
17146.37 2.5967e-05 5.8991e-01 3.8408e-01 2.5987e-02
17415.23 1.2285e-05 3.4177e-01 6.1610e-01 4.2115e-02
17888.12 1.0240e-05 3.0661e-01 6.3396e-01 5.9424e-02
18532.37 5.5293e-06 2.2384e-01 6.8942e-01 8.6730e-02
19260.76 4.1920e-06 1.9431e-01 7.1888e-01 8.6800e-02
20034.10 3.0280e-06 1.5860e-01 7.3577e-01 1.0562e-01
20838.00 1.8041e-06 1.0822e-01 7.5653e-01 1.3524e-01
21647.97 1.1013e-06 8.9175e-02 7.2515e-01 1.8567e-01
22447.94 1.3508e-06 1.3162e-01 6.8465e-01 1.8373e-01
23245.88 1.0090e-06 1.3235e-01 6.3895e-01 2.2869e-01
24052.47 7.1599e-07 9.9119e-02 6.1488e-01 2.8600e-01
24867.72 9.2678e-07 1.8312e-01 5.3678e-01 2.8010e-01
25698.86 3.1030e-07 6.4258e-02 4.8427e-01 4.5147e-01
26587.16 3.3256e-07 5.5377e-02 4.5064e-01 4.9399e-01
27637.54 5.6943e-07 1.3299e-01 4.6385e-01 4.0316e-01
28986.97 1.9864e-07 5.7568e-02 4.8764e-01 4.5480e-01
#TIME: 213.89
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
1060.83 2.9737e-04 9.1902e-01 7.8285e-02 2.3954e-03
1919.29 2.4840e-04 9.2482e-01 7.2856e-02 2.0745e-03
2581.60 1.3062e-04 8.9255e-01 1.0350e-01 3.8246e-03
3084.17 9.2206e-05 8.2770e-01 1.6444e-01 7.7704e-03
3472.46 5.8553e-05 7.3532e-01 2.4960e-01 1.5025e-02
3909.64 3.1938e-05 6.1610e-01 3.5581e-01 2.8055e-02
4148.46 2.7691e-05 6.3106e-01 3.4107e-01 2.7840e-02
4670.75 2.5420e-05 6.6088e-01 3.1414e-01 2.4955e-02
4956.05 1.5149e-05 5.7775e-01 3.8662e-01 3.5622e-02
5258.79 5.8573e-06 3.6743e-01 5.7040e-01 6.2162e-02
5580.02 2.0352e-06 1.8016e-01 7.2836e-01 9.1469e-02
5920.87 6.2922e-07 7.9921e-02 8.0098e-01 1.1909e-01
6282.54 3.8442e-07 5.9036e-02 8.0555e-01 1.3542e-01
6666.30 3.0532e-07 4.8539e-02 8.1105e-01 1.4041e-01
7073.50 3.3995e-07 5.4964e-02 8.0017e-01 1.4486e-01
7505.58 2.8976e-07 5.2059e-02 7.9955e-01 1.4839e-01
7964.05 3.6391e-07 6.1038e-02 7.8842e-01 1.5055e-01
8450.53 8.9885e-07 1.1456e-01 7.5534e-01 1.3010e-01
8966.72 2.1332e-06 2.1209e-01 6.8159e-01 1.0632e-01
9514.44 4.7254e-06 3.4747e-01 5.7166e-01 8.0869e-02
10095.62 9.6786e-06 4.6429e-01 4.7570e-01 5.9998e-02
10712.30 1.8068e-05 5.7511e-01 3.8023e-01 4.4650e-02
11366.65 2.5557e-05 6.2498e-01 3.3728e-01 3.7715e-02
12061.10 2.9546e-05 6.5735e-01 3.0753e-01 3.5095e-02
12793.43 2.8612e-05 6.4769e-01 3.1600e-01 3.6286e-02
13528.61 2.7804e-05 6.6130e-01 3.0328e-01 3.5389e-02
14194.74 2.6033e-05 6.4043e-01 3.2030e-01 3.9240e-02
14757.77 2.0448e-05 5.9918e-01 3.5680e-01 4.3996e-02
15240.48 2.2353e-05 6.5483e-01 3.1188e-01 3.3267e-02
15646.99 3.6499e-05 7.2031e-01 2.6028e-01 1.9382e-02
15960.30 6.0023e-05 7.7889e-01 2.1098e-01 1.0073e-02
16187.41 6.5524e-05 7.6493e-01 2.2595e-01 9.0590e-03
16354.17 6.8885e-05 7.5807e-01 2.3388e-01 7.9854e-03
16484.18 6.1969e-05 7.5277e-01 2.3761e-01 9.5559e-03
16593.12 4.0010e-05 5.9010e-01 3.9148e-01 1.8380e-02
16691.99 3.6070e-05 6.4412e-01 3.3865e-01 1.7188e-02
16788.59 2.5416e-05 5.6841e-01 4.0760e-01 2.3962e-02
16888.37 1.8984e-05 3.8454e-01 5.8344e-01 3.2000e-02
16998.79 2.4882e-05 4.9794e-01 4.7351e-01 2.8532e-02
17146.37 2.2456e-05 4.5799e-01 5.0158e-01 4.0412e-02
17415.23 1.2346e-05 3.5965e-01 5.9511e-01 4.5222e-02
17888.12 1.2376e-05 3.5249e-01 5.9498e-01 5.2517e-02
18532.37 7.1413e-06 2.7701e-01 6.5599e-01 6.6990e-02
19260.76 4.3244e-06 1.7410e-01 7.3829e-01 8.7608e-02
20034.10 3.2561e-06 1.8309e-01 7.1574e-01 1.0116e-01
20838.00 2.1312e-06 1.3226e-01 7.1457e-01 1.5317e-01
21647.97 2.7356e-06 1.8261e-01 6.6260e-01 1.5478e-01
22447.94 9.6349e-07 8.8953e-02 6.2755e-01 2.8349e-01
23245.88 9.0162e-07 1.0052e-01 6.8968e-01 2.0979e-01
24052.47 1.0722e-06 1.4754e-01 6.0236e-01 2.5010e-01
24867.72 1.4164e-06 2.1141e-01 5.3459e-01 2.5400e-01
25698.86 3.7403e-07 7.6335e-02 5.7847e-01 3.4519e-01
26587.16 3.6664e-07 8.3331e-02 5.4252e-01 3.7415e-01
27637.54 2.2442e-07 6.6871e-02 4.9423e-01 4.3890e-01
28986.97 2.9463e-07 7.6001e-02 4.5079e-01 4.7321e-01
#TIME: 216.97
#NVEL 78
#vel_mid[km/s] si0 si1 si2 si3
1060.83 2.9872e-04 9.2346e-01 7.3970e-02 2.2693e-03
1919.29 2.4207e-04 9.2620e-01 7.1535e-02 2.0184e-03
2581.60 1.3437e-04 8.9486e-01 1.0128e-01 3.7267e-03
3084.17 1.0218e-04 8.2552e-01 1.6657e-01 7.8074e-03
3472.46 6.0307e-05 7.3233e-01 2.5245e-01 1.5163e-02
3909.64 3.1636e-05 6.1392e-01 3.5804e-01 2.8006e-02
4148.46 2.9219e-05 6.3717e-01 3.3549e-01 2.7307e-02
4670.75 2.6493e-05 6.5486e-01 3.1973e-01 2.5386e-02
4956.05 1.3852e-05 5.5315e-01 4.0974e-01 3.7096e-02
5258.79 6.5454e-06 3.8737e-01 5.5278e-01 5.9842e-02
5580.02 2.0006e-06 1.8089e-01 7.2763e-01 9.1483e-02
5920.87 6.5986e-07 7.6070e-02 8.0691e-01 1.1702e-01
6282.54 4.5028e-07 6.1402e-02 8.0407e-01 1.3453e-01
6666.30 3.6099e-07 5.5946e-02 8.0422e-01 1.3983e-01
7073.50 3.2653e-07 5.3408e-02 8.0336e-01 1.4323e-01
7505.58 3.4111e-07 5.6766e-02 7.9626e-01 1.4698e-01
7964.05 4.1090e-07 6.4357e-02 7.8743e-01 1.4822e-01
8450.53 9.7423e-07 1.2073e-01 7.5016e-01 1.2911e-01
8966.72 2.1024e-06 2.0697e-01 6.8644e-01 1.0658e-01
9514.44 4.9809e-06 3.4983e-01 5.6894e-01 8.1222e-02
10095.62 1.0179e-05 4.6896e-01 4.7120e-01 5.9828e-02
10712.30 1.8643e-05 5.8142e-01 3.7474e-01 4.3827e-02
11366.65 2.6274e-05 6.2027e-01 3.4231e-01 3.7391e-02
12061.10 2.6346e-05 6.4927e-01 3.1546e-01 3.5249e-02
12793.43 3.1110e-05 6.4448e-01 3.1960e-01 3.5897e-02
13528.61 2.9468e-05 6.7101e-01 2.9455e-01 3.4412e-02
14194.74 2.4557e-05 6.4340e-01 3.1823e-01 3.8344e-02
