#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
2.2843e+03 3.3598e-25 1.0044e-16 1.7471e-09 2.7595e-04 3.0417e-01 6.9155e-01 3.9990e-03
2.4277e+03 2.0386e-26 7.1876e-18 1.7874e-10 5.1721e-05 1.2619e-01 8.5511e-01 1.8654e-02
2.5802e+03 2.7144e-27 1.0828e-18 3.4381e-11 1.5027e-05 6.2879e-02 8.8971e-01 4.7396e-02
2.7422e+03 1.0281e-27 4.4405e-19 1.5989e-11 8.4807e-06 4.5315e-02 8.8536e-01 6.9316e-02
2.9144e+03 1.6616e-27 7.3292e-19 2.5708e-11 1.2398e-05 5.7184e-02 8.9064e-01 5.2164e-02
3.0973e+03 1.9946e-26 8.2811e-18 2.2596e-10 6.5343e-05 1.4839e-01 8.3760e-01 1.3935e-02
3.2918e+03 1.8723e-24 7.0124e-16 1.1181e-08 1.1213e-03 5.9108e-01 4.0730e-01 4.9885e-04
3.4986e+03 1.9812e-22 6.1509e-14 4.5580e-07 1.1503e-02 9.4309e-01 4.5404e-02 2.0899e-06
3.7182e+03 2.7930e-20 5.7828e-12 1.5943e-05 8.4162e-02 9.1318e-01 2.6445e-03 4.0190e-09
3.9517e+03 8.6253e-18 1.1874e-09 9.1689e-04 5.9320e-01 4.0586e-01 2.2701e-05 2.7667e-13
4.1999e+03 3.0651e-15 3.1273e-07 3.9218e-02 9.5341e-01 7.3736e-03 5.0980e-10 1.5770e-21
4.4636e+03 2.4754e-13 1.6201e-05 4.0258e-01 5.9730e-01 1.0364e-04 2.4812e-14 7.3274e-29
4.7438e+03 3.9998e-12 1.5107e-04 8.7933e-01 1.2052e-01 8.5084e-07 1.8098e-18 1.6994e-35
5.0416e+03 1.7818e-11 4.5421e-04 9.7348e-01 2.6064e-02 2.0218e-08 1.6437e-21 2.9125e-40
5.3582e+03 3.7517e-11 7.9083e-04 9.8852e-01 1.0694e-02 2.3867e-09 3.0102e-23 5.4931e-43
5.6947e+03 5.5048e-11 1.0688e-03 9.9257e-01 6.3617e-03 6.8077e-10 2.8068e-24 1.2612e-44
6.0522e+03 8.2755e-11 1.4655e-03 9.9484e-01 3.6917e-03 1.8357e-10 2.3666e-25 0.0000e+00
6.4323e+03 1.5266e-10 2.3420e-03 9.9601e-01 1.6461e-03 2.6335e-11 6.0994e-27 0.0000e+00
6.8362e+03 3.6480e-10 4.5070e-03 9.9496e-01 5.3781e-04 1.8009e-12 3.9483e-29 0.0000e+00
7.2654e+03 1.1939e-09 1.0660e-02 9.8921e-01 1.2738e-04 5.8149e-14 6.5054e-32 0.0000e+00
7.7216e+03 5.7891e-09 3.2803e-02 9.6718e-01 1.9255e-05 6.6031e-16 1.5799e-35 0.0000e+00
8.2065e+03 5.7433e-08 1.6239e-01 8.3761e-01 9.9137e-07 6.6765e-19 4.6935e-41 0.0000e+00
8.7177e+03 9.6860e-07 8.1838e-01 1.8162e-01 1.3091e-09 6.7747e-25 0.0000e+00 0.0000e+00
9.2147e+03 1.0810e-05 9.9905e-01 9.3850e-04 1.1881e-15 3.3152e-36 0.0000e+00 0.0000e+00
9.6291e+03 6.9180e-05 9.9992e-01 9.2998e-06 8.3594e-21 1.4013e-45 0.0000e+00 0.0000e+00
9.9539e+03 2.9294e-04 9.9971e-01 2.1733e-07 5.1669e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 9.7746e-04 9.9902e-01 8.8646e-09 1.3345e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.4794e-03 9.9652e-01 3.1110e-10 2.3907e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.5038e-02 9.8496e-01 7.0939e-12 1.5008e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 7.6426e-02 9.2357e-01 9.0665e-14 2.3542e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.1569e-01 6.8431e-01 8.6745e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 6.9310e-01 3.0690e-01 6.0140e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 8.9241e-01 1.0759e-01 6.3355e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.6834e-01 3.1658e-02 5.8242e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 9.9086e-01 9.1404e-03 6.0319e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.9735e-01 2.6491e-03 6.0238e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 9.9904e-01 9.5959e-04 1.0177e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 9.9962e-01 3.7931e-04 2.5084e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.9990e-01 9.5182e-05 1.1873e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 9.9999e-01 1.3825e-05 6.8723e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 1.6911e-06 2.1639e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 1.5299e-07 2.2127e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 2.1322e-08 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 3.1575e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 5.8784e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 2.3693e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 5.8152e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 3.8839e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 9.0875e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 6.1080e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 2.4039e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 8.1733e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 1.1087e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 3.3503e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.1573e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 1.4843e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 1.2869e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.7349e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 6.5605e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.6913e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.0613e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 2.0939e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 5.6947e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.6754e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 2.5994e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.0553e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 8.4455e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 6.0581e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 9.3942e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 3.4829e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.1076e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 3.2312e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 1.0639e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 1.2686e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.3285e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 2.1698e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 1.9903e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.1887e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 2.7148e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 2.4539e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.5997e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 3.1355e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.4833e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.9640e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.9502e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 2.9977e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 8.1529e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 2.2699e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 5.4620e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 1.7628e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 5.0824e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.1782e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 8.4526e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 5.2841e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 6.0068e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 1.7078e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 2.0335e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.9087
#NVEL: 115
#vel_mid[km/s] o0 o1 o2 o3 o4 o5 o6
4.2577e+02 7.8152e-15 6.4352e-06 4.8879e-01 5.1119e-01 1.6934e-05 6.9207e-17 6.8716e-34
8.5779e+02 2.3193e-11 3.6578e-04 9.3945e-01 6.0182e-02 2.0907e-07 2.4066e-19 1.3034e-36
8.7843e+02 2.3268e-12 6.0795e-05 6.1708e-01 3.8283e-01 2.8345e-05 3.0071e-15 4.0378e-30
9.1772e+02 1.5142e-13 6.1415e-06 1.9783e-01 8.0144e-01 7.1820e-04 2.9195e-12 3.3123e-25
9.7304e+02 3.2418e-14 1.6233e-06 9.1144e-02 9.0620e-01 2.6576e-03 6.0508e-11 5.5853e-23
1.0350e+03 1.7778e-14 9.6222e-07 6.6600e-02 9.2914e-01 4.2602e-03 1.8553e-10 3.7719e-22
1.1000e+03 1.4071e-14 7.8489e-07 5.8893e-02 9.3601e-01 5.0956e-03 2.8460e-10 7.8319e-22
1.1690e+03 9.3535e-15 5.4987e-07 4.7464e-02 9.4561e-01 6.9303e-03 5.9518e-10 2.7650e-21
1.2425e+03 3.8355e-15 2.5001e-07 2.9214e-02 9.5723e-01 1.3558e-02 3.0376e-09 4.5483e-20
1.3205e+03 8.1492e-16 6.1500e-08 1.2040e-02 9.4493e-01 4.3030e-02 5.3448e-08 6.5368e-18
1.4033e+03 1.1901e-16 1.0404e-08 3.7421e-03 8.3950e-01 1.5676e-01 1.5486e-06 2.4274e-15
1.4915e+03 1.6408e-17 1.6376e-09 1.0248e-03 5.9753e-01 4.0142e-01 2.5741e-05 4.0294e-13
1.5852e+03 2.1818e-18 2.5000e-10 2.5417e-04 3.3510e-01 6.6445e-01 2.0266e-04 2.1476e-11
1.6847e+03 2.2113e-19 2.9606e-11 4.9253e-05 1.4675e-01 8.5200e-01 1.2023e-03 8.2985e-10
1.7904e+03 1.8381e-20 2.9170e-12 8.0246e-06 5.4656e-02 9.3919e-01 6.1491e-03 2.7661e-08
1.9028e+03 1.5069e-21 2.8417e-13 1.2738e-06 1.9364e-02 9.5323e-01 2.7400e-02 7.4979e-07
2.0223e+03 1.2703e-22 2.7869e-14 1.9719e-07 6.4877e-03 8.8620e-01 1.0730e-01 1.7065e-05
2.1493e+03 9.1294e-24 2.3523e-15 2.5966e-08 1.8155e-03 6.7091e-01 3.2699e-01 2.8524e-04
2.2843e+03 4.9988e-25 1.5296e-16 2.5825e-09 3.7101e-04 3.5385e-01 6.4298e-01 2.7911e-03
2.4277e+03 3.1101e-26 1.1217e-17 2.7185e-10 7.1883e-05 1.5260e-01 8.3354e-01 1.3794e-02
2.5802e+03 4.1197e-27 1.6832e-18 5.2337e-11 2.1021e-05 7.7042e-02 8.8671e-01 3.6222e-02
2.7422e+03 1.5546e-27 6.8809e-19 2.4317e-11 1.1883e-05 5.5792e-02 8.9046e-01 5.3734e-02
2.9144e+03 2.5590e-27 1.1553e-18 3.9630e-11 1.7519e-05 7.0547e-02 8.8970e-01 3.9739e-02
3.0973e+03 3.1557e-26 1.3384e-17 3.5388e-10 9.2653e-05 1.8089e-01 8.0902e-01 9.9983e-03
3.2918e+03 2.6833e-24 1.0323e-15 1.5897e-08 1.4380e-03 6.4818e-01 3.5007e-01 3.1394e-04
3.4986e+03 2.7095e-22 8.6276e-14 6.1153e-07 1.3758e-02 9.5112e-01 3.5124e-02 1.1534e-06
3.7182e+03 3.9411e-20 8.3437e-12 2.1735e-05 1.0044e-01 8.9761e-01 1.9240e-03 1.9970e-09
3.9517e+03 1.1774e-17 1.6521e-09 1.1830e-03 6.4886e-01 3.4994e-01 1.3525e-05 1.0343e-13
4.1999e+03 3.9951e-15 4.0971e-07 4.6916e-02 9.4746e-01 5.6244e-03 2.5755e-10 4.7602e-22
4.4636e+03 2.9482e-13 1.9393e-05 4.4412e-01 5.5579e-01 7.5323e-05 1.2205e-14 2.2129e-29
4.7438e+03 4.6422e-12 1.7343e-04 9.0085e-01 9.8973e-02 5.0858e-07 6.5919e-19 3.3478e-36
5.0416e+03 2.0878e-11 5.2237e-04 9.7916e-01 2.0313e-02 1.0920e-08 5.0208e-22 4.3938e-41
5.3582e+03 4.5100e-11 9.2597e-04 9.9106e-01 8.0154e-03 1.1784e-09 7.7826e-24 6.4460e-44
5.6947e+03 6.7461e-11 1.2686e-03 9.9408e-01 4.6493e-03 3.1664e-10 6.4924e-25 1.4013e-45
6.0522e+03 1.0329e-10 1.7616e-03 9.9560e-01 2.6384e-03 8.0988e-11 4.9619e-26 0.0000e+00
6.4323e+03 1.9628e-10 2.8713e-03 9.9599e-01 1.1389e-03 1.0763e-11 1.1107e-27 0.0000e+00
6.8362e+03 4.8738e-10 5.6626e-03 9.9398e-01 3.5824e-04 6.7345e-13 6.1163e-30 0.0000e+00
7.2654e+03 1.5954e-09 1.3360e-02 9.8656e-01 8.5161e-05 2.1976e-14 1.0314e-32 0.0000e+00
7.7216e+03 7.9151e-09 4.1679e-02 9.5831e-01 1.2407e-05 2.3009e-16 2.1656e-36 0.0000e+00
8.2065e+03 8.0633e-08 2.0778e-01 7.9222e-01 5.5973e-07 1.8011e-19 4.1436e-42 0.0000e+00
8.7177e+03 1.1873e-06 8.7421e-01 1.2579e-01 4.3819e-10 7.9829e-26 0.0000e+00 0.0000e+00
9.2147e+03 1.1929e-05 9.9930e-01 6.8375e-04 5.1072e-16 6.6559e-37 0.0000e+00 0.0000e+00
9.6291e+03 7.1077e-05 9.9992e-01 7.9694e-06 5.4416e-21 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 2.9544e-04 9.9970e-01 1.9485e-07 3.7795e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 9.8742e-04 9.9901e-01 7.9122e-09 9.6538e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.4059e-03 9.9659e-01 3.0005e-10 2.1078e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.4719e-02 9.8528e-01 6.8529e-12 1.3286e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 7.4380e-02 9.2562e-01 8.9506e-14 2.1974e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.1576e-01 6.8424e-01 7.9061e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 6.9320e-01 3.0680e-01 5.4762e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 8.9760e-01 1.0240e-01 4.7108e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.6729e-01 3.2709e-02 5.9955e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 9.9030e-01 9.7002e-03 6.8055e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.9720e-01 2.8013e-03 6.6996e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 9.9892e-01 1.0816e-03 1.4217e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 9.9957e-01 4.3098e-04 3.6084e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.9989e-01 1.0588e-04 1.5828e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 9.9998e-01 1.8454e-05 1.7524e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 2.0958e-06 4.2632e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.6498e-07 1.4929e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 2.8785e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 4.7934e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 1.2921e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 2.9645e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 1.1506e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 4.0902e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 1.6750e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.5744e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 7.6429e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 2.4236e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 2.0300e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 9.6398e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 2.8529e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 4.6292e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 4.8493e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.7702e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.7339e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 2.2878e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 4.0187e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.5838e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 5.5970e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 2.8188e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 2.4986e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.5220e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 2.1106e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 2.3799e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 3.6951e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 1.0275e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 9.6225e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 1.5566e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.1836e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 2.2662e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.0733e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.7060e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 3.7207e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 5.6494e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 7.2879e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.7531e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.2588e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 4.2078e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.4612e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 6.1785e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.1210e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
