#NTIMES: 200
#NSTAGES: 5
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
3.0973e+03 6.2627e+04 3.5177e+12 1.3378e-27 1.6426e-19 8.4765e-12 2.0764e-05 9.9998e-01
3.2918e+03 5.6773e+04 2.7981e+12 1.2972e-26 1.3777e-18 5.2032e-11 6.0856e-05 9.9994e-01
3.4986e+03 5.0961e+04 2.3354e+12 2.9129e-25 2.4812e-17 5.7987e-10 2.4876e-04 9.9975e-01
3.7182e+03 4.6486e+04 2.4797e+12 1.2647e-23 7.3144e-16 8.6474e-09 1.1591e-03 9.9884e-01
3.9517e+03 4.1294e+04 2.3977e+12 1.5547e-21 6.2194e-14 3.1189e-07 9.0647e-03 9.9094e-01
4.1999e+03 3.3967e+04 1.3146e+12 1.4537e-18 5.5673e-11 8.8957e-05 2.2874e-01 7.7117e-01
4.4636e+03 2.9521e+04 9.4872e+11 1.8832e-16 6.2131e-09 3.1636e-03 8.6996e-01 1.2688e-01
4.7438e+03 2.6927e+04 8.6201e+11 3.9522e-15 1.0309e-07 2.0277e-02 9.6703e-01 1.2693e-02
5.0416e+03 2.5471e+04 8.1992e+11 2.6034e-14 5.7640e-07 6.1231e-02 9.3618e-01 2.5842e-03
5.3582e+03 2.4747e+04 7.7203e+11 6.2748e-14 1.3138e-06 1.0403e-01 8.9486e-01 1.1094e-03
5.6947e+03 2.4312e+04 7.1795e+11 9.6632e-14 2.0224e-06 1.3825e-01 8.6108e-01 6.7187e-04
6.0522e+03 2.3826e+04 6.6816e+11 1.6568e-13 3.4123e-06 1.9307e-01 8.0657e-01 3.5723e-04
6.4323e+03 2.3177e+04 6.0260e+11 3.3896e-13 6.8220e-06 2.9616e-01 7.0369e-01 1.3999e-04
6.8362e+03 2.2275e+04 5.2289e+11 8.8776e-13 1.7003e-05 4.9493e-01 5.0502e-01 3.0455e-05
7.2654e+03 2.1284e+04 4.5552e+11 2.4118e-12 4.1845e-05 7.3520e-01 2.6475e-01 3.7211e-06
7.7216e+03 2.0102e+04 3.9928e+11 7.6242e-12 1.0822e-04 9.2202e-01 7.7869e-02 1.4748e-07
8.2065e+03 1.8625e+04 3.4913e+11 3.3693e-11 3.3327e-04 9.8927e-01 1.0396e-02 1.1317e-09
8.7177e+03 1.6527e+04 2.7602e+11 3.9737e-10 1.9894e-03 9.9771e-01 2.9684e-04 2.4660e-13
9.2147e+03 1.3731e+04 1.9151e+11 3.7948e-08 4.7012e-02 9.5299e-01 4.4375e-07 5.6185e-20
9.6291e+03 1.1422e+04 1.6179e+11 5.5828e-06 8.0561e-01 1.9438e-01 1.5461e-11 1.6729e-29
9.9539e+03 1.0224e+04 1.2993e+11 2.5321e-05 9.8619e-01 1.3785e-02 3.7083e-15 1.8396e-36
1.0246e+04 9.3692e+03 1.0594e+11 8.2160e-05 9.9885e-01 1.0667e-03 1.6734e-18 7.9173e-43
1.0542e+04 8.6733e+03 8.9226e+10 2.3561e-04 9.9966e-01 1.0360e-04 1.5455e-21 0.0000e+00
1.0840e+04 7.9964e+03 7.9492e+10 8.6221e-04 9.9913e-01 6.3319e-06 3.8760e-25 0.0000e+00
1.1119e+04 7.3658e+03 7.2441e+10 3.5557e-03 9.9644e-01 3.0260e-07 4.8308e-29 0.0000e+00
1.1356e+04 6.8212e+03 6.5909e+10 1.4688e-02 9.8531e-01 1.3822e-08 5.3278e-33 0.0000e+00
1.1540e+04 6.3862e+03 5.6837e+10 4.8674e-02 9.5133e-01 8.6751e-10 1.4793e-36 0.0000e+00
1.1677e+04 6.0349e+03 4.7848e+10 1.3466e-01 8.6534e-01 6.3899e-11 7.1797e-40 0.0000e+00
1.1784e+04 5.7443e+03 4.2679e+10 3.1404e-01 6.8596e-01 4.6618e-12 4.6523e-43 0.0000e+00
1.1876e+04 5.4852e+03 3.8631e+10 5.6681e-01 4.3319e-01 2.9150e-13 0.0000e+00 0.0000e+00
1.1964e+04 5.2382e+03 3.2718e+10 7.8418e-01 2.1582e-01 1.4152e-14 0.0000e+00 0.0000e+00
1.2056e+04 5.0084e+03 2.3068e+10 9.0255e-01 9.7446e-02 6.0711e-16 0.0000e+00 0.0000e+00
1.2170e+04 4.8074e+03 1.7067e+10 9.5707e-01 4.2930e-02 3.0147e-17 0.0000e+00 0.0000e+00
1.2360e+04 4.5558e+03 1.2271e+10 9.8767e-01 1.2326e-02 4.0470e-19 0.0000e+00 0.0000e+00
1.2670e+04 4.2260e+03 7.6850e+09 9.9842e-01 1.5812e-03 3.9475e-22 0.0000e+00 0.0000e+00
1.3075e+04 3.8817e+03 4.2986e+09 9.9988e-01 1.2095e-04 6.8427e-26 0.0000e+00 0.0000e+00
1.3530e+04 3.5805e+03 2.5165e+09 9.9998e-01 1.6428e-05 7.4214e-29 0.0000e+00 0.0000e+00
1.4013e+04 3.3678e+03 1.4660e+09 1.0000e+00 2.1213e-06 6.7902e-32 0.0000e+00 0.0000e+00
1.4509e+04 3.1817e+03 8.2321e+08 1.0000e+00 4.2758e-07 2.3816e-34 0.0000e+00 0.0000e+00
1.5002e+04 3.0529e+03 4.2313e+08 1.0000e+00 8.7030e-08 7.7621e-37 0.0000e+00 0.0000e+00
1.5476e+04 2.9548e+03 2.6044e+08 1.0000e+00 3.6273e-08 2.9072e-38 0.0000e+00 0.0000e+00
1.5924e+04 2.8395e+03 1.4529e+08 1.0000e+00 1.4196e-08 7.9897e-40 0.0000e+00 0.0000e+00
1.6356e+04 2.8386e+03 1.4273e+08 1.0000e+00 3.2783e-08 1.0745e-38 0.0000e+00 0.0000e+00
1.6776e+04 2.7724e+03 5.8189e+07 1.0000e+00 4.1608e-09 6.0956e-42 0.0000e+00 0.0000e+00
1.7184e+04 2.6728e+03 4.5697e+07 1.0000e+00 3.6439e-09 3.0618e-42 0.0000e+00 0.0000e+00
1.7580e+04 2.6216e+03 2.7579e+07 1.0000e+00 1.0583e-09 3.6434e-44 0.0000e+00 0.0000e+00
1.7990e+04 2.6827e+03 1.8704e+07 1.0000e+00 4.5883e-10 1.4013e-45 0.0000e+00 0.0000e+00
1.8458e+04 2.6792e+03 4.7904e+07 1.0000e+00 5.7294e-07 2.4152e-35 0.0000e+00 0.0000e+00
1.9085e+04 2.6812e+03 8.0800e+06 1.0000e+00 5.2033e-11 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.2190e+03 5.1177e+06 1.0000e+00 8.6683e-09 3.8774e-42 0.0000e+00 0.0000e+00
2.1194e+04 2.0837e+03 8.7069e+05 1.0000e+00 2.9554e-10 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.5178e+03 6.8953e+05 1.0000e+00 4.6103e-06 1.3736e-34 0.0000e+00 0.0000e+00
2.3943e+04 2.1479e+03 4.5646e+04 1.0000e+00 2.0624e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.2060e+03 3.2073e+04 1.0000e+00 7.2673e-10 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.1015e+03 1.8802e+04 1.0000e+00 1.2709e-09 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.0571e+03 6.6363e+03 1.0000e+00 4.1200e-10 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.9612e+03 2.1612e+03 1.0000e+00 7.2453e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8953e+03 6.4142e+02 1.0000e+00 7.1879e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.7576e+03 4.4368e+02 1.0000e+00 8.3757e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.8393e+03 3.0770e+02 1.0000e+00 6.3759e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.7091e+03 1.6030e+02 1.0000e+00 1.2350e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.6850e+03 8.2264e+01 1.0000e+00 3.1920e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.6801e+03 6.0144e+01 1.0000e+00 4.9136e-15 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.9160e+03 3.5110e+01 1.0000e+00 3.1141e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.6498e+03 2.6266e+01 1.0000e+00 9.4209e-15 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.6281e+03 1.7067e+01 1.0000e+00 4.2216e-15 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.6832e+03 1.1883e+01 1.0000e+00 2.4313e-14 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.9176e+03 6.0317e+01 1.0000e+00 1.8959e-09 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.7267e+03 6.2945e+00 1.0000e+00 3.8929e-13 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.7097e+03 3.2588e+00 1.0000e+00 6.8635e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.6822e+03 4.1441e+02 9.7818e-01 2.1821e-02 1.0495e-26 0.0000e+00 0.0000e+00
4.9550e+04 1.9416e+03 1.5360e+01 1.0000e+00 7.2846e-09 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.5842e+03 1.0051e+00 1.0000e+00 1.7631e-15 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.6077e+03 6.7497e-01 1.0000e+00 1.6036e-15 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.7017e+03 7.1249e-01 1.0000e+00 6.6427e-13 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0585e+04 8.2462e+03 1.2251e-19 2.9386e-07 9.9918e-01 8.2447e-04 7.4603e-15
5.6562e+04 2.6164e+03 7.0383e+01 9.5768e-01 4.2323e-02 1.1794e-26 0.0000e+00 0.0000e+00
5.8030e+04 1.6334e+03 1.7952e-01 1.0000e+00 9.8988e-14 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.6151e+03 1.0162e-01 1.0000e+00 4.1631e-15 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.1557e+03 1.0491e+00 9.9996e-01 4.4123e-05 4.1754e-38 0.0000e+00 0.0000e+00
6.2466e+04 1.7178e+03 4.5120e-02 1.0000e+00 4.3791e-17 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.8169e+03 3.4081e-02 1.0000e+00 1.1516e-15 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.7038e+03 6.3831e-02 1.0000e+00 1.5792e-12 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.7231e+03 5.7772e-02 1.0000e+00 2.8743e-12 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.8453e+03 1.5404e-01 1.0000e+00 4.4837e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.5075e+03 4.3782e+00 9.4727e-01 5.2728e-02 1.0411e-27 0.0000e+00 0.0000e+00
6.9460e+04 2.1124e+03 1.4640e-01 9.9997e-01 3.1435e-05 1.5374e-39 0.0000e+00 0.0000e+00
6.9745e+04 1.6728e+03 1.1227e-02 1.0000e+00 2.5296e-14 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.6453e+03 1.0210e-02 1.0000e+00 1.3293e-14 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.6382e+03 9.9012e-03 1.0000e+00 9.8559e-15 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.6335e+03 9.6434e-03 1.0000e+00 7.7067e-15 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.6135e+03 5.9272e-03 1.0000e+00 1.2290e-13 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.33802225711
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
4.2577e+02 2.5690e+04 2.6722e+10 5.9792e-19 4.2206e-10 1.5482e-03 8.9726e-01 1.0119e-01
8.5779e+02 2.7533e+04 2.3173e+12 2.8624e-14 3.0706e-07 3.0839e-02 9.5914e-01 1.0022e-02
8.7843e+02 3.0401e+04 2.4571e+12 1.0552e-15 1.5120e-08 4.3093e-03 8.7661e-01 1.1908e-01
9.1772e+02 3.2943e+04 2.5030e+12 5.1009e-17 9.3880e-10 6.0348e-04 5.1318e-01 4.8622e-01
9.7304e+02 3.4028e+04 2.5337e+12 1.4107e-17 2.8361e-10 2.4344e-04 3.4499e-01 6.5476e-01
1.0350e+03 3.4323e+04 2.5459e+12 1.0031e-17 2.0600e-10 1.9009e-04 3.0643e-01 6.9338e-01
1.1000e+03 3.4463e+04 2.5500e+12 8.5800e-18 1.7798e-10 1.6971e-04 2.8992e-01 7.0991e-01
1.1690e+03 3.4751e+04 2.5590e+12 6.0506e-18 1.2835e-10 1.3157e-04 2.5545e-01 7.4442e-01
1.2425e+03 3.5575e+04 2.6314e+12 2.2479e-18 5.0088e-11 6.2386e-05 1.7325e-01 8.2669e-01
1.3205e+03 3.7251e+04 2.8857e+12 3.6521e-19 8.6311e-12 1.4962e-05 7.8811e-02 9.2117e-01
1.4033e+03 3.9561e+04 3.2366e+12 3.6060e-20 9.2485e-13 2.4020e-06 2.7747e-02 9.7225e-01
1.4915e+03 4.1788e+04 3.4813e+12 4.2087e-21 1.2040e-13 4.5489e-07 1.0648e-02 9.8935e-01
1.5852e+03 4.3816e+04 3.6058e+12 6.3231e-22 2.0514e-14 1.0823e-07 4.6626e-03 9.9534e-01
1.6847e+03 4.5993e+04 3.7098e+12 9.5784e-23 3.5718e-15 2.6220e-08 2.0628e-03 9.9794e-01
1.7904e+03 4.8441e+04 3.8234e+12 1.4140e-23 6.1343e-16 6.2656e-09 9.0488e-04 9.9910e-01
1.9028e+03 5.0951e+04 3.9102e+12 2.2910e-24 1.1654e-16 1.6264e-09 4.1660e-04 9.9958e-01
2.0223e+03 5.3746e+04 4.0166e+12 3.7245e-25 2.2417e-17 4.2500e-10 1.9236e-04 9.9981e-01
2.1493e+03 5.6767e+04 4.0508e+12 5.7817e-26 4.2348e-18 1.1020e-10 8.8631e-05 9.9991e-01
2.2843e+03 5.9976e+04 4.0887e+12 9.7065e-27 8.6805e-19 3.0507e-11 4.2365e-05 9.9996e-01
2.4277e+03 6.2839e+04 4.1299e+12 2.3032e-27 2.4381e-19 1.0897e-11 2.3421e-05 9.9998e-01
2.5802e+03 6.4959e+04 4.1362e+12 8.3518e-28 1.0034e-19 5.3221e-12 1.5509e-05 9.9998e-01
2.7422e+03 6.5801e+04 4.0106e+12 5.0294e-28 6.5459e-20 3.8212e-12 1.2877e-05 9.9999e-01
2.9144e+03 6.4950e+04 3.7331e+12 5.5514e-28 7.3881e-20 4.3405e-12 1.4007e-05 9.9999e-01
3.0973e+03 6.1855e+04 3.2856e+12 1.5011e-27 1.8816e-19 9.7347e-12 2.2712e-05 9.9998e-01
3.2918e+03 5.6074e+04 2.6173e+12 1.5059e-26 1.6328e-18 6.1402e-11 6.7575e-05 9.9993e-01
3.4986e+03 5.0377e+04 2.1812e+12 3.4267e-25 2.9953e-17 6.9466e-10 2.7864e-04 9.9972e-01
3.7182e+03 4.5937e+04 2.3240e+12 1.5659e-23 9.2739e-16 1.0754e-08 1.3257e-03 9.9867e-01
3.9517e+03 4.0786e+04 2.2387e+12 2.0532e-21 8.4391e-14 4.0978e-07 1.0701e-02 9.8930e-01
4.1999e+03 3.3582e+04 1.2309e+12 1.9469e-18 7.6712e-11 1.1710e-04 2.6504e-01 7.3484e-01
4.4636e+03 2.9227e+04 8.8946e+11 2.2434e-16 7.6191e-09 3.6979e-03 8.9030e-01 1.0600e-01
4.7438e+03 2.6641e+04 8.0753e+11 4.8548e-15 1.2969e-07 2.3911e-02 9.6619e-01 9.8989e-03
5.0416e+03 2.5171e+04 7.6699e+11 3.3430e-14 7.5381e-07 7.3792e-02 9.2431e-01 1.9020e-03
5.3582e+03 2.4436e+04 7.2047e+11 8.2567e-14 1.7555e-06 1.2669e-01 8.7253e-01 7.8106e-04
5.6947e+03 2.3994e+04 6.6858e+11 1.2960e-13 2.7481e-06 1.6963e-01 8.2991e-01 4.5531e-04
6.0522e+03 2.3508e+04 6.2079e+11 2.2130e-13 4.6156e-06 2.3507e-01 7.6469e-01 2.3519e-04
6.4323e+03 2.2864e+04 5.5836e+11 4.4296e-13 9.0261e-06 3.5223e-01 6.4768e-01 8.8664e-05
6.8362e+03 2.1976e+04 4.8338e+11 1.1189e-12 2.1628e-05 5.6248e-01 4.3748e-01 1.7777e-05
7.2654e+03 2.0988e+04 4.2197e+11 2.9347e-12 5.0903e-05 7.8872e-01 2.1122e-01 1.9372e-06
7.7216e+03 1.9835e+04 3.7243e+11 9.0243e-12 1.2646e-04 9.4156e-01 5.8309e-02 7.0923e-08
8.2065e+03 1.8362e+04 3.2598e+11 4.0964e-11 3.9269e-04 9.9235e-01 7.2592e-03 4.7381e-10
8.7177e+03 1.6261e+04 2.5509e+11 5.2083e-10 2.4569e-03 9.9736e-01 1.8501e-04 7.9302e-14
9.2147e+03 1.3468e+04 1.7846e+11 6.0703e-08 6.5331e-02 9.3467e-01 2.0901e-07 9.6725e-21
9.6291e+03 1.1335e+04 1.5155e+11 5.9494e-06 8.2667e-01 1.7332e-01 9.9010e-12 6.7287e-30
9.9539e+03 1.0179e+04 1.2185e+11 2.6031e-05 9.8771e-01 1.2267e-02 2.4760e-15 8.1826e-37
1.0246e+04 9.3449e+03 9.9625e+10 7.9023e-05 9.9884e-01 1.0834e-03 1.6541e-18 7.3989e-43
1.0542e+04 8.6579e+03 8.3918e+10 2.2928e-04 9.9967e-01 1.0271e-04 1.4236e-21 0.0000e+00
1.0840e+04 7.9947e+03 7.4939e+10 8.2693e-04 9.9917e-01 6.4829e-06 3.9313e-25 0.0000e+00
1.1119e+04 7.3743e+03 6.8271e+10 3.4355e-03 9.9656e-01 3.0502e-07 4.6782e-29 0.0000e+00
1.1356e+04 6.8216e+03 6.2253e+10 1.4286e-02 9.8571e-01 1.3784e-08 5.0070e-33 0.0000e+00
1.1540e+04 6.3934e+03 5.3475e+10 4.8097e-02 9.5190e-01 8.3381e-10 1.2427e-36 0.0000e+00
1.1677e+04 6.0385e+03 4.5098e+10 1.3213e-01 8.6787e-01 6.2889e-11 6.4464e-40 0.0000e+00
1.1784e+04 5.7396e+03 4.0260e+10 3.0400e-01 6.9600e-01 4.8966e-12 4.9466e-43 0.0000e+00
1.1876e+04 5.4831e+03 3.6400e+10 5.5296e-01 4.4704e-01 3.1705e-13 0.0000e+00 0.0000e+00
1.1964e+04 5.2363e+03 3.0826e+10 7.7506e-01 2.2494e-01 1.5444e-14 0.0000e+00 0.0000e+00
1.2056e+04 5.0109e+03 2.1815e+10 8.9104e-01 1.0896e-01 8.2948e-16 0.0000e+00 0.0000e+00
1.2170e+04 4.8062e+03 1.6162e+10 9.5038e-01 4.9624e-02 4.5187e-17 0.0000e+00 0.0000e+00
1.2360e+04 4.5578e+03 1.1622e+10 9.8527e-01 1.4729e-02 6.6635e-19 0.0000e+00 0.0000e+00
1.2670e+04 4.2553e+03 7.3679e+09 9.9775e-01 2.2464e-03 1.1254e-21 0.0000e+00 0.0000e+00
1.3075e+04 3.9128e+03 4.3339e+09 9.9978e-01 2.1732e-04 4.2914e-25 0.0000e+00 0.0000e+00
1.3530e+04 3.6143e+03 2.4328e+09 9.9998e-01 2.0236e-05 1.3696e-28 0.0000e+00 0.0000e+00
1.4013e+04 3.4108e+03 1.4599e+09 1.0000e+00 3.0724e-06 2.1492e-31 0.0000e+00 0.0000e+00
1.4509e+04 3.2524e+03 8.1524e+08 1.0000e+00 5.2249e-07 4.4076e-34 0.0000e+00 0.0000e+00
1.5002e+04 3.1134e+03 4.7281e+08 1.0000e+00 1.4979e-07 4.8047e-36 0.0000e+00 0.0000e+00
1.5476e+04 3.0109e+03 2.8676e+08 1.0000e+00 5.6816e-08 1.3190e-37 0.0000e+00 0.0000e+00
1.5924e+04 2.9168e+03 1.4741e+08 1.0000e+00 1.7294e-08 1.5063e-39 0.0000e+00 0.0000e+00
1.6356e+04 2.8137e+03 1.1765e+08 1.0000e+00 2.1353e-08 2.2587e-39 0.0000e+00 0.0000e+00
1.6776e+04 2.7396e+03 7.4173e+07 1.0000e+00 1.0907e-08 1.6382e-40 0.0000e+00 0.0000e+00
1.7184e+04 2.7544e+03 4.1724e+07 1.0000e+00 3.1709e-09 1.7867e-42 0.0000e+00 0.0000e+00
1.7580e+04 2.6774e+03 2.8587e+07 1.0000e+00 1.7287e-09 1.7376e-43 0.0000e+00 0.0000e+00
1.7990e+04 2.6760e+03 2.7274e+07 1.0000e+00 5.8350e-09 7.4577e-42 0.0000e+00 0.0000e+00
1.8458e+04 2.5783e+03 2.0094e+07 1.0000e+00 7.4261e-09 1.1231e-41 0.0000e+00 0.0000e+00
1.9085e+04 2.5354e+03 1.3452e+07 1.0000e+00 1.1515e-08 2.8170e-41 0.0000e+00 0.0000e+00
2.0000e+04 2.9109e+03 2.8293e+06 1.0000e+00 1.6108e-12 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 3.3573e+03 6.9927e+05 1.0000e+00 1.2990e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.3156e+03 3.8255e+05 1.0000e+00 1.5591e-08 1.2920e-42 0.0000e+00 0.0000e+00
2.3943e+04 2.1639e+03 4.5338e+04 1.0000e+00 1.3639e-11 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.2193e+03 2.1103e+04 1.0000e+00 1.5131e-10 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.5266e+03 6.8091e+03 1.0000e+00 2.2958e-11 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.9764e+03 2.8285e+03 1.0000e+00 1.4004e-11 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.9399e+03 1.1035e+03 1.0000e+00 1.4977e-12 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8460e+03 6.3040e+02 1.0000e+00 2.4588e-13 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.0876e+03 3.5624e+02 1.0000e+00 1.7548e-15 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.9808e+03 2.6311e+02 1.0000e+00 6.8991e-14 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.9256e+03 1.3050e+02 1.0000e+00 5.5672e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.7085e+03 7.7427e+01 1.0000e+00 3.0789e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.6794e+03 5.0668e+01 1.0000e+00 3.7449e-16 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7928e+03 6.1197e+01 1.0000e+00 5.4178e-12 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.5940e+03 2.1553e+01 1.0000e+00 2.0535e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.5784e+03 1.3918e+01 1.0000e+00 1.0855e-16 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.6033e+03 1.0511e+01 1.0000e+00 2.0817e-15 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.8257e+03 1.8837e+01 1.0000e+00 1.8649e-11 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.8918e+03 5.0480e+00 1.0000e+00 3.1888e-14 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.6140e+03 3.3423e+00 1.0000e+00 2.2315e-14 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.4825e+03 6.9981e+01 9.9775e-01 2.2502e-03 1.1012e-30 0.0000e+00 0.0000e+00
4.9550e+04 1.7900e+03 7.3040e+00 1.0000e+00 1.1360e-10 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.5472e+03 9.0162e-01 1.0000e+00 1.7337e-16 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.5743e+03 6.2710e-01 1.0000e+00 8.5139e-16 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.6497e+03 5.1574e-01 1.0000e+00 1.0045e-13 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.5737e+03 7.6760e+03 1.9200e-18 1.8880e-06 9.9998e-01 2.1503e-05 1.4415e-18
5.6562e+04 2.4256e+03 9.8355e+00 9.9548e-01 4.5219e-03 1.0685e-30 0.0000e+00 0.0000e+00
5.8030e+04 1.6594e+03 1.4527e-01 1.0000e+00 1.3510e-14 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.6919e+03 9.7915e-02 1.0000e+00 7.9808e-15 0.0000e+00 0.0000e+00 0.0000e+00
