#NTIMES: 200
#NSTAGES: 5
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
9.2147e+03 9.0601e+03 1.8353e+10 2.0143e-05 9.9697e-01 3.0145e-03 6.9170e-18 3.0072e-42
9.6291e+03 8.3717e+03 1.6318e+10 6.4674e-05 9.9969e-01 2.4599e-04 4.0180e-21 0.0000e+00
9.9539e+03 7.7995e+03 1.3660e+10 1.8401e-04 9.9979e-01 2.3599e-05 3.5546e-24 0.0000e+00
1.0246e+04 7.2657e+03 1.0240e+10 5.0389e-04 9.9949e-01 2.1495e-06 2.4324e-27 0.0000e+00
1.0542e+04 6.7497e+03 7.8021e+09 1.5918e-03 9.9841e-01 1.4617e-07 7.1612e-31 0.0000e+00
1.0840e+04 6.2620e+03 6.7020e+09 6.8494e-03 9.9315e-01 5.8080e-09 4.8931e-35 0.0000e+00
1.1119e+04 5.8722e+03 5.1982e+09 2.3822e-02 9.7618e-01 3.0768e-10 7.1937e-39 0.0000e+00
1.1356e+04 5.5712e+03 4.1965e+09 6.8652e-02 9.3135e-01 2.2885e-11 3.1347e-42 0.0000e+00
1.1540e+04 5.3494e+03 4.2966e+09 1.8017e-01 8.1983e-01 2.0872e-12 4.2039e-45 0.0000e+00
1.1677e+04 5.1711e+03 4.5680e+09 3.6499e-01 6.3501e-01 2.2938e-13 0.0000e+00 0.0000e+00
1.1784e+04 5.0248e+03 4.5862e+09 5.6673e-01 4.3327e-01 2.7886e-14 0.0000e+00 0.0000e+00
1.1876e+04 4.8916e+03 4.3232e+09 7.2955e-01 2.7045e-01 3.5541e-15 0.0000e+00 0.0000e+00
1.1964e+04 4.7645e+03 3.7397e+09 8.2774e-01 1.7226e-01 5.7158e-16 0.0000e+00 0.0000e+00
1.2056e+04 4.6553e+03 2.7071e+09 8.7362e-01 1.2638e-01 1.3625e-16 0.0000e+00 0.0000e+00
1.2170e+04 4.5554e+03 2.0560e+09 9.0721e-01 9.2790e-02 3.5500e-17 0.0000e+00 0.0000e+00
1.2360e+04 4.4332e+03 1.5205e+09 9.4402e-01 5.5980e-02 4.8511e-18 0.0000e+00 0.0000e+00
1.2670e+04 4.2916e+03 1.0055e+09 9.6814e-01 3.1862e-02 5.0302e-19 0.0000e+00 0.0000e+00
1.3075e+04 4.1541e+03 6.7365e+08 9.8260e-01 1.7402e-02 4.7511e-20 0.0000e+00 0.0000e+00
1.3530e+04 4.0483e+03 4.6688e+08 9.9016e-01 9.8448e-03 5.2716e-21 0.0000e+00 0.0000e+00
1.4013e+04 3.9466e+03 3.2380e+08 9.9476e-01 5.2403e-03 4.8663e-22 0.0000e+00 0.0000e+00
1.4509e+04 3.8797e+03 2.2810e+08 9.9610e-01 3.8964e-03 1.3032e-22 0.0000e+00 0.0000e+00
1.5002e+04 3.8026e+03 1.6998e+08 9.9721e-01 2.7946e-03 3.3212e-23 0.0000e+00 0.0000e+00
1.5476e+04 3.7397e+03 1.3106e+08 9.9775e-01 2.2477e-03 1.2578e-23 0.0000e+00 0.0000e+00
1.5924e+04 3.6830e+03 9.3370e+07 9.9852e-01 1.4775e-03 2.3221e-24 0.0000e+00 0.0000e+00
1.6356e+04 3.6213e+03 6.4472e+07 9.9871e-01 1.2908e-03 1.0060e-24 0.0000e+00 0.0000e+00
1.6776e+04 3.5891e+03 4.6965e+07 9.9894e-01 1.0568e-03 3.7784e-25 0.0000e+00 0.0000e+00
1.7184e+04 3.5378e+03 3.4254e+07 9.9904e-01 9.5572e-04 1.9378e-25 0.0000e+00 0.0000e+00
1.7580e+04 3.4910e+03 2.3028e+07 9.9911e-01 8.8729e-04 9.8449e-26 0.0000e+00 0.0000e+00
1.7990e+04 3.4154e+03 1.3954e+07 9.9936e-01 6.3705e-04 1.9940e-26 0.0000e+00 0.0000e+00
1.8458e+04 3.3446e+03 8.2381e+06 9.9955e-01 4.4826e-04 3.6809e-27 0.0000e+00 0.0000e+00
1.9085e+04 3.2444e+03 4.2930e+06 9.9973e-01 2.6657e-04 3.4884e-28 0.0000e+00 0.0000e+00
2.0000e+04 3.0896e+03 1.3378e+06 9.9991e-01 8.8687e-05 3.0126e-30 0.0000e+00 0.0000e+00
2.1194e+04 2.9304e+03 2.9702e+05 9.9994e-01 6.4007e-05 1.9926e-31 0.0000e+00 0.0000e+00
2.2528e+04 2.8868e+03 9.0685e+04 9.9992e-01 7.6455e-05 9.1111e-32 0.0000e+00 0.0000e+00
2.3943e+04 2.8462e+03 3.4418e+04 9.9991e-01 9.3046e-05 5.6427e-32 0.0000e+00 0.0000e+00
2.5446e+04 2.8292e+03 1.7522e+04 9.9990e-01 1.0173e-04 3.4806e-32 0.0000e+00 0.0000e+00
2.7044e+04 2.7172e+03 8.6317e+03 9.9995e-01 5.2757e-05 2.0021e-33 0.0000e+00 0.0000e+00
2.8744e+04 2.6111e+03 3.9075e+03 9.9994e-01 6.1559e-05 1.3246e-33 0.0000e+00 0.0000e+00
3.0520e+04 2.5587e+03 1.7829e+03 9.9999e-01 6.6370e-06 5.0898e-37 0.0000e+00 0.0000e+00
3.2244e+04 2.4310e+03 1.0207e+03 1.0000e+00 9.6536e-07 6.4322e-40 0.0000e+00 0.0000e+00
3.3773e+04 2.4489e+03 6.8362e+02 1.0000e+00 6.2449e-07 1.0421e-40 0.0000e+00 0.0000e+00
3.5108e+04 2.4092e+03 4.3777e+02 1.0000e+00 7.0107e-07 9.0300e-41 0.0000e+00 0.0000e+00
3.6326e+04 2.3830e+03 2.9712e+02 9.9997e-01 2.7298e-05 5.6130e-36 0.0000e+00 0.0000e+00
3.7486e+04 2.4218e+03 1.4191e+02 1.0000e+00 1.2317e-07 1.0790e-43 0.0000e+00 0.0000e+00
3.8628e+04 2.3155e+03 1.0987e+02 9.9999e-01 7.3195e-06 2.9366e-38 0.0000e+00 0.0000e+00
3.9769e+04 2.5974e+03 5.3112e+01 1.0000e+00 3.4658e-08 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.3011e+03 4.3507e+01 1.0000e+00 6.3212e-07 4.7434e-42 0.0000e+00 0.0000e+00
4.2074e+04 2.3139e+03 2.6755e+01 1.0000e+00 1.7246e-07 4.6243e-44 0.0000e+00 0.0000e+00
4.3252e+04 2.2466e+03 1.8227e+01 1.0000e+00 2.3407e-07 7.8473e-44 0.0000e+00 0.0000e+00
4.4454e+04 2.2200e+03 1.2892e+01 1.0000e+00 7.6034e-07 2.1244e-42 0.0000e+00 0.0000e+00
4.5683e+04 2.1732e+03 8.5601e+00 1.0000e+00 6.6118e-07 8.6040e-43 0.0000e+00 0.0000e+00
4.6942e+04 2.1708e+03 5.8778e+00 1.0000e+00 1.9856e-06 1.7666e-41 0.0000e+00 0.0000e+00
4.8231e+04 2.1421e+03 3.7158e+00 1.0000e+00 2.8604e-07 2.3822e-44 0.0000e+00 0.0000e+00
4.9550e+04 2.1277e+03 2.3697e+00 1.0000e+00 1.0684e-07 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.1188e+03 1.6440e+00 1.0000e+00 1.7965e-07 2.8026e-45 0.0000e+00 0.0000e+00
5.2277e+04 2.1562e+03 1.1308e+00 1.0000e+00 3.0078e-07 7.0065e-45 0.0000e+00 0.0000e+00
5.3682e+04 2.1495e+03 7.5799e-01 1.0000e+00 2.4030e-07 2.8026e-45 0.0000e+00 0.0000e+00
5.5110e+04 2.1159e+03 5.1584e-01 1.0000e+00 2.7492e-07 2.8026e-45 0.0000e+00 0.0000e+00
5.6562e+04 2.0762e+03 3.2599e-01 1.0000e+00 5.2552e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.0246e+03 2.4408e-01 1.0000e+00 6.4791e-07 1.4013e-44 0.0000e+00 0.0000e+00
5.9510e+04 1.9546e+03 1.4947e-01 1.0000e+00 3.0704e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.9958e+03 1.1365e-01 1.0000e+00 2.2273e-07 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.9049e+03 6.6396e-02 1.0000e+00 7.5279e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.8517e+03 4.3787e-02 1.0000e+00 2.7543e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.8793e+03 3.4485e-02 1.0000e+00 7.0884e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.9033e+03 2.7495e-02 1.0000e+00 1.8610e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.9313e+03 2.2854e-02 1.0000e+00 1.5416e-07 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.8730e+03 1.7064e-02 1.0000e+00 3.4694e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.8137e+03 1.3325e-02 1.0000e+00 3.9717e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.8775e+03 1.5154e-02 1.0000e+00 9.9990e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.9075e+03 1.4907e-02 1.0000e+00 2.5833e-07 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.9127e+03 1.1001e-02 1.0000e+00 1.1654e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.8853e+03 1.3524e-02 1.0000e+00 2.1604e-08 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.9085e+03 4.8432e-03 1.0000e+00 3.0086e-09 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 8.92056653893
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
4.2577e+02 1.9739e+04 2.4922e+09 8.1014e-17 1.5527e-07 1.3915e-01 8.6076e-01 9.0867e-05
8.5779e+02 2.0662e+04 2.1500e+11 1.3621e-12 3.9594e-05 8.0147e-01 1.9849e-01 1.2933e-06
8.7843e+02 2.1024e+04 2.1575e+11 8.3933e-13 2.6991e-05 7.1168e-01 2.8829e-01 3.6549e-06
9.1772e+02 2.1485e+04 2.1738e+11 4.3722e-13 1.5822e-05 5.7543e-01 4.2454e-01 1.2128e-05
9.7304e+02 2.2049e+04 2.2052e+11 1.8315e-13 7.5587e-06 4.0095e-01 5.9900e-01 4.4630e-05
1.0350e+03 2.2683e+04 2.2636e+11 6.7630e-14 3.1525e-06 2.4526e-01 7.5458e-01 1.5072e-04
1.1000e+03 2.3377e+04 2.3525e+11 2.3014e-14 1.1960e-06 1.3608e-01 8.6346e-01 4.6553e-04
1.1690e+03 2.4153e+04 2.4733e+11 7.0398e-15 4.0539e-07 6.8586e-02 9.2999e-01 1.4266e-03
1.2425e+03 2.5040e+04 2.6258e+11 2.1201e-15 1.3365e-07 3.3435e-02 9.6239e-01 4.1795e-03
1.3205e+03 2.6047e+04 2.8542e+11 5.8358e-16 3.9795e-08 1.5060e-02 9.7196e-01 1.2982e-02
1.4033e+03 2.7137e+04 3.0775e+11 1.5483e-16 1.1472e-08 6.6055e-03 9.5437e-01 3.9022e-02
1.4915e+03 2.8293e+04 3.2366e+11 3.6442e-17 3.0010e-09 2.6909e-03 8.8500e-01 1.1231e-01
1.5852e+03 2.9503e+04 3.3147e+11 7.3101e-18 6.8354e-10 9.6577e-04 7.1988e-01 2.7916e-01
1.6847e+03 3.0821e+04 3.3712e+11 1.0778e-18 1.1569e-10 2.6195e-04 4.5152e-01 5.4822e-01
1.7904e+03 3.2402e+04 3.4371e+11 9.8765e-20 1.2316e-11 4.6271e-05 1.9552e-01 8.0444e-01
1.9028e+03 3.4152e+04 3.5490e+11 7.1832e-21 1.0358e-12 6.4357e-06 6.6689e-02 9.3330e-01
2.0223e+03 3.5957e+04 3.7273e+11 6.3605e-22 1.0348e-13 1.0014e-06 2.3177e-02 9.7682e-01
2.1493e+03 3.7674e+04 3.8125e+11 7.0372e-23 1.3050e-14 1.8880e-07 8.9161e-03 9.9108e-01
2.2843e+03 3.9163e+04 3.8393e+11 1.1200e-23 2.3490e-15 4.7571e-08 4.0459e-03 9.9595e-01
2.4277e+03 4.0364e+04 3.8081e+11 2.5886e-24 6.0719e-16 1.6112e-08 2.1783e-03 9.9782e-01
2.5802e+03 4.1088e+04 3.7345e+11 1.0034e-24 2.5608e-16 8.1192e-09 1.4749e-03 9.9853e-01
2.7422e+03 4.1078e+04 3.5891e+11 8.3626e-25 2.2246e-16 7.3704e-09 1.4035e-03 9.9860e-01
2.9144e+03 4.0109e+04 3.3645e+11 1.8831e-24 4.9347e-16 1.4350e-08 2.0759e-03 9.9792e-01
3.0973e+03 3.8136e+04 3.0231e+11 1.2897e-23 3.1805e-15 6.6882e-08 5.0943e-03 9.9491e-01
3.2918e+03 3.5439e+04 2.3895e+11 1.8647e-22 4.5673e-14 6.2328e-07 1.8894e-02 9.8111e-01
3.4986e+03 3.2720e+04 2.0025e+11 5.6958e-21 1.2807e-12 9.5991e-06 9.0426e-02 9.0956e-01
3.7182e+03 3.0048e+04 2.1636e+11 6.4453e-19 9.9780e-11 2.7602e-04 4.8448e-01 5.1524e-01
3.9517e+03 2.6449e+04 2.0926e+11 1.0923e-16 1.0961e-08 7.1673e-03 9.6181e-01 3.1026e-02
4.1999e+03 2.2994e+04 1.2056e+11 5.6511e-15 5.3872e-07 1.0020e-01 8.9919e-01 6.1194e-04
4.4636e+03 2.0880e+04 8.5418e+10 9.6977e-14 7.7986e-06 5.0617e-01 4.9381e-01 1.4827e-05
4.7438e+03 1.9618e+04 7.4744e+10 4.8687e-13 3.0267e-05 8.4594e-01 1.5403e-01 4.5832e-07
5.0416e+03 1.8431e+04 6.9135e+10 2.0182e-12 8.8136e-05 9.7101e-01 2.8906e-02 7.2963e-09
5.3582e+03 1.7188e+04 6.3513e+10 9.5249e-12 2.6684e-04 9.9616e-01 3.5719e-03 5.0782e-11
5.6947e+03 1.6034e+04 5.6264e+10 4.5709e-11 8.0739e-04 9.9880e-01 3.9456e-04 2.7801e-13
6.0522e+03 1.4982e+04 4.8963e+10 2.2281e-10 2.4492e-03 9.9751e-01 4.1717e-05 1.3778e-15
6.4323e+03 1.3954e+04 4.0236e+10 1.2449e-09 8.2166e-03 9.9178e-01 3.3774e-06 3.6186e-18
6.8362e+03 1.3005e+04 3.3960e+10 8.3073e-09 3.0447e-02 9.6955e-01 2.1886e-07 5.8432e-21
7.2654e+03 1.2152e+04 3.0737e+10 7.0930e-08 1.2633e-01 8.7367e-01 9.5455e-09 4.2767e-24
7.7216e+03 1.1332e+04 2.8073e+10 5.1812e-07 4.2500e-01 5.7500e-01 2.5001e-10 1.4525e-27
8.2065e+03 1.0550e+04 2.4760e+10 2.3890e-06 8.2557e-01 1.7443e-01 1.8898e-12 7.5225e-32
8.7177e+03 9.7495e+03 2.0057e+10 7.0518e-06 9.7393e-01 2.6060e-02 4.3367e-15 6.0114e-37
9.2147e+03 8.9461e+03 1.7198e+10 2.3084e-05 9.9784e-01 2.1378e-03 2.3772e-18 3.8396e-43
9.6291e+03 8.2614e+03 1.5269e+10 7.5706e-05 9.9976e-01 1.6588e-04 1.1914e-21 0.0000e+00
9.9539e+03 7.6854e+03 1.2632e+10 2.1862e-04 9.9977e-01 1.5199e-05 9.1097e-25 0.0000e+00
1.0246e+04 7.1467e+03 9.3211e+09 6.1262e-04 9.9939e-01 1.2945e-06 5.0438e-28 0.0000e+00
1.0542e+04 6.6458e+03 7.1301e+09 2.0608e-03 9.9794e-01 7.7307e-08 1.0181e-31 0.0000e+00
1.0840e+04 6.1688e+03 6.0379e+09 8.7335e-03 9.9127e-01 3.1013e-09 7.0713e-36 0.0000e+00
1.1119e+04 5.7942e+03 4.6218e+09 2.8731e-02 9.7127e-01 1.7990e-10 1.3469e-39 0.0000e+00
1.1356e+04 5.5162e+03 3.8029e+09 8.0446e-02 9.1955e-01 1.4157e-11 7.1466e-43 0.0000e+00
1.1540e+04 5.2939e+03 3.9770e+09 2.0424e-01 7.9576e-01 1.3431e-12 1.4013e-45 0.0000e+00
1.1677e+04 5.1234e+03 4.2627e+09 4.0160e-01 5.9840e-01 1.4460e-13 0.0000e+00 0.0000e+00
1.1784e+04 4.9883e+03 4.2948e+09 5.9543e-01 4.0457e-01 1.8895e-14 0.0000e+00 0.0000e+00
1.1876e+04 4.8587e+03 4.0534e+09 7.4574e-01 2.5426e-01 2.6091e-15 0.0000e+00 0.0000e+00
1.1964e+04 4.7449e+03 3.5016e+09 8.4306e-01 1.5694e-01 3.8281e-16 0.0000e+00 0.0000e+00
1.2056e+04 4.6353e+03 2.5350e+09 8.8447e-01 1.1553e-01 9.3387e-17 0.0000e+00 0.0000e+00
1.2170e+04 4.5340e+03 1.9230e+09 9.1733e-01 8.2673e-02 2.2488e-17 0.0000e+00 0.0000e+00
1.2360e+04 4.4135e+03 1.4230e+09 9.4962e-01 5.0381e-02 3.2069e-18 0.0000e+00 0.0000e+00
1.2670e+04 4.2729e+03 9.4095e+08 9.7188e-01 2.8122e-02 3.1424e-19 0.0000e+00 0.0000e+00
1.3075e+04 4.1578e+03 6.3049e+08 9.8521e-01 1.4792e-02 2.6461e-20 0.0000e+00 0.0000e+00
1.3530e+04 4.0457e+03 4.3822e+08 9.9094e-01 9.0573e-03 3.7822e-21 0.0000e+00 0.0000e+00
1.4013e+04 3.9374e+03 3.0469e+08 9.9452e-01 5.4836e-03 5.2402e-22 0.0000e+00 0.0000e+00
1.4509e+04 3.8687e+03 2.1477e+08 9.9571e-01 4.2897e-03 1.6456e-22 0.0000e+00 0.0000e+00
1.5002e+04 3.7960e+03 1.5986e+08 9.9717e-01 2.8304e-03 3.2266e-23 0.0000e+00 0.0000e+00
1.5476e+04 3.7370e+03 1.2305e+08 9.9799e-01 2.0137e-03 8.3149e-24 0.0000e+00 0.0000e+00
1.5924e+04 3.6696e+03 8.7905e+07 9.9839e-01 1.6094e-03 2.8349e-24 0.0000e+00 0.0000e+00
1.6356e+04 3.6199e+03 6.0591e+07 9.9875e-01 1.2455e-03 8.3952e-25 0.0000e+00 0.0000e+00
1.6776e+04 3.5653e+03 4.4262e+07 9.9878e-01 1.2169e-03 5.4914e-25 0.0000e+00 0.0000e+00
1.7184e+04 3.5292e+03 3.2215e+07 9.9903e-01 9.6596e-04 1.8702e-25 0.0000e+00 0.0000e+00
1.7580e+04 3.4716e+03 2.1640e+07 9.9914e-01 8.5952e-04 8.3137e-26 0.0000e+00 0.0000e+00
1.7990e+04 3.4183e+03 1.3104e+07 9.9940e-01 5.9971e-04 1.5386e-26 0.0000e+00 0.0000e+00
1.8458e+04 3.3417e+03 7.7422e+06 9.9956e-01 4.3801e-04 3.1935e-27 0.0000e+00 0.0000e+00
1.9085e+04 3.2418e+03 4.0272e+06 9.9976e-01 2.4088e-04 2.3654e-28 0.0000e+00 0.0000e+00
2.0000e+04 3.0942e+03 1.2600e+06 9.9990e-01 9.5131e-05 3.5067e-30 0.0000e+00 0.0000e+00
2.1194e+04 2.9496e+03 2.7621e+05 9.9996e-01 4.0332e-05 4.3290e-32 0.0000e+00 0.0000e+00
2.2528e+04 2.9021e+03 8.4835e+04 9.9993e-01 6.5528e-05 5.2158e-32 0.0000e+00 0.0000e+00
2.3943e+04 2.8721e+03 3.2285e+04 9.9991e-01 8.8334e-05 4.4614e-32 0.0000e+00 0.0000e+00
2.5446e+04 2.8045e+03 1.6704e+04 9.9987e-01 1.2837e-04 6.8279e-32 0.0000e+00 0.0000e+00
2.7044e+04 2.7453e+03 8.0225e+03 9.9996e-01 3.7546e-05 6.3547e-34 0.0000e+00 0.0000e+00
2.8744e+04 2.6856e+03 3.4949e+03 9.9999e-01 1.1500e-05 6.1041e-36 0.0000e+00 0.0000e+00
3.0520e+04 2.5786e+03 1.6886e+03 9.9999e-01 8.2882e-06 9.5994e-37 0.0000e+00 0.0000e+00
3.2244e+04 2.5063e+03 9.5840e+02 1.0000e+00 9.2603e-07 5.2567e-40 0.0000e+00 0.0000e+00
3.3773e+04 2.4212e+03 6.8733e+02 1.0000e+00 1.9321e-06 3.6146e-39 0.0000e+00 0.0000e+00
3.5108e+04 2.4497e+03 4.2633e+02 1.0000e+00 1.2618e-06 5.5306e-40 0.0000e+00 0.0000e+00
3.6326e+04 2.3661e+03 2.5582e+02 1.0000e+00 1.1405e-06 2.2565e-40 0.0000e+00 0.0000e+00
3.7486e+04 2.2896e+03 1.6236e+02 1.0000e+00 4.4331e-06 9.4985e-39 0.0000e+00 0.0000e+00
3.8628e+04 2.2614e+03 9.5080e+01 1.0000e+00 5.9500e-07 9.5358e-42 0.0000e+00 0.0000e+00
3.9769e+04 2.4285e+03 8.0868e+01 9.9962e-01 3.7854e-04 4.8624e-33 0.0000e+00 0.0000e+00
4.0916e+04 2.2464e+03 4.1660e+01 1.0000e+00 9.4466e-07 1.5915e-41 0.0000e+00 0.0000e+00
4.2074e+04 2.2357e+03 2.8175e+01 1.0000e+00 1.9261e-06 9.5309e-41 0.0000e+00 0.0000e+00
4.3252e+04 2.1770e+03 1.7919e+01 1.0000e+00 5.3462e-07 1.0229e-42 0.0000e+00 0.0000e+00
4.4454e+04 2.1845e+03 1.1814e+01 1.0000e+00 3.9709e-07 2.5083e-43 0.0000e+00 0.0000e+00
4.5683e+04 2.1789e+03 7.5498e+00 1.0000e+00 1.6923e-07 9.8091e-45 0.0000e+00 0.0000e+00
4.6942e+04 2.1573e+03 5.1576e+00 1.0000e+00 2.3157e-07 1.8217e-44 0.0000e+00 0.0000e+00
4.8231e+04 2.1758e+03 3.3895e+00 1.0000e+00 1.5430e-07 2.8026e-45 0.0000e+00 0.0000e+00
4.9550e+04 2.2466e+03 2.2755e+00 1.0000e+00 1.5070e-07 1.4013e-45 0.0000e+00 0.0000e+00
5.0900e+04 2.1848e+03 1.5433e+00 1.0000e+00 1.7056e-07 1.4013e-45 0.0000e+00 0.0000e+00
5.2277e+04 2.1242e+03 1.0898e+00 1.0000e+00 7.2201e-07 1.0930e-43 0.0000e+00 0.0000e+00
5.3682e+04 2.0936e+03 7.3733e-01 1.0000e+00 8.7971e-07 1.2892e-43 0.0000e+00 0.0000e+00
5.5110e+04 2.0721e+03 4.9274e-01 1.0000e+00 4.8992e-07 1.2612e-44 0.0000e+00 0.0000e+00
5.6562e+04 2.0263e+03 3.2767e-01 1.0000e+00 2.1956e-07 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.0409e+03 2.1328e-01 1.0000e+00 6.5414e-08 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.9817e+03 1.2974e-01 1.0000e+00 1.0110e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.9436e+03 1.0131e-01 1.0000e+00 5.3121e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.9855e+03 5.9058e-02 1.0000e+00 3.7383e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.9133e+03 3.7022e-02 1.0000e+00 7.9629e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.9642e+03 3.0151e-02 1.0000e+00 2.8249e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.9097e+03 2.4527e-02 1.0000e+00 8.4838e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.9232e+03 2.0237e-02 1.0000e+00 2.8403e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.9031e+03 1.4135e-02 1.0000e+00 4.7301e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.8498e+03 1.0731e-02 1.0000e+00 6.0710e-10 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.8374e+03 1.2403e-02 1.0000e+00 6.4148e-09 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.8506e+03 1.2868e-02 1.0000e+00 1.8888e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.8572e+03 1.2894e-02 1.0000e+00 2.2773e-08 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.8562e+03 1.2043e-02 1.0000e+00 8.8507e-09 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.8668e+03 5.3402e-03 1.0000e+00 4.7141e-08 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 9.10622066697
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] c0 c1 c2 c3 c4
4.2577e+02 1.9670e+04 2.3357e+09 8.2134e-17 1.6344e-07 1.4629e-01 8.5362e-01 8.1433e-05
8.5779e+02 2.0611e+04 2.0211e+11 1.2607e-12 3.8476e-05 8.0142e-01 1.9854e-01 1.2664e-06
8.7843e+02 2.0975e+04 2.0279e+11 7.8955e-13 2.6577e-05 7.1489e-01 2.8508e-01 3.4624e-06
9.1772e+02 2.1428e+04 2.0423e+11 4.2158e-13 1.5915e-05 5.8413e-01 4.1584e-01 1.1075e-05
