#NTIMES: 145 
#NSTAGES: 3 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
7505.58 8.39e-03 9.92e-01 1.88e-17 
7964.05 2.45e-02 9.75e-01 6.99e-19 
8450.53 6.58e-02 9.34e-01 1.78e-20 
8966.72 2.61e-01 7.39e-01 3.77e-22 
9514.44 5.02e-01 4.98e-01 9.76e-24 
10095.62 9.92e-01 7.65e-03 5.11e-26 
10712.30 9.42e-01 5.82e-02 1.31e-25 
11366.65 9.99e-01 8.00e-04 6.43e-28 
12061.10 1.00e+00 2.05e-05 1.13e-27 
12793.43 1.00e+00 4.75e-06 4.86e-28 
13528.61 1.00e+00 2.10e-06 5.77e-27 
14194.74 1.00e+00 2.78e-06 3.69e-27 
14757.77 9.99e-01 9.92e-04 2.15e-25 
15240.48 1.00e+00 3.61e-06 1.52e-27 
15646.99 1.00e+00 3.19e-06 6.21e-28 
15960.30 1.00e+00 2.10e-06 1.68e-28 
16187.41 1.00e+00 2.46e-06 2.08e-28 
16354.17 1.00e+00 2.62e-06 1.29e-30 
16484.18 1.00e+00 3.08e-06 2.61e-28 
16593.12 1.00e+00 3.77e-06 1.31e-30 
16691.99 1.00e+00 4.40e-06 4.20e-28 
16788.59 1.00e+00 4.90e-06 5.14e-28 
16888.37 1.00e+00 5.16e-06 5.54e-28 
16998.79 1.00e+00 6.11e-06 7.78e-28 
17146.37 1.00e+00 6.89e-06 9.95e-28 
17415.23 1.00e+00 8.35e-06 1.43e-27 
17888.12 1.00e+00 1.15e-05 3.08e-27 
18532.37 6.59e-01 3.41e-01 4.61e-23 
19260.76 1.00e+00 1.60e-05 2.09e-31 
20034.10 1.00e+00 2.12e-05 1.38e-26 
20838.00 5.06e-01 4.94e-01 1.49e-22 
21647.97 1.00e+00 3.54e-05 5.00e-26 
22447.94 1.00e+00 4.57e-05 2.07e-28 
23245.88 1.00e+00 5.86e-05 3.75e-29 
24052.47 1.00e+00 6.45e-05 2.26e-25 
24867.72 1.00e+00 7.95e-05 3.97e-25 
25698.86 1.00e+00 9.17e-05 7.12e-25 
26587.16 1.00e+00 1.06e-04 1.43e-28 
27637.54 1.00e+00 1.15e-04 2.33e-24 
28986.97 1.00e+00 1.26e-04 4.46e-24 
#TIME: 40.14 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 3.59e-04 1.00e+00 9.58e-12 
999.11 3.62e-04 1.00e+00 9.00e-12 
1267.34 4.17e-04 1.00e+00 7.04e-12 
1514.05 4.05e-04 1.00e+00 7.18e-12 
1808.80 3.80e-04 1.00e+00 7.41e-12 
1919.29 3.43e-04 1.00e+00 8.16e-12 
2160.92 3.02e-04 1.00e+00 9.94e-12 
2292.92 2.95e-04 1.00e+00 1.10e-11 
2432.98 2.48e-04 1.00e+00 1.22e-11 
2581.60 2.46e-04 1.00e+00 1.12e-11 
2739.29 2.47e-04 1.00e+00 1.23e-11 
2906.62 2.40e-04 1.00e+00 1.17e-11 
3084.17 2.17e-04 1.00e+00 1.15e-11 
3272.56 2.13e-04 1.00e+00 1.01e-11 
3472.46 1.96e-04 1.00e+00 8.69e-12 
3684.57 1.93e-04 1.00e+00 6.87e-12 
3909.64 1.99e-04 1.00e+00 4.63e-12 
4148.46 2.00e-04 1.00e+00 3.02e-12 
4401.86 2.82e-04 1.00e+00 1.43e-12 
4670.75 3.70e-04 1.00e+00 6.24e-13 
4956.05 4.53e-04 1.00e+00 2.79e-13 
5258.79 5.57e-04 9.99e-01 1.18e-13 
5580.02 1.01e-03 9.99e-01 3.01e-14 
5920.87 1.52e-03 9.98e-01 7.07e-15 
6282.54 3.07e-03 9.97e-01 1.38e-15 
6666.30 4.24e-03 9.96e-01 2.17e-16 
7073.50 9.10e-03 9.91e-01 2.00e-17 
7505.58 2.21e-02 9.78e-01 1.14e-18 
7964.05 4.04e-02 9.60e-01 3.94e-20 
8450.53 2.07e-01 7.93e-01 8.30e-22 
8966.72 1.48e-01 8.52e-01 3.03e-23 
9514.44 4.95e-01 5.05e-01 9.44e-24 
10095.62 9.39e-01 6.14e-02 3.70e-23 
10712.30 1.00e+00 2.80e-04 9.14e-27 
11366.65 9.98e-01 1.61e-03 1.22e-24 
12061.10 9.61e-01 3.94e-02 2.79e-22 
12793.43 1.00e+00 8.45e-05 4.80e-25 
13528.61 1.00e+00 2.43e-06 1.04e-26 
14194.74 1.00e+00 2.15e-06 2.72e-27 
14757.77 1.00e+00 3.37e-06 1.12e-29 
15240.48 1.00e+00 3.43e-06 1.58e-27 
15646.99 1.00e+00 3.08e-06 6.61e-28 
15960.30 1.00e+00 2.42e-06 3.07e-28 
16187.41 1.00e+00 2.34e-06 1.86e-28 
16354.17 1.00e+00 2.51e-06 1.82e-28 
16484.18 1.00e+00 2.58e-06 1.75e-28 
16593.12 1.00e+00 3.08e-06 2.42e-28 
16691.99 1.00e+00 4.09e-06 4.22e-28 
16788.59 1.00e+00 4.68e-06 5.45e-28 
16888.37 1.00e+00 5.38e-06 7.29e-28 
16998.79 1.00e+00 5.94e-06 8.27e-28 
17146.37 1.00e+00 6.61e-06 1.02e-27 
17415.23 1.00e+00 7.13e-06 1.18e-27 
17888.12 9.91e-01 9.02e-03 1.99e-24 
18532.37 1.00e+00 1.27e-05 1.73e-31 
19260.76 1.00e+00 1.63e-05 8.36e-27 
20034.10 1.00e+00 2.24e-05 1.77e-26 
20838.00 1.00e+00 2.90e-05 1.87e-30 
21647.97 1.00e+00 3.42e-05 4.92e-26 
22447.94 1.00e+00 3.93e-05 7.20e-26 
23245.88 1.00e+00 5.44e-05 1.62e-25 
24052.47 1.00e+00 6.96e-05 3.51e-25 
24867.72 1.00e+00 8.20e-05 5.56e-25 
25698.86 1.00e+00 1.04e-04 1.11e-24 
26587.16 1.00e+00 1.32e-04 2.32e-24 
27637.54 5.85e-03 9.94e-01 4.50e-21 
28986.97 7.57e-01 2.43e-01 3.99e-21 
#TIME: 40.97 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 4.64e-04 1.00e+00 4.27e-12 
999.11 5.06e-04 9.99e-01 3.58e-12 
1267.34 5.58e-04 9.99e-01 2.81e-12 
1514.05 5.76e-04 9.99e-01 2.70e-12 
1808.80 5.58e-04 9.99e-01 2.75e-12 
1919.29 5.25e-04 9.99e-01 2.94e-12 
2160.92 5.24e-04 9.99e-01 2.70e-12 
2292.92 4.80e-04 1.00e+00 3.16e-12 
2432.98 4.45e-04 1.00e+00 2.88e-12 
2581.60 4.31e-04 1.00e+00 3.21e-12 
2739.29 3.90e-04 1.00e+00 3.06e-12 
2906.62 4.07e-04 1.00e+00 2.61e-12 
3084.17 3.72e-04 1.00e+00 2.70e-12 
3272.56 3.73e-04 1.00e+00 2.24e-12 
3472.46 3.57e-04 1.00e+00 1.79e-12 
3684.57 3.36e-04 1.00e+00 1.33e-12 
3909.64 3.68e-04 1.00e+00 8.94e-13 
4148.46 3.78e-04 1.00e+00 5.71e-13 
4401.86 4.99e-04 1.00e+00 2.65e-13 
4670.75 7.30e-04 9.99e-01 1.03e-13 
4956.05 8.55e-04 9.99e-01 4.33e-14 
5258.79 1.21e-03 9.99e-01 1.64e-14 
5580.02 2.06e-03 9.98e-01 3.64e-15 
5920.87 3.37e-03 9.97e-01 7.40e-16 
6282.54 5.65e-03 9.94e-01 1.21e-16 
6666.30 1.01e-02 9.90e-01 1.46e-17 
7073.50 1.67e-02 9.83e-01 1.27e-18 
7505.58 6.60e-02 9.34e-01 8.28e-20 
7964.05 1.38e-01 8.62e-01 2.23e-21 
8450.53 1.24e-01 8.76e-01 1.03e-22 
8966.72 8.19e-01 1.81e-01 3.36e-24 
9514.44 8.15e-02 9.18e-01 1.60e-23 
10095.62 9.95e-01 5.24e-03 3.75e-25 
10712.30 9.96e-01 4.07e-03 2.81e-23 
11366.65 1.00e+00 1.66e-05 6.74e-27 
12061.10 1.00e+00 1.29e-04 4.63e-28 
12793.43 1.00e+00 1.75e-06 5.84e-28 
13528.61 1.00e+00 1.22e-04 3.92e-25 
14194.74 1.00e+00 2.65e-06 5.86e-27 
14757.77 1.00e+00 3.23e-06 3.32e-27 
15240.48 1.00e+00 3.25e-06 1.64e-27 
15646.99 9.99e-01 1.19e-03 2.18e-25 
15960.30 1.00e+00 2.28e-06 2.60e-28 
16187.41 1.00e+00 2.21e-06 1.88e-28 
16354.17 1.00e+00 2.38e-06 1.88e-28 
16484.18 1.00e+00 2.84e-06 2.80e-28 
16593.12 9.65e-01 3.53e-02 3.23e-24 
16691.99 1.00e+00 4.00e-06 4.74e-28 
16788.59 1.00e+00 4.42e-06 5.63e-28 
16888.37 1.00e+00 5.08e-06 6.97e-28 
16998.79 1.00e+00 5.65e-06 8.44e-28 
17146.37 5.43e-01 4.57e-01 2.68e-23 
17415.23 1.00e+00 7.64e-06 1.75e-27 
17888.12 1.00e+00 9.29e-06 2.82e-30 
18532.37 1.00e+00 1.17e-05 4.21e-27 
19260.76 1.00e+00 1.48e-05 7.30e-27 
20034.10 1.00e+00 2.18e-05 1.73e-26 
20838.00 7.74e-01 2.26e-01 1.18e-22 
21647.97 9.34e-01 6.61e-02 7.33e-23 
22447.94 1.00e+00 4.02e-05 9.64e-26 
23245.88 1.00e+00 4.95e-05 1.58e-25 
24052.47 1.00e+00 6.18e-05 2.82e-25 
24867.72 1.00e+00 7.44e-05 4.85e-25 
25698.86 1.00e+00 9.10e-05 8.04e-25 
26587.16 1.00e+00 1.31e-04 2.03e-24 
27637.54 1.00e+00 1.38e-04 4.69e-28 
28986.97 2.42e-03 9.98e-01 4.69e-24 
#TIME: 41.81 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 6.45e-04 9.99e-01 1.81e-12 
999.11 6.99e-04 9.99e-01 1.39e-12 
1267.34 7.66e-04 9.99e-01 1.12e-12 
1514.05 8.66e-04 9.99e-01 8.54e-13 
1808.80 8.24e-04 9.99e-01 8.11e-13 
1919.29 8.12e-04 9.99e-01 8.21e-13 
2160.92 7.66e-04 9.99e-01 9.82e-13 
2292.92 7.40e-04 9.99e-01 8.64e-13 
2432.98 7.05e-04 9.99e-01 8.06e-13 
2581.60 7.15e-04 9.99e-01 8.68e-13 
2739.29 6.83e-04 9.99e-01 8.35e-13 
2906.62 7.17e-04 9.99e-01 6.68e-13 
3084.17 7.61e-04 9.99e-01 5.56e-13 
3272.56 6.56e-04 9.99e-01 5.01e-13 
3472.46 6.80e-04 9.99e-01 3.53e-13 
3684.57 7.02e-04 9.99e-01 2.40e-13 
3909.64 7.16e-04 9.99e-01 1.51e-13 
4148.46 8.12e-04 9.99e-01 7.99e-14 
4401.86 1.04e-03 9.99e-01 3.83e-14 
4670.75 1.41e-03 9.99e-01 1.53e-14 
4956.05 2.10e-03 9.98e-01 5.58e-15 
5258.79 2.56e-03 9.97e-01 1.83e-15 
5580.02 4.31e-03 9.96e-01 3.95e-16 
5920.87 8.04e-03 9.92e-01 6.33e-17 
6282.54 1.61e-02 9.84e-01 9.43e-18 
6666.30 2.25e-02 9.78e-01 1.04e-18 
7073.50 6.14e-02 9.39e-01 6.57e-20 
7505.58 4.14e-02 9.59e-01 7.48e-21 
7964.05 1.34e-01 8.66e-01 2.36e-22 
8450.53 4.42e-01 5.58e-01 1.74e-23 
8966.72 8.92e-01 1.08e-01 8.66e-24 
9514.44 9.90e-01 1.01e-02 9.14e-26 
10095.62 9.81e-01 1.90e-02 1.60e-23 
10712.30 1.00e+00 5.22e-05 2.51e-26 
11366.65 1.00e+00 1.21e-04 5.07e-24 
12061.10 1.00e+00 1.50e-06 1.78e-27 
12793.43 1.00e+00 1.99e-06 4.01e-26 
13528.61 1.00e+00 2.13e-06 1.67e-28 
14194.74 1.00e+00 1.96e-06 2.88e-27 
14757.77 1.00e+00 2.83e-06 2.91e-27 
15240.48 1.00e+00 3.13e-06 1.75e-27 
15646.99 1.00e+00 2.76e-06 1.73e-30 
15960.30 1.00e+00 1.93e-06 2.16e-28 
16187.41 1.00e+00 2.15e-06 2.07e-28 
16354.17 1.00e+00 2.26e-06 1.97e-28 
16484.18 1.00e+00 2.74e-06 2.56e-28 
16593.12 1.00e+00 3.28e-06 3.50e-32 
16691.99 1.00e+00 3.76e-06 4.68e-28 
16788.59 1.00e+00 4.30e-06 6.03e-28 
16888.37 1.00e+00 4.80e-06 7.19e-28 
16998.79 1.00e+00 5.26e-06 8.56e-28 
17146.37 1.00e+00 6.13e-06 1.57e-32 
17415.23 1.00e+00 7.32e-06 1.64e-27 
17888.12 1.00e+00 1.01e-05 3.56e-27 
18532.37 8.04e-01 1.96e-01 4.52e-23 
19260.76 1.00e+00 1.58e-05 1.02e-26 
20034.10 1.00e+00 1.86e-05 1.40e-26 
20838.00 1.00e+00 2.56e-05 3.80e-30 
21647.97 1.00e+00 3.13e-05 2.61e-29 
22447.94 3.76e-02 9.62e-01 4.15e-22 
23245.88 1.00e+00 4.99e-05 1.94e-25 
24052.47 1.00e+00 6.70e-05 4.16e-25 
24867.72 1.00e+00 7.23e-05 5.56e-25 
25698.86 1.00e+00 1.04e-04 1.38e-24 
26587.16 1.00e+00 8.49e-05 8.75e-25 
27637.54 1.00e+00 7.99e-05 1.11e-24 
28986.97 1.00e+00 1.45e-04 9.46e-28 
#TIME: 42.68 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 9.39e-04 9.99e-01 5.18e-13 
999.11 1.01e-03 9.99e-01 4.84e-13 
1267.34 1.05e-03 9.99e-01 4.54e-13 
1514.05 1.18e-03 9.99e-01 3.60e-13 
1808.80 1.17e-03 9.99e-01 3.27e-13 
1919.29 1.19e-03 9.99e-01 3.27e-13 
2160.92 1.08e-03 9.99e-01 3.37e-13 
2292.92 1.21e-03 9.99e-01 2.46e-13 
2432.98 1.13e-03 9.99e-01 2.24e-13 
2581.60 1.15e-03 9.99e-01 2.24e-13 
2739.29 1.08e-03 9.99e-01 2.02e-13 
2906.62 1.19e-03 9.99e-01 1.48e-13 
3084.17 1.25e-03 9.99e-01 1.18e-13 
3272.56 1.29e-03 9.99e-01 8.82e-14 
3472.46 1.34e-03 9.99e-01 5.91e-14 
3684.57 1.45e-03 9.99e-01 3.73e-14 
3909.64 1.46e-03 9.99e-01 2.17e-14 
4148.46 1.68e-03 9.98e-01 1.11e-14 
4401.86 2.15e-03 9.98e-01 5.09e-15 
4670.75 2.91e-03 9.97e-01 1.71e-15 
4956.05 4.54e-03 9.95e-01 5.76e-16 
5258.79 5.79e-03 9.94e-01 1.91e-16 
5580.02 1.18e-02 9.88e-01 2.90e-17 
5920.87 2.08e-02 9.79e-01 4.13e-18 
6282.54 5.01e-02 9.50e-01 4.82e-19 
6666.30 9.07e-02 9.09e-01 4.67e-20 
7073.50 8.18e-02 9.18e-01 3.38e-21 
7505.58 7.86e-02 9.21e-01 3.62e-22 
7964.05 5.19e-01 4.81e-01 3.09e-23 
8450.53 6.96e-01 3.04e-01 1.36e-23 
8966.72 9.53e-01 4.65e-02 6.11e-24 
9514.44 9.82e-01 1.76e-02 1.43e-23 
10095.62 9.99e-01 1.49e-03 3.43e-25 
10712.30 9.99e-01 9.34e-04 3.58e-23 
11366.65 1.00e+00 2.35e-06 1.54e-26 
12061.10 1.00e+00 1.44e-04 1.62e-23 
12793.43 1.00e+00 1.72e-06 2.92e-26 
13528.61 1.00e+00 1.73e-06 6.93e-27 
14194.74 1.00e+00 2.02e-06 4.52e-27 
14757.77 1.00e+00 2.87e-06 3.74e-27 
15240.48 1.00e+00 2.93e-06 1.75e-27 
15646.99 1.00e+00 2.28e-06 5.51e-28 
15960.30 1.00e+00 1.99e-06 2.98e-28 
16187.41 1.00e+00 2.04e-06 2.07e-28 
16354.17 1.00e+00 2.15e-06 2.05e-28 
16484.18 1.00e+00 2.56e-06 2.56e-28 
16593.12 1.00e+00 3.07e-06 3.64e-28 
16691.99 1.00e+00 3.65e-06 5.09e-28 
16788.59 1.00e+00 4.17e-06 6.31e-28 
16888.37 1.00e+00 4.59e-06 7.49e-28 
16998.79 1.00e+00 5.10e-06 9.36e-28 
17146.37 4.32e-01 5.68e-01 3.36e-23 
17415.23 2.96e-01 7.04e-01 4.16e-23 
17888.12 1.00e+00 9.51e-06 3.16e-27 
18532.37 1.00e+00 1.21e-05 3.53e-31 
19260.76 1.00e+00 1.52e-05 9.67e-27 
20034.10 1.00e+00 2.00e-05 2.12e-26 
20838.00 1.00e+00 2.28e-05 2.88e-26 
21647.97 4.17e-01 5.83e-01 2.74e-22 
22447.94 1.00e+00 3.84e-05 4.40e-30 
23245.88 1.00e+00 4.82e-05 1.99e-25 
24052.47 2.98e-02 9.70e-01 9.37e-22 
24867.72 1.00e+00 7.24e-05 6.34e-25 
25698.86 1.00e+00 8.75e-05 9.14e-25 
26587.16 1.00e+00 8.78e-05 1.60e-24 
27637.54 1.00e+00 8.23e-05 2.27e-24 
28986.97 1.00e+00 1.12e-04 4.08e-24 
#TIME: 43.56 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.19e-03 9.99e-01 2.92e-13 
999.11 1.32e-03 9.99e-01 2.06e-13 
1267.34 1.42e-03 9.99e-01 1.75e-13 
1514.05 1.69e-03 9.98e-01 1.18e-13 
1808.80 1.68e-03 9.98e-01 1.02e-13 
1919.29 1.72e-03 9.98e-01 9.96e-14 
2160.92 1.73e-03 9.98e-01 9.87e-14 
2292.92 1.71e-03 9.98e-01 7.83e-14 
2432.98 1.71e-03 9.98e-01 6.54e-14 
2581.60 1.88e-03 9.98e-01 5.79e-14 
2739.29 1.95e-03 9.98e-01 4.57e-14 
2906.62 2.08e-03 9.98e-01 3.46e-14 
3084.17 2.20e-03 9.98e-01 2.28e-14 
3272.56 2.21e-03 9.98e-01 1.67e-14 
3472.46 2.49e-03 9.98e-01 9.23e-15 
3684.57 2.35e-03 9.98e-01 5.94e-15 
3909.64 2.81e-03 9.97e-01 3.09e-15 
4148.46 3.69e-03 9.96e-01 1.34e-15 
4401.86 4.07e-03 9.96e-01 4.33e-16 
4670.75 6.32e-03 9.94e-01 1.38e-16 
4956.05 8.02e-03 9.92e-01 4.13e-17 
5258.79 1.18e-02 9.88e-01 1.05e-17 
5580.02 2.38e-02 9.76e-01 1.47e-18 
5920.87 4.90e-02 9.51e-01 2.00e-19 
6282.54 5.10e-02 9.49e-01 2.54e-20 
6666.30 9.55e-02 9.04e-01 3.36e-21 
7073.50 2.77e-01 7.23e-01 3.02e-22 
7505.58 4.43e-01 5.57e-01 4.98e-23 
7964.05 1.67e-01 8.33e-01 7.58e-23 
8450.53 8.72e-01 1.28e-01 1.01e-23 
8966.72 8.68e-01 1.32e-01 3.97e-23 
9514.44 9.98e-01 1.75e-03 7.98e-25 
10095.62 1.00e+00 3.07e-04 9.10e-25 
10712.30 1.00e+00 4.49e-06 1.07e-26 
11366.65 1.00e+00 1.48e-06 5.41e-25 
12061.10 1.00e+00 1.41e-06 1.69e-27 
12793.43 1.00e+00 1.54e-06 2.96e-26 
13528.61 1.00e+00 1.81e-06 1.03e-26 
14194.74 1.00e+00 2.21e-06 5.79e-27 
14757.77 1.00e+00 2.75e-06 3.73e-27 
15240.48 1.00e+00 2.83e-06 1.89e-27 
15646.99 1.00e+00 2.53e-06 8.94e-28 
15960.30 1.00e+00 1.98e-06 3.10e-28 
16187.41 1.00e+00 1.61e-06 1.47e-28 
16354.17 1.00e+00 2.09e-06 2.17e-28 
16484.18 7.97e-01 2.03e-01 1.26e-23 
16593.12 1.00e+00 3.02e-06 3.96e-28 
16691.99 1.00e+00 3.54e-06 5.28e-28 
16788.59 1.00e+00 4.03e-06 6.60e-28 
16888.37 9.72e-01 2.75e-02 3.95e-24 
16998.79 1.00e+00 4.31e-06 7.37e-28 
17146.37 1.00e+00 5.58e-06 1.22e-32 
17415.23 1.00e+00 6.74e-06 1.76e-32 
17888.12 9.93e-01 7.06e-03 2.25e-24 
18532.37 1.00e+00 1.14e-05 5.53e-27 
19260.76 1.00e+00 1.47e-05 1.01e-26 
20034.10 1.00e+00 1.91e-05 1.94e-26 
20838.00 1.00e+00 2.39e-05 3.92e-26 
21647.97 1.00e+00 2.87e-05 2.99e-30 
22447.94 1.31e-01 8.69e-01 4.62e-22 
23245.88 1.00e+00 4.62e-05 2.06e-25 
24052.47 1.00e+00 6.00e-05 2.55e-29 
24867.72 1.00e+00 7.39e-05 7.34e-25 
25698.86 2.36e-03 9.98e-01 2.50e-21 
26587.16 1.00e+00 7.00e-05 1.05e-24 
27637.54 1.00e+00 1.09e-04 4.58e-24 
28986.97 6.01e-01 3.99e-01 7.60e-21 
#TIME: 44.46 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 1.91e-03 9.98e-01 7.56e-14 
999.11 1.96e-03 9.98e-01 6.79e-14 
1267.34 2.02e-03 9.98e-01 6.08e-14 
1514.05 2.43e-03 9.98e-01 4.63e-14 
1808.80 2.28e-03 9.98e-01 4.01e-14 
1919.29 2.57e-03 9.97e-01 3.42e-14 
2160.92 2.99e-03 9.97e-01 2.08e-14 
2292.92 2.95e-03 9.97e-01 1.71e-14 
2432.98 2.81e-03 9.97e-01 1.58e-14 
2581.60 2.95e-03 9.97e-01 1.20e-14 
2739.29 3.34e-03 9.97e-01 9.74e-15 
2906.62 4.04e-03 9.96e-01 5.09e-15 
3084.17 4.23e-03 9.96e-01 3.55e-15 
3272.56 4.64e-03 9.95e-01 2.34e-15 
3472.46 4.35e-03 9.96e-01 1.36e-15 
3684.57 5.60e-03 9.94e-01 5.79e-16 
3909.64 6.37e-03 9.94e-01 2.84e-16 
4148.46 6.62e-03 9.93e-01 1.14e-16 
4401.86 1.07e-02 9.89e-01 3.52e-17 
4670.75 1.66e-02 9.83e-01 9.19e-18 
4956.05 2.00e-02 9.80e-01 2.48e-18 
5258.79 2.78e-02 9.72e-01 6.93e-19 
5580.02 6.53e-02 9.35e-01 1.22e-19 
5920.87 3.06e-02 9.69e-01 1.04e-20 
6282.54 3.04e-01 6.96e-01 8.96e-22 
6666.30 2.06e-01 7.94e-01 2.35e-22 
7073.50 3.80e-01 6.20e-01 1.02e-22 
7505.58 9.17e-01 8.31e-02 1.03e-23 
7964.05 9.90e-01 9.70e-03 4.94e-25 
8450.53 8.17e-01 1.83e-01 3.41e-23 
8966.72 1.00e+00 4.02e-04 4.08e-26 
9514.44 9.99e-01 6.18e-04 2.84e-24 
10095.62 1.00e+00 9.39e-06 1.43e-25 
10712.30 1.00e+00 1.65e-06 9.13e-25 
11366.65 1.00e+00 1.30e-06 7.23e-25 
12061.10 1.00e+00 1.43e-06 1.93e-25 
12793.43 1.00e+00 1.44e-06 3.12e-26 
13528.61 1.00e+00 1.60e-06 8.31e-27 
14194.74 1.00e+00 2.16e-06 5.38e-27 
14757.77 1.00e+00 2.66e-06 3.91e-27 
15240.48 1.00e+00 1.43e-04 8.33e-26 
15646.99 1.00e+00 2.43e-06 8.05e-28 
15960.30 1.00e+00 1.54e-06 2.02e-28 
16187.41 1.00e+00 1.88e-06 2.79e-28 
16354.17 1.00e+00 2.02e-06 2.26e-28 
16484.18 1.00e+00 2.32e-06 3.33e-33 
16593.12 1.00e+00 2.88e-06 4.00e-28 
16691.99 1.00e+00 3.37e-06 5.40e-28 
16788.59 1.00e+00 3.80e-06 6.63e-28 
16888.37 1.00e+00 4.36e-06 1.36e-31 
16998.79 9.83e-01 1.67e-02 3.31e-24 
17146.37 1.00e+00 5.22e-06 1.18e-27 
17415.23 1.00e+00 6.48e-06 1.82e-27 
17888.12 4.62e-01 5.38e-01 7.93e-26 
18532.37 1.00e+00 1.09e-05 5.77e-27 
19260.76 8.93e-01 1.07e-01 4.78e-23 
20034.10 1.00e+00 1.62e-05 1.57e-26 
20838.00 2.73e-02 9.73e-01 2.55e-22 
21647.97 1.00e+00 2.62e-05 5.47e-26 
22447.94 1.00e+00 3.35e-05 4.34e-30 
23245.88 1.00e+00 4.03e-05 1.75e-25 
24052.47 1.00e+00 5.63e-05 3.91e-25 
24867.72 1.48e-02 9.85e-01 1.58e-21 
25698.86 1.80e-04 1.00e+00 1.95e-25 
26587.16 1.00e+00 9.26e-05 2.71e-24 
27637.54 1.00e+00 8.45e-05 2.20e-24 
28986.97 1.00e+00 8.15e-05 9.26e-28 
#TIME: 45.38 
#NVEL: 67 
#vel_mid[km/s] o0 o1 o2 
440.10 2.43e-03 9.98e-01 2.57e-14 
999.11 2.87e-03 9.97e-01 2.31e-14 
1267.34 3.13e-03 9.97e-01 1.61e-14 
1514.05 3.70e-03 9.96e-01 1.20e-14 
1808.80 3.79e-03 9.96e-01 9.49e-15 
1919.29 4.47e-03 9.96e-01 6.90e-15 
2160.92 4.16e-03 9.96e-01 5.53e-15 
2292.92 5.33e-03 9.95e-01 3.61e-15 
2432.98 4.13e-03 9.96e-01 3.51e-15 
2581.60 5.14e-03 9.95e-01 2.27e-15 
2739.29 6.71e-03 9.93e-01 1.30e-15 
2906.62 6.86e-03 9.93e-01 7.56e-16 
3084.17 7.08e-03 9.93e-01 4.17e-16 
3272.56 7.83e-03 9.92e-01 2.74e-16 
3472.46 8.48e-03 9.92e-01 1.26e-16 
3684.57 1.24e-02 9.88e-01 6.70e-17 
3909.64 1.32e-02 9.87e-01 2.07e-17 
4148.46 2.51e-02 9.75e-01 7.00e-18 
4401.86 2.17e-02 9.78e-01 2.59e-18 
4670.75 3.09e-02 9.69e-01 6.79e-19 
4956.05 6.20e-02 9.38e-01 1.48e-19 
5258.79 5.33e-02 9.47e-01 3.19e-20 
5580.02 7.93e-02 9.21e-01 4.09e-21 
5920.87 1.36e-01 8.64e-01 1.10e-21 
6282.54 7.38e-01 2.62e-01 5.38e-23 
6666.30 2.66e-01 7.34e-01 1.22e-22 
7073.50 4.09e-01 5.91e-01 9.19e-23 
7505.58 8.92e-01 1.08e-01 8.68e-23 
7964.05 9.97e-01 3.20e-03 1.37e-23 
8450.53 9.55e-01 4.54e-02 5.75e-24 
8966.72 1.00e+00 1.38e-04 4.53e-24 
9514.44 1.00e+00 2.12e-05 2.78e-25 
10095.62 1.00e+00 3.63e-06 2.13e-24 
10712.30 1.00e+00 1.51e-05 2.41e-23 
11366.65 1.00e+00 1.39e-06 1.01e-24 
12061.10 1.00e+00 1.20e-04 1.59e-23 
12793.43 1.00e+00 1.94e-06 4.65e-26 
13528.61 1.00e+00 1.73e-06 1.20e-26 
14194.74 1.00e+00 2.05e-06 5.41e-27 
14757.77 1.00e+00 3.89e-05 5.85e-26 
15240.48 1.00e+00 2.60e-06 3.79e-29 
