#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
6.8864e+04 3.9671e-07 1.0000e+00 1.0776e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.6620e-07 1.0000e+00 1.1499e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.5314e-07 1.0000e+00 1.1835e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.4373e-07 1.0000e+00 1.2113e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 3.4203e-07 1.0000e+00 1.2143e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 3.3942e-07 1.0000e+00 1.2221e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.6328e-07 1.0000e+00 2.5403e-08 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3409
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 6.1181e-42 2.4733e-32 1.1233e-23 4.9066e-16 3.2951e-09 1.0863e-04 8.2045e-02 8.4392e-01 7.3902e-02 2.0061e-05
8.5779e+02 1.0550e-29 5.4531e-22 3.1936e-15 1.8029e-09 1.5952e-04 7.3965e-02 8.0361e-01 1.2210e-01 1.6279e-04 6.8701e-10
8.7843e+02 1.0674e-29 5.5142e-22 3.2270e-15 1.8202e-09 1.6083e-04 7.4305e-02 8.0386e-01 1.2152e-01 1.6102e-04 6.7495e-10
9.1772e+02 1.0460e-29 5.4083e-22 3.1692e-15 1.7902e-09 1.5857e-04 7.3716e-02 8.0342e-01 1.2254e-01 1.6410e-04 6.9597e-10
9.7304e+02 1.0111e-29 5.2392e-22 3.0786e-15 1.7442e-09 1.5518e-04 7.2830e-02 8.0277e-01 1.2408e-01 1.6880e-04 7.2841e-10
1.0350e+03 9.3731e-30 4.8744e-22 2.8796e-15 1.6410e-09 1.4741e-04 7.0750e-02 8.0107e-01 1.2786e-01 1.8068e-04 8.1324e-10
1.1000e+03 7.3983e-30 3.8948e-22 2.3413e-15 1.3594e-09 1.2584e-04 6.4691e-02 7.9504e-01 1.3992e-01 2.2196e-04 1.1355e-09
1.1690e+03 3.8487e-30 2.0947e-22 1.3205e-15 8.0705e-10 8.1082e-05 5.0245e-02 7.7197e-01 1.7732e-01 3.8548e-04 2.7945e-09
1.2425e+03 9.4317e-31 5.4487e-23 3.7654e-16 2.5444e-10 3.0207e-05 2.7842e-02 6.8982e-01 2.8110e-01 1.2076e-03 1.8617e-08
1.3205e+03 9.0083e-32 5.5777e-24 4.3735e-17 3.4068e-11 5.2008e-06 9.0267e-03 4.8344e-01 5.0096e-01 6.5672e-03 3.4892e-07
1.4033e+03 4.2558e-33 2.8490e-25 2.5936e-18 2.3997e-12 4.9316e-07 1.7828e-03 2.3495e-01 7.2784e-01 3.5424e-02 8.0346e-06
1.4915e+03 1.9051e-34 1.3833e-26 1.4621e-19 1.6118e-13 4.4144e-08 3.1009e-04 9.2794e-02 7.8094e-01 1.2585e-01 1.0680e-04
1.5852e+03 9.2343e-36 7.3289e-28 8.9981e-21 1.1840e-14 4.2666e-09 5.3519e-05 3.2835e-02 6.6248e-01 3.0382e-01 8.1182e-04
1.6847e+03 3.3236e-37 2.9232e-29 4.2277e-22 6.7613e-16 3.2673e-10 7.2457e-06 9.0268e-03 4.3154e-01 5.5485e-01 4.5679e-03
1.7904e+03 7.7898e-39 7.7810e-31 1.3597e-23 2.7233e-17 1.8269e-11 7.2173e-07 1.8439e-03 2.1096e-01 7.6765e-01 1.9543e-02
1.9028e+03 1.3628e-40 1.5869e-32 3.4343e-25 8.8586e-19 8.5140e-13 5.9676e-08 3.1052e-04 8.4021e-02 8.5044e-01 6.5228e-02
2.0223e+03 2.1118e-42 2.8565e-34 7.6343e-27 2.5396e-20 3.5348e-14 4.3255e-09 4.5168e-05 2.8500e-02 7.9191e-01 1.7954e-01
2.1493e+03 2.9427e-44 4.6319e-36 1.5243e-28 6.5402e-22 1.3297e-15 2.7806e-10 5.6849e-06 8.1388e-03 6.0276e-01 3.8910e-01
2.2843e+03 0.0000e+00 8.9582e-38 3.5394e-30 1.9094e-23 5.5348e-17 1.8667e-11 6.9656e-07 2.0859e-03 3.7550e-01 6.2241e-01
2.4277e+03 0.0000e+00 3.1565e-39 1.4563e-31 9.5364e-25 3.7375e-18 1.8546e-12 1.1204e-07 6.0520e-04 2.2173e-01 7.7766e-01
2.5802e+03 0.0000e+00 3.0726e-40 1.5963e-32 1.2075e-25 5.8759e-19 3.7987e-13 3.1713e-08 2.5350e-04 1.4847e-01 8.5127e-01
2.7422e+03 0.0000e+00 1.2873e-40 7.1662e-33 5.8434e-26 3.1181e-19 2.2338e-13 2.0945e-08 1.9103e-04 1.2997e-01 8.6984e-01
2.9144e+03 0.0000e+00 3.1659e-40 1.7759e-32 1.4339e-25 7.2084e-19 4.7139e-13 3.8779e-08 2.9624e-04 1.6017e-01 8.3953e-01
3.0973e+03 0.0000e+00 6.3798e-39 3.3715e-31 2.4507e-24 9.7678e-18 4.6081e-12 2.4507e-07 1.0680e-03 2.8637e-01 7.1256e-01
3.2918e+03 5.6052e-45 1.3402e-36 6.3575e-29 3.8332e-22 1.0226e-15 2.5860e-10 5.9422e-06 8.8298e-03 6.2215e-01 3.6902e-01
3.4986e+03 9.8918e-42 1.9897e-33 7.1728e-26 3.0090e-19 4.4082e-13 4.1570e-08 2.6788e-04 8.2073e-02 8.5350e-01 6.4160e-02
3.7182e+03 4.1140e-38 5.8168e-30 1.3069e-22 3.1891e-16 2.2251e-10 6.1262e-06 8.7681e-03 4.4186e-01 5.4527e-01 4.0905e-03
3.9517e+03 1.1163e-34 1.1909e-26 1.7482e-19 2.6192e-13 8.8897e-08 5.6797e-04 1.3592e-01 7.8898e-01 7.4492e-02 3.3500e-05
4.1999e+03 4.8701e-31 5.2545e-23 6.1562e-16 6.8727e-10 1.0899e-04 6.4998e-02 8.1098e-01 1.2377e-01 1.4229e-04 4.6547e-10
4.4636e+03 1.9566e-28 1.8621e-20 1.6469e-13 1.2983e-07 9.1807e-03 5.5685e-01 4.3168e-01 2.2970e-03 4.7185e-08 1.7003e-15
4.7438e+03 2.1042e-27 1.8013e-19 1.3576e-12 8.6782e-07 3.9948e-02 7.9760e-01 1.6228e-01 1.7454e-04 5.3305e-10 2.2714e-18
5.0416e+03 3.5426e-27 3.0026e-19 2.2102e-12 1.3559e-06 5.6169e-02 8.2748e-01 1.1627e-01 8.0055e-05 1.4312e-10 3.3373e-19
5.3582e+03 2.7488e-27 2.4556e-19 1.9044e-12 1.2303e-06 5.3579e-02 8.2530e-01 1.2103e-01 8.6797e-05 1.6123e-10 3.8991e-19
5.6947e+03 2.4054e-27 2.2590e-19 1.8356e-12 1.2365e-06 5.5219e-02 8.2840e-01 1.1630e-01 7.8295e-05 1.3338e-10 2.9070e-19
6.0522e+03 3.2238e-27 3.0648e-19 2.4963e-12 1.6603e-06 6.9630e-02 8.4023e-01 9.0098e-02 4.3672e-05 4.9950e-11 6.9332e-20
6.4323e+03 7.0953e-27 6.6375e-19 5.2206e-12 3.2391e-06 1.1412e-01 8.3693e-01 4.8933e-02 1.1434e-05 5.4452e-12 2.8167e-21
6.8362e+03 2.2795e-26 2.0479e-18 1.5108e-11 8.2859e-06 2.2120e-01 7.6103e-01 1.7761e-02 1.3807e-06 1.7603e-13 2.0658e-23
7.2654e+03 8.6697e-26 7.2451e-18 4.8645e-11 2.2377e-05 4.1901e-01 5.7652e-01 4.4471e-03 9.2319e-08 2.4338e-15 4.8557e-26
7.7216e+03 3.6130e-25 2.7265e-17 1.6222e-10 5.8703e-05 6.9621e-01 3.0315e-01 5.8369e-04 2.3251e-09 8.5628e-18 1.8698e-29
8.2065e+03 1.9840e-24 1.2732e-16 6.3481e-10 1.5635e-04 9.2683e-01 7.2998e-02 1.7893e-05 6.1732e-12 1.2329e-21 1.0171e-34
8.7177e+03 3.5026e-23 1.6305e-15 5.8854e-09 6.5034e-04 9.9634e-01 3.0098e-03 1.4490e-08 4.7645e-17 3.7292e-29 5.6052e-45
9.2147e+03 7.2519e-21 1.8353e-13 3.5850e-07 7.9654e-03 9.9203e-01 8.7344e-06 3.7323e-14 3.0837e-26 1.2500e-42 0.0000e+00
9.6291e+03 5.7619e-18 7.6562e-11 6.7383e-05 1.7610e-01 8.2384e-01 3.6538e-09 1.6504e-21 2.8091e-38 0.0000e+00 0.0000e+00
9.9539e+03 1.0536e-15 9.2598e-09 3.4535e-03 8.8750e-01 1.0905e-01 9.1198e-14 1.2854e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 7.7709e-14 4.7794e-07 5.6514e-02 9.4193e-01 1.5537e-03 5.4668e-20 3.9489e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 5.1821e-12 2.4051e-05 6.4379e-01 3.5619e-01 2.5085e-06 2.4005e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.4527e-10 3.2762e-04 9.9275e-01 6.9267e-03 5.3554e-11 9.9367e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 3.9933e-09 3.6257e-03 9.9631e-01 6.0762e-05 2.9141e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.6536e-08 3.2676e-02 9.6732e-01 7.8476e-07 4.6461e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.7329e-06 2.1576e-01 7.8424e-01 1.0953e-08 1.1944e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0445e-05 6.2057e-01 3.7942e-01 1.2650e-10 3.5740e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.4472e-05 8.7383e-01 1.2615e-01 1.6362e-12 2.3167e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 4.3125e-05 9.5934e-01 4.0617e-02 3.5123e-14 6.1633e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 6.9206e-05 9.8617e-01 1.3765e-02 1.0465e-15 3.6015e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 8.8032e-05 9.9368e-01 6.2281e-03 6.8088e-17 9.2486e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.1700e-04 9.9717e-01 2.7092e-03 4.1881e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.7977e-04 9.9896e-01 8.6287e-04 9.8690e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.6967e-04 9.9949e-01 1.3779e-04 2.5785e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 9.3088e-04 9.9905e-01 1.4977e-05 2.1242e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.1972e-03 9.9780e-01 1.8555e-06 2.5827e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 6.1716e-03 9.9383e-01 1.5417e-07 8.8820e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.3842e-02 9.8616e-01 2.0423e-08 1.2975e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.8508e-02 9.7149e-01 3.1657e-09 3.1150e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.4612e-02 9.4539e-01 5.1219e-10 8.1370e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 8.2616e-02 9.1738e-01 1.2259e-10 6.5188e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0351e-01 8.9649e-01 4.5184e-11 1.9898e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.3249e-01 8.6751e-01 1.6182e-11 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.5788e-01 8.4212e-01 7.2645e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.8596e-01 8.1404e-01 3.2381e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 2.0758e-01 7.9242e-01 1.6266e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 2.3381e-01 7.6619e-01 7.9256e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 2.4750e-01 7.5250e-01 4.1979e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.9903e-01 8.0097e-01 3.1784e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.3688e-01 8.6312e-01 2.2671e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 5.3538e-02 9.4646e-01 6.2020e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.3108e-02 9.7689e-01 1.4017e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.2283e-02 9.8772e-01 2.8103e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 7.7072e-03 9.9229e-01 4.0934e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 4.6690e-03 9.9533e-01 5.7845e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.2871e-03 9.9871e-01 4.5958e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 5.3259e-04 9.9947e-01 1.8389e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.3661e-03 9.9863e-01 1.7976e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 8.9455e-04 9.9911e-01 2.8068e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0013e-03 9.9900e-01 1.3591e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 8.9564e-05 9.9991e-01 1.1761e-09 2.6625e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 4.2978e-05 9.9996e-01 3.2664e-09 3.8255e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.2821e-04 9.9957e-01 2.0870e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.1169e-05 9.9999e-01 2.1639e-08 5.2317e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.5279e-04 9.9955e-01 8.3450e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 6.0135e-05 9.9994e-01 3.4254e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.1464e-06 1.0000e+00 2.8405e-07 6.2565e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.2666e-05 9.9999e-01 3.4341e-09 3.6434e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.6810e-04 9.9983e-01 1.3585e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0651e-03 9.9893e-01 1.9774e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 8.3774e-07 1.0000e+00 6.0239e-07 1.8941e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 6.1672e-05 9.9994e-01 3.2943e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 9.3565e-06 9.9999e-01 9.2997e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.3537e-04 9.9956e-01 2.8025e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.4535e-07 1.0000e+00 4.8652e-07 2.1034e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0513e-05 9.9999e-01 2.4501e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.9707e-07 1.0000e+00 6.4417e-07 2.8430e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.0430e-06 1.0000e+00 2.9912e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 7.0215e-05 9.9993e-01 1.9553e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 3.8649e-07 1.0000e+00 5.5962e-08 2.2295e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 3.7998e-11 1.0351e-01 8.9649e-01 3.4397e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 7.3368e-10 6.4274e-01 3.5726e-01 3.0941e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.2456e-07 1.0000e+00 5.9480e-07 3.3215e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0079e-06 1.0000e+00 1.8576e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.1332e-06 1.0000e+00 3.3645e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.2182e-05 9.9997e-01 1.4792e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.5061e-04 9.9975e-01 2.0877e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.7318e-04 9.9973e-01 1.6863e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.3621e-04 9.9986e-01 7.0929e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.3963e-04 9.9986e-01 6.6715e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 6.7509e-05 9.9993e-01 1.2480e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3688
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 1.8172e-41 7.4250e-32 3.3264e-23 1.4238e-15 8.8602e-09 2.2401e-04 1.2165e-01 8.3355e-01 4.4575e-02 6.9540e-06
8.5779e+02 1.7922e-29 9.4007e-22 5.4782e-15 3.0611e-09 2.5643e-04 9.6799e-02 8.1303e-01 8.9833e-02 8.1236e-05 2.2156e-10
8.7843e+02 1.9954e-29 1.0409e-21 6.0184e-15 3.3346e-09 2.7546e-04 1.0065e-01 8.1321e-01 8.5786e-02 7.3437e-05 1.8847e-10
9.1772e+02 1.9154e-29 1.0012e-21 5.8053e-15 3.2266e-09 2.6795e-04 9.9149e-02 8.1317e-01 8.7336e-02 7.6372e-05 2.0069e-10
9.7304e+02 1.8109e-29 9.4968e-22 5.5314e-15 3.0890e-09 2.5845e-04 9.7218e-02 8.1307e-01 8.9373e-02 8.0319e-05 2.1754e-10
1.0350e+03 1.7243e-29 9.0641e-22 5.2979e-15 2.9699e-09 2.5006e-04 9.5478e-02 8.1291e-01 9.1281e-02 8.4134e-05 2.3435e-10
1.1000e+03 1.3541e-29 7.2107e-22 4.2917e-15 2.4533e-09 2.1317e-04 8.7461e-02 8.1132e-01 1.0090e-01 1.0493e-04 3.3408e-10
1.1690e+03 7.0142e-30 3.8668e-22 2.4168e-15 1.4562e-09 1.3770e-04 6.8524e-02 8.0023e-01 1.3092e-01 1.8831e-04 8.5856e-10
1.2425e+03 1.7654e-30 1.0345e-22 7.0926e-16 4.7272e-10 5.2911e-05 3.9322e-02 7.4340e-01 2.1660e-01 6.1820e-04 6.0239e-09
1.3205e+03 1.7214e-31 1.0847e-23 8.4644e-17 6.5202e-11 9.4418e-06 1.3438e-02 5.5948e-01 4.2330e-01 3.7767e-03 1.3037e-07
1.4033e+03 8.3758e-33 5.7187e-25 5.1926e-18 4.7560e-12 9.3140e-07 2.8120e-03 2.9393e-01 6.8012e-01 2.3131e-02 3.5142e-06
1.4915e+03 3.7553e-34 2.7861e-26 2.9440e-19 3.2161e-13 8.4259e-08 5.0379e-04 1.2210e-01 7.8627e-01 9.1066e-02 5.3469e-05
1.5852e+03 1.9172e-35 1.5540e-27 1.9061e-20 2.4800e-14 8.5321e-09 9.1807e-05 4.5966e-02 7.1547e-01 2.3803e-01 4.4522e-04
1.6847e+03 7.1310e-37 6.4013e-29 9.2499e-22 1.4613e-15 6.7390e-10 1.2997e-05 1.3416e-02 5.0378e-01 4.7995e-01 2.8353e-03
1.7904e+03 1.7643e-38 1.7944e-30 3.1265e-23 6.1657e-17 3.9311e-11 1.3613e-06 2.9067e-03 2.6384e-01 7.1990e-01 1.3347e-02
1.9028e+03 3.1004e-40 3.6731e-32 7.9258e-25 2.0111e-18 1.8333e-12 1.1384e-07 5.0115e-04 1.0914e-01 8.4235e-01 4.8001e-02
2.0223e+03 4.7812e-42 6.5833e-34 1.7565e-26 5.7503e-20 7.5810e-14 8.3012e-09 7.4180e-05 3.8173e-02 8.2097e-01 1.4079e-01
2.1493e+03 6.4460e-44 1.0427e-35 3.4395e-28 1.4576e-21 2.8127e-15 5.3321e-10 9.4766e-06 1.1267e-02 6.5916e-01 3.2956e-01
2.2843e+03 1.4013e-45 1.9914e-37 7.9156e-30 4.2316e-23 1.1661e-16 3.6018e-11 1.1834e-06 2.9869e-03 4.3183e-01 5.6519e-01
2.4277e+03 0.0000e+00 6.9095e-39 3.2118e-31 2.0872e-24 7.7801e-18 3.5585e-12 1.9104e-07 8.7955e-04 2.6212e-01 7.3700e-01
2.5802e+03 0.0000e+00 6.6061e-40 3.4586e-32 2.5971e-25 1.2021e-18 7.1902e-13 5.3659e-08 3.6836e-04 1.7707e-01 8.2256e-01
2.7422e+03 0.0000e+00 2.7591e-40 1.5474e-32 1.2523e-25 6.3553e-19 4.2154e-13 3.5377e-08 2.7758e-04 1.5532e-01 8.4440e-01
