#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
5.5110e+04 1.0000e+00 2.8227e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 2.1979e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 3.5816e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 6.1733e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.7454e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 2.5927e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 9.3569e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 1.8196e-08 5.4889e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 1.1972e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 4.3099e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 1.9252e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 4.5692e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 2.9227e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 2.3966e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 3.6525e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 1.7287e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.8910e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.9427
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 6.8597e-33 7.9350e-24 2.0629e-15 2.0766e-08 2.8429e-03 9.9716e-01
8.5779e+02 1.0827e-24 2.1039e-17 8.6023e-11 1.9382e-05 7.6019e-02 9.2396e-01
8.7843e+02 8.7014e-26 2.2020e-18 1.0900e-11 4.0497e-06 3.2742e-02 9.6725e-01
9.1772e+02 5.8071e-26 1.5345e-18 7.8325e-12 3.1494e-06 2.8566e-02 9.7143e-01
9.7304e+02 5.2505e-26 1.4029e-18 7.2188e-12 2.9604e-06 2.7623e-02 9.7237e-01
1.0350e+03 5.4209e-26 1.4433e-18 7.4077e-12 3.0189e-06 2.7918e-02 9.7208e-01
1.1000e+03 4.5714e-26 1.2401e-18 6.4509e-12 2.7179e-06 2.6371e-02 9.7363e-01
1.1690e+03 3.2048e-26 9.0437e-19 4.8413e-12 2.1859e-06 2.3431e-02 9.7657e-01
1.2425e+03 1.2612e-26 3.9312e-19 2.2540e-12 1.2189e-06 1.7039e-02 9.8296e-01
1.3205e+03 2.0369e-27 7.6804e-20 4.9910e-13 3.8230e-07 9.0247e-03 9.9097e-01
1.4033e+03 2.0189e-28 9.7987e-21 7.5438e-14 8.9229e-08 4.0663e-03 9.9593e-01
1.4915e+03 2.6200e-29 1.6003e-21 1.4425e-14 2.4883e-08 2.0214e-03 9.9798e-01
1.5852e+03 5.0464e-30 3.7276e-22 3.8422e-15 8.9460e-09 1.1560e-03 9.9884e-01
1.6847e+03 9.4918e-31 8.5303e-23 1.0136e-15 3.1859e-09 6.5829e-04 9.9934e-01
1.7904e+03 1.6979e-31 1.8822e-23 2.6241e-16 1.1203e-09 3.7309e-04 9.9963e-01
1.9028e+03 2.9479e-32 4.0883e-24 6.8241e-17 3.9725e-10 2.1301e-04 9.9979e-01
2.0223e+03 5.2841e-33 9.1276e-25 1.8239e-17 1.4334e-10 1.2283e-04 9.9988e-01
2.1493e+03 9.2403e-34 2.0074e-25 4.8753e-18 5.1881e-11 7.1086e-05 9.9993e-01
2.2843e+03 1.7004e-34 4.6378e-26 1.3755e-18 1.9625e-11 4.2201e-05 9.9996e-01
2.4277e+03 3.9517e-35 1.3202e-26 4.7046e-19 8.6508e-12 2.7247e-05 9.9997e-01
2.5802e+03 1.3955e-35 5.4182e-27 2.2192e-19 4.8985e-12 2.0139e-05 9.9998e-01
2.7422e+03 8.2431e-36 3.4884e-27 1.5521e-19 3.7737e-12 1.7572e-05 9.9998e-01
2.9144e+03 9.0947e-36 3.8815e-27 1.7504e-19 4.2258e-12 1.8756e-05 9.9998e-01
3.0973e+03 2.2440e-35 8.7635e-27 3.6833e-19 7.7267e-12 2.6098e-05 9.9997e-01
3.2918e+03 1.5763e-34 5.0658e-26 1.8391e-18 2.8292e-11 5.3141e-05 9.9995e-01
3.4986e+03 3.2768e-33 7.4400e-25 2.0705e-17 1.9035e-10 1.5011e-04 9.9985e-01
3.7182e+03 1.1795e-31 1.6652e-23 3.1501e-16 1.5162e-09 4.5955e-04 9.9954e-01
3.9517e+03 8.2187e-30 6.9533e-22 9.0174e-15 1.9959e-08 1.8699e-03 9.9813e-01
4.1999e+03 4.8579e-27 2.4599e-19 2.5240e-12 1.6851e-06 2.2060e-02 9.7794e-01
4.4636e+03 1.9399e-24 6.0670e-17 4.4564e-10 8.8228e-05 1.8510e-01 8.1481e-01
4.7438e+03 4.7522e-23 1.1251e-15 6.3391e-09 6.1018e-04 4.5394e-01 5.4545e-01
5.0416e+03 1.5554e-22 3.3382e-15 1.6864e-08 1.2083e-03 5.8687e-01 4.1193e-01
5.3582e+03 1.8281e-22 3.9689e-15 2.0181e-08 1.3792e-03 6.1501e-01 3.8361e-01
5.6947e+03 1.9958e-22 4.4460e-15 2.3066e-08 1.5290e-03 6.3774e-01 3.6074e-01
6.0522e+03 3.0953e-22 6.7934e-15 3.4281e-08 2.0102e-03 6.9272e-01 3.0527e-01
6.4323e+03 8.0958e-22 1.6754e-14 7.7117e-08 3.4403e-03 7.8982e-01 2.0674e-01
6.8362e+03 3.1850e-21 6.0247e-14 2.3717e-07 7.0248e-03 8.8526e-01 1.0772e-01
7.2654e+03 1.6393e-20 2.7554e-13 8.6743e-07 1.5464e-02 9.3925e-01 4.5285e-02
7.7216e+03 1.2417e-19 1.8080e-12 4.1675e-06 3.9015e-02 9.4668e-01 1.4298e-02
8.2065e+03 2.7080e-18 3.1797e-11 4.2763e-05 1.4592e-01 8.5190e-01 2.1329e-03
8.7177e+03 3.5145e-16 2.8589e-09 1.2967e-03 6.9625e-01 3.0242e-01 2.8666e-05
9.2147e+03 1.5689e-13 6.5240e-07 4.0611e-02 9.5430e-01 5.0913e-03 1.8855e-09
9.6291e+03 1.1521e-10 1.5485e-04 6.9838e-01 3.0146e-01 5.5784e-06 1.6214e-15
9.9539e+03 1.7091e-08 4.6843e-03 9.9107e-01 4.2482e-03 1.0695e-10 7.4312e-24
1.0246e+04 5.5304e-06 1.8173e-01 8.1825e-01 1.0910e-05 6.6050e-17 1.2394e-34
1.0542e+04 3.6048e-04 9.4807e-01 5.1569e-02 1.0179e-09 5.0891e-25 0.0000e+00
1.0840e+04 6.9227e-03 9.9272e-01 3.6197e-04 4.7578e-15 6.1094e-35 0.0000e+00
1.1119e+04 1.5506e-01 8.4494e-01 1.0748e-06 3.5968e-21 0.0000e+00 0.0000e+00
1.1356e+04 8.2040e-01 1.7960e-01 7.8523e-10 6.1467e-28 0.0000e+00 0.0000e+00
1.1540e+04 9.8468e-01 1.5318e-02 5.5701e-13 3.4885e-34 0.0000e+00 0.0000e+00
1.1677e+04 9.9873e-01 1.2672e-03 5.6767e-16 5.5733e-40 0.0000e+00 0.0000e+00
1.1784e+04 9.9988e-01 1.2244e-04 9.3930e-19 2.8026e-45 0.0000e+00 0.0000e+00
1.1876e+04 9.9999e-01 6.8026e-06 3.2023e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 7.1027e-08 9.4732e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 2.4997e-11 1.3502e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 5.2923e-14 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 6.6692e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 6.2507e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 1.1121e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 2.0215e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 9.7279e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 8.4464e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 8.8863e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.9387e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 5.3776e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 2.1003e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 1.4495e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 5.3447e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 4.1069e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 2.5632e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 7.1374e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 3.2414e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 8.7927e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 4.9269e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 6.7282e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.5401e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 4.9588e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 7.3305e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.3797e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.9265e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 2.3889e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.0450e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 6.9466e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.8261e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.3661e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 2.1752e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 2.1627e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 6.6562e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.4870e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 2.9591e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 3.1370e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 2.5550e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 2.6317e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 2.4456e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 3.8728e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 2.8210e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.0222e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 9.5423e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.9940e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 2.2579e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.5274e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 4.7196e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 6.2393e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 8.4017e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 1.8048e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 4.8763e-10 6.5746e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 4.1853e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 5.0879e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 5.6554e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 7.3235e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 8.2707e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 6.2096e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 1.1277e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 5.4162e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 6.4358e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.9831
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 1.4211e-32 1.5770e-23 4.0028e-15 3.4884e-08 3.8057e-03 9.9619e-01
8.5779e+02 1.7711e-24 3.3679e-17 1.3750e-10 2.8057e-05 9.3020e-02 9.0695e-01
8.7843e+02 1.2415e-25 3.1118e-18 1.5561e-11 5.3992e-06 3.8489e-02 9.6151e-01
9.1772e+02 7.6971e-26 2.0292e-18 1.0519e-11 4.0094e-06 3.2757e-02 9.6724e-01
9.7304e+02 6.9298e-26 1.8479e-18 9.6593e-12 3.7583e-06 3.1630e-02 9.6837e-01
1.0350e+03 7.1734e-26 1.9057e-18 9.9339e-12 3.8390e-06 3.1996e-02 9.6800e-01
1.1000e+03 6.0077e-26 1.6269e-18 8.5994e-12 3.4408e-06 3.0152e-02 9.6984e-01
1.1690e+03 4.2589e-26 1.1978e-18 6.5080e-12 2.7852e-06 2.6887e-02 9.7311e-01
1.2425e+03 1.6734e-26 5.1926e-19 3.0192e-12 1.5492e-06 1.9528e-02 9.8047e-01
1.3205e+03 2.6677e-27 1.0004e-19 6.5858e-13 4.8048e-07 1.0280e-02 9.8972e-01
1.4033e+03 2.5718e-28 1.2429e-20 9.6984e-14 1.1002e-07 4.5832e-03 9.9542e-01
1.4915e+03 3.1954e-29 1.9526e-21 1.7896e-14 2.9896e-08 2.2462e-03 9.9775e-01
1.5852e+03 6.0156e-30 4.4577e-22 4.6805e-15 1.0612e-08 1.2756e-03 9.9872e-01
1.6847e+03 1.0987e-30 9.9358e-23 1.2044e-15 3.7107e-09 7.1905e-04 9.9928e-01
1.7904e+03 1.9290e-31 2.1549e-23 3.0644e-16 1.2880e-09 4.0453e-04 9.9960e-01
1.9028e+03 3.2925e-32 4.6085e-24 7.8462e-17 4.5142e-10 2.2945e-04 9.9977e-01
2.0223e+03 5.7987e-33 1.0123e-24 2.0629e-17 1.6084e-10 1.3136e-04 9.9987e-01
2.1493e+03 1.0071e-33 2.2101e-25 5.4630e-18 5.7761e-11 7.5671e-05 9.9992e-01
2.2843e+03 1.8328e-34 5.0511e-26 1.5228e-18 2.1632e-11 4.4663e-05 9.9996e-01
2.4277e+03 4.2027e-35 1.4204e-26 5.1455e-19 9.4432e-12 2.8680e-05 9.9997e-01
2.5802e+03 1.4652e-35 5.7641e-27 2.4021e-19 5.3041e-12 2.1104e-05 9.9998e-01
2.7422e+03 8.5683e-36 3.6788e-27 1.6671e-19 4.0622e-12 1.8356e-05 9.9998e-01
2.9144e+03 9.4429e-36 4.0897e-27 1.8793e-19 4.5476e-12 1.9592e-05 9.9998e-01
3.0973e+03 2.3643e-35 9.3547e-27 4.0041e-19 8.3960e-12 2.7407e-05 9.9997e-01
3.2918e+03 1.7086e-34 5.5494e-26 2.0515e-18 3.1376e-11 5.6449e-05 9.9994e-01
3.4986e+03 3.6639e-33 8.3922e-25 2.3819e-17 2.1625e-10 1.6167e-04 9.9984e-01
3.7182e+03 1.3509e-31 1.9215e-23 3.7113e-16 1.7537e-09 5.0006e-04 9.9950e-01
3.9517e+03 9.9768e-30 8.4501e-22 1.1149e-14 2.3899e-08 2.0742e-03 9.9793e-01
4.1999e+03 6.7001e-27 3.3700e-19 3.4930e-12 2.1918e-06 2.5601e-02 9.7440e-01
4.4636e+03 2.8426e-24 8.8299e-17 6.4818e-10 1.1802e-04 2.1507e-01 7.8481e-01
4.7438e+03 7.1601e-23 1.6802e-15 9.3439e-09 8.1029e-04 5.0935e-01 4.8984e-01
5.0416e+03 2.3782e-22 5.0478e-15 2.4978e-08 1.5935e-03 6.4376e-01 3.5465e-01
5.3582e+03 2.8429e-22 6.0932e-15 3.0232e-08 1.8281e-03 6.7240e-01 3.2577e-01
5.6947e+03 3.1559e-22 6.9297e-15 3.4956e-08 2.0379e-03 6.9548e-01 3.0249e-01
6.0522e+03 4.8985e-22 1.0598e-14 5.1827e-08 2.6617e-03 7.4626e-01 2.5108e-01
6.4323e+03 1.2627e-21 2.5817e-14 1.1469e-07 4.4660e-03 8.3053e-01 1.6500e-01
6.8362e+03 5.0252e-21 9.4042e-14 3.5395e-07 9.0457e-03 9.0873e-01 8.2224e-02
7.2654e+03 2.5750e-20 4.3019e-13 1.2860e-06 1.9686e-02 9.4668e-01 3.3630e-02
7.7216e+03 2.0199e-19 2.9265e-12 6.3132e-06 4.9968e-02 9.3984e-01 1.0182e-02
8.2065e+03 4.5145e-18 5.2775e-11 6.5113e-05 1.8441e-01 8.1410e-01 1.4174e-03
8.7177e+03 5.3279e-16 4.3107e-09 1.7462e-03 7.5823e-01 2.4000e-01 1.5090e-05
9.2147e+03 2.3063e-13 9.4464e-07 5.1261e-02 9.4524e-01 3.4977e-03 8.0416e-10
9.6291e+03 1.5701e-10 1.9865e-04 7.5444e-01 2.4536e-01 2.9750e-06 5.0091e-16
9.9539e+03 2.3562e-08 5.8639e-03 9.9119e-01 2.9478e-03 4.2814e-11 1.4633e-24
1.0246e+04 8.1243e-06 2.2993e-01 7.7006e-01 6.4861e-06 1.9875e-17 1.5663e-35
1.0542e+04 4.1661e-04 9.5979e-01 3.9795e-02 5.1343e-10 1.3543e-25 0.0000e+00
1.0840e+04 8.2033e-03 9.9154e-01 2.5821e-04 2.0206e-15 1.1918e-35 0.0000e+00
1.1119e+04 1.8017e-01 8.1983e-01 7.2567e-07 1.3840e-21 0.0000e+00 0.0000e+00
1.1356e+04 8.4518e-01 1.5482e-01 4.6539e-10 2.0213e-28 0.0000e+00 0.0000e+00
1.1540e+04 9.8777e-01 1.2226e-02 2.7963e-13 8.5229e-35 0.0000e+00 0.0000e+00
1.1677e+04 9.9910e-01 8.9973e-04 2.1129e-16 7.8166e-41 0.0000e+00 0.0000e+00
1.1784e+04 9.9991e-01 9.2539e-05 4.1601e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 4.0871e-06 7.5293e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 1.3109e-08 7.8452e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 5.9483e-13 2.7550e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 1.5486e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 2.1203e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 3.5562e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 2.0369e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 6.2650e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 3.7359e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 3.5995e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 5.9020e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.1955e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 4.1391e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 2.2778e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 1.1941e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 4.0358e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 2.2742e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.2695e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 4.8611e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.6057e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 7.1442e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 4.7129e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 6.0821e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.2607e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.9378e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 5.7777e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.6669e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 2.0240e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 3.0046e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 8.0242e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.5289e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 4.1541e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.7067e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 6.6402e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 7.3675e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 2.8575e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.4417e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 9.7591e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.7341e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 4.0541e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 4.4104e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.3184e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 4.0554e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 1.8857e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
