#NTIMES: 50
#NSTAGES: 3
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
28744.18 8.1866e-04 9.4835e-02 9.0435e-01
30520.16 3.5742e-04 6.3582e-02 9.3606e-01
32243.50 2.4502e-04 5.3241e-02 9.4651e-01
33773.01 1.6033e-04 4.3444e-02 9.5640e-01
35108.48 7.3856e-07 3.4649e-03 9.9653e-01
36326.30 6.6179e-07 3.3383e-03 9.9666e-01
37486.70 2.4980e-05 1.7458e-02 9.8252e-01
38628.25 1.3765e-05 1.3005e-02 9.8698e-01
39768.62 7.8966e-06 9.8480e-03 9.9014e-01
40915.31 4.5281e-06 7.4770e-03 9.9252e-01
42074.51 2.6002e-06 5.6767e-03 9.9432e-01
43252.44 1.4776e-06 4.3033e-03 9.9570e-01
44454.05 9.2116e-07 3.4005e-03 9.9660e-01
45683.04 5.1793e-07 2.5623e-03 9.9744e-01
46941.68 2.8896e-07 1.9230e-03 9.9808e-01
48230.81 1.6010e-07 1.4390e-03 9.9856e-01
49550.29 8.8623e-08 1.0759e-03 9.9892e-01
50899.37 4.8738e-08 8.0394e-04 9.9920e-01
52276.86 2.6983e-08 6.0041e-04 9.9940e-01
53681.16 1.4931e-08 4.4864e-04 9.9955e-01
55110.21 6.2687e-10 3.3560e-04 9.9966e-01
56561.17 3.0240e-11 2.6439e-05 9.9997e-01
58030.00 1.5393e-11 2.0869e-05 9.9998e-01
59510.42 1.4024e-11 1.8152e-05 9.9998e-01
60993.45 4.0352e-11 2.5487e-05 9.9997e-01
62466.44 5.0347e-10 8.2897e-05 9.9992e-01
63912.69 9.2467e-11 3.7509e-05 9.9996e-01
65311.62 2.5119e-12 6.3937e-06 9.9999e-01
66639.26 1.4727e-12 4.8866e-06 1.0000e+00
67870.77 3.2641e-12 7.2098e-06 9.9999e-01
68864.47 5.2742e-11 2.6726e-05 9.9997e-01
69459.55 4.4609e-11 2.4726e-05 9.9998e-01
69744.99 4.1662e-11 2.3765e-05 9.9998e-01
69888.26 3.9777e-11 2.3292e-05 9.9998e-01
69959.62 3.9225e-11 2.3059e-05 9.9998e-01
69991.15 3.8834e-11 2.2947e-05 9.9998e-01
69999.53 3.8415e-11 2.2951e-05 9.9998e-01
#TIME: 288.64
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.5130e-01 6.2214e-01 1.2656e-01
857.79 2.4990e-01 6.2218e-01 1.2791e-01
878.44 2.6548e-01 6.1532e-01 1.1920e-01
917.72 2.6222e-01 6.2014e-01 1.1764e-01
973.04 2.6144e-01 6.2919e-01 1.0937e-01
1034.98 2.5111e-01 6.2301e-01 1.2588e-01
1099.97 2.5474e-01 6.2515e-01 1.2010e-01
1169.04 2.4213e-01 6.2822e-01 1.2965e-01
1242.44 2.4431e-01 6.2862e-01 1.2707e-01
1320.45 2.5640e-01 6.2026e-01 1.2335e-01
1403.37 2.7095e-01 6.1548e-01 1.1357e-01
1491.49 2.6435e-01 6.2050e-01 1.1515e-01
1585.14 2.7994e-01 6.1169e-01 1.0838e-01
1684.67 2.7091e-01 6.1562e-01 1.1346e-01
1790.45 2.6763e-01 6.1629e-01 1.1608e-01
1902.87 2.5175e-01 6.2270e-01 1.2555e-01
2022.36 2.4426e-01 6.2494e-01 1.3079e-01
2149.34 2.2081e-01 6.3250e-01 1.4669e-01
2284.30 1.9655e-01 6.3347e-01 1.6997e-01
2427.74 1.8642e-01 6.3748e-01 1.7610e-01
2580.18 1.7272e-01 6.4145e-01 1.8584e-01
2742.19 1.1208e-01 6.1882e-01 2.6909e-01
2914.37 1.3881e-01 6.4833e-01 2.1286e-01
3097.37 1.2343e-01 6.5735e-01 2.1922e-01
3291.85 1.0692e-01 6.6853e-01 2.2454e-01
3498.55 1.0548e-01 6.8917e-01 2.0535e-01
3718.23 1.4260e-01 7.0539e-01 1.5201e-01
3951.70 1.6313e-01 7.0632e-01 1.3055e-01
4199.83 1.3351e-01 7.0860e-01 1.5789e-01
4463.54 1.0847e-01 7.0675e-01 1.8478e-01
4743.81 1.3263e-01 6.8642e-01 1.8095e-01
5041.68 1.4127e-01 6.7857e-01 1.8016e-01
5358.25 1.4209e-01 6.6601e-01 1.9190e-01
5694.70 1.5787e-01 6.6161e-01 1.8052e-01
6052.28 1.5857e-01 6.6307e-01 1.7836e-01
6432.31 1.5483e-01 6.6584e-01 1.7933e-01
6836.20 1.5688e-01 6.6735e-01 1.7577e-01
7265.45 1.6814e-01 6.6395e-01 1.6791e-01
7721.65 1.7337e-01 6.6853e-01 1.5810e-01
8206.56 1.7987e-01 6.6903e-01 1.5110e-01
8717.73 2.0246e-01 6.6208e-01 1.3547e-01
9214.74 2.1105e-01 6.7132e-01 1.1763e-01
9629.11 2.1031e-01 6.8354e-01 1.0615e-01
9954.11 2.1510e-01 6.8357e-01 1.0133e-01
10245.64 2.1091e-01 6.9564e-01 9.3446e-02
10541.49 2.0895e-01 7.0248e-01 8.8570e-02
10839.94 2.4676e-01 6.7958e-01 7.3660e-02
11119.11 2.4432e-01 6.8552e-01 7.0168e-02
11355.83 3.1011e-01 6.3323e-01 5.6666e-02
11539.81 3.7477e-01 5.8364e-01 4.1585e-02
11677.16 4.0839e-01 5.5671e-01 3.4893e-02
11784.05 4.5856e-01 5.1254e-01 2.8906e-02
11875.85 4.6377e-01 5.0631e-01 2.9920e-02
11963.37 4.2889e-01 5.3893e-01 3.2177e-02
12055.39 3.3930e-01 6.2039e-01 4.0304e-02
12170.41 3.2684e-01 6.2335e-01 4.9808e-02
12360.89 2.6073e-01 6.8406e-01 5.5218e-02
12670.46 1.8901e-01 7.4105e-01 6.9942e-02
13075.34 1.4709e-01 7.6785e-01 8.5060e-02
13530.52 1.1791e-01 7.8069e-01 1.0139e-01
14012.75 1.1314e-01 7.6643e-01 1.2043e-01
14508.81 1.0172e-02 1.0049e-01 8.8934e-01
15002.30 1.3267e-01 7.4097e-01 1.2636e-01
15475.29 1.1877e-01 7.6229e-01 1.1894e-01
15923.68 1.1653e-01 7.5974e-01 1.2374e-01
16355.64 4.4787e-02 7.2716e-01 2.2805e-01
16776.27 1.9354e-02 6.9205e-01 2.8860e-01
17183.14 9.0476e-02 7.6367e-01 1.4586e-01
17580.45 9.2496e-02 7.3708e-01 1.7042e-01
17990.34 7.3556e-02 7.4486e-01 1.8159e-01
18458.06 2.5737e-02 7.7225e-01 2.0201e-01
19084.69 6.2239e-02 7.0264e-01 2.3512e-01
19999.79 2.0685e-02 6.4575e-01 3.3357e-01
21193.46 2.2455e-02 5.0004e-01 4.7750e-01
22528.72 9.1880e-03 4.1100e-01 5.7981e-01
23943.32 2.9061e-03 2.8384e-01 7.1326e-01
25446.74 3.8718e-04 2.4106e-01 7.5855e-01
27044.57 2.8865e-04 2.1447e-01 7.8524e-01
28744.18 2.2121e-04 1.3262e-01 8.6716e-01
30520.16 3.7605e-04 6.5250e-02 9.3437e-01
32243.50 2.3776e-04 5.2542e-02 9.4722e-01
33773.01 1.6605e-04 4.4276e-02 9.5556e-01
35108.48 9.3793e-05 3.3527e-02 9.6638e-01
36326.30 4.3827e-06 8.4334e-03 9.9156e-01
37486.70 2.3269e-07 2.0328e-03 9.9797e-01
38628.25 1.8791e-07 1.8543e-03 9.9815e-01
39768.62 8.6074e-06 1.0310e-02 9.8968e-01
40915.31 4.9386e-06 7.8297e-03 9.9217e-01
42074.51 2.8385e-06 5.9469e-03 9.9405e-01
43252.44 1.6154e-06 4.5092e-03 9.9549e-01
44454.05 1.0053e-06 3.5642e-03 9.9643e-01
45683.04 5.6461e-07 2.6831e-03 9.9732e-01
46941.68 3.1500e-07 2.0141e-03 9.9799e-01
48230.81 1.7483e-07 1.5079e-03 9.9849e-01
49550.29 9.6826e-08 1.1274e-03 9.9887e-01
50899.37 5.3129e-08 8.4162e-04 9.9916e-01
52276.86 2.9344e-08 6.2806e-04 9.9937e-01
53681.16 1.6234e-08 4.6882e-04 9.9953e-01
55110.21 9.0593e-09 3.5062e-04 9.9965e-01
56561.17 4.3342e-10 8.2552e-05 9.9992e-01
58030.00 3.4667e-11 2.4592e-05 9.9998e-01
59510.42 9.9550e-12 1.3983e-05 9.9999e-01
60993.45 4.4300e-12 1.1829e-05 9.9999e-01
62466.44 4.3680e-12 1.0210e-05 9.9999e-01
63912.69 2.1124e-11 1.2510e-05 9.9999e-01
65311.62 1.3938e-10 4.4233e-05 9.9996e-01
66639.26 1.2595e-10 4.1277e-05 9.9996e-01
67870.77 3.0860e-12 7.0197e-06 9.9999e-01
68864.47 6.7639e-13 3.3166e-06 1.0000e+00
69459.55 5.6452e-13 3.0498e-06 1.0000e+00
69744.99 5.2413e-13 2.9209e-06 1.0000e+00
69888.26 4.9908e-13 2.8594e-06 1.0000e+00
69959.62 4.9184e-13 2.8296e-06 1.0000e+00
69991.15 4.8641e-13 2.8129e-06 1.0000e+00
69999.53 4.8088e-13 2.8137e-06 1.0000e+00
#TIME: 292.79
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.6221e-01 6.2017e-01 1.1762e-01
857.79 2.5591e-01 6.0621e-01 1.3788e-01
878.44 2.6072e-01 6.2649e-01 1.1279e-01
917.72 2.4421e-01 6.2703e-01 1.2876e-01
973.04 2.5977e-01 6.2180e-01 1.1843e-01
1034.98 2.5408e-01 6.2194e-01 1.2398e-01
1099.97 2.5419e-01 6.2304e-01 1.2277e-01
1169.04 2.5813e-01 6.2041e-01 1.2146e-01
1242.44 2.4978e-01 6.2237e-01 1.2785e-01
1320.45 2.5852e-01 6.2061e-01 1.2087e-01
1403.37 2.5867e-01 6.2341e-01 1.1792e-01
1491.49 2.7869e-01 6.1289e-01 1.0842e-01
1585.14 2.7128e-01 6.1451e-01 1.1421e-01
1684.67 2.7302e-01 6.1528e-01 1.1170e-01
1790.45 2.6693e-01 6.1669e-01 1.1639e-01
1902.87 2.4857e-01 6.2359e-01 1.2784e-01
2022.36 2.4205e-01 6.2488e-01 1.3306e-01
2149.34 2.3020e-01 6.2977e-01 1.4003e-01
2284.30 2.0300e-01 6.3520e-01 1.6180e-01
2427.74 1.8999e-01 6.3872e-01 1.7129e-01
2580.18 1.2808e-01 6.2016e-01 2.5176e-01
2742.19 1.4532e-01 6.2771e-01 2.2698e-01
2914.37 1.4008e-01 6.5087e-01 2.0905e-01
3097.37 1.2630e-01 6.5681e-01 2.1690e-01
3291.85 1.0829e-01 6.7021e-01 2.2149e-01
3498.55 1.0695e-01 6.9019e-01 2.0286e-01
3718.23 1.4386e-01 7.0546e-01 1.5068e-01
3951.70 1.7246e-01 6.9866e-01 1.2888e-01
4199.83 1.3429e-01 7.0942e-01 1.5630e-01
4463.54 1.1492e-01 7.0027e-01 1.8481e-01
4743.81 1.2192e-01 6.8836e-01 1.8973e-01
5041.68 1.4827e-01 6.7292e-01 1.7881e-01
5358.25 1.5246e-01 6.7052e-01 1.7702e-01
5694.70 1.5935e-01 6.7044e-01 1.7021e-01
6052.28 1.5989e-01 6.7095e-01 1.6916e-01
6432.31 1.6516e-01 6.6761e-01 1.6723e-01
6836.20 1.6144e-01 6.6699e-01 1.7157e-01
7265.45 1.6369e-01 6.7011e-01 1.6620e-01
7721.65 1.6959e-01 6.6556e-01 1.6485e-01
8206.56 1.7655e-01 6.7109e-01 1.5237e-01
8717.73 1.9254e-01 6.6995e-01 1.3751e-01
9214.74 2.1179e-01 6.7182e-01 1.1639e-01
9629.11 2.1620e-01 6.8128e-01 1.0253e-01
9954.11 2.3734e-01 6.7123e-01 9.1426e-02
10245.64 2.3058e-01 6.7949e-01 8.9928e-02
10541.49 2.1597e-01 6.9577e-01 8.8253e-02
10839.94 2.6145e-01 6.6484e-01 7.3705e-02
11119.11 2.6757e-01 6.6802e-01 6.4410e-02
11355.83 3.2159e-01 6.2492e-01 5.3494e-02
11539.81 3.6452e-01 5.9353e-01 4.1954e-02
11677.16 4.0579e-01 5.5805e-01 3.6157e-02
11784.05 4.4964e-01 5.2035e-01 3.0004e-02
11875.85 4.7507e-01 4.9716e-01 2.7771e-02
11963.37 4.6203e-01 5.0923e-01 2.8736e-02
12055.39 3.8410e-01 5.7704e-01 3.8854e-02
12170.41 3.3481e-01 6.1398e-01 5.1214e-02
12360.89 2.5726e-01 6.8916e-01 5.3581e-02
12670.46 1.7710e-01 7.5603e-01 6.6863e-02
13075.34 1.4740e-01 7.6542e-01 8.7182e-02
13530.52 1.4524e-01 7.5490e-01 9.9856e-02
14012.75 1.3422e-01 7.5598e-01 1.0979e-01
14508.81 7.4173e-02 8.2108e-01 1.0475e-01
15002.30 7.1563e-02 7.3289e-01 1.9555e-01
15475.29 1.3698e-02 1.1070e-01 8.7560e-01
15923.68 1.0633e-01 6.9394e-01 1.9973e-01
16355.64 1.3342e-01 7.5378e-01 1.1280e-01
16776.27 1.8702e-02 7.5499e-01 2.2630e-01
17183.14 6.2842e-02 7.9220e-01 1.4496e-01
17580.45 1.3106e-01 7.0235e-01 1.6660e-01
17990.34 9.8895e-02 7.3035e-01 1.7075e-01
18458.06 3.6648e-02 7.6349e-01 1.9986e-01
19084.69 7.4088e-02 7.0484e-01 2.2107e-01
19999.79 1.2399e-02 6.8603e-01 3.0157e-01
21193.46 2.0842e-02 5.0805e-01 4.7111e-01
22528.72 9.8441e-03 3.8904e-01 6.0112e-01
23943.32 8.7814e-03 2.7799e-01 7.1323e-01
25446.74 1.6638e-04 9.3299e-02 9.0653e-01
27044.57 9.9681e-05 7.3827e-02 9.2607e-01
28744.18 2.5299e-04 1.3029e-01 8.6946e-01
30520.16 5.7274e-05 8.5695e-02 9.1425e-01
32243.50 2.2108e-04 5.5897e-02 9.4388e-01
33773.01 1.7898e-04 4.6022e-02 9.5380e-01
35108.48 1.0618e-04 3.5707e-02 9.6419e-01
36326.30 5.5460e-05 2.5983e-02 9.7396e-01
37486.70 2.9297e-05 1.8993e-02 9.8098e-01
38628.25 2.1929e-06 6.0682e-03 9.9393e-01
39768.62 8.4266e-08 1.2643e-03 9.9874e-01
40915.31 4.2898e-08 8.5475e-04 9.9915e-01
42074.51 1.1279e-06 3.9217e-03 9.9608e-01
43252.44 1.7598e-06 4.7253e-03 9.9527e-01
44454.05 1.0989e-06 3.7360e-03 9.9626e-01
45683.04 6.1720e-07 2.8120e-03 9.9719e-01
46941.68 3.4433e-07 2.1112e-03 9.9789e-01
48230.81 1.9055e-07 1.5790e-03 9.9842e-01
49550.29 1.0536e-07 1.1801e-03 9.9882e-01
50899.37 5.7823e-08 8.8065e-04 9.9912e-01
52276.86 3.1935e-08 6.5720e-04 9.9934e-01
53681.16 1.8810e-10 5.5494e-05 9.9994e-01
55110.21 4.5985e-11 2.7569e-05 9.9997e-01
56561.17 3.3183e-11 2.3399e-05 9.9998e-01
58030.00 1.8034e-10 5.3714e-05 9.9995e-01
59510.42 3.2912e-10 7.1142e-05 9.9993e-01
60993.45 1.7128e-11 1.5775e-05 9.9998e-01
62466.44 3.2194e-12 7.5816e-06 9.9999e-01
63912.69 1.4773e-12 7.0424e-06 9.9999e-01
65311.62 1.6856e-12 6.3842e-06 9.9999e-01
66639.26 3.0101e-12 6.5820e-06 9.9999e-01
67870.77 9.8663e-12 1.2361e-05 9.9999e-01
68864.47 6.0194e-11 2.8528e-05 9.9997e-01
69459.55 5.0772e-11 2.6350e-05 9.9997e-01
69744.99 4.7360e-11 2.5306e-05 9.9997e-01
69888.26 4.5208e-11 2.4801e-05 9.9998e-01
69959.62 4.4570e-11 2.4549e-05 9.9998e-01
69991.15 4.4141e-11 2.4430e-05 9.9998e-01
69999.53 4.3619e-11 2.4432e-05 9.9998e-01
#TIME: 296.99
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.7291e-01 6.1511e-01 1.1199e-01
857.79 2.7872e-01 6.1142e-01 1.0986e-01
878.44 2.2298e-01 5.8652e-01 1.9050e-01
917.72 2.6551e-01 6.1918e-01 1.1531e-01
973.04 2.5055e-01 6.2400e-01 1.2545e-01
1034.98 2.5284e-01 6.1982e-01 1.2734e-01
1099.97 2.5039e-01 6.2715e-01 1.2246e-01
1169.04 2.6131e-01 6.1905e-01 1.1965e-01
1242.44 2.6906e-01 6.1471e-01 1.1623e-01
1320.45 2.5977e-01 6.2137e-01 1.1885e-01
1403.37 2.6943e-01 6.2036e-01 1.1021e-01
1491.49 2.7989e-01 6.1199e-01 1.0812e-01
1585.14 2.9269e-01 6.0594e-01 1.0137e-01
1684.67 2.7957e-01 6.1175e-01 1.0869e-01
1790.45 2.6816e-01 6.1600e-01 1.1584e-01
1902.87 2.5822e-01 6.2005e-01 1.2173e-01
2022.36 2.3858e-01 6.2771e-01 1.3372e-01
2149.34 2.2455e-01 6.2853e-01 1.4692e-01
2284.30 2.0904e-01 6.3482e-01 1.5614e-01
2427.74 1.9498e-01 6.3805e-01 1.6697e-01
2580.18 1.6602e-01 6.2949e-01 2.0448e-01
2742.19 1.5007e-01 6.3286e-01 2.1707e-01
2914.37 1.4069e-01 6.5077e-01 2.0854e-01
3097.37 1.2704e-01 6.5623e-01 2.1673e-01
3291.85 1.0874e-01 6.6802e-01 2.2324e-01
3498.55 1.0937e-01 6.9088e-01 1.9975e-01
3718.23 1.4898e-01 7.0248e-01 1.4854e-01
3951.70 1.6979e-01 7.0224e-01 1.2797e-01
4199.83 1.3628e-01 7.0759e-01 1.5613e-01
4463.54 1.1696e-01 7.0197e-01 1.8106e-01
4743.81 1.2565e-01 6.8414e-01 1.9020e-01
5041.68 1.4800e-01 6.7131e-01 1.8070e-01
5358.25 1.4609e-01 6.6920e-01 1.8471e-01
5694.70 1.4591e-01 6.7949e-01 1.7460e-01
6052.28 1.6086e-01 6.6849e-01 1.7065e-01
6432.31 1.6778e-01 6.6714e-01 1.6509e-01
6836.20 1.6841e-01 6.6707e-01 1.6452e-01
7265.45 1.7245e-01 6.6374e-01 1.6381e-01
7721.65 1.7721e-01 6.6947e-01 1.5333e-01
8206.56 1.7599e-01 6.6982e-01 1.5419e-01
8717.73 1.9205e-01 6.7077e-01 1.3718e-01
9214.74 2.1106e-01 6.7302e-01 1.1592e-01
9629.11 2.2009e-01 6.7898e-01 1.0092e-01
9954.11 2.4762e-01 6.6214e-01 9.0243e-02
10245.64 2.2689e-01 6.8711e-01 8.5993e-02
10541.49 1.9866e-01 7.1413e-01 8.7208e-02
10839.94 2.5063e-01 6.7465e-01 7.4717e-02
11119.11 2.4234e-01 6.9223e-01 6.5427e-02
11355.83 3.0324e-01 6.2860e-01 6.8161e-02
11539.81 3.4471e-01 6.1335e-01 4.1938e-02
11677.16 4.3598e-01 5.3092e-01 3.3092e-02
11784.05 4.3581e-01 5.3314e-01 3.1053e-02
11875.85 4.8460e-01 4.8852e-01 2.6879e-02
11963.37 4.6862e-01 5.0109e-01 3.0288e-02
12055.39 4.0829e-01 5.5526e-01 3.6454e-02
12170.41 3.0351e-01 6.4909e-01 4.7404e-02
12360.89 2.5133e-01 6.9618e-01 5.2488e-02
12670.46 2.0640e-01 7.2776e-01 6.5834e-02
13075.34 1.9648e-01 7.2354e-01 7.9977e-02
13530.52 1.1316e-01 7.5796e-01 1.2888e-01
14012.75 8.1274e-02 7.6235e-01 1.5637e-01
14508.81 4.6087e-02 7.8052e-01 1.7339e-01
15002.30 1.7726e-01 7.1415e-01 1.0858e-01
15475.29 1.3169e-01 7.6276e-01 1.0556e-01
15923.68 1.4358e-01 7.4531e-01 1.1111e-01
16355.64 1.1107e-01 6.9583e-01 1.9309e-01
16776.27 6.1187e-02 7.9722e-01 1.4160e-01
17183.14 9.4197e-02 7.1044e-01 1.9536e-01
17580.45 7.4006e-02 7.6715e-01 1.5885e-01
17990.34 5.3146e-02 7.6883e-01 1.7803e-01
18458.06 3.0952e-02 7.6642e-01 2.0262e-01
19084.69 2.1775e-02 7.7057e-01 2.0765e-01
19999.79 4.2289e-02 6.3727e-01 3.2044e-01
21193.46 4.3897e-03 5.3779e-01 4.5782e-01
22528.72 2.0863e-02 3.9061e-01 5.8853e-01
23943.32 9.0184e-03 2.8125e-01 7.0973e-01
25446.74 5.4851e-04 2.8806e-01 7.1140e-01
27044.57 4.9333e-04 2.3126e-01 7.6825e-01
28744.18 1.0838e-03 1.0850e-01 8.9041e-01
30520.16 5.1181e-04 7.5862e-02 9.2363e-01
32243.50 2.7007e-04 5.6058e-02 9.4367e-01
33773.01 1.9388e-04 4.7917e-02 9.5189e-01
35108.48 1.1574e-04 3.7325e-02 9.6256e-01
36326.30 6.1806e-05 2.7477e-02 9.7246e-01
37486.70 6.8818e-07 2.6260e-03 9.9737e-01
38628.25 1.7785e-05 1.4894e-02 9.8509e-01
39768.62 1.0258e-05 1.1310e-02 9.8868e-01
40915.31 5.8981e-06 8.6035e-03 9.9139e-01
42074.51 2.6539e-08 6.3485e-04 9.9937e-01
43252.44 1.2160e-08 4.1168e-04 9.9959e-01
44454.05 3.8050e-08 6.9684e-04 9.9930e-01
45683.04 6.7473e-07 2.9499e-03 9.9705e-01
46941.68 3.7576e-07 2.2124e-03 9.9779e-01
48230.81 2.0822e-07 1.6559e-03 9.9834e-01
49550.29 1.1499e-07 1.2360e-03 9.9876e-01
50899.37 6.3032e-08 9.2189e-04 9.9908e-01
52276.86 3.4673e-08 6.8700e-04 9.9931e-01
53681.16 7.9117e-10 1.1305e-04 9.9989e-01
55110.21 1.1645e-10 4.3823e-05 9.9996e-01
56561.17 4.8538e-11 2.8340e-05 9.9997e-01
58030.00 1.6800e-11 1.6712e-05 9.9998e-01
59510.42 1.2464e-11 1.4375e-05 9.9999e-01
60993.45 4.1783e-11 2.6070e-05 9.9997e-01
62466.44 3.7670e-10 7.3584e-05 9.9993e-01
63912.69 1.1292e-11 1.0924e-05 9.9999e-01
65311.62 1.1883e-12 4.5438e-06 1.0000e+00
66639.26 4.9295e-13 3.6270e-06 1.0000e+00
67870.77 7.4149e-13 4.8002e-06 1.0000e+00
68864.47 4.7331e-13 3.3357e-06 1.0000e+00
69459.55 3.9545e-13 3.0651e-06 1.0000e+00
69744.99 5.1789e-12 4.9776e-06 1.0000e+00
69888.26 1.6221e-12 5.0977e-06 9.9999e-01
69959.62 1.5974e-12 5.0422e-06 9.9999e-01
69991.15 1.5812e-12 5.0176e-06 9.9999e-01
69999.53 1.5635e-12 5.0161e-06 9.9999e-01
#TIME: 301.26
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.6092e-01 6.2213e-01 1.1695e-01
857.79 2.3880e-01 5.3335e-01 2.2785e-01
878.44 2.6338e-01 5.8102e-01 1.5560e-01
917.72 2.7411e-01 6.1322e-01 1.1267e-01
973.04 2.5774e-01 6.2235e-01 1.1991e-01
1034.98 2.7447e-01 6.1299e-01 1.1254e-01
1099.97 2.6926e-01 6.1584e-01 1.1491e-01
1169.04 2.5361e-01 6.2283e-01 1.2356e-01
1242.44 2.5790e-01 6.2264e-01 1.1945e-01
1320.45 2.7164e-01 6.1697e-01 1.1140e-01
1403.37 2.7724e-01 6.1277e-01 1.0999e-01
1491.49 2.8410e-01 6.0994e-01 1.0595e-01
1585.14 2.7512e-01 6.1579e-01 1.0909e-01
1684.67 2.8209e-01 6.1130e-01 1.0661e-01
1790.45 2.7375e-01 6.1384e-01 1.1241e-01
1902.87 2.6652e-01 6.1568e-01 1.1780e-01
2022.36 2.4473e-01 6.2550e-01 1.2977e-01
2149.34 2.2546e-01 6.2911e-01 1.4543e-01
2284.30 2.1423e-01 6.3434e-01 1.5143e-01
2427.74 1.5661e-01 6.2943e-01 2.1395e-01
2580.18 1.6803e-01 6.3584e-01 1.9613e-01
2742.19 1.5442e-01 6.3660e-01 2.0898e-01
2914.37 1.4164e-01 6.4997e-01 2.0839e-01
3097.37 1.2888e-01 6.5842e-01 2.1270e-01
3291.85 1.1106e-01 6.6949e-01 2.1945e-01
3498.55 1.0864e-01 6.9149e-01 1.9987e-01
3718.23 1.4895e-01 7.0412e-01 1.4693e-01
3951.70 1.7998e-01 6.9616e-01 1.2386e-01
4199.83 1.2579e-01 7.1576e-01 1.5845e-01
4463.54 1.1164e-01 7.0915e-01 1.7922e-01
4743.81 1.2695e-01 6.9239e-01 1.8066e-01
5041.68 1.4222e-01 6.7738e-01 1.8040e-01
5358.25 1.6086e-01 6.6782e-01 1.7132e-01
5694.70 1.6026e-01 6.6913e-01 1.7061e-01
6052.28 1.6072e-01 6.6847e-01 1.7082e-01
6432.31 1.7323e-01 6.6042e-01 1.6635e-01
6836.20 1.6310e-01 6.6663e-01 1.7026e-01
7265.45 1.7936e-01 6.5869e-01 1.6194e-01
7721.65 1.7224e-01 6.6628e-01 1.6148e-01
8206.56 1.8365e-01 6.6926e-01 1.4710e-01
8717.73 1.9438e-01 6.7116e-01 1.3446e-01
9214.74 2.1523e-01 6.6888e-01 1.1589e-01
9629.11 2.3875e-01 6.6456e-01 9.6681e-02
9954.11 2.3691e-01 6.7302e-01 9.0070e-02
10245.64 2.3903e-01 6.5811e-01 1.0286e-01
10541.49 1.9492e-01 6.9465e-01 1.1043e-01
10839.94 2.4464e-01 6.8250e-01 7.2860e-02
11119.11 2.5972e-01 6.6030e-01 7.9980e-02
11355.83 3.0405e-01 6.4449e-01 5.1461e-02
11539.81 3.9681e-01 5.6548e-01 3.7715e-02
11677.16 4.3721e-01 5.3125e-01 3.1541e-02
11784.05 4.5325e-01 5.1862e-01 2.8128e-02
11875.85 4.7595e-01 4.9745e-01 2.6601e-02
11963.37 4.3538e-01 5.3397e-01 3.0645e-02
12055.39 3.6559e-01 5.9780e-01 3.6607e-02
12170.41 3.2465e-01 6.2789e-01 4.7456e-02
12360.89 2.6920e-01 6.7562e-01 5.5179e-02
12670.46 2.2549e-01 7.0919e-01 6.5311e-02
13075.34 1.7576e-01 7.4006e-01 8.4178e-02
13530.52 1.9763e-01 7.0034e-01 1.0203e-01
14012.75 1.8413e-01 7.0189e-01 1.1398e-01
14508.81 1.0576e-01 7.9273e-01 1.0151e-01
15002.30 1.1176e-01 7.0989e-01 1.7835e-01
15475.29 4.4186e-02 7.5450e-01 2.0131e-01
15923.68 1.0649e-02 1.4119e-01 8.4816e-01
16355.64 1.1345e-01 7.4392e-01 1.4263e-01
16776.27 5.8846e-02 3.5396e-01 5.8719e-01
17183.14 1.3882e-01 7.1289e-01 1.4829e-01
17580.45 6.3626e-02 7.8628e-01 1.5009e-01
17990.34 5.9864e-02 7.6009e-01 1.8004e-01
18458.06 2.3435e-02 7.9459e-01 1.8198e-01
19084.69 2.2383e-02 7.5034e-01 2.2728e-01
19999.79 4.9416e-02 6.5094e-01 2.9964e-01
21193.46 5.1086e-03 5.5676e-01 4.3813e-01
22528.72 1.4878e-02 4.2395e-01 5.6117e-01
23943.32 9.9486e-03 2.9799e-01 6.9206e-01
25446.74 2.4769e-03 2.2743e-01 7.7009e-01
27044.57 2.0027e-04 2.0923e-01 7.9057e-01
28744.18 1.3535e-04 1.0774e-01 8.9212e-01
30520.16 7.2693e-06 1.0030e-02 9.8996e-01
32243.50 3.1628e-05 2.1058e-02 9.7891e-01
33773.01 2.1011e-04 4.9930e-02 9.4986e-01
35108.48 1.2605e-04 3.8999e-02 9.6087e-01
36326.30 6.1460e-07 2.5011e-03 9.9750e-01
37486.70 1.3119e-06 3.6754e-03 9.9632e-01
38628.25 1.9592e-05 1.5669e-02 9.8431e-01
