#NTIMES: 50
#NSTAGES: 3
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
1099.97 2.2126e-01 6.3051e-01 1.4823e-01
1169.04 1.7593e-01 6.3482e-01 1.8925e-01
1242.44 1.7240e-01 6.3168e-01 1.9592e-01
1320.45 1.9199e-01 6.3212e-01 1.7589e-01
1403.37 2.1081e-01 6.3022e-01 1.5897e-01
1491.49 2.1727e-01 6.2738e-01 1.5535e-01
1585.14 2.0768e-01 6.3018e-01 1.6214e-01
1684.67 2.2334e-01 6.2726e-01 1.4940e-01
1790.45 2.1468e-01 6.2733e-01 1.5798e-01
1902.87 1.7974e-01 6.2814e-01 1.9212e-01
2022.36 2.1711e-01 6.3407e-01 1.4882e-01
2149.34 2.0071e-01 6.3547e-01 1.6381e-01
2284.30 1.8005e-01 6.3638e-01 1.8357e-01
2427.74 1.7083e-01 6.4234e-01 1.8682e-01
2580.18 1.5508e-01 6.4237e-01 2.0255e-01
2742.19 1.3827e-01 6.4281e-01 2.1892e-01
2914.37 1.2490e-01 6.4388e-01 2.3123e-01
3097.37 1.1463e-01 6.5143e-01 2.3393e-01
3291.85 9.7902e-02 6.6096e-01 2.4114e-01
3498.55 8.9211e-02 6.8792e-01 2.2287e-01
3718.23 1.2529e-01 7.0744e-01 1.6727e-01
3951.70 1.5004e-01 7.0779e-01 1.4217e-01
4199.83 1.1014e-01 7.1240e-01 1.7746e-01
4463.54 1.0301e-01 6.9591e-01 2.0108e-01
4743.81 1.1005e-01 6.8545e-01 2.0449e-01
5041.68 1.2654e-01 6.7702e-01 1.9643e-01
5358.25 1.3578e-01 6.7268e-01 1.9154e-01
5694.70 1.3103e-01 6.6910e-01 1.9987e-01
6052.28 1.4216e-01 6.6419e-01 1.9366e-01
6432.31 1.3424e-01 6.6894e-01 1.9682e-01
6836.20 1.4475e-01 6.6467e-01 1.9058e-01
7265.45 1.4412e-01 6.6730e-01 1.8858e-01
7721.65 1.5755e-01 6.6749e-01 1.7496e-01
8206.56 1.6567e-01 6.6407e-01 1.7026e-01
8717.73 1.6484e-01 6.7019e-01 1.6497e-01
9214.74 1.6665e-01 6.8167e-01 1.5168e-01
9629.11 1.8896e-01 6.8222e-01 1.2882e-01
9954.11 1.7553e-01 7.0104e-01 1.2343e-01
10245.64 1.7264e-01 7.1071e-01 1.1665e-01
10541.49 1.6396e-01 7.2454e-01 1.1150e-01
10839.94 1.6910e-01 7.2650e-01 1.0439e-01
11119.11 2.2192e-01 6.9720e-01 8.0876e-02
11355.83 2.4599e-01 6.8650e-01 6.7516e-02
11539.81 3.4882e-01 6.0302e-01 4.8157e-02
11677.16 3.7382e-01 5.8330e-01 4.2884e-02
11784.05 3.9523e-01 5.6763e-01 3.7137e-02
11875.85 4.1906e-01 5.4615e-01 3.4799e-02
11963.37 3.8715e-01 5.7354e-01 3.9307e-02
12055.39 2.9446e-01 6.5677e-01 4.8774e-02
12170.41 2.4975e-01 6.9206e-01 5.8195e-02
12360.89 1.6956e-01 7.6093e-01 6.9512e-02
12670.46 1.1859e-01 7.9278e-01 8.8633e-02
13075.34 8.3918e-02 8.0652e-01 1.0956e-01
13530.52 5.1827e-02 8.1821e-01 1.2997e-01
14012.75 3.5880e-02 8.2347e-01 1.4065e-01
14508.81 3.6824e-02 7.9613e-01 1.6704e-01
15002.30 3.1555e-02 7.9231e-01 1.7613e-01
15475.29 4.4175e-02 7.7309e-01 1.8274e-01
15923.68 1.1841e-02 6.9342e-01 2.9474e-01
16355.64 2.5682e-02 7.6896e-01 2.0535e-01
16776.27 3.5947e-02 7.5901e-01 2.0505e-01
17183.14 2.6699e-02 7.7221e-01 2.0109e-01
17580.45 5.4231e-02 7.2875e-01 2.1701e-01
17990.34 1.8375e-02 7.4625e-01 2.3538e-01
18458.06 3.0330e-02 7.0829e-01 2.6138e-01
19084.69 3.9339e-02 6.6807e-01 2.9259e-01
19999.79 1.6931e-02 6.3949e-01 3.4358e-01
21193.46 1.2595e-02 4.5274e-01 5.3466e-01
22528.72 1.7281e-03 4.0718e-01 5.9110e-01
23943.32 3.3911e-04 2.8894e-01 7.1072e-01
25446.74 2.5809e-04 2.0951e-01 7.9024e-01
27044.57 2.2857e-04 1.5008e-01 8.4969e-01
28744.18 4.2734e-04 6.9402e-02 9.3017e-01
30520.16 1.5766e-04 4.2904e-02 9.5694e-01
32243.50 8.9089e-05 3.2486e-02 9.6742e-01
33773.01 5.7058e-05 2.6340e-02 9.7360e-01
35108.48 3.1552e-05 1.9662e-02 9.8031e-01
36326.30 1.6111e-05 1.3970e-02 9.8601e-01
37486.70 8.2679e-06 9.9410e-03 9.9005e-01
38628.25 4.4703e-06 7.3133e-03 9.9268e-01
39768.62 2.5396e-06 5.4908e-03 9.9451e-01
40915.31 1.4462e-06 4.1412e-03 9.9586e-01
42074.51 9.0252e-07 3.2715e-03 9.9673e-01
43252.44 5.1188e-07 2.4706e-03 9.9753e-01
44454.05 2.9143e-07 1.8629e-03 9.9814e-01
45683.04 1.6401e-07 1.4014e-03 9.9860e-01
46941.68 9.2105e-08 1.0532e-03 9.9895e-01
48230.81 5.1612e-08 7.9122e-04 9.9921e-01
49550.29 2.8832e-08 5.9377e-04 9.9941e-01
50899.37 1.6054e-08 4.4599e-04 9.9955e-01
52276.86 9.0129e-09 3.3535e-04 9.9966e-01
53681.16 5.0792e-09 2.5261e-04 9.9975e-01
55110.21 2.8875e-09 1.9081e-04 9.9981e-01
56561.17 1.6498e-09 1.4451e-04 9.9986e-01
58030.00 9.4807e-10 1.0984e-04 9.9989e-01
59510.42 5.5039e-10 8.3862e-05 9.9992e-01
60993.45 4.7835e-11 2.5156e-05 9.9997e-01
62466.44 2.0219e-12 5.1569e-06 9.9999e-01
63912.69 1.1531e-11 3.9077e-05 9.9996e-01
65311.62 3.8847e-11 3.0945e-05 9.9997e-01
66639.26 4.8038e-11 2.4942e-05 9.9998e-01
67870.77 3.2172e-11 2.0475e-05 9.9998e-01
68864.47 2.2321e-11 1.7096e-05 9.9998e-01
69459.55 1.9036e-11 1.5904e-05 9.9998e-01
69744.99 1.7853e-11 1.5327e-05 9.9998e-01
69888.26 1.7071e-11 1.5045e-05 9.9998e-01
69959.62 1.6870e-11 1.4915e-05 9.9999e-01
69991.15 1.6725e-11 1.4842e-05 9.9999e-01
69999.53 1.6532e-11 1.4846e-05 9.9999e-01
#TIME: 236.36
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.0272e-01 6.3521e-01 1.6207e-01
857.79 2.4102e-01 6.2802e-01 1.3096e-01
878.44 1.9837e-01 6.3275e-01 1.6888e-01
917.72 1.9380e-01 6.3360e-01 1.7260e-01
973.04 1.9401e-01 6.3454e-01 1.7145e-01
1034.98 2.0340e-01 6.3403e-01 1.6257e-01
1099.97 1.8323e-01 6.3095e-01 1.8581e-01
1169.04 1.9664e-01 6.3296e-01 1.7040e-01
1242.44 1.9839e-01 6.3239e-01 1.6923e-01
1320.45 2.0456e-01 6.3036e-01 1.6507e-01
1403.37 2.0961e-01 6.3134e-01 1.5905e-01
1491.49 2.2343e-01 6.2825e-01 1.4832e-01
1585.14 2.1290e-01 6.3001e-01 1.5709e-01
1684.67 2.2538e-01 6.2698e-01 1.4764e-01
1790.45 2.2048e-01 6.2801e-01 1.5151e-01
1902.87 2.0773e-01 6.2764e-01 1.6464e-01
2022.36 1.6911e-01 6.2795e-01 2.0293e-01
2149.34 2.0343e-01 6.3701e-01 1.5956e-01
2284.30 1.8449e-01 6.3747e-01 1.7804e-01
2427.74 1.1569e-01 6.1246e-01 2.7185e-01
2580.18 1.5624e-01 6.4274e-01 2.0101e-01
2742.19 1.4011e-01 6.4252e-01 2.1737e-01
2914.37 1.2641e-01 6.4496e-01 2.2863e-01
3097.37 1.1378e-01 6.5256e-01 2.3366e-01
3291.85 9.6732e-02 6.6291e-01 2.4036e-01
3498.55 9.2615e-02 6.8585e-01 2.2154e-01
3718.23 1.2102e-01 7.1141e-01 1.6757e-01
3951.70 1.5066e-01 7.0812e-01 1.4122e-01
4199.83 1.1198e-01 7.1199e-01 1.7603e-01
4463.54 1.0363e-01 6.9705e-01 1.9932e-01
4743.81 1.1296e-01 6.8104e-01 2.0600e-01
5041.68 1.2932e-01 6.6681e-01 2.0387e-01
5358.25 1.2806e-01 6.7095e-01 2.0099e-01
5694.70 1.3688e-01 6.6805e-01 1.9506e-01
6052.28 1.3342e-01 6.7414e-01 1.9244e-01
6432.31 1.4208e-01 6.6601e-01 1.9191e-01
6836.20 1.4387e-01 6.6470e-01 1.9142e-01
7265.45 1.5508e-01 6.6398e-01 1.8094e-01
7721.65 1.5167e-01 6.6844e-01 1.7989e-01
8206.56 1.6335e-01 6.6740e-01 1.6924e-01
8717.73 1.6289e-01 6.7082e-01 1.6629e-01
9214.74 1.8584e-01 6.7626e-01 1.3789e-01
9629.11 1.8937e-01 6.8176e-01 1.2887e-01
9954.11 1.9288e-01 6.8941e-01 1.1770e-01
10245.64 1.7635e-01 7.0563e-01 1.1802e-01
10541.49 1.7562e-01 7.1604e-01 1.0834e-01
10839.94 1.8947e-01 7.1526e-01 9.5272e-02
11119.11 1.9185e-01 7.1983e-01 8.8323e-02
11355.83 2.5745e-01 6.7413e-01 6.8415e-02
11539.81 3.5154e-01 6.0044e-01 4.8024e-02
11677.16 3.5866e-01 5.9908e-01 4.2266e-02
11784.05 3.6557e-01 5.9430e-01 4.0129e-02
11875.85 3.7280e-01 5.8832e-01 3.8887e-02
11963.37 3.7399e-01 5.8535e-01 4.0660e-02
12055.39 2.9101e-01 6.5961e-01 4.9380e-02
12170.41 2.6027e-01 6.8203e-01 5.7703e-02
12360.89 1.8754e-01 7.4496e-01 6.7494e-02
12670.46 1.3482e-01 7.7937e-01 8.5809e-02
13075.34 8.1478e-02 8.1194e-01 1.0659e-01
13530.52 6.3703e-02 8.1186e-01 1.2444e-01
14012.75 3.4758e-02 8.1949e-01 1.4575e-01
14508.81 3.4993e-02 8.0318e-01 1.6183e-01
15002.30 2.8074e-02 8.1287e-01 1.5906e-01
15475.29 2.4526e-02 7.4899e-01 2.2648e-01
15923.68 7.6072e-02 7.2536e-01 1.9857e-01
16355.64 4.4633e-02 7.5379e-01 2.0158e-01
16776.27 5.4525e-02 7.3496e-01 2.1051e-01
17183.14 4.2050e-02 7.5312e-01 2.0483e-01
17580.45 2.9069e-02 7.4895e-01 2.2199e-01
17990.34 2.1374e-02 7.3814e-01 2.4049e-01
18458.06 2.4520e-02 7.3741e-01 2.3807e-01
19084.69 2.4344e-02 7.0029e-01 2.7537e-01
19999.79 1.5267e-02 6.0777e-01 3.7696e-01
21193.46 2.8733e-02 4.3662e-01 5.3465e-01
22528.72 8.0700e-04 3.5388e-01 6.4531e-01
23943.32 1.2371e-03 2.7996e-01 7.1880e-01
25446.74 1.5846e-04 1.7844e-01 8.2140e-01
27044.57 5.6800e-04 1.6277e-01 8.3666e-01
28744.18 1.9362e-04 8.2054e-02 9.1775e-01
30520.16 1.6386e-04 4.3628e-02 9.5621e-01
32243.50 9.3393e-05 3.3219e-02 9.6669e-01
33773.01 6.1548e-05 2.7105e-02 9.7283e-01
35108.48 3.4302e-05 2.0299e-02 9.7967e-01
36326.30 1.7312e-05 1.4443e-02 9.8554e-01
37486.70 8.7819e-06 1.0298e-02 9.8969e-01
38628.25 4.7948e-06 7.5841e-03 9.9241e-01
39768.62 2.7329e-06 5.6992e-03 9.9430e-01
40915.31 1.5594e-06 4.3026e-03 9.9570e-01
42074.51 9.7450e-07 3.4011e-03 9.9660e-01
43252.44 5.5230e-07 2.5669e-03 9.9743e-01
44454.05 3.1410e-07 1.9347e-03 9.9807e-01
45683.04 1.7675e-07 1.4565e-03 9.9854e-01
46941.68 9.9191e-08 1.0949e-03 9.9890e-01
48230.81 5.5565e-08 8.2243e-04 9.9918e-01
49550.29 3.1099e-08 6.1735e-04 9.9938e-01
50899.37 1.7351e-08 4.6389e-04 9.9954e-01
52276.86 9.7338e-09 3.4876e-04 9.9965e-01
53681.16 5.4614e-09 2.6244e-04 9.9974e-01
55110.21 3.0950e-09 1.9792e-04 9.9980e-01
56561.17 1.7650e-09 1.4983e-04 9.9985e-01
58030.00 1.0123e-09 1.1382e-04 9.9989e-01
59510.42 5.8809e-10 8.6885e-05 9.9991e-01
60993.45 3.4337e-10 6.6725e-05 9.9993e-01
62466.44 2.0539e-10 5.1621e-05 9.9995e-01
63912.69 1.2298e-10 4.0400e-05 9.9996e-01
65311.62 8.5089e-12 3.1957e-05 9.9997e-01
66639.26 4.9672e-12 2.5763e-05 9.9997e-01
67870.77 4.9071e-12 2.1152e-05 9.9998e-01
68864.47 2.3642e-11 1.7639e-05 9.9998e-01
69459.55 2.0149e-11 1.6400e-05 9.9998e-01
69744.99 1.8900e-11 1.5800e-05 9.9998e-01
69888.26 1.8064e-11 1.5515e-05 9.9998e-01
69959.62 1.7858e-11 1.5362e-05 9.9998e-01
69991.15 1.7694e-11 1.5299e-05 9.9998e-01
69999.53 1.7492e-11 1.5289e-05 9.9998e-01
#TIME: 239.76
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.1082e-01 6.3480e-01 1.5439e-01
857.79 1.9875e-01 6.2757e-01 1.7368e-01
878.44 2.1645e-01 6.2871e-01 1.5484e-01
917.72 2.0060e-01 6.4004e-01 1.5936e-01
973.04 2.0562e-01 6.3589e-01 1.5849e-01
1034.98 2.0658e-01 6.3484e-01 1.5858e-01
1099.97 1.9747e-01 6.3467e-01 1.6786e-01
1169.04 2.0796e-01 6.3096e-01 1.6108e-01
1242.44 2.0057e-01 6.3430e-01 1.6513e-01
1320.45 2.0635e-01 6.3512e-01 1.5853e-01
1403.37 2.1896e-01 6.3047e-01 1.5057e-01
1491.49 2.2958e-01 6.2672e-01 1.4371e-01
1585.14 2.2491e-01 6.2832e-01 1.4677e-01
1684.67 2.2856e-01 6.2758e-01 1.4386e-01
1790.45 2.2434e-01 6.2851e-01 1.4715e-01
1902.87 2.1428e-01 6.2895e-01 1.5677e-01
2022.36 1.9877e-01 6.2972e-01 1.7151e-01
2149.34 2.0606e-01 6.3684e-01 1.5709e-01
2284.30 1.8676e-01 6.3773e-01 1.7551e-01
2427.74 1.5916e-01 6.2794e-01 2.1290e-01
2580.18 1.5680e-01 6.4174e-01 2.0145e-01
2742.19 1.3884e-01 6.4274e-01 2.1842e-01
2914.37 1.2680e-01 6.4382e-01 2.2938e-01
3097.37 1.1600e-01 6.5028e-01 2.3372e-01
3291.85 9.7961e-02 6.6249e-01 2.3954e-01
3498.55 9.0539e-02 6.8905e-01 2.2041e-01
3718.23 1.2677e-01 7.0646e-01 1.6677e-01
3951.70 1.5700e-01 7.0189e-01 1.4110e-01
4199.83 1.1150e-01 7.1336e-01 1.7515e-01
4463.54 1.0617e-01 6.9420e-01 1.9964e-01
4743.81 1.1284e-01 6.8399e-01 2.0317e-01
5041.68 1.2388e-01 6.7599e-01 2.0013e-01
5358.25 1.3498e-01 6.7236e-01 1.9265e-01
5694.70 1.3042e-01 6.6700e-01 2.0258e-01
6052.28 1.3361e-01 6.7119e-01 1.9520e-01
6432.31 1.4646e-01 6.6877e-01 1.8478e-01
6836.20 1.3952e-01 6.6615e-01 1.9433e-01
7265.45 1.5070e-01 6.6800e-01 1.8130e-01
7721.65 1.5525e-01 6.6889e-01 1.7586e-01
8206.56 1.4828e-01 6.7351e-01 1.7821e-01
8717.73 1.7243e-01 6.7093e-01 1.5664e-01
9214.74 1.9129e-01 6.6882e-01 1.3989e-01
9629.11 1.8534e-01 6.8750e-01 1.2716e-01
9954.11 1.6740e-01 7.0669e-01 1.2591e-01
10245.64 1.6992e-01 7.1232e-01 1.1775e-01
10541.49 1.7095e-01 7.1745e-01 1.1161e-01
10839.94 1.8967e-01 7.1653e-01 9.3802e-02
11119.11 2.1643e-01 7.0337e-01 8.0194e-02
11355.83 2.5919e-01 6.7471e-01 6.6093e-02
11539.81 3.3416e-01 6.1621e-01 4.9623e-02
11677.16 3.6331e-01 5.9774e-01 3.8955e-02
11784.05 3.9683e-01 5.6655e-01 3.6620e-02
11875.85 3.7911e-01 5.8402e-01 3.6878e-02
11963.37 3.5858e-01 6.0130e-01 4.0111e-02
12055.39 3.1808e-01 6.3129e-01 5.0623e-02
12170.41 2.8277e-01 6.6207e-01 5.5161e-02
12360.89 2.1476e-01 7.1957e-01 6.5673e-02
12670.46 1.3096e-01 7.8158e-01 8.7464e-02
13075.34 9.9449e-02 7.9500e-01 1.0555e-01
13530.52 6.5580e-02 8.0771e-01 1.2671e-01
14012.75 3.9352e-02 8.2320e-01 1.3744e-01
14508.81 3.7612e-02 8.0658e-01 1.5581e-01
15002.30 2.1710e-02 7.1861e-01 2.5968e-01
15475.29 8.7449e-02 7.3120e-01 1.8135e-01
15923.68 4.9377e-02 7.6299e-01 1.8763e-01
16355.64 3.5352e-02 7.6004e-01 2.0461e-01
16776.27 6.0135e-02 7.3891e-01 2.0095e-01
17183.14 7.5370e-02 7.2742e-01 1.9721e-01
17580.45 2.8728e-02 7.7891e-01 1.9236e-01
17990.34 6.2482e-02 7.0865e-01 2.2887e-01
18458.06 1.7600e-02 7.4115e-01 2.4125e-01
19084.69 8.6079e-03 7.1324e-01 2.7815e-01
19999.79 1.0768e-02 6.0958e-01 3.7965e-01
21193.46 1.9201e-03 4.7538e-01 5.2270e-01
22528.72 2.7069e-03 3.1850e-01 6.7879e-01
23943.32 1.7465e-03 3.1372e-01 6.8453e-01
25446.74 6.2589e-04 1.7402e-01 8.2536e-01
27044.57 1.2122e-04 1.4768e-01 8.5220e-01
28744.18 4.1021e-04 7.6269e-02 9.2332e-01
30520.16 8.8814e-05 5.1328e-02 9.4858e-01
32243.50 9.9782e-05 3.4074e-02 9.6583e-01
33773.01 6.5992e-05 2.7897e-02 9.7204e-01
35108.48 3.6896e-05 2.0937e-02 9.7903e-01
36326.30 1.8609e-05 1.4959e-02 9.8502e-01
37486.70 9.5168e-06 1.0687e-02 9.8930e-01
38628.25 5.1796e-06 7.8778e-03 9.9212e-01
39768.62 2.9458e-06 5.9203e-03 9.9408e-01
40915.31 1.6788e-06 4.4711e-03 9.9553e-01
42074.51 1.0508e-06 3.5364e-03 9.9646e-01
43252.44 5.9527e-07 2.6703e-03 9.9733e-01
44454.05 3.3883e-07 2.0123e-03 9.9799e-01
45683.04 1.9086e-07 1.5157e-03 9.9848e-01
46941.68 1.0711e-07 1.1394e-03 9.9886e-01
48230.81 5.9903e-08 8.5501e-04 9.9914e-01
49550.29 3.3499e-08 6.4215e-04 9.9936e-01
50899.37 1.8666e-08 4.8197e-04 9.9952e-01
52276.86 1.0473e-08 3.6243e-04 9.9964e-01
53681.16 5.8868e-09 2.7278e-04 9.9973e-01
55110.21 3.3371e-09 2.0584e-04 9.9979e-01
56561.17 1.8983e-09 1.5568e-04 9.9984e-01
58030.00 1.0860e-09 1.1813e-04 9.9988e-01
59510.42 6.2768e-10 9.0016e-05 9.9991e-01
60993.45 3.6637e-10 6.9107e-05 9.9993e-01
62466.44 2.1915e-10 5.3429e-05 9.9995e-01
63912.69 1.3086e-10 4.1777e-05 9.9996e-01
65311.62 8.3449e-11 3.3040e-05 9.9997e-01
66639.26 5.4205e-11 2.6617e-05 9.9997e-01
67870.77 8.1621e-12 2.1818e-05 9.9998e-01
68864.47 2.0285e-13 1.5466e-06 1.0000e+00
69459.55 1.5682e-13 1.3097e-06 1.0000e+00
69744.99 1.7417e-13 1.5034e-06 1.0000e+00
69888.26 1.6601e-13 1.4734e-06 1.0000e+00
69959.62 1.6386e-13 1.4585e-06 1.0000e+00
69991.15 1.6260e-13 1.4514e-06 1.0000e+00
69999.53 1.6034e-13 1.4514e-06 1.0000e+00
#TIME: 243.21
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.1598e-01 6.3449e-01 1.4953e-01
857.79 1.9553e-01 6.3216e-01 1.7231e-01
878.44 1.9882e-01 6.3053e-01 1.7066e-01
917.72 2.0910e-01 6.3532e-01 1.5558e-01
973.04 2.2010e-01 6.2892e-01 1.5098e-01
1034.98 2.1891e-01 6.3491e-01 1.4618e-01
1099.97 1.9899e-01 6.3846e-01 1.6256e-01
1169.04 2.1856e-01 6.3222e-01 1.4922e-01
1242.44 2.0898e-01 6.3654e-01 1.5448e-01
1320.45 2.0825e-01 6.3374e-01 1.5801e-01
1403.37 2.2381e-01 6.3120e-01 1.4499e-01
1491.49 2.3401e-01 6.2776e-01 1.3823e-01
1585.14 2.2963e-01 6.2735e-01 1.4302e-01
1684.67 2.3385e-01 6.2914e-01 1.3701e-01
1790.45 2.3104e-01 6.2875e-01 1.4021e-01
1902.87 2.1912e-01 6.3019e-01 1.5069e-01
2022.36 2.0490e-01 6.3035e-01 1.6475e-01
2149.34 1.5110e-01 6.2461e-01 2.2429e-01
2284.30 1.8971e-01 6.3821e-01 1.7208e-01
2427.74 1.6914e-01 6.3333e-01 1.9753e-01
2580.18 1.5753e-01 6.4306e-01 1.9941e-01
2742.19 1.4054e-01 6.4374e-01 2.1572e-01
2914.37 1.2794e-01 6.4421e-01 2.2785e-01
3097.37 1.1523e-01 6.5253e-01 2.3225e-01
3291.85 9.7943e-02 6.6401e-01 2.3805e-01
3498.55 9.4197e-02 6.8790e-01 2.1791e-01
3718.23 1.2746e-01 7.0599e-01 1.6655e-01
3951.70 1.5163e-01 7.0897e-01 1.3940e-01
4199.83 1.1018e-01 7.1481e-01 1.7501e-01
4463.54 9.8340e-02 7.0270e-01 1.9896e-01
4743.81 1.0654e-01 6.8861e-01 2.0485e-01
5041.68 1.2432e-01 6.7825e-01 1.9743e-01
5358.25 1.3800e-01 6.6770e-01 1.9430e-01
5694.70 1.4403e-01 6.6831e-01 1.8766e-01
6052.28 1.4518e-01 6.6844e-01 1.8638e-01
6432.31 1.5028e-01 6.6553e-01 1.8419e-01
6836.20 1.4275e-01 6.6640e-01 1.9086e-01
7265.45 1.4196e-01 6.7074e-01 1.8731e-01
7721.65 1.6080e-01 6.6392e-01 1.7527e-01
8206.56 1.6612e-01 6.6567e-01 1.6821e-01
8717.73 1.7278e-01 6.7278e-01 1.5445e-01
9214.74 1.8664e-01 6.7590e-01 1.3747e-01
9629.11 1.8815e-01 6.8454e-01 1.2731e-01
9954.11 1.7632e-01 7.0571e-01 1.1797e-01
10245.64 1.7995e-01 7.0533e-01 1.1473e-01
10541.49 1.7512e-01 7.1447e-01 1.1041e-01
10839.94 1.9083e-01 7.1714e-01 9.2029e-02
11119.11 2.3286e-01 6.8677e-01 8.0368e-02
11355.83 2.4057e-01 6.9328e-01 6.6154e-02
11539.81 3.4703e-01 6.0619e-01 4.6779e-02
11677.16 3.6286e-01 5.9611e-01 4.1029e-02
11784.05 4.0725e-01 5.5646e-01 3.6285e-02
11875.85 4.2080e-01 5.4405e-01 3.5143e-02
11963.37 3.6190e-01 5.9852e-01 3.9581e-02
12055.39 3.1220e-01 6.3914e-01 4.8660e-02
12170.41 2.7936e-01 6.6578e-01 5.4858e-02
12360.89 1.9149e-01 7.4431e-01 6.4200e-02
12670.46 1.3003e-01 7.8354e-01 8.6438e-02
13075.34 8.0545e-02 8.1146e-01 1.0799e-01
13530.52 6.5032e-02 8.1210e-01 1.2287e-01
14012.75 4.7704e-02 8.1011e-01 1.4218e-01
14508.81 3.7356e-02 8.0819e-01 1.5446e-01
15002.30 7.9874e-02 7.3939e-01 1.8074e-01
15475.29 4.2541e-02 8.0593e-01 1.5153e-01
15923.68 6.3197e-02 7.6314e-01 1.7366e-01
16355.64 2.8713e-02 7.6883e-01 2.0246e-01
16776.27 3.6581e-02 7.6029e-01 2.0313e-01
17183.14 8.6318e-02 7.1496e-01 1.9872e-01
17580.45 3.0147e-02 7.8377e-01 1.8608e-01
17990.34 6.4398e-02 7.2120e-01 2.1440e-01
18458.06 1.3556e-02 7.3552e-01 2.5092e-01
19084.69 1.9757e-02 6.8917e-01 2.9107e-01
19999.79 9.9824e-03 6.0248e-01 3.8754e-01
21193.46 2.9086e-03 4.5723e-01 5.3986e-01
22528.72 6.9642e-03 3.7312e-01 6.1991e-01
23943.32 5.0274e-04 2.1723e-01 7.8226e-01
25446.74 1.1995e-03 1.4910e-01 8.4970e-01
27044.57 4.1030e-04 6.1645e-02 9.3795e-01
28744.18 7.4174e-05 7.2913e-02 9.2701e-01
30520.16 1.5408e-04 4.5096e-02 9.5475e-01
32243.50 1.0490e-04 3.5022e-02 9.6487e-01
33773.01 7.0341e-05 2.8771e-02 9.7116e-01
35108.48 3.9608e-05 2.1672e-02 9.7829e-01
36326.30 2.0154e-05 1.5504e-02 9.8448e-01
37486.70 1.0261e-05 1.1083e-02 9.8891e-01
38628.25 5.5920e-06 8.1821e-03 9.9181e-01
39768.62 3.1845e-06 6.1560e-03 9.9384e-01
40915.31 1.8190e-06 4.6558e-03 9.9534e-01
42074.51 1.1369e-06 3.6824e-03 9.9632e-01
43252.44 6.4383e-07 2.7787e-03 9.9722e-01
44454.05 3.6622e-07 2.0950e-03 9.9790e-01
45683.04 2.0611e-07 1.5780e-03 9.9842e-01
46941.68 1.1555e-07 1.1864e-03 9.9881e-01
48230.81 6.4641e-08 8.9077e-04 9.9911e-01
49550.29 3.6122e-08 6.6797e-04 9.9933e-01
50899.37 2.0090e-08 5.0130e-04 9.9950e-01
52276.86 1.1258e-08 3.7667e-04 9.9962e-01
53681.16 6.3247e-09 2.8350e-04 9.9972e-01
55110.21 3.5836e-09 2.1371e-04 9.9979e-01
56561.17 2.0391e-09 1.6164e-04 9.9984e-01
58030.00 1.1670e-09 1.2269e-04 9.9988e-01
59510.42 6.7361e-10 9.3445e-05 9.9991e-01
60993.45 3.9197e-10 7.1636e-05 9.9993e-01
62466.44 2.3353e-10 5.5306e-05 9.9994e-01
63912.69 1.3939e-10 4.3232e-05 9.9996e-01
65311.62 8.8899e-11 3.4181e-05 9.9997e-01
66639.26 5.7576e-11 2.7476e-05 9.9997e-01
67870.77 2.5168e-13 2.0014e-06 1.0000e+00
68864.47 1.8059e-13 1.6977e-06 1.0000e+00
69459.55 2.6850e-13 2.0831e-06 1.0000e+00
69744.99 2.9418e-13 2.1649e-06 1.0000e+00
69888.26 2.8042e-13 2.1209e-06 1.0000e+00
69959.62 2.7644e-13 2.1005e-06 1.0000e+00
69991.15 2.7375e-13 2.0902e-06 1.0000e+00
69999.53 2.7078e-13 2.0892e-06 1.0000e+00
#TIME: 246.70
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2
425.78 2.2924e-01 6.3133e-01 1.3944e-01
857.79 2.1404e-01 6.3163e-01 1.5433e-01
878.44 2.0045e-01 6.4187e-01 1.5768e-01
917.72 2.1229e-01 6.3610e-01 1.5161e-01
973.04 2.2825e-01 6.3239e-01 1.3936e-01
1034.98 2.3399e-01 6.2665e-01 1.3936e-01
1099.97 2.1960e-01 6.2994e-01 1.5046e-01
1169.04 2.2075e-01 6.2869e-01 1.5056e-01
1242.44 2.1627e-01 6.3471e-01 1.4903e-01
1320.45 2.2255e-01 6.3192e-01 1.4552e-01
1403.37 2.3353e-01 6.2961e-01 1.3686e-01
1491.49 2.4033e-01 6.2688e-01 1.3279e-01
1585.14 2.3216e-01 6.2877e-01 1.3907e-01
1684.67 2.3838e-01 6.2599e-01 1.3563e-01
