#NTIMES: 800
#time[d] Lbol[erg/s] Edep[erg/s]
1.300012e+00 1.6520e+38 7.8980e+42
1.300035e+00 1.6520e+38 7.8980e+42
1.300080e+00 1.6520e+38 7.8980e+42
1.300172e+00 1.6520e+38 7.8980e+42
1.300353e+00 1.6530e+38 7.8980e+42
1.300714e+00 1.6540e+38 7.8970e+42
1.301433e+00 1.6550e+38 7.8970e+42
1.302363e+00 1.6580e+38 7.8960e+42
1.303422e+00 1.6610e+38 7.8960e+42
1.304602e+00 1.6630e+38 7.8950e+42
1.305904e+00 1.6670e+38 7.8940e+42
1.307326e+00 1.8050e+38 7.8930e+42
1.308870e+00 2.4700e+38 7.8920e+42
1.310535e+00 3.1430e+38 7.8900e+42
1.312325e+00 3.8000e+38 7.8890e+42
1.314241e+00 4.4180e+38 7.8880e+42
1.316284e+00 4.9850e+38 7.8860e+42
1.318456e+00 5.4920e+38 7.8850e+42
1.320760e+00 5.9340e+38 7.8830e+42
1.323197e+00 6.3090e+38 7.8810e+42
1.325769e+00 6.6200e+38 7.8790e+42
1.328478e+00 6.8680e+38 7.8770e+42
1.331327e+00 7.0540e+38 7.8750e+42
1.334317e+00 7.1830e+38 7.8730e+42
1.337452e+00 7.2660e+38 7.8710e+42
1.340734e+00 7.2990e+38 7.8690e+42
1.344165e+00 7.2910e+38 7.8660e+42
1.347749e+00 7.2530e+38 7.8640e+42
1.351489e+00 7.1800e+38 7.8610e+42
1.355389e+00 7.0810e+38 7.8580e+42
1.359452e+00 6.9600e+38 7.8550e+42
1.363683e+00 6.8260e+38 7.8520e+42
1.368085e+00 6.6720e+38 7.8490e+42
1.372665e+00 6.5060e+38 7.8460e+42
1.377427e+00 6.3320e+38 7.8420e+42
1.382377e+00 6.1520e+38 7.8390e+42
1.387522e+00 5.9670e+38 7.8350e+42
1.392868e+00 5.7790e+38 7.8310e+42
1.398424e+00 5.5910e+38 7.8270e+42
1.404197e+00 5.4040e+38 7.8230e+42
1.410198e+00 5.2180e+38 7.8190e+42
1.416435e+00 5.0410e+38 7.8140e+42
1.422922e+00 4.8610e+38 7.8090e+42
1.429669e+00 4.6860e+38 7.8050e+42
1.436692e+00 4.5160e+38 7.8000e+42
1.444006e+00 4.3510e+38 7.7940e+42
1.451629e+00 4.1910e+38 7.7890e+42
1.459580e+00 4.0370e+38 7.7830e+42
1.467882e+00 3.8890e+38 7.7770e+42
1.476561e+00 3.7480e+38 7.7710e+42
1.485645e+00 3.6120e+38 7.7650e+42
1.495167e+00 3.4830e+38 7.7580e+42
1.505165e+00 3.3600e+38 7.7510e+42
1.515682e+00 3.2270e+38 7.7430e+42
1.526769e+00 3.1160e+38 7.7350e+42
1.538477e+00 3.0120e+38 7.7270e+42
1.550864e+00 3.0800e+38 7.7190e+42
1.564005e+00 2.9960e+38 7.7090e+42
1.577986e+00 2.9180e+38 7.6990e+42
1.592912e+00 2.8470e+38 7.6890e+42
1.608904e+00 2.7840e+38 7.6780e+42
1.626106e+00 2.7280e+38 7.6660e+42
1.644680e+00 2.6790e+38 7.6530e+42
1.664784e+00 2.6380e+38 7.6390e+42
1.686642e+00 2.5410e+38 7.6230e+42
1.710521e+00 2.6000e+38 7.6070e+42
1.736649e+00 2.6670e+38 7.5890e+42
1.764909e+00 2.7440e+38 7.5690e+42
1.793706e+00 2.9530e+38 7.5490e+42
1.822995e+00 3.0330e+38 7.5290e+42
1.852781e+00 3.1280e+38 7.5090e+42
1.883074e+00 3.2440e+38 7.4880e+42
1.913882e+00 3.3840e+38 7.4670e+42
1.945214e+00 3.5540e+38 7.4460e+42
1.977079e+00 3.7600e+38 7.4250e+42
2.009485e+00 4.0110e+38 7.4030e+42
2.042443e+00 4.1940e+38 7.3810e+42
2.075961e+00 4.5590e+38 7.3590e+42
2.110050e+00 4.9970e+38 7.3360e+42
2.144718e+00 5.5180e+38 7.3130e+42
2.179976e+00 6.1370e+38 7.2900e+42
2.215833e+00 6.8660e+38 7.2660e+42
2.252301e+00 7.7230e+38 7.2420e+42
2.289389e+00 8.7240e+38 7.2180e+42
2.327107e+00 9.8880e+38 7.1940e+42
2.365468e+00 1.1230e+39 7.1690e+42
2.404481e+00 1.2780e+39 7.1440e+42
2.444157e+00 1.4560e+39 7.1180e+42
2.484508e+00 1.6590e+39 7.0930e+42
2.524079e+00 1.8890e+39 7.0680e+42
2.560891e+00 2.1130e+39 7.0440e+42
2.596081e+00 2.3600e+39 7.0220e+42
2.630145e+00 2.6230e+39 7.0010e+42
2.663465e+00 2.8800e+39 6.9800e+42
2.696321e+00 3.1780e+39 6.9600e+42
2.728935e+00 3.4680e+39 6.9390e+42
2.761490e+00 3.8110e+39 6.9190e+42
2.794138e+00 4.1390e+39 6.8990e+42
2.827014e+00 4.4900e+39 6.8790e+42
2.860238e+00 4.8650e+39 6.8590e+42
2.893922e+00 5.2680e+39 6.8380e+42
2.928174e+00 5.6990e+39 6.8170e+42
2.963095e+00 6.1630e+39 6.7960e+42
2.998788e+00 6.6610e+39 6.7750e+42
3.035355e+00 7.1980e+39 6.7530e+42
3.072901e+00 7.7780e+39 6.7300e+42
3.111534e+00 8.4040e+39 6.7070e+42
3.151367e+00 9.0810e+39 6.6840e+42
3.192521e+00 9.7810e+39 6.6600e+42
3.235122e+00 1.0580e+40 6.6340e+42
3.279308e+00 1.1440e+40 6.6090e+42
3.325227e+00 1.2380e+40 6.5820e+42
3.373042e+00 1.3410e+40 6.5540e+42
3.422928e+00 1.4540e+40 6.5260e+42
3.475081e+00 1.5770e+40 6.4960e+42
3.529716e+00 1.7110e+40 6.4650e+42
3.587070e+00 1.8570e+40 6.4320e+42
3.645789e+00 2.0160e+40 6.4000e+42
3.705462e+00 2.1840e+40 6.3660e+42
3.766091e+00 2.3630e+40 6.3330e+42
3.827690e+00 2.5520e+40 6.2990e+42
3.890276e+00 2.7520e+40 6.2650e+42
3.953864e+00 2.9640e+40 6.2300e+42
4.018473e+00 3.1890e+40 6.1950e+42
4.084118e+00 3.4240e+40 6.1600e+42
4.150818e+00 3.6710e+40 6.1250e+42
4.218588e+00 3.9310e+40 6.0890e+42
4.287448e+00 4.2050e+40 6.0530e+42
4.357414e+00 4.4910e+40 6.0170e+42
4.428507e+00 4.7920e+40 5.9800e+42
4.500743e+00 5.1070e+40 5.9440e+42
4.574143e+00 5.4360e+40 5.9060e+42
4.648725e+00 5.7800e+40 5.8690e+42
4.724510e+00 6.1400e+40 5.8310e+42
4.801516e+00 6.5150e+40 5.7930e+42
4.879766e+00 6.9070e+40 5.7550e+42
4.959278e+00 7.3150e+40 5.7160e+42
5.040075e+00 7.7430e+40 5.6770e+42
5.122177e+00 8.1850e+40 5.6380e+42
5.205607e+00 8.6450e+40 5.5990e+42
5.290387e+00 9.1230e+40 5.5590e+42
5.376540e+00 9.6190e+40 5.5190e+42
5.464088e+00 1.0140e+41 5.4790e+42
5.553055e+00 1.0670e+41 5.4380e+42
5.643466e+00 1.1230e+41 5.3970e+42
5.735343e+00 1.1800e+41 5.3560e+42
5.828712e+00 1.2400e+41 5.3150e+42
5.923599e+00 1.3020e+41 5.2740e+42
6.020028e+00 1.3660e+41 5.2320e+42
6.118026e+00 1.4330e+41 5.1900e+42
6.217619e+00 1.5020e+41 5.1480e+42
6.318834e+00 1.5740e+41 5.1060e+42
6.421698e+00 1.6490e+41 5.0630e+42
6.526239e+00 1.7260e+41 5.0200e+42
6.632485e+00 1.8070e+41 4.9770e+42
6.740465e+00 1.8910e+41 4.9340e+42
6.850208e+00 1.9790e+41 4.8910e+42
6.961743e+00 2.0710e+41 4.8470e+42
7.075102e+00 2.1660e+41 4.8040e+42
7.190314e+00 2.2660e+41 4.7600e+42
7.307411e+00 2.3710e+41 4.7160e+42
7.426424e+00 2.4810e+41 4.6720e+42
7.547387e+00 2.5970e+41 4.6270e+42
7.670333e+00 2.7180e+41 4.5830e+42
7.795293e+00 2.8460e+41 4.5380e+42
7.922304e+00 2.9810e+41 4.4940e+42
8.051400e+00 3.1270e+41 4.4490e+42
8.182616e+00 3.2870e+41 4.4040e+42
8.315989e+00 3.4570e+41 4.3590e+42
8.451554e+00 3.6370e+41 4.3140e+42
8.589351e+00 3.8280e+41 4.2690e+42
8.729415e+00 4.0310e+41 4.2240e+42
8.871788e+00 4.2460e+41 4.1790e+42
9.016507e+00 4.4730e+41 4.1340e+42
9.163613e+00 4.7150e+41 4.0890e+42
9.313147e+00 4.9700e+41 4.0430e+42
9.465150e+00 5.2410e+41 3.9980e+42
9.619664e+00 5.5270e+41 3.9530e+42
9.776732e+00 5.8270e+41 3.9080e+42
9.936397e+00 6.1440e+41 3.8630e+42
1.009870e+01 6.4770e+41 3.8170e+42
1.026370e+01 6.8280e+41 3.7720e+42
1.043142e+01 7.1960e+41 3.7270e+42
1.060193e+01 7.5790e+41 3.6820e+42
1.077526e+01 7.9770e+41 3.6370e+42
1.095146e+01 8.3930e+41 3.5930e+42
1.113058e+01 8.8250e+41 3.5480e+42
1.131268e+01 9.2740e+41 3.5030e+42
1.149780e+01 9.7380e+41 3.4590e+42
1.168600e+01 1.0220e+42 3.4150e+42
1.187732e+01 1.0700e+42 3.3710e+42
1.207182e+01 1.1210e+42 3.3270e+42
1.226955e+01 1.1720e+42 3.2830e+42
1.247058e+01 1.2240e+42 3.2390e+42
1.267495e+01 1.2780e+42 3.1960e+42
1.288273e+01 1.3320e+42 3.1530e+42
1.309397e+01 1.3860e+42 3.1100e+42
1.330873e+01 1.4410e+42 3.0670e+42
1.352707e+01 1.4960e+42 3.0250e+42
1.374905e+01 1.5510e+42 2.9820e+42
1.397475e+01 1.6060e+42 2.9400e+42
