#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
17415.23 5.05e-08 9.99e-01 1.50e-03 2.92e-15 2.06e-35 
17888.12 5.87e-08 9.99e-01 5.85e-04 2.28e-16 1.01e-34 
18532.37 5.51e-08 1.00e+00 2.23e-04 1.56e-17 1.48e-35 
19260.76 4.98e-08 1.00e+00 9.07e-05 1.13e-18 4.48e-36 
20034.10 5.84e-08 1.00e+00 3.14e-05 7.31e-20 7.92e-36 
20838.00 3.86e-08 1.00e+00 1.78e-05 9.17e-21 6.45e-36 
21647.97 3.50e-08 1.00e+00 8.67e-06 1.05e-21 3.14e-34 
22447.94 6.92e-08 1.00e+00 1.91e-06 7.06e-23 9.09e-36 
23245.88 3.08e-08 1.00e+00 2.19e-06 2.27e-23 1.18e-35 
24052.47 2.30e-08 1.00e+00 1.12e-06 4.91e-24 1.53e-35 
24867.72 2.33e-08 1.00e+00 5.43e-07 3.47e-24 1.99e-35 
25698.86 5.22e-08 1.00e+00 1.04e-07 9.30e-25 1.97e-34 
26587.16 2.76e-08 1.00e+00 9.00e-08 7.24e-24 4.03e-35 
27637.54 2.91e-08 1.00e+00 3.21e-08 1.65e-23 7.11e-35 
28986.97 3.31e-08 1.00e+00 8.01e-09 4.51e-23 1.70e-34 
#TIME: 15.98 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.44e-22 5.60e-14 3.18e-06 1.00e+00 3.29e-13 
999.11 1.38e-22 5.39e-14 3.11e-06 1.00e+00 3.59e-13 
1267.34 1.33e-22 5.15e-14 3.01e-06 1.00e+00 4.22e-13 
1514.05 1.43e-22 5.31e-14 3.04e-06 1.00e+00 4.62e-13 
1808.80 1.23e-22 4.78e-14 2.87e-06 1.00e+00 5.22e-13 
1919.29 1.12e-22 4.44e-14 2.75e-06 1.00e+00 5.81e-13 
2160.92 1.06e-22 4.28e-14 2.70e-06 1.00e+00 6.05e-13 
2292.92 9.16e-23 3.90e-14 2.58e-06 1.00e+00 6.36e-13 
2432.98 8.28e-23 3.69e-14 2.52e-06 1.00e+00 6.15e-13 
2581.60 7.92e-23 3.62e-14 2.52e-06 1.00e+00 5.72e-13 
2739.29 7.79e-23 3.64e-14 2.54e-06 1.00e+00 5.19e-13 
2906.62 7.93e-23 3.85e-14 2.67e-06 1.00e+00 3.77e-13 
3084.17 7.01e-23 3.69e-14 2.67e-06 1.00e+00 2.88e-13 
3272.56 6.33e-23 3.66e-14 2.73e-06 1.00e+00 1.94e-13 
3472.46 5.91e-23 3.78e-14 2.88e-06 1.00e+00 1.13e-13 
3684.57 5.54e-23 3.97e-14 3.08e-06 1.00e+00 5.70e-14 
3909.64 4.56e-23 3.90e-14 3.21e-06 1.00e+00 2.57e-14 
4148.46 5.29e-23 4.83e-14 3.76e-06 1.00e+00 1.05e-14 
4401.86 8.35e-23 7.30e-14 4.88e-06 1.00e+00 3.81e-15 
4670.75 1.25e-22 1.10e-13 6.35e-06 1.00e+00 1.14e-15 
4956.05 1.34e-22 1.33e-13 7.45e-06 1.00e+00 3.74e-16 
5258.79 1.27e-22 1.48e-13 8.36e-06 1.00e+00 1.28e-16 
5580.02 1.78e-22 2.26e-13 1.12e-05 1.00e+00 2.53e-17 
5920.87 2.73e-22 3.73e-13 1.58e-05 1.00e+00 4.44e-18 
6282.54 4.57e-22 6.60e-13 2.30e-05 1.00e+00 6.92e-19 
6666.30 9.42e-22 1.37e-12 3.68e-05 1.00e+00 9.85e-20 
7073.50 2.29e-21 3.34e-12 6.47e-05 1.00e+00 1.94e-20 
7505.58 5.79e-21 8.73e-12 1.20e-04 1.00e+00 6.38e-21 
7964.05 2.04e-20 3.07e-11 2.64e-04 1.00e+00 1.95e-21 
8450.53 1.08e-19 1.53e-10 7.15e-04 9.99e-01 4.41e-22 
8966.72 7.03e-19 9.42e-10 2.20e-03 9.98e-01 8.64e-23 
9514.44 8.33e-18 1.05e-08 9.79e-03 9.90e-01 1.35e-23 
10095.62 2.76e-16 2.96e-07 7.37e-02 9.26e-01 1.36e-24 
10712.30 1.32e-14 1.06e-05 5.05e-01 4.95e-01 8.55e-26 
11366.65 2.05e-13 1.19e-04 9.43e-01 5.69e-02 4.67e-27 
12061.10 1.47e-12 6.77e-04 9.95e-01 4.11e-03 3.43e-28 
12793.43 9.89e-12 3.52e-03 9.96e-01 3.06e-04 1.66e-29 
13528.61 6.07e-11 1.65e-02 9.83e-01 2.60e-05 2.55e-30 
14194.74 2.76e-10 6.09e-02 9.39e-01 2.25e-04 4.54e-29 
14757.77 8.09e-10 1.56e-01 8.44e-01 4.78e-07 2.08e-31 
15240.48 2.59e-09 3.61e-01 6.39e-01 6.79e-08 3.78e-32 
15646.99 8.17e-09 6.72e-01 3.28e-01 5.28e-09 7.72e-33 
15960.30 2.14e-08 8.97e-01 1.03e-01 2.29e-10 1.58e-33 
16187.41 3.46e-08 9.57e-01 4.30e-02 2.30e-11 4.28e-34 
16354.17 4.31e-08 9.81e-01 1.94e-02 3.28e-12 1.74e-34 
16484.18 4.91e-08 9.89e-01 1.14e-02 8.32e-13 2.28e-34 
16593.12 4.64e-08 9.91e-01 9.09e-03 4.10e-13 1.45e-34 
16691.99 4.57e-08 9.93e-01 6.77e-03 1.76e-13 6.57e-35 
16788.59 4.58e-08 9.95e-01 5.36e-03 9.24e-14 1.56e-34 
16888.37 4.72e-08 9.96e-01 3.82e-03 4.01e-14 1.93e-34 
16998.79 4.79e-08 9.97e-01 3.02e-03 1.93e-14 2.00e-35 
17146.37 5.05e-08 9.98e-01 2.00e-03 7.20e-15 4.97e-35 
17415.23 5.05e-08 9.99e-01 1.14e-03 1.36e-15 5.94e-35 
17888.12 4.96e-08 1.00e+00 5.00e-04 1.38e-16 4.31e-35 
18532.37 5.32e-08 1.00e+00 1.80e-04 8.48e-18 3.49e-35 
19260.76 5.20e-08 1.00e+00 7.28e-05 6.12e-19 5.91e-35 
20034.10 4.28e-08 1.00e+00 3.25e-05 5.74e-20 5.90e-35 
20838.00 5.88e-08 1.00e+00 9.27e-06 2.23e-21 4.68e-35 
21647.97 3.52e-08 1.00e+00 7.25e-06 7.94e-22 5.58e-35 
22447.94 8.20e-08 1.00e+00 1.37e-06 1.42e-23 1.86e-34 
23245.88 7.97e-08 1.00e+00 7.23e-07 2.17e-24 1.02e-34 
24052.47 2.17e-08 1.00e+00 1.03e-06 4.46e-24 1.63e-35 
24867.72 1.80e-08 1.00e+00 4.94e-07 3.85e-24 2.12e-35 
25698.86 1.94e-08 1.00e+00 2.13e-07 1.32e-23 2.87e-35 
26587.16 2.20e-08 1.00e+00 7.96e-08 9.52e-24 4.28e-35 
27637.54 3.35e-08 1.00e+00 2.43e-08 1.69e-23 7.56e-35 
28986.97 3.34e-08 1.00e+00 6.63e-09 5.70e-23 1.81e-34 
#TIME: 16.31 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.57e-22 6.47e-14 3.58e-06 1.00e+00 1.63e-13 
999.11 1.54e-22 6.32e-14 3.52e-06 1.00e+00 1.81e-13 
1267.34 1.47e-22 6.05e-14 3.41e-06 1.00e+00 2.00e-13 
1514.05 1.59e-22 6.32e-14 3.47e-06 1.00e+00 2.08e-13 
1808.80 1.32e-22 5.51e-14 3.22e-06 1.00e+00 2.48e-13 
1919.29 1.30e-22 5.38e-14 3.18e-06 1.00e+00 2.79e-13 
2160.92 1.17e-22 5.04e-14 3.08e-06 1.00e+00 2.72e-13 
2292.92 1.02e-22 4.63e-14 2.96e-06 1.00e+00 2.79e-13 
2432.98 9.15e-23 4.35e-14 2.89e-06 1.00e+00 2.70e-13 
2581.60 8.79e-23 4.36e-14 2.91e-06 1.00e+00 2.25e-13 
2739.29 8.75e-23 4.39e-14 2.95e-06 1.00e+00 2.11e-13 
2906.62 9.35e-23 4.82e-14 3.15e-06 1.00e+00 1.49e-13 
3084.17 8.89e-23 4.87e-14 3.24e-06 1.00e+00 1.11e-13 
3272.56 7.89e-23 4.76e-14 3.29e-06 1.00e+00 7.65e-14 
3472.46 7.25e-23 4.89e-14 3.46e-06 1.00e+00 4.24e-14 
3684.57 6.64e-23 5.10e-14 3.70e-06 1.00e+00 2.00e-14 
3909.64 5.85e-23 5.24e-14 3.96e-06 1.00e+00 8.95e-15 
4148.46 6.77e-23 6.48e-14 4.64e-06 1.00e+00 3.47e-15 
4401.86 1.14e-22 1.04e-13 6.18e-06 1.00e+00 1.17e-15 
4670.75 1.71e-22 1.56e-13 8.07e-06 1.00e+00 3.50e-16 
4956.05 1.83e-22 1.90e-13 9.47e-06 1.00e+00 1.07e-16 
5258.79 1.83e-22 2.20e-13 1.09e-05 1.00e+00 3.62e-17 
5580.02 2.55e-22 3.35e-13 1.46e-05 1.00e+00 7.04e-18 
5920.87 4.05e-22 5.66e-13 2.07e-05 1.00e+00 1.22e-18 
6282.54 6.76e-22 1.00e-12 3.02e-05 1.00e+00 2.06e-19 
6666.30 1.38e-21 2.08e-12 4.82e-05 1.00e+00 4.15e-20 
7073.50 3.46e-21 5.16e-12 8.57e-05 1.00e+00 1.43e-20 
7505.58 8.83e-21 1.36e-11 1.59e-04 1.00e+00 5.94e-21 
7964.05 3.19e-20 4.87e-11 3.54e-04 1.00e+00 1.88e-21 
8450.53 1.74e-19 2.51e-10 9.76e-04 9.99e-01 4.26e-22 
8966.72 1.15e-18 1.58e-09 3.04e-03 9.97e-01 8.36e-23 
9514.44 1.45e-17 1.87e-08 1.40e-02 9.86e-01 1.29e-23 
10095.62 5.21e-16 5.60e-07 1.08e-01 8.92e-01 1.26e-24 
10712.30 2.18e-14 1.70e-05 6.15e-01 3.85e-01 7.39e-26 
11366.65 2.70e-13 1.54e-04 9.60e-01 3.99e-02 4.63e-27 
12061.10 1.90e-12 8.59e-04 9.96e-01 2.68e-03 3.05e-28 
12793.43 1.23e-11 4.33e-03 9.95e-01 2.11e-04 2.40e-29 
13528.61 7.67e-11 2.04e-02 9.80e-01 1.81e-05 2.80e-30 
14194.74 3.49e-10 7.50e-02 9.25e-01 4.29e-06 1.74e-32 
14757.77 1.01e-09 1.90e-01 8.10e-01 2.96e-07 1.88e-31 
15240.48 2.97e-09 4.07e-01 5.93e-01 4.14e-08 4.48e-32 
15646.99 8.99e-09 7.29e-01 2.71e-01 3.22e-09 1.01e-32 
15960.30 2.20e-08 9.18e-01 8.20e-02 1.29e-10 1.93e-33 
16187.41 3.52e-08 9.69e-01 3.07e-02 1.01e-11 4.84e-34 
16354.17 4.49e-08 9.86e-01 1.44e-02 1.50e-12 1.40e-34 
16484.18 4.84e-08 9.91e-01 9.17e-03 4.56e-13 1.48e-34 
16593.12 4.84e-08 9.93e-01 6.59e-03 1.74e-13 1.23e-34 
16691.99 4.75e-08 9.95e-01 5.02e-03 8.65e-14 1.40e-34 
16788.59 4.82e-08 9.96e-01 3.79e-03 3.94e-14 2.04e-34 
16888.37 4.91e-08 9.97e-01 2.91e-03 1.74e-14 1.19e-34 
16998.79 4.75e-08 9.98e-01 2.31e-03 9.43e-15 1.82e-35 
17146.37 5.36e-08 9.98e-01 1.77e-03 3.31e-15 7.08e-35 
17415.23 5.38e-08 9.99e-01 8.31e-04 5.98e-16 3.31e-35 
17888.12 5.13e-08 1.00e+00 3.96e-04 7.04e-17 4.24e-36 
18532.37 5.36e-08 1.00e+00 1.37e-04 3.97e-18 6.40e-36 
19260.76 6.21e-08 1.00e+00 4.46e-05 2.17e-19 6.79e-36 
20034.10 4.94e-08 1.00e+00 2.44e-05 2.90e-20 4.22e-34 
20838.00 4.38e-08 1.00e+00 1.07e-05 2.92e-21 7.29e-36 
21647.97 3.83e-08 1.00e+00 4.98e-06 2.80e-22 8.28e-36 
22447.94 2.89e-08 1.00e+00 2.91e-06 4.60e-23 1.03e-35 
23245.88 2.49e-08 1.00e+00 1.56e-06 9.10e-24 1.33e-35 
24052.47 1.93e-08 1.00e+00 8.08e-07 3.13e-24 1.73e-35 
24867.72 1.97e-08 1.00e+00 3.86e-07 3.66e-24 2.26e-35 
25698.86 1.99e-08 1.00e+00 1.70e-07 5.84e-24 3.05e-35 
26587.16 2.46e-08 1.00e+00 6.52e-08 1.02e-23 4.55e-35 
27637.54 4.04e-08 1.00e+00 2.05e-08 1.95e-23 8.55e-34 
28986.97 3.56e-08 1.00e+00 5.42e-09 5.95e-23 1.92e-34 
#TIME: 16.64 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.89e-22 8.07e-14 4.17e-06 1.00e+00 7.62e-14 
999.11 1.84e-22 7.86e-14 4.09e-06 1.00e+00 8.32e-14 
1267.34 1.71e-22 7.32e-14 3.91e-06 1.00e+00 1.01e-13 
1514.05 1.93e-22 7.87e-14 4.06e-06 1.00e+00 1.02e-13 
1808.80 1.61e-22 6.91e-14 3.78e-06 1.00e+00 1.18e-13 
1919.29 1.55e-22 6.74e-14 3.72e-06 1.00e+00 1.20e-13 
2160.92 1.40e-22 6.31e-14 3.62e-06 1.00e+00 1.22e-13 
2292.92 1.23e-22 5.83e-14 3.49e-06 1.00e+00 1.22e-13 
2432.98 1.11e-22 5.54e-14 3.42e-06 1.00e+00 1.13e-13 
2581.60 1.09e-22 5.56e-14 3.46e-06 1.00e+00 9.99e-14 
2739.29 1.14e-22 5.87e-14 3.60e-06 1.00e+00 8.43e-14 
2906.62 1.18e-22 6.31e-14 3.81e-06 1.00e+00 5.88e-14 
3084.17 1.08e-22 6.25e-14 3.88e-06 1.00e+00 4.18e-14 
3272.56 9.32e-23 6.03e-14 3.93e-06 1.00e+00 2.76e-14 
3472.46 8.83e-23 6.34e-14 4.19e-06 1.00e+00 1.46e-14 
3684.57 8.49e-23 6.82e-14 4.54e-06 1.00e+00 7.22e-15 
3909.64 7.69e-23 7.22e-14 4.95e-06 1.00e+00 2.76e-15 
4148.46 9.42e-23 9.32e-14 5.92e-06 1.00e+00 1.07e-15 
4401.86 1.60e-22 1.51e-13 7.94e-06 1.00e+00 3.45e-16 
4670.75 2.47e-22 2.33e-13 1.05e-05 1.00e+00 9.45e-17 
4956.05 2.56e-22 2.75e-13 1.22e-05 1.00e+00 3.20e-17 
5258.79 2.66e-22 3.30e-13 1.42e-05 1.00e+00 9.60e-18 
5580.02 3.83e-22 5.14e-13 1.92e-05 1.00e+00 1.94e-18 
5920.87 6.10e-22 8.74e-13 2.75e-05 1.00e+00 3.28e-19 
6282.54 1.03e-21 1.56e-12 4.03e-05 1.00e+00 6.59e-20 
6666.30 2.08e-21 3.20e-12 6.37e-05 1.00e+00 2.58e-20 
7073.50 5.24e-21 8.01e-12 1.14e-04 1.00e+00 1.28e-20 
7505.58 1.36e-20 2.13e-11 2.12e-04 1.00e+00 5.70e-21 
7964.05 4.90e-20 7.69e-11 4.75e-04 1.00e+00 1.82e-21 
8450.53 2.85e-19 4.18e-10 1.35e-03 9.99e-01 4.11e-22 
8966.72 1.91e-18 2.68e-09 4.27e-03 9.96e-01 8.07e-23 
9514.44 2.64e-17 3.44e-08 2.04e-02 9.80e-01 1.23e-23 
10095.62 1.00e-15 1.06e-06 1.57e-01 8.43e-01 1.15e-24 
10712.30 3.46e-14 2.64e-05 7.16e-01 2.84e-01 6.54e-26 
11366.65 3.62e-13 2.02e-04 9.74e-01 2.60e-02 4.05e-27 
12061.10 2.47e-12 1.10e-03 9.97e-01 1.87e-03 3.19e-28 
12793.43 1.60e-11 5.49e-03 9.94e-01 1.46e-04 2.30e-29 
13528.61 9.91e-11 2.58e-02 9.74e-01 1.21e-05 2.61e-30 
14194.74 4.50e-10 9.52e-02 9.05e-01 1.51e-06 3.06e-31 
14757.77 1.26e-09 2.32e-01 7.68e-01 2.56e-07 2.75e-31 
15240.48 3.60e-09 4.80e-01 5.20e-01 2.43e-08 4.36e-32 
15646.99 9.85e-09 7.78e-01 2.22e-01 1.65e-09 7.97e-33 
15960.30 2.39e-08 9.37e-01 6.29e-02 6.46e-11 1.47e-33 
16187.41 3.78e-08 9.78e-01 2.23e-02 4.30e-12 2.53e-34 
16354.17 4.83e-08 9.89e-01 1.05e-02 7.39e-13 1.62e-34 
16484.18 5.19e-08 9.93e-01 6.79e-03 2.24e-13 1.96e-34 
16593.12 4.89e-08 9.95e-01 5.13e-03 9.51e-14 2.68e-34 
16691.99 5.15e-08 9.96e-01 3.70e-03 3.91e-14 1.59e-34 
16788.59 5.04e-08 9.97e-01 2.90e-03 1.92e-14 3.00e-34 
16888.37 5.25e-08 9.98e-01 2.24e-03 9.44e-15 2.30e-34 
16998.79 4.86e-08 9.98e-01 1.73e-03 5.01e-15 1.03e-34 
17146.37 5.20e-08 9.99e-01 1.17e-03 1.65e-15 6.31e-35 
17415.23 5.61e-08 9.99e-01 6.62e-04 3.26e-16 1.77e-34 
17888.12 6.02e-08 1.00e+00 2.59e-04 2.90e-17 1.29e-34 
18532.37 5.98e-08 1.00e+00 1.03e-04 2.29e-18 1.26e-34 
19260.76 5.86e-08 1.00e+00 3.84e-05 1.44e-19 5.38e-36 
20034.10 6.61e-08 1.00e+00 1.29e-05 7.01e-21 4.83e-35 
20838.00 8.16e-08 1.00e+00 4.44e-06 4.43e-22 1.06e-34 
21647.97 2.88e-08 1.00e+00 4.68e-06 1.91e-22 8.81e-36 
22447.94 2.51e-08 1.00e+00 2.41e-06 3.02e-23 1.09e-35 
23245.88 5.36e-08 1.00e+00 5.06e-07 3.22e-24 1.60e-34 
24052.47 2.24e-08 1.00e+00 6.29e-07 2.88e-24 1.84e-35 
24867.72 6.79e-08 1.00e+00 1.17e-07 4.74e-25 3.35e-34 
25698.86 5.16e-08 1.00e+00 6.01e-08 1.33e-24 1.70e-34 
26587.16 2.73e-08 1.00e+00 5.00e-08 1.03e-23 7.49e-34 
27637.54 3.03e-08 1.00e+00 1.63e-08 2.30e-23 8.55e-35 
28986.97 4.69e-08 1.00e+00 3.74e-09 5.38e-23 2.04e-34 
#TIME: 16.99 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.19e-22 9.79e-14 4.83e-06 1.00e+00 3.44e-14 
999.11 2.14e-22 9.57e-14 4.76e-06 1.00e+00 3.65e-14 
1267.34 2.15e-22 9.46e-14 4.69e-06 1.00e+00 4.26e-14 
1514.05 2.46e-22 1.04e-13 4.93e-06 1.00e+00 3.81e-14 
1808.80 2.02e-22 8.97e-14 4.55e-06 1.00e+00 4.67e-14 
1919.29 1.97e-22 8.82e-14 4.50e-06 1.00e+00 4.89e-14 
2160.92 1.77e-22 8.22e-14 4.34e-06 1.00e+00 5.09e-14 
2292.92 1.57e-22 7.68e-14 4.22e-06 1.00e+00 4.98e-14 
2432.98 1.34e-22 6.98e-14 4.04e-06 1.00e+00 4.76e-14 
2581.60 1.34e-22 7.17e-14 4.16e-06 1.00e+00 3.93e-14 
2739.29 1.34e-22 7.39e-14 4.27e-06 1.00e+00 3.15e-14 
2906.62 1.40e-22 8.04e-14 4.56e-06 1.00e+00 2.11e-14 
3084.17 1.30e-22 8.03e-14 4.67e-06 1.00e+00 1.50e-14 
3272.56 1.18e-22 8.04e-14 4.81e-06 1.00e+00 9.55e-15 
3472.46 1.13e-22 8.52e-14 5.16e-06 1.00e+00 4.86e-15 
3684.57 1.10e-22 9.30e-14 5.65e-06 1.00e+00 2.19e-15 
3909.64 1.06e-22 1.03e-13 6.31e-06 1.00e+00 8.39e-16 
4148.46 1.30e-22 1.34e-13 7.57e-06 1.00e+00 3.09e-16 
4401.86 2.24e-22 2.19e-13 1.02e-05 1.00e+00 9.50e-17 
4670.75 3.40e-22 3.34e-13 1.34e-05 1.00e+00 2.73e-17 
4956.05 3.79e-22 4.19e-13 1.60e-05 1.00e+00 8.28e-18 
5258.79 3.90e-22 4.99e-13 1.86e-05 1.00e+00 2.63e-18 
5580.02 5.74e-22 7.93e-13 2.55e-05 1.00e+00 4.88e-19 
5920.87 9.26e-22 1.36e-12 3.66e-05 1.00e+00 9.19e-20 
6282.54 1.55e-21 2.42e-12 5.35e-05 1.00e+00 3.20e-20 
6666.30 3.21e-21 5.04e-12 8.55e-05 1.00e+00 2.07e-20 
7073.50 8.12e-21 1.27e-11 1.52e-04 1.00e+00 1.21e-20 
7505.58 2.14e-20 3.42e-11 2.86e-04 1.00e+00 5.50e-21 
7964.05 8.06e-20 1.28e-10 6.54e-04 9.99e-01 1.75e-21 
8450.53 4.72e-19 7.04e-10 1.87e-03 9.98e-01 3.95e-22 
8966.72 3.30e-18 4.73e-09 6.10e-03 9.94e-01 7.74e-23 
9514.44 4.84e-17 6.40e-08 3.01e-02 9.70e-01 1.16e-23 
10095.62 1.88e-15 1.98e-06 2.23e-01 7.77e-01 1.04e-24 
10712.30 5.10e-14 3.81e-05 7.93e-01 2.07e-01 6.06e-26 
11366.65 4.83e-13 2.65e-04 9.82e-01 1.73e-02 3.94e-27 
12061.10 3.29e-12 1.43e-03 9.97e-01 1.32e-03 3.06e-28 
12793.43 2.13e-11 7.10e-03 9.93e-01 9.50e-05 2.10e-29 
13528.61 1.28e-10 3.27e-02 9.67e-01 7.99e-06 2.47e-30 
14194.74 5.60e-10 1.16e-01 8.84e-01 8.94e-07 4.95e-31 
14757.77 1.55e-09 2.78e-01 7.22e-01 1.25e-07 1.75e-31 
15240.48 4.31e-09 5.58e-01 4.42e-01 1.33e-08 4.08e-32 
15646.99 1.11e-08 8.31e-01 1.69e-01 7.22e-10 5.69e-33 
15960.30 2.50e-08 9.54e-01 4.60e-02 2.53e-11 8.21e-34 
16187.41 3.90e-08 9.83e-01 1.68e-02 2.20e-12 8.17e-34 
16354.17 4.94e-08 9.92e-01 7.68e-03 2.89e-13 1.80e-34 
16484.18 5.26e-08 9.95e-01 4.92e-03 9.15e-14 2.24e-34 
16593.12 5.13e-08 9.96e-01 3.60e-03 3.50e-14 1.61e-34 
16691.99 5.02e-08 9.97e-01 2.72e-03 1.76e-14 1.97e-34 
16788.59 5.63e-08 9.98e-01 1.99e-03 7.58e-15 2.37e-34 
16888.37 5.38e-08 9.96e-01 4.16e-03 1.11e-14 1.60e-35 
16998.79 5.28e-08 9.99e-01 1.25e-03 2.13e-15 1.27e-34 
17146.37 5.75e-08 9.99e-01 8.38e-04 8.54e-16 8.23e-35 
17415.23 5.38e-08 9.99e-01 5.31e-04 1.67e-16 1.36e-34 
17888.12 5.51e-08 1.00e+00 2.27e-04 1.76e-17 7.64e-35 
18532.37 4.89e-08 1.00e+00 9.45e-05 1.24e-18 5.16e-35 
19260.76 5.91e-08 1.00e+00 2.99e-05 6.48e-20 4.99e-35 
20034.10 4.16e-08 1.00e+00 1.73e-05 9.50e-21 1.21e-33 
20838.00 3.42e-08 1.00e+00 8.50e-06 1.15e-21 8.25e-36 
21647.97 9.84e-08 1.00e+00 1.33e-06 2.21e-22 9.99e-34 
22447.94 2.49e-08 1.00e+00 1.97e-06 1.55e-23 1.16e-35 
23245.88 2.29e-08 1.00e+00 1.03e-06 6.34e-24 1.51e-35 
24052.47 1.86e-08 1.00e+00 6.01e-07 3.75e-24 2.31e-33 
24867.72 2.35e-08 1.00e+00 2.31e-07 1.15e-23 2.55e-35 
25698.86 2.43e-08 1.00e+00 9.47e-08 1.44e-23 3.45e-35 
26587.16 2.55e-08 1.00e+00 3.84e-08 1.22e-23 5.15e-35 
27637.54 2.80e-08 1.00e+00 1.29e-08 2.59e-23 9.09e-35 
28986.97 5.31e-08 1.00e+00 2.78e-09 6.24e-23 2.17e-34 
#TIME: 17.34 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.51e-22 1.18e-13 5.56e-06 1.00e+00 1.47e-14 
999.11 2.55e-22 1.19e-13 5.58e-06 1.00e+00 1.52e-14 
1267.34 2.51e-22 1.17e-13 5.51e-06 1.00e+00 1.62e-14 
1514.05 2.76e-22 1.25e-13 5.69e-06 1.00e+00 1.56e-14 
1808.80 2.34e-22 1.10e-13 5.34e-06 1.00e+00 1.80e-14 
1919.29 2.32e-22 1.11e-13 5.36e-06 1.00e+00 1.75e-14 
2160.92 2.15e-22 1.06e-13 5.24e-06 1.00e+00 1.83e-14 
2292.92 1.95e-22 1.01e-13 5.14e-06 1.00e+00 1.75e-14 
2432.98 1.65e-22 9.00e-14 4.84e-06 1.00e+00 1.92e-14 
2581.60 1.71e-22 9.62e-14 5.09e-06 1.00e+00 1.40e-14 
2739.29 1.67e-22 9.68e-14 5.18e-06 1.00e+00 1.17e-14 
2906.62 1.84e-22 1.10e-13 5.65e-06 1.00e+00 7.42e-15 
3084.17 1.72e-22 1.11e-13 5.83e-06 1.00e+00 4.98e-15 
3272.56 1.46e-22 1.06e-13 5.87e-06 1.00e+00 3.20e-15 
3472.46 1.45e-22 1.16e-13 6.41e-06 1.00e+00 1.52e-15 
3684.57 1.51e-22 1.33e-13 7.20e-06 1.00e+00 6.64e-16 
3909.64 1.47e-22 1.49e-13 8.08e-06 1.00e+00 2.39e-16 
4148.46 1.86e-22 1.98e-13 9.83e-06 1.00e+00 8.36e-17 
4401.86 3.21e-22 3.25e-13 1.33e-05 1.00e+00 2.57e-17 
4670.75 4.97e-22 5.03e-13 1.76e-05 1.00e+00 7.26e-18 
4956.05 5.56e-22 6.36e-13 2.11e-05 1.00e+00 2.21e-18 
5258.79 5.87e-22 7.73e-13 2.47e-05 1.00e+00 6.63e-19 
5580.02 8.73e-22 1.24e-12 3.41e-05 1.00e+00 1.28e-19 
5920.87 1.38e-21 2.10e-12 4.86e-05 1.00e+00 3.24e-20 
6282.54 2.40e-21 3.81e-12 7.16e-05 1.00e+00 2.23e-20 
6666.30 5.07e-21 8.11e-12 1.16e-04 1.00e+00 1.91e-20 
7073.50 1.29e-20 2.05e-11 2.07e-04 1.00e+00 1.16e-20 
7505.58 3.45e-20 5.61e-11 3.92e-04 1.00e+00 5.28e-21 
7964.05 1.33e-19 2.14e-10 9.07e-04 9.99e-01 1.68e-21 
8450.53 7.91e-19 1.21e-09 2.64e-03 9.97e-01 3.80e-22 
8966.72 5.75e-18 8.44e-09 8.79e-03 9.91e-01 7.41e-23 
9514.44 9.14e-17 1.22e-07 4.48e-02 9.55e-01 1.08e-23 
10095.62 3.58e-15 3.69e-06 3.14e-01 6.86e-01 9.13e-25 
10712.30 7.44e-14 5.43e-05 8.58e-01 1.42e-01 5.22e-26 
11366.65 6.37e-13 3.44e-04 9.88e-01 1.15e-02 3.77e-27 
12061.10 4.36e-12 1.85e-03 9.97e-01 9.31e-04 2.94e-28 
