#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 24
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7
2.119348E+04 4.724030E-07 9.984492E-01 1.550312E-03 3.587190E-20 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.252870E+04 3.942656E-07 9.989564E-01 1.043163E-03 6.642574E-21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.394330E+04 2.970349E-07 9.991244E-01 8.753521E-04 2.389902E-21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.544675E+04 2.469690E-07 9.993088E-01 6.909140E-04 8.140563E-22 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.704458E+04 1.856000E-07 9.993714E-01 6.283827E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.874418E+04 1.176600E-07 9.992925E-01 7.074177E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.052015E+04 7.800554E-08 9.992219E-01 7.779880E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.224350E+04 6.337704E-08 9.992784E-01 7.215705E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.377303E+04 5.437890E-08 9.993412E-01 6.587405E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.473940E+04 4.057975E-08 9.992611E-01 7.388655E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
#
#TIME: 20.0
#NVEL: 45
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7
7.728350E+03 2.730924E-10 1.126260E-02 9.887373E-01 1.367923E-07 5.701078E-25 0.000000E+00 0.000000E+00 0.000000E+00
8.206558E+03 4.447532E-10 1.580417E-02 9.841957E-01 9.218666E-08 2.543362E-25 0.000000E+00 0.000000E+00 0.000000E+00
8.717733E+03 8.913871E-10 2.601555E-02 9.739844E-01 3.952792E-08 3.365032E-26 0.000000E+00 0.000000E+00 0.000000E+00
9.214737E+03 2.215325E-09 4.889168E-02 9.511083E-01 1.230819E-08 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.629110E+03 5.194056E-09 8.781955E-02 9.121804E-01 3.792046E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
9.954100E+03 8.568888E-09 1.261655E-01 8.738345E-01 1.668365E-09 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.024563E+04 1.125805E-08 1.580195E-01 8.419805E-01 9.253327E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.054150E+04 1.417517E-08 1.906958E-01 8.093042E-01 5.575718E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.083998E+04 2.148049E-08 2.469010E-01 7.530990E-01 2.970981E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.111913E+04 3.420471E-08 3.207831E-01 6.792169E-01 1.506706E-10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.135580E+04 6.358274E-08 4.351769E-01 5.648231E-01 5.943306E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.153978E+04 1.255974E-07 5.713740E-01 4.286259E-01 2.147534E-11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.167715E+04 2.148855E-07 6.890345E-01 3.109653E-01 7.370840E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.178405E+04 2.877615E-07 7.552308E-01 2.447689E-01 3.447444E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.187585E+04 3.371685E-07 7.929708E-01 2.070289E-01 2.032002E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.196338E+04 3.299171E-07 8.014448E-01 1.985549E-01 1.669386E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.205538E+04 2.722816E-07 7.886291E-01 2.113706E-01 1.691718E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.217040E+04 2.287939E-07 7.777116E-01 2.222881E-01 1.685934E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.236090E+04 2.086426E-07 7.865617E-01 2.134381E-01 1.249486E-12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.267048E+04 1.891765E-07 8.069992E-01 1.930006E-01 7.034362E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.307535E+04 1.851025E-07 8.425062E-01 1.574936E-01 2.865144E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.353053E+04 1.848543E-07 8.753786E-01 1.246212E-01 1.099374E-13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.401275E+04 1.861532E-07 9.046071E-01 9.539267E-02 3.856744E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.450883E+04 1.869192E-07 9.266811E-01 7.331874E-02 1.410340E-14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.500233E+04 2.061916E-07 9.496823E-01 5.031751E-02 3.921018E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.547530E+04 2.319069E-07 9.654104E-01 3.458939E-02 1.175470E-15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.592370E+04 2.524589E-07 9.761076E-01 2.389220E-02 3.417434E-16 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.635565E+04 2.787741E-07 9.838053E-01 1.619446E-02 9.561108E-17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.677625E+04 3.433505E-07 9.902195E-01 9.780181E-03 2.100167E-17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.718313E+04 4.483223E-07 9.945231E-01 5.476496E-03 3.861360E-18 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.758045E+04 5.622662E-07 9.968576E-01 3.141820E-03 7.291177E-19 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.799035E+04 6.479160E-07 9.980081E-01 1.991245E-03 1.737610E-19 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.845805E+04 7.584183E-07 9.988205E-01 1.178757E-03 3.299438E-20 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.908468E+04 8.617638E-07 9.993245E-01 6.746008E-04 5.346028E-21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.999980E+04 7.669290E-07 9.995494E-01 4.498106E-04 1.036742E-21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.119348E+04 5.757945E-07 9.996541E-01 3.452978E-04 2.605640E-22 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.252870E+04 4.526846E-07 9.997318E-01 2.677054E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.394330E+04 3.324398E-07 9.997610E-01 2.387084E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.544675E+04 2.663835E-07 9.997946E-01 2.051242E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.704458E+04 1.945209E-07 9.997995E-01 2.003123E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.874418E+04 1.225651E-07 9.997688E-01 2.310572E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.052015E+04 8.075720E-08 9.997396E-01 2.603488E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.224350E+04 6.553617E-08 9.997580E-01 2.419118E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.377303E+04 5.590820E-08 9.997763E-01 2.236144E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.473940E+04 4.191227E-08 9.997500E-01 2.499909E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
