#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
4401.86 2.74e-08 1.00e+00 4.97e-21 4.28e-28 2.06e-32 
4670.75 3.39e-08 1.00e+00 1.78e-21 7.66e-28 2.18e-32 
4956.05 3.66e-08 1.00e+00 1.40e-21 1.06e-27 3.01e-32 
5258.79 4.09e-08 1.00e+00 1.26e-22 1.99e-27 4.67e-32 
5580.02 4.93e-08 1.00e+00 9.38e-23 6.53e-27 7.02e-32 
5920.87 5.79e-08 1.00e+00 2.24e-23 2.75e-27 9.77e-32 
6282.54 7.24e-08 1.00e+00 1.34e-23 7.79e-27 1.19e-31 
6666.30 9.57e-08 1.00e+00 1.02e-23 5.29e-27 1.24e-31 
7073.50 1.41e-07 1.00e+00 7.31e-24 4.29e-27 1.18e-31 
7505.58 2.02e-07 1.00e+00 4.84e-24 2.69e-27 1.11e-31 
7964.05 2.15e-07 1.00e+00 3.24e-24 1.93e-27 1.00e-31 
8450.53 2.36e-07 1.00e+00 1.95e-24 1.06e-27 8.52e-32 
8966.72 2.42e-07 1.00e+00 1.27e-24 1.54e-28 7.26e-32 
9514.44 2.47e-07 1.00e+00 7.74e-25 3.18e-29 6.24e-32 
10095.62 2.32e-07 1.00e+00 5.00e-25 6.03e-30 5.25e-32 
10712.30 2.46e-07 1.00e+00 3.04e-25 2.77e-30 4.58e-32 
11366.65 2.20e-07 1.00e+00 2.20e-25 1.40e-30 4.26e-32 
12061.10 1.70e-07 1.00e+00 1.62e-25 7.80e-31 3.57e-32 
12793.43 1.41e-07 1.00e+00 6.55e-26 2.38e-31 1.55e-32 
13528.61 1.18e-07 1.00e+00 2.15e-26 1.31e-31 5.03e-33 
14194.74 9.51e-08 1.00e+00 9.47e-27 9.79e-32 2.44e-33 
14757.77 8.85e-08 1.00e+00 7.75e-27 2.18e-32 1.74e-33 
15240.48 8.24e-08 1.00e+00 8.65e-27 3.02e-32 1.32e-33 
15646.99 8.58e-08 1.00e+00 6.94e-27 1.30e-31 1.05e-33 
15960.30 8.66e-08 1.00e+00 7.80e-27 7.87e-32 8.56e-34 
16187.41 1.09e-07 1.00e+00 7.19e-27 7.06e-31 9.39e-34 
16354.17 8.14e-08 1.00e+00 1.46e-26 6.56e-31 1.14e-33 
16484.18 6.84e-08 1.00e+00 1.84e-26 2.09e-33 1.51e-33 
16593.12 5.40e-08 1.00e+00 2.63e-26 3.73e-31 2.10e-33 
16691.99 4.57e-08 1.00e+00 5.18e-26 1.44e-30 2.81e-33 
16788.59 4.03e-08 1.00e+00 7.44e-26 5.03e-33 3.64e-33 
16888.37 4.15e-08 1.00e+00 1.30e-25 4.03e-31 4.76e-33 
16998.79 3.15e-08 1.00e+00 2.02e-25 6.17e-29 6.52e-33 
17146.37 3.15e-08 1.00e+00 2.85e-25 1.30e-30 9.56e-33 
17415.23 5.94e-08 1.00e+00 2.79e-25 5.92e-30 1.68e-32 
17888.12 1.73e-08 1.00e+00 2.39e-24 3.48e-28 4.55e-32 
18532.37 1.30e-08 1.00e+00 6.90e-24 4.33e-28 1.21e-31 
19260.76 4.51e-08 1.00e+00 4.08e-24 1.60e-28 2.44e-31 
20034.10 6.69e-09 1.00e+00 2.74e-23 1.14e-25 2.83e-31 
20838.00 2.41e-08 1.00e+00 4.65e-24 2.91e-27 1.93e-31 
21647.97 3.68e-09 1.00e+00 1.37e-23 4.24e-26 1.25e-31 
22447.94 2.68e-09 1.00e+00 1.78e-23 4.08e-25 1.21e-31 
23245.88 1.93e-09 1.00e+00 2.46e-23 1.11e-25 1.51e-31 
24052.47 1.41e-09 1.00e+00 2.92e-23 1.94e-25 2.08e-31 
24867.72 1.18e-09 1.00e+00 3.43e-23 2.04e-25 2.95e-31 
25698.86 9.58e-10 1.00e+00 9.62e-23 7.98e-25 4.30e-31 
26587.16 2.97e-09 1.00e+00 2.61e-23 3.00e-26 6.69e-31 
27637.54 2.12e-09 1.00e+00 6.45e-23 8.61e-25 1.18e-30 
28986.97 1.60e-09 1.00e+00 1.67e-22 1.46e-24 2.60e-30 
#TIME: 55.69 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 2.45e-08 1.00e+00 2.68e-20 2.03e-28 4.56e-31 
999.11 2.22e-08 1.00e+00 5.98e-20 8.82e-28 4.56e-31 
1267.34 2.30e-08 1.00e+00 5.59e-20 1.30e-27 4.52e-31 
1514.05 2.34e-08 1.00e+00 1.41e-19 4.62e-28 2.52e-31 
1808.80 2.33e-08 1.00e+00 2.03e-18 1.51e-26 1.73e-31 
1919.29 2.42e-08 1.00e+00 1.38e-19 1.60e-27 1.69e-31 
2160.92 2.20e-08 1.00e+00 9.62e-19 1.29e-26 1.71e-31 
2292.92 2.17e-08 1.00e+00 3.21e-19 7.93e-28 1.75e-31 
2432.98 2.01e-08 1.00e+00 4.08e-19 7.97e-28 1.70e-31 
2581.60 2.06e-08 1.00e+00 5.21e-19 6.99e-27 1.55e-31 
2739.29 2.08e-08 1.00e+00 7.86e-19 2.69e-27 1.34e-31 
2906.62 2.12e-08 1.00e+00 1.84e-19 1.78e-27 1.13e-31 
3084.17 2.17e-08 1.00e+00 1.29e-18 2.91e-27 9.51e-32 
3272.56 2.07e-08 1.00e+00 1.34e-19 5.10e-28 7.66e-32 
3472.46 2.15e-08 1.00e+00 1.91e-19 6.51e-27 5.73e-32 
3684.57 2.33e-08 1.00e+00 1.96e-20 5.37e-28 4.13e-32 
3909.64 2.36e-08 1.00e+00 2.55e-20 2.81e-27 3.20e-32 
4148.46 2.67e-08 1.00e+00 7.74e-21 6.92e-28 2.57e-32 
4401.86 3.54e-08 1.00e+00 3.56e-21 1.40e-27 2.20e-32 
4670.75 4.26e-08 1.00e+00 5.98e-22 6.06e-28 2.32e-32 
4956.05 4.89e-08 1.00e+00 2.90e-22 5.97e-28 3.20e-32 
5258.79 5.07e-08 1.00e+00 4.36e-23 1.71e-27 4.96e-32 
5580.02 6.19e-08 1.00e+00 5.17e-23 3.40e-27 7.46e-32 
5920.87 7.55e-08 1.00e+00 1.14e-23 3.92e-27 1.04e-31 
6282.54 9.06e-08 1.00e+00 1.67e-23 1.12e-26 1.27e-31 
6666.30 1.22e-07 1.00e+00 1.01e-23 6.98e-27 1.32e-31 
7073.50 1.76e-07 1.00e+00 7.02e-24 4.10e-27 1.25e-31 
7505.58 2.17e-07 1.00e+00 5.08e-24 3.02e-27 1.18e-31 
7964.05 2.17e-07 1.00e+00 3.71e-24 2.28e-27 1.07e-31 
8450.53 2.46e-07 1.00e+00 2.19e-24 1.32e-27 9.06e-32 
8966.72 2.54e-07 1.00e+00 1.37e-24 2.13e-28 7.72e-32 
9514.44 2.35e-07 1.00e+00 9.09e-25 4.78e-29 6.63e-32 
10095.62 2.54e-07 1.00e+00 5.18e-25 5.73e-30 5.59e-32 
10712.30 2.16e-07 1.00e+00 3.78e-25 3.23e-30 4.87e-32 
11366.65 1.99e-07 1.00e+00 2.88e-25 1.76e-30 4.53e-32 
12061.10 1.58e-07 1.00e+00 2.20e-25 1.11e-30 3.80e-32 
12793.43 1.30e-07 1.00e+00 7.64e-26 5.22e-31 1.65e-32 
13528.61 1.27e-07 1.00e+00 1.76e-26 2.00e-31 5.35e-33 
14194.74 1.17e-07 1.00e+00 8.57e-27 1.78e-32 2.59e-33 
14757.77 6.51e-08 1.00e+00 1.29e-26 1.92e-31 1.85e-33 
15240.48 6.13e-08 1.00e+00 1.18e-26 4.05e-32 1.40e-33 
15646.99 6.82e-08 1.00e+00 1.03e-26 1.54e-33 1.12e-33 
15960.30 1.10e-07 1.00e+00 6.47e-27 6.48e-32 9.10e-34 
16187.41 9.14e-08 1.00e+00 9.40e-27 6.21e-31 9.98e-34 
16354.17 1.01e-07 1.00e+00 1.31e-26 5.67e-33 1.21e-33 
16484.18 8.71e-08 1.00e+00 1.65e-26 5.93e-32 1.61e-33 
16593.12 6.90e-08 1.00e+00 3.49e-26 2.69e-31 2.23e-33 
16691.99 5.26e-08 1.00e+00 5.68e-26 4.12e-33 2.98e-33 
16788.59 4.09e-08 1.00e+00 9.76e-26 5.35e-33 3.87e-33 
16888.37 3.73e-08 1.00e+00 1.21e-25 2.26e-29 5.06e-33 
16998.79 3.31e-08 1.00e+00 2.20e-25 1.18e-29 6.93e-33 
17146.37 2.96e-08 1.00e+00 2.97e-25 1.40e-32 1.02e-32 
17415.23 2.44e-08 1.00e+00 8.14e-25 2.46e-32 1.78e-32 
17888.12 8.33e-08 1.00e+00 5.89e-25 2.20e-28 4.84e-32 
18532.37 1.38e-08 1.00e+00 6.66e-24 6.74e-27 1.29e-31 
19260.76 1.01e-08 1.00e+00 1.64e-23 1.01e-25 2.59e-31 
20034.10 4.38e-08 1.00e+00 6.02e-24 4.08e-27 3.01e-31 
20838.00 4.95e-09 1.00e+00 2.45e-23 5.23e-25 2.05e-31 
21647.97 3.85e-09 1.00e+00 1.46e-23 5.90e-26 1.32e-31 
22447.94 2.82e-09 1.00e+00 1.44e-23 7.74e-26 1.28e-31 
23245.88 2.02e-09 1.00e+00 2.54e-23 5.94e-26 1.60e-31 
24052.47 7.11e-09 1.00e+00 8.71e-24 9.86e-27 2.21e-31 
24867.72 1.18e-09 1.00e+00 4.78e-23 3.23e-25 3.14e-31 
25698.86 5.68e-09 1.00e+00 1.25e-23 1.73e-26 4.57e-31 
26587.16 2.98e-09 1.00e+00 4.50e-23 1.02e-24 7.12e-31 
27637.54 2.51e-09 1.00e+00 9.57e-23 2.63e-24 1.25e-30 
28986.97 6.41e-10 1.00e+00 3.36e-22 6.66e-24 2.77e-30 
#TIME: 56.84 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 2.48e-08 1.00e+00 1.31e-20 1.81e-27 4.85e-31 
999.11 2.93e-08 1.00e+00 9.08e-21 7.73e-28 4.85e-31 
1267.34 3.02e-08 1.00e+00 1.31e-20 1.61e-27 4.80e-31 
1514.05 3.05e-08 1.00e+00 2.32e-20 8.59e-28 2.67e-31 
1808.80 3.15e-08 1.00e+00 2.09e-19 5.04e-28 1.84e-31 
1919.29 3.09e-08 1.00e+00 3.83e-19 1.79e-26 1.79e-31 
2160.92 2.86e-08 1.00e+00 1.22e-19 9.60e-28 1.82e-31 
2292.92 2.71e-08 1.00e+00 8.26e-20 2.44e-27 1.86e-31 
2432.98 2.70e-08 1.00e+00 1.10e-18 2.46e-26 1.81e-31 
2581.60 2.52e-08 1.00e+00 6.39e-19 1.28e-26 1.65e-31 
2739.29 2.54e-08 1.00e+00 5.74e-19 9.09e-27 1.42e-31 
2906.62 2.68e-08 1.00e+00 6.68e-20 3.59e-27 1.21e-31 
3084.17 2.64e-08 1.00e+00 1.46e-19 1.09e-27 1.01e-31 
3272.56 2.68e-08 1.00e+00 3.25e-20 2.18e-27 8.14e-32 
3472.46 2.69e-08 1.00e+00 5.52e-20 2.03e-27 6.09e-32 
3684.57 2.92e-08 1.00e+00 8.19e-21 2.04e-27 4.39e-32 
3909.64 3.03e-08 1.00e+00 1.32e-20 2.34e-27 3.40e-32 
4148.46 3.48e-08 1.00e+00 3.51e-21 1.55e-27 2.74e-32 
4401.86 4.39e-08 1.00e+00 2.14e-22 1.25e-28 2.33e-32 
4670.75 5.59e-08 1.00e+00 1.60e-22 5.17e-28 2.47e-32 
4956.05 6.24e-08 1.00e+00 1.54e-23 1.53e-28 3.40e-32 
5258.79 6.60e-08 1.00e+00 3.36e-23 3.38e-27 5.28e-32 
5580.02 7.78e-08 1.00e+00 2.10e-23 2.77e-27 7.94e-32 
5920.87 9.62e-08 1.00e+00 1.07e-23 7.61e-27 1.10e-31 
6282.54 1.18e-07 1.00e+00 1.30e-23 6.31e-27 1.35e-31 
6666.30 1.57e-07 1.00e+00 1.01e-23 7.63e-27 1.40e-31 
7073.50 2.17e-07 1.00e+00 7.30e-24 4.19e-27 1.33e-31 
7505.58 2.24e-07 1.00e+00 5.45e-24 3.08e-27 1.25e-31 
7964.05 2.32e-07 1.00e+00 3.94e-24 2.37e-27 1.13e-31 
8450.53 2.49e-07 1.00e+00 2.47e-24 7.86e-28 9.63e-32 
8966.72 2.62e-07 1.00e+00 1.50e-24 2.03e-28 8.21e-32 
9514.44 2.56e-07 1.00e+00 9.36e-25 5.87e-29 7.05e-32 
10095.62 2.58e-07 1.00e+00 5.71e-25 1.26e-29 5.94e-32 
10712.30 2.41e-07 1.00e+00 3.75e-25 1.79e-30 5.18e-32 
11366.65 2.21e-07 1.00e+00 2.69e-25 1.59e-30 4.82e-32 
12061.10 1.65e-07 1.00e+00 2.38e-25 1.91e-30 4.04e-32 
12793.43 1.35e-07 1.00e+00 8.01e-26 5.38e-31 1.76e-32 
13528.61 1.11e-07 1.00e+00 2.15e-26 1.74e-31 5.69e-33 
14194.74 8.73e-08 1.00e+00 1.16e-26 3.13e-32 2.75e-33 
14757.77 6.70e-08 1.00e+00 1.15e-26 2.72e-33 1.97e-33 
15240.48 6.40e-08 1.00e+00 1.22e-26 2.06e-33 1.49e-33 
15646.99 9.62e-08 1.00e+00 8.70e-27 1.33e-31 1.19e-33 
15960.30 1.21e-07 1.00e+00 7.44e-27 1.97e-32 9.68e-34 
16187.41 9.32e-08 1.00e+00 1.14e-26 1.47e-33 1.06e-33 
16354.17 1.08e-07 1.00e+00 1.01e-26 3.13e-31 1.29e-33 
16484.18 7.25e-08 1.00e+00 2.49e-26 2.36e-33 1.71e-33 
16593.12 5.78e-08 1.00e+00 4.50e-26 3.27e-33 2.37e-33 
16691.99 5.88e-08 1.00e+00 4.37e-26 3.92e-31 3.17e-33 
16788.59 5.12e-08 1.00e+00 9.56e-26 8.18e-31 4.12e-33 
16888.37 4.55e-08 1.00e+00 1.26e-25 1.97e-28 5.38e-33 
16998.79 3.92e-08 1.00e+00 1.59e-25 1.34e-30 7.37e-33 
17146.37 4.20e-08 1.00e+00 2.62e-25 3.57e-29 1.08e-32 
17415.23 2.33e-08 1.00e+00 7.15e-25 1.73e-29 1.89e-32 
17888.12 1.72e-08 1.00e+00 2.42e-24 2.29e-27 5.14e-32 
18532.37 1.42e-08 1.00e+00 7.08e-24 1.16e-26 1.37e-31 
19260.76 1.05e-08 1.00e+00 1.82e-23 6.97e-26 2.76e-31 
20034.10 7.31e-09 1.00e+00 2.65e-23 1.88e-25 3.21e-31 
20838.00 5.19e-09 1.00e+00 1.69e-23 3.71e-26 2.18e-31 
21647.97 2.33e-08 1.00e+00 3.67e-24 4.07e-27 1.41e-31 
22447.94 2.96e-09 1.00e+00 1.76e-23 7.23e-26 1.36e-31 
23245.88 1.40e-08 1.00e+00 4.69e-24 3.53e-27 1.70e-31 
24052.47 7.15e-09 1.00e+00 1.06e-23 3.97e-26 2.35e-31 
24867.72 4.86e-09 1.00e+00 2.22e-23 1.45e-26 3.34e-31 
25698.86 8.13e-10 1.00e+00 8.53e-23 5.33e-26 4.86e-31 
26587.16 3.12e-09 1.00e+00 2.52e-23 8.51e-26 7.57e-31 
27637.54 3.19e-09 1.00e+00 9.26e-23 2.21e-24 1.62e-27 
28986.97 1.95e-09 1.00e+00 1.93e-22 8.56e-25 2.94e-30 
#TIME: 58.02 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.75e-08 1.00e+00 5.14e-21 4.59e-27 5.16e-31 
999.11 3.89e-08 1.00e+00 2.80e-21 2.22e-27 5.16e-31 
1267.34 3.97e-08 1.00e+00 2.42e-21 1.02e-27 5.11e-31 
1514.05 3.75e-08 1.00e+00 6.10e-21 1.10e-27 2.84e-31 
1808.80 3.74e-08 1.00e+00 1.17e-20 3.10e-28 1.96e-31 
1919.29 3.47e-08 1.00e+00 2.28e-20 3.96e-28 1.91e-31 
2160.92 3.57e-08 1.00e+00 2.87e-20 1.82e-27 1.94e-31 
2292.92 3.32e-08 1.00e+00 1.42e-19 1.79e-26 1.98e-31 
2432.98 3.02e-08 1.00e+00 6.27e-20 1.00e-27 1.92e-31 
2581.60 3.07e-08 1.00e+00 3.62e-20 7.05e-28 1.75e-31 
2739.29 3.03e-08 1.00e+00 1.51e-19 3.55e-27 1.52e-31 
2906.62 3.16e-08 1.00e+00 1.60e-19 2.67e-26 1.28e-31 
3084.17 3.14e-08 1.00e+00 3.69e-20 2.55e-27 1.07e-31 
3272.56 3.14e-08 1.00e+00 2.30e-20 5.90e-27 8.66e-32 
3472.46 3.22e-08 1.00e+00 5.51e-21 6.38e-28 6.48e-32 
3684.57 3.60e-08 1.00e+00 4.51e-21 3.03e-27 4.67e-32 
3909.64 3.83e-08 1.00e+00 2.64e-21 8.10e-28 3.61e-32 
4148.46 4.18e-08 1.00e+00 1.16e-21 1.16e-27 2.91e-32 
4401.86 5.38e-08 1.00e+00 1.67e-22 1.88e-27 2.48e-32 
4670.75 6.91e-08 1.00e+00 5.32e-23 8.39e-28 2.63e-32 
4956.05 7.63e-08 1.00e+00 2.52e-23 4.63e-27 3.62e-32 
5258.79 8.35e-08 1.00e+00 1.09e-23 1.45e-27 5.61e-32 
5580.02 9.91e-08 1.00e+00 8.30e-24 2.57e-27 8.44e-32 
5920.87 1.20e-07 1.00e+00 1.14e-23 1.09e-26 1.17e-31 
6282.54 1.53e-07 1.00e+00 1.16e-23 7.92e-27 1.43e-31 
6666.30 1.98e-07 1.00e+00 9.99e-24 7.21e-27 1.49e-31 
7073.50 2.21e-07 1.00e+00 7.45e-24 4.48e-27 1.42e-31 
7505.58 2.30e-07 1.00e+00 5.81e-24 2.88e-27 1.33e-31 
7964.05 2.37e-07 1.00e+00 4.17e-24 2.07e-27 1.20e-31 
8450.53 2.62e-07 1.00e+00 2.57e-24 9.86e-28 1.02e-31 
8966.72 2.53e-07 1.00e+00 1.73e-24 3.23e-28 8.73e-32 
9514.44 2.68e-07 1.00e+00 1.02e-24 8.57e-29 7.50e-32 
10095.62 2.47e-07 1.00e+00 6.93e-25 1.52e-29 6.32e-32 
10712.30 2.42e-07 1.00e+00 4.26e-25 1.51e-30 5.51e-32 
11366.65 2.47e-07 1.00e+00 2.70e-25 1.57e-30 5.12e-32 
12061.10 1.69e-07 1.00e+00 2.27e-25 1.86e-30 4.30e-32 
12793.43 1.60e-07 1.00e+00 7.73e-26 1.03e-30 1.87e-32 
13528.61 1.35e-07 1.00e+00 2.28e-26 1.99e-32 6.05e-33 
14194.74 1.21e-07 1.00e+00 1.00e-26 4.62e-32 2.93e-33 
14757.77 6.91e-08 1.00e+00 1.42e-26 1.90e-32 2.09e-33 
15240.48 9.17e-08 1.00e+00 9.64e-27 1.37e-31 1.58e-33 
15646.99 7.43e-08 1.00e+00 1.08e-26 3.76e-31 1.26e-33 
15960.30 1.22e-07 1.00e+00 7.72e-27 1.29e-32 1.03e-33 
16187.41 9.89e-08 1.00e+00 9.17e-27 1.41e-31 1.13e-33 
16354.17 9.09e-08 1.00e+00 1.83e-26 1.05e-30 1.37e-33 
16484.18 7.69e-08 1.00e+00 2.30e-26 3.56e-31 1.82e-33 
16593.12 6.19e-08 1.00e+00 4.31e-26 3.48e-33 2.52e-33 
16691.99 5.14e-08 1.00e+00 6.02e-26 4.66e-33 3.37e-33 
16788.59 4.42e-08 1.00e+00 1.01e-25 6.05e-33 4.38e-33 
16888.37 3.95e-08 1.00e+00 1.45e-25 7.90e-33 5.72e-33 
16998.79 7.29e-08 1.00e+00 1.37e-25 4.52e-29 7.84e-33 
17146.37 3.37e-08 1.00e+00 3.47e-25 2.09e-28 1.15e-32 
17415.23 2.85e-08 1.00e+00 7.64e-25 5.84e-29 2.01e-32 
17888.12 2.75e-08 1.00e+00 2.02e-24 1.51e-29 5.47e-32 
18532.37 1.47e-08 1.00e+00 8.43e-24 1.65e-26 1.46e-31 
19260.76 1.09e-08 1.00e+00 1.89e-23 1.90e-26 2.93e-31 
20034.10 7.53e-09 1.00e+00 2.53e-23 1.76e-26 3.41e-31 
20838.00 5.31e-09 1.00e+00 2.31e-23 1.02e-25 2.32e-31 
21647.97 4.14e-09 1.00e+00 1.35e-23 3.12e-25 1.50e-31 
22447.94 3.04e-09 1.00e+00 1.48e-23 3.85e-26 1.45e-31 
23245.88 1.48e-08 1.00e+00 4.10e-24 6.39e-27 1.81e-31 
24052.47 1.08e-08 1.00e+00 1.10e-23 6.58e-26 2.50e-31 
24867.72 8.22e-09 1.00e+00 1.86e-23 6.91e-26 3.55e-31 
25698.86 5.58e-09 1.00e+00 2.60e-23 2.15e-26 5.17e-31 
26587.16 3.27e-09 1.00e+00 6.33e-23 2.41e-24 8.05e-31 
27637.54 2.48e-09 1.00e+00 1.31e-22 3.92e-24 1.42e-30 
28986.97 1.88e-09 1.00e+00 2.26e-22 5.11e-24 3.13e-30 
#TIME: 59.22 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 4.68e-08 1.00e+00 9.61e-22 1.35e-27 5.49e-31 
999.11 4.80e-08 1.00e+00 6.59e-22 1.38e-27 5.49e-31 
1267.34 4.75e-08 1.00e+00 1.05e-21 3.16e-27 5.43e-31 
1514.05 4.99e-08 1.00e+00 1.49e-21 1.18e-27 3.02e-31 
1808.80 4.85e-08 1.00e+00 1.56e-20 1.04e-26 2.08e-31 
1919.29 4.31e-08 1.00e+00 5.34e-21 1.33e-27 2.03e-31 
2160.92 4.12e-08 1.00e+00 1.16e-20 4.28e-27 2.06e-31 
2292.92 3.91e-08 1.00e+00 4.28e-20 3.48e-27 2.10e-31 
2432.98 3.70e-08 1.00e+00 1.34e-20 2.35e-27 2.05e-31 
2581.60 3.68e-08 1.00e+00 7.27e-20 3.16e-26 1.86e-31 
2739.29 3.62e-08 1.00e+00 1.96e-20 1.93e-27 1.61e-31 
2906.62 3.82e-08 1.00e+00 6.90e-20 5.70e-27 1.36e-31 
3084.17 3.79e-08 1.00e+00 8.09e-21 2.60e-27 1.14e-31 
3272.56 3.97e-08 1.00e+00 4.19e-21 2.15e-27 9.21e-32 
3472.46 3.97e-08 1.00e+00 4.12e-21 6.56e-27 6.89e-32 
3684.57 4.20e-08 1.00e+00 4.98e-21 7.57e-27 4.96e-32 
3909.64 4.56e-08 1.00e+00 1.22e-21 2.29e-27 3.84e-32 
4148.46 5.02e-08 1.00e+00 6.62e-22 2.38e-27 3.10e-32 
4401.86 6.55e-08 1.00e+00 8.06e-23 9.97e-28 2.64e-32 
4670.75 8.25e-08 1.00e+00 1.30e-23 5.91e-28 2.79e-32 
4956.05 9.11e-08 1.00e+00 5.92e-24 7.01e-28 3.85e-32 
5258.79 1.01e-07 1.00e+00 7.49e-24 3.26e-27 5.97e-32 
5580.02 1.21e-07 1.00e+00 9.38e-24 7.81e-27 8.97e-32 
5920.87 1.45e-07 1.00e+00 1.08e-23 9.59e-27 1.25e-31 
6282.54 1.87e-07 1.00e+00 1.12e-23 9.45e-27 1.53e-31 
6666.30 2.10e-07 1.00e+00 1.02e-23 7.29e-27 1.59e-31 
7073.50 2.23e-07 1.00e+00 8.05e-24 6.05e-27 1.51e-31 
7505.58 2.33e-07 1.00e+00 6.00e-24 4.02e-27 1.42e-31 
7964.05 2.40e-07 1.00e+00 4.50e-24 2.94e-27 1.28e-31 
8450.53 2.63e-07 1.00e+00 2.68e-24 1.29e-27 1.09e-31 
8966.72 2.66e-07 1.00e+00 1.83e-24 3.49e-28 9.28e-32 
9514.44 2.71e-07 1.00e+00 1.14e-24 1.23e-28 7.97e-32 
10095.62 2.76e-07 1.00e+00 6.89e-25 1.38e-29 6.72e-32 
10712.30 2.52e-07 1.00e+00 4.48e-25 3.99e-30 5.86e-32 
11366.65 2.59e-07 1.00e+00 2.91e-25 2.19e-30 5.45e-32 
12061.10 1.78e-07 1.00e+00 2.63e-25 1.10e-30 4.57e-32 
12793.43 1.44e-07 1.00e+00 8.89e-26 1.86e-31 1.99e-32 
13528.61 1.21e-07 1.00e+00 2.98e-26 6.08e-31 6.43e-33 
14194.74 9.41e-08 1.00e+00 1.44e-26 6.17e-32 3.11e-33 
14757.77 7.22e-08 1.00e+00 1.54e-26 1.39e-31 2.23e-33 
15240.48 7.18e-08 1.00e+00 1.32e-26 4.67e-32 1.68e-33 
15646.99 1.04e-07 1.00e+00 7.80e-27 7.61e-32 1.34e-33 
15960.30 9.96e-08 1.00e+00 9.42e-27 1.76e-32 1.09e-33 
16187.41 1.12e-07 1.00e+00 9.24e-27 1.66e-33 1.20e-33 
16354.17 1.13e-07 1.00e+00 1.22e-26 2.88e-31 1.46e-33 
16484.18 8.07e-08 1.00e+00 2.65e-26 3.63e-32 1.93e-33 
16593.12 7.66e-08 1.00e+00 3.64e-26 7.03e-31 2.68e-33 
16691.99 5.24e-08 1.00e+00 6.18e-26 4.95e-33 3.59e-33 
16788.59 5.46e-08 1.00e+00 8.11e-26 2.00e-30 4.66e-33 
16888.37 4.21e-08 1.00e+00 1.31e-25 4.17e-30 6.08e-33 
16998.79 4.21e-08 1.00e+00 2.22e-25 4.27e-28 8.34e-33 
17146.37 3.29e-08 1.00e+00 3.84e-25 2.35e-28 1.22e-32 
17415.23 2.58e-08 1.00e+00 7.45e-25 3.01e-28 2.14e-32 
17888.12 2.03e-08 1.00e+00 2.53e-24 8.56e-28 5.82e-32 
18532.37 1.53e-08 1.00e+00 9.70e-24 2.85e-26 1.55e-31 
19260.76 1.13e-08 1.00e+00 2.39e-23 1.23e-25 3.12e-31 
20034.10 7.80e-09 1.00e+00 2.85e-23 8.50e-26 3.62e-31 
20838.00 5.25e-09 1.00e+00 2.30e-23 5.25e-26 2.46e-31 
21647.97 4.13e-09 1.00e+00 1.50e-23 1.87e-26 1.59e-31 
22447.94 3.05e-09 1.00e+00 2.00e-23 5.35e-26 1.54e-31 
23245.88 2.17e-09 1.00e+00 2.66e-23 4.91e-25 1.93e-31 
24052.47 1.66e-09 1.00e+00 5.78e-23 1.63e-24 2.66e-31 
24867.72 8.57e-09 1.00e+00 1.81e-23 1.48e-25 3.77e-31 
25698.86 6.56e-09 1.00e+00 3.41e-23 6.63e-25 5.50e-31 
26587.16 4.83e-09 1.00e+00 6.71e-23 1.28e-24 8.56e-31 
27637.54 3.33e-09 1.00e+00 1.56e-22 4.59e-24 1.51e-30 
28986.97 1.94e-09 1.00e+00 2.52e-22 3.69e-24 3.33e-30 
#TIME: 60.44 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 5.72e-08 1.00e+00 5.12e-22 7.64e-27 5.83e-31 
999.11 6.09e-08 1.00e+00 2.42e-22 3.19e-27 5.83e-31 
