#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
2906.62 1.85e-26 4.70e-18 5.55e-10 3.06e-04 1.00e+00 
3084.17 1.48e-26 4.09e-18 5.12e-10 3.01e-04 1.00e+00 
3272.56 1.16e-26 3.66e-18 4.83e-10 3.00e-04 1.00e+00 
3472.46 1.02e-26 3.64e-18 4.92e-10 3.10e-04 1.00e+00 
3684.57 9.57e-27 3.90e-18 5.32e-10 3.31e-04 1.00e+00 
3909.64 8.01e-27 3.81e-18 5.43e-10 3.40e-04 1.00e+00 
4148.46 7.95e-27 4.08e-18 5.69e-10 3.41e-04 1.00e+00 
4401.86 1.42e-26 6.81e-18 8.50e-10 4.22e-04 1.00e+00 
4670.75 2.20e-26 1.04e-17 1.18e-09 5.03e-04 9.99e-01 
4956.05 2.34e-26 1.22e-17 1.38e-09 5.58e-04 9.99e-01 
5258.79 2.32e-26 1.33e-17 1.55e-09 6.07e-04 9.99e-01 
5580.02 3.42e-26 2.07e-17 2.20e-09 7.63e-04 9.99e-01 
5920.87 5.74e-26 3.62e-17 3.48e-09 1.00e-03 9.99e-01 
6282.54 9.55e-26 6.27e-17 5.50e-09 1.32e-03 9.99e-01 
6666.30 2.10e-25 1.40e-16 1.03e-08 1.88e-03 9.98e-01 
7073.50 5.60e-25 3.76e-16 2.22e-08 2.86e-03 9.97e-01 
7505.58 1.80e-24 1.25e-15 5.66e-08 4.80e-03 9.95e-01 
7964.05 8.68e-24 6.10e-15 1.90e-07 9.21e-03 9.91e-01 
8450.53 9.82e-23 6.49e-14 1.13e-06 2.46e-02 9.75e-01 
8966.72 1.52e-21 9.80e-13 9.07e-06 7.72e-02 9.23e-01 
9514.44 5.45e-20 3.45e-11 1.32e-04 3.09e-01 6.91e-01 
10095.62 3.46e-18 2.12e-09 2.27e-03 8.29e-01 1.69e-01 
10712.30 2.85e-16 1.67e-07 3.18e-02 9.60e-01 7.68e-03 
11366.65 3.46e-14 2.22e-05 4.67e-01 5.33e-01 4.81e-05 
12061.10 8.61e-13 6.17e-04 9.73e-01 2.62e-02 8.82e-09 
12793.43 1.66e-11 1.30e-02 9.87e-01 2.31e-04 1.37e-13 
13528.61 3.35e-10 2.91e-01 7.09e-01 9.04e-07 5.47e-19 
14194.74 1.07e-09 9.25e-01 7.52e-02 6.02e-10 4.55e-25 
14757.77 1.08e-09 9.93e-01 6.59e-03 1.23e-12 5.03e-30 
15240.48 1.31e-09 1.00e+00 4.97e-04 3.80e-15 6.54e-34 
15646.99 1.99e-09 1.00e+00 5.07e-05 1.34e-17 1.30e-36 
15960.30 3.54e-09 1.00e+00 5.06e-06 6.07e-20 1.06e-36 
16187.41 4.97e-09 1.00e+00 7.97e-07 7.24e-22 1.16e-36 
16354.17 5.70e-09 1.00e+00 2.16e-07 3.45e-23 1.41e-36 
16484.18 5.88e-09 1.00e+00 7.11e-08 1.74e-24 1.87e-36 
16593.12 5.70e-09 1.00e+00 3.88e-08 2.77e-25 2.60e-36 
16691.99 5.52e-09 1.00e+00 1.87e-08 6.68e-26 3.47e-36 
16788.59 5.62e-09 1.00e+00 6.18e-09 5.47e-27 4.51e-36 
16888.37 5.59e-09 1.00e+00 4.01e-09 1.05e-27 5.89e-36 
16998.79 5.73e-09 1.00e+00 1.59e-09 6.41e-29 8.07e-36 
17146.37 5.87e-09 1.00e+00 7.16e-10 2.25e-29 1.18e-35 
17415.23 6.34e-09 1.00e+00 1.15e-10 2.31e-30 2.07e-35 
17888.12 6.55e-09 1.00e+00 9.12e-12 6.44e-30 5.63e-35 
18532.37 7.84e-09 1.00e+00 3.74e-13 1.32e-29 1.50e-34 
19260.76 8.68e-09 1.00e+00 8.13e-15 4.12e-30 3.02e-34 
20034.10 7.30e-09 1.00e+00 5.40e-16 5.40e-30 3.51e-34 
20838.00 6.93e-09 1.00e+00 4.78e-17 4.31e-30 2.39e-34 
21647.97 6.27e-09 1.00e+00 4.52e-18 2.13e-30 1.54e-34 
22447.94 5.37e-09 1.00e+00 1.22e-18 1.17e-29 1.49e-34 
23245.88 5.45e-09 1.00e+00 2.55e-19 2.61e-29 1.87e-34 
24052.47 5.48e-09 1.00e+00 1.15e-21 3.76e-34 2.57e-34 
24867.72 6.18e-09 1.00e+00 3.32e-22 1.63e-30 3.65e-34 
25698.86 6.03e-09 1.00e+00 2.52e-23 7.69e-34 5.33e-34 
26587.16 6.60e-09 1.00e+00 2.04e-23 3.88e-29 8.29e-34 
27637.54 8.09e-09 1.00e+00 2.05e-25 2.08e-33 1.46e-33 
28986.97 7.98e-09 1.00e+00 4.19e-26 4.56e-33 3.22e-33 
#TIME: 5.98 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 1.35e-20 1.81e-12 1.25e-05 8.48e-02 9.15e-01 
999.11 1.31e-21 1.84e-13 2.14e-06 3.35e-02 9.67e-01 
1267.34 1.48e-22 2.09e-14 3.82e-07 1.30e-02 9.87e-01 
1514.05 3.53e-23 5.02e-15 1.24e-07 6.91e-03 9.93e-01 
1808.80 8.64e-24 1.30e-15 4.49e-08 4.05e-03 9.96e-01 
1919.29 2.25e-24 3.56e-16 1.58e-08 2.19e-03 9.98e-01 
2160.92 7.39e-25 1.23e-16 6.92e-09 1.34e-03 9.99e-01 
2292.92 2.97e-25 5.85e-17 3.97e-09 1.02e-03 9.99e-01 
2432.98 9.51e-26 2.20e-17 1.78e-09 6.39e-04 9.99e-01 
2581.60 5.41e-26 1.31e-17 1.20e-09 5.10e-04 9.99e-01 
2739.29 2.60e-26 6.56e-18 7.09e-10 3.41e-04 1.00e+00 
2906.62 2.17e-26 5.78e-18 6.57e-10 3.36e-04 1.00e+00 
3084.17 1.71e-26 5.00e-18 6.03e-10 3.30e-04 1.00e+00 
3272.56 1.35e-26 4.42e-18 5.68e-10 3.28e-04 1.00e+00 
3472.46 1.21e-26 4.41e-18 5.83e-10 3.41e-04 1.00e+00 
3684.57 1.18e-26 4.84e-18 6.45e-10 3.69e-04 1.00e+00 
3909.64 9.66e-27 4.64e-18 6.50e-10 3.77e-04 1.00e+00 
4148.46 9.82e-27 5.12e-18 6.97e-10 3.82e-04 1.00e+00 
4401.86 1.70e-26 8.47e-18 1.02e-09 4.65e-04 1.00e+00 
4670.75 2.75e-26 1.36e-17 1.46e-09 5.69e-04 9.99e-01 
4956.05 2.91e-26 1.56e-17 1.70e-09 6.29e-04 9.99e-01 
5258.79 2.84e-26 1.69e-17 1.88e-09 6.72e-04 9.99e-01 
5580.02 4.57e-26 2.85e-17 2.87e-09 8.96e-04 9.99e-01 
5920.87 7.30e-26 4.73e-17 4.41e-09 1.15e-03 9.99e-01 
6282.54 1.28e-25 8.71e-17 7.16e-09 1.53e-03 9.98e-01 
6666.30 2.76e-25 1.90e-16 1.33e-08 2.17e-03 9.98e-01 
7073.50 8.05e-25 5.56e-16 3.01e-08 3.40e-03 9.97e-01 
7505.58 2.54e-24 1.82e-15 7.58e-08 5.64e-03 9.94e-01 
7964.05 1.29e-23 9.31e-15 2.62e-07 1.10e-02 9.89e-01 
8450.53 1.50e-22 1.03e-13 1.66e-06 3.07e-02 9.69e-01 
8966.72 2.54e-21 1.66e-12 1.36e-05 9.66e-02 9.03e-01 
9514.44 8.77e-20 5.72e-11 1.93e-04 3.69e-01 6.31e-01 
10095.62 4.98e-18 3.18e-09 2.97e-03 8.67e-01 1.31e-01 
10712.30 4.26e-16 2.63e-07 4.19e-02 9.53e-01 5.13e-03 
11366.65 4.62e-14 3.10e-05 5.40e-01 4.60e-01 2.97e-05 
12061.10 9.98e-13 7.50e-04 9.80e-01 1.88e-02 4.13e-09 
12793.43 2.00e-11 1.63e-02 9.83e-01 3.59e-04 2.29e-13 
13528.61 3.78e-10 3.43e-01 6.57e-01 5.86e-07 2.49e-19 
14194.74 1.02e-09 9.30e-01 6.98e-02 4.27e-10 1.88e-25 
14757.77 1.06e-09 9.96e-01 3.97e-03 5.53e-13 1.10e-30 
15240.48 1.29e-09 1.00e+00 4.02e-04 2.07e-15 2.90e-35 
15646.99 1.94e-09 1.00e+00 4.28e-05 7.22e-18 1.38e-36 
15960.30 3.48e-09 1.00e+00 4.25e-06 2.98e-20 1.13e-36 
16187.41 4.99e-09 1.00e+00 6.14e-07 2.72e-22 1.24e-36 
16354.17 5.62e-09 1.00e+00 1.68e-07 1.50e-23 1.50e-36 
16484.18 5.57e-09 1.00e+00 7.95e-08 1.98e-24 1.99e-36 
16593.12 5.68e-09 1.00e+00 3.19e-08 1.64e-25 2.76e-36 
16691.99 5.05e-09 1.00e+00 2.21e-08 4.84e-26 3.69e-36 
16788.59 5.06e-09 1.00e+00 8.17e-09 5.90e-27 4.80e-36 
16888.37 5.01e-09 1.00e+00 4.16e-09 1.68e-27 6.26e-36 
16998.79 5.32e-09 1.00e+00 1.71e-09 1.61e-28 8.58e-36 
17146.37 5.22e-09 1.00e+00 7.38e-10 1.54e-29 1.26e-35 
17415.23 5.54e-09 1.00e+00 1.10e-10 2.01e-30 2.21e-35 
17888.12 6.24e-09 1.00e+00 9.99e-12 5.19e-30 5.99e-35 
18532.37 7.70e-09 1.00e+00 2.80e-13 4.62e-30 1.60e-34 
19260.76 8.83e-09 1.00e+00 2.76e-14 3.22e-29 3.21e-34 
20034.10 8.73e-09 1.00e+00 5.55e-16 3.82e-30 3.73e-34 
20838.00 6.30e-09 1.00e+00 1.76e-17 6.40e-31 2.54e-34 
21647.97 6.42e-09 1.00e+00 5.33e-18 5.23e-30 1.64e-34 
22447.94 6.21e-09 1.00e+00 6.05e-20 2.50e-33 1.59e-34 
23245.88 5.49e-09 1.00e+00 7.18e-21 2.92e-34 1.98e-34 
24052.47 5.90e-09 1.00e+00 1.27e-21 4.00e-34 2.74e-34 
24867.72 5.79e-09 1.00e+00 3.39e-22 5.69e-31 3.88e-34 
25698.86 6.18e-09 1.00e+00 1.85e-23 8.18e-34 5.66e-34 
26587.16 6.49e-09 1.00e+00 2.46e-24 1.27e-33 8.81e-34 
27637.54 5.48e-09 1.00e+00 3.78e-25 2.22e-33 1.55e-33 
28986.97 1.05e-08 1.00e+00 5.18e-24 3.26e-26 3.43e-33 
#TIME: 6.10 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 1.05e-20 1.55e-12 1.11e-05 8.13e-02 9.19e-01 
999.11 1.10e-21 1.64e-13 1.95e-06 3.18e-02 9.68e-01 
1267.34 1.37e-22 2.10e-14 3.77e-07 1.28e-02 9.87e-01 
1514.05 3.57e-23 5.34e-15 1.31e-07 7.19e-03 9.93e-01 
1808.80 9.06e-24 1.46e-15 4.91e-08 4.26e-03 9.96e-01 
1919.29 2.49e-24 4.15e-16 1.80e-08 2.36e-03 9.98e-01 
2160.92 8.44e-25 1.50e-16 8.12e-09 1.49e-03 9.99e-01 
2292.92 3.54e-25 7.03e-17 4.68e-09 1.13e-03 9.99e-01 
2432.98 1.27e-25 3.05e-17 2.36e-09 7.70e-04 9.99e-01 
2581.60 7.12e-26 1.80e-17 1.57e-09 6.02e-04 9.99e-01 
2739.29 3.87e-26 1.02e-17 1.00e-09 4.50e-04 1.00e+00 
2906.62 2.55e-26 6.80e-18 7.62e-10 3.63e-04 1.00e+00 
3084.17 2.02e-26 5.96e-18 7.05e-10 3.58e-04 1.00e+00 
3272.56 1.63e-26 5.48e-18 6.79e-10 3.61e-04 1.00e+00 
3472.46 1.42e-26 5.31e-18 6.85e-10 3.72e-04 1.00e+00 
3684.57 1.39e-26 5.89e-18 7.62e-10 4.03e-04 1.00e+00 
3909.64 1.16e-26 5.86e-18 7.84e-10 4.17e-04 1.00e+00 
4148.46 1.19e-26 6.43e-18 8.42e-10 4.25e-04 1.00e+00 
4401.86 2.09e-26 1.08e-17 1.25e-09 5.23e-04 9.99e-01 
4670.75 3.44e-26 1.74e-17 1.81e-09 6.43e-04 9.99e-01 
4956.05 3.58e-26 1.96e-17 2.07e-09 7.01e-04 9.99e-01 
5258.79 3.91e-26 2.40e-17 2.49e-09 8.16e-04 9.99e-01 
5580.02 5.95e-26 3.84e-17 3.69e-09 1.04e-03 9.99e-01 
5920.87 9.69e-26 6.51e-17 5.69e-09 1.34e-03 9.99e-01 
6282.54 1.71e-25 1.20e-16 9.31e-09 1.78e-03 9.98e-01 
6666.30 3.74e-25 2.67e-16 1.74e-08 2.52e-03 9.97e-01 
7073.50 1.10e-24 7.88e-16 4.04e-08 4.04e-03 9.96e-01 
7505.58 3.53e-24 2.62e-15 1.02e-07 6.65e-03 9.93e-01 
7964.05 1.94e-23 1.45e-14 3.76e-07 1.36e-02 9.86e-01 
8450.53 2.30e-22 1.63e-13 2.36e-06 3.72e-02 9.63e-01 
8966.72 4.07e-21 2.81e-12 2.08e-05 1.24e-01 8.76e-01 
9514.44 1.33e-19 9.24e-11 2.80e-04 4.38e-01 5.61e-01 
10095.62 7.25e-18 4.82e-09 3.87e-03 8.96e-01 9.98e-02 
10712.30 6.47e-16 4.17e-07 5.55e-02 9.41e-01 3.56e-03 
11366.65 5.92e-14 4.20e-05 6.07e-01 3.93e-01 1.08e-05 
12061.10 1.18e-12 9.20e-04 9.84e-01 1.46e-02 2.28e-09 
12793.43 2.36e-11 2.01e-02 9.80e-01 1.80e-04 7.66e-14 
13528.61 4.07e-10 3.84e-01 6.16e-01 3.88e-07 9.43e-20 
14194.74 1.00e-09 9.45e-01 5.46e-02 2.51e-10 8.38e-26 
14757.77 1.04e-09 9.97e-01 3.18e-03 3.31e-13 1.20e-30 
15240.48 1.22e-09 1.00e+00 3.56e-04 1.44e-15 1.84e-36 
15646.99 1.83e-09 1.00e+00 3.87e-05 6.40e-18 1.47e-36 
15960.30 3.35e-09 1.00e+00 3.67e-06 2.88e-20 1.20e-36 
16187.41 4.59e-09 1.00e+00 6.42e-07 4.85e-22 1.31e-36 
16354.17 5.66e-09 1.00e+00 1.46e-07 7.11e-24 1.59e-36 
16484.18 5.60e-09 1.00e+00 6.65e-08 4.71e-24 2.12e-36 
16593.12 5.54e-09 1.00e+00 2.42e-08 8.81e-26 2.94e-36 
16691.99 4.92e-09 1.00e+00 1.51e-08 2.87e-26 3.93e-36 
16788.59 5.07e-09 1.00e+00 6.07e-09 2.56e-27 5.10e-36 
16888.37 5.10e-09 1.00e+00 4.19e-09 7.39e-28 6.66e-36 
16998.79 5.39e-09 1.00e+00 1.93e-09 7.61e-29 9.13e-36 
17146.37 5.36e-09 1.00e+00 5.77e-10 6.76e-30 1.34e-35 
17415.23 5.39e-09 1.00e+00 1.62e-10 4.40e-30 2.35e-35 
17888.12 5.66e-09 1.00e+00 9.31e-12 5.09e-30 6.37e-35 
18532.37 7.01e-09 1.00e+00 3.46e-13 9.99e-30 1.70e-34 
19260.76 7.35e-09 1.00e+00 2.52e-14 1.30e-29 3.42e-34 
20034.10 7.44e-09 1.00e+00 3.91e-16 4.47e-30 3.97e-34 
20838.00 5.96e-09 1.00e+00 2.79e-17 5.16e-30 2.70e-34 
21647.97 9.38e-09 1.00e+00 9.70e-18 4.97e-30 1.74e-34 
22447.94 5.15e-09 1.00e+00 2.29e-19 3.07e-30 1.69e-34 
23245.88 7.23e-09 1.00e+00 1.83e-19 4.22e-30 2.11e-34 
24052.47 5.17e-09 1.00e+00 5.30e-21 4.67e-30 2.91e-34 
24867.72 5.55e-09 1.00e+00 1.86e-21 1.76e-29 4.13e-34 
25698.86 4.89e-09 1.00e+00 2.94e-23 8.70e-34 6.02e-34 
26587.16 5.47e-09 1.00e+00 1.39e-22 1.03e-27 9.37e-34 
27637.54 5.39e-09 1.00e+00 3.40e-25 2.36e-33 1.65e-33 
28986.97 4.77e-09 1.00e+00 7.62e-26 5.16e-33 3.64e-33 
#TIME: 6.23 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 9.16e-21 1.43e-12 1.05e-05 8.11e-02 9.19e-01 
999.11 9.36e-22 1.49e-13 1.81e-06 3.09e-02 9.69e-01 
1267.34 1.39e-22 2.17e-14 3.93e-07 1.32e-02 9.87e-01 
1514.05 3.54e-23 5.55e-15 1.35e-07 7.31e-03 9.93e-01 
1808.80 9.75e-24 1.65e-15 5.40e-08 4.50e-03 9.95e-01 
1919.29 2.97e-24 5.42e-16 2.20e-08 2.68e-03 9.97e-01 
2160.92 9.47e-25 1.75e-16 9.34e-09 1.63e-03 9.98e-01 
2292.92 4.02e-25 8.47e-17 5.40e-09 1.21e-03 9.99e-01 
2432.98 1.70e-25 4.05e-17 3.04e-09 8.94e-04 9.99e-01 
2581.60 9.22e-26 2.45e-17 2.03e-09 7.08e-04 9.99e-01 
2739.29 5.29e-26 1.46e-17 1.35e-09 5.46e-04 9.99e-01 
2906.62 2.90e-26 8.15e-18 8.81e-10 3.91e-04 1.00e+00 
3084.17 2.34e-26 7.24e-18 8.26e-10 3.89e-04 1.00e+00 
3272.56 1.96e-26 6.86e-18 8.15e-10 3.98e-04 1.00e+00 
3472.46 1.69e-26 6.63e-18 8.18e-10 4.09e-04 1.00e+00 
3684.57 1.64e-26 7.23e-18 9.04e-10 4.42e-04 1.00e+00 
3909.64 1.33e-26 6.71e-18 8.91e-10 4.39e-04 1.00e+00 
4148.46 1.48e-26 8.31e-18 1.04e-09 4.78e-04 1.00e+00 
4401.86 2.63e-26 1.40e-17 1.54e-09 5.91e-04 9.99e-01 
4670.75 4.14e-26 2.14e-17 2.17e-09 7.09e-04 9.99e-01 
4956.05 4.85e-26 2.77e-17 2.71e-09 8.40e-04 9.99e-01 
5258.79 5.20e-26 3.31e-17 3.23e-09 9.53e-04 9.99e-01 
5580.02 7.65e-26 5.08e-17 4.68e-09 1.19e-03 9.99e-01 
5920.87 1.29e-25 8.96e-17 7.37e-09 1.56e-03 9.98e-01 
6282.54 2.23e-25 1.62e-16 1.20e-08 2.05e-03 9.98e-01 
6666.30 5.24e-25 3.85e-16 2.32e-08 2.97e-03 9.97e-01 
7073.50 1.51e-24 1.11e-15 5.25e-08 4.62e-03 9.95e-01 
7505.58 4.88e-24 3.74e-15 1.35e-07 7.74e-03 9.92e-01 
7964.05 2.87e-23 2.22e-14 5.22e-07 1.62e-02 9.84e-01 
8450.53 3.81e-22 2.77e-13 3.56e-06 4.71e-02 9.53e-01 
8966.72 6.33e-21 4.54e-12 3.01e-05 1.49e-01 8.51e-01 
9514.44 2.04e-19 1.46e-10 3.89e-04 4.99e-01 5.01e-01 
10095.62 1.05e-17 7.28e-09 5.05e-03 9.21e-01 7.42e-02 
10712.30 9.59e-16 6.50e-07 7.25e-02 9.25e-01 2.25e-03 
11366.65 7.83e-14 5.80e-05 6.81e-01 3.19e-01 1.19e-05 
12061.10 1.38e-12 1.12e-03 9.89e-01 1.04e-02 1.01e-09 
12793.43 2.81e-11 2.48e-02 9.75e-01 7.96e-05 1.07e-14 
13528.61 4.43e-10 4.28e-01 5.72e-01 2.55e-07 3.35e-20 
14194.74 9.90e-10 9.60e-01 4.02e-02 1.24e-10 1.81e-26 
14757.77 1.00e-09 9.96e-01 3.68e-03 2.83e-13 2.32e-31 
15240.48 1.23e-09 1.00e+00 2.72e-04 7.62e-16 1.96e-36 
15646.99 1.84e-09 1.00e+00 3.13e-05 3.34e-18 1.56e-36 
15960.30 3.25e-09 1.00e+00 3.20e-06 1.58e-20 1.27e-36 
16187.41 4.35e-09 1.00e+00 6.34e-07 2.54e-22 1.40e-36 
16354.17 5.39e-09 1.00e+00 1.46e-07 6.79e-24 1.70e-36 
16484.18 5.15e-09 1.00e+00 5.61e-08 9.23e-25 2.25e-36 
16593.12 5.09e-09 1.00e+00 2.44e-08 1.01e-25 3.12e-36 
16691.99 4.83e-09 1.00e+00 1.53e-08 2.21e-26 4.18e-36 
16788.59 4.94e-09 1.00e+00 6.31e-09 9.97e-27 5.42e-36 
16888.37 4.45e-09 1.00e+00 3.26e-09 4.66e-28 7.08e-36 
16998.79 4.70e-09 1.00e+00 2.15e-09 6.45e-29 9.70e-36 
17146.37 4.63e-09 1.00e+00 8.04e-10 1.12e-29 1.42e-35 
17415.23 5.03e-09 1.00e+00 1.04e-10 1.75e-30 2.49e-35 
17888.12 5.25e-09 1.00e+00 1.17e-11 6.89e-30 6.77e-35 
18532.37 6.45e-09 1.00e+00 3.56e-13 9.29e-30 1.81e-34 
19260.76 7.45e-09 1.00e+00 1.45e-14 5.77e-30 3.63e-34 
20034.10 6.28e-09 1.00e+00 1.55e-15 3.16e-29 4.22e-34 
20838.00 9.29e-09 1.00e+00 1.46e-16 4.08e-29 2.87e-34 
21647.97 5.19e-09 1.00e+00 2.79e-18 4.56e-31 1.85e-34 
22447.94 4.97e-09 1.00e+00 2.12e-18 7.07e-30 1.79e-34 
23245.88 4.59e-09 1.00e+00 1.52e-19 3.78e-30 2.24e-34 
24052.47 4.95e-09 1.00e+00 1.26e-21 4.53e-34 3.10e-34 
24867.72 4.87e-09 1.00e+00 3.67e-22 6.38e-34 4.39e-34 
25698.86 5.36e-09 1.00e+00 4.66e-23 9.26e-34 6.40e-34 
26587.16 5.23e-09 1.00e+00 3.19e-24 1.43e-33 9.96e-34 
27637.54 4.85e-09 1.00e+00 5.16e-25 2.51e-33 1.76e-33 
28986.97 4.25e-09 1.00e+00 1.28e-25 5.49e-33 3.87e-33 
#TIME: 6.36 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 8.03e-21 1.31e-12 9.80e-06 7.77e-02 9.22e-01 
999.11 8.50e-22 1.43e-13 1.74e-06 3.03e-02 9.70e-01 
1267.34 1.34e-22 2.30e-14 4.02e-07 1.32e-02 9.87e-01 
1514.05 3.48e-23 5.84e-15 1.41e-07 7.48e-03 9.93e-01 
1808.80 1.02e-23 1.84e-15 5.88e-08 4.72e-03 9.95e-01 
1919.29 3.74e-24 6.78e-16 2.69e-08 3.04e-03 9.97e-01 
2160.92 1.06e-24 2.16e-16 1.10e-08 1.80e-03 9.98e-01 
2292.92 4.78e-25 1.03e-16 6.35e-09 1.33e-03 9.99e-01 
2432.98 2.06e-25 5.09e-17 3.70e-09 1.00e-03 9.99e-01 
2581.60 1.20e-25 3.18e-17 2.58e-09 8.20e-04 9.99e-01 
2739.29 6.99e-26 2.01e-17 1.77e-09 6.47e-04 9.99e-01 
2906.62 4.11e-26 1.23e-17 1.21e-09 5.03e-04 9.99e-01 
3084.17 2.76e-26 8.96e-18 9.81e-10 4.27e-04 1.00e+00 
3272.56 2.33e-26 8.35e-18 9.64e-10 4.36e-04 1.00e+00 
3472.46 2.06e-26 8.39e-18 9.93e-10 4.55e-04 1.00e+00 
3684.57 1.96e-26 9.01e-18 1.08e-09 4.89e-04 1.00e+00 
3909.64 1.60e-26 8.65e-18 1.07e-09 4.81e-04 1.00e+00 
4148.46 1.88e-26 1.09e-17 1.29e-09 5.43e-04 9.99e-01 
4401.86 3.25e-26 1.77e-17 1.89e-09 6.62e-04 9.99e-01 
4670.75 5.06e-26 2.72e-17 2.63e-09 7.87e-04 9.99e-01 
4956.05 6.47e-26 3.83e-17 3.52e-09 9.84e-04 9.99e-01 
5258.79 6.70e-26 4.38e-17 4.13e-09 1.10e-03 9.99e-01 
5580.02 1.03e-25 7.08e-17 6.09e-09 1.39e-03 9.99e-01 
5920.87 1.71e-25 1.23e-16 9.55e-09 1.81e-03 9.98e-01 
6282.54 3.07e-25 2.30e-16 1.57e-08 2.40e-03 9.98e-01 
6666.30 7.20e-25 5.46e-16 3.09e-08 3.50e-03 9.96e-01 
7073.50 2.16e-24 1.64e-15 7.10e-08 5.48e-03 9.95e-01 
7505.58 7.06e-24 5.57e-15 1.83e-07 9.15e-03 9.91e-01 
7964.05 4.63e-23 3.63e-14 7.66e-07 2.02e-02 9.80e-01 
8450.53 6.10e-22 4.64e-13 5.43e-06 6.03e-02 9.40e-01 
8966.72 1.05e-20 7.75e-12 4.54e-05 1.86e-01 8.14e-01 
9514.44 3.22e-19 2.39e-10 5.56e-04 5.75e-01 4.25e-01 
10095.62 1.49e-17 1.08e-08 6.48e-03 9.37e-01 5.67e-02 
10712.30 1.41e-15 9.97e-07 9.37e-02 9.05e-01 1.42e-03 
11366.65 9.60e-14 7.52e-05 7.41e-01 2.59e-01 2.65e-06 
12061.10 1.64e-12 1.38e-03 9.90e-01 8.20e-03 5.22e-10 
12793.43 3.29e-11 3.03e-02 9.70e-01 5.62e-05 4.77e-15 
13528.61 5.00e-10 4.98e-01 5.02e-01 1.58e-07 1.45e-20 
14194.74 9.71e-10 9.66e-01 3.38e-02 7.50e-11 7.33e-27 
14757.77 9.65e-10 9.98e-01 2.36e-03 1.43e-13 9.48e-32 
15240.48 1.18e-09 1.00e+00 2.48e-04 5.33e-16 2.41e-36 
15646.99 1.77e-09 1.00e+00 2.53e-05 1.87e-18 1.66e-36 
15960.30 3.17e-09 1.00e+00 2.93e-06 1.57e-20 1.35e-36 
16187.41 4.45e-09 1.00e+00 4.23e-07 1.20e-22 1.49e-36 
16354.17 5.22e-09 1.00e+00 1.24e-07 4.96e-24 1.80e-36 
16484.18 5.12e-09 1.00e+00 4.96e-08 4.71e-25 2.39e-36 
16593.12 4.73e-09 1.00e+00 3.02e-08 7.40e-26 3.32e-36 
16691.99 4.56e-09 1.00e+00 1.14e-08 1.27e-26 4.44e-36 
16788.59 4.69e-09 1.00e+00 5.07e-09 2.26e-27 5.77e-36 
16888.37 4.85e-09 1.00e+00 2.11e-09 2.21e-28 7.53e-36 
16998.79 4.72e-09 1.00e+00 1.66e-09 7.04e-29 1.03e-35 
17146.37 4.89e-09 1.00e+00 4.75e-10 2.54e-30 1.51e-35 
17415.23 5.04e-09 1.00e+00 1.29e-10 3.74e-30 2.65e-35 
17888.12 5.23e-09 1.00e+00 8.03e-12 4.16e-30 7.20e-35 
18532.37 6.25e-09 1.00e+00 4.11e-13 1.32e-29 1.92e-34 
19260.76 7.39e-09 1.00e+00 3.88e-14 2.50e-29 3.86e-34 
20034.10 6.32e-09 1.00e+00 6.15e-16 2.99e-30 4.49e-34 
20838.00 5.19e-09 1.00e+00 4.57e-17 1.36e-30 3.05e-34 
21647.97 4.87e-09 1.00e+00 1.30e-17 3.05e-29 1.97e-34 
22447.94 4.62e-09 1.00e+00 6.21e-19 6.20e-31 1.91e-34 
23245.88 4.21e-09 1.00e+00 4.03e-20 1.84e-31 2.39e-34 
24052.47 4.22e-09 1.00e+00 1.88e-20 4.76e-29 3.29e-34 
24867.72 4.56e-09 1.00e+00 1.04e-21 3.51e-30 4.67e-34 
