#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
3.4986e+03 8.0385e-23 3.0009e-14 3.1288e-07 1.3634e-02 9.8145e-01 4.9188e-03
3.7182e+03 1.3212e-20 3.9015e-12 1.2380e-05 1.0497e-01 8.9472e-01 2.9648e-04
3.9517e+03 7.9995e-18 1.9386e-09 1.0621e-03 7.5552e-01 2.4342e-01 1.1736e-06
4.1999e+03 5.5997e-16 1.8326e-07 1.8569e-02 9.7298e-01 8.4464e-03 3.1912e-10
4.4636e+03 1.4375e-14 5.4880e-06 1.3725e-01 8.6233e-01 4.1076e-04 3.1941e-13
4.7438e+03 1.3614e-13 5.2715e-05 4.4257e-01 5.5735e-01 3.0543e-05 1.3478e-15
5.0416e+03 8.8564e-13 3.3020e-04 8.2243e-01 1.7724e-01 9.2116e-07 1.8028e-18
5.3582e+03 4.3292e-12 1.5313e-03 9.6978e-01 2.8686e-02 1.0584e-08 6.2295e-22
5.6947e+03 2.0039e-11 6.8788e-03 9.8975e-01 3.3664e-03 6.9085e-11 8.6800e-26
6.0522e+03 9.8383e-11 3.3250e-02 9.6644e-01 3.1544e-04 2.8148e-13 5.3457e-30
6.4323e+03 4.6044e-10 1.6067e-01 8.3930e-01 2.1611e-05 6.3497e-16 1.2198e-34
6.8362e+03 1.5951e-09 5.5633e-01 4.4367e-01 7.1835e-07 5.1873e-19 6.7841e-40
7.2654e+03 2.8371e-09 9.0616e-01 9.3835e-02 7.8219e-09 1.0935e-22 1.4013e-45
7.7216e+03 3.4810e-09 9.8897e-01 1.1033e-02 3.6317e-11 6.9499e-27 0.0000e+00
8.2065e+03 3.9344e-09 9.9903e-01 9.6504e-04 9.0129e-14 1.5099e-31 0.0000e+00
8.7177e+03 4.2295e-09 9.9993e-01 6.5110e-05 1.1588e-16 9.7854e-37 0.0000e+00
9.2147e+03 5.1497e-09 1.0000e+00 2.5040e-06 3.8778e-20 5.9695e-43 0.0000e+00
9.6291e+03 6.6372e-09 1.0000e+00 9.5938e-08 1.3023e-23 0.0000e+00 0.0000e+00
9.9539e+03 8.1120e-09 1.0000e+00 4.3060e-09 6.2306e-27 0.0000e+00 0.0000e+00
1.0246e+04 9.2434e-09 1.0000e+00 1.9047e-10 2.7375e-30 0.0000e+00 0.0000e+00
1.0542e+04 1.1603e-08 1.0000e+00 5.6365e-12 4.5523e-34 0.0000e+00 0.0000e+00
1.0840e+04 1.7770e-08 1.0000e+00 9.8398e-14 2.1976e-38 0.0000e+00 0.0000e+00
1.1119e+04 2.4383e-08 1.0000e+00 2.3116e-15 2.0879e-42 0.0000e+00 0.0000e+00
1.1356e+04 3.2907e-08 1.0000e+00 8.0063e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.0698e-08 1.0000e+00 4.8259e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 7.6573e-08 1.0000e+00 4.1233e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0504e-07 1.0000e+00 4.9818e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.3038e-07 1.0000e+00 8.4266e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.5188e-07 1.0000e+00 1.3201e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.4256e-07 1.0000e+00 3.2331e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.3595e-07 1.0000e+00 9.4225e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.4411e-07 1.0000e+00 1.1346e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.4356e-07 1.0000e+00 1.0949e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.4166e-07 1.0000e+00 1.2217e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.3679e-07 1.0000e+00 1.9151e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.3202e-07 1.0000e+00 3.0301e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.2519e-07 1.0000e+00 5.7698e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.1624e-07 1.0000e+00 1.7778e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.1750e-07 1.0000e+00 3.6950e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.1087e-07 1.0000e+00 7.9232e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.3979e-08 1.0000e+00 2.9036e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 8.5016e-08 1.0000e+00 9.3380e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 7.8488e-08 1.0000e+00 2.5979e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 6.3603e-08 1.0000e+00 1.1095e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 5.3649e-08 1.0000e+00 1.9908e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.2794e-08 1.0000e+00 4.5646e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 3.6136e-08 1.0000e+00 3.3688e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.7690e-08 1.0000e+00 2.4631e-36 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.5213e-08 1.0000e+00 2.2573e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 7.2010e-09 1.0000e+00 3.7400e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.0750e-09 1.0000e+00 5.4008e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.1089e-09 1.0000e+00 1.3443e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.6980e-09 1.0000e+00 9.3824e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.6991e-09 1.0000e+00 6.7963e-43 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.2389e-09 1.0000e+00 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.3142e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.5958e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.3382e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.3782e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 5.9743e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 5.0725e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 6.1271e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 6.7646e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.2109e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.4349e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.8948e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.4106e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.6789e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.1407e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 8.9019e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 6.6230e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.7597e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.6546e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.3345e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 5.0696e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 4.6367e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.8611e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 4.3288e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.8076e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.6694e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.4962e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.4907e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.0706e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 3.5983e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.6692e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.2082e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 4.8986e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.9089e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 4.7210e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.9936e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 9.4892
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.2577e+02 5.4826e-18 6.7824e-08 2.0455e-02 9.7739e-01 2.1554e-03 4.1268e-12
8.5779e+02 2.5583e-13 4.0891e-05 3.4389e-01 6.5598e-01 8.4976e-05 1.5630e-14
8.7843e+02 1.2567e-13 2.0677e-05 2.4416e-01 7.5564e-01 1.8562e-04 7.8876e-14
9.1772e+02 5.2384e-14 8.8827e-06 1.5543e-01 8.4413e-01 4.3677e-04 4.9224e-13
9.7304e+02 1.8215e-14 3.1806e-06 8.7564e-02 9.1131e-01 1.1185e-03 3.9085e-12
1.0350e+03 5.9494e-15 1.0601e-06 4.6547e-02 9.5059e-01 2.8665e-03 3.2597e-11
1.1000e+03 1.8288e-15 3.2993e-07 2.3501e-02 9.6902e-01 7.4828e-03 2.9284e-10
1.1690e+03 5.2055e-16 9.4878e-08 1.1228e-02 9.6865e-01 2.0119e-02 2.8885e-09
1.2425e+03 1.4240e-16 2.6182e-08 5.1748e-03 9.4160e-01 5.3228e-02 2.8447e-08
1.3205e+03 3.8259e-17 6.9877e-09 2.2793e-03 8.6562e-01 1.3210e-01 2.6088e-07
1.4033e+03 8.5535e-18 1.5639e-09 8.5989e-04 7.0039e-01 2.9874e-01 2.2726e-06
1.4915e+03 1.5036e-18 2.8147e-10 2.6252e-04 4.5811e-01 5.4161e-01 1.5565e-05
1.5852e+03 1.9195e-19 3.7772e-11 6.0905e-05 2.3138e-01 7.6848e-01 8.4099e-05
1.6847e+03 1.7215e-20 3.6087e-12 1.0459e-05 9.1097e-02 9.0848e-01 4.1078e-04
1.7904e+03 1.1958e-21 2.6874e-13 1.4474e-06 3.0310e-02 9.6773e-01 1.9592e-03
1.9028e+03 7.9760e-23 1.9148e-14 1.9074e-07 9.5873e-03 9.8150e-01 8.9129e-03
2.0223e+03 6.8794e-24 1.7378e-15 2.9862e-08 3.2897e-03 9.6283e-01 3.3884e-02
2.1493e+03 7.9470e-25 2.1476e-16 5.8941e-09 1.2657e-03 9.0001e-01 9.8725e-02
2.2843e+03 1.2319e-25 3.5678e-17 1.4391e-09 5.3381e-04 7.8320e-01 2.1627e-01
2.4277e+03 2.7528e-26 8.5288e-18 4.6044e-10 2.5723e-04 6.4670e-01 3.5304e-01
2.5802e+03 1.0477e-26 3.4310e-18 2.2188e-10 1.5883e-04 5.5058e-01 4.4926e-01
2.7422e+03 9.8613e-27 3.3474e-18 2.2066e-10 1.5956e-04 5.5321e-01 4.4663e-01
2.9144e+03 2.8657e-26 9.8444e-18 5.3983e-10 2.9241e-04 6.7748e-01 3.2222e-01
3.0973e+03 2.4731e-25 8.5574e-17 3.1015e-09 8.9335e-04 8.6682e-01 1.3228e-01
3.2918e+03 3.8264e-24 1.4603e-15 2.9993e-08 3.5232e-03 9.6876e-01 2.7721e-02
3.4986e+03 1.4063e-22 5.4776e-14 5.0582e-07 1.8070e-02 9.7859e-01 3.3386e-03
3.7182e+03 2.0262e-20 6.2452e-12 1.7965e-05 1.2934e-01 8.7043e-01 2.0897e-04
3.9517e+03 1.0633e-17 2.7069e-09 1.3369e-03 7.9870e-01 1.9997e-01 6.8179e-07
4.1999e+03 7.2666e-16 2.4941e-07 2.2484e-02 9.7112e-01 6.3958e-03 1.6535e-10
4.4636e+03 1.6755e-14 6.7510e-06 1.5548e-01 8.4419e-01 3.2450e-04 1.8670e-13
4.7438e+03 1.4704e-13 6.0100e-05 4.7263e-01 5.2728e-01 2.4109e-05 8.2207e-16
5.0416e+03 9.2351e-13 3.6247e-04 8.4044e-01 1.5920e-01 6.8378e-07 1.0212e-18
5.3582e+03 4.4455e-12 1.6551e-03 9.7314e-01 2.5201e-02 7.6448e-09 3.4071e-22
5.6947e+03 2.1842e-11 7.8793e-03 9.8943e-01 2.6916e-03 4.0262e-11 3.2595e-26
6.0522e+03 1.1615e-10 4.1262e-02 9.5852e-01 2.1980e-04 1.2016e-13 1.1630e-30
6.4323e+03 5.5880e-10 2.0480e-01 7.9518e-01 1.2929e-05 2.0182e-16 1.6283e-35
6.8362e+03 1.7801e-09 6.4088e-01 3.5912e-01 3.4059e-07 1.1884e-19 5.7633e-41
7.2654e+03 2.8462e-09 9.3290e-01 6.7096e-02 3.2276e-09 2.1411e-23 0.0000e+00
7.7216e+03 3.4059e-09 9.9238e-01 7.6238e-03 1.4291e-11 1.2748e-27 0.0000e+00
8.2065e+03 3.8198e-09 9.9931e-01 6.8555e-04 3.8039e-14 3.1372e-32 0.0000e+00
8.7177e+03 4.1308e-09 9.9996e-01 4.3419e-05 4.1882e-17 1.5413e-37 0.0000e+00
9.2147e+03 5.1162e-09 1.0000e+00 1.5502e-06 1.1723e-20 6.8664e-44 0.0000e+00
9.6291e+03 6.6181e-09 1.0000e+00 5.8704e-08 3.8216e-24 0.0000e+00 0.0000e+00
9.9539e+03 8.1298e-09 1.0000e+00 2.3613e-09 1.3905e-27 0.0000e+00 0.0000e+00
1.0246e+04 9.3086e-09 1.0000e+00 9.4108e-11 4.7049e-31 0.0000e+00 0.0000e+00
1.0542e+04 1.2080e-08 1.0000e+00 2.3283e-12 5.0630e-35 0.0000e+00 0.0000e+00
1.0840e+04 1.8324e-08 1.0000e+00 4.0802e-14 2.4477e-39 0.0000e+00 0.0000e+00
1.1119e+04 2.4577e-08 1.0000e+00 1.0365e-15 2.7886e-43 0.0000e+00 0.0000e+00
1.1356e+04 3.3016e-08 1.0000e+00 4.4505e-17 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.2056e-08 1.0000e+00 2.5139e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 7.8241e-08 1.0000e+00 2.3825e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0608e-07 1.0000e+00 3.1912e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.3303e-07 1.0000e+00 5.0292e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.5223e-07 1.0000e+00 8.9537e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.4424e-07 1.0000e+00 2.0463e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.4043e-07 1.0000e+00 5.1233e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.4199e-07 1.0000e+00 8.7072e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.3961e-07 1.0000e+00 9.2526e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.4053e-07 1.0000e+00 8.9577e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.3837e-07 1.0000e+00 1.2283e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.3623e-07 1.0000e+00 1.6984e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.2384e-07 1.0000e+00 4.3418e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.1714e-07 1.0000e+00 1.1774e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.1233e-07 1.0000e+00 3.5203e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0541e-07 1.0000e+00 7.8442e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.3589e-08 1.0000e+00 2.0856e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 8.1025e-08 1.0000e+00 9.0921e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 7.4479e-08 1.0000e+00 2.6086e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 6.1481e-08 1.0000e+00 9.7855e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.8873e-08 1.0000e+00 2.6767e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 4.2006e-08 1.0000e+00 3.6039e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 3.8713e-08 1.0000e+00 1.4229e-34 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.8428e-08 1.0000e+00 1.4132e-36 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.4411e-08 1.0000e+00 2.2980e-38 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 7.0191e-09 1.0000e+00 3.0953e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.3009e-09 1.0000e+00 2.0771e-39 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.1869e-09 1.0000e+00 6.7342e-40 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.7192e-09 1.0000e+00 5.7903e-41 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.4008e-09 1.0000e+00 1.9030e-42 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.1816e-09 1.0000e+00 8.1275e-44 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8379e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.1118e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 6.1754e-10 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 6.3778e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.3740e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 6.3967e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 5.4616e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.0179e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.3653e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.8095e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 7.0435e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.6040e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.5605e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 8.2092e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.1859e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.2516e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 4.7295e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.3803e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.3074e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.6949e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.2680e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.8523e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0757e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 3.5220e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 3.6866e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.5883e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.7327e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.4355e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.4005e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.6672e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.7200e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.0391e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.1460e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.0991e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.2349e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 9.6867
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.2577e+02 5.0313e-18 6.5956e-08 2.0341e-02 9.7753e-01 2.1297e-03 3.9372e-12
8.5779e+02 2.4077e-13 4.0733e-05 3.4629e-01 6.5359e-01 8.1858e-05 1.4136e-14
8.7843e+02 1.2040e-13 2.0956e-05 2.4820e-01 7.5161e-01 1.7589e-04 6.8837e-14
9.1772e+02 5.0530e-14 9.0635e-06 1.5873e-01 8.4085e-01 4.1273e-04 4.2605e-13
9.7304e+02 1.8241e-14 3.3673e-06 9.1388e-02 9.0758e-01 1.0261e-03 3.1607e-12
1.0350e+03 6.0903e-15 1.1478e-06 4.9264e-02 9.4815e-01 2.5896e-03 2.5384e-11
1.1000e+03 1.8951e-15 3.6184e-07 2.5084e-02 9.6821e-01 6.7092e-03 2.2357e-10
1.1690e+03 5.3667e-16 1.0351e-07 1.1957e-02 9.6986e-01 1.8182e-02 2.2404e-09
1.2425e+03 1.4992e-16 2.9127e-08 5.5826e-03 9.4667e-01 4.7751e-02 2.1592e-08
1.3205e+03 4.0446e-17 7.7932e-09 2.4700e-03 8.7741e-01 1.2012e-01 2.0229e-07
1.4033e+03 9.1076e-18 1.7549e-09 9.4090e-04 7.2097e-01 2.7809e-01 1.8239e-06
1.4915e+03 1.6483e-18 3.2483e-10 2.9503e-04 4.8360e-01 5.1609e-01 1.2764e-05
1.5852e+03 2.2394e-19 4.6314e-11 7.2013e-05 2.5349e-01 7.4637e-01 6.8702e-05
1.6847e+03 2.1194e-20 4.6652e-12 1.2929e-05 1.0308e-01 8.9657e-01 3.3394e-04
1.7904e+03 1.5308e-21 3.6169e-13 1.8509e-06 3.5115e-02 9.6331e-01 1.5754e-03
1.9028e+03 1.0626e-22 2.6875e-14 2.5257e-07 1.1361e-02 9.8161e-01 7.0309e-03
2.0223e+03 9.3306e-24 2.4768e-15 4.0073e-08 3.9392e-03 9.6926e-01 2.6796e-02
2.1493e+03 1.1337e-24 3.2003e-16 8.2082e-09 1.5577e-03 9.2021e-01 7.8231e-02
2.2843e+03 1.8963e-25 5.7048e-17 2.1300e-09 6.8913e-04 8.2605e-01 1.7326e-01
2.4277e+03 4.6618e-26 1.4936e-17 7.3827e-10 3.5403e-04 7.1202e-01 2.8763e-01
2.5802e+03 1.9427e-26 6.5576e-18 3.8398e-10 2.3212e-04 6.2979e-01 3.6998e-01
2.7422e+03 1.9068e-26 6.6634e-18 3.9457e-10 2.3821e-04 6.3675e-01 3.6302e-01
2.9144e+03 5.3407e-26 1.8933e-17 9.3122e-10 4.2039e-04 7.4902e-01 2.5056e-01
