#NTIMES: 4
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 24
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1.363340E+04 6.379537E+03 3.950821E-13 1.060755E+10 1.281964E+10
1.401275E+04 6.598534E+03 2.880460E-13 8.263565E+09 9.393272E+09
1.450883E+04 6.824579E+03 2.167736E-13 6.441442E+09 7.109865E+09
1.500233E+04 7.001775E+03 1.780220E-13 5.324753E+09 5.885811E+09
1.547530E+04 7.113711E+03 1.549217E-13 4.603691E+09 5.184239E+09
1.592370E+04 7.180679E+03 1.286595E-13 3.825382E+09 4.378995E+09
1.635565E+04 7.199705E+03 1.075382E-13 3.230753E+09 3.744017E+09
1.677625E+04 7.144041E+03 9.934043E-14 3.025148E+09 3.557905E+09
1.718313E+04 7.039720E+03 9.611840E-14 2.974562E+09 3.555414E+09
1.758045E+04 6.894418E+03 8.838004E-14 2.771262E+09 3.377032E+09
1.799035E+04 6.708128E+03 7.543356E-14 2.363872E+09 2.970264E+09
1.845805E+04 6.476840E+03 6.346729E-14 1.918253E+09 2.566444E+09
1.908468E+04 6.155615E+03 4.951423E-14 1.359146E+09 2.047994E+09
1.999980E+04 5.729675E+03 2.728973E-14 6.830039E+08 1.150574E+09
2.119348E+04 5.347990E+03 1.208818E-14 2.993204E+08 5.183780E+08
2.252870E+04 5.085657E+03 5.972061E-15 1.493559E+08 2.589334E+08
2.394330E+04 4.916661E+03 2.940096E-15 7.372309E+07 1.279510E+08
2.544675E+04 4.800794E+03 1.670871E-15 4.176446E+07 7.279280E+07
2.704458E+04 4.706842E+03 8.797386E-16 2.201980E+07 3.833711E+07
2.874418E+04 4.629794E+03 3.986061E-16 1.006582E+07 1.737151E+07
3.052015E+04 4.564489E+03 1.935082E-16 4.918949E+06 8.433314E+06
3.224350E+04 4.508609E+03 1.203692E-16 3.061354E+06 5.245841E+06
3.377303E+04 4.457800E+03 8.227132E-17 2.090879E+06 3.585487E+06
3.473940E+04 4.418143E+03 5.164339E-17 1.317895E+06 2.250683E+06
#
#TIME: 10.0
#NVEL: 30
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1.200363E+04 6.965944E+03 3.245057E-13 1.085369E+10 1.028217E+10
1.205538E+04 7.017159E+03 2.443372E-13 8.310815E+09 7.775574E+09
1.217040E+04 7.080823E+03 1.871301E-13 6.443410E+09 5.972454E+09
1.236090E+04 7.124097E+03 1.437313E-13 4.983688E+09 4.598815E+09
1.267048E+04 7.176119E+03 9.881337E-14 3.456226E+09 3.172804E+09
1.307535E+04 7.223553E+03 6.862769E-14 2.408086E+09 2.215552E+09
1.353053E+04 7.273809E+03 4.938526E-14 1.723562E+09 1.602455E+09
1.401275E+04 7.301258E+03 3.600575E-14 1.238622E+09 1.174159E+09
1.450883E+04 7.291502E+03 2.709670E-14 9.115547E+08 8.887332E+08
1.500233E+04 7.264606E+03 2.225275E-14 7.295173E+08 7.357265E+08
1.547530E+04 7.205510E+03 1.936521E-14 6.194961E+08 6.480299E+08
1.592370E+04 7.118444E+03 1.608244E-14 5.073606E+08 5.473744E+08
1.635565E+04 7.018625E+03 1.344228E-14 4.244463E+08 4.680021E+08
1.677625E+04 6.900052E+03 1.241755E-14 3.977007E+08 4.447381E+08
1.718313E+04 6.754688E+03 1.201480E-14 3.938035E+08 4.444267E+08
