#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 7.6507e-22 5.0701e-12 1.4687e-03 8.0933e-01 1.8919e-01 6.7401e-06 9.6315e-15 7.8748e-28 1.6816e-44 0.0000e+00
8.5779e+02 5.8685e-17 6.0249e-09 2.7244e-02 9.4911e-01 2.3650e-02 1.5707e-07 8.4507e-17 4.7645e-30 0.0000e+00 0.0000e+00
8.7843e+02 2.1787e-18 3.3208e-10 2.1295e-03 6.8487e-01 3.1292e-01 7.9933e-05 4.1494e-12 5.0681e-23 6.7104e-37 0.0000e+00
9.1772e+02 7.7706e-20 1.6346e-11 1.3503e-04 2.1424e-01 7.8291e-01 2.7094e-03 3.6353e-09 2.0527e-18 2.1492e-30 0.0000e+00
9.7304e+02 1.9742e-20 4.6383e-12 4.1485e-05 1.1533e-01 8.7700e-01 7.6271e-03 3.2352e-08 7.1213e-17 3.5065e-28 5.6052e-45
1.0350e+03 1.3666e-20 3.3009e-12 3.0088e-05 9.6888e-02 8.9318e-01 9.9019e-03 5.6900e-08 1.7942e-16 1.3298e-27 3.3631e-44
1.1000e+03 1.1875e-20 2.8997e-12 2.6632e-05 9.0645e-02 8.9842e-01 1.0911e-02 7.0268e-08 2.5357e-16 2.1906e-27 6.7262e-44
1.1690e+03 8.1114e-21 2.0397e-12 1.9115e-05 7.5542e-02 9.1030e-01 1.4140e-02 1.2384e-07 6.4310e-16 8.4021e-27 4.3861e-43
1.2425e+03 3.1001e-21 8.2959e-13 8.0691e-06 4.6587e-02 9.2625e-01 2.7151e-02 5.2775e-07 7.0657e-15 2.7120e-25 5.6964e-41
1.3205e+03 5.1459e-22 1.5104e-13 1.5309e-06 1.7755e-02 8.9590e-01 8.6332e-02 7.5287e-06 6.0435e-13 1.7811e-22 5.2430e-37
1.4033e+03 4.1872e-23 1.4091e-14 1.5311e-07 4.2808e-03 6.9659e-01 2.9896e-01 1.7063e-04 1.2896e-10 4.8320e-19 3.8116e-32
1.4915e+03 3.0076e-24 1.1759e-15 1.4026e-08 8.5152e-04 3.8657e-01 6.1079e-01 1.7810e-03 9.4143e-09 3.1677e-16 4.2314e-28
1.5852e+03 2.1951e-25 9.9747e-17 1.3240e-09 1.5627e-04 1.7068e-01 8.1962e-01 9.5499e-03 2.6304e-07 5.6593e-14 8.1960e-25
1.6847e+03 1.3995e-26 7.3958e-18 1.1029e-10 2.4697e-05 6.3290e-02 8.9649e-01 4.0187e-02 5.5254e-06 7.2119e-12 1.0548e-21
1.7904e+03 7.6054e-28 4.6851e-19 7.9715e-12 3.3458e-06 2.0040e-02 8.3595e-01 1.4391e-01 9.8825e-05 7.8002e-10 1.1429e-18
1.9028e+03 3.4652e-29 2.5141e-20 5.0289e-13 3.8298e-07 5.1896e-03 6.1134e-01 3.8224e-01 1.2260e-03 5.4004e-08 7.0843e-16
2.0223e+03 1.0619e-30 9.1350e-22 2.2185e-14 3.0068e-08 9.1639e-04 3.0355e-01 6.8532e-01 1.0209e-02 2.4855e-06 2.8595e-13
2.1493e+03 2.1243e-32 2.2044e-23 6.8302e-16 1.6206e-09 1.1094e-04 1.0327e-01 8.3881e-01 5.7732e-02 7.6900e-05 7.5611e-11
2.2843e+03 3.9755e-34 4.9075e-25 1.9798e-17 7.7317e-11 1.1249e-05 2.7661e-02 7.5122e-01 2.1965e-01 1.4573e-03 1.0793e-08
2.4277e+03 1.1799e-35 1.6731e-26 8.5984e-19 4.9144e-12 1.3046e-06 7.0154e-03 5.0513e-01 4.7626e-01 1.1590e-02 4.3680e-07
2.5802e+03 7.7963e-37 1.2299e-27 7.6769e-20 5.7079e-13 2.3076e-07 2.1467e-03 3.0567e-01 6.5285e-01 3.9328e-02 4.5764e-06
2.7422e+03 2.1321e-37 3.6194e-28 2.5216e-20 2.1352e-13 1.0439e-07 1.2325e-03 2.3428e-01 7.0296e-01 6.1507e-02 1.1282e-05
2.9144e+03 3.9511e-37 6.9093e-28 4.7778e-20 3.9336e-13 1.7590e-07 1.8082e-03 2.8423e-01 6.6950e-01 4.4451e-02 5.6920e-06
3.0973e+03 8.5024e-36 1.4474e-26 8.6244e-19 5.5034e-12 1.5223e-06 8.0638e-03 5.3891e-01 4.4395e-01 9.0729e-03 2.5983e-07
3.2918e+03 3.5690e-33 5.5001e-24 2.4962e-16 8.2008e-10 7.3939e-05 8.6752e-02 8.4643e-01 6.6647e-02 9.8292e-05 9.8191e-11
3.4986e+03 3.0830e-30 3.8629e-21 1.3324e-13 1.5944e-07 3.2280e-03 5.4060e-01 4.5432e-01 1.8515e-03 9.9616e-08 1.4374e-15
3.7182e+03 1.4395e-27 1.2159e-18 2.9013e-11 1.0218e-05 4.0884e-02 8.9732e-01 6.1774e-02 1.2930e-05 2.5526e-11 5.5519e-21
3.9517e+03 1.5482e-24 8.5328e-16 1.4696e-08 9.6255e-04 4.2316e-01 5.7462e-01 1.2511e-03 4.3129e-09 8.5066e-17 5.0741e-29
4.1999e+03 2.2225e-21 1.0192e-12 1.8043e-05 8.0395e-02 9.0877e-01 1.0816e-02 5.6781e-08 1.4110e-16 7.2267e-28 9.8091e-45
4.4636e+03 3.6374e-19 1.2785e-10 1.9387e-03 7.1249e-01 2.8552e-01 4.8029e-05 1.1520e-12 4.7497e-24 1.5742e-38 0.0000e+00
4.7438e+03 5.6917e-18 1.5034e-09 1.7517e-02 9.5179e-01 3.0696e-02 2.1604e-07 9.5863e-17 3.5882e-30 0.0000e+00 0.0000e+00
5.0416e+03 2.9067e-17 6.3974e-09 6.1322e-02 9.3305e-01 5.6254e-03 4.8061e-09 1.5023e-19 2.4839e-34 0.0000e+00 0.0000e+00
5.3582e+03 6.1695e-17 1.2758e-08 1.1307e-01 8.8473e-01 2.1967e-03 6.1011e-10 4.5933e-21 1.4180e-36 0.0000e+00 0.0000e+00
5.6947e+03 8.9822e-17 1.8478e-08 1.6062e-01 8.3818e-01 1.1984e-03 1.6397e-10 4.9862e-22 5.2570e-38 0.0000e+00 0.0000e+00
6.0522e+03 1.3211e-16 2.6909e-08 2.2755e-01 7.7183e-01 6.1487e-04 3.9802e-11 4.6474e-23 1.5784e-39 0.0000e+00 0.0000e+00
6.4323e+03 2.2230e-16 4.4645e-08 3.6055e-01 6.3924e-01 2.1116e-04 4.4341e-12 1.2266e-24 7.5866e-42 0.0000e+00 0.0000e+00
6.8362e+03 3.9593e-16 7.8114e-08 5.8612e-01 4.1384e-01 3.9224e-05 1.6709e-13 6.0013e-27 2.8026e-45 0.0000e+00 0.0000e+00
7.2654e+03 6.5081e-16 1.2327e-07 8.1688e-01 1.8312e-01 3.6968e-06 2.2007e-15 6.4017e-30 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0218e-15 1.7818e-07 9.5354e-01 4.6458e-02 1.2154e-07 5.4395e-18 5.8464e-34 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.8396e-15 2.7414e-07 9.9509e-01 4.9135e-03 6.1098e-10 5.8683e-22 4.7475e-40 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 4.5352e-15 5.4498e-07 9.9989e-01 1.0592e-04 7.8982e-14 1.1978e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 2.4263e-14 2.0623e-06 1.0000e+00 9.7102e-08 6.5570e-21 8.0572e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 3.2664e-13 1.4232e-05 9.9999e-01 1.5275e-11 9.7505e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.7167e-12 5.0716e-05 9.9995e-01 3.4411e-14 6.7315e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 6.6386e-12 1.4228e-04 9.9986e-01 2.2410e-16 5.4386e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.6103e-11 3.9066e-04 9.9961e-01 1.8539e-18 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.6209e-10 1.4056e-03 9.9859e-01 6.1945e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.1117e-09 5.2846e-03 9.9472e-01 1.7936e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.9479e-09 2.3026e-02 9.7697e-01 2.9075e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 6.7885e-08 8.3743e-02 9.1626e-01 6.1598e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.8881e-07 2.1953e-01 7.8047e-01 2.4603e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 9.6569e-07 4.5101e-01 5.4899e-01 1.1873e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 2.4812e-06 7.0239e-01 2.9761e-01 5.3553e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 5.0372e-06 8.7355e-01 1.2645e-01 1.4979e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.2089e-06 9.4080e-01 5.9189e-02 7.3498e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.1045e-05 9.7721e-01 2.2778e-02 1.7236e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.0383e-05 9.9430e-01 5.6816e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.4892e-05 9.9906e-01 8.9214e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.1972e-04 9.9979e-01 9.3244e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.4417e-04 9.9965e-01 7.9300e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 7.1572e-04 9.9928e-01 1.3161e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.4630e-03 9.9854e-01 2.1936e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.6449e-03 9.9736e-01 4.4664e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.5223e-03 9.9648e-01 1.7624e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 5.1454e-03 9.9485e-01 4.8458e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.9321e-03 9.9407e-01 2.3290e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 7.8816e-03 9.9212e-01 8.3293e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 7.5108e-03 9.9249e-01 7.3069e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 8.1234e-03 9.9188e-01 4.4885e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 8.5387e-03 9.9146e-01 2.8313e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 7.4945e-03 9.9251e-01 2.6750e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0012e-02 9.8999e-01 9.0086e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.6222e-02 9.7378e-01 5.1976e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.1096e-02 9.8890e-01 8.2004e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.5684e-02 9.8432e-01 1.1640e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.4288e-02 9.7571e-01 1.3141e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.6853e-03 9.9631e-01 2.1640e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0578e-02 9.8942e-01 1.0258e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.4408e-03 9.9756e-01 1.0064e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.2036e-05 9.9999e-01 8.6637e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.0787e-03 9.9792e-01 4.4651e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.4270e-07 9.9947e-01 5.2788e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.2743e-05 9.9999e-01 2.2591e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.1523e-04 9.9988e-01 1.2308e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 3.5817e-02 9.6418e-01 2.2855e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 4.1134e-02 9.5887e-01 1.1229e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.6216e-07 9.9999e-01 8.2045e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.4087e-01 8.5913e-01 3.2192e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.2691e-01 8.7309e-01 2.8501e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.3789e-01 8.6211e-01 1.5925e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 5.4769e-02 9.4523e-01 9.0384e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.0905e-08 9.9966e-01 3.3913e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.1970e-01 8.8030e-01 7.3757e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.5533e-01 8.4467e-01 2.6606e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.4314e-06 1.0000e+00 1.4942e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.8413e-02 9.4159e-01 1.2370e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.3602e-02 9.6640e-01 2.7305e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 3.4808e-08 9.9999e-01 6.7759e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.3463e-02 9.8654e-01 8.3317e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.4083e-01 7.5917e-01 8.8429e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 3.5650e-01 6.4350e-01 1.6357e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.4648e-01 7.5352e-01 4.1028e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 7.4344e-08 1.0000e+00 2.7503e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 5.7659e-03 9.9423e-01 7.9138e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.9941e-03 9.9101e-01 2.4102e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 5.6553e-04 9.9943e-01 4.3223e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 6.8373e-04 9.9932e-01 2.2033e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.9507e-04 9.9950e-01 3.3002e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.5873e-04 9.9974e-01 1.0393e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.5121e-04 9.9985e-01 3.1522e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 6.1505e-26 5.7353e-11 1.0000e+00 1.3904e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.0436e-26 3.6183e-11 1.0000e+00 8.9581e-17 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.1329e-26 1.8720e-11 1.0000e+00 1.4204e-15 6.4782e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 8.3019e-27 1.5252e-11 1.0000e+00 3.2596e-15 4.4285e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.6993e-12 1.1838e-01 8.8162e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 4.4283
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 9.8487e-22 6.6198e-12 1.9356e-03 8.5229e-01 1.4577e-01 3.4591e-06 2.9235e-15 1.2775e-28 1.4013e-45 0.0000e+00
8.5779e+02 7.3952e-17 7.6887e-09 3.5258e-02 9.4826e-01 1.6486e-02 6.8535e-08 2.0146e-17 5.5157e-31 0.0000e+00 0.0000e+00
8.7843e+02 2.8837e-18 4.4238e-10 2.8812e-03 7.4536e-01 2.5172e-01 4.3356e-05 1.3551e-12 9.0109e-24 5.9052e-38 0.0000e+00
9.1772e+02 1.1973e-19 2.5287e-11 2.1276e-04 2.7058e-01 7.2752e-01 1.6864e-03 1.3516e-09 4.1089e-19 2.1078e-31 0.0000e+00
9.7304e+02 2.8070e-20 6.6913e-12 6.1550e-05 1.4352e-01 8.5109e-01 5.3289e-03 1.4767e-08 1.9431e-17 5.2842e-29 0.0000e+00
1.0350e+03 1.8536e-20 4.5632e-12 4.2935e-05 1.1839e-01 8.7435e-01 7.2168e-03 2.8250e-08 5.5931e-17 2.4213e-28 2.8026e-45
1.1000e+03 1.5827e-20 3.9455e-12 3.7454e-05 1.0999e-01 8.8190e-01 8.0725e-03 3.5956e-08 8.2940e-17 4.2717e-28 7.0065e-45
1.1690e+03 1.0575e-20 2.7209e-12 2.6410e-05 9.0962e-02 8.9832e-01 1.0687e-02 6.6045e-08 2.2440e-16 1.7951e-27 4.9045e-44
1.2425e+03 4.0410e-21 1.1081e-12 1.1185e-05 5.6445e-02 9.2275e-01 2.0789e-02 2.8628e-07 2.5182e-15 5.9484e-26 6.5693e-42
1.3205e+03 6.7020e-22 2.0171e-13 2.1242e-06 2.1708e-02 9.1002e-01 6.8262e-02 4.2857e-06 2.3022e-13 4.2685e-23 6.7955e-38
1.4033e+03 5.6470e-23 1.9422e-14 2.1846e-07 5.4270e-03 7.4248e-01 2.5198e-01 1.0574e-04 5.4830e-11 1.3323e-19 5.9193e-33
1.4915e+03 4.2888e-24 1.7103e-15 2.1052e-08 1.1436e-03 4.4056e-01 5.5708e-01 1.2133e-03 4.4828e-09 1.0007e-16 7.7607e-29
1.5852e+03 3.2358e-25 1.5003e-16 2.0524e-09 2.1817e-04 2.0364e-01 7.8920e-01 6.9414e-03 1.3523e-07 1.9583e-14 1.6783e-25
1.6847e+03 2.0311e-26 1.0992e-17 1.6908e-10 3.4547e-05 7.6751e-02 8.9239e-01 3.0825e-02 3.0687e-06 2.7697e-12 2.4821e-22
1.7904e+03 1.0867e-27 6.8801e-19 1.2072e-11 4.6863e-06 2.4678e-02 8.5902e-01 1.1624e-01 5.9123e-05 3.3118e-10 3.0752e-19
1.9028e+03 5.0708e-29 3.7817e-20 7.7637e-13 5.5255e-07 6.6511e-03 6.6202e-01 3.3053e-01 7.9990e-04 2.5549e-08 2.1869e-16
2.0223e+03 1.6524e-30 1.4574e-21 3.6010e-14 4.5914e-08 1.2493e-03 3.5185e-01 6.3964e-01 7.2631e-03 1.2981e-06 9.9236e-14
2.1493e+03 3.4196e-32 3.6352e-23 1.1367e-15 2.5600e-09 1.5754e-04 1.2567e-01 8.3007e-01 4.4058e-02 4.3674e-05 2.9103e-11
2.2843e+03 6.4635e-34 8.1952e-25 3.3199e-17 1.2455e-10 1.6456e-05 3.5064e-02 7.8451e-01 1.7951e-01 9.0102e-04 4.6249e-09
2.4277e+03 1.9379e-35 2.8325e-26 1.4583e-18 8.1004e-12 1.9756e-06 9.3239e-03 5.6139e-01 4.2138e-01 7.9048e-03 2.1173e-07
2.5802e+03 1.3320e-36 2.1663e-27 1.3490e-19 9.7881e-13 3.6491e-07 2.9903e-03 3.5757e-01 6.1092e-01 2.8522e-02 2.3784e-06
2.7422e+03 3.6973e-37 6.4687e-28 4.4880e-20 3.7136e-13 1.6769e-07 1.7474e-03 2.7956e-01 6.7291e-01 4.5776e-02 6.0450e-06
2.9144e+03 6.8127e-37 1.2277e-27 8.4660e-20 6.7991e-13 2.8024e-07 2.5365e-03 3.3468e-01 6.3036e-01 3.2422e-02 2.9737e-06
3.0973e+03 1.4550e-35 2.5470e-26 1.5180e-18 9.3493e-12 2.3550e-06 1.0831e-02 5.9740e-01 3.8580e-01 5.9751e-03 1.1899e-07
3.2918e+03 5.9257e-33 9.3545e-24 4.2889e-16 1.3316e-09 1.0732e-04 1.0712e-01 8.4215e-01 5.0567e-02 5.4798e-05 3.6483e-11
3.4986e+03 4.6246e-30 5.9506e-21 2.1070e-13 2.3504e-07 4.2185e-03 5.9572e-01 3.9884e-01 1.2234e-03 4.7597e-08 4.4650e-16
3.7182e+03 2.1304e-27 1.8375e-18 4.5093e-11 1.4464e-05 5.0108e-02 9.0203e-01 4.7842e-02 7.2542e-06 9.9117e-12 1.3235e-21
3.9517e+03 2.2667e-24 1.2738e-15 2.2660e-08 1.3135e-03 4.8288e-01 5.1499e-01 8.1768e-04 1.9148e-09 2.4242e-17 8.0404e-30
4.1999e+03 2.9674e-21 1.3870e-12 2.5310e-05 9.7481e-02 8.9443e-01 8.0646e-03 2.9492e-08 4.7286e-17 1.4588e-28 1.4013e-45
4.4636e+03 4.2197e-19 1.5176e-10 2.3656e-03 7.5250e-01 2.4511e-01 3.1312e-05 5.2429e-13 1.4010e-24 2.8018e-39 0.0000e+00
