#NTIMES: 189
#NBANDS:   8
#OPTSET: Bessell
#NIRSET: 2MASS
#time[d] U B V R I J H K
1.45740e+00  -4.791  -6.185  -8.389  -9.875 -11.244 -13.105 -13.961 -14.547
1.77220e+00  99.999  -2.009  -4.737  -6.959  -7.968  -9.751 -10.363 -10.557
2.08700e+00  99.999  99.999  -3.771  -6.648  -8.004  -9.985 -10.574 -10.887
2.40180e+00  99.999  99.999  -3.886  -7.206  -8.690 -10.745 -11.360 -11.512
2.71660e+00  99.999  -0.273  -4.847  -8.148  -9.575 -11.660 -12.264 -12.566
3.03140e+00  99.999  -1.863  -5.806  -9.136 -10.524 -12.592 -13.048 -13.405
3.34620e+00  -1.805  -3.476  -6.831  -9.961 -11.224 -13.231 -13.768 -14.079
3.66100e+00  -2.438  -4.776  -8.109 -10.698 -11.884 -13.653 -14.222 -14.532
3.97580e+00  -5.153  -5.859  -9.035 -11.545 -12.389 -14.062 -14.585 -14.829
4.29060e+00  -5.219  -6.582 -10.003 -12.352 -13.025 -14.375 -14.827 -15.110
4.60540e+00  -5.921  -7.570 -10.964 -12.984 -13.546 -14.621 -15.120 -15.345
4.92020e+00  -6.428  -8.364 -11.658 -13.522 -13.971 -14.894 -15.293 -15.479
5.23500e+00  -7.563  -9.533 -12.342 -13.979 -14.331 -15.102 -15.455 -15.671
5.54980e+00  -7.516 -10.433 -12.881 -14.357 -14.608 -15.342 -15.597 -15.831
5.86460e+00  -8.278 -11.041 -13.291 -14.663 -14.895 -15.535 -15.811 -15.953
6.17940e+00  -8.380 -11.519 -13.609 -14.938 -15.124 -15.713 -15.977 -16.145
6.49420e+00  -8.957 -12.002 -13.917 -15.161 -15.305 -15.882 -16.119 -16.248
6.80900e+00  -9.056 -12.311 -14.169 -15.351 -15.451 -16.025 -16.228 -16.335
7.12380e+00  -9.667 -12.593 -14.414 -15.515 -15.598 -16.157 -16.340 -16.417
7.43860e+00  -9.934 -12.874 -14.636 -15.665 -15.768 -16.292 -16.469 -16.505
7.75340e+00 -10.264 -13.065 -14.818 -15.792 -15.877 -16.392 -16.564 -16.622
8.06820e+00 -10.507 -13.181 -14.952 -15.879 -15.980 -16.506 -16.631 -16.722
8.38300e+00 -10.533 -13.293 -15.105 -15.999 -16.086 -16.584 -16.724 -16.827
8.69780e+00 -10.748 -13.409 -15.228 -16.091 -16.183 -16.680 -16.816 -16.904
9.01260e+00 -10.891 -13.468 -15.315 -16.177 -16.269 -16.752 -16.892 -16.976
9.32740e+00 -10.914 -13.539 -15.423 -16.243 -16.347 -16.820 -16.995 -17.048
9.64220e+00 -11.096 -13.604 -15.507 -16.320 -16.427 -16.922 -17.066 -17.107
9.95700e+00 -11.150 -13.671 -15.585 -16.391 -16.501 -16.975 -17.122 -17.173
1.02718e+01 -11.245 -13.725 -15.664 -16.451 -16.580 -17.031 -17.184 -17.281
1.05866e+01 -11.268 -13.772 -15.749 -16.526 -16.635 -17.110 -17.293 -17.346
1.09014e+01 -11.336 -13.838 -15.809 -16.587 -16.704 -17.197 -17.320 -17.421
1.12162e+01 -11.367 -13.890 -15.890 -16.652 -16.780 -17.252 -17.396 -17.475
1.15310e+01 -11.406 -13.940 -15.970 -16.722 -16.849 -17.320 -17.456 -17.513
1.18458e+01 -11.594 -14.028 -16.053 -16.793 -16.935 -17.386 -17.531 -17.617
1.21606e+01 -11.666 -14.103 -16.135 -16.868 -17.000 -17.427 -17.627 -17.661
1.24754e+01 -11.731 -14.154 -16.226 -16.944 -17.043 -17.507 -17.750 -17.760
1.27902e+01 -11.885 -14.237 -16.307 -17.009 -17.128 -17.573 -17.816 -17.800
1.31050e+01 -11.962 -14.297 -16.384 -17.073 -17.203 -17.630 -17.792 -17.846
1.34198e+01 -12.041 -14.363 -16.462 -17.145 -17.265 -17.693 -17.832 -17.890
1.37346e+01 -12.141 -14.428 -16.537 -17.219 -17.337 -17.751 -17.885 -17.946
1.40494e+01 -12.326 -14.520 -16.613 -17.274 -17.395 -17.810 -17.912 -18.041
1.43642e+01 -12.359 -14.605 -16.678 -17.338 -17.465 -17.849 -17.972 -18.043
1.46790e+01 -12.482 -14.681 -16.769 -17.407 -17.516 -17.910 -18.026 -18.085
1.49938e+01 -12.542 -14.754 -16.839 -17.465 -17.583 -17.951 -18.074 -18.156
1.53086e+01 -12.696 -14.834 -16.900 -17.514 -17.648 -17.969 -18.139 -18.213
1.56234e+01 -12.761 -14.911 -16.956 -17.566 -17.694 -18.004 -18.169 -18.235
1.59382e+01 -12.888 -14.972 -17.021 -17.621 -17.740 -18.050 -18.205 -18.261
1.62530e+01 -12.994 -15.050 -17.074 -17.662 -17.784 -18.084 -18.231 -18.322
1.65678e+01 -13.078 -15.109 -17.125 -17.705 -17.837 -18.131 -18.267 -18.350
1.68826e+01 -13.150 -15.167 -17.173 -17.744 -17.869 -18.139 -18.304 -18.373
1.71974e+01 -13.238 -15.208 -17.229 -17.782 -17.915 -18.180 -18.336 -18.408
1.75122e+01 -13.309 -15.274 -17.270 -17.818 -17.950 -18.197 -18.353 -18.436
1.78270e+01 -13.357 -15.312 -17.310 -17.856 -17.987 -18.224 -18.394 -18.465
1.81418e+01 -13.373 -15.349 -17.344 -17.881 -18.014 -18.228 -18.383 -18.501
1.84566e+01 -13.435 -15.384 -17.375 -17.912 -18.037 -18.254 -18.419 -18.503
1.87714e+01 -13.460 -15.421 -17.409 -17.935 -18.071 -18.281 -18.436 -18.508
1.90862e+01 -13.540 -15.455 -17.434 -17.955 -18.095 -18.296 -18.441 -18.534
1.94010e+01 -13.527 -15.477 -17.452 -17.971 -18.111 -18.318 -18.472 -18.545
1.97158e+01 -13.547 -15.501 -17.473 -17.989 -18.133 -18.327 -18.478 -18.559
2.00306e+01 -13.560 -15.513 -17.485 -18.002 -18.156 -18.333 -18.491 -18.558
2.03454e+01 -13.591 -15.538 -17.504 -18.016 -18.171 -18.342 -18.491 -18.591
2.06602e+01 -13.563 -15.546 -17.515 -18.022 -18.178 -18.339 -18.495 -18.607
2.09750e+01 -13.564 -15.555 -17.534 -18.040 -18.187 -18.353 -18.503 -18.594
2.12898e+01 -13.558 -15.548 -17.536 -18.046 -18.197 -18.345 -18.512 -18.607
2.16046e+01 -13.553 -15.540 -17.535 -18.048 -18.205 -18.359 -18.513 -18.613
2.19194e+01 -13.474 -15.522 -17.533 -18.051 -18.207 -18.348 -18.525 -18.608
2.22342e+01 -13.483 -15.506 -17.535 -18.049 -18.216 -18.371 -18.533 -18.610
2.25490e+01 -13.384 -15.490 -17.534 -18.051 -18.213 -18.363 -18.543 -18.604
2.28638e+01 -13.360 -15.468 -17.523 -18.049 -18.223 -18.357 -18.541 -18.612
2.31786e+01 -13.326 -15.452 -17.519 -18.043 -18.217 -18.367 -18.540 -18.612
2.34934e+01 -13.285 -15.423 -17.501 -18.035 -18.222 -18.360 -18.556 -18.586
2.38082e+01 -13.171 -15.394 -17.493 -18.030 -18.205 -18.349 -18.547 -18.587
2.41230e+01 -13.114 -15.358 -17.481 -18.022 -18.205 -18.355 -18.541 -18.586
2.44378e+01 -13.059 -15.327 -17.461 -18.015 -18.205 -18.343 -18.540 -18.598
2.47526e+01 -13.011 -15.303 -17.445 -18.000 -18.191 -18.336 -18.545 -18.591
2.50674e+01 -12.890 -15.255 -17.423 -17.990 -18.188 -18.341 -18.547 -18.592
2.53822e+01 -12.783 -15.228 -17.401 -17.969 -18.175 -18.329 -18.527 -18.591
2.56970e+01 -12.706 -15.179 -17.380 -17.963 -18.165 -18.318 -18.541 -18.569
