#NTIMES: 108
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
4.242332e+02 4.440505e+04 5.341101e-10 2.921231e+13 6.050745e+12 
8.515108e+02 4.689833e+04 1.083754e-09 5.933017e+13 1.226842e+13 
8.638199e+02 4.758594e+04 8.368005e-10 4.646525e+13 9.473623e+12 
8.922215e+02 4.721536e+04 7.202213e-10 4.007578e+13 8.152843e+12 
9.416122e+02 4.551058e+04 5.674003e-10 3.132693e+13 6.423209e+12 
1.002576e+03 4.508015e+04 5.800201e-10 3.184104e+13 6.562833e+12 
1.065938e+03 4.497846e+04 5.790960e-10 3.173858e+13 6.550439e+12 
1.133306e+03 4.472126e+04 5.782959e-10 3.182025e+13 6.554132e+12 
1.204932e+03 4.547977e+04 5.826256e-10 3.217537e+13 6.595158e+12 
1.281084e+03 4.759594e+04 6.079722e-10 3.407539e+13 6.878288e+12 
1.362050e+03 5.102337e+04 6.422774e-10 3.711194e+13 7.274179e+12 
1.448132e+03 5.403648e+04 6.680624e-10 3.995052e+13 7.568117e+12 
1.539655e+03 5.635962e+04 6.770763e-10 4.214980e+13 7.671219e+12 
1.636962e+03 5.927842e+04 6.842039e-10 4.414680e+13 7.760503e+12 
1.740419e+03 6.253044e+04 6.818200e-10 4.535067e+13 7.746472e+12 
1.850415e+03 6.551028e+04 6.599497e-10 4.492241e+13 7.514311e+12 
1.967362e+03 6.920162e+04 6.514663e-10 4.575920e+13 7.458397e+12 
2.091700e+03 7.319028e+04 6.352789e-10 4.656667e+13 7.311905e+12 
2.223897e+03 7.748153e+04 6.230399e-10 4.771381e+13 7.243009e+12 
2.364448e+03 8.155766e+04 6.023952e-10 4.764389e+13 7.106009e+12 
2.513883e+03 8.479141e+04 5.739257e-10 4.671465e+13 6.930827e+12 
2.672762e+03 8.627341e+04 5.321851e-10 4.459548e+13 6.691249e+12 
2.841682e+03 8.571056e+04 4.734946e-10 4.094988e+13 6.350640e+12 
3.021278e+03 8.232791e+04 4.008290e-10 3.610095e+13 5.962828e+12 
3.212225e+03 7.536136e+04 3.047518e-10 2.893873e+13 5.241091e+12 
3.415240e+03 6.663494e+04 2.410457e-10 2.412100e+13 4.831966e+12 
3.631085e+03 6.018939e+04 2.579383e-10 2.623086e+13 5.747219e+12 
3.860572e+03 5.438536e+04 2.624498e-10 2.553309e+13 6.032776e+12 
4.104562e+03 4.424776e+04 1.389023e-10 1.245412e+13 3.110939e+12 
4.363973e+03 3.677368e+04 1.151078e-10 9.347750e+12 2.449539e+12 
4.639779e+03 3.319302e+04 1.100541e-10 8.591679e+12 2.245878e+12 
4.933016e+03 3.155373e+04 1.069474e-10 8.191091e+12 2.123045e+12 
5.244785e+03 3.094067e+04 1.020577e-10 7.745786e+12 1.999861e+12 
5.576259e+03 3.046338e+04 9.567800e-11 7.231812e+12 1.855219e+12 
5.928682e+03 2.995470e+04 9.071402e-11 6.830314e+12 1.761349e+12 
6.303378e+03 2.905141e+04 8.354500e-11 6.261680e+12 1.620432e+12 
6.701756e+03 2.790885e+04 7.579729e-11 5.622192e+12 1.472498e+12 
7.125310e+03 2.663773e+04 7.015705e-11 5.109809e+12 1.367698e+12 
7.575635e+03 2.529906e+04 6.462354e-11 4.550444e+12 1.263993e+12 
