#NTIMES:     67
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[/cm^3]
    1.675071E+03    1.4564E+05    2.3795E-08    1.7108E+15    2.6282E+14
    1.780251E+03    1.5555E+05    2.4015E-08    1.7582E+15    2.6609E+14
    1.892034E+03    1.6171E+05    2.2724E-08    1.6816E+15    2.5264E+14
    2.010837E+03    1.7185E+05    2.2904E-08    1.7113E+15    2.5601E+14
    2.137099E+03    1.8059E+05    2.2018E-08    1.6588E+15    2.4790E+14
    2.271289E+03    1.9203E+05    2.1828E-08    1.6571E+15    2.4841E+14
    2.413905E+03    2.0210E+05    2.1027E-08    1.6086E+15    2.4309E+14
    2.565477E+03    2.0948E+05    2.0143E-08    1.5545E+15    2.3837E+14
    2.726565E+03    2.1244E+05    1.8793E-08    1.4673E+15    2.3040E+14
    2.897769E+03    2.0922E+05    1.6870E-08    1.3411E+15    2.1871E+14
    3.079722E+03    1.9932E+05    1.4313E-08    1.1715E+15    2.0253E+14
    3.273101E+03    1.8336E+05    1.1912E-08    1.0256E+15    1.9414E+14
    3.478622E+03    1.5634E+05    8.0752E-09    7.4733E+14    1.5811E+14
    3.697048E+03    1.4095E+05    8.3130E-09    8.1558E+14    1.8641E+14
    3.929188E+03    1.3994E+05    1.1472E-08    1.1384E+15    2.6968E+14
    4.175906E+03    1.0320E+05    4.8998E-09    4.6242E+14    1.1135E+14
    4.438115E+03    9.2584E+04    4.0890E-09    3.5824E+14    8.7145E+13
    4.716788E+03    9.0568E+04    3.8616E-09    3.2111E+14    7.8444E+13
    5.012959E+03    9.1641E+04    3.7457E-09    3.0335E+14    7.4138E+13
    5.327727E+03    9.2991E+04    3.6134E-09    2.8866E+14    7.0491E+13
    5.662260E+03    9.2735E+04    3.3563E-09    2.6630E+14    6.4990E+13
    6.017798E+03    9.2218E+04    3.2077E-09    2.5375E+14    6.1924E+13
    6.395661E+03    8.9794E+04    2.9867E-09    2.3608E+14    5.7672E+13
    6.797251E+03    8.6142E+04    2.6818E-09    2.1201E+14    5.1900E+13
    7.224056E+03    8.2821E+04    2.5034E-09    1.9800E+14    4.8600E+13
    7.677661E+03    7.8848E+04    2.2778E-09    1.8018E+14    4.4377E+13
    8.159748E+03    7.4553E+04    2.1351E-09    1.6892E+14    4.1772E+13
    8.672106E+03    6.6371E+04    1.7895E-09    1.4183E+14    3.5271E+13
    9.216636E+03    5.3057E+04    1.5981E-09    1.2753E+14    3.2074E+13
    9.793140E+03    3.7509E+04    1.3861E-09    1.1076E+14    2.9092E+13
    1.026683E+04    2.6979E+04    1.0537E-09    6.9314E+13    2.3784E+13
    1.070804E+04    1.9890E+04    8.5241E-10    4.3217E+13    2.1181E+13
    1.120152E+04    1.3292E+04    8.4022E-10    3.1465E+13    2.4113E+13
    1.159423E+04    1.1101E+04    1.2332E-09    4.2486E+13    3.8215E+13
    1.180243E+04    1.0705E+04    1.7676E-09    5.8269E+13    5.5919E+13
    1.192916E+04    1.0057E+04    1.6100E-09    4.8949E+13    5.1258E+13
    1.202084E+04    9.2679E+03    1.2114E-09    3.1083E+13    3.8658E+13
    1.209768E+04    8.6935E+03    9.5745E-10    1.9951E+13    3.0611E+13
    1.216841E+04    8.3249E+03    8.2191E-10    1.4319E+13    2.6321E+13
    1.223949E+04    7.9675E+03    7.2924E-10    1.0319E+13    2.3389E+13
    1.231406E+04    7.6456E+03    6.5518E-10    7.6322E+12    2.1047E+13
    1.239842E+04    7.3929E+03    5.8929E-10    5.9747E+12    1.8964E+13
    1.256481E+04    7.1420E+03    4.8675E-10    4.4275E+12    1.5717E+13
    1.321135E+04    7.1872E+03    2.7828E-10    2.8226E+12    9.0474E+12
    1.378971E+04    7.3554E+03    1.8767E-10    2.3009E+12    6.1370E+12
    1.426236E+04    7.2834E+03    1.3964E-10    1.7108E+12    4.5893E+12
    1.471893E+04    7.0474E+03    1.0895E-10    1.1648E+12    3.6049E+12
    1.520339E+04    6.7788E+03    9.5468E-11    8.7474E+11    3.2027E+12
    1.569984E+04    6.4438E+03    8.5081E-11    6.6897E+11    2.9016E+12
    1.625603E+04    6.0623E+03    5.8917E-11    4.2909E+11    2.0827E+12
    1.692188E+04    5.7353E+03    5.6225E-11    3.2788E+11    2.0999E+12
    1.755155E+04    5.4693E+03    5.1191E-11    2.1695E+11    2.0177E+12
    1.815678E+04    5.2675E+03    3.8502E-11    1.2869E+11    1.5801E+12
    1.877630E+04    5.1036E+03    3.0086E-11    8.0575E+10    1.2721E+12
    1.943029E+04    4.9690E+03    2.6249E-11    5.5875E+10    1.1314E+12
    2.010428E+04    4.8800E+03    1.3742E-11    3.3154E+10    5.9594E+11
    2.090850E+04    4.7976E+03    7.2551E-12    2.0871E+10    3.1565E+11
    2.182676E+04    4.7063E+03    5.3145E-12    1.5616E+10    2.3160E+11
    2.283367E+04    4.6267E+03    2.7390E-12    1.0506E+10    1.1943E+11
    2.394324E+04    4.5580E+03    1.6911E-12    7.7700E+09    7.3753E+10
    2.516734E+04    4.5233E+03    9.2712E-13    5.5888E+09    4.0437E+10
    2.638649E+04    4.4719E+03    7.5822E-13    4.7411E+09    3.3071E+10
    2.758311E+04    4.5040E+03    3.5973E-13    3.2433E+09    1.5690E+10
    2.884269E+04    4.5291E+03    2.1850E-13    2.4234E+09    9.5302E+09
