#NTIMES: 50
#NSTAGES 2
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 115
#vel_mid[km/s] mg0 mg1
69888.26 1.0627e-08 1.0000e+00
69959.62 1.1815e-08 1.0000e+00
69991.15 1.1723e-08 1.0000e+00
69999.53 1.1721e-08 1.0000e+00
#TIME: 213.89
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 3.4035e-02 9.6596e-01
857.79 4.1518e-02 9.5848e-01
878.44 3.0325e-02 9.6968e-01
917.72 4.2944e-02 9.5706e-01
973.04 2.8501e-02 9.7150e-01
1034.98 1.7327e-02 9.8267e-01
1099.97 2.4185e-02 9.7581e-01
1169.04 1.9626e-02 9.8037e-01
1242.44 6.6155e-02 9.3385e-01
1320.45 3.6863e-02 9.6314e-01
1403.37 3.0036e-02 9.6996e-01
1491.49 4.8144e-02 9.5186e-01
1585.14 4.0576e-02 9.5942e-01
1684.67 3.8319e-02 9.6168e-01
1790.45 2.9899e-02 9.7010e-01
1902.87 2.7421e-02 9.7258e-01
2022.36 2.5706e-02 9.7429e-01
2149.34 1.1945e-02 9.8806e-01
2284.30 4.0668e-03 9.9593e-01
2427.74 3.1335e-03 9.9687e-01
2580.18 3.0974e-03 9.9690e-01
2742.19 2.6941e-03 9.9731e-01
2914.37 2.7842e-03 9.9722e-01
3097.37 3.2773e-03 9.9672e-01
3291.85 3.2723e-03 9.9673e-01
3498.55 5.7199e-03 9.9428e-01
3718.23 4.7996e-02 9.5200e-01
3951.70 1.6224e-01 8.3776e-01
4199.83 1.2119e-01 8.7881e-01
4463.54 1.2674e-01 8.7326e-01
4743.81 1.6222e-01 8.3778e-01
5041.68 1.8610e-01 8.1390e-01
5358.25 2.1507e-01 7.8493e-01
5694.70 2.3833e-01 7.6167e-01
6052.28 2.6526e-01 7.3474e-01
6432.31 2.9489e-01 7.0511e-01
6836.20 3.1419e-01 6.8581e-01
7265.45 3.3155e-01 6.6845e-01
7721.65 3.4744e-01 6.5256e-01
8206.56 3.7353e-01 6.2647e-01
8717.73 4.0634e-01 5.9366e-01
9214.74 4.3656e-01 5.6344e-01
9629.11 4.7106e-01 5.2894e-01
9954.11 4.8283e-01 5.1717e-01
10245.64 4.6578e-01 5.3422e-01
10541.49 5.4831e-01 4.5169e-01
10839.94 5.0440e-01 4.9560e-01
11119.11 5.6755e-01 4.3245e-01
11355.83 6.1489e-01 3.8511e-01
11539.81 5.7918e-01 4.2082e-01
11677.16 6.8883e-01 3.1117e-01
11784.05 6.5068e-01 3.4932e-01
11875.85 6.5389e-01 3.4611e-01
11963.37 6.3546e-01 3.6454e-01
12055.39 5.8744e-01 4.1256e-01
12170.41 4.8222e-01 5.1778e-01
12360.89 7.1252e-02 9.2875e-01
12670.46 1.6223e-02 9.8378e-01
13075.34 9.0499e-03 9.9095e-01
13530.52 7.7322e-03 9.9227e-01
14012.75 6.0904e-03 9.9391e-01
14508.81 3.6966e-03 9.9630e-01
15002.30 3.3139e-03 9.9669e-01
15475.29 3.0372e-03 9.9696e-01
15923.68 2.3124e-03 9.9769e-01
16355.64 2.2268e-03 9.9777e-01
16776.27 2.2552e-03 9.9774e-01
17183.14 1.9012e-03 9.9810e-01
17580.45 1.8807e-03 9.9812e-01
17990.34 1.7671e-03 9.9823e-01
18458.06 1.4145e-03 9.9859e-01
19084.69 1.3578e-03 9.9864e-01
19999.79 9.9608e-04 9.9900e-01
21193.46 4.0228e-04 9.9960e-01
22528.72 2.1313e-04 9.9979e-01
23943.32 1.2784e-04 9.9987e-01
25446.74 1.0845e-04 9.9989e-01
27044.57 5.3549e-05 9.9995e-01
28744.18 2.4924e-05 9.9998e-01
30520.16 1.1228e-05 9.9999e-01
32243.50 6.9030e-06 9.9999e-01
33773.01 5.6113e-06 9.9999e-01
35108.48 3.8907e-06 1.0000e+00
36326.30 2.9509e-06 1.0000e+00
37486.70 1.5581e-06 1.0000e+00
38628.25 9.6440e-07 1.0000e+00
39768.62 6.5961e-07 1.0000e+00
40915.31 4.7029e-07 1.0000e+00
42074.51 3.7323e-07 1.0000e+00
43252.44 3.6339e-07 1.0000e+00
44454.05 2.3617e-07 1.0000e+00
45683.04 1.6372e-07 1.0000e+00
46941.68 1.4585e-07 1.0000e+00
48230.81 9.5876e-08 1.0000e+00
49550.29 7.2000e-08 1.0000e+00
50899.37 4.7992e-08 1.0000e+00
52276.86 4.0967e-08 1.0000e+00
53681.16 2.6924e-08 1.0000e+00
55110.21 2.3766e-08 1.0000e+00
56561.17 1.8993e-08 1.0000e+00
58030.00 1.8187e-08 1.0000e+00
59510.42 1.5700e-08 1.0000e+00
60993.45 1.3437e-08 1.0000e+00
62466.44 1.2908e-08 1.0000e+00
63912.69 9.6041e-09 1.0000e+00
65311.62 6.7988e-09 1.0000e+00
66639.26 1.2376e-08 1.0000e+00
67870.77 8.9383e-09 1.0000e+00
68864.47 5.5664e-09 1.0000e+00
69459.55 5.2930e-09 1.0000e+00
69744.99 8.9950e-09 1.0000e+00
69888.26 8.3672e-09 1.0000e+00
69959.62 8.1388e-09 1.0000e+00
69991.15 8.0958e-09 1.0000e+00
69999.53 8.0921e-09 1.0000e+00
#TIME: 216.97
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 3.2309e-02 9.6769e-01
857.79 2.5557e-02 9.7444e-01
878.44 6.5904e-02 9.3410e-01
917.72 2.3803e-02 9.7620e-01
973.04 3.5998e-02 9.6400e-01
1034.98 1.9798e-02 9.8020e-01
1099.97 1.7800e-02 9.8220e-01
1169.04 3.2162e-02 9.6784e-01
1242.44 4.6687e-02 9.5331e-01
1320.45 2.7676e-02 9.7232e-01
1403.37 3.2136e-02 9.6786e-01
1491.49 3.7682e-02 9.6232e-01
1585.14 5.6480e-02 9.4352e-01
1684.67 3.1599e-02 9.6840e-01
1790.45 2.9693e-02 9.7031e-01
1902.87 2.9272e-02 9.7073e-01
2022.36 2.5139e-02 9.7486e-01
2149.34 1.8975e-02 9.8102e-01
2284.30 2.1458e-03 9.9785e-01
2427.74 3.2502e-03 9.9675e-01
2580.18 2.9285e-03 9.9707e-01
2742.19 2.7872e-03 9.9721e-01
2914.37 2.8345e-03 9.9717e-01
3097.37 3.2364e-03 9.9676e-01
3291.85 3.3589e-03 9.9664e-01
3498.55 5.6934e-03 9.9431e-01
3718.23 5.3174e-02 9.4683e-01
3951.70 1.8017e-01 8.1983e-01
4199.83 1.2700e-01 8.7300e-01
4463.54 1.3840e-01 8.6160e-01
4743.81 1.7369e-01 8.2631e-01
5041.68 2.0326e-01 7.9674e-01
5358.25 2.3176e-01 7.6824e-01
5694.70 2.5629e-01 7.4371e-01
6052.28 2.7709e-01 7.2291e-01
6432.31 2.9376e-01 7.0624e-01
6836.20 3.1750e-01 6.8250e-01
7265.45 3.2962e-01 6.7038e-01
7721.65 3.5608e-01 6.4392e-01
8206.56 3.6474e-01 6.3526e-01
8717.73 4.0014e-01 5.9986e-01
9214.74 4.3149e-01 5.6851e-01
9629.11 4.7672e-01 5.2328e-01
9954.11 4.7228e-01 5.2772e-01
10245.64 4.8381e-01 5.1619e-01
10541.49 5.3467e-01 4.6533e-01
10839.94 5.4997e-01 4.5003e-01
11119.11 5.6118e-01 4.3882e-01
11355.83 5.5787e-01 4.4213e-01
11539.81 5.7363e-01 4.2637e-01
11677.16 6.2744e-01 3.7256e-01
11784.05 6.5539e-01 3.4461e-01
11875.85 6.6095e-01 3.3905e-01
11963.37 6.0770e-01 3.9230e-01
12055.39 6.0296e-01 3.9704e-01
12170.41 5.1499e-01 4.8501e-01
12360.89 8.9940e-02 9.1006e-01
12670.46 1.6406e-02 9.8359e-01
13075.34 8.3108e-03 9.9169e-01
13530.52 7.5088e-03 9.9249e-01
14012.75 6.2224e-03 9.9378e-01
14508.81 4.7495e-03 9.9525e-01
15002.30 3.8793e-03 9.9612e-01
15475.29 4.2069e-03 9.9579e-01
15923.68 3.3163e-03 9.9668e-01
16355.64 2.7061e-03 9.9729e-01
16776.27 2.2403e-03 9.9776e-01
17183.14 2.5060e-03 9.9749e-01
17580.45 2.1530e-03 9.9785e-01
17990.34 2.0088e-03 9.9799e-01
18458.06 1.7356e-03 9.9826e-01
19084.69 1.4690e-03 9.9853e-01
19999.79 9.9031e-04 9.9901e-01
21193.46 3.5453e-04 9.9965e-01
22528.72 2.1402e-04 9.9979e-01
23943.32 1.4438e-04 9.9986e-01
25446.74 9.1818e-05 9.9991e-01
27044.57 4.8132e-05 9.9995e-01
28744.18 2.4266e-05 9.9998e-01
30520.16 1.3910e-05 9.9999e-01
32243.50 8.2315e-06 9.9999e-01
33773.01 5.7076e-06 9.9999e-01
35108.48 3.8957e-06 1.0000e+00
36326.30 2.3703e-06 1.0000e+00
37486.70 1.3616e-06 1.0000e+00
38628.25 1.0635e-06 1.0000e+00
39768.62 6.6890e-07 1.0000e+00
40915.31 4.9289e-07 1.0000e+00
42074.51 3.8332e-07 1.0000e+00
43252.44 3.7765e-07 1.0000e+00
44454.05 2.5990e-07 1.0000e+00
45683.04 1.6010e-07 1.0000e+00
46941.68 1.6056e-07 1.0000e+00
48230.81 9.9855e-08 1.0000e+00
49550.29 7.2420e-08 1.0000e+00
50899.37 5.0960e-08 1.0000e+00
52276.86 4.4328e-08 1.0000e+00
53681.16 3.2085e-08 1.0000e+00
55110.21 2.2594e-08 1.0000e+00
56561.17 1.7492e-08 1.0000e+00
58030.00 1.6507e-08 1.0000e+00
59510.42 1.6877e-08 1.0000e+00
60993.45 1.4536e-08 1.0000e+00
62466.44 1.3275e-08 1.0000e+00
63912.69 1.0479e-08 1.0000e+00
65311.62 9.1143e-09 1.0000e+00
66639.26 1.9851e-08 1.0000e+00
67870.77 9.5931e-09 1.0000e+00
68864.47 6.4761e-09 1.0000e+00
69459.55 6.7065e-09 1.0000e+00
69744.99 9.9539e-09 1.0000e+00
69888.26 9.7344e-09 1.0000e+00
69959.62 9.2500e-09 1.0000e+00
69991.15 9.2935e-09 1.0000e+00
69999.53 9.2288e-09 1.0000e+00
#TIME: 220.09
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 2.0545e-02 9.7946e-01
857.79 2.7589e-02 9.7241e-01
878.44 1.0950e-02 9.8905e-01
917.72 1.5180e-02 9.8482e-01
973.04 3.0346e-02 9.6965e-01
1034.98 2.6055e-02 9.7395e-01
1099.97 3.4191e-02 9.6581e-01
1169.04 3.6177e-02 9.6382e-01
1242.44 4.7045e-02 9.5296e-01
1320.45 3.7124e-02 9.6288e-01
1403.37 3.3758e-02 9.6624e-01
1491.49 3.3367e-02 9.6663e-01
1585.14 6.3240e-02 9.3676e-01
1684.67 4.9052e-02 9.5095e-01
1790.45 3.3097e-02 9.6690e-01
1902.87 2.7590e-02 9.7241e-01
2022.36 2.2457e-02 9.7754e-01
2149.34 1.7886e-02 9.8211e-01
2284.30 7.1005e-03 9.9290e-01
2427.74 3.4784e-03 9.9652e-01
2580.18 2.8653e-03 9.9713e-01
2742.19 2.8000e-03 9.9720e-01
2914.37 2.9318e-03 9.9707e-01
3097.37 3.2023e-03 9.9680e-01
3291.85 3.7860e-03 9.9621e-01
3498.55 5.9124e-03 9.9409e-01
3718.23 5.2719e-02 9.4728e-01
3951.70 1.8596e-01 8.1404e-01
4199.83 1.4520e-01 8.5480e-01
4463.54 1.5281e-01 8.4719e-01
4743.81 1.8588e-01 8.1412e-01
5041.68 2.1556e-01 7.8444e-01
5358.25 2.3651e-01 7.6349e-01
5694.70 2.6448e-01 7.3552e-01
6052.28 2.8900e-01 7.1100e-01
6432.31 3.0805e-01 6.9195e-01
6836.20 3.2866e-01 6.7134e-01
7265.45 3.4825e-01 6.5175e-01
7721.65 3.6317e-01 6.3683e-01
8206.56 3.9130e-01 6.0870e-01
8717.73 4.0961e-01 5.9039e-01
9214.74 4.4992e-01 5.5008e-01
9629.11 4.6965e-01 5.3035e-01
9954.11 4.8651e-01 5.1349e-01
10245.64 4.8478e-01 5.1522e-01
10541.49 5.2808e-01 4.7192e-01
10839.94 5.6116e-01 4.3884e-01
11119.11 5.9619e-01 4.0381e-01
11355.83 6.1166e-01 3.8834e-01
11539.81 6.5641e-01 3.4359e-01
11677.16 6.6522e-01 3.3478e-01
11784.05 6.8341e-01 3.1659e-01
11875.85 6.8852e-01 3.1148e-01
11963.37 6.6939e-01 3.3061e-01
12055.39 5.9848e-01 4.0152e-01
12170.41 4.3542e-01 5.6458e-01
12360.89 8.2339e-02 9.1766e-01
12670.46 1.3851e-02 9.8615e-01
13075.34 9.1792e-03 9.9082e-01
13530.52 8.3397e-03 9.9166e-01
14012.75 5.9261e-03 9.9407e-01
14508.81 4.2615e-03 9.9574e-01
15002.30 5.0360e-03 9.9496e-01
15475.29 3.9505e-03 9.9605e-01
15923.68 3.7490e-03 9.9625e-01
16355.64 2.3592e-03 9.9764e-01
16776.27 2.1878e-03 9.9781e-01
17183.14 2.7733e-03 9.9723e-01
17580.45 2.3561e-03 9.9764e-01
17990.34 2.1776e-03 9.9782e-01
18458.06 1.6477e-03 9.9835e-01
19084.69 1.6795e-03 9.9832e-01
19999.79 1.2132e-03 9.9879e-01
21193.46 4.2262e-04 9.9958e-01
22528.72 2.0808e-04 9.9979e-01
23943.32 1.1257e-04 9.9989e-01
25446.74 1.0640e-04 9.9989e-01
27044.57 5.7206e-05 9.9994e-01
28744.18 2.7862e-05 9.9997e-01
30520.16 1.5878e-05 9.9998e-01
32243.50 8.8045e-06 9.9999e-01
33773.01 6.0855e-06 9.9999e-01
35108.48 4.6963e-06 1.0000e+00
36326.30 2.5694e-06 1.0000e+00
37486.70 1.2466e-06 1.0000e+00
38628.25 8.4709e-07 1.0000e+00
39768.62 6.1976e-07 1.0000e+00
40915.31 5.6955e-07 1.0000e+00
42074.51 4.3595e-07 1.0000e+00
43252.44 3.8531e-07 1.0000e+00
44454.05 2.6933e-07 1.0000e+00
45683.04 1.9287e-07 1.0000e+00
46941.68 1.6882e-07 1.0000e+00
48230.81 1.0292e-07 1.0000e+00
49550.29 7.3760e-08 1.0000e+00
50899.37 4.9322e-08 1.0000e+00
52276.86 4.2394e-08 1.0000e+00
53681.16 3.2378e-08 1.0000e+00
55110.21 2.8540e-08 1.0000e+00
56561.17 1.8009e-08 1.0000e+00
58030.00 1.8223e-08 1.0000e+00
59510.42 1.4558e-08 1.0000e+00
60993.45 1.1793e-08 1.0000e+00
62466.44 1.2777e-08 1.0000e+00
63912.69 1.0966e-08 1.0000e+00
65311.62 7.7960e-09 1.0000e+00
66639.26 1.7061e-08 1.0000e+00
67870.77 1.2990e-08 1.0000e+00
68864.47 7.8180e-09 1.0000e+00
69459.55 8.9787e-09 1.0000e+00
69744.99 1.2871e-08 1.0000e+00
69888.26 1.2644e-08 1.0000e+00
69959.62 1.2603e-08 1.0000e+00
69991.15 1.2727e-08 1.0000e+00
69999.53 1.2792e-08 1.0000e+00
#TIME: 223.25
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 2.7021e-02 9.7298e-01
857.79 4.6602e-02 9.5340e-01
878.44 8.1058e-02 9.1894e-01
917.72 6.4803e-02 9.3520e-01
973.04 3.7018e-02 9.6298e-01
1034.98 1.4984e-02 9.8502e-01
1099.97 3.5002e-02 9.6500e-01
1169.04 2.3820e-02 9.7618e-01
1242.44 2.5755e-02 9.7425e-01
1320.45 2.9512e-02 9.7049e-01
1403.37 4.2108e-02 9.5789e-01
1491.49 2.5694e-02 9.7431e-01
1585.14 5.8070e-02 9.4193e-01
1684.67 3.2230e-02 9.6777e-01
1790.45 3.7748e-02 9.6225e-01
1902.87 3.2073e-02 9.6793e-01
2022.36 2.0158e-02 9.7984e-01
2149.34 2.0886e-02 9.7911e-01
2284.30 1.3247e-02 9.8675e-01
2427.74 3.7821e-03 9.9622e-01
2580.18 3.0934e-03 9.9691e-01
2742.19 2.8746e-03 9.9713e-01
2914.37 2.7980e-03 9.9720e-01
3097.37 3.1950e-03 9.9681e-01
3291.85 3.6562e-03 9.9634e-01
3498.55 5.6534e-03 9.9435e-01
3718.23 5.5918e-02 9.4408e-01
3951.70 1.9933e-01 8.0067e-01
4199.83 1.5709e-01 8.4291e-01
4463.54 1.5990e-01 8.4010e-01
4743.81 1.9679e-01 8.0321e-01
5041.68 2.2343e-01 7.7657e-01
5358.25 2.5511e-01 7.4489e-01
5694.70 2.8598e-01 7.1402e-01
6052.28 3.0471e-01 6.9529e-01
6432.31 3.2009e-01 6.7991e-01
6836.20 3.5313e-01 6.4687e-01
7265.45 3.6932e-01 6.3068e-01
7721.65 3.7340e-01 6.2660e-01
8206.56 3.9634e-01 6.0366e-01
8717.73 4.0864e-01 5.9136e-01
9214.74 4.5030e-01 5.4970e-01
9629.11 4.6022e-01 5.3978e-01
9954.11 4.6322e-01 5.3678e-01
10245.64 5.1427e-01 4.8573e-01
10541.49 5.0415e-01 4.9585e-01
10839.94 5.6103e-01 4.3897e-01
11119.11 5.5942e-01 4.4058e-01
11355.83 5.8556e-01 4.1444e-01
11539.81 6.2027e-01 3.7973e-01
11677.16 6.5947e-01 3.4053e-01
11784.05 6.4783e-01 3.5217e-01
11875.85 6.1438e-01 3.8562e-01
11963.37 6.1483e-01 3.8517e-01
12055.39 6.0392e-01 3.9608e-01
12170.41 5.3565e-01 4.6435e-01
12360.89 9.1466e-02 9.0853e-01
12670.46 1.6817e-02 9.8318e-01
13075.34 1.1331e-02 9.8867e-01
13530.52 7.4847e-03 9.9252e-01
14012.75 5.6989e-03 9.9430e-01
14508.81 4.1982e-03 9.9580e-01
15002.30 4.7209e-03 9.9528e-01
15475.29 4.4313e-03 9.9557e-01
15923.68 3.7025e-03 9.9630e-01
16355.64 2.1163e-03 9.9788e-01
16776.27 2.2705e-03 9.9773e-01
17183.14 2.6601e-03 9.9734e-01
17580.45 2.2608e-03 9.9774e-01
17990.34 2.0961e-03 9.9790e-01
18458.06 1.6598e-03 9.9834e-01
19084.69 1.6729e-03 9.9833e-01
19999.79 1.1210e-03 9.9888e-01
21193.46 6.0728e-04 9.9939e-01
22528.72 2.5595e-04 9.9974e-01
23943.32 1.5776e-04 9.9984e-01
25446.74 9.2177e-05 9.9991e-01
27044.57 5.9381e-05 9.9994e-01
28744.18 4.1434e-05 9.9996e-01
30520.16 1.8331e-05 9.9998e-01
32243.50 9.7949e-06 9.9999e-01
33773.01 6.1166e-06 9.9999e-01
35108.48 4.6735e-06 1.0000e+00
36326.30 2.9358e-06 1.0000e+00
37486.70 1.5756e-06 1.0000e+00
38628.25 1.0692e-06 1.0000e+00
39768.62 7.3105e-07 1.0000e+00
40915.31 5.0569e-07 1.0000e+00
42074.51 4.3044e-07 1.0000e+00
43252.44 3.8657e-07 1.0000e+00
44454.05 2.8315e-07 1.0000e+00
45683.04 1.8086e-07 1.0000e+00
46941.68 1.6483e-07 1.0000e+00
48230.81 1.0930e-07 1.0000e+00
49550.29 8.1867e-08 1.0000e+00
50899.37 5.6011e-08 1.0000e+00
52276.86 4.7998e-08 1.0000e+00
53681.16 3.6686e-08 1.0000e+00
55110.21 2.6621e-08 1.0000e+00
56561.17 2.2299e-08 1.0000e+00
58030.00 1.9243e-08 1.0000e+00
59510.42 1.6512e-08 1.0000e+00
60993.45 1.3868e-08 1.0000e+00
62466.44 1.2668e-08 1.0000e+00
63912.69 9.5950e-09 1.0000e+00
65311.62 8.5046e-09 1.0000e+00
66639.26 1.5513e-08 1.0000e+00
67870.77 1.1234e-08 1.0000e+00
68864.47 6.3094e-09 1.0000e+00
69459.55 7.0527e-09 1.0000e+00
69744.99 1.1414e-08 1.0000e+00
69888.26 1.2652e-08 1.0000e+00
69959.62 1.2416e-08 1.0000e+00
69991.15 1.2257e-08 1.0000e+00
69999.53 1.2180e-08 1.0000e+00
#TIME: 226.46
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 1.7091e-02 9.8291e-01
857.79 3.0565e-02 9.6944e-01
878.44 9.0961e-02 9.0904e-01
917.72 4.1187e-02 9.5881e-01
973.04 2.6090e-02 9.7391e-01
1034.98 1.3234e-02 9.8677e-01
1099.97 3.8516e-02 9.6148e-01
1169.04 4.9237e-02 9.5076e-01
1242.44 3.0968e-02 9.6903e-01
1320.45 3.2144e-02 9.6786e-01
1403.37 3.3700e-02 9.6630e-01
1491.49 2.4573e-02 9.7543e-01
1585.14 6.3586e-02 9.3641e-01
1684.67 4.6487e-02 9.5351e-01
1790.45 3.5293e-02 9.6471e-01
1902.87 3.2736e-02 9.6726e-01
2022.36 1.9523e-02 9.8048e-01
2149.34 2.6197e-02 9.7380e-01
2284.30 1.6148e-02 9.8385e-01
2427.74 3.9235e-03 9.9608e-01
2580.18 3.2620e-03 9.9674e-01
2742.19 2.8960e-03 9.9710e-01
2914.37 2.9550e-03 9.9705e-01
3097.37 3.1404e-03 9.9686e-01
3291.85 3.8318e-03 9.9617e-01
3498.55 6.1364e-03 9.9386e-01
3718.23 6.4090e-02 9.3591e-01
3951.70 2.1301e-01 7.8699e-01
4199.83 1.6967e-01 8.3033e-01
4463.54 1.7335e-01 8.2665e-01
4743.81 2.1057e-01 7.8943e-01
5041.68 2.3762e-01 7.6238e-01
5358.25 2.6766e-01 7.3234e-01
5694.70 2.8112e-01 7.1888e-01
6052.28 3.0038e-01 6.9962e-01
6432.31 3.1726e-01 6.8274e-01
6836.20 3.3614e-01 6.6386e-01
7265.45 3.6319e-01 6.3681e-01
7721.65 3.8199e-01 6.1801e-01
8206.56 3.9353e-01 6.0647e-01
8717.73 3.9787e-01 6.0213e-01
9214.74 4.4853e-01 5.5147e-01
9629.11 4.7291e-01 5.2709e-01
9954.11 5.0569e-01 4.9431e-01
10245.64 5.2149e-01 4.7851e-01
10541.49 5.1939e-01 4.8061e-01
10839.94 5.4432e-01 4.5568e-01
11119.11 6.2352e-01 3.7648e-01
11355.83 6.1477e-01 3.8523e-01
11539.81 6.3206e-01 3.6794e-01
11677.16 6.6691e-01 3.3309e-01
11784.05 6.5090e-01 3.4910e-01
11875.85 6.7092e-01 3.2908e-01
11963.37 6.3374e-01 3.6626e-01
12055.39 5.5960e-01 4.4040e-01
12170.41 4.7957e-01 5.2043e-01
12360.89 6.7520e-02 9.3248e-01
12670.46 2.1925e-02 9.7807e-01
13075.34 1.3051e-02 9.8695e-01
13530.52 8.5374e-03 9.9146e-01
14012.75 6.0560e-03 9.9394e-01
14508.81 4.7256e-03 9.9527e-01
15002.30 4.5664e-03 9.9543e-01
15475.29 4.3414e-03 9.9566e-01
15923.68 3.2765e-03 9.9672e-01
16355.64 2.2297e-03 9.9777e-01
16776.27 2.2485e-03 9.9775e-01
17183.14 2.2499e-03 9.9775e-01
17580.45 2.2396e-03 9.9776e-01
17990.34 1.8933e-03 9.9811e-01
18458.06 1.5857e-03 9.9841e-01
19084.69 1.3777e-03 9.9862e-01
19999.79 1.0065e-03 9.9899e-01
21193.46 4.3858e-04 9.9956e-01
22528.72 3.0299e-04 9.9970e-01
23943.32 1.9351e-04 9.9981e-01
25446.74 1.4398e-04 9.9986e-01
27044.57 6.7026e-05 9.9993e-01
28744.18 2.8262e-05 9.9997e-01
30520.16 1.7673e-05 9.9998e-01
32243.50 1.2896e-05 9.9999e-01
33773.01 7.3296e-06 9.9999e-01
35108.48 5.0443e-06 9.9999e-01
36326.30 3.3333e-06 1.0000e+00
37486.70 1.7295e-06 1.0000e+00
38628.25 1.0413e-06 1.0000e+00
39768.62 7.6654e-07 1.0000e+00
40915.31 6.6248e-07 1.0000e+00
42074.51 4.9602e-07 1.0000e+00
43252.44 4.2483e-07 1.0000e+00
44454.05 2.9468e-07 1.0000e+00
45683.04 1.6733e-07 1.0000e+00
46941.68 1.6374e-07 1.0000e+00
48230.81 1.1487e-07 1.0000e+00
49550.29 7.9552e-08 1.0000e+00
50899.37 4.9616e-08 1.0000e+00
52276.86 4.8531e-08 1.0000e+00
53681.16 3.4949e-08 1.0000e+00
55110.21 2.5689e-08 1.0000e+00
56561.17 2.0788e-08 1.0000e+00
58030.00 2.0260e-08 1.0000e+00
59510.42 1.7314e-08 1.0000e+00
60993.45 1.4302e-08 1.0000e+00
62466.44 1.4504e-08 1.0000e+00
63912.69 1.0724e-08 1.0000e+00
65311.62 1.0465e-08 1.0000e+00
66639.26 1.4953e-08 1.0000e+00
67870.77 1.1090e-08 1.0000e+00
68864.47 6.1858e-09 1.0000e+00
69459.55 7.6656e-09 1.0000e+00
69744.99 1.0406e-08 1.0000e+00
69888.26 1.0672e-08 1.0000e+00
69959.62 1.0660e-08 1.0000e+00
69991.15 1.0499e-08 1.0000e+00
69999.53 1.0712e-08 1.0000e+00
#TIME: 229.71
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 1.6672e-02 9.8333e-01
857.79 1.1806e-01 8.8194e-01
878.44 1.2445e-01 8.7555e-01
917.72 2.8135e-02 9.7187e-01
973.04 6.2463e-02 9.3754e-01
1034.98 1.5942e-02 9.8406e-01
1099.97 3.3122e-02 9.6688e-01
1169.04 2.5043e-02 9.7496e-01
1242.44 4.9030e-02 9.5097e-01
1320.45 4.9638e-02 9.5036e-01
1403.37 1.6976e-02 9.8302e-01
1491.49 1.7252e-02 9.8275e-01
1585.14 5.2845e-02 9.4715e-01
1684.67 3.9947e-02 9.6005e-01
1790.45 2.6715e-02 9.7329e-01
1902.87 2.0584e-02 9.7942e-01
2022.36 2.0943e-02 9.7906e-01
2149.34 2.2609e-02 9.7739e-01
2284.30 1.6580e-02 9.8342e-01
2427.74 4.3754e-03 9.9562e-01
2580.18 3.3284e-03 9.9667e-01
2742.19 2.8419e-03 9.9716e-01
2914.37 2.7734e-03 9.9723e-01
3097.37 3.3442e-03 9.9666e-01
3291.85 3.9133e-03 9.9609e-01
3498.55 6.3764e-03 9.9362e-01
3718.23 6.3069e-02 9.3693e-01
3951.70 2.2934e-01 7.7066e-01
4199.83 1.9206e-01 8.0794e-01
4463.54 1.9022e-01 8.0978e-01
4743.81 2.3134e-01 7.6866e-01
5041.68 2.4597e-01 7.5403e-01
5358.25 2.8320e-01 7.1680e-01
5694.70 3.0604e-01 6.9396e-01
6052.28 3.1802e-01 6.8198e-01
6432.31 3.3644e-01 6.6356e-01
6836.20 3.5893e-01 6.4107e-01
7265.45 3.6324e-01 6.3676e-01
7721.65 3.7543e-01 6.2457e-01
8206.56 4.0710e-01 5.9290e-01
8717.73 4.2406e-01 5.7594e-01
9214.74 4.5103e-01 5.4897e-01
9629.11 4.8274e-01 5.1726e-01
9954.11 4.6363e-01 5.3637e-01
10245.64 5.4121e-01 4.5879e-01
10541.49 4.7778e-01 5.2222e-01
10839.94 5.3850e-01 4.6150e-01
11119.11 5.7476e-01 4.2524e-01
11355.83 5.8267e-01 4.1733e-01
11539.81 6.6976e-01 3.3024e-01
11677.16 6.4991e-01 3.5009e-01
11784.05 6.2475e-01 3.7525e-01
11875.85 6.2782e-01 3.7218e-01
11963.37 6.8127e-01 3.1873e-01
12055.39 5.0122e-01 4.9878e-01
12170.41 4.8828e-01 5.1172e-01
12360.89 7.1002e-02 9.2900e-01
12670.46 2.2657e-02 9.7734e-01
13075.34 1.2063e-02 9.8794e-01
13530.52 1.0368e-02 9.8963e-01
14012.75 6.7293e-03 9.9327e-01
14508.81 4.8877e-03 9.9511e-01
15002.30 1.9168e-03 9.9808e-01
15475.29 2.4300e-03 9.9757e-01
15923.68 3.2786e-03 9.9672e-01
