#NTIMES: 50
#NSTAGES 2
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 115
#vel_mid[km/s] mg0 mg1
16355.64 2.0776e-03 9.9792e-01
16776.27 2.1063e-03 9.9789e-01
17183.14 1.9360e-03 9.9806e-01
17580.45 1.9355e-03 9.9806e-01
17990.34 2.0206e-03 9.9798e-01
18458.06 1.9164e-03 9.9808e-01
19084.69 1.9699e-03 9.9803e-01
19999.79 1.0706e-03 9.9893e-01
21193.46 4.2505e-04 9.9957e-01
22528.72 2.9187e-04 9.9971e-01
23943.32 1.7033e-04 9.9983e-01
25446.74 1.3618e-04 9.9986e-01
27044.57 6.8540e-05 9.9993e-01
28744.18 3.5420e-05 9.9996e-01
30520.16 1.6800e-05 9.9998e-01
32243.50 9.4937e-06 9.9999e-01
33773.01 6.6209e-06 9.9999e-01
35108.48 5.6615e-06 9.9999e-01
36326.30 3.8896e-06 1.0000e+00
37486.70 1.7585e-06 1.0000e+00
38628.25 1.1923e-06 1.0000e+00
39768.62 9.3095e-07 1.0000e+00
40915.31 7.3907e-07 1.0000e+00
42074.51 4.8024e-07 1.0000e+00
43252.44 3.9179e-07 1.0000e+00
44454.05 3.1238e-07 1.0000e+00
45683.04 2.0304e-07 1.0000e+00
46941.68 2.0400e-07 1.0000e+00
48230.81 1.1273e-07 1.0000e+00
49550.29 7.8078e-08 1.0000e+00
50899.37 6.1509e-08 1.0000e+00
52276.86 4.3445e-08 1.0000e+00
53681.16 3.5478e-08 1.0000e+00
55110.21 2.8452e-08 1.0000e+00
56561.17 2.2854e-08 1.0000e+00
58030.00 2.0558e-08 1.0000e+00
59510.42 1.8138e-08 1.0000e+00
60993.45 1.5937e-08 1.0000e+00
62466.44 1.6732e-08 1.0000e+00
63912.69 1.2100e-08 1.0000e+00
65311.62 1.0298e-08 1.0000e+00
66639.26 1.8064e-08 1.0000e+00
67870.77 1.2490e-08 1.0000e+00
68864.47 8.6586e-09 1.0000e+00
69459.55 7.2727e-09 1.0000e+00
69744.99 1.0632e-08 1.0000e+00
69888.26 1.0739e-08 1.0000e+00
69959.62 1.1061e-08 1.0000e+00
69991.15 1.1049e-08 1.0000e+00
69999.53 1.0843e-08 1.0000e+00
#TIME: 233.01
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 3.2831e-02 9.6717e-01
857.79 2.3632e-01 7.6368e-01
878.44 1.5136e-01 8.4864e-01
917.72 4.7320e-02 9.5268e-01
973.04 1.4381e-02 9.8562e-01
1034.98 5.1440e-02 9.4856e-01
1099.97 2.1792e-02 9.7821e-01
1169.04 2.0864e-02 9.7914e-01
1242.44 3.4694e-02 9.6531e-01
1320.45 3.4890e-02 9.6511e-01
1403.37 4.3635e-02 9.5636e-01
1491.49 5.4127e-02 9.4587e-01
1585.14 4.4818e-02 9.5518e-01
1684.67 1.1611e-01 8.8389e-01
1790.45 4.2829e-02 9.5717e-01
1902.87 1.4240e-02 9.8576e-01
2022.36 2.7196e-02 9.7280e-01
2149.34 1.8623e-02 9.8138e-01
2284.30 1.6149e-02 9.8385e-01
2427.74 4.3840e-03 9.9562e-01
2580.18 3.8463e-03 9.9615e-01
2742.19 3.1059e-03 9.9689e-01
2914.37 2.9929e-03 9.9701e-01
3097.37 3.4169e-03 9.9658e-01
3291.85 3.6873e-03 9.9631e-01
3498.55 5.8869e-03 9.9411e-01
3718.23 7.0275e-02 9.2972e-01
3951.70 2.2907e-01 7.7093e-01
4199.83 1.9449e-01 8.0551e-01
4463.54 2.0243e-01 7.9757e-01
4743.81 2.4712e-01 7.5288e-01
5041.68 2.6805e-01 7.3195e-01
5358.25 2.9801e-01 7.0199e-01
5694.70 3.1972e-01 6.8028e-01
6052.28 3.1424e-01 6.8576e-01
6432.31 3.3283e-01 6.6717e-01
6836.20 3.5990e-01 6.4010e-01
7265.45 3.6145e-01 6.3855e-01
7721.65 3.8192e-01 6.1808e-01
8206.56 3.8639e-01 6.1361e-01
8717.73 4.2057e-01 5.7943e-01
9214.74 4.4649e-01 5.5351e-01
9629.11 4.9264e-01 5.0736e-01
9954.11 4.9948e-01 5.0052e-01
10245.64 5.1470e-01 4.8530e-01
10541.49 5.1881e-01 4.8119e-01
10839.94 5.4578e-01 4.5422e-01
11119.11 5.7872e-01 4.2128e-01
11355.83 6.1174e-01 3.8826e-01
11539.81 6.5377e-01 3.4623e-01
11677.16 6.1220e-01 3.8780e-01
11784.05 6.0368e-01 3.9632e-01
11875.85 6.4585e-01 3.5415e-01
11963.37 6.3881e-01 3.6119e-01
12055.39 5.6192e-01 4.3808e-01
12170.41 5.0192e-01 4.9808e-01
12360.89 7.1832e-02 9.2817e-01
12670.46 2.3970e-02 9.7603e-01
13075.34 1.2171e-02 9.8783e-01
13530.52 1.0053e-02 9.8995e-01
14012.75 7.9714e-03 9.9203e-01
14508.81 5.2125e-03 9.9479e-01
15002.30 5.4466e-03 9.9455e-01
15475.29 5.0060e-03 9.9499e-01
15923.68 2.2885e-03 9.9771e-01
16355.64 2.9832e-03 9.9702e-01
16776.27 2.6721e-03 9.9733e-01
17183.14 2.5305e-03 9.9747e-01
17580.45 2.5154e-03 9.9748e-01
17990.34 1.8885e-03 9.9811e-01
18458.06 1.7115e-03 9.9829e-01
19084.69 1.4961e-03 9.9850e-01
19999.79 1.1206e-03 9.9888e-01
21193.46 4.8610e-04 9.9951e-01
22528.72 3.5886e-04 9.9964e-01
23943.32 1.8767e-04 9.9981e-01
25446.74 1.4685e-04 9.9985e-01
27044.57 7.0373e-05 9.9993e-01
28744.18 3.6843e-05 9.9996e-01
30520.16 2.1098e-05 9.9998e-01
32243.50 1.0746e-05 9.9999e-01
33773.01 7.6893e-06 9.9999e-01
35108.48 5.0567e-06 9.9999e-01
36326.30 3.3421e-06 1.0000e+00
37486.70 1.9365e-06 1.0000e+00
38628.25 1.3405e-06 1.0000e+00
39768.62 9.7846e-07 1.0000e+00
40915.31 6.8099e-07 1.0000e+00
42074.51 5.5348e-07 1.0000e+00
43252.44 5.1851e-07 1.0000e+00
44454.05 3.4840e-07 1.0000e+00
45683.04 2.0569e-07 1.0000e+00
46941.68 1.8139e-07 1.0000e+00
48230.81 1.2185e-07 1.0000e+00
49550.29 1.0322e-07 1.0000e+00
50899.37 6.8777e-08 1.0000e+00
52276.86 4.7764e-08 1.0000e+00
53681.16 3.4430e-08 1.0000e+00
55110.21 2.5467e-08 1.0000e+00
56561.17 2.2679e-08 1.0000e+00
58030.00 2.1410e-08 1.0000e+00
59510.42 1.9762e-08 1.0000e+00
60993.45 1.5233e-08 1.0000e+00
62466.44 1.5479e-08 1.0000e+00
63912.69 1.2613e-08 1.0000e+00
65311.62 1.0739e-08 1.0000e+00
66639.26 1.9090e-08 1.0000e+00
67870.77 1.4516e-08 1.0000e+00
68864.47 8.0472e-09 1.0000e+00
69459.55 9.3362e-09 1.0000e+00
69744.99 1.2066e-08 1.0000e+00
69888.26 1.2417e-08 1.0000e+00
69959.62 1.2672e-08 1.0000e+00
69991.15 1.2390e-08 1.0000e+00
69999.53 1.2378e-08 1.0000e+00
#TIME: 236.36
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 8.2020e-02 9.1798e-01
857.79 2.4047e-01 7.5953e-01
878.44 4.5757e-02 9.5424e-01
917.72 2.5193e-02 9.7481e-01
973.04 9.0032e-02 9.0997e-01
1034.98 1.6152e-01 8.3848e-01
1099.97 3.9936e-02 9.6006e-01
1169.04 4.9612e-02 9.5039e-01
1242.44 5.1990e-02 9.4801e-01
1320.45 6.3602e-02 9.3640e-01
1403.37 1.5663e-01 8.4337e-01
1491.49 1.0033e-01 8.9967e-01
1585.14 4.6353e-02 9.5365e-01
1684.67 1.4817e-01 8.5183e-01
1790.45 7.5732e-02 9.2427e-01
1902.87 3.7627e-02 9.6237e-01
2022.36 1.3392e-02 9.8661e-01
2149.34 1.9085e-02 9.8091e-01
2284.30 1.4495e-02 9.8550e-01
2427.74 2.4362e-03 9.9756e-01
2580.18 3.4427e-03 9.9656e-01
2742.19 3.1045e-03 9.9690e-01
2914.37 2.9367e-03 9.9706e-01
3097.37 3.4342e-03 9.9657e-01
3291.85 3.9786e-03 9.9602e-01
3498.55 6.2414e-03 9.9376e-01
3718.23 7.4890e-02 9.2511e-01
3951.70 2.4429e-01 7.5571e-01
4199.83 2.0362e-01 7.9638e-01
4463.54 2.1028e-01 7.8972e-01
4743.81 2.4646e-01 7.5354e-01
5041.68 2.8144e-01 7.1856e-01
5358.25 2.9317e-01 7.0683e-01
5694.70 3.2246e-01 6.7754e-01
6052.28 3.2974e-01 6.7026e-01
6432.31 3.4142e-01 6.5858e-01
6836.20 3.7352e-01 6.2648e-01
7265.45 3.6967e-01 6.3033e-01
7721.65 3.7851e-01 6.2149e-01
8206.56 3.9049e-01 6.0951e-01
8717.73 4.1176e-01 5.8824e-01
9214.74 4.5682e-01 5.4318e-01
9629.11 4.9510e-01 5.0490e-01
9954.11 4.8599e-01 5.1401e-01
10245.64 5.1742e-01 4.8258e-01
10541.49 5.5030e-01 4.4970e-01
10839.94 5.6016e-01 4.3984e-01
11119.11 5.4373e-01 4.5627e-01
11355.83 5.6551e-01 4.3449e-01
11539.81 6.5648e-01 3.4352e-01
11677.16 6.3022e-01 3.6978e-01
11784.05 6.6649e-01 3.3351e-01
11875.85 6.6451e-01 3.3549e-01
11963.37 5.8630e-01 4.1370e-01
12055.39 5.9463e-01 4.0537e-01
12170.41 5.4369e-01 4.5631e-01
12360.89 6.8806e-02 9.3119e-01
12670.46 2.1496e-02 9.7850e-01
13075.34 1.3928e-02 9.8607e-01
13530.52 1.0176e-02 9.8982e-01
14012.75 7.1838e-03 9.9282e-01
14508.81 6.2366e-03 9.9376e-01
15002.30 5.1561e-03 9.9484e-01
15475.29 3.1132e-03 9.9689e-01
15923.68 4.0477e-03 9.9595e-01
16355.64 3.0477e-03 9.9695e-01
16776.27 2.5875e-03 9.9741e-01
17183.14 2.8855e-03 9.9711e-01
17580.45 2.8957e-03 9.9710e-01
17990.34 2.5971e-03 9.9740e-01
18458.06 2.2250e-03 9.9778e-01
19084.69 2.0401e-03 9.9796e-01
19999.79 1.1453e-03 9.9885e-01
21193.46 4.6335e-04 9.9954e-01
22528.72 2.7499e-04 9.9973e-01
23943.32 1.5031e-04 9.9985e-01
25446.74 1.1185e-04 9.9989e-01
27044.57 8.5080e-05 9.9991e-01
28744.18 4.1389e-05 9.9996e-01
30520.16 2.0141e-05 9.9998e-01
32243.50 1.1627e-05 9.9999e-01
33773.01 8.1328e-06 9.9999e-01
35108.48 5.8082e-06 9.9999e-01
36326.30 3.3664e-06 1.0000e+00
37486.70 1.9442e-06 1.0000e+00
38628.25 1.4855e-06 1.0000e+00
39768.62 9.8356e-07 1.0000e+00
40915.31 8.2663e-07 1.0000e+00
42074.51 5.6275e-07 1.0000e+00
43252.44 5.5978e-07 1.0000e+00
44454.05 3.7638e-07 1.0000e+00
45683.04 2.3211e-07 1.0000e+00
46941.68 2.1842e-07 1.0000e+00
48230.81 1.3461e-07 1.0000e+00
49550.29 9.1891e-08 1.0000e+00
50899.37 6.3182e-08 1.0000e+00
52276.86 5.7232e-08 1.0000e+00
53681.16 4.8283e-08 1.0000e+00
55110.21 3.1447e-08 1.0000e+00
56561.17 2.2394e-08 1.0000e+00
58030.00 2.0513e-08 1.0000e+00
59510.42 1.9174e-08 1.0000e+00
60993.45 1.6224e-08 1.0000e+00
62466.44 1.8333e-08 1.0000e+00
63912.69 1.2791e-08 1.0000e+00
65311.62 1.0144e-08 1.0000e+00
66639.26 1.8494e-08 1.0000e+00
67870.77 1.4190e-08 1.0000e+00
68864.47 9.0280e-09 1.0000e+00
69459.55 8.0158e-09 1.0000e+00
69744.99 1.1420e-08 1.0000e+00
69888.26 1.0053e-08 1.0000e+00
69959.62 9.3079e-09 1.0000e+00
69991.15 9.3158e-09 1.0000e+00
69999.53 9.3116e-09 1.0000e+00
#TIME: 239.76
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 1.0037e-01 8.9963e-01
857.79 2.2075e-01 7.7925e-01
878.44 1.7008e-01 8.2992e-01
917.72 4.8546e-02 9.5145e-01
973.04 3.6771e-02 9.6323e-01
1034.98 6.3657e-02 9.3634e-01
1099.97 5.3051e-02 9.4695e-01
1169.04 5.2848e-02 9.4715e-01
1242.44 7.1025e-02 9.2898e-01
1320.45 1.2016e-01 8.7984e-01
1403.37 9.8943e-02 9.0106e-01
1491.49 1.5457e-01 8.4543e-01
1585.14 8.4682e-02 9.1532e-01
1684.67 1.3516e-01 8.6484e-01
1790.45 1.1217e-01 8.8783e-01
1902.87 5.8690e-02 9.4131e-01
2022.36 3.0404e-02 9.6960e-01
2149.34 1.8068e-02 9.8193e-01
2284.30 1.6658e-02 9.8334e-01
2427.74 8.3803e-03 9.9162e-01
2580.18 3.4102e-03 9.9659e-01
2742.19 3.1361e-03 9.9686e-01
2914.37 2.9464e-03 9.9705e-01
3097.37 3.4432e-03 9.9656e-01
3291.85 3.9921e-03 9.9601e-01
3498.55 6.5809e-03 9.9342e-01
3718.23 7.2606e-02 9.2739e-01
3951.70 2.6423e-01 7.3577e-01
4199.83 2.2281e-01 7.7719e-01
4463.54 2.2850e-01 7.7150e-01
4743.81 2.7021e-01 7.2979e-01
5041.68 2.9331e-01 7.0669e-01
5358.25 3.2006e-01 6.7994e-01
5694.70 3.1695e-01 6.8305e-01
6052.28 3.3244e-01 6.6756e-01
6432.31 3.6350e-01 6.3650e-01
6836.20 3.6968e-01 6.3032e-01
7265.45 3.9111e-01 6.0889e-01
7721.65 3.9661e-01 6.0339e-01
8206.56 4.0000e-01 6.0000e-01
8717.73 4.3122e-01 5.6878e-01
9214.74 4.7578e-01 5.2422e-01
9629.11 4.8968e-01 5.1032e-01
9954.11 4.9637e-01 5.0363e-01
10245.64 4.9633e-01 5.0367e-01
10541.49 5.0009e-01 4.9991e-01
10839.94 5.6006e-01 4.3994e-01
11119.11 5.9382e-01 4.0618e-01
11355.83 5.7558e-01 4.2442e-01
11539.81 6.3155e-01 3.6845e-01
11677.16 7.1111e-01 2.8889e-01
11784.05 6.8351e-01 3.1649e-01
11875.85 7.1500e-01 2.8500e-01
11963.37 6.6654e-01 3.3346e-01
12055.39 6.0207e-01 3.9793e-01
12170.41 4.0784e-01 5.9216e-01
12360.89 7.2927e-02 9.2707e-01
12670.46 2.2321e-02 9.7768e-01
13075.34 1.2128e-02 9.8787e-01
13530.52 1.0066e-02 9.8993e-01
14012.75 8.0374e-03 9.9196e-01
14508.81 7.0706e-03 9.9293e-01
15002.30 3.5384e-03 9.9646e-01
15475.29 5.1960e-03 9.9480e-01
15923.68 3.8221e-03 9.9618e-01
16355.64 3.4778e-03 9.9652e-01
16776.27 2.9019e-03 9.9710e-01
17183.14 3.1937e-03 9.9681e-01
17580.45 3.5349e-03 9.9647e-01
17990.34 2.6245e-03 9.9738e-01
18458.06 2.0085e-03 9.9799e-01
19084.69 2.2339e-03 9.9777e-01
19999.79 1.3659e-03 9.9863e-01
21193.46 4.3716e-04 9.9956e-01
22528.72 2.6030e-04 9.9974e-01
23943.32 1.8765e-04 9.9981e-01
25446.74 1.1564e-04 9.9988e-01
27044.57 7.3862e-05 9.9993e-01
28744.18 3.5752e-05 9.9996e-01
30520.16 2.4350e-05 9.9998e-01
32243.50 1.2748e-05 9.9999e-01
33773.01 7.9991e-06 9.9999e-01
35108.48 5.4155e-06 9.9999e-01
36326.30 4.3077e-06 1.0000e+00
37486.70 1.8031e-06 1.0000e+00
38628.25 1.6659e-06 1.0000e+00
39768.62 1.2527e-06 1.0000e+00
40915.31 7.8174e-07 1.0000e+00
42074.51 4.9790e-07 1.0000e+00
43252.44 4.8174e-07 1.0000e+00
44454.05 3.4636e-07 1.0000e+00
45683.04 2.4348e-07 1.0000e+00
46941.68 2.5387e-07 1.0000e+00
48230.81 1.4124e-07 1.0000e+00
49550.29 1.1415e-07 1.0000e+00
50899.37 7.4781e-08 1.0000e+00
52276.86 5.6512e-08 1.0000e+00
53681.16 3.9838e-08 1.0000e+00
55110.21 3.0522e-08 1.0000e+00
56561.17 2.7231e-08 1.0000e+00
58030.00 2.3244e-08 1.0000e+00
59510.42 1.8677e-08 1.0000e+00
60993.45 1.5160e-08 1.0000e+00
62466.44 1.5953e-08 1.0000e+00
63912.69 1.2837e-08 1.0000e+00
65311.62 1.0563e-08 1.0000e+00
66639.26 2.3022e-08 1.0000e+00
67870.77 1.2274e-08 1.0000e+00
68864.47 9.0278e-09 1.0000e+00
69459.55 8.2083e-09 1.0000e+00
69744.99 1.2781e-08 1.0000e+00
69888.26 1.2031e-08 1.0000e+00
69959.62 1.2747e-08 1.0000e+00
69991.15 1.2725e-08 1.0000e+00
69999.53 1.2779e-08 1.0000e+00
#TIME: 243.21
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 1.0633e-01 8.9367e-01
857.79 1.9767e-01 8.0233e-01
878.44 3.4151e-01 6.5849e-01
917.72 5.3544e-02 9.4646e-01
973.04 8.7468e-02 9.1253e-01
1034.98 1.7245e-01 8.2755e-01
1099.97 1.4005e-01 8.5995e-01
1169.04 5.9181e-02 9.4082e-01
1242.44 6.9966e-02 9.3003e-01
1320.45 1.9407e-01 8.0593e-01
1403.37 2.0904e-01 7.9096e-01
1491.49 1.5440e-01 8.4560e-01
1585.14 1.1739e-01 8.8261e-01
1684.67 1.8602e-01 8.1398e-01
1790.45 1.1381e-01 8.8619e-01
1902.87 8.0741e-02 9.1926e-01
2022.36 4.2567e-02 9.5743e-01
2149.34 9.5859e-03 9.9041e-01
2284.30 1.4173e-02 9.8583e-01
2427.74 1.2996e-02 9.8700e-01
2580.18 3.9093e-03 9.9609e-01
2742.19 3.1973e-03 9.9680e-01
2914.37 3.3002e-03 9.9670e-01
3097.37 3.4639e-03 9.9654e-01
3291.85 4.0849e-03 9.9592e-01
3498.55 6.4737e-03 9.9353e-01
3718.23 7.0415e-02 9.2959e-01
3951.70 2.5429e-01 7.4571e-01
4199.83 2.2398e-01 7.7602e-01
4463.54 2.3346e-01 7.6654e-01
4743.81 2.6287e-01 7.3713e-01
5041.68 3.0262e-01 6.9738e-01
5358.25 3.2431e-01 6.7569e-01
5694.70 3.4364e-01 6.5636e-01
6052.28 3.4638e-01 6.5362e-01
6432.31 3.6527e-01 6.3473e-01
6836.20 3.7274e-01 6.2726e-01
7265.45 3.7884e-01 6.2116e-01
7721.65 4.0169e-01 5.9831e-01
8206.56 4.2386e-01 5.7614e-01
8717.73 4.2373e-01 5.7627e-01
9214.74 4.7119e-01 5.2881e-01
9629.11 4.8390e-01 5.1610e-01
9954.11 4.8597e-01 5.1403e-01
10245.64 4.7790e-01 5.2210e-01
10541.49 5.3350e-01 4.6650e-01
10839.94 5.6922e-01 4.3078e-01
11119.11 6.1755e-01 3.8245e-01
11355.83 6.3457e-01 3.6543e-01
11539.81 6.6738e-01 3.3262e-01
11677.16 6.4355e-01 3.5645e-01
11784.05 7.1655e-01 2.8345e-01
11875.85 7.2007e-01 2.7993e-01
11963.37 6.6741e-01 3.3259e-01
12055.39 6.1983e-01 3.8017e-01
12170.41 4.2306e-01 5.7694e-01
12360.89 8.7573e-02 9.1243e-01
12670.46 3.0980e-02 9.6902e-01
13075.34 2.0171e-02 9.7983e-01
13530.52 1.3807e-02 9.8619e-01
14012.75 1.0068e-02 9.8993e-01
14508.81 7.6763e-03 9.9232e-01
15002.30 5.9343e-03 9.9407e-01
15475.29 6.3903e-03 9.9361e-01
15923.68 4.7333e-03 9.9527e-01
16355.64 3.9652e-03 9.9603e-01
16776.27 3.8120e-03 9.9619e-01
17183.14 3.8368e-03 9.9616e-01
17580.45 3.3015e-03 9.9670e-01
17990.34 2.4054e-03 9.9759e-01
18458.06 2.0802e-03 9.9792e-01
19084.69 1.9273e-03 9.9807e-01
19999.79 1.3694e-03 9.9863e-01
21193.46 5.3333e-04 9.9947e-01
22528.72 3.1044e-04 9.9969e-01
23943.32 2.0618e-04 9.9979e-01
25446.74 1.7718e-04 9.9982e-01
27044.57 9.4895e-05 9.9991e-01
28744.18 3.8455e-05 9.9996e-01
30520.16 2.0688e-05 9.9998e-01
32243.50 1.2774e-05 9.9999e-01
33773.01 8.8888e-06 9.9999e-01
35108.48 6.3198e-06 9.9999e-01
36326.30 4.2555e-06 1.0000e+00
37486.70 2.1055e-06 1.0000e+00
38628.25 1.6263e-06 1.0000e+00
39768.62 1.0547e-06 1.0000e+00
40915.31 8.3362e-07 1.0000e+00
42074.51 5.6880e-07 1.0000e+00
43252.44 4.8326e-07 1.0000e+00
44454.05 3.8001e-07 1.0000e+00
45683.04 2.6614e-07 1.0000e+00
46941.68 2.3264e-07 1.0000e+00
48230.81 1.4493e-07 1.0000e+00
49550.29 9.9109e-08 1.0000e+00
50899.37 7.9124e-08 1.0000e+00
52276.86 7.2867e-08 1.0000e+00
53681.16 5.5461e-08 1.0000e+00
55110.21 3.2789e-08 1.0000e+00
56561.17 2.5213e-08 1.0000e+00
58030.00 2.4560e-08 1.0000e+00
59510.42 2.5454e-08 1.0000e+00
60993.45 2.3353e-08 1.0000e+00
62466.44 1.8952e-08 1.0000e+00
63912.69 1.3190e-08 1.0000e+00
65311.62 1.0169e-08 1.0000e+00
66639.26 1.8727e-08 1.0000e+00
67870.77 1.4516e-08 1.0000e+00
68864.47 8.4301e-09 1.0000e+00
69459.55 8.5275e-09 1.0000e+00
69744.99 1.3878e-08 1.0000e+00
69888.26 1.4809e-08 1.0000e+00
69959.62 1.5363e-08 1.0000e+00
69991.15 1.4830e-08 1.0000e+00
69999.53 1.4723e-08 1.0000e+00
#TIME: 246.70
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 1.6886e-01 8.3114e-01
857.79 7.0302e-02 9.2970e-01
878.44 3.0118e-01 6.9882e-01
917.72 2.0012e-01 7.9988e-01
973.04 1.3406e-01 8.6594e-01
1034.98 1.7984e-01 8.2016e-01
1099.97 2.8714e-01 7.1286e-01
1169.04 1.5005e-01 8.4995e-01
1242.44 1.4384e-01 8.5616e-01
1320.45 1.2005e-01 8.7995e-01
1403.37 1.8165e-01 8.1835e-01
1491.49 1.3961e-01 8.6039e-01
1585.14 1.7430e-01 8.2570e-01
1684.67 1.4703e-01 8.5297e-01
1790.45 1.4498e-01 8.5502e-01
1902.87 9.4634e-02 9.0537e-01
2022.36 7.5950e-02 9.2405e-01
2149.34 3.6458e-02 9.6354e-01
2284.30 1.3348e-02 9.8665e-01
2427.74 1.8898e-02 9.8110e-01
2580.18 4.3460e-03 9.9565e-01
2742.19 3.4629e-03 9.9654e-01
2914.37 3.2836e-03 9.9672e-01
3097.37 3.7358e-03 9.9626e-01
3291.85 4.2308e-03 9.9577e-01
3498.55 6.8779e-03 9.9312e-01
3718.23 7.7751e-02 9.2225e-01
3951.70 2.7991e-01 7.2009e-01
4199.83 2.3490e-01 7.6510e-01
4463.54 2.5103e-01 7.4897e-01
4743.81 2.8277e-01 7.1723e-01
5041.68 3.1268e-01 6.8732e-01
5358.25 3.2323e-01 6.7677e-01
5694.70 3.5090e-01 6.4910e-01
6052.28 3.5454e-01 6.4546e-01
6432.31 3.6070e-01 6.3930e-01
6836.20 3.7680e-01 6.2320e-01
7265.45 3.8760e-01 6.1240e-01
7721.65 3.8677e-01 6.1323e-01
8206.56 4.0914e-01 5.9086e-01
8717.73 4.1972e-01 5.8028e-01
9214.74 4.7161e-01 5.2839e-01
9629.11 5.0788e-01 4.9212e-01
9954.11 5.3904e-01 4.6096e-01
10245.64 5.3452e-01 4.6548e-01
10541.49 5.5229e-01 4.4771e-01
10839.94 5.3827e-01 4.6173e-01
11119.11 6.1394e-01 3.8606e-01
11355.83 5.9266e-01 4.0734e-01
11539.81 6.1332e-01 3.8668e-01
11677.16 5.8966e-01 4.1034e-01
11784.05 7.0520e-01 2.9480e-01
11875.85 6.8089e-01 3.1911e-01
11963.37 6.3836e-01 3.6164e-01
12055.39 5.9356e-01 4.0644e-01
12170.41 5.3095e-01 4.6905e-01
12360.89 1.0266e-01 8.9734e-01
12670.46 3.3175e-02 9.6683e-01
13075.34 1.7022e-02 9.8298e-01
13530.52 1.2566e-02 9.8743e-01
14012.75 1.0993e-02 9.8901e-01
14508.81 7.6520e-03 9.9235e-01
15002.30 5.8777e-03 9.9412e-01
15475.29 4.1081e-03 9.9589e-01
15923.68 2.9348e-03 9.9707e-01
16355.64 4.0659e-03 9.9593e-01
16776.27 4.0644e-03 9.9594e-01
17183.14 3.8331e-03 9.9617e-01
17580.45 3.4720e-03 9.9653e-01
17990.34 2.9861e-03 9.9701e-01
18458.06 2.4394e-03 9.9756e-01
19084.69 2.1060e-03 9.9789e-01
19999.79 1.1409e-03 9.9886e-01
21193.46 5.1793e-04 9.9948e-01
22528.72 4.2139e-04 9.9958e-01
23943.32 1.9265e-04 9.9981e-01
25446.74 1.4422e-04 9.9986e-01
27044.57 1.0872e-04 9.9989e-01
28744.18 3.8524e-05 9.9996e-01
30520.16 2.1208e-05 9.9998e-01
32243.50 1.3460e-05 9.9999e-01
33773.01 8.4765e-06 9.9999e-01
35108.48 6.4584e-06 9.9999e-01
36326.30 4.8033e-06 1.0000e+00
37486.70 2.4184e-06 1.0000e+00
38628.25 1.7732e-06 1.0000e+00
39768.62 1.2852e-06 1.0000e+00
40915.31 8.4244e-07 1.0000e+00
42074.51 5.8221e-07 1.0000e+00
43252.44 5.7143e-07 1.0000e+00
44454.05 4.1852e-07 1.0000e+00
45683.04 3.1154e-07 1.0000e+00
46941.68 2.7679e-07 1.0000e+00
48230.81 1.4879e-07 1.0000e+00
49550.29 1.0412e-07 1.0000e+00
50899.37 7.2604e-08 1.0000e+00
52276.86 6.7715e-08 1.0000e+00
53681.16 6.0848e-08 1.0000e+00
55110.21 3.6972e-08 1.0000e+00
56561.17 3.1139e-08 1.0000e+00
58030.00 2.5329e-08 1.0000e+00
59510.42 2.1512e-08 1.0000e+00
60993.45 1.8316e-08 1.0000e+00
62466.44 2.1748e-08 1.0000e+00
63912.69 1.7558e-08 1.0000e+00
65311.62 1.2496e-08 1.0000e+00
66639.26 2.2123e-08 1.0000e+00
67870.77 1.3285e-08 1.0000e+00
68864.47 8.8181e-09 1.0000e+00
69459.55 8.7971e-09 1.0000e+00
69744.99 1.1212e-08 1.0000e+00
69888.26 1.1464e-08 1.0000e+00
69959.62 1.1461e-08 1.0000e+00
69991.15 1.1626e-08 1.0000e+00
69999.53 1.1637e-08 1.0000e+00
#TIME: 250.25
#NVEL 115
#vel_mid[km/s] mg0 mg1
425.78 1.8098e-01 8.1902e-01
857.79 3.8478e-01 6.1522e-01
878.44 3.7664e-01 6.2336e-01
917.72 9.4864e-02 9.0514e-01
973.04 2.0428e-01 7.9572e-01
1034.98 1.5457e-01 8.4543e-01
1099.97 1.9890e-01 8.0110e-01
1169.04 1.5546e-01 8.4454e-01
1242.44 9.3833e-02 9.0617e-01
1320.45 9.2892e-02 9.0711e-01
1403.37 2.3589e-01 7.6411e-01
1491.49 1.2426e-01 8.7574e-01
1585.14 2.4692e-01 7.5308e-01
1684.67 1.9362e-01 8.0638e-01
1790.45 2.1250e-01 7.8750e-01
1902.87 1.1409e-01 8.8591e-01
2022.36 7.4661e-02 9.2534e-01
2149.34 6.5599e-02 9.3440e-01
2284.30 1.4289e-02 9.8571e-01
