#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
2.8744e+04 2.6458e+03 4.8651e+05 1.3570e-02 9.8643e-01 1.8527e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.7818e+03 2.8190e+05 7.5191e-03 9.9248e-01 3.5814e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.6571e+03 1.9288e+05 5.1001e-03 9.9490e-01 5.3718e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.6396e+03 1.4039e+05 3.7681e-03 9.9623e-01 7.1808e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.6445e+03 9.4403e+04 2.5972e-03 9.9740e-01 1.0173e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.7719e+03 6.0275e+04 1.7142e-03 9.9829e-01 1.4898e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.4647e+03 3.8428e+04 1.1365e-03 9.9886e-01 2.1554e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.4186e+03 2.5353e+04 7.8256e-04 9.9922e-01 2.9885e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.0310e+03 1.7106e+04 5.5244e-04 9.9945e-01 4.0289e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.8050e+03 1.1620e+04 3.9363e-04 9.9961e-01 5.3646e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.8640e+03 7.9155e+03 2.8131e-04 9.9972e-01 7.1204e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.4119e+03 5.3921e+03 2.0131e-04 9.9980e-01 9.4226e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.3382e+03 3.6718e+03 1.4420e-04 9.9986e-01 1.2436e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.1229e+03 2.4906e+03 1.0278e-04 9.9990e-01 1.6517e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.4229e+03 1.6869e+03 7.3157e-05 9.9993e-01 2.1962e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.3418e+03 1.1401e+03 5.1968e-05 9.9995e-01 2.9254e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.1887e+03 7.6872e+02 3.6835e-05 9.9996e-01 3.9045e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.3064e+03 5.1893e+02 2.6143e-05 9.9997e-01 5.2037e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.6838e+03 3.5013e+02 1.8524e-05 9.9998e-01 6.9553e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.6877e+03 2.3707e+02 1.3191e-05 9.9999e-01 9.2358e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.8452e+03 1.6099e+02 9.4222e-06 9.9999e-01 1.2224e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.3551e+03 1.0986e+02 6.7550e-06 9.9999e-01 1.6140e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.3875e+03 7.5493e+01 4.8777e-06 1.0000e+00 2.1154e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.0455e+03 5.2218e+01 3.5457e-06 1.0000e+00 2.7536e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.4220e+03 3.6605e+01 2.6091e-06 1.0000e+00 3.5456e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.7317e+03 2.5960e+01 1.9401e-06 1.0000e+00 4.5237e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.5684e+03 1.8748e+01 1.4673e-06 1.0000e+00 5.6823e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.2715e+03 1.3834e+01 1.1310e-06 1.0000e+00 7.0226e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.4411e+03 1.0466e+01 8.9154e-07 1.0000e+00 8.5106e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.1293e+03 8.1487e+00 7.2042e-07 1.0000e+00 1.0105e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.0691e+03 6.5430e+00 5.9804e-07 1.0000e+00 1.1731e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.0051e+03 5.9424e+00 5.5191e-07 1.0000e+00 1.2487e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.9065e+03 5.6840e+00 5.3215e-07 1.0000e+00 1.2836e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.8759e+03 5.5102e+00 5.1794e-07 1.0000e+00 1.3129e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.8756e+03 5.4679e+00 5.1535e-07 1.0000e+00 1.3156e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.8753e+03 5.4189e+00 5.1141e-07 1.0000e+00 1.3238e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.8753e+03 2.6069e+00 2.4602e-07 1.0000e+00 2.7517e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.34086478482
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
4.2577e+02 7.1353e+04 1.6112e+12 9.4448e-43 8.0240e-33 5.6683e-24 3.6474e-16 1.4927e-09 4.4529e-04 1.4995e-01 8.0433e-01 4.5270e-02 1.3439e-06
8.5779e+02 7.1960e+04 1.2897e+14 8.9998e-31 9.7752e-23 8.9090e-16 7.3940e-10 3.9920e-05 1.6029e-01 7.7805e-01 6.1567e-02 5.2466e-05 2.4243e-11
8.7843e+02 7.1952e+04 1.2892e+14 9.1807e-31 9.9609e-23 9.0630e-16 7.5092e-10 4.0416e-05 1.6157e-01 7.7745e-01 6.0893e-02 5.1278e-05 2.3372e-11
9.1772e+02 7.2006e+04 1.2898e+14 8.9640e-31 9.7380e-23 8.8779e-16 7.3704e-10 3.9817e-05 1.6002e-01 7.7818e-01 6.1710e-02 5.2721e-05 2.4431e-11
9.7304e+02 7.2005e+04 1.2893e+14 8.7968e-31 9.5706e-23 8.7422e-16 7.2717e-10 3.9401e-05 1.5897e-01 7.7867e-01 6.2264e-02 5.3704e-05 2.5158e-11
1.0350e+03 7.2144e+04 1.2906e+14 8.1521e-31 8.9083e-23 8.1913e-16 6.8583e-10 3.7603e-05 1.5426e-01 7.8078e-01 6.4866e-02 5.8487e-05 2.8829e-11
1.1000e+03 7.2393e+04 1.2925e+14 6.6352e-31 7.3426e-23 6.8769e-16 5.8638e-10 3.3193e-05 1.4234e-01 7.8540e-01 7.2152e-02 7.3098e-05 4.1174e-11
1.1690e+03 7.3259e+04 1.2981e+14 3.6868e-31 4.2264e-23 4.1687e-16 3.7421e-10 2.3162e-05 1.1249e-01 7.9097e-01 9.6375e-02 1.3546e-04 1.1100e-10
1.2425e+03 7.5145e+04 1.3298e+14 1.0474e-31 1.2797e-23 1.3962e-16 1.3861e-10 1.0283e-05 6.4739e-02 7.6411e-01 1.7065e-01 4.8559e-04 8.9364e-10
1.3205e+03 7.8577e+04 1.4325e+14 1.2933e-32 1.7045e-24 2.1408e-17 2.4522e-11 2.3807e-06 2.2439e-02 6.1021e-01 3.6407e-01 3.2743e-03 2.2635e-08
1.4033e+03 8.3065e+04 1.5772e+14 7.9596e-34 1.1433e-25 1.6975e-18 2.3193e-12 3.0669e-07 4.6452e-03 3.3618e-01 6.3692e-01 2.2255e-02 7.3160e-07
1.4915e+03 8.7586e+04 1.7102e+14 4.3365e-35 6.8035e-27 1.1914e-19 1.9509e-13 3.4304e-08 8.0648e-04 1.4168e-01 7.6568e-01 9.1821e-02 1.2399e-05
1.5852e+03 9.1871e+04 1.8055e+14 2.4138e-36 4.1658e-28 8.5951e-21 1.6930e-14 3.8706e-09 1.3573e-04 5.1817e-02 7.0075e-01 2.4719e-01 1.1434e-04
1.6847e+03 9.6461e+04 1.8794e+14 9.8454e-38 1.8946e-29 4.6690e-22 1.1287e-15 3.3824e-10 1.7835e-05 1.4608e-02 4.8729e-01 4.9731e-01 7.6984e-04
1.7904e+03 1.0144e+05 1.9127e+14 2.5958e-39 5.7045e-31 1.7207e-23 5.2655e-17 2.1139e-11 1.7152e-06 3.0279e-03 2.5039e-01 7.4274e-01 3.8449e-03
1.9028e+03 1.0671e+05 1.8918e+14 4.9958e-41 1.2869e-32 4.8698e-25 1.9436e-18 1.0680e-12 1.3596e-07 5.1266e-04 1.0385e-01 8.8078e-01 1.4865e-02
2.0223e+03 1.1247e+05 1.8836e+14 9.0103e-43 2.7082e-34 1.2806e-26 6.6773e-20 5.0057e-14 9.9932e-09 7.8832e-05 3.8363e-02 9.1256e-01 4.9001e-02
2.1493e+03 1.1871e+05 1.8796e+14 1.5414e-44 5.5369e-36 3.2639e-28 2.2284e-21 2.2759e-15 7.1265e-10 1.1466e-05 1.3061e-02 8.4722e-01 1.3970e-01
2.2843e+03 1.2508e+05 1.8995e+14 0.0000e+00 1.4414e-37 1.0318e-29 8.9884e-23 1.2134e-16 5.7458e-11 1.7465e-06 4.2731e-03 6.8542e-01 3.1031e-01
2.4277e+03 1.3061e+05 1.9020e+14 0.0000e+00 6.3692e-39 5.3750e-31 5.7566e-24 9.8254e-18 6.5753e-12 3.3254e-07 1.5003e-03 4.9647e-01 5.0203e-01
2.5802e+03 1.3436e+05 1.8679e+14 0.0000e+00 7.0179e-40 6.7073e-32 8.3641e-25 1.6922e-18 1.4435e-12 1.0252e-07 6.9322e-04 3.6909e-01 6.3022e-01
2.7422e+03 1.3527e+05 1.7847e+14 0.0000e+00 3.0343e-40 3.1114e-32 4.1903e-25 9.1939e-19 8.6525e-13 6.9279e-08 5.3621e-04 3.3219e-01 6.6728e-01
2.9144e+03 1.3269e+05 1.6540e+14 0.0000e+00 7.1382e-40 7.3435e-32 9.7336e-25 2.0764e-18 1.8071e-12 1.2543e-07 8.0495e-04 3.9397e-01 6.0522e-01
3.0973e+03 1.2613e+05 1.4645e+14 0.0000e+00 1.1863e-38 1.1364e-30 1.3351e-23 2.4436e-17 1.6018e-11 6.9579e-07 2.4806e-03 5.9226e-01 4.0526e-01
3.2918e+03 1.1530e+05 1.1678e+14 2.8026e-45 1.5750e-36 1.3271e-28 1.2604e-21 1.7530e-15 6.9224e-10 1.2217e-05 1.4165e-02 8.6099e-01 1.2483e-01
3.4986e+03 1.0354e+05 1.0061e+14 3.5873e-42 1.5897e-33 9.9355e-26 6.3941e-19 5.5076e-13 1.0124e-07 4.5922e-04 1.0305e-01 8.8258e-01 1.3911e-02
3.7182e+03 9.3883e+04 1.0794e+14 1.1966e-38 3.6876e-30 1.4002e-22 5.1322e-16 2.2503e-10 1.6072e-05 1.4642e-02 5.0239e-01 4.8230e-01 6.4769e-04
3.9517e+03 8.3858e+04 1.0178e+14 2.3030e-35 5.2757e-27 1.2655e-19 2.7996e-13 6.1091e-08 1.5675e-03 2.0768e-01 7.4049e-01 5.0259e-02 3.3108e-06
4.1999e+03 6.9537e+04 5.5011e+13 3.7776e-32 8.5161e-24 1.5335e-16 2.5188e-10 2.3777e-05 1.4992e-01 7.9009e-01 5.9922e-02 4.2564e-05 1.4126e-11
4.4636e+03 6.0425e+04 3.8266e+13 4.6583e-30 9.0505e-22 1.1686e-14 1.3679e-08 5.0456e-04 7.9414e-01 2.0492e-01 4.3919e-04 4.8165e-09 1.2691e-17
4.7438e+03 5.6968e+04 3.4367e+13 3.0153e-29 5.2142e-21 5.6084e-14 5.3447e-08 1.1989e-03 9.4153e-01 5.7250e-02 2.2403e-05 3.4075e-11 9.1212e-21
5.0416e+03 5.6042e+04 3.2659e+13 4.4703e-29 7.6424e-21 7.9925e-14 7.3333e-08 1.4574e-03 9.5904e-01 3.9494e-02 9.7316e-06 8.6233e-12 1.2302e-21
5.3582e+03 5.6010e+04 3.0935e+13 3.4680e-29 6.2476e-21 6.8818e-14 6.6483e-08 1.3877e-03 9.5752e-01 4.1082e-02 1.0524e-05 9.6724e-12 1.4274e-21
5.6947e+03 5.5763e+04 2.8966e+13 2.9625e-29 5.6054e-21 6.4570e-14 6.5045e-08 1.3844e-03 9.5955e-01 3.9055e-02 9.3065e-06 7.7918e-12 1.0227e-21
6.0522e+03 5.5065e+04 2.7297e+13 3.6587e-29 6.9949e-21 8.0414e-14 8.0095e-08 1.5781e-03 9.6891e-01 2.9508e-02 4.9656e-06 2.7605e-12 2.2414e-22
6.4323e+03 5.3652e+04 2.5158e+13 7.0585e-29 1.3213e-20 1.4515e-13 1.3500e-07 2.1611e-03 9.8234e-01 1.5496e-02 1.1946e-06 2.6708e-13 7.5040e-24
6.8362e+03 5.1690e+04 2.2719e+13 2.0052e-28 3.5806e-20 3.6356e-13 2.9945e-07 3.4619e-03 9.9073e-01 5.8071e-03 1.3864e-07 7.9215e-15 4.5498e-26
7.2654e+03 4.9563e+04 2.0738e+13 7.7290e-28 1.2740e-19 1.1576e-12 8.0079e-07 6.1405e-03 9.9209e-01 1.7686e-03 1.0358e-08 1.1590e-16 1.0014e-28
7.7216e+03 4.7151e+04 1.8855e+13 4.3586e-27 6.4317e-19 5.0781e-12 2.7676e-06 1.2580e-02 9.8702e-01 3.9889e-04 4.0566e-10 5.9744e-19 4.8954e-32
8.2065e+03 4.3993e+04 1.6766e+13 6.0587e-26 7.4968e-18 4.8125e-11 1.7794e-05 3.6564e-02 9.6338e-01 4.2479e-05 3.1694e-12 2.2751e-22 5.5720e-37
8.7177e+03 3.9074e+04 1.4095e+13 8.2133e-24 7.2129e-16 3.1799e-09 5.2421e-04 2.3474e-01 7.6473e-01 5.1047e-07 2.7236e-16 6.5098e-29 0.0000e+00
9.2147e+03 3.2616e+04 1.2013e+13 1.0354e-20 4.7563e-13 1.0302e-06 3.3040e-02 9.0289e-01 6.4068e-02 2.3340e-11 1.7904e-24 1.6060e-41 0.0000e+00
9.6291e+03 2.6838e+04 1.0045e+13 8.0475e-18 1.8515e-10 1.6040e-04 5.7269e-01 4.2695e-01 2.0757e-04 4.4070e-18 3.4610e-36 0.0000e+00 0.0000e+00
9.9539e+03 2.2294e+04 7.2794e+12 6.6387e-16 9.4361e-09 3.0613e-03 9.8313e-01 1.3813e-02 2.4924e-08 8.2494e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.8561e+04 5.3079e+12 6.4613e-14 5.7915e-07 5.2406e-02 9.4747e-01 1.2264e-04 2.9520e-13 2.0908e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.5306e+04 3.4158e+12 6.4240e-12 3.7363e-05 6.6821e-01 3.3176e-01 1.1963e-07 6.7878e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.2685e+04 3.1034e+12 2.4305e-10 5.7372e-04 9.9460e-01 4.8246e-03 1.1532e-12 2.3633e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0695e+04 3.0034e+12 9.2741e-09 7.4568e-03 9.9251e-01 3.1485e-05 2.7148e-18 8.7789e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 9.3581e+03 3.1973e+12 2.7911e-07 7.4751e-02 9.2525e-01 3.0081e-07 1.9835e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 8.3534e+03 3.4383e+12 4.7757e-06 4.3340e-01 5.6660e-01 2.4156e-09 1.7953e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 7.5477e+03 2.7591e+12 2.0499e-05 8.3939e-01 1.6059e-01 1.2720e-11 1.5524e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 6.9329e+03 1.8603e+12 4.0599e-05 9.6155e-01 3.8413e-02 9.5363e-14 3.9328e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 6.4997e+03 1.4067e+12 6.8819e-05 9.8949e-01 1.0444e-02 1.4363e-15 5.2423e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 6.1526e+03 1.1144e+12 1.1137e-04 9.9680e-01 3.0917e-03 3.0303e-17 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 5.8869e+03 7.8220e+11 1.4507e-04 9.9861e-01 1.2408e-03 1.4166e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 5.6639e+03 5.8234e+11 1.9060e-04 9.9929e-01 5.1934e-04 7.9542e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 5.3915e+03 4.2080e+11 2.9146e-04 9.9955e-01 1.5405e-04 1.5558e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 5.0054e+03 2.6468e+11 6.3231e-04 9.9935e-01 1.9187e-05 2.0028e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.6201e+03 1.6777e+11 1.5546e-03 9.9844e-01 1.8520e-06 1.2118e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 4.2633e+03 1.0607e+11 3.7196e-03 9.9628e-01 1.8678e-07 8.3228e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.8990e+03 6.2561e+10 1.0667e-02 9.8933e-01 1.1766e-08 1.3199e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.6690e+03 3.8886e+10 2.3263e-02 9.7674e-01 1.3474e-09 1.3215e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.4799e+03 2.4489e+10 4.6908e-02 9.5309e-01 1.7664e-10 2.0496e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.3131e+03 1.4246e+10 8.9738e-02 9.1026e-01 2.2075e-11 2.6485e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.1856e+03 7.9410e+09 1.3096e-01 8.6904e-01 4.6060e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 3.0946e+03 4.5526e+09 1.6468e-01 8.3532e-01 1.3768e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 3.0191e+03 2.7508e+09 2.0821e-01 7.9179e-01 4.1184e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.9738e+03 1.8631e+09 2.3806e-01 7.6194e-01 1.8028e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 2.9110e+03 1.1641e+09 2.9309e-01 7.0691e-01 5.5167e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 2.8727e+03 7.9962e+08 2.9659e-01 7.0341e-01 3.5075e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 2.8217e+03 5.1216e+08 3.4494e-01 6.5506e-01 1.2545e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 2.7635e+03 3.0540e+08 3.7289e-01 6.2711e-01 5.2625e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.7037e+03 1.2112e+08 2.8088e-01 7.1912e-01 5.2639e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.6426e+03 3.3581e+07 1.3385e-01 8.6615e-01 1.0818e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.5620e+03 9.5452e+06 8.1940e-02 9.1806e-01 9.0625e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.5405e+03 3.8774e+06 3.0395e-02 9.6960e-01 3.2012e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.5211e+03 2.0817e+06 1.7271e-02 9.8273e-01 5.5169e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.5583e+03 1.2070e+06 9.7272e-03 9.9027e-01 1.0358e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.5049e+03 5.8535e+05 6.6135e-03 9.9339e-01 1.0583e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.6053e+03 4.0761e+05 1.0128e-03 9.9899e-01 3.7524e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.5264e+03 2.1919e+05 2.1811e-03 9.9782e-01 3.7452e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.4706e+03 1.5257e+05 1.8629e-03 9.9814e-01 3.4991e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
