#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    2.990037E+03   5.6303E-022   5.1596E-014   1.8116E-006   1.0000E+000
    3.175335E+03   8.5977E-022   7.7407E-014   2.5012E-006   1.0000E+000
    3.372117E+03   1.8510E-021   1.5642E-013   4.1594E-006   1.0000E+000
    3.581093E+03   8.7777E-021   5.8017E-013   9.6098E-006   9.9999E-001
    3.803021E+03   7.7441E-020   3.8027E-012   3.0936E-005   9.9997E-001
    4.038701E+03   1.2602E-018   5.1478E-011   1.5644E-004   9.9984E-001
    4.288987E+03   2.6391E-017   1.0906E-009   1.0462E-003   9.9895E-001
    4.554784E+03   6.0069E-016   2.2394E-008   6.5683E-003   9.9343E-001
    4.837053E+03   6.4048E-015   2.0040E-007   2.4285E-002   9.7571E-001
    5.136815E+03   2.2696E-014   6.3971E-007   4.8278E-002   9.5172E-001
    5.455153E+03   3.9633E-014   1.0877E-006   6.6322E-002   9.3368E-001
    5.793220E+03   5.7356E-014   1.5665E-006   8.2679E-002   9.1732E-001
    6.152237E+03   9.9248E-014   2.6426E-006   1.1263E-001   8.8737E-001
    6.533503E+03   2.2992E-013   5.7697E-006   1.7641E-001   8.2359E-001
    6.938396E+03   7.0855E-013   1.5873E-005   3.0520E-001   6.9478E-001
    7.368382E+03   2.7246E-012   5.0427E-005   5.2676E-001   4.7319E-001
    7.825015E+03   1.2859E-011   1.7527E-004   7.9672E-001   2.0310E-001
    8.312475E+03   9.2735E-011   7.4894E-004   9.6310E-001   3.6156E-002
    8.780026E+03   1.4866E-009   5.0234E-003   9.9281E-001   2.1648E-003
    9.163219E+03   4.4717E-008   4.8362E-002   9.5158E-001   6.0744E-005
    9.482743E+03   1.5850E-006   4.2587E-001   5.7412E-001   6.1495E-007
    9.779762E+03   2.0207E-005   9.5358E-001   4.6400E-002   3.0781E-010
    1.005459E+04   1.3989E-004   9.9873E-001   1.1258E-003   2.0884E-014
    1.032091E+04   1.1899E-003   9.9879E-001   1.8049E-005   5.5848E-019
    1.060061E+04   1.3631E-002   9.8637E-001   1.7400E-007   4.3625E-024
    1.087635E+04   1.8455E-001   8.1545E-001   7.8252E-010   6.6512E-030
    1.112046E+04   8.3388E-001   1.6612E-001   5.0817E-013   6.5090E-037
    1.132521E+04   9.9395E-001   6.0520E-003   2.8255E-017   1.7325E-045
    1.149657E+04   9.9988E-001   1.2317E-004   4.0108E-022   3.5109E-055
    1.165201E+04   1.0000E+000   3.8488E-006   1.5173E-026   2.3247E-058
    1.181097E+04   1.0000E+000   2.0302E-007   2.7540E-030   1.7417E-059
    1.198906E+04   1.0000E+000   1.2399E-008   8.0672E-034   1.1864E-060
    1.220927E+04   1.0000E+000   1.2120E-009   7.3397E-037   1.1974E-061
    1.250400E+04   1.0000E+000   1.2211E-010   8.8242E-040   1.2366E-062
    1.290420E+04   1.0000E+000   9.8515E-012   5.8413E-043   1.0278E-063
    1.336316E+04   1.0000E+000   7.9034E-013   3.6847E-046   8.5498E-065
    1.384952E+04   1.0000E+000   7.2127E-014   3.0202E-049   8.1962E-066
    1.435272E+04   1.0000E+000   7.9941E-015   1.1967E-051   9.7779E-067
    1.486134E+04   1.0000E+000   1.1000E-015   8.9062E-052   1.5014E-067
    1.534785E+04   1.0000E+000   1.8227E-016   1.0391E-051   2.8918E-068
    1.580491E+04   1.0000E+000   3.7051E-017   1.2695E-051   7.1533E-069
    1.623695E+04   1.0000E+000   9.2430E-018   1.6334E-051   2.2886E-069
    1.665662E+04   1.0000E+000   2.5051E-018   2.2287E-051   8.4357E-070
    1.706068E+04   1.0000E+000   7.0233E-019   3.2025E-051   3.3859E-070
    1.744573E+04   1.0000E+000   2.0392E-019   4.7613E-051   1.4548E-070
    1.782076E+04   1.0000E+000   5.7746E-020   7.1731E-051   6.1648E-071
    1.821319E+04   1.0000E+000   1.3843E-020   1.0815E-050   2.2077E-071
    1.865407E+04   1.0000E+000   2.4879E-021   1.6196E-050   5.8786E-072
    1.920144E+04   1.0000E+000   3.7640E-021   2.4412E-050   1.3654E-071
    2.001762E+04   1.0000E+000   3.2522E-018   3.9085E-050   1.8757E-068
    2.126418E+04   1.0000E+000   5.6389E-016   5.8317E-049   3.9637E-066
    2.258196E+04   1.0000E+000   4.8674E-015   4.2782E-047   2.4477E-065
    2.398141E+04   1.0000E+000   2.4836E-014   5.0012E-046   7.3086E-065
    2.546758E+04   1.0000E+000   9.3632E-014   3.1848E-045   1.7442E-064
    2.704586E+04   1.0000E+000   4.7582E-013   3.3970E-044   5.3318E-064
    2.872194E+04   1.0000E+000   4.0413E-012   1.0020E-042   2.4885E-063
    3.050452E+04   1.0000E+000   3.0938E-011   3.4959E-041   1.1730E-062
    3.233056E+04   1.0000E+000   1.2164E-010   4.9863E-040   3.5080E-062
    3.388577E+04   1.0000E+000   3.4517E-010   4.8801E-039   8.2239E-062
    3.523968E+04   1.0000E+000   1.1033E-009   8.2191E-038   2.1342E-061
    3.646948E+04   1.0000E+000   3.2508E-009   1.5905E-036   5.2255E-061
    3.763692E+04   1.0000E+000   7.0664E-009   2.0410E-035   9.9504E-061
    3.879058E+04   1.0000E+000   1.2009E-008   1.4058E-034   1.5594E-060
    3.994057E+04   1.0000E+000   1.6513E-008   5.8176E-034   2.0316E-060
    4.109581E+04   1.0000E+000   2.0374E-008   1.6818E-033   2.4199E-060
    4.226070E+04   1.0000E+000   2.3280E-008   3.5779E-033   2.7053E-060
    4.344261E+04   1.0000E+000   2.5309E-008   6.0807E-033   2.9132E-060
    4.464626E+04   1.0000E+000   2.6718E-008   8.8722E-033   3.0929E-060
    4.587521E+04   1.0000E+000   2.7882E-008   1.1625E-032   3.3121E-060
    4.713243E+04   1.0000E+000   2.9126E-008   1.4439E-032   3.6466E-060
    4.841818E+04   1.0000E+000   3.0531E-008   1.7335E-032   4.1377E-060
    4.973324E+04   1.0000E+000   3.2075E-008   2.0309E-032   4.7776E-060
    5.107601E+04   1.0000E+000   3.3743E-008   2.3380E-032   5.5255E-060
    5.244692E+04   1.0000E+000   3.5420E-008   2.6430E-032   6.3228E-060
    5.384266E+04   1.0000E+000   3.6888E-008   2.9136E-032   7.1096E-060
    5.526356E+04   1.0000E+000   3.7978E-008   3.1195E-032   7.8598E-060
    5.670444E+04   1.0000E+000   3.8609E-008   3.2429E-032   8.5810E-060
    5.816386E+04   1.0000E+000   3.8780E-008   3.2809E-032   9.3114E-060
    5.963330E+04   1.0000E+000   3.8567E-008   3.2457E-032   1.0112E-059
    6.110594E+04   1.0000E+000   3.8006E-008   3.1454E-032   1.1039E-059
    6.256765E+04   1.0000E+000   3.7116E-008   2.9865E-032   1.2131E-059
    6.400275E+04   1.0000E+000   3.5954E-008   2.7827E-032   1.3412E-059
    6.539055E+04   1.0000E+000   3.4590E-008   2.5504E-032   1.4893E-059
    6.670595E+04   1.0000E+000   3.3159E-008   2.3144E-032   1.6575E-059
    6.792948E+04   1.0000E+000   3.1560E-008   2.0664E-032   1.8352E-059
    6.902932E+04   1.0000E+000   2.9006E-008   1.7107E-032   1.9510E-059
    6.952859E+04   1.0000E+000   2.5915E-008   1.3445E-032   1.8716E-059
    6.977958E+04   1.0000E+000   2.2991E-008   1.0498E-032   1.7230E-059
    6.990541E+04   1.0000E+000   2.0145E-008   8.0502E-033   1.5400E-059
    6.996841E+04   1.0000E+000   1.7939E-008   6.4118E-033   1.3861E-059
    6.999836E+04   1.0000E+000   1.6361E-008   5.3776E-033   1.2723E-059
    6.999993E+04   1.0000E+000   1.6194E-008   5.2743E-033   1.2600E-059
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    8.484663E+02   1.7079E-016   3.7946E-009   1.9522E-003   9.9805E-001
    8.548448E+02   1.7079E-016   3.7946E-009   1.9522E-003   9.9805E-001
    8.742693E+02   1.6966E-016   3.7716E-009   1.9452E-003   9.9805E-001
    9.144524E+02   1.6244E-016   3.6235E-009   1.8992E-003   9.9810E-001
    9.756573E+02   1.4071E-016   3.1742E-009   1.7550E-003   9.9825E-001
    1.035672E+03   1.0944E-016   2.5184E-009   1.5286E-003   9.9847E-001
    1.099431E+03   7.3364E-017   1.7404E-009   1.2255E-003   9.9877E-001
    1.167115E+03   4.1110E-017   1.0158E-009   8.8695E-004   9.9911E-001
    1.238965E+03   1.9338E-017   4.9936E-010   5.7709E-004   9.9942E-001
    1.315239E+03   8.0601E-018   2.1521E-010   3.4436E-004   9.9966E-001
    1.396209E+03   3.0181E-018   8.3963E-011   1.9265E-004   9.9981E-001
    1.482164E+03   1.0678E-018   3.1704E-011   1.0555E-004   9.9989E-001
    1.573409E+03   3.8434E-019   1.2426E-011   5.9056E-005   9.9994E-001
    1.670273E+03   1.4536E-019   5.1839E-012   3.4220E-005   9.9997E-001
    1.773099E+03   5.7505E-020   2.2859E-012   2.0430E-005   9.9998E-001
    1.882256E+03   2.2486E-020   1.0240E-012   1.2313E-005   9.9999E-001
    1.998133E+03   8.9395E-021   4.7541E-013   7.5835E-006   9.9999E-001
    2.121143E+03   3.8153E-021   2.3766E-013   4.8833E-006   1.0000E+000
    2.251727E+03   1.8197E-021   1.3158E-013   3.3515E-006   1.0000E+000
    2.390349E+03   1.0027E-021   8.2545E-014   2.4942E-006   1.0000E+000
    2.537505E+03   6.5903E-022   5.9989E-014   2.0472E-006   1.0000E+000
    2.693721E+03   5.4013E-022   5.2181E-014   1.8964E-006   1.0000E+000
    2.859554E+03   5.8058E-022   5.6620E-014   2.0409E-006   1.0000E+000
    3.035596E+03   7.9046E-022   7.5979E-014   2.5615E-006   1.0000E+000
    3.222475E+03   1.2860E-021   1.2351E-013   3.7145E-006   1.0000E+000
    3.420860E+03   3.2419E-021   2.8928E-013   6.6555E-006   9.9999E-001
    3.631457E+03   1.7491E-020   1.2373E-012   1.6541E-005   9.9998E-001
    3.855019E+03   1.9559E-019   1.0506E-011   6.1452E-005   9.9994E-001
    4.092345E+03   3.7405E-018   1.7904E-010   3.5439E-004   9.9965E-001
    4.344280E+03   9.4162E-017   4.5071E-009   2.5947E-003   9.9741E-001
    4.611726E+03   2.3835E-015   9.7224E-008   1.6576E-002   9.8342E-001
    4.895636E+03   2.7068E-014   8.8439E-007   6.1005E-002   9.3899E-001
    5.197025E+03   1.0538E-013   2.9975E-006   1.2344E-001   8.7655E-001
    5.516968E+03   2.0394E-013   5.4995E-006   1.7455E-001   8.2544E-001
    5.856607E+03   3.2847E-013   8.5849E-006   2.2426E-001   7.7573E-001
    6.217156E+03   6.1029E-013   1.5109E-005   3.0409E-001   6.9589E-001
    6.599901E+03   1.4248E-012   3.2040E-005   4.4165E-001   5.5832E-001
    7.006209E+03   4.0419E-012   7.7307E-005   6.3666E-001   3.6326E-001
    7.437530E+03   1.3413E-011   1.9894E-004   8.3114E-001   1.6866E-001
    7.895404E+03   5.8148E-011   5.8205E-004   9.5276E-001   4.6661E-002
    8.380372E+03   4.8676E-010   2.5418E-003   9.9199E-001   5.4638E-003
    8.811017E+03   8.3905E-009   1.7276E-002   9.8244E-001   2.8294E-004
    9.172405E+03   2.3260E-007   1.4964E-001   8.5035E-001   7.1543E-006
    9.503517E+03   5.4487E-006   7.6026E-001   2.3973E-001   2.4778E-008
    9.803169E+03   4.1795E-005   9.8999E-001   9.9712E-003   5.0581E-012
    1.007995E+04   2.9666E-004   9.9949E-001   2.1193E-004   2.6057E-016
    1.035808E+04   2.6132E-003   9.9738E-001   3.2607E-006   6.3764E-021
    1.065301E+04   3.0872E-002   9.6913E-001   2.8317E-008   3.8956E-026
    1.093822E+04   3.5421E-001   6.4579E-001   9.4515E-011   3.8911E-032
    1.118612E+04   9.2480E-001   7.5203E-002   3.4251E-014   2.0332E-039
    1.139045E+04   9.9776E-001   2.2367E-003   1.3399E-018   3.0966E-048
    1.156131E+04   9.9995E-001   4.6272E-005   1.9313E-023   2.4094E-057
    1.171853E+04   1.0000E+000   1.8007E-006   1.3533E-027   1.2086E-058
    1.187993E+04   1.0000E+000   1.1516E-007   4.3355E-031   1.0239E-059
    1.206425E+04   1.0000E+000   9.8746E-009   3.1231E-034   9.5708E-061
    1.229898E+04   1.0000E+000   1.2202E-009   5.7774E-037   1.2225E-061
    1.262683E+04   1.0000E+000   1.3021E-010   8.4248E-040   1.3434E-062
    1.304936E+04   1.0000E+000   1.2127E-011   8.3908E-043   1.2954E-063
    1.351462E+04   1.0000E+000   1.1914E-012   9.2647E-046   1.3274E-064
    1.400355E+04   1.0000E+000   1.3358E-013   1.3361E-048   1.5765E-065
    1.450610E+04   1.0000E+000   1.8541E-014   4.3090E-051   2.3831E-066
    1.500873E+04   1.0000E+000   3.2268E-015   9.6235E-052   4.6939E-067
    1.548290E+04   1.0000E+000   6.8177E-016   1.1175E-051   1.1685E-067
    1.593058E+04   1.0000E+000   1.7040E-016   1.3847E-051   3.6060E-068
    1.635577E+04   1.0000E+000   4.8193E-017   1.8064E-051   1.3255E-068
    1.677074E+04   1.0000E+000   1.3917E-017   2.4959E-051   5.2667E-069
    1.716748E+04   1.0000E+000   4.0882E-018   3.6067E-051   2.2247E-069
    1.754709E+04   1.0000E+000   1.1988E-018   5.3584E-051   9.6297E-070
    1.792159E+04   1.0000E+000   3.2647E-019   8.0185E-051   3.8925E-070
    1.832026E+04   1.0000E+000   7.2259E-020   1.1987E-050   1.2743E-070
    1.877597E+04   1.0000E+000   1.2944E-020   1.7799E-050   3.3527E-071
    1.935339E+04   1.0000E+000   6.4158E-021   2.6666E-050   2.5202E-071
    2.025144E+04   1.0000E+000   1.0026E-017   4.6309E-050   6.2658E-068
    2.151783E+04   1.0000E+000   9.0872E-016   7.4338E-049   6.1364E-066
    2.284253E+04   1.0000E+000   6.2337E-015   4.8924E-047   2.8944E-065
    2.424878E+04   1.0000E+000   2.9336E-014   4.7317E-046   8.0558E-065
    2.574160E+04   1.0000E+000   1.1178E-013   3.0905E-045   1.9395E-064
    2.732632E+04   1.0000E+000   6.1608E-013   3.9195E-044   6.3501E-064
    2.900860E+04   1.0000E+000   5.3446E-012   1.2901E-042   3.0519E-063
    3.080051E+04   1.0000E+000   3.7944E-011   4.2654E-041   1.3760E-062
    3.259662E+04   1.0000E+000   1.3875E-010   5.6927E-040   3.9079E-062
    3.410490E+04   1.0000E+000   3.9480E-010   5.9852E-039   9.1909E-062
    3.542836E+04   1.0000E+000   1.2640E-009   1.0831E-037   2.3915E-061
    3.664382E+04   1.0000E+000   3.6251E-009   2.1083E-036   5.7328E-061
    3.780153E+04   1.0000E+000   7.5786E-009   2.5586E-035   1.0556E-060
    3.895112E+04   1.0000E+000   1.2602E-008   1.6628E-034   1.6310E-060
    4.009600E+04   1.0000E+000   1.6960E-008   6.5751E-034   2.0804E-060
    4.124753E+04   1.0000E+000   2.0709E-008   1.8348E-033   2.4558E-060
    4.240834E+04   1.0000E+000   2.3503E-008   3.7979E-033   2.7300E-060
    4.358694E+04   1.0000E+000   2.5451E-008   6.3043E-033   2.9321E-060
    4.478684E+04   1.0000E+000   2.6819E-008   9.1358E-033   3.1126E-060
    4.601219E+04   1.0000E+000   2.7983E-008   1.1864E-032   3.3400E-060
    4.726532E+04   1.0000E+000   2.9243E-008   1.4679E-032   3.6870E-060
    4.854668E+04   1.0000E+000   3.0661E-008   1.7577E-032   4.1910E-060
    4.985678E+04   1.0000E+000   3.2214E-008   2.0552E-032   4.8408E-060
    5.119418E+04   1.0000E+000   3.3881E-008   2.3618E-032   5.5939E-060
    5.255920E+04   1.0000E+000   3.5542E-008   2.6642E-032   6.3912E-060
    5.394857E+04   1.0000E+000   3.6980E-008   2.9298E-032   7.1744E-060
    5.536261E+04   1.0000E+000   3.8034E-008   3.1295E-032   7.9202E-060
    5.679609E+04   1.0000E+000   3.8631E-008   3.2469E-032   8.6382E-060
    5.824764E+04   1.0000E+000   3.8777E-008   3.2802E-032   9.3676E-060
    5.970850E+04   1.0000E+000   3.8545E-008   3.2416E-032   1.0169E-059
    6.117210E+04   1.0000E+000   3.7972E-008   3.1391E-032   1.1098E-059
    6.262406E+04   1.0000E+000   3.7075E-008   2.9791E-032   1.2190E-059
    6.404908E+04   1.0000E+000   3.5912E-008   2.7753E-032   1.3470E-059
    6.542652E+04   1.0000E+000   3.4552E-008   2.5441E-032   1.4947E-059
    6.673162E+04   1.0000E+000   3.3128E-008   2.3094E-032   1.6621E-059
    6.794543E+04   1.0000E+000   3.1531E-008   2.0619E-032   1.8382E-059
    6.903658E+04   1.0000E+000   2.8968E-008   1.7059E-032   1.9514E-059
    6.953213E+04   1.0000E+000   2.5879E-008   1.3407E-032   1.8707E-059
    6.978124E+04   1.0000E+000   2.2958E-008   1.0467E-032   1.7217E-059
    6.990612E+04   1.0000E+000   2.0122E-008   8.0323E-033   1.5391E-059
    6.996865E+04   1.0000E+000   1.7928E-008   6.4039E-033   1.3858E-059
    6.999837E+04   1.0000E+000   1.6359E-008   5.3767E-033   1.2727E-059
    6.999993E+04   1.0000E+000   1.6194E-008   5.2743E-033   1.2605E-059
#TIME:     2.783
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    8.484663E+02   3.3723E-016   8.7627E-009   3.3900E-003   9.9661E-001
    8.532436E+02   3.3724E-016   8.7629E-009   3.3901E-003   9.9661E-001
    8.677374E+02   3.3560E-016   8.7237E-009   3.3811E-003   9.9662E-001
    8.974679E+02   3.2503E-016   8.4721E-009   3.3228E-003   9.9668E-001
    9.515791E+02   2.8547E-016   7.5230E-009   3.0964E-003   9.9690E-001
    1.010172E+03   2.2140E-016   5.9613E-009   2.6966E-003   9.9730E-001
    1.072361E+03   1.4767E-016   4.1128E-009   2.1626E-003   9.9784E-001
    1.138379E+03   8.3090E-017   2.4208E-009   1.5765E-003   9.9842E-001
    1.208460E+03   3.9555E-017   1.2131E-009   1.0418E-003   9.9896E-001
    1.282856E+03   1.6878E-017   5.3753E-010   6.3540E-004   9.9936E-001
    1.361833E+03   6.5676E-018   2.1475E-010   3.6166E-004   9.9964E-001
    1.445671E+03   2.3006E-018   7.8626E-011   1.9502E-004   9.9980E-001
    1.534670E+03   7.6735E-019   2.8223E-011   1.0400E-004   9.9990E-001
    1.629149E+03   2.6151E-019   1.0586E-011   5.6936E-005   9.9994E-001
    1.729443E+03   9.6883E-020   4.3314E-012   3.2716E-005   9.9997E-001
    1.835912E+03   3.8006E-020   1.8939E-012   1.9511E-005   9.9998E-001
    1.948936E+03   1.5237E-020   8.6255E-013   1.1923E-005   9.9999E-001
    2.068918E+03   6.4438E-021   4.1822E-013   7.5619E-006   9.9999E-001
    2.196286E+03   2.9913E-021   2.2218E-013   5.0721E-006   9.9999E-001
    2.331495E+03   1.5807E-021   1.3276E-013   3.6651E-006   1.0000E+000
    2.475029E+03   9.8271E-022   9.1347E-014   2.9039E-006   1.0000E+000
    2.627398E+03   7.4635E-022   7.4408E-014   2.5736E-006   1.0000E+000
    2.789148E+03   7.3295E-022   7.5067E-014   2.6306E-006   1.0000E+000
    2.960855E+03   9.2547E-022   9.4645E-014   3.1392E-006   1.0000E+000
    3.143134E+03   1.3871E-021   1.4411E-013   4.3181E-006   1.0000E+000
    3.336633E+03   2.7528E-021   2.8598E-013   7.0140E-006   9.9999E-001
    3.542046E+03   1.0905E-020   9.7698E-013   1.5289E-005   9.9998E-001
    3.760104E+03   9.4224E-020   6.5782E-012   4.9010E-005   9.9995E-001
    3.991586E+03   1.6472E-018   9.5212E-011   2.5062E-004   9.9975E-001
    4.237318E+03   4.0593E-017   2.3076E-009   1.7882E-003   9.9821E-001
    4.498179E+03   1.3515E-015   6.8574E-008   1.4082E-002   9.8592E-001
    4.775099E+03   3.0749E-014   1.1785E-006   7.5598E-002   9.2440E-001
    5.069067E+03   2.3702E-013   7.1156E-006   2.0818E-001   7.9181E-001
    5.381133E+03   6.9916E-013   1.8285E-005   3.4162E-001   6.5836E-001
    5.712410E+03   1.2900E-012   3.1344E-005   4.4427E-001   5.5570E-001
    6.064081E+03   2.2454E-012   5.0763E-005   5.4995E-001   4.5000E-001
    6.437403E+03   4.4275E-012   8.9941E-005   6.8169E-001   3.1822E-001
    6.833706E+03   1.0242E-011   1.7590E-004   8.1999E-001   1.7983E-001
    7.254408E+03   2.8410E-011   3.7737E-004   9.2408E-001   7.5547E-002
    7.701009E+03   1.0583E-010   9.5667E-004   9.7790E-001   2.1145E-002
    8.174877E+03   7.1393E-010   3.5391E-003   9.9348E-001   2.9771E-003
    8.633340E+03   1.0913E-008   2.2126E-002   9.7770E-001   1.7011E-004
    9.016369E+03   2.5023E-007   1.6796E-001   8.3203E-001   5.0107E-006
    9.370620E+03   5.0152E-006   7.6743E-001   2.3257E-001   1.9935E-008
    9.693341E+03   3.7733E-005   9.9007E-001   9.8884E-003   4.3888E-012
    9.981137E+03   2.5512E-004   9.9951E-001   2.3226E-004   2.9243E-016
    1.026978E+04   2.1413E-003   9.9785E-001   3.8738E-006   8.7075E-021
    1.058006E+04   2.3554E-002   9.7645E-001   3.8076E-008   7.0659E-026
    1.088843E+04   2.7859E-001   7.2141E-001   1.5918E-010   1.0557E-031
    1.116155E+04   8.9146E-001   1.0854E-001   8.3059E-014   9.4257E-039
    1.138266E+04   9.9617E-001   3.8265E-003   5.0062E-018   3.3224E-047
    1.156405E+04   9.9992E-001   7.8451E-005   7.5796E-023   1.0641E-056
    1.172405E+04   1.0000E+000   2.8264E-006   4.3165E-027   1.7412E-058
    1.188282E+04   1.0000E+000   2.0121E-007   1.8205E-030   1.7248E-059
    1.206070E+04   1.0000E+000   2.0618E-008   2.1524E-033   1.9818E-060
    1.228375E+04   1.0000E+000   3.0157E-009   6.4929E-036   3.0251E-061
    1.260432E+04   1.0000E+000   3.6099E-010   1.2972E-038   3.7458E-062
    1.302879E+04   1.0000E+000   3.6524E-011   1.6193E-041   3.9335E-063
    1.349075E+04   1.0000E+000   4.0144E-012   2.4544E-044   4.5148E-064
    1.397794E+04   1.0000E+000   4.8921E-013   4.4673E-047   5.8295E-065
    1.448110E+04   1.0000E+000   7.3018E-014   1.4375E-049   9.4731E-066
    1.498114E+04   1.0000E+000   1.4103E-014   1.9702E-051   2.0678E-066
    1.546149E+04   1.0000E+000   3.2082E-015   1.1333E-051   5.5447E-067
    1.590990E+04   1.0000E+000   8.5188E-016   1.3872E-051   1.8139E-067
    1.633791E+04   1.0000E+000   2.4562E-016   1.8073E-051   6.7852E-068
    1.675352E+04   1.0000E+000   7.1627E-017   2.4910E-051   2.7135E-068
    1.715312E+04   1.0000E+000   2.0850E-017   3.5981E-051   1.1344E-068
    1.753381E+04   1.0000E+000   5.9945E-018   5.3371E-051   4.8038E-069
    1.791089E+04   1.0000E+000   1.5825E-018   7.9975E-051   1.8840E-069
    1.830780E+04   1.0000E+000   3.5164E-019   1.1918E-050   6.1793E-070
    1.876224E+04   1.0000E+000   5.8505E-020   1.7686E-050   1.5082E-070
    1.931279E+04   1.0000E+000   1.1408E-020   2.6033E-050   4.3014E-071
    2.019566E+04   1.0000E+000   5.4835E-018   4.2359E-050   3.3872E-068
    2.145944E+04   1.0000E+000   7.1109E-016   4.1055E-049   5.0250E-066
    2.278054E+04   1.0000E+000   5.3127E-015   2.8550E-047   2.5810E-065
    2.418297E+04   1.0000E+000   2.5454E-014   3.0045E-046   7.2689E-065
    2.567174E+04   1.0000E+000   9.7134E-014   1.9851E-045   1.7499E-064
    2.725217E+04   1.0000E+000   5.2850E-013   2.4896E-044   5.6629E-064
    2.892988E+04   1.0000E+000   4.5909E-012   8.2959E-043   2.7171E-063
    3.071524E+04   1.0000E+000   3.3453E-011   2.9002E-041   1.2462E-062
    3.253454E+04   1.0000E+000   1.2756E-010   4.2259E-040   3.6540E-062
    3.406578E+04   1.0000E+000   3.7007E-010   4.6760E-039   8.7275E-062
    3.539695E+04   1.0000E+000   1.1981E-009   8.7901E-038   2.2914E-061
    3.661585E+04   1.0000E+000   3.4836E-009   1.7900E-036   5.5561E-061
    3.777830E+04   1.0000E+000   7.3928E-009   2.2831E-035   1.0368E-060
    3.892980E+04   1.0000E+000   1.2384E-008   1.5365E-034   1.6084E-060
    4.007753E+04   1.0000E+000   1.6787E-008   6.2340E-034   2.0654E-060
    4.123136E+04   1.0000E+000   2.0574E-008   1.7705E-033   2.4450E-060
    4.239369E+04   1.0000E+000   2.3404E-008   3.7092E-033   2.7230E-060
    4.357417E+04   1.0000E+000   2.5382E-008   6.2084E-033   2.9281E-060
    4.477506E+04   1.0000E+000   2.6771E-008   9.0389E-033   3.1102E-060
    4.600173E+04   1.0000E+000   2.7947E-008   1.1780E-032   3.3379E-060
    4.725561E+04   1.0000E+000   2.9214E-008   1.4607E-032   3.6844E-060
    4.853804E+04   1.0000E+000   3.0638E-008   1.7517E-032   4.1881E-060
    4.984877E+04   1.0000E+000   3.2195E-008   2.0501E-032   4.8387E-060
    5.118712E+04   1.0000E+000   3.3866E-008   2.3576E-032   5.5941E-060
    5.255270E+04   1.0000E+000   3.5530E-008   2.6609E-032   6.3942E-060
    5.394282E+04   1.0000E+000   3.6972E-008   2.9274E-032   7.1805E-060
    5.535764E+04   1.0000E+000   3.8028E-008   3.1279E-032   7.9289E-060
    5.679173E+04   1.0000E+000   3.8628E-008   3.2459E-032   8.6487E-060
    5.824460E+04   1.0000E+000   3.8776E-008   3.2797E-032   9.3795E-060
    5.970590E+04   1.0000E+000   3.8545E-008   3.2414E-032   1.0182E-059
    6.117089E+04   1.0000E+000   3.7972E-008   3.1389E-032   1.1111E-059
    6.262294E+04   1.0000E+000   3.7076E-008   2.9790E-032   1.2202E-059
    6.404915E+04   1.0000E+000   3.5911E-008   2.7752E-032   1.3482E-059
    6.542661E+04   1.0000E+000   3.4552E-008   2.5440E-032   1.4959E-059
    6.673218E+04   1.0000E+000   3.3127E-008   2.3093E-032   1.6633E-059
    6.794600E+04   1.0000E+000   3.1529E-008   2.0617E-032   1.8393E-059
    6.903701E+04   1.0000E+000   2.8966E-008   1.7056E-032   1.9522E-059
    6.953234E+04   1.0000E+000   2.5877E-008   1.3404E-032   1.8714E-059
    6.978133E+04   1.0000E+000   2.2956E-008   1.0466E-032   1.7223E-059
    6.990616E+04   1.0000E+000   2.0121E-008   8.0311E-033   1.5396E-059
    6.996866E+04   1.0000E+000   1.7927E-008   6.4033E-033   1.3863E-059
    6.999837E+04   1.0000E+000   1.6359E-008   5.3765E-033   1.2731E-059
    6.999994E+04   1.0000E+000   1.6194E-008   5.2742E-033   1.2610E-059
#TIME:     3.061
#NVEL: 115
#vel_mid[km/s]           ne0           ne1           ne2           ne3
    8.484663E+02   7.0567E-016   2.1192E-008   6.0366E-003   9.9396E-001
    8.542803E+02   7.0568E-016   2.1193E-008   6.0367E-003   9.9396E-001
    8.719626E+02   6.9908E-016   2.1012E-008   6.0061E-003   9.9399E-001
    9.084326E+02   6.5745E-016   1.9869E-008   5.8103E-003   9.9419E-001
    9.669503E+02   5.3365E-016   1.6429E-008   5.1912E-003   9.9481E-001
    1.026043E+03   3.7433E-016   1.1893E-008   4.2866E-003   9.9571E-001
    1.088789E+03   2.2172E-016   7.3730E-009   3.2279E-003   9.9677E-001
