#NTIMES: 200
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
4.2577e+02 7.2793e+04 2.2023e-11 1.7105e+12 2.4240e+11
8.5779e+02 7.3253e+04 2.0330e-09 1.3658e+14 2.2376e+13
8.7843e+02 7.3238e+04 2.0326e-09 1.3656e+14 2.2372e+13
9.1772e+02 7.3250e+04 2.0332e-09 1.3660e+14 2.2378e+13
9.7304e+02 7.3300e+04 2.0320e-09 1.3655e+14 2.2365e+13
1.0350e+03 7.3399e+04 2.0325e-09 1.3668e+14 2.2370e+13
1.1000e+03 7.3704e+04 2.0312e-09 1.3687e+14 2.2356e+13
1.1690e+03 7.4551e+04 2.0271e-09 1.3741e+14 2.2311e+13
1.2425e+03 7.6492e+04 2.0439e-09 1.4066e+14 2.2492e+13
1.3205e+03 7.9982e+04 2.1322e-09 1.5134e+14 2.3449e+13
1.4033e+03 8.4538e+04 2.2466e-09 1.6653e+14 2.4681e+13
1.4915e+03 8.9136e+04 2.3358e-09 1.8058e+14 2.5637e+13
1.5852e+03 9.3494e+04 2.3767e-09 1.9076e+14 2.6074e+13
1.6847e+03 9.8163e+04 2.3962e-09 1.9886e+14 2.6292e+13
1.7904e+03 1.0323e+05 2.3832e-09 2.0278e+14 2.6176e+13
1.9028e+03 1.0858e+05 2.3227e-09 2.0083e+14 2.5576e+13
2.0223e+03 1.1445e+05 2.2819e-09 1.9998e+14 2.5247e+13
2.1493e+03 1.2079e+05 2.2316e-09 1.9932e+14 2.4887e+13
2.2843e+03 1.2725e+05 2.1872e-09 2.0116e+14 2.4702e+13
2.4277e+03 1.3287e+05 2.1185e-09 2.0143e+14 2.4395e+13
2.5802e+03 1.3668e+05 2.0216e-09 1.9796e+14 2.3972e+13
2.7422e+03 1.3759e+05 1.8794e-09 1.8923e+14 2.3310e+13
2.9144e+03 1.3494e+05 1.6855e-09 1.7533e+14 2.2412e+13
3.0973e+03 1.2828e+05 1.4289e-09 1.5517e+14 2.1099e+13
3.2918e+03 1.1728e+05 1.0790e-09 1.2384e+14 1.8288e+13
3.4986e+03 1.0531e+05 8.7181e-10 1.0682e+14 1.7021e+13
3.7182e+03 9.5503e+04 8.9524e-10 1.1447e+14 1.9373e+13
