#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5 ar6 ar7 ar8
6.725801e+04 4.873256e+03 9.984523e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 7.544337e+03 5.941845e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 5.049839e+03 5.642275e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 7.555634e+03 5.154966e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 6.089927e+03 7.902681e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 6.095697e+03 7.657476e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 6.160916e+03 5.427265e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 6.171321e+03 5.153263e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 5.242653e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5 ar6 ar7 ar8
4.242332e+02 4.228897e+04 1.762174e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 4.321361e+04 3.567198e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 4.335686e+04 2.766108e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 4.356271e+04 2.389332e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 4.387512e+04 1.894551e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 4.427542e+04 1.942728e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 4.471307e+04 1.947853e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 4.514935e+04 1.954560e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 4.568001e+04 1.982832e+12 3.995997e-26 7.906243e-18 2.126625e-10 1.432042e-04 9.998568e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 4.625819e+04 2.083876e+12 2.958387e-26 5.902550e-18 1.635647e-10 1.221757e-04 9.998778e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 4.691990e+04 2.218730e+12 2.223139e-26 4.435938e-18 1.261502e-10 1.044358e-04 9.998956e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 4.766981e+04 2.333685e+12 1.483744e-26 3.031999e-18 9.031486e-11 8.547656e-05 9.999145e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 4.843674e+04 2.399578e+12 9.027163e-27 1.937368e-18 6.187079e-11 6.812036e-05 9.999319e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 4.922788e+04 2.463025e+12 5.491130e-27 1.234219e-18 4.222627e-11 5.439704e-05 9.999456e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 5.003634e+04 2.495669e+12 3.132893e-27 7.568483e-19 2.798045e-11 4.279633e-05 9.999572e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 5.082526e+04 2.458149e+12 1.602220e-27 4.242285e-19 1.757518e-11 3.276408e-05 9.999672e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 5.163551e+04 2.461803e+12 9.272485e-28 2.654476e-19 1.187848e-11 2.612053e-05 9.999739e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 5.237251e+04 2.431960e+12 5.347610e-28 1.659438e-19 8.105346e-12 2.095879e-05 9.999790e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 5.291019e+04 2.410176e+12 3.572680e-28 1.180458e-19 6.132487e-12 1.786340e-05 9.999821e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 5.320172e+04 2.353815e+12 2.677781e-28 9.302501e-20 5.090574e-12 1.603879e-05 9.999840e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 5.315520e+04 2.267988e+12 2.390359e-28 8.569802e-20 4.853786e-12 1.576176e-05 9.999842e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.672762e+03 5.262728e+04 2.135058e+12 2.620111e-28 9.534722e-20 5.449520e-12 1.697646e-05 9.999830e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 5.156403e+04 1.943732e+12 3.773176e-28 1.360436e-19 7.674257e-12 2.104607e-05 9.999790e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 4.993152e+04 1.713512e+12 7.336024e-28 2.554509e-19 1.366771e-11 2.999910e-05 9.999700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.212225e+03 4.793184e+04 1.403945e+12 1.560366e-27 5.457620e-19 2.794741e-11 4.688425e-05 9.999531e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.415240e+03 4.574016e+04 1.222998e+12 5.512343e-27 1.778692e-18 7.819836e-11 8.653097e-05 9.999135e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.631085e+03 4.313359e+04 1.397671e+12 1.027185e-25 2.241963e-17 5.765047e-10 2.676629e-04 9.997323e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.860572e+03 3.980731e+04 1.396948e+12 3.137840e-24 4.985679e-16 6.920681e-09 1.120906e-03 9.988791e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.104562e+03 3.660258e+04 7.082441e+11 9.489495e-24 2.197300e-15 2.892520e-08 2.841774e-03 9.971582e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.363973e+03 3.408189e+04 5.625402e+11 1.212924e-22 2.775971e-14 2.305807e-07 9.653376e-03 9.903464e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.639779e+03 3.181345e+04 5.164189e+11 3.087549e-21 6.082933e-13 2.626721e-06 3.917040e-02 9.608270e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.933016e+03 2.969404e+04 4.885296e+11 1.076648e-19 1.753399e-11 3.537559e-05 1.672101e-01 8.327545e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.244785e+03 2.763229e+04 4.573049e+11 3.515077e-18 4.591570e-10 3.998401e-04 5.360493e-01 4.635508e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.576259e+03 2.562747e+04 4.176153e+11 7.708799e-17 7.731606e-09 2.645623e-03 8.871961e-01 1.101583e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.928682e+03 2.368335e+04 3.744519e+11 1.572319e-15 1.118306e-07 1.369208e-02 9.725440e-01 1.376377e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.303378e+03 2.190449e+04 3.149926e+11 3.078347e-14 1.507868e-06 6.469747e-02 9.339392e-01 1.361777e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.701756e+03 2.035890e+04 2.642473e+11 5.438523e-13 1.707173e-05 2.553488e-01 7.445250e-01 1.090613e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.125310e+03 1.893002e+04 2.360668e+11 8.337408e-12 1.459845e-04 6.676315e-01 3.322185e-01 3.961067e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.575635e+03 1.752365e+04 2.107267e+11 9.370821e-11 7.966953e-04 9.370821e-01 6.212117e-02 4.176508e-08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.054419e+03 1.599769e+04 1.730039e+11 1.320388e-09 4.543689e-03 9.902913e-01 5.165049e-03 9.087379e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.563463e+03 1.430309e+04 1.231341e+11 3.674152e-08 3.958166e-02 9.602384e-01 1.798756e-04 2.452440e-14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.105475e+03 1.268033e+04 8.972409e+10 1.604428e-06 3.873965e-01 6.126000e-01 1.896143e-06 6.534400e-19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.611971e+03 1.135720e+04 7.254915e+10 1.995637e-05 9.221718e-01 7.780825e-02 3.061899e-09 1.880366e-24 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.001075e+04 1.040961e+04 6.337982e+10 9.522193e-05 9.936201e-01 6.284647e-03 5.415230e-12 1.275146e-29 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.035413e+04 9.660762e+03 5.341160e+10 3.553334e-04 9.990377e-01 6.069829e-04 1.609261e-14 2.322088e-34 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.071873e+04 8.933732e+03 4.623762e+10 1.628766e-03 9.983296e-01 4.163887e-05 2.107027e-17 9.230786e-40 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.109526e+04 8.136182e+03 4.275269e+10 1.210704e-02 9.878917e-01 1.280501e-06 3.999887e-21 1.055004e-46 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.142152e+04 7.257812e+03 5.059410e+10 2.102789e-01 7.897211e-01 6.173613e-09 1.212786e-26 7.709182e-57 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.165575e+04 6.483668e+03 3.948381e+10 8.425276e-01 1.574724e-01 6.252090e-12 5.015045e-33 3.239719e-68 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.180634e+04 5.985202e+03 2.427928e+10 9.771386e-01 2.286136e-02 1.854720e-14 4.019174e-38 3.797935e-77 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 5.769073e+03 1.902778e+10 9.924208e-01 7.579247e-03 7.704870e-16 7.202378e-41 6.155521e-82 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 5.605497e+03 1.512093e+10 9.957515e-01 4.248540e-03 1.358307e-16 2.114057e-42 1.179582e-84 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 5.549149e+03 1.249789e+10 9.967744e-01 3.225587e-03 5.602987e-17 3.262734e-43 3.974715e-86 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 5.468804e+03 1.084479e+10 9.976200e-01 2.380036e-03 2.223267e-17 4.874086e-44 1.339661e-87 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 5.389322e+03 9.572185e+09 9.983334e-01 1.666573e-03 7.745135e-18 5.812877e-45 3.156022e-89 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 5.295400e+03 8.823091e+09 9.988597e-01 1.140291e-03 2.598803e-18 6.611921e-46 7.115770e-91 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 5.146350e+03 9.626131e+09 9.995615e-01 4.385173e-04 2.079733e-19 5.521771e-48 2.289318e-94 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 4.954594e+03 9.460355e+09 9.999222e-01 7.784518e-05 1.884151e-21 6.404460e-52 4.528573e-101 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 4.822758e+03 4.747259e+09 9.999451e-01 5.493995e-05 4.486446e-22 2.281243e-53 7.242948e-104 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 4.666437e+03 2.993530e+09 9.999783e-01 2.167239e-05 2.605891e-23 6.431087e-56 1.992522e-108 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.478877e+03 2.014499e+09 9.999943e-01 5.683066e-06 5.211238e-25 2.471817e-59 1.971820e-114 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 4.356753e+03 1.371503e+09 9.999970e-01 2.956395e-06 6.702977e-26 3.446856e-61 8.950927e-118 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 4.277386e+03 9.439188e+08 9.999986e-01 1.446698e-06 7.385776e-27 3.578675e-63 2.487306e-121 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 4.198564e+03 7.150388e+08 9.999993e-01 7.004215e-07 8.354425e-28 4.261600e-65 9.578052e-125 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 4.130252e+03 5.388633e+08 9.999993e-01 7.499994e-07 8.214280e-28 3.257140e-65 4.471425e-125 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 4.100398e+03 3.817880e+08 9.999993e-01 6.572886e-07 4.514064e-28 7.647054e-66 2.583119e-126 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 4.033705e+03 2.733471e+08 9.999995e-01 4.630870e-07 1.364653e-28 5.727067e-67 2.156599e-128 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 3.993001e+03 2.029757e+08 9.999997e-01 2.970148e-07 3.324626e-29 2.929104e-68 9.850743e-131 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 4.039285e+03 1.675429e+08 9.999994e-01 5.863351e-07 1.819875e-28 6.521735e-67 1.577639e-128 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 3.921589e+03 1.094943e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 3.862222e+03 8.240847e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 3.785085e+03 4.230156e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 3.682644e+03 1.482920e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 3.568993e+03 4.343066e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 3.365563e+03 1.204267e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 3.204953e+03 7.649857e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 3.265714e+03 3.203699e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 2.632299e+03 8.806691e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 3.460650e+03 4.205118e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 3.042348e+03 6.115234e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 2.415496e+03 1.270880e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 2.957135e+03 2.287002e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 2.360098e+03 2.088385e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 2.752432e+03 1.127502e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 3.730298e+03 2.639442e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 3.744363e+03 1.935854e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 3.743012e+03 1.366876e+05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 3.730543e+03 9.431818e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 3.707896e+03 1.570351e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 2.590341e+03 4.371232e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 2.620834e+03 9.621997e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 2.659358e+03 9.082016e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 2.708823e+03 1.011024e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 3.585851e+03 8.981296e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 3.543074e+03 5.947919e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 3.470925e+03 3.814399e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 3.328092e+03 1.988065e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 3.338862e+03 1.543027e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 3.422431e+03 1.209064e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 3.509886e+03 8.636057e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 3.601903e+03 6.151558e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 3.699730e+03 4.686261e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 3.802842e+03 3.865376e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 3.924879e+03 3.091182e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 4.223520e+03 2.314510e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 8.908767e+03 2.607343e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 4.822417e+03 1.206129e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 4.904896e+03 8.953035e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 4.409820e+03 1.066080e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 6.100126e+03 7.740227e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 5.106216e+03 4.824523e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 6.115903e+03 7.086941e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 6.121661e+03 6.867018e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 6.187885e+03 4.866864e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 6.198588e+03 4.621138e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 5.436778e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5 ar6 ar7 ar8
4.242332e+02 4.194526e+04 1.579036e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 4.279735e+04 3.192881e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 4.292039e+04 2.475646e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 4.313459e+04 2.137802e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 4.336411e+04 1.693405e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 4.373280e+04 1.735558e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 4.412829e+04 1.738977e+12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
