#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
2.0000e+04 1.4038e-04 9.9986e-01 1.6351e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.1382e-05 9.9991e-01 2.7704e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 5.9719e-05 9.9994e-01 7.7527e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 3.3024e-05 9.9997e-01 5.9100e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 4.2509e-05 9.9996e-01 5.0180e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 5.1149e-05 9.9995e-01 5.4748e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.3071e-05 9.9997e-01 4.5684e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.7275e-05 9.9997e-01 1.8763e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 3.7975e-05 9.9996e-01 1.9522e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 3.7227e-05 9.9996e-01 9.0202e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.2568e-05 9.9999e-01 1.6548e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.4500e-05 9.9999e-01 3.2798e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.6438e-05 9.9998e-01 6.9006e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.6130e-05 9.9998e-01 2.6642e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 9.2058e-06 9.9999e-01 7.6117e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 6.8194e-06 9.9999e-01 8.6399e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.6187e-05 9.9998e-01 1.5576e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.7695e-06 1.0000e+00 1.1072e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.8658e-06 1.0000e+00 1.1704e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.4821e-06 1.0000e+00 7.9237e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.4188e-06 1.0000e+00 2.2153e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.9910e-06 1.0000e+00 2.9270e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.8041e-06 1.0000e+00 1.7130e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0346e-06 1.0000e+00 4.7830e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 7.9470e-07 1.0000e+00 4.9392e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 6.6734e-07 1.0000e+00 3.8032e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.3759e-06 1.0000e+00 1.3962e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 7.1507e-07 1.0000e+00 5.5893e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 4.4476e-07 1.0000e+00 1.2210e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 4.1138e-07 1.0000e+00 7.0404e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.3785e-07 1.0000e+00 2.0012e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.6775e-07 1.0000e+00 2.9429e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.1682e-07 1.0000e+00 6.0674e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.0965e-07 1.0000e+00 3.3853e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.6542e-07 1.0000e+00 3.8970e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.2918e-07 1.0000e+00 4.8974e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0737e-07 1.0000e+00 5.3323e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 6.9431e-08 1.0000e+00 1.7356e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 6.1714e-08 1.0000e+00 2.2761e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 8.3377e-08 1.0000e+00 8.0419e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 7.6036e-08 1.0000e+00 1.0638e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 6.5146e-08 1.0000e+00 1.7091e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.6775e-08 1.0000e+00 4.1781e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 45.4052
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 7.8910e-13 7.7349e-03 9.9225e-01 1.1438e-05 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 2.1855e-08 9.4849e-01 5.1515e-02 4.5888e-11 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.3071e-08 9.5660e-01 4.3403e-02 2.9285e-11 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 2.2924e-08 9.5567e-01 4.4327e-02 3.0948e-11 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.2739e-08 9.5456e-01 4.5439e-02 3.3013e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 2.2917e-08 9.5566e-01 4.4338e-02 3.0963e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.3000e-08 9.5624e-01 4.3763e-02 2.9914e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 2.3263e-08 9.5802e-01 4.1978e-02 2.6799e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 2.3868e-08 9.6089e-01 3.9108e-02 2.2342e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 2.5440e-08 9.6586e-01 3.4137e-02 1.5944e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 2.7122e-08 9.7004e-01 2.9964e-02 1.1580e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 2.8832e-08 9.7436e-01 2.5638e-02 7.8245e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 3.0559e-08 9.7890e-01 2.1104e-02 4.7442e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 3.2510e-08 9.8330e-01 1.6703e-02 2.5917e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 3.4611e-08 9.8726e-01 1.2735e-02 1.2804e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 3.6670e-08 9.9051e-01 9.4933e-03 5.9374e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 4.0281e-08 9.9355e-01 6.4468e-03 2.1920e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 4.5858e-08 9.9607e-01 3.9298e-03 6.1902e-14 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 5.4579e-08 9.9785e-01 2.1485e-03 1.3432e-14 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 6.6301e-08 9.9889e-01 1.1109e-03 2.5441e-15 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 8.1817e-08 9.9945e-01 5.4579e-04 4.2415e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 1.0248e-07 9.9975e-01 2.4794e-04 5.7707e-17 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.3190e-07 9.9990e-01 9.7011e-05 5.3214e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.6807e-07 9.9997e-01 3.4690e-05 3.8049e-19 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 1.9914e-07 9.9999e-01 1.2128e-05 2.4214e-20 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 2.4275e-07 1.0000e+00 4.4222e-06 1.7651e-21 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 3.8285e-07 1.0000e+00 1.2012e-06 6.9434e-23 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 6.7704e-07 1.0000e+00 2.3083e-07 1.1502e-24 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 7.7991e-07 1.0000e+00 6.9634e-08 4.7706e-26 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0066e-06 1.0000e+00 2.2470e-08 2.5887e-27 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.5650e-06 1.0000e+00 5.9173e-09 9.2336e-29 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 2.4145e-06 1.0000e+00 1.5321e-09 3.1246e-30 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 3.5865e-06 1.0000e+00 3.9862e-10 1.0412e-31 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 5.2013e-06 9.9999e-01 1.0339e-10 3.3785e-33 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 7.8215e-06 9.9999e-01 2.3945e-11 8.2485e-35 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.2090e-05 9.9999e-01 5.0052e-12 1.5505e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.9542e-05 9.9998e-01 9.0527e-13 2.0245e-38 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 3.4570e-05 9.9997e-01 1.2683e-13 1.4015e-40 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 6.4116e-05 9.9994e-01 1.4160e-14 5.3810e-43 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.2043e-04 9.9988e-01 1.1725e-15 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.0237e-04 9.9980e-01 9.4551e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 3.0202e-04 9.9970e-01 1.0086e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 3.9855e-04 9.9960e-01 1.7111e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 4.5589e-04 9.9954e-01 5.3860e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 4.7765e-04 9.9952e-01 2.3903e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 5.0416e-04 9.9950e-01 1.1643e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 5.6441e-04 9.9944e-01 6.6250e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 6.9417e-04 9.9931e-01 3.3687e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 8.8957e-04 9.9911e-01 2.0182e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.2621e-03 9.9874e-01 1.1083e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.6834e-03 9.9832e-01 6.2320e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.0468e-03 9.9795e-01 3.7493e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 2.2652e-03 9.9773e-01 2.6177e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.3901e-03 9.9761e-01 1.7360e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.2483e-03 9.9775e-01 1.1985e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 2.2580e-03 9.9774e-01 6.9923e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 2.4232e-03 9.9758e-01 3.0816e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.5018e-03 9.9750e-01 1.3821e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.4943e-03 9.9751e-01 7.5393e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.4106e-03 9.9759e-01 4.8813e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.9769e-03 9.9802e-01 6.1493e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.6454e-03 9.9835e-01 6.9135e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.4393e-03 9.9856e-01 6.7950e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.3299e-03 9.9867e-01 5.5378e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.1197e-03 9.9888e-01 5.4210e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.7266e-04 9.9903e-01 4.2325e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 7.5690e-04 9.9924e-01 5.6477e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.5900e-04 9.9944e-01 8.9215e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 4.3305e-04 9.9957e-01 9.7626e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 3.2536e-04 9.9967e-01 9.6361e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 2.7615e-04 9.9972e-01 5.9180e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 2.1210e-04 9.9979e-01 3.9080e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.5411e-04 9.9985e-01 1.0544e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 7.9259e-05 9.9992e-01 3.8887e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 4.1818e-05 9.9996e-01 2.2329e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 4.4500e-05 9.9996e-01 1.8655e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 3.0877e-05 9.9997e-01 1.3486e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.6256e-05 9.9996e-01 1.6697e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.0775e-05 9.9997e-01 5.1730e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 3.2861e-05 9.9997e-01 8.3229e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.9832e-05 9.9997e-01 4.1747e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 3.0681e-05 9.9997e-01 1.6236e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 4.5067e-05 9.9995e-01 1.3302e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.9692e-05 9.9996e-01 6.8426e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.5900e-05 9.9997e-01 1.1254e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.2075e-05 9.9998e-01 7.2956e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7410e-05 9.9998e-01 6.7170e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0826e-05 9.9999e-01 1.4853e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.3541e-06 1.0000e+00 1.1749e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 6.5656e-06 9.9999e-01 1.4239e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 4.4465e-06 1.0000e+00 2.2728e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 3.0284e-06 1.0000e+00 3.5168e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.4255e-06 1.0000e+00 3.1283e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.1905e-06 1.0000e+00 5.1034e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.1388e-06 1.0000e+00 8.3943e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.6397e-06 1.0000e+00 8.7496e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.0928e-06 1.0000e+00 1.6025e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 9.7533e-07 1.0000e+00 9.2042e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 7.4583e-07 1.0000e+00 9.8093e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 5.8710e-07 1.0000e+00 9.5488e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.2389e-07 1.0000e+00 8.9682e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.2341e-07 1.0000e+00 3.2361e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.0047e-07 1.0000e+00 3.0854e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.0291e-07 1.0000e+00 1.3806e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.3171e-07 1.0000e+00 4.2618e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.6156e-07 1.0000e+00 1.4138e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.4110e-07 1.0000e+00 9.7090e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 2.8894e-07 1.0000e+00 2.9149e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.4192e-07 1.0000e+00 3.1357e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.9818e-07 1.0000e+00 4.8641e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.1068e-07 1.0000e+00 3.5563e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.1609e-07 1.0000e+00 3.0250e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.0844e-07 1.0000e+00 3.3551e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.9292e-07 1.0000e+00 4.2574e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 8.3339e-08 1.0000e+00 9.7800e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 46.3501
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 1.1817e-12 1.0830e-02 9.8916e-01 6.6732e-06 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 2.7748e-08 9.8009e-01 1.9906e-02 3.7569e-12 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.9024e-08 9.8314e-01 1.6863e-02 2.4490e-12 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 2.9226e-08 9.8356e-01 1.6445e-02 2.2959e-12 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.9179e-08 9.8348e-01 1.6521e-02 2.3228e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 2.9515e-08 9.8416e-01 1.5842e-02 2.0849e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.9629e-08 9.8441e-01 1.5592e-02 2.0007e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 3.0207e-08 9.8557e-01 1.4427e-02 1.6364e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 3.0865e-08 9.8649e-01 1.3513e-02 1.3871e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 3.2837e-08 9.8831e-01 1.1686e-02 9.7153e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 3.5402e-08 9.9026e-01 9.7380e-03 6.2067e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 3.8191e-08 9.9215e-01 7.8516e-03 3.6257e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 4.1003e-08 9.9382e-01 6.1799e-03 1.9770e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 4.3909e-08 9.9516e-01 4.8377e-03 1.0608e-13 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 4.7621e-08 9.9646e-01 3.5411e-03 4.7821e-14 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 5.1853e-08 9.9752e-01 2.4831e-03 1.9235e-14 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 5.7922e-08 9.9834e-01 1.6598e-03 6.9182e-15 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 6.5846e-08 9.9894e-01 1.0583e-03 2.2165e-15 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 7.5657e-08 9.9933e-01 6.6748e-04 6.9478e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 8.6945e-08 9.9958e-01 4.1724e-04 2.1261e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 1.0300e-07 9.9977e-01 2.3347e-04 4.9131e-17 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 1.2456e-07 9.9988e-01 1.1753e-04 8.6281e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.5405e-07 9.9995e-01 5.1510e-05 1.0538e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.9250e-07 9.9998e-01 1.9409e-05 8.5685e-20 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 2.2715e-07 9.9999e-01 6.8618e-06 5.6035e-21 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 2.7781e-07 1.0000e+00 2.4963e-06 4.0676e-22 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 4.3235e-07 1.0000e+00 7.2157e-07 1.8784e-23 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 7.4937e-07 1.0000e+00 1.4922e-07 3.7484e-25 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 8.8221e-07 1.0000e+00 4.2175e-08 1.3209e-26 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.1488e-06 1.0000e+00 1.3209e-08 6.6466e-28 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.7436e-06 1.0000e+00 3.7175e-09 2.7940e-29 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 2.6635e-06 1.0000e+00 9.8235e-10 9.9231e-31 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 3.9877e-06 1.0000e+00 2.4647e-10 3.0103e-32 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 5.8512e-06 9.9999e-01 6.1296e-11 8.7774e-34 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 8.8100e-06 9.9999e-01 1.4245e-11 2.1652e-35 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.3862e-05 9.9999e-01 2.8448e-12 3.6382e-37 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 2.2586e-05 9.9998e-01 5.0433e-13 4.5225e-39 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 4.0271e-05 9.9996e-01 6.8167e-14 2.8530e-41 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 7.6286e-05 9.9992e-01 6.7946e-15 8.1275e-44 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.4154e-04 9.9986e-01 5.3819e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.2833e-04 9.9977e-01 4.7062e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 3.3611e-04 9.9966e-01 5.0623e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
