#NTIMES: 50
#NSTAGES 5
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
3951.70 2.0646e-02 5.3812e-01 3.7040e-01 6.1796e-02 9.0426e-03
4199.83 1.1988e-02 4.3394e-01 4.5191e-01 8.7730e-02 1.4429e-02
4463.54 1.0408e-02 4.0858e-01 4.6170e-01 1.0147e-01 1.7839e-02
4743.81 1.6274e-02 4.2961e-01 4.3500e-01 1.0106e-01 1.8053e-02
5041.68 2.1180e-02 4.6374e-01 4.0237e-01 9.5764e-02 1.6947e-02
5358.25 2.7558e-02 4.9046e-01 3.7595e-01 9.0321e-02 1.5708e-02
5694.70 3.1314e-02 4.8166e-01 3.8116e-01 9.0156e-02 1.5715e-02
6052.28 3.5952e-02 4.9452e-01 3.6756e-01 8.6966e-02 1.4999e-02
6432.31 4.2652e-02 4.9079e-01 3.6651e-01 8.5389e-02 1.4657e-02
6836.20 4.3102e-02 4.9745e-01 3.5954e-01 8.5272e-02 1.4634e-02
7265.45 5.2856e-02 5.1021e-01 3.4419e-01 7.9428e-02 1.3310e-02
7721.65 6.0224e-02 5.1712e-01 3.3438e-01 7.5796e-02 1.2486e-02
8206.56 6.8279e-02 5.2541e-01 3.2214e-01 7.2406e-02 1.1762e-02
8717.73 7.9964e-02 5.2964e-01 3.1104e-01 6.8452e-02 1.0903e-02
9214.74 9.4319e-02 5.2145e-01 3.1146e-01 6.2997e-02 9.7663e-03
9629.11 9.7027e-02 5.2517e-01 3.1282e-01 5.6571e-02 8.4101e-03
9954.11 1.0460e-01 5.2949e-01 3.0311e-01 5.4748e-02 8.0482e-03
10245.64 8.8152e-02 5.0304e-01 3.4302e-01 5.7299e-02 8.4856e-03
10541.49 8.7737e-02 4.6065e-01 3.8565e-01 5.7550e-02 8.4066e-03
10839.94 7.4071e-02 5.1171e-01 3.5991e-01 4.7792e-02 6.5185e-03
11119.11 7.7132e-02 5.3984e-01 3.3924e-01 3.8811e-02 4.9718e-03
11355.83 8.7003e-02 6.1276e-01 2.6904e-01 2.7982e-02 3.2205e-03
11539.81 8.3250e-02 6.7354e-01 2.2177e-01 1.9475e-02 1.9732e-03
11677.16 1.1414e-01 6.9848e-01 1.7124e-01 1.4800e-02 1.3375e-03
11784.05 1.2403e-01 7.0854e-01 1.5328e-01 1.3036e-02 1.1136e-03
11875.85 1.0765e-01 7.2851e-01 1.4928e-01 1.3420e-02 1.1348e-03
11963.37 8.1254e-02 7.2374e-01 1.7824e-01 1.5372e-02 1.3906e-03
12055.39 6.3128e-02 7.1243e-01 2.0424e-01 1.8422e-02 1.7777e-03
12170.41 4.4923e-02 6.1770e-01 3.0745e-01 2.6918e-02 3.0113e-03
12360.89 6.9609e-03 5.5369e-01 4.0067e-01 3.4567e-02 4.1115e-03
12670.46 5.5800e-04 4.1492e-01 5.2488e-01 5.3033e-02 6.6069e-03
13075.34 2.0221e-04 3.1238e-01 6.0589e-01 7.2028e-02 9.4977e-03
13530.52 7.4198e-05 1.9803e-01 6.9050e-01 9.8512e-02 1.2878e-02
14012.75 3.3440e-05 1.2630e-01 7.3406e-01 1.2212e-01 1.7480e-02
14508.81 2.2355e-05 1.0662e-01 7.3259e-01 1.4066e-01 2.0113e-02
15002.30 2.9895e-05 1.4480e-01 7.0007e-01 1.3292e-01 2.2177e-02
15475.29 3.1671e-05 1.7165e-01 6.7909e-01 1.2727e-01 2.1966e-02
15923.68 3.3975e-05 2.3045e-01 6.2335e-01 1.2358e-01 2.2582e-02
16355.64 2.2706e-05 1.7498e-01 6.5349e-01 1.4501e-01 2.6501e-02
16776.27 2.0230e-05 1.4941e-01 6.8980e-01 1.3564e-01 2.5135e-02
17183.14 3.1353e-05 1.9830e-01 6.5176e-01 1.2704e-01 2.2869e-02
17580.45 2.7294e-05 1.5442e-01 6.9803e-01 1.2490e-01 2.2628e-02
17990.34 2.5459e-05 1.6290e-01 6.6851e-01 1.4125e-01 2.7323e-02
18458.06 2.1902e-05 1.5628e-01 6.6174e-01 1.5189e-01 3.0071e-02
19084.69 1.3524e-05 1.1764e-01 6.6940e-01 1.7603e-01 3.6919e-02
19999.79 3.2757e-06 4.2539e-02 6.5392e-01 2.4385e-01 5.9683e-02
21193.46 1.0089e-05 2.1020e-01 4.2890e-01 2.7014e-01 9.0749e-02
22528.72 3.8864e-06 1.1010e-01 3.3864e-01 3.7011e-01 1.8113e-01
23943.32 1.4645e-06 4.5205e-02 2.5829e-01 4.1468e-01 2.8183e-01
25446.74 1.8289e-07 5.5873e-03 2.0008e-01 4.3846e-01 3.5587e-01
27044.57 1.2445e-08 5.5262e-04 1.1069e-01 4.1964e-01 4.6912e-01
28744.18 5.0981e-09 2.6055e-04 3.2955e-02 3.3404e-01 6.3274e-01
30520.16 9.5052e-10 6.4769e-05 2.0835e-02 2.0827e-01 7.7083e-01
32243.50 4.5013e-10 3.8050e-05 1.0555e-02 1.4506e-01 8.4435e-01
33773.01 1.1462e-09 1.2634e-04 6.8880e-03 1.1933e-01 8.7365e-01
35108.48 7.4682e-11 1.1458e-05 3.7618e-03 8.9543e-02 9.0668e-01
36326.30 1.3720e-11 2.5584e-06 1.8442e-03 6.3630e-02 9.3452e-01
37486.70 2.6601e-12 8.4789e-07 9.0663e-04 4.5214e-02 9.5388e-01
38628.25 4.0016e-12 1.6817e-06 4.7936e-04 3.3306e-02 9.6621e-01
39768.62 8.1434e-13 5.3721e-07 2.6529e-04 2.5100e-02 9.7463e-01
40915.31 2.7183e-13 2.2475e-07 1.6250e-04 1.9885e-02 9.7995e-01
42074.51 2.3797e-14 2.8931e-08 9.0640e-05 1.5087e-02 9.8482e-01
43252.44 5.5065e-15 8.1148e-09 5.0401e-05 1.1409e-02 9.8854e-01
44454.05 1.8615e-15 3.4650e-09 2.7959e-05 8.6028e-03 9.9137e-01
45683.04 2.9420e-15 1.0850e-08 1.5363e-05 6.4607e-03 9.9352e-01
46941.68 8.7463e-16 4.2534e-09 8.3523e-06 4.8298e-03 9.9516e-01
48230.81 3.7768e-16 2.1795e-09 4.5006e-06 3.5982e-03 9.9640e-01
49550.29 1.8068e-16 1.0512e-09 2.4085e-06 2.6746e-03 9.9732e-01
50899.37 5.2620e-17 4.5542e-10 1.2809e-06 1.9833e-03 9.9802e-01
52276.86 1.4341e-17 1.8129e-10 6.7760e-07 1.4690e-03 9.9853e-01
53681.16 5.6777e-18 6.9930e-11 3.5792e-07 1.0880e-03 9.9891e-01
55110.21 1.5327e-18 2.7223e-11 1.8929e-07 8.0673e-04 9.9919e-01
56561.17 1.4929e-20 4.8969e-13 1.0074e-07 5.9944e-04 9.9940e-01
58030.00 5.5601e-21 1.9198e-13 5.3888e-08 4.4671e-04 9.9955e-01
59510.42 1.3037e-20 3.4999e-13 2.9207e-08 3.3422e-04 9.9967e-01
60993.45 3.9360e-20 7.2344e-13 1.6079e-08 2.5171e-04 9.9975e-01
62466.44 2.9487e-20 3.1393e-13 9.0394e-09 1.9111e-04 9.9981e-01
63912.69 6.8470e-21 1.4063e-13 5.2403e-09 1.4692e-04 9.9985e-01
65311.62 7.0235e-22 6.4634e-14 3.1441e-09 1.1443e-04 9.9989e-01
66639.26 3.2037e-21 3.1724e-14 1.9682e-09 9.0829e-05 9.9991e-01
67870.77 5.4157e-21 1.7162e-14 1.2942e-09 7.3593e-05 9.9993e-01
68864.47 8.6559e-22 9.6955e-15 8.7991e-10 6.0820e-05 9.9994e-01
69459.55 1.9416e-21 7.6123e-15 7.4583e-10 5.6259e-05 9.9994e-01
69744.99 1.2989e-21 6.8114e-15 6.9475e-10 5.4082e-05 9.9995e-01
69888.26 3.9700e-21 6.4128e-15 6.6744e-10 5.3024e-05 9.9995e-01
69959.62 9.5430e-21 6.1780e-15 6.5419e-10 5.2496e-05 9.9995e-01
69991.15 2.0123e-21 6.1344e-15 6.4790e-10 5.2248e-05 9.9995e-01
69999.53 6.8350e-22 6.0897e-15 6.4810e-10 5.2264e-05 9.9995e-01
#TIME: 204.93
#NVEL 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4
425.78 3.9528e-03 6.5192e-01 2.6873e-01 6.5634e-02 9.7669e-03
857.79 5.4402e-03 6.4432e-01 2.7602e-01 6.4639e-02 9.5793e-03
878.44 4.7312e-03 6.7605e-01 2.4706e-01 6.3003e-02 9.1585e-03
917.72 2.6096e-03 6.5579e-01 2.6757e-01 6.4517e-02 9.5226e-03
973.04 3.2537e-03 6.3688e-01 2.8189e-01 6.7759e-02 1.0218e-02
1034.98 1.7534e-03 6.4065e-01 2.8007e-01 6.7399e-02 1.0131e-02
1099.97 6.9684e-04 5.6976e-01 3.3719e-01 7.9347e-02 1.3006e-02
1169.04 1.9126e-03 6.5881e-01 2.6402e-01 6.5526e-02 9.7314e-03
1242.44 3.4040e-03 6.6974e-01 2.5262e-01 6.4704e-02 9.5369e-03
1320.45 2.5116e-03 6.6631e-01 2.5892e-01 6.3076e-02 9.1839e-03
1403.37 4.6839e-03 6.6949e-01 2.5730e-01 5.9954e-02 8.5660e-03
1491.49 5.6408e-03 6.7402e-01 2.5496e-01 5.7338e-02 8.0394e-03
1585.14 7.0846e-03 6.7578e-01 2.5182e-01 5.7281e-02 8.0292e-03
1684.67 6.0480e-03 6.7708e-01 2.5264e-01 5.6372e-02 7.8561e-03
1790.45 4.9612e-03 6.7335e-01 2.5586e-01 5.7716e-02 8.1193e-03
1902.87 3.6879e-03 6.6202e-01 2.6391e-01 6.1488e-02 8.8917e-03
2022.36 2.2917e-03 6.5736e-01 2.6553e-01 6.5158e-02 9.6568e-03
2149.34 5.7133e-04 6.3087e-01 2.9174e-01 6.6778e-02 1.0041e-02
2284.30 4.1225e-04 6.0763e-01 3.0772e-01 7.2852e-02 1.1378e-02
2427.74 3.0321e-04 5.7865e-01 3.2821e-01 7.9881e-02 1.2954e-02
2580.18 2.6900e-04 5.4996e-01 3.4821e-01 8.6973e-02 1.4590e-02
2742.19 2.4324e-04 5.2433e-01 3.6566e-01 9.3600e-02 1.6161e-02
2914.37 2.2990e-04 4.9719e-01 3.8617e-01 9.8995e-02 1.7419e-02
3097.37 2.4518e-04 4.7224e-01 4.0693e-01 1.0240e-01 1.8188e-02
3291.85 2.2174e-04 4.1663e-01 4.5232e-01 1.1077e-01 2.0061e-02
3498.55 3.6777e-04 4.0511e-01 4.7059e-01 1.0540e-01 1.8523e-02
3718.23 4.7388e-03 4.9077e-01 4.1616e-01 7.6378e-02 1.1954e-02
3951.70 2.1778e-02 5.3855e-01 3.6893e-01 6.1710e-02 9.0282e-03
4199.83 1.2684e-02 4.4200e-01 4.4431e-01 8.6736e-02 1.4265e-02
4463.54 1.1473e-02 4.1011e-01 4.5903e-01 1.0153e-01 1.7851e-02
4743.81 1.6870e-02 4.3902e-01 4.2624e-01 1.0002e-01 1.7843e-02
5041.68 2.3360e-02 4.5723e-01 4.0657e-01 9.5878e-02 1.6961e-02
5358.25 2.8381e-02 4.8302e-01 3.8184e-01 9.0873e-02 1.5891e-02
5694.70 3.2683e-02 4.8221e-01 3.7883e-01 9.0454e-02 1.5826e-02
6052.28 3.6968e-02 4.7945e-01 3.7950e-01 8.8711e-02 1.5375e-02
6432.31 4.1868e-02 4.9567e-01 3.6262e-01 8.5225e-02 1.4622e-02
6836.20 4.7649e-02 5.0197e-01 3.5272e-01 8.3426e-02 1.4238e-02
7265.45 5.3348e-02 5.0472e-01 3.4545e-01 8.2462e-02 1.4021e-02
7721.65 6.1724e-02 5.1879e-01 3.3117e-01 7.5814e-02 1.2501e-02
8206.56 6.5691e-02 5.1065e-01 3.3487e-01 7.6180e-02 1.2609e-02
8717.73 7.8535e-02 5.1997e-01 3.1828e-01 7.1587e-02 1.1629e-02
9214.74 9.1293e-02 5.3247e-01 3.0470e-01 6.2003e-02 9.5390e-03
9629.11 9.8820e-02 5.3848e-01 2.9786e-01 5.6482e-02 8.3581e-03
9954.11 9.4416e-02 5.1529e-01 3.2319e-01 5.8383e-02 8.7243e-03
10245.64 9.2542e-02 5.1459e-01 3.2867e-01 5.5957e-02 8.2427e-03
10541.49 8.2595e-02 4.6013e-01 3.8972e-01 5.8851e-02 8.7016e-03
10839.94 9.5936e-02 5.3598e-01 3.1899e-01 4.3301e-02 5.7929e-03
11119.11 8.4409e-02 5.4858e-01 3.2469e-01 3.7584e-02 4.7400e-03
11355.83 8.9378e-02 6.1885e-01 2.6173e-01 2.6976e-02 3.0719e-03
11539.81 1.1754e-01 6.5686e-01 2.0523e-01 1.8508e-02 1.8550e-03
11677.16 1.0746e-01 7.1189e-01 1.6482e-01 1.4537e-02 1.2921e-03
11784.05 9.7011e-02 7.2700e-01 1.6048e-01 1.4267e-02 1.2435e-03
11875.85 9.2477e-02 7.4390e-01 1.4913e-01 1.3371e-02 1.1218e-03
11963.37 9.1737e-02 7.3172e-01 1.6146e-01 1.3882e-02 1.2035e-03
12055.39 6.9455e-02 7.2539e-01 1.8600e-01 1.7509e-02 1.6476e-03
12170.41 4.9610e-02 6.7961e-01 2.4528e-01 2.3080e-02 2.4253e-03
12360.89 5.9957e-03 5.6924e-01 3.8802e-01 3.2868e-02 3.8764e-03
12670.46 5.5039e-04 4.2057e-01 5.2117e-01 5.1247e-02 6.4553e-03
13075.34 1.7334e-04 3.0911e-01 6.1095e-01 7.0459e-02 9.3097e-03
13530.52 7.2670e-05 2.0121e-01 6.8666e-01 9.8847e-02 1.3213e-02
14012.75 3.9063e-05 1.4031e-01 7.1491e-01 1.2732e-01 1.7424e-02
14508.81 2.6129e-05 1.1003e-01 7.3656e-01 1.3282e-01 2.0566e-02
15002.30 2.6120e-05 1.2667e-01 7.0512e-01 1.4677e-01 2.1420e-02
15475.29 3.1139e-05 1.4368e-01 7.0040e-01 1.3341e-01 2.2476e-02
15923.68 3.0593e-05 1.7922e-01 6.6516e-01 1.3303e-01 2.2554e-02
16355.64 1.2539e-05 8.7071e-02 7.4115e-01 1.4515e-01 2.6618e-02
