#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6
4.4636e+03 6.3984e-31 1.3462e-23 1.6622e-16 1.8498e-10 1.6019e-05 2.4538e-02 9.7545e-01
4.7438e+03 1.1213e-29 2.1569e-22 2.1862e-15 1.6275e-09 8.3351e-05 6.0830e-02 9.3909e-01
5.0416e+03 2.1900e-29 4.2020e-22 4.1161e-15 2.7960e-09 1.2626e-04 7.6424e-02 9.2345e-01
5.3582e+03 1.5872e-29 3.2145e-22 3.3241e-15 2.3840e-09 1.1367e-04 7.2657e-02 9.2723e-01
5.6947e+03 1.3898e-29 2.9644e-22 3.2010e-15 2.3609e-09 1.1472e-04 7.3521e-02 9.2636e-01
6.0522e+03 2.1357e-29 4.6341e-22 4.9591e-15 3.4597e-09 1.5468e-04 8.6779e-02 9.1307e-01
6.4323e+03 6.6814e-29 1.4423e-21 1.4517e-14 8.6383e-09 3.1094e-04 1.2645e-01 8.7324e-01
6.8362e+03 3.9217e-28 8.2730e-21 7.4562e-14 3.4348e-08 8.7871e-04 2.1679e-01 7.8234e-01
7.2654e+03 3.3049e-27 6.6371e-20 5.1130e-13 1.6980e-07 2.8354e-03 3.7824e-01 6.1892e-01
7.7216e+03 4.0301e-26 7.5499e-19 4.7142e-12 1.0303e-06 1.0031e-02 6.1634e-01 3.7363e-01
8.2065e+03 1.1819e-24 1.9822e-17 8.8647e-11 1.0240e-05 4.4161e-02 8.4127e-01 1.1456e-01
8.7177e+03 3.4575e-22 4.7088e-15 1.0745e-08 3.6336e-04 3.3127e-01 6.6317e-01 5.1984e-03
9.2147e+03 9.3373e-19 8.4297e-12 5.0367e-06 1.7696e-02 9.5225e-01 3.0051e-02 1.3203e-06
9.6291e+03 3.5581e-15 2.0277e-08 2.0699e-03 4.0961e-01 5.8824e-01 7.8252e-05 4.0154e-12
9.9539e+03 1.7470e-12 6.5348e-06 9.8569e-02 8.7855e-01 2.2871e-02 5.9772e-09 1.4614e-19
1.0246e+04 2.6429e-10 5.0849e-04 7.9967e-01 1.9977e-01 4.6558e-05 7.7882e-15 2.4260e-29
1.0542e+04 1.5519e-08 1.0623e-02 9.8648e-01 2.8980e-03 1.6857e-09 2.4142e-23 8.3658e-43
1.0840e+04 2.7506e-06 3.1343e-01 6.8656e-01 7.3311e-06 2.2817e-15 3.2257e-34 0.0000e+00
1.1119e+04 6.3778e-05 9.6416e-01 3.5773e-02 8.9018e-10 7.9134e-23 0.0000e+00 0.0000e+00
1.1356e+04 4.3470e-04 9.9871e-01 8.5745e-04 8.2793e-14 4.1998e-30 0.0000e+00 0.0000e+00
1.1540e+04 2.5440e-03 9.9743e-01 2.3740e-05 1.1664e-17 4.8174e-37 0.0000e+00 0.0000e+00
1.1677e+04 1.0419e-02 9.8958e-01 9.1114e-07 3.2076e-21 1.5274e-43 0.0000e+00 0.0000e+00
1.1784e+04 3.2072e-02 9.6793e-01 5.1727e-08 2.2562e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 8.3929e-02 9.1607e-01 4.3350e-09 4.7147e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.7773e-01 8.2227e-01 4.9504e-10 2.3322e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.7658e-01 7.2342e-01 8.6428e-11 3.1783e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.9306e-01 6.0694e-01 1.6699e-11 6.1290e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 5.8476e-01 4.1524e-01 1.4716e-12 2.2552e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 8.4805e-01 1.5195e-01 1.5936e-14 1.0926e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 9.6324e-01 3.6756e-02 7.7445e-17 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 9.9239e-01 7.6067e-03 2.7274e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.9845e-01 1.5482e-03 9.1717e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.9968e-01 3.2411e-04 3.3851e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 9.9993e-01 7.2668e-05 1.5049e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 9.9998e-01 1.9544e-05 1.1042e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.9999e-01 6.6828e-06 1.5891e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 2.7603e-06 4.2763e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 1.2087e-06 1.5591e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 5.6699e-07 7.9677e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 3.0667e-07 6.9586e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.8643e-07 8.9966e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 9.9230e-08 7.5416e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 3.8884e-08 2.0341e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.3304e-08 1.9863e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 3.7531e-08 1.0890e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 1.3528e-07 1.4346e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 4.2786e-07 1.6046e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 8.7208e-07 7.3471e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.5894e-06 2.7327e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 3.1297e-06 1.2051e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 9.9999e-01 5.8319e-06 4.5965e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.9999e-01 8.6680e-06 1.0365e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 9.9999e-01 1.1667e-05 1.8311e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 9.9998e-01 1.6744e-05 3.6113e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.9998e-01 2.4978e-05 7.5713e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.9996e-01 3.6963e-05 1.5441e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 9.9995e-01 5.2552e-05 2.8861e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 9.9993e-01 7.2772e-05 5.0927e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 9.9990e-01 9.9696e-05 8.7532e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 9.9986e-01 1.3616e-04 1.4948e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 9.9981e-01 1.8557e-04 2.5354e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.9975e-01 2.5246e-04 4.2741e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.9965e-01 3.4537e-04 7.3006e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 9.9953e-01 4.7306e-04 1.2498e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 9.9935e-01 6.4916e-04 2.1470e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 9.9911e-01 8.9264e-04 3.7026e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 9.9877e-01 1.2256e-03 6.3651e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 9.9831e-01 1.6863e-03 1.1013e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 9.9769e-01 2.3067e-03 1.8785e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.9686e-01 3.1446e-03 3.1823e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 9.9573e-01 4.2724e-03 5.3676e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 9.9424e-01 5.7606e-03 8.9175e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.9229e-01 7.7111e-03 1.4605e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 9.8980e-01 1.0198e-02 2.3409e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 9.8666e-01 1.3345e-02 3.6843e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 9.8283e-01 1.7168e-02 5.6207e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 9.7832e-01 2.1682e-02 8.3084e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 9.7321e-01 2.6794e-02 1.1821e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 9.6765e-01 3.2349e-02 1.6177e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 9.6191e-01 3.8086e-02 2.1210e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 9.5918e-01 4.0818e-02 2.3719e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 9.5790e-01 4.2105e-02 2.4901e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 9.5687e-01 4.3125e-02 2.5957e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 9.5672e-01 4.3276e-02 2.6015e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 9.5643e-01 4.3567e-02 2.6308e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 9.1350e-01 8.6497e-02 1.0857e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3409
#NVEL: 115
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6
4.2577e+02 1.6675e-43 1.5894e-34 1.1452e-25 1.2797e-17 1.5622e-10 5.9689e-05 9.9994e-01
8.5779e+02 3.0649e-32 3.7242e-25 3.4600e-18 5.0838e-12 8.2639e-07 4.2927e-03 9.9571e-01
8.7843e+02 3.0953e-32 3.7593e-25 3.4901e-18 5.1209e-12 8.3094e-07 4.3058e-03 9.9569e-01
9.1772e+02 3.0425e-32 3.6983e-25 3.4380e-18 5.0566e-12 8.2306e-07 4.2832e-03 9.9572e-01
9.7304e+02 2.9539e-32 3.5982e-25 3.3541e-18 4.9544e-12 8.1069e-07 4.2479e-03 9.9575e-01
1.0350e+03 2.7684e-32 3.3845e-25 3.1718e-18 4.7284e-12 7.8279e-07 4.1669e-03 9.9583e-01
1.1000e+03 2.2609e-32 2.7982e-25 2.6681e-18 4.0939e-12 7.0283e-07 3.9276e-03 9.9607e-01
1.1690e+03 1.3024e-32 1.6667e-25 1.6659e-18 2.7648e-12 5.2406e-07 3.3434e-03 9.9666e-01
1.2425e+03 4.1933e-33 5.6997e-26 6.2342e-19 1.2132e-12 2.8212e-07 2.3776e-03 9.9762e-01
1.3205e+03 7.5039e-34 1.0959e-26 1.3527e-19 3.3337e-13 1.0602e-07 1.3842e-03 9.9862e-01
1.4033e+03 1.0110e-34 1.6044e-27 2.2766e-20 7.3776e-14 3.3808e-08 7.3727e-04 9.9926e-01
1.4915e+03 1.5497e-35 2.6848e-28 4.3714e-21 1.8326e-14 1.1810e-08 4.1450e-04 9.9959e-01
1.5852e+03 2.7680e-36 5.2781e-29 9.8651e-22 5.2546e-15 4.6245e-09 2.4916e-04 9.9975e-01
1.6847e+03 4.7210e-37 1.0056e-29 2.1860e-22 1.4926e-15 1.8068e-09 1.5023e-04 9.9985e-01
1.7904e+03 7.0867e-38 1.7298e-30 4.4823e-23 4.0096e-16 6.8184e-10 8.9373e-05 9.9991e-01
1.9028e+03 9.6008e-39 2.7581e-31 8.7323e-24 1.0432e-16 2.5329e-10 5.3033e-05 9.9995e-01
2.0223e+03 1.3452e-39 4.5354e-32 1.7488e-24 2.7754e-17 9.5684e-11 3.1884e-05 9.9997e-01
2.1493e+03 1.9748e-40 7.8012e-33 3.6533e-25 7.6532e-18 3.7160e-11 1.9547e-05 9.9998e-01
2.2843e+03 3.5905e-41 1.6268e-33 9.0319e-26 2.4186e-18 1.5936e-11 1.2675e-05 9.9999e-01
2.4277e+03 8.7988e-42 4.4891e-34 2.8812e-26 9.4615e-19 8.0153e-12 8.9564e-06 9.9999e-01
2.5802e+03 3.1992e-42 1.7962e-34 1.2900e-26 4.9191e-19 4.9865e-12 7.0628e-06 9.9999e-01
2.7422e+03 1.9730e-42 1.1807e-34 9.0733e-27 3.7335e-19 4.1125e-12 6.4153e-06 9.9999e-01
2.9144e+03 2.3079e-42 1.4136e-34 1.0993e-26 4.4643e-19 4.7554e-12 6.8964e-06 9.9999e-01
3.0973e+03 5.7173e-42 3.4407e-34 2.5500e-26 9.2209e-19 8.2792e-12 9.1269e-06 9.9999e-01
3.2918e+03 3.1540e-41 1.8449e-33 1.2547e-25 3.6504e-18 2.3770e-11 1.5761e-05 9.9998e-01
3.4986e+03 6.8851e-40 3.3968e-32 1.8060e-24 3.4363e-17 1.2767e-10 3.8241e-05 9.9996e-01
3.7182e+03 5.1892e-38 1.7688e-30 6.0168e-23 6.0912e-16 1.0512e-09 1.1687e-04 9.9988e-01
3.9517e+03 4.8329e-36 1.2235e-28 2.7942e-21 1.4887e-14 1.1381e-08 4.2397e-04 9.9958e-01
4.1999e+03 1.1221e-33 2.8478e-26 5.2888e-19 1.4068e-12 3.8839e-07 3.0851e-03 9.9691e-01
4.4636e+03 3.1540e-31 7.1819e-24 9.6982e-17 1.2051e-10 1.1799e-05 2.0884e-02 9.7910e-01
4.7438e+03 5.6206e-30 1.1691e-22 1.2951e-15 1.0750e-09 6.2111e-05 5.2228e-02 9.4771e-01
5.0416e+03 1.1444e-29 2.3695e-22 2.5289e-15 1.9044e-09 9.6323e-05 6.6525e-02 9.3338e-01
5.3582e+03 8.5260e-30 1.8609e-22 2.0918e-15 1.6563e-09 8.8003e-05 6.3734e-02 9.3618e-01
5.6947e+03 7.5036e-30 1.7243e-22 2.0231e-15 1.6462e-09 8.9059e-05 6.4592e-02 9.3532e-01
6.0522e+03 1.1599e-29 2.7103e-22 3.1502e-15 2.4232e-09 1.2053e-04 7.6451e-02 9.2343e-01
6.4323e+03 3.6671e-29 8.5192e-22 9.3073e-15 6.1018e-09 2.4411e-04 1.1211e-01 8.8764e-01
6.8362e+03 2.1621e-28 4.9065e-21 4.8024e-14 2.4400e-08 6.9473e-04 1.9402e-01 8.0529e-01
7.2654e+03 1.8518e-27 3.9980e-20 3.3459e-13 1.2267e-07 2.2827e-03 3.4549e-01 6.5223e-01
7.7216e+03 2.3504e-26 4.7288e-19 3.2061e-12 7.7302e-07 8.3792e-03 5.8371e-01 4.0791e-01
8.2065e+03 7.0422e-25 1.2693e-17 6.1815e-11 7.9095e-06 3.8165e-02 8.3032e-01 1.3151e-01
8.7177e+03 2.1592e-22 3.1562e-15 7.8531e-09 2.9471e-04 3.0128e-01 6.9208e-01 6.3463e-03
9.2147e+03 6.0662e-19 5.8942e-12 3.8855e-06 1.5406e-02 9.4909e-01 3.5502e-02 1.8971e-06
9.6291e+03 2.3987e-15 1.4672e-08 1.6610e-03 3.7433e-01 6.2391e-01 1.0097e-04 6.5019e-12
9.9539e+03 1.2375e-12 5.0105e-06 8.5292e-02 8.8702e-01 2.7685e-02 9.2565e-09 3.0145e-19
1.0246e+04 2.0693e-10 4.3220e-04 7.7190e-01 2.2760e-01 6.4857e-05 1.4359e-14 6.2107e-29
1.0542e+04 1.2101e-08 9.1635e-03 9.8732e-01 3.5185e-03 2.5954e-09 5.1798e-23 2.6485e-42
1.0840e+04 2.0802e-06 2.7060e-01 7.2939e-01 1.0306e-05 4.5792e-15 1.0803e-33 0.0000e+00
1.1119e+04 5.3582e-05 9.5365e-01 4.6295e-02 1.6676e-09 2.3905e-22 0.0000e+00 0.0000e+00
1.1356e+04 3.5702e-04 9.9842e-01 1.2209e-03 1.9463e-13 1.9115e-29 0.0000e+00 0.0000e+00
1.1540e+04 2.0098e-03 9.9795e-01 3.8024e-05 3.7159e-17 3.8619e-36 0.0000e+00 0.0000e+00
1.1677e+04 8.1249e-03 9.9187e-01 1.6184e-06 1.3541e-20 2.1005e-42 0.0000e+00 0.0000e+00
1.1784e+04 2.3627e-02 9.7637e-01 1.0591e-07 1.3388e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 5.7496e-02 9.4250e-01 1.0561e-08 4.0940e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.2342e-01 8.7658e-01 1.2745e-09 2.1739e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.9816e-01 8.0184e-01 2.3422e-10 3.1651e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.1043e-01 6.8957e-01 3.9551e-11 4.2059e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 5.0942e-01 4.9058e-01 3.1889e-12 1.1706e-34 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 7.9947e-01 2.0053e-01 4.1459e-14 7.5731e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 9.5358e-01 4.6419e-02 1.5801e-16 5.4651e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 9.8957e-01 1.0429e-02 7.2871e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.9829e-01 1.7057e-03 1.1811e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.9960e-01 3.9718e-04 6.2601e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 9.9990e-01 1.0495e-04 5.0261e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 9.9997e-01 2.9438e-05 4.4831e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.9999e-01 1.1377e-05 1.0364e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.9999e-01 6.0416e-06 7.0672e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 3.1319e-06 4.6997e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.8926e-06 5.6695e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.1463e-06 6.7299e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
