#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] s0 s1 s2 s3 s4 
21647.97 3.55e-03 9.96e-01 2.23e-11 1.36e-33 5.89e-38 
22447.94 7.14e-03 9.93e-01 3.22e-12 1.60e-34 8.70e-38 
23245.88 1.28e-03 9.99e-01 8.95e-13 1.21e-35 1.38e-37 
24052.47 1.36e-02 9.86e-01 2.60e-13 3.02e-34 2.23e-37 
24867.72 2.07e-02 9.79e-01 1.07e-13 2.19e-33 3.66e-37 
25698.86 3.03e-02 9.70e-01 1.59e-14 1.54e-36 6.26e-37 
26587.16 3.51e-02 9.65e-01 1.28e-14 1.61e-32 1.18e-36 
27637.54 7.54e-02 9.25e-01 5.98e-16 6.43e-36 2.64e-36 
28986.97 1.14e-01 8.86e-01 7.87e-17 1.95e-35 8.06e-36 
#TIME: 6.23 
#NVEL: 67 
#vel_mid[km/s] s0 s1 s2 s3 s4 
440.10 3.54e-22 5.19e-14 5.63e-08 2.59e-03 9.97e-01 
999.11 5.30e-23 8.64e-15 1.34e-08 1.14e-03 9.99e-01 
1267.34 1.07e-23 1.85e-15 3.79e-09 5.48e-04 9.99e-01 
1514.05 3.88e-24 6.92e-16 1.70e-09 3.45e-04 1.00e+00 
1808.80 1.35e-24 2.65e-16 8.03e-10 2.28e-04 1.00e+00 
1919.29 5.42e-25 1.12e-16 3.92e-10 1.50e-04 1.00e+00 
2160.92 2.03e-25 4.48e-17 1.95e-10 9.99e-05 1.00e+00 
2292.92 1.03e-25 2.49e-17 1.24e-10 7.83e-05 1.00e+00 
2432.98 5.04e-26 1.31e-17 7.39e-11 5.94e-05 1.00e+00 
2581.60 3.16e-26 8.75e-18 5.35e-11 4.98e-05 1.00e+00 
2739.29 2.00e-26 5.72e-18 3.85e-11 4.09e-05 1.00e+00 
2906.62 1.22e-26 3.63e-18 2.81e-11 3.26e-05 1.00e+00 
3084.17 9.38e-27 3.05e-18 2.53e-11 3.16e-05 1.00e+00 
3272.56 7.26e-27 2.63e-18 2.33e-11 3.10e-05 1.00e+00 
3472.46 5.72e-27 2.29e-18 2.17e-11 3.07e-05 1.00e+00 
3684.57 4.77e-27 2.14e-18 2.14e-11 3.12e-05 1.00e+00 
3909.64 3.16e-27 1.64e-18 1.85e-11 2.94e-05 1.00e+00 
4148.46 3.21e-27 1.79e-18 1.94e-11 3.05e-05 1.00e+00 
4401.86 4.93e-27 2.64e-18 2.61e-11 3.60e-05 1.00e+00 
4670.75 6.65e-27 3.51e-18 3.34e-11 4.12e-05 1.00e+00 
4956.05 6.56e-27 3.83e-18 3.74e-11 4.53e-05 1.00e+00 
5258.79 6.01e-27 3.94e-18 3.98e-11 4.81e-05 1.00e+00 
5580.02 7.20e-27 4.96e-18 5.03e-11 5.57e-05 1.00e+00 
5920.87 9.71e-27 7.04e-18 6.82e-11 6.71e-05 1.00e+00 
6282.54 1.31e-26 9.94e-18 9.33e-11 8.08e-05 1.00e+00 
6666.30 2.33e-26 1.81e-17 1.50e-10 1.06e-04 1.00e+00 
7073.50 4.78e-26 3.71e-17 2.70e-10 1.47e-04 1.00e+00 
7505.58 1.03e-25 8.26e-17 5.23e-10 2.14e-04 1.00e+00 
7964.05 3.63e-25 2.92e-16 1.43e-09 3.76e-04 1.00e+00 
8450.53 2.57e-24 1.93e-15 6.36e-09 8.79e-04 9.99e-01 
8966.72 2.42e-23 1.65e-14 3.58e-08 2.37e-03 9.98e-01 
9514.44 5.45e-22 3.24e-13 3.88e-07 9.32e-03 9.91e-01 
10095.62 5.23e-20 2.39e-11 1.17e-05 6.51e-02 9.35e-01 
10712.30 1.57e-17 4.93e-09 6.98e-04 5.23e-01 4.76e-01 
11366.65 2.52e-15 5.01e-07 1.55e-02 9.58e-01 2.68e-02 
12061.10 3.82e-13 4.13e-05 2.19e-01 7.81e-01 4.57e-04 
12793.43 3.29e-11 1.59e-03 8.95e-01 1.04e-01 4.12e-07 
13528.61 1.07e-09 2.05e-02 9.77e-01 2.35e-03 7.37e-11 
14194.74 2.46e-08 1.83e-01 8.17e-01 4.08e-05 2.73e-15 
14757.77 1.46e-07 5.60e-01 4.40e-01 1.37e-06 2.01e-18 
15240.48 4.84e-07 8.72e-01 1.28e-01 3.10e-08 1.00e-21 
15646.99 1.30e-06 9.74e-01 2.56e-02 5.00e-10 5.23e-25 
15960.30 3.75e-06 9.94e-01 5.99e-03 1.00e-11 5.86e-28 
16187.41 6.53e-06 9.99e-01 9.54e-04 2.06e-13 5.51e-31 
16354.17 1.12e-05 1.00e+00 4.02e-04 1.55e-14 3.33e-33 
16484.18 1.52e-05 1.00e+00 1.82e-04 3.94e-15 4.19e-34 
16593.12 1.96e-05 1.00e+00 9.47e-05 5.80e-16 1.80e-35 
16691.99 1.70e-05 1.00e+00 7.14e-05 2.84e-16 1.80e-36 
16788.59 2.05e-05 1.00e+00 3.07e-04 7.68e-16 3.32e-36 
16888.37 2.41e-05 1.00e+00 2.81e-05 1.78e-17 3.53e-38 
16998.79 2.88e-05 1.00e+00 1.51e-05 2.55e-18 1.51e-38 
17146.37 3.77e-05 1.00e+00 8.01e-06 8.12e-19 3.93e-38 
17415.23 6.51e-05 1.00e+00 2.30e-06 4.28e-20 2.73e-38 
17888.12 8.54e-05 1.00e+00 4.34e-07 3.30e-22 1.48e-38 
18532.37 2.43e-04 1.00e+00 4.89e-08 1.70e-24 1.89e-38 
19260.76 4.63e-04 1.00e+00 4.33e-09 1.17e-27 2.44e-38 
20034.10 7.32e-04 9.99e-01 5.20e-10 3.20e-30 3.36e-38 
20838.00 1.90e-03 9.98e-01 9.18e-11 6.73e-32 4.67e-38 
21647.97 5.06e-03 9.95e-01 1.62e-11 2.81e-34 6.26e-38 
22447.94 1.30e-03 9.99e-01 4.06e-12 1.16e-34 9.25e-38 
23245.88 8.80e-03 9.91e-01 1.87e-12 1.62e-33 1.47e-37 
24052.47 1.48e-02 9.85e-01 2.24e-13 5.91e-37 2.37e-37 
24867.72 1.39e-02 9.86e-01 2.88e-13 9.63e-37 3.89e-37 
25698.86 2.31e-02 9.77e-01 2.96e-14 1.64e-36 6.66e-37 
26587.16 4.39e-02 9.56e-01 4.51e-15 3.08e-36 1.26e-36 
27637.54 6.78e-02 9.32e-01 7.15e-16 6.85e-36 2.81e-36 
28986.97 1.09e-01 8.91e-01 8.34e-17 2.07e-35 8.57e-36 
#TIME: 6.36 
#NVEL: 67 
#vel_mid[km/s] s0 s1 s2 s3 s4 
440.10 3.01e-22 4.60e-14 5.13e-08 2.46e-03 9.98e-01 
999.11 4.58e-23 7.79e-15 1.24e-08 1.09e-03 9.99e-01 
1267.34 1.05e-23 1.90e-15 3.81e-09 5.52e-04 9.99e-01 
1514.05 3.67e-24 6.85e-16 1.69e-09 3.46e-04 1.00e+00 
1808.80 1.33e-24 2.72e-16 8.28e-10 2.34e-04 1.00e+00 
1919.29 5.70e-25 1.20e-16 4.29e-10 1.60e-04 1.00e+00 
2160.92 2.20e-25 5.09e-17 2.15e-10 1.07e-04 1.00e+00 
2292.92 1.06e-25 2.66e-17 1.34e-10 8.21e-05 1.00e+00 
2432.98 5.53e-26 1.50e-17 8.42e-11 6.44e-05 1.00e+00 
2581.60 3.44e-26 9.84e-18 6.15e-11 5.42e-05 1.00e+00 
2739.29 2.31e-26 6.87e-18 4.55e-11 4.56e-05 1.00e+00 
2906.62 1.46e-26 4.57e-18 3.38e-11 3.80e-05 1.00e+00 
3084.17 1.01e-26 3.40e-18 2.79e-11 3.35e-05 1.00e+00 
3272.56 7.66e-27 2.86e-18 2.54e-11 3.28e-05 1.00e+00 
3472.46 6.23e-27 2.59e-18 2.42e-11 3.28e-05 1.00e+00 
3684.57 5.14e-27 2.39e-18 2.38e-11 3.33e-05 1.00e+00 
3909.64 3.66e-27 1.97e-18 2.09e-11 3.17e-05 1.00e+00 
4148.46 3.60e-27 2.08e-18 2.21e-11 3.31e-05 1.00e+00 
4401.86 5.32e-27 2.94e-18 2.93e-11 3.85e-05 1.00e+00 
4670.75 7.34e-27 4.02e-18 3.76e-11 4.43e-05 1.00e+00 
4956.05 7.61e-27 4.63e-18 4.40e-11 5.02e-05 1.00e+00 
5258.79 6.66e-27 4.51e-18 4.60e-11 5.26e-05 1.00e+00 
5580.02 8.44e-27 6.05e-18 5.98e-11 6.20e-05 1.00e+00 
5920.87 1.12e-26 8.41e-18 8.01e-11 7.40e-05 1.00e+00 
6282.54 1.57e-26 1.24e-17 1.12e-10 9.03e-05 1.00e+00 
6666.30 2.75e-26 2.20e-17 1.80e-10 1.18e-04 1.00e+00 
7073.50 5.88e-26 4.73e-17 3.30e-10 1.66e-04 1.00e+00 
7505.58 1.29e-25 1.07e-16 6.47e-10 2.41e-04 1.00e+00 
7964.05 4.94e-25 4.09e-16 1.88e-09 4.42e-04 1.00e+00 
8450.53 3.53e-24 2.69e-15 8.55e-09 1.05e-03 9.99e-01 
8966.72 3.51e-23 2.46e-14 4.97e-08 2.88e-03 9.97e-01 
9514.44 8.41e-22 5.08e-13 5.65e-07 1.17e-02 9.88e-01 
10095.62 8.12e-20 3.73e-11 1.68e-05 7.99e-02 9.20e-01 
10712.30 2.40e-17 7.54e-09 9.59e-04 5.92e-01 4.07e-01 
11366.65 3.47e-15 6.84e-07 1.91e-02 9.61e-01 1.99e-02 
12061.10 5.30e-13 5.59e-05 2.61e-01 7.38e-01 3.04e-04 
12793.43 3.98e-11 1.87e-03 9.15e-01 8.35e-02 2.05e-07 
13528.61 1.28e-09 2.38e-02 9.74e-01 1.75e-03 1.77e-11 
14194.74 2.85e-08 2.05e-01 7.95e-01 3.22e-05 1.56e-15 
14757.77 1.55e-07 5.83e-01 4.17e-01 1.14e-06 1.22e-18 
15240.48 4.80e-07 8.78e-01 1.22e-01 2.62e-08 7.36e-22 
15646.99 1.35e-06 9.76e-01 2.43e-02 4.31e-10 2.98e-25 
15960.30 3.63e-06 9.95e-01 4.70e-03 6.66e-12 3.39e-28 
16187.41 7.68e-06 9.99e-01 7.34e-04 1.16e-13 2.51e-31 
16354.17 1.19e-05 1.00e+00 2.96e-04 1.28e-14 3.66e-33 
16484.18 1.53e-05 1.00e+00 1.50e-04 1.84e-15 1.10e-34 
16593.12 1.59e-05 1.00e+00 9.84e-05 4.94e-16 6.96e-36 
16691.99 2.43e-05 1.00e+00 5.77e-05 1.63e-16 1.37e-36 
16788.59 2.11e-05 1.00e+00 3.49e-05 3.60e-17 1.00e-37 
16888.37 2.52e-05 1.00e+00 2.03e-05 6.67e-18 8.05e-39 
16998.79 2.74e-05 1.00e+00 1.45e-05 2.64e-18 4.27e-38 
17146.37 3.84e-05 1.00e+00 6.23e-06 2.90e-19 8.96e-39 
17415.23 5.50e-05 1.00e+00 2.16e-06 2.45e-20 1.13e-38 
17888.12 7.93e-05 1.00e+00 4.45e-07 5.85e-22 1.57e-38 
18532.37 2.34e-04 1.00e+00 4.67e-08 5.34e-25 2.00e-38 
19260.76 2.91e-04 1.00e+00 4.36e-09 5.75e-27 2.59e-38 
20034.10 1.32e-03 9.99e-01 5.68e-10 3.81e-30 3.57e-38 
20838.00 1.53e-03 9.98e-01 1.06e-10 4.08e-32 4.97e-38 
21647.97 2.04e-03 9.98e-01 3.86e-11 3.78e-33 6.66e-38 
22447.94 3.97e-03 9.96e-01 6.37e-12 4.47e-34 9.84e-38 
23245.88 1.42e-03 9.99e-01 1.89e-12 1.01e-34 1.56e-37 
24052.47 1.21e-02 9.88e-01 4.18e-13 1.16e-33 2.52e-37 
24867.72 1.52e-02 9.85e-01 9.36e-14 8.94e-35 4.13e-37 
25698.86 2.83e-02 9.72e-01 2.59e-14 1.75e-36 7.08e-37 
26587.16 4.07e-02 9.59e-01 9.10e-15 2.66e-33 1.34e-36 
27637.54 7.19e-02 9.28e-01 1.29e-15 7.29e-36 2.99e-36 
28986.97 6.68e-02 9.33e-01 1.57e-15 2.72e-30 9.12e-36 
#TIME: 6.49 
#NVEL: 67 
#vel_mid[km/s] s0 s1 s2 s3 s4 
440.10 2.25e-22 3.64e-14 4.40e-08 2.27e-03 9.98e-01 
999.11 3.99e-23 7.11e-15 1.16e-08 1.06e-03 9.99e-01 
1267.34 9.75e-24 1.83e-15 3.80e-09 5.56e-04 9.99e-01 
1514.05 3.60e-24 7.03e-16 1.74e-09 3.54e-04 1.00e+00 
1808.80 1.30e-24 2.75e-16 8.51e-10 2.38e-04 1.00e+00 
1919.29 5.87e-25 1.30e-16 4.59e-10 1.67e-04 1.00e+00 
2160.92 2.46e-25 5.89e-17 2.47e-10 1.18e-04 1.00e+00 
2292.92 1.15e-25 2.95e-17 1.47e-10 8.73e-05 1.00e+00 
2432.98 5.72e-26 1.61e-17 9.24e-11 6.82e-05 1.00e+00 
2581.60 3.86e-26 1.15e-17 7.06e-11 5.90e-05 1.00e+00 
2739.29 2.62e-26 8.16e-18 5.34e-11 5.06e-05 1.00e+00 
2906.62 1.71e-26 5.55e-18 3.99e-11 4.25e-05 1.00e+00 
3084.17 1.18e-26 4.13e-18 3.29e-11 3.83e-05 1.00e+00 
3272.56 8.10e-27 3.15e-18 2.77e-11 3.45e-05 1.00e+00 
3472.46 6.78e-27 2.92e-18 2.70e-11 3.50e-05 1.00e+00 
3684.57 5.61e-27 2.71e-18 2.66e-11 3.57e-05 1.00e+00 
3909.64 4.05e-27 2.25e-18 2.37e-11 3.42e-05 1.00e+00 
4148.46 3.86e-27 2.31e-18 2.49e-11 3.56e-05 1.00e+00 
4401.86 5.91e-27 3.39e-18 3.32e-11 4.15e-05 1.00e+00 
4670.75 8.63e-27 4.94e-18 4.51e-11 5.00e-05 1.00e+00 
4956.05 8.53e-27 5.36e-18 5.10e-11 5.50e-05 1.00e+00 
5258.79 7.53e-27 5.29e-18 5.32e-11 5.74e-05 1.00e+00 
5580.02 9.84e-27 7.34e-18 7.08e-11 6.87e-05 1.00e+00 
5920.87 1.28e-26 9.93e-18 9.38e-11 8.11e-05 1.00e+00 
6282.54 1.88e-26 1.54e-17 1.35e-10 1.01e-04 1.00e+00 
6666.30 3.24e-26 2.67e-17 2.14e-10 1.31e-04 1.00e+00 
7073.50 7.18e-26 5.94e-17 4.05e-10 1.86e-04 1.00e+00 
7505.58 1.68e-25 1.44e-16 8.25e-10 2.78e-04 1.00e+00 
7964.05 6.46e-25 5.47e-16 2.45e-09 5.18e-04 9.99e-01 
8450.53 4.88e-24 3.82e-15 1.14e-08 1.24e-03 9.99e-01 
8966.72 5.07e-23 3.60e-14 6.94e-08 3.52e-03 9.96e-01 
9514.44 1.27e-21 7.73e-13 8.08e-07 1.44e-02 9.86e-01 
10095.62 1.33e-19 6.17e-11 2.52e-05 1.00e-01 9.00e-01 
10712.30 3.67e-17 1.15e-08 1.32e-03 6.62e-01 3.37e-01 
11366.65 4.93e-15 9.59e-07 2.36e-02 9.62e-01 1.48e-02 
12061.10 7.61e-13 7.80e-05 3.11e-01 6.89e-01 2.43e-04 
12793.43 4.89e-11 2.23e-03 9.31e-01 6.71e-02 1.50e-07 
13528.61 1.51e-09 2.70e-02 9.71e-01 1.49e-03 1.09e-11 
14194.74 3.27e-08 2.27e-01 7.73e-01 2.41e-05 8.95e-16 
14757.77 1.67e-07 6.18e-01 3.82e-01 7.62e-07 5.67e-19 
15240.48 4.98e-07 8.89e-01 1.11e-01 1.91e-08 3.84e-22 
15646.99 1.32e-06 9.79e-01 2.06e-02 3.00e-10 2.19e-25 
15960.30 3.68e-06 9.95e-01 4.70e-03 5.58e-12 1.56e-28 
16187.41 6.72e-06 9.98e-01 2.45e-03 6.01e-13 1.07e-30 
16354.17 1.13e-05 1.00e+00 2.50e-04 6.56e-15 1.21e-33 
16484.18 1.52e-05 1.00e+00 1.25e-04 1.01e-15 2.96e-35 
16593.12 1.69e-05 1.00e+00 8.09e-05 3.61e-16 4.12e-36 
16691.99 1.60e-05 1.00e+00 5.04e-05 6.22e-17 4.26e-37 
16788.59 2.38e-05 9.99e-01 8.35e-04 3.63e-15 3.92e-36 
16888.37 3.41e-05 1.00e+00 2.30e-05 1.33e-17 9.43e-38 
16998.79 3.08e-05 1.00e+00 1.27e-05 1.58e-18 1.75e-38 
17146.37 3.66e-05 1.00e+00 6.81e-06 3.92e-19 2.78e-38 
17415.23 3.55e-05 1.00e+00 2.40e-06 3.11e-20 2.27e-38 
17888.12 5.58e-05 1.00e+00 4.16e-07 1.76e-22 1.67e-38 
18532.37 1.80e-04 1.00e+00 4.92e-08 5.29e-25 2.13e-38 
19260.76 3.63e-04 1.00e+00 4.86e-09 9.52e-28 2.75e-38 
20034.10 7.30e-04 9.99e-01 1.12e-09 2.74e-29 3.80e-38 
20838.00 1.09e-03 9.99e-01 1.81e-10 2.16e-31 5.28e-38 
21647.97 3.91e-03 9.96e-01 3.69e-11 3.24e-33 7.08e-38 
22447.94 4.46e-04 1.00e+00 8.20e-12 3.50e-34 1.05e-37 
23245.88 6.05e-03 9.94e-01 1.76e-12 6.35e-35 1.66e-37 
24052.47 2.15e-03 9.98e-01 4.74e-13 4.82e-34 2.68e-37 
24867.72 1.70e-02 9.83e-01 1.33e-13 6.35e-34 4.40e-37 
25698.86 2.19e-02 9.78e-01 3.55e-14 1.86e-36 7.53e-37 
26587.16 3.78e-02 9.62e-01 5.70e-15 3.48e-36 1.42e-36 
27637.54 3.71e-03 9.96e-01 4.05e-15 2.01e-32 3.18e-36 
28986.97 5.32e-02 9.47e-01 1.23e-15 1.61e-32 9.69e-36 
#TIME: 6.62 
#NVEL: 67 
#vel_mid[km/s] s0 s1 s2 s3 s4 
440.10 1.95e-22 3.32e-14 4.03e-08 2.18e-03 9.98e-01 
999.11 3.63e-23 6.74e-15 1.11e-08 1.04e-03 9.99e-01 
1267.34 9.50e-24 1.87e-15 3.84e-09 5.62e-04 9.99e-01 
1514.05 3.60e-24 7.26e-16 1.81e-09 3.64e-04 1.00e+00 
1808.80 1.29e-24 2.87e-16 8.84e-10 2.45e-04 1.00e+00 
1919.29 5.91e-25 1.38e-16 4.93e-10 1.76e-04 1.00e+00 
2160.92 2.74e-25 6.81e-17 2.80e-10 1.28e-04 1.00e+00 
2292.92 1.27e-25 3.42e-17 1.67e-10 9.56e-05 1.00e+00 
2432.98 6.16e-26 1.81e-17 1.02e-10 7.27e-05 1.00e+00 
2581.60 4.20e-26 1.30e-17 7.98e-11 6.37e-05 1.00e+00 
2739.29 3.00e-26 9.62e-18 6.27e-11 5.58e-05 1.00e+00 
2906.62 2.04e-26 6.87e-18 4.75e-11 4.77e-05 1.00e+00 
3084.17 1.37e-26 5.01e-18 3.85e-11 4.25e-05 1.00e+00 
3272.56 8.80e-27 3.55e-18 3.07e-11 3.68e-05 1.00e+00 
3472.46 7.44e-27 3.32e-18 3.03e-11 3.76e-05 1.00e+00 
3684.57 6.00e-27 2.99e-18 2.95e-11 3.80e-05 1.00e+00 
3909.64 4.29e-27 2.46e-18 2.62e-11 3.62e-05 1.00e+00 
4148.46 4.30e-27 2.67e-18 2.83e-11 3.83e-05 1.00e+00 
4401.86 6.97e-27 4.16e-18 3.98e-11 4.67e-05 1.00e+00 
4670.75 9.98e-27 5.91e-18 5.31e-11 5.53e-05 1.00e+00 
4956.05 9.51e-27 6.19e-18 5.85e-11 5.97e-05 1.00e+00 
5258.79 8.84e-27 6.46e-18 6.32e-11 6.38e-05 1.00e+00 
5580.02 1.12e-26 8.64e-18 8.31e-11 7.56e-05 1.00e+00 
5920.87 1.53e-26 1.24e-17 1.13e-10 9.08e-05 1.00e+00 
6282.54 2.19e-26 1.85e-17 1.60e-10 1.12e-04 1.00e+00 
6666.30 3.93e-26 3.36e-17 2.59e-10 1.46e-04 1.00e+00 
7073.50 8.80e-26 7.51e-17 4.94e-10 2.09e-04 1.00e+00 
7505.58 2.14e-25 1.88e-16 1.05e-09 3.19e-04 1.00e+00 
7964.05 8.76e-25 7.62e-16 3.22e-09 6.06e-04 9.99e-01 
8450.53 6.95e-24 5.59e-15 1.57e-08 1.50e-03 9.98e-01 
8966.72 7.29e-23 5.29e-14 9.52e-08 4.24e-03 9.96e-01 
9514.44 1.91e-21 1.19e-12 1.15e-06 1.77e-02 9.82e-01 
10095.62 2.19e-19 1.02e-10 3.80e-05 1.27e-01 8.73e-01 
10712.30 5.50e-17 1.72e-08 1.76e-03 7.24e-01 2.74e-01 
11366.65 6.87e-15 1.32e-06 2.91e-02 9.60e-01 1.13e-02 
12061.10 1.06e-12 1.06e-04 3.66e-01 6.34e-01 1.29e-04 
12793.43 5.81e-11 2.57e-03 9.46e-01 5.14e-02 7.52e-08 
13528.61 1.85e-09 3.16e-02 9.67e-01 1.12e-03 5.66e-12 
14194.74 3.69e-08 2.50e-01 7.50e-01 3.68e-05 9.37e-16 
14757.77 1.76e-07 6.38e-01 3.62e-01 5.92e-07 2.85e-19 
15240.48 5.12e-07 9.00e-01 1.00e-01 1.65e-08 2.81e-22 
15646.99 1.31e-06 9.78e-01 2.17e-02 2.97e-10 1.89e-25 
15960.30 3.67e-06 9.97e-01 3.06e-03 3.64e-12 7.22e-29 
16187.41 6.78e-06 9.99e-01 1.26e-03 2.83e-13 1.02e-30 
16354.17 1.12e-05 9.99e-01 7.87e-04 2.99e-14 6.88e-33 
16484.18 1.35e-05 1.00e+00 1.35e-04 1.16e-15 5.68e-35 
16593.12 1.38e-05 1.00e+00 7.85e-05 2.80e-16 2.58e-36 
16691.99 1.85e-05 1.00e+00 4.90e-05 7.26e-17 3.74e-37 
16788.59 2.01e-05 1.00e+00 3.47e-05 2.99e-17 4.44e-38 
16888.37 2.04e-05 1.00e+00 2.28e-05 1.05e-17 3.63e-38 
16998.79 2.77e-05 1.00e+00 1.39e-05 3.11e-18 5.10e-38 
17146.37 3.70e-05 1.00e+00 6.55e-06 3.73e-19 1.98e-38 
17415.23 5.23e-05 1.00e+00 2.17e-06 2.59e-20 2.47e-38 
17888.12 9.09e-05 1.00e+00 4.03e-07 7.05e-22 3.47e-38 
18532.37 2.86e-04 1.00e+00 5.11e-08 6.68e-25 2.27e-38 
19260.76 7.92e-04 9.99e-01 5.23e-09 1.61e-27 2.93e-38 
20034.10 4.92e-04 1.00e+00 9.25e-10 1.67e-29 4.04e-38 
20838.00 2.63e-03 9.97e-01 1.28e-10 1.59e-31 5.62e-38 
21647.97 1.87e-03 9.98e-01 2.45e-11 5.81e-34 7.53e-38 
22447.94 5.12e-03 9.95e-01 9.33e-12 4.76e-34 1.11e-37 
23245.88 7.47e-03 9.93e-01 1.66e-12 2.68e-34 1.76e-37 
24052.47 9.83e-03 9.90e-01 6.25e-13 1.95e-33 2.85e-37 
24867.72 1.47e-02 9.85e-01 1.59e-13 7.98e-34 4.68e-37 
25698.86 2.29e-02 9.77e-01 3.72e-14 1.97e-36 8.00e-37 
26587.16 3.73e-02 9.63e-01 9.21e-15 3.71e-36 1.51e-36 
27637.54 5.29e-02 9.47e-01 1.18e-15 8.24e-36 3.38e-36 
28986.97 8.08e-02 9.19e-01 1.67e-16 2.50e-35 1.03e-35 
#TIME: 6.76 
#NVEL: 67 
#vel_mid[km/s] s0 s1 s2 s3 s4 
440.10 1.66e-22 3.00e-14 3.79e-08 2.12e-03 9.98e-01 
999.11 3.19e-23 6.17e-15 1.06e-08 1.01e-03 9.99e-01 
1267.34 8.78e-24 1.78e-15 3.83e-09 5.65e-04 9.99e-01 
1514.05 3.69e-24 7.75e-16 1.91e-09 3.77e-04 1.00e+00 
1808.80 1.27e-24 2.92e-16 9.12e-10 2.50e-04 1.00e+00 
1919.29 6.24e-25 1.52e-16 5.39e-10 1.87e-04 1.00e+00 
2160.92 2.94e-25 7.68e-17 3.17e-10 1.40e-04 1.00e+00 
2292.92 1.40e-25 3.93e-17 1.89e-10 1.04e-04 1.00e+00 
2432.98 6.93e-26 2.10e-17 1.18e-10 7.99e-05 1.00e+00 
2581.60 5.22e-26 1.68e-17 9.75e-11 7.26e-05 1.00e+00 
2739.29 3.79e-26 1.27e-17 7.84e-11 6.47e-05 1.00e+00 
2906.62 2.51e-26 8.86e-18 5.98e-11 5.57e-05 1.00e+00 
3084.17 1.78e-26 6.79e-18 4.94e-11 5.05e-05 1.00e+00 
3272.56 1.02e-26 4.27e-18 3.64e-11 4.18e-05 1.00e+00 
3472.46 8.95e-27 4.16e-18 3.67e-11 4.29e-05 1.00e+00 
3684.57 7.39e-27 3.86e-18 3.62e-11 4.37e-05 1.00e+00 
3909.64 5.00e-27 2.99e-18 3.10e-11 4.06e-05 1.00e+00 
4148.46 4.98e-27 3.21e-18 3.35e-11 4.29e-05 1.00e+00 
4401.86 7.99e-27 4.95e-18 4.66e-11 5.16e-05 1.00e+00 
4670.75 1.12e-26 6.85e-18 6.14e-11 6.04e-05 1.00e+00 
4956.05 1.10e-26 7.47e-18 6.90e-11 6.61e-05 1.00e+00 
5258.79 1.02e-26 7.74e-18 7.45e-11 7.06e-05 1.00e+00 
5580.02 1.30e-26 1.04e-17 9.77e-11 8.30e-05 1.00e+00 
5920.87 1.85e-26 1.55e-17 1.37e-10 1.02e-04 1.00e+00 
6282.54 2.60e-26 2.27e-17 1.91e-10 1.23e-04 1.00e+00 
6666.30 4.85e-26 4.29e-17 3.17e-10 1.64e-04 1.00e+00 
7073.50 1.12e-25 9.88e-17 6.18e-10 2.37e-04 1.00e+00 
7505.58 2.80e-25 2.53e-16 1.33e-09 3.67e-04 1.00e+00 
7964.05 1.24e-24 1.11e-15 4.37e-09 7.27e-04 9.99e-01 
8450.53 9.98e-24 8.16e-15 2.17e-08 1.82e-03 9.98e-01 
8966.72 1.08e-22 8.03e-14 1.35e-07 5.21e-03 9.95e-01 
9514.44 3.05e-21 1.91e-12 1.71e-06 2.24e-02 9.78e-01 
10095.62 3.37e-19 1.57e-10 5.37e-05 1.53e-01 8.47e-01 
10712.30 8.18e-17 2.53e-08 2.33e-03 7.78e-01 2.20e-01 
11366.65 9.68e-15 1.82e-06 3.57e-02 9.56e-01 8.32e-03 
12061.10 1.44e-12 1.40e-04 4.23e-01 5.77e-01 8.75e-05 
12793.43 6.99e-11 3.02e-03 9.56e-01 4.08e-02 3.68e-08 
13528.61 2.30e-09 3.78e-02 9.61e-01 9.94e-04 5.17e-12 
14194.74 4.14e-08 2.74e-01 7.26e-01 4.82e-05 9.91e-16 
14757.77 1.88e-07 6.65e-01 3.35e-01 4.99e-07 2.02e-19 
15240.48 4.96e-07 9.03e-01 9.74e-02 1.28e-08 2.65e-22 
15646.99 1.35e-06 9.81e-01 1.85e-02 2.43e-10 1.28e-25 
