#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    1.145315E+03   1.0000E-099   2.3066E-014   7.9888E-007   1.0000E+000
    1.214887E+03   1.0000E-099   1.6057E-014   6.6035E-007   1.0000E+000
    1.288685E+03   1.0000E-099   1.1240E-014   5.5015E-007   1.0000E+000
    1.366965E+03   1.0000E-099   8.0108E-015   4.6600E-007   1.0000E+000
    1.450001E+03   1.0000E-099   5.6676E-015   3.9729E-007   1.0000E+000
    1.538081E+03   1.0000E-099   3.8915E-015   3.3761E-007   1.0000E+000
    1.631512E+03   1.0000E-099   2.5519E-015   2.8343E-007   1.0000E+000
    1.730617E+03   1.0000E-099   1.6684E-015   2.3932E-007   1.0000E+000
    1.835743E+03   1.0000E-099   1.1149E-015   2.0495E-007   1.0000E+000
    1.947255E+03   1.0000E-099   7.7410E-016   1.7887E-007   1.0000E+000
    2.065540E+03   1.0000E-099   5.6819E-016   1.6014E-007   1.0000E+000
    2.191011E+03   1.0000E-099   4.3819E-016   1.4638E-007   1.0000E+000
    2.324103E+03   1.0000E-099   3.5259E-016   1.3576E-007   1.0000E+000
    2.465280E+03   1.0000E-099   2.9700E-016   1.2745E-007   1.0000E+000
    2.615032E+03   1.0000E-099   2.6531E-016   1.2139E-007   1.0000E+000
    2.773882E+03   1.0000E-099   2.5546E-016   1.1772E-007   1.0000E+000
    2.942380E+03   1.0000E-099   2.6013E-016   1.1471E-007   1.0000E+000
    3.121115E+03   1.0000E-099   2.6577E-016   1.0950E-007   1.0000E+000
    3.310706E+03   1.0000E-099   2.9631E-016   1.0798E-007   1.0000E+000
    3.511813E+03   1.0000E-099   4.7542E-016   1.2736E-007   1.0000E+000
    3.725137E+03   1.0000E-099   1.1297E-015   1.8276E-007   1.0000E+000
    3.951420E+03   1.0000E-099   3.2409E-015   2.9578E-007   1.0000E+000
    4.191448E+03   1.0000E-099   9.5138E-015   5.2617E-007   1.0000E+000
    4.446056E+03   1.0000E-099   3.0729E-014   1.0771E-006   1.0000E+000
    4.716130E+03   1.0000E-099   1.1430E-013   2.4146E-006   1.0000E+000
    5.002610E+03   1.0000E-099   3.8960E-013   5.1382E-006   9.9999E-001
    5.306492E+03   1.0000E-099   1.0300E-012   9.4217E-006   9.9999E-001
    5.628833E+03   1.0000E-099   2.0210E-012   1.4453E-005   9.9999E-001
    5.970755E+03   1.0000E-099   3.3097E-012   1.9881E-005   9.9998E-001
    6.333447E+03   1.0000E-099   5.2555E-012   2.6922E-005   9.9997E-001
    6.718170E+03   1.0000E-099   9.1066E-012   3.8617E-005   9.9996E-001
    7.126263E+03   1.0000E-099   1.9076E-011   6.2378E-005   9.9994E-001
    7.559146E+03   1.0000E-099   5.4090E-011   1.2183E-004   9.9988E-001
    8.018549E+03   1.0000E-099   2.4149E-010   3.1737E-004   9.9968E-001
    8.485246E+03   1.0000E-099   2.1179E-009   1.2436E-003   9.9876E-001
    8.924554E+03   1.0000E-099   3.8236E-008   7.4520E-003   9.9255E-001
    9.306700E+03   1.0000E-099   1.1204E-006   5.9404E-002   9.4060E-001
    9.644838E+03   1.0000E-099   3.5124E-005   4.1689E-001   5.8308E-001
    9.975366E+03   1.0000E-099   4.4324E-004   9.1704E-001   8.2514E-002
    1.032737E+04   1.0000E-099   3.3023E-003   9.9235E-001   4.3468E-003
    1.070063E+04   1.0000E-099   2.8995E-002   9.7086E-001   1.4701E-004
    1.104967E+04   1.0000E-099   2.6069E-001   7.3931E-001   2.7994E-006
    1.133757E+04   1.0000E-099   8.4274E-001   1.5726E-001   1.0532E-008
    1.155835E+04   1.0000E-099   9.9246E-001   7.5375E-003   4.7281E-012
    1.173080E+04   1.0000E-099   9.9955E-001   4.4742E-004   3.7771E-015
    1.188576E+04   1.0000E-099   9.9994E-001   6.0816E-005   2.1348E-017
    1.204313E+04   1.0000E-099   9.9999E-001   1.3453E-005   3.8859E-019
    1.222794E+04   1.0000E-099   1.0000E+000   4.3033E-006   1.5969E-020
    1.249034E+04   1.0000E-099   1.0000E+000   1.3506E-006   6.2507E-022
    1.286583E+04   1.0000E-099   1.0000E+000   2.9992E-007   1.1460E-023
    1.330443E+04   1.0000E-099   1.0000E+000   6.0672E-008   1.7332E-025
    1.377196E+04   1.0000E-099   1.0000E+000   1.2718E-008   2.9086E-027
    1.425899E+04   1.0000E-099   1.0000E+000   3.0071E-009   6.6438E-029
    1.475272E+04   1.0000E-099   1.0000E+000   8.3533E-010   2.2846E-030
    1.523711E+04   1.0000E-099   1.0000E+000   2.4268E-010   8.9125E-032
    1.569061E+04   1.0000E-099   1.0000E+000   7.4075E-011   3.9160E-033
    1.612220E+04   1.0000E-099   1.0000E+000   2.3928E-011   1.9335E-034
    1.653778E+04   1.0000E-099   1.0000E+000   7.9791E-012   1.0266E-035
    1.694182E+04   1.0000E-099   1.0000E+000   2.6359E-012   5.3739E-037
    1.732842E+04   1.0000E-099   1.0000E+000   9.0356E-013   3.0179E-038
    1.770257E+04   1.0000E-099   1.0000E+000   3.3876E-013   1.9830E-039
    1.808043E+04   1.0000E-099   1.0000E+000   1.3467E-013   1.4213E-040
    1.849466E+04   1.0000E-099   1.0000E+000   5.0253E-014   8.6045E-042
    1.897596E+04   1.0000E-099   1.0000E+000   1.5638E-014   3.3784E-043
    1.961658E+04   1.0000E-099   1.0000E+000   3.4166E-015   6.9757E-045
    2.066209E+04   1.0000E-099   1.0000E+000   8.7227E-016   2.4046E-044
    2.191990E+04   1.0000E-099   1.0000E+000   6.4236E-016   1.0795E-039
    2.325141E+04   1.0000E-099   1.0000E+000   4.0757E-016   3.0633E-038
    2.466381E+04   1.0000E-099   1.0000E+000   2.7425E-016   2.7593E-037
    2.616201E+04   1.0000E-099   1.0000E+000   2.8272E-016   1.9534E-036
    2.775121E+04   1.0000E-099   1.0000E+000   6.5654E-016   2.7913E-035
    2.943695E+04   1.0000E-099   1.0000E+000   2.0958E-015   8.6480E-034
    3.122124E+04   1.0000E-099   1.0000E+000   5.8510E-015   2.1073E-032
    3.293283E+04   1.0000E-099   1.0000E+000   1.3215E-014   1.9900E-031
    3.441030E+04   1.0000E-099   1.0000E+000   3.8912E-014   2.1235E-030
    3.570456E+04   1.0000E-099   1.0000E+000   2.7768E-013   4.2038E-029
    3.689064E+04   1.0000E-099   1.0000E+000   3.9448E-012   8.5505E-028
    3.804554E+04   1.0000E-099   1.0000E+000   4.6853E-011   1.0880E-026
    3.918635E+04   1.0000E-099   1.0000E+000   2.9763E-010   6.8606E-026
    4.032970E+04   1.0000E-099   1.0000E+000   1.1245E-009   2.6328E-025
    4.147562E+04   1.0000E-099   1.0000E+000   2.8365E-009   6.7620E-025
    4.263317E+04   1.0000E-099   1.0000E+000   4.9550E-009   1.2027E-024
    4.380750E+04   1.0000E-099   1.0000E+000   7.3496E-009   1.8170E-024
    4.500277E+04   1.0000E-099   1.0000E+000   8.2409E-009   2.0656E-024
    4.622346E+04   1.0000E-099   1.0000E+000   8.5652E-009   2.1946E-024
    4.747056E+04   1.0000E-099   1.0000E+000   8.3865E-009   2.2189E-024
    4.874596E+04   1.0000E-099   1.0000E+000   8.0069E-009   2.2035E-024
    5.004831E+04   1.0000E-099   1.0000E+000   7.6001E-009   2.1840E-024
    5.137819E+04   1.0000E-099   1.0000E+000   7.2594E-009   2.1821E-024
    5.273371E+04   1.0000E-099   1.0000E+000   7.0062E-009   2.1969E-024
    5.411386E+04   1.0000E-099   1.0000E+000   6.8034E-009   2.2075E-024
    5.551697E+04   1.0000E-099   1.0000E+000   6.6118E-009   2.1956E-024
    5.693919E+04   1.0000E-099   1.0000E+000   6.4104E-009   2.1535E-024
    5.837899E+04   1.0000E-099   1.0000E+000   6.1889E-009   2.0808E-024
    5.982604E+04   1.0000E-099   1.0000E+000   5.9524E-009   1.9853E-024
    6.127690E+04   1.0000E-099   1.0000E+000   5.7031E-009   1.8712E-024
    6.271242E+04   1.0000E-099   1.0000E+000   5.4473E-009   1.7436E-024
    6.412293E+04   1.0000E-099   1.0000E+000   5.1896E-009   1.6083E-024
    6.548350E+04   1.0000E-099   1.0000E+000   4.9309E-009   1.4702E-024
    6.677274E+04   1.0000E-099   1.0000E+000   4.6820E-009   1.3381E-024
    6.797092E+04   1.0000E-099   1.0000E+000   4.4096E-009   1.1987E-024
    6.904830E+04   1.0000E-099   1.0000E+000   3.9788E-009   9.9530E-025
    6.953784E+04   1.0000E-099   1.0000E+000   3.5426E-009   7.9625E-025
    6.978391E+04   1.0000E-099   1.0000E+000   3.1654E-009   6.3190E-025
    6.990727E+04   1.0000E-099   1.0000E+000   2.8001E-009   4.8617E-025
    6.996904E+04   1.0000E-099   1.0000E+000   2.5200E-009   3.8300E-025
    6.999839E+04   1.0000E-099   1.0000E+000   2.3228E-009   3.1598E-025
    6.999994E+04   1.0000E-099   1.0000E+000   2.3008E-009   3.0879E-025
#TIME:     4.074
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.484663E+02   1.0000E-099   5.5086E-014   1.3359E-006   1.0000E+000
    8.546246E+02   1.0000E-099   5.5086E-014   1.3359E-006   1.0000E+000
    8.733690E+02   1.0000E-099   5.4773E-014   1.3315E-006   1.0000E+000
    9.121003E+02   1.0000E-099   5.2743E-014   1.3028E-006   1.0000E+000
    9.720075E+02   1.0000E-099   4.6714E-014   1.2150E-006   1.0000E+000
    1.030552E+03   1.0000E-099   3.8617E-014   1.0901E-006   1.0000E+000
    1.092732E+03   1.0000E-099   2.9537E-014   9.3758E-007   1.0000E+000
    1.158663E+03   1.0000E-099   2.1023E-014   7.7688E-007   1.0000E+000
    1.228572E+03   1.0000E-099   1.4334E-014   6.3117E-007   1.0000E+000
    1.302699E+03   1.0000E-099   9.9024E-015   5.1861E-007   1.0000E+000
    1.381298E+03   1.0000E-099   6.9514E-015   4.3262E-007   1.0000E+000
    1.464640E+03   1.0000E-099   4.8559E-015   3.6327E-007   1.0000E+000
    1.553011E+03   1.0000E-099   3.3309E-015   3.0543E-007   1.0000E+000
    1.646713E+03   1.0000E-099   2.2204E-015   2.5583E-007   1.0000E+000
    1.746069E+03   1.0000E-099   1.4747E-015   2.1568E-007   1.0000E+000
    1.851420E+03   1.0000E-099   9.8474E-016   1.8313E-007   1.0000E+000
    1.963127E+03   1.0000E-099   6.7949E-016   1.5818E-007   1.0000E+000
    2.081574E+03   1.0000E-099   4.9749E-016   1.4049E-007   1.0000E+000
    2.207168E+03   1.0000E-099   3.8643E-016   1.2803E-007   1.0000E+000
    2.340339E+03   1.0000E-099   3.1569E-016   1.1891E-007   1.0000E+000
    2.481546E+03   1.0000E-099   2.7088E-016   1.1209E-007   1.0000E+000
    2.631272E+03   1.0000E-099   2.4653E-016   1.0737E-007   1.0000E+000
    2.790032E+03   1.0000E-099   2.4122E-016   1.0478E-007   1.0000E+000
    2.958371E+03   1.0000E-099   2.4921E-016   1.0298E-007   1.0000E+000
    3.136867E+03   1.0000E-099   2.6133E-016   1.0018E-007   1.0000E+000
    3.326133E+03   1.0000E-099   3.0579E-016   1.0221E-007   1.0000E+000
    3.526819E+03   1.0000E-099   5.1678E-016   1.2544E-007   1.0000E+000
    3.739613E+03   1.0000E-099   1.2546E-015   1.8628E-007   1.0000E+000
    3.965245E+03   1.0000E-099   3.7304E-015   3.1835E-007   1.0000E+000
    4.204492E+03   1.0000E-099   1.1201E-014   5.9904E-007   1.0000E+000
    4.458174E+03   1.0000E-099   3.6227E-014   1.2553E-006   1.0000E+000
    4.727162E+03   1.0000E-099   1.3394E-013   2.8275E-006   1.0000E+000
    5.012380E+03   1.0000E-099   4.9410E-013   6.3425E-006   9.9999E-001
    5.314807E+03   1.0000E-099   1.5235E-012   1.2817E-005   9.9999E-001
    5.635480E+03   1.0000E-099   3.5564E-012   2.1925E-005   9.9998E-001
    5.975502E+03   1.0000E-099   6.6749E-012   3.2863E-005   9.9997E-001
    6.336040E+03   1.0000E-099   1.1659E-011   4.7290E-005   9.9995E-001
    6.718331E+03   1.0000E-099   2.1828E-011   7.1314E-005   9.9993E-001
    7.123688E+03   1.0000E-099   4.9592E-011   1.2142E-004   9.9988E-001
    7.553502E+03   1.0000E-099   1.5527E-010   2.5236E-004   9.9975E-001
    8.009249E+03   1.0000E-099   8.1464E-010   7.1952E-004   9.9928E-001
    8.485135E+03   1.0000E-099   9.0285E-009   3.2165E-003   9.9678E-001
    8.928041E+03   1.0000E-099   1.9478E-007   2.1452E-002   9.7855E-001
    9.309622E+03   1.0000E-099   5.6457E-006   1.6372E-001   8.3627E-001
    9.659206E+03   1.0000E-099   1.2333E-004   7.1394E-001   2.8593E-001
    1.001158E+04   1.0000E-099   1.0484E-003   9.7644E-001   2.2517E-002
    1.038656E+04   1.0000E-099   7.6971E-003   9.9127E-001   1.0332E-003
    1.077481E+04   1.0000E-099   6.8788E-002   9.3118E-001   3.1600E-005
    1.113393E+04   1.0000E-099   4.7890E-001   5.2110E-001   4.1032E-007
    1.141288E+04   1.0000E-099   9.3711E-001   6.2891E-002   8.2376E-010
    1.162399E+04   1.0000E-099   9.9694E-001   3.0567E-003   4.3956E-013
    1.179149E+04   1.0000E-099   9.9973E-001   2.6668E-004   8.7023E-016
    1.194550E+04   1.0000E-099   9.9995E-001   4.7061E-005   9.3493E-018
    1.210291E+04   1.0000E-099   9.9999E-001   1.3610E-005   3.1707E-019
    1.229725E+04   1.0000E-099   9.9999E-001   5.0922E-006   1.9063E-020
    1.258159E+04   1.0000E-099   1.0000E+000   1.6632E-006   8.3841E-022
    1.298244E+04   1.0000E-099   1.0000E+000   3.6683E-007   1.5439E-023
    1.342807E+04   1.0000E-099   1.0000E+000   7.7902E-008   2.6683E-025
    1.389672E+04   1.0000E-099   1.0000E+000   1.7927E-008   5.6717E-027
    1.438198E+04   1.0000E-099   1.0000E+000   4.8036E-009   1.7671E-028
    1.487205E+04   1.0000E-099   1.0000E+000   1.4080E-009   6.9798E-030
    1.534277E+04   1.0000E-099   1.0000E+000   4.1750E-010   2.8870E-031
    1.579005E+04   1.0000E-099   1.0000E+000   1.2590E-010   1.2341E-032
    1.621308E+04   1.0000E-099   1.0000E+000   4.0206E-011   5.9662E-034
    1.662445E+04   1.0000E-099   1.0000E+000   1.2992E-011   2.9489E-035
    1.702289E+04   1.0000E-099   1.0000E+000   4.1724E-012   1.4354E-036
    1.740498E+04   1.0000E-099   1.0000E+000   1.4005E-012   7.5303E-038
    1.777587E+04   1.0000E-099   1.0000E+000   5.1647E-013   4.6784E-039
    1.815833E+04   1.0000E-099   1.0000E+000   1.9752E-013   3.0450E-040
    1.857871E+04   1.0000E-099   1.0000E+000   6.9883E-014   1.6504E-041
    1.908315E+04   1.0000E-099   1.0000E+000   1.9850E-014   5.3656E-043
    1.977687E+04   1.0000E-099   1.0000E+000   3.8896E-015   9.6144E-045
    2.090936E+04   1.0000E-099   1.0000E+000   1.0513E-015   4.7374E-044
    2.217533E+04   1.0000E-099   1.0000E+000   7.6686E-016   2.0576E-039
    2.351330E+04   1.0000E-099   1.0000E+000   5.1027E-016   3.8192E-038
    2.493200E+04   1.0000E-099   1.0000E+000   3.4282E-016   3.0548E-037
    2.643630E+04   1.0000E-099   1.0000E+000   3.3147E-016   2.2996E-036
    2.803135E+04   1.0000E-099   1.0000E+000   7.0897E-016   3.8083E-035
    2.972265E+04   1.0000E-099   1.0000E+000   2.2099E-015   1.2201E-033
    3.150236E+04   1.0000E-099   1.0000E+000   6.0421E-015   2.6620E-032
    3.318190E+04   1.0000E-099   1.0000E+000   1.4043E-014   2.4717E-031
    3.462035E+04   1.0000E-099   1.0000E+000   4.6545E-014   2.9077E-030
    3.588584E+04   1.0000E-099   1.0000E+000   3.7220E-013   6.0192E-029
    3.706295E+04   1.0000E-099   1.0000E+000   5.4622E-012   1.2017E-027
    3.820764E+04   1.0000E-099   1.0000E+000   6.0639E-011   1.4019E-026
    3.934338E+04   1.0000E-099   1.0000E+000   3.5785E-010   8.2173E-026
    4.048143E+04   1.0000E-099   1.0000E+000   1.2759E-009   2.9833E-025
    4.162229E+04   1.0000E-099   1.0000E+000   3.0556E-009   7.2979E-025
    4.277661E+04   1.0000E-099   1.0000E+000   5.1626E-009   1.2528E-024
    4.394646E+04   1.0000E-099   1.0000E+000   7.5868E-009   1.8787E-024
    4.513846E+04   1.0000E-099   1.0000E+000   8.2717E-009   2.0760E-024
    4.635494E+04   1.0000E-099   1.0000E+000   8.5438E-009   2.1944E-024
    4.759808E+04   1.0000E-099   1.0000E+000   8.3396E-009   2.2138E-024
    4.886885E+04   1.0000E-099   1.0000E+000   7.9581E-009   2.1982E-024
    5.016630E+04   1.0000E-099   1.0000E+000   7.5599E-009   2.1807E-024
    5.149121E+04   1.0000E-099   1.0000E+000   7.2305E-009   2.1811E-024
    5.284084E+04   1.0000E-099   1.0000E+000   6.9857E-009   2.1968E-024
    5.421530E+04   1.0000E-099   1.0000E+000   6.7872E-009   2.2066E-024
    5.561154E+04   1.0000E-099   1.0000E+000   6.5973E-009   2.1931E-024
    5.702721E+04   1.0000E-099   1.0000E+000   6.3965E-009   2.1495E-024
    5.845902E+04   1.0000E-099   1.0000E+000   6.1756E-009   2.0758E-024
    5.989827E+04   1.0000E-099   1.0000E+000   5.9399E-009   1.9798E-024
    6.134093E+04   1.0000E-099   1.0000E+000   5.6916E-009   1.8656E-024
    6.276717E+04   1.0000E-099   1.0000E+000   5.4373E-009   1.7385E-024
    6.416844E+04   1.0000E-099   1.0000E+000   5.1809E-009   1.6037E-024
    6.551900E+04   1.0000E-099   1.0000E+000   4.9240E-009   1.4665E-024
    6.679834E+04   1.0000E-099   1.0000E+000   4.6766E-009   1.3352E-024
    6.798685E+04   1.0000E-099   1.0000E+000   4.4044E-009   1.1962E-024
    6.905566E+04   1.0000E-099   1.0000E+000   3.9731E-009   9.9260E-025
    6.954143E+04   1.0000E-099   1.0000E+000   3.5378E-009   7.9404E-025
    6.978559E+04   1.0000E-099   1.0000E+000   3.1611E-009   6.3007E-025
    6.990799E+04   1.0000E-099   1.0000E+000   2.7971E-009   4.8502E-025
    6.996928E+04   1.0000E-099   1.0000E+000   2.5185E-009   3.8248E-025
    6.999840E+04   1.0000E-099   1.0000E+000   2.3226E-009   3.1593E-025
    6.999994E+04   1.0000E-099   1.0000E+000   2.3008E-009   3.0879E-025
#TIME:     4.481
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.484663E+02   1.0000E-099   5.3757E-014   1.3803E-006   1.0000E+000
    8.532977E+02   1.0000E-099   5.3756E-014   1.3803E-006   1.0000E+000
    8.679576E+02   1.0000E-099   5.3572E-014   1.3775E-006   1.0000E+000
    8.980375E+02   1.0000E-099   5.2349E-014   1.3588E-006   1.0000E+000
    9.515926E+02   1.0000E-099   4.7859E-014   1.2887E-006   1.0000E+000
    1.009021E+03   1.0000E-099   4.0701E-014   1.1719E-006   1.0000E+000
    1.069901E+03   1.0000E-099   3.2090E-014   1.0207E-006   1.0000E+000
    1.134455E+03   1.0000E-099   2.3464E-014   8.5306E-007   1.0000E+000
    1.202903E+03   1.0000E-099   1.6115E-014   6.9030E-007   1.0000E+000
    1.275481E+03   1.0000E-099   1.0914E-014   5.5604E-007   1.0000E+000
    1.352439E+03   1.0000E-099   7.5209E-015   4.5423E-007   1.0000E+000
    1.434039E+03   1.0000E-099   5.1934E-015   3.7429E-007   1.0000E+000
    1.520563E+03   1.0000E-099   3.5556E-015   3.0985E-007   1.0000E+000
    1.612308E+03   1.0000E-099   2.3992E-015   2.5708E-007   1.0000E+000
    1.709588E+03   1.0000E-099   1.6223E-015   2.1551E-007   1.0000E+000
    1.812738E+03   1.0000E-099   1.0992E-015   1.8219E-007   1.0000E+000
    1.922111E+03   1.0000E-099   7.4774E-016   1.5494E-007   1.0000E+000
    2.038083E+03   1.0000E-099   5.3077E-016   1.3467E-007   1.0000E+000
    2.161053E+03   1.0000E-099   4.0001E-016   1.2036E-007   1.0000E+000
    2.291442E+03   1.0000E-099   3.1991E-016   1.1032E-007   1.0000E+000
    2.429698E+03   1.0000E-099   2.7050E-016   1.0322E-007   1.0000E+000
    2.576297E+03   1.0000E-099   2.4286E-016   9.8494E-008   1.0000E+000
    2.731740E+03   1.0000E-099   2.3486E-016   9.6203E-008   1.0000E+000
    2.896562E+03   1.0000E-099   2.4396E-016   9.5771E-008   1.0000E+000
    3.071329E+03   1.0000E-099   2.5980E-016   9.5036E-008   1.0000E+000
    3.256640E+03   1.0000E-099   2.9367E-016   9.6419E-008   1.0000E+000
    3.453133E+03   1.0000E-099   4.3843E-016   1.1273E-007   1.0000E+000
    3.661481E+03   1.0000E-099   9.5716E-016   1.6139E-007   1.0000E+000
    3.882399E+03   1.0000E-099   2.7683E-015   2.7521E-007   1.0000E+000
    4.116648E+03   1.0000E-099   8.4632E-015   5.2278E-007   1.0000E+000
    4.365029E+03   1.0000E-099   2.6434E-014   1.0809E-006   1.0000E+000
    4.628397E+03   1.0000E-099   9.1193E-014   2.3682E-006   1.0000E+000
    4.907656E+03   1.0000E-099   3.5794E-013   5.5385E-006   9.9999E-001
    5.203764E+03   1.0000E-099   1.3713E-012   1.2792E-005   9.9999E-001
    5.517738E+03   1.0000E-099   4.3422E-012   2.6423E-005   9.9997E-001
    5.850656E+03   1.0000E-099   1.0508E-011   4.6406E-005   9.9995E-001
    6.203661E+03   1.0000E-099   2.1370E-011   7.3437E-005   9.9993E-001
    6.577964E+03   1.0000E-099   4.3031E-011   1.1595E-004   9.9988E-001
    6.974852E+03   1.0000E-099   1.0007E-010   2.0042E-004   9.9980E-001
    7.395686E+03   1.0000E-099   3.1594E-010   4.1694E-004   9.9958E-001
    7.841912E+03   1.0000E-099   1.6217E-009   1.1618E-003   9.9884E-001
    8.317472E+03   1.0000E-099   1.6618E-008   4.9281E-003   9.9507E-001
    8.775815E+03   1.0000E-099   3.3827E-007   3.1719E-002   9.6828E-001
    9.179915E+03   1.0000E-099   9.1226E-006   2.2517E-001   7.7482E-001
    9.553375E+03   1.0000E-099   1.6457E-004   7.9022E-001   2.0962E-001
    9.927458E+03   1.0000E-099   1.3288E-003   9.8442E-001   1.4248E-002
    1.031891E+04   1.0000E-099   9.6880E-003   9.8967E-001   6.4102E-004
    1.073070E+04   1.0000E-099   8.4032E-002   9.1595E-001   1.9531E-005
    1.110549E+04   1.0000E-099   5.1401E-001   4.8599E-001   2.6921E-007
    1.140479E+04   1.0000E-099   9.4222E-001   5.7783E-002   5.7323E-010
    1.162614E+04   1.0000E-099   9.9688E-001   3.1199E-003   4.0634E-013
    1.180051E+04   1.0000E-099   9.9971E-001   2.9449E-004   9.8713E-016
    1.195575E+04   1.0000E-099   9.9994E-001   5.7011E-005   1.3272E-017
    1.211472E+04   1.0000E-099   9.9998E-001   1.8144E-005   5.6034E-019
    1.230461E+04   1.0000E-099   9.9999E-001   7.6363E-006   4.5262E-020
    1.258330E+04   1.0000E-099   1.0000E+000   2.7619E-006   2.5744E-021
    1.298026E+04   1.0000E-099   1.0000E+000   6.5444E-007   5.6791E-023
    1.342489E+04   1.0000E-099   1.0000E+000   1.4667E-007   1.1232E-024
    1.389317E+04   1.0000E-099   1.0000E+000   3.6137E-008   2.8226E-026
    1.437820E+04   1.0000E-099   1.0000E+000   1.0247E-008   1.0130E-027
    1.486430E+04   1.0000E-099   1.0000E+000   3.0891E-009   4.3169E-029
    1.533496E+04   1.0000E-099   1.0000E+000   9.1628E-010   1.7942E-030
    1.578053E+04   1.0000E-099   1.0000E+000   2.7533E-010   7.6310E-032
    1.620241E+04   1.0000E-099   1.0000E+000   8.7167E-011   3.6162E-033
    1.661386E+04   1.0000E-099   1.0000E+000   2.7959E-011   1.7470E-034
    1.701150E+04   1.0000E-099   1.0000E+000   8.9854E-012   8.4500E-036
    1.739470E+04   1.0000E-099   1.0000E+000   2.9944E-012   4.3149E-037
    1.776720E+04   1.0000E-099   1.0000E+000   1.0897E-012   2.5809E-038
    1.814881E+04   1.0000E-099   1.0000E+000   4.1285E-013   1.6546E-039
    1.856946E+04   1.0000E-099   1.0000E+000   1.4415E-013   8.8157E-041
    1.907010E+04   1.0000E-099   1.0000E+000   4.0951E-014   2.9507E-042
    1.972596E+04   1.0000E-099   1.0000E+000   8.5572E-015   4.9065E-044
    2.088300E+04   1.0000E-099   1.0000E+000   1.6378E-015   3.1660E-044
    2.214551E+04   1.0000E-099   1.0000E+000   1.0400E-015   1.3996E-039
    2.348167E+04   1.0000E-099   1.0000E+000   7.0992E-016   2.8731E-038
    2.489846E+04   1.0000E-099   1.0000E+000   4.6453E-016   2.3414E-037
    2.640074E+04   1.0000E-099   1.0000E+000   3.7082E-016   1.7564E-036
    2.799365E+04   1.0000E-099   1.0000E+000   6.5786E-016   2.9165E-035
    2.968267E+04   1.0000E-099   1.0000E+000   1.9507E-015   9.5456E-034
    3.146618E+04   1.0000E-099   1.0000E+000   5.4336E-015   2.1826E-032
    3.316996E+04   1.0000E-099   1.0000E+000   1.2971E-014   2.1474E-031
    3.460598E+04   1.0000E-099   1.0000E+000   4.2894E-014   2.5518E-030
    3.587168E+04   1.0000E-099   1.0000E+000   3.4119E-013   5.3826E-029
    3.705267E+04   1.0000E-099   1.0000E+000   5.0996E-012   1.1103E-027
    3.819628E+04   1.0000E-099   1.0000E+000   5.7476E-011   1.3209E-026
    3.933434E+04   1.0000E-099   1.0000E+000   3.4552E-010   7.9021E-026
    4.047249E+04   1.0000E-099   1.0000E+000   1.2452E-009   2.9029E-025
    4.161441E+04   1.0000E-099   1.0000E+000   3.0088E-009   7.1705E-025
    4.276911E+04   1.0000E-099   1.0000E+000   5.1102E-009   1.2384E-024
    4.393942E+04   1.0000E-099   1.0000E+000   7.5312E-009   1.8628E-024
    4.513222E+04   1.0000E-099   1.0000E+000   8.2401E-009   2.0666E-024
    4.634901E+04   1.0000E-099   1.0000E+000   8.5230E-009   2.1879E-024
    4.759284E+04   1.0000E-099   1.0000E+000   8.3271E-009   2.2095E-024
    4.886386E+04   1.0000E-099   1.0000E+000   7.9507E-009   2.1954E-024
    5.016188E+04   1.0000E-099   1.0000E+000   7.5554E-009   2.1788E-024
    5.148706E+04   1.0000E-099   1.0000E+000   7.2276E-009   2.1797E-024
    5.283703E+04   1.0000E-099   1.0000E+000   6.9838E-009   2.1959E-024
    5.421228E+04   1.0000E-099   1.0000E+000   6.7859E-009   2.2060E-024
    5.560877E+04   1.0000E-099   1.0000E+000   6.5966E-009   2.1928E-024
    5.702532E+04   1.0000E-099   1.0000E+000   6.3960E-009   2.1493E-024
    5.845725E+04   1.0000E-099   1.0000E+000   6.1754E-009   2.0757E-024
    5.989738E+04   1.0000E-099   1.0000E+000   5.9397E-009   1.9798E-024
    6.134005E+04   1.0000E-099   1.0000E+000   5.6916E-009   1.8656E-024
    6.276694E+04   1.0000E-099   1.0000E+000   5.4372E-009   1.7384E-024
    6.416898E+04   1.0000E-099   1.0000E+000   5.1807E-009   1.6036E-024
    6.551984E+04   1.0000E-099   1.0000E+000   4.9238E-009   1.4664E-024
    6.679932E+04   1.0000E-099   1.0000E+000   4.6763E-009   1.3351E-024
