#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    1.078032E+04   1.0000E-099   9.9526E-001   4.7443E-003   2.0148E-013
    1.116823E+04   1.0000E-099   9.9931E-001   6.9204E-004   1.4773E-015
    1.149792E+04   1.0000E-099   9.9989E-001   1.1403E-004   1.5215E-017
    1.177275E+04   1.0000E-099   9.9998E-001   2.4382E-005   2.8743E-019
    1.201610E+04   1.0000E-099   9.9999E-001   7.3627E-006   1.2124E-020
    1.225653E+04   1.0000E-099   1.0000E+000   3.7907E-006   1.7134E-021
    1.255011E+04   1.0000E-099   1.0000E+000   2.1145E-006   3.0202E-022
    1.295091E+04   1.0000E-099   1.0000E+000   7.9615E-007   2.3117E-023
    1.341733E+04   1.0000E-099   1.0000E+000   2.2902E-007   9.5572E-025
    1.390483E+04   1.0000E-099   1.0000E+000   6.3177E-008   3.5233E-026
    1.440001E+04   1.0000E-099   1.0000E+000   1.7709E-008   1.3339E-027
    1.488955E+04   1.0000E-099   1.0000E+000   5.2472E-009   5.7091E-029
    1.535495E+04   1.0000E-099   1.0000E+000   1.7239E-009   3.0942E-030
    1.579632E+04   1.0000E-099   1.0000E+000   6.2905E-010   2.1052E-031
    1.621039E+04   1.0000E-099   1.0000E+000   2.6085E-010   1.9051E-032
    1.660893E+04   1.0000E-099   1.0000E+000   1.1799E-010   2.1004E-033
    1.699182E+04   1.0000E-099   1.0000E+000   5.6347E-011   2.6531E-034
    1.735751E+04   1.0000E-099   1.0000E+000   2.8421E-011   3.8184E-035
    1.770923E+04   1.0000E-099   1.0000E+000   1.5427E-011   6.4450E-036
    1.805952E+04   1.0000E-099   1.0000E+000   8.8680E-012   1.2286E-036
    1.842688E+04   1.0000E-099   1.0000E+000   5.0914E-012   2.3278E-037
    1.883616E+04   1.0000E-099   1.0000E+000   2.7282E-012   3.6854E-038
    1.933117E+04   1.0000E-099   1.0000E+000   1.2605E-012   3.8272E-039
    1.999477E+04   1.0000E-099   1.0000E+000   4.3687E-013   1.7788E-040
    2.117723E+04   1.0000E-099   1.0000E+000   6.4455E-014   2.9572E-042
    2.242039E+04   1.0000E-099   1.0000E+000   1.1445E-014   1.4923E-041
    2.373652E+04   1.0000E-099   1.0000E+000   4.2804E-015   2.3182E-038
    2.512991E+04   1.0000E-099   1.0000E+000   2.5887E-015   1.2748E-037
    2.660510E+04   1.0000E-099   1.0000E+000   1.7460E-015   1.0814E-036
    2.816688E+04   1.0000E-099   1.0000E+000   1.5046E-015   1.7804E-035
    2.982035E+04   1.0000E-099   1.0000E+000   2.1581E-015   5.4625E-034
    3.156236E+04   1.0000E-099   1.0000E+000   3.9751E-015   1.3322E-032
    3.316955E+04   1.0000E-099   1.0000E+000   1.0573E-014   1.4843E-031
    3.457319E+04   1.0000E-099   1.0000E+000   3.5176E-014   1.6720E-030
    3.581676E+04   1.0000E-099   1.0000E+000   2.4201E-013   3.1945E-029
    3.696045E+04   1.0000E-099   1.0000E+000   3.0733E-012   6.6087E-028
    3.807192E+04   1.0000E-099   1.0000E+000   3.8019E-011   8.6421E-027
    3.917527E+04   1.0000E-099   1.0000E+000   2.5561E-010   5.7844E-026
    4.027727E+04   1.0000E-099   1.0000E+000   9.6893E-010   2.2142E-025
    4.138441E+04   1.0000E-099   1.0000E+000   2.4658E-009   5.8051E-025
    4.249752E+04   1.0000E-099   1.0000E+000   4.3933E-009   1.0572E-024
    4.362581E+04   1.0000E-099   1.0000E+000   6.6609E-009   1.6128E-024
    4.477224E+04   1.0000E-099   1.0000E+000   8.7227E-009   2.2217E-024
    4.594015E+04   1.0000E-099   1.0000E+000   8.2880E-009   2.1008E-024
    4.713293E+04   1.0000E-099   1.0000E+000   8.4023E-009   2.1970E-024
    4.835042E+04   1.0000E-099   1.0000E+000   8.0771E-009   2.1910E-024
    4.959360E+04   1.0000E-099   1.0000E+000   7.7007E-009   2.1768E-024
    5.086196E+04   1.0000E-099   1.0000E+000   7.3542E-009   2.1704E-024
    5.215422E+04   1.0000E-099   1.0000E+000   7.0837E-009   2.1812E-024
    5.347064E+04   1.0000E-099   1.0000E+000   6.8785E-009   2.1983E-024
    5.480797E+04   1.0000E-099   1.0000E+000   6.6984E-009   2.2011E-024
    5.616531E+04   1.0000E-099   1.0000E+000   6.5149E-009   2.1776E-024
    5.753997E+04   1.0000E-099   1.0000E+000   6.3161E-009   2.1250E-024
    5.892561E+04   1.0000E-099   1.0000E+000   6.0983E-009   2.0460E-024
    6.031912E+04   1.0000E-099   1.0000E+000   5.8670E-009   1.9476E-024
    6.170754E+04   1.0000E-099   1.0000E+000   5.6259E-009   1.8337E-024
    6.308134E+04   1.0000E-099   1.0000E+000   5.3795E-009   1.7086E-024
    6.442623E+04   1.0000E-099   1.0000E+000   5.1321E-009   1.5778E-024
    6.571951E+04   1.0000E-099   1.0000E+000   4.8851E-009   1.4458E-024
    6.694237E+04   1.0000E-099   1.0000E+000   4.6454E-009   1.3190E-024
    6.807627E+04   1.0000E-099   1.0000E+000   4.3743E-009   1.1814E-024
    6.909697E+04   1.0000E-099   1.0000E+000   3.9406E-009   9.7721E-025
    6.956155E+04   1.0000E-099   1.0000E+000   3.5099E-009   7.8141E-025
    6.979502E+04   1.0000E-099   1.0000E+000   3.1364E-009   6.1966E-025
    6.991204E+04   1.0000E-099   1.0000E+000   2.7803E-009   4.7852E-025
    6.997063E+04   1.0000E-099   1.0000E+000   2.5102E-009   3.7954E-025
    6.999847E+04   1.0000E-099   1.0000E+000   2.3216E-009   3.1563E-025
    6.999994E+04   1.0000E-099   1.0000E+000   2.3008E-009   3.0878E-025
#TIME:    12.780
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.484663E+02   1.0000E-099   3.8870E-014   2.2587E-006   1.0000E+000
    8.542830E+02   1.0000E-099   3.8851E-014   2.2580E-006   1.0000E+000
    8.719736E+02   1.0000E-099   3.8798E-014   2.2560E-006   1.0000E+000
    9.084614E+02   1.0000E-099   3.8560E-014   2.2474E-006   1.0000E+000
    9.662996E+02   1.0000E-099   3.7780E-014   2.2194E-006   1.0000E+000
    1.022855E+03   1.0000E-099   3.6578E-014   2.1758E-006   1.0000E+000
    1.082899E+03   1.0000E-099   3.4995E-014   2.1173E-006   1.0000E+000
    1.146468E+03   1.0000E-099   3.3098E-014   2.0453E-006   1.0000E+000
    1.213768E+03   1.0000E-099   3.1197E-014   1.9694E-006   1.0000E+000
    1.285019E+03   1.0000E-099   3.0142E-014   1.9166E-006   1.0000E+000
    1.360453E+03   1.0000E-099   2.9628E-014   1.8776E-006   1.0000E+000
    1.440315E+03   1.0000E-099   2.8755E-014   1.8238E-006   1.0000E+000
    1.524865E+03   1.0000E-099   2.6792E-014   1.7327E-006   1.0000E+000
    1.614378E+03   1.0000E-099   2.3604E-014   1.5989E-006   1.0000E+000
    1.709146E+03   1.0000E-099   2.0412E-014   1.4614E-006   1.0000E+000
    1.809477E+03   1.0000E-099   1.7543E-014   1.3322E-006   1.0000E+000
    1.915698E+03   1.0000E-099   1.4942E-014   1.2105E-006   1.0000E+000
    2.028154E+03   1.0000E-099   1.2930E-014   1.1114E-006   1.0000E+000
    2.147212E+03   1.0000E-099   1.1619E-014   1.0438E-006   1.0000E+000
    2.273258E+03   1.0000E-099   1.0995E-014   1.0114E-006   1.0000E+000
    2.406704E+03   1.0000E-099   1.1130E-014   1.0216E-006   1.0000E+000
    2.547983E+03   1.0000E-099   1.2358E-014   1.0929E-006   1.0000E+000
    2.697556E+03   1.0000E-099   1.5426E-014   1.2587E-006   1.0000E+000
    2.855910E+03   1.0000E-099   2.1477E-014   1.5619E-006   1.0000E+000
    3.023558E+03   1.0000E-099   3.2110E-014   2.0534E-006   1.0000E+000
    3.201049E+03   1.0000E-099   5.2340E-014   2.8762E-006   1.0000E+000
    3.388958E+03   1.0000E-099   1.0729E-013   4.6154E-006   1.0000E+000
    3.587898E+03   1.0000E-099   3.3447E-013   9.4652E-006   9.9999E-001
    3.798517E+03   1.0000E-099   1.6109E-012   2.5308E-005   9.9997E-001
    4.021499E+03   1.0000E-099   8.0092E-012   7.0516E-005   9.9993E-001
    4.257570E+03   1.0000E-099   2.9494E-011   1.6645E-004   9.9983E-001
    4.507500E+03   1.0000E-099   9.6692E-011   3.6070E-004   9.9964E-001
    4.772101E+03   1.0000E-099   3.7129E-010   8.3728E-004   9.9916E-001
    5.052235E+03   1.0000E-099   1.8349E-009   2.2312E-003   9.9777E-001
    5.348814E+03   1.0000E-099   1.1844E-008   6.9983E-003   9.9300E-001
    5.662802E+03   1.0000E-099   1.0015E-007   2.5990E-002   9.7401E-001
    5.995223E+03   1.0000E-099   9.9198E-007   1.0416E-001   8.9584E-001
    6.347157E+03   1.0000E-099   9.3711E-006   3.6154E-001   6.3845E-001
    6.719751E+03   1.0000E-099   5.7517E-005   7.5042E-001   2.4953E-001
    7.114216E+03   1.0000E-099   2.3037E-004   9.4614E-001   5.3628E-002
    7.531838E+03   1.0000E-099   8.6197E-004   9.9114E-001   7.9967E-003
    7.973975E+03   1.0000E-099   3.5011E-003   9.9557E-001   9.2921E-004
    8.442067E+03   1.0000E-099   1.5733E-002   9.8418E-001   8.8644E-005
    8.940481E+03   1.0000E-099   8.9259E-002   9.1074E-001   5.2132E-006
    9.415895E+03   1.0000E-099   4.1524E-001   5.8476E-001   1.6378E-007
    9.860402E+03   1.0000E-099   8.2423E-001   1.7577E-001   2.5503E-009
    1.030456E+04   1.0000E-099   9.6874E-001   3.1258E-002   2.2300E-011
    1.074650E+04   1.0000E-099   9.9576E-001   4.2446E-003   1.2927E-013
    1.114542E+04   1.0000E-099   9.9935E-001   6.5497E-004   1.0925E-015
    1.148841E+04   1.0000E-099   9.9989E-001   1.1069E-004   1.2056E-017
    1.176954E+04   1.0000E-099   9.9998E-001   2.4302E-005   2.4549E-019
    1.201682E+04   1.0000E-099   9.9999E-001   7.4869E-006   1.0932E-020
    1.225928E+04   1.0000E-099   1.0000E+000   3.9209E-006   1.6275E-021
    1.255055E+04   1.0000E-099   1.0000E+000   2.1749E-006   2.8782E-022
    1.294574E+04   1.0000E-099   1.0000E+000   8.1606E-007   2.2100E-023
    1.341329E+04   1.0000E-099   1.0000E+000   2.2913E-007   8.6449E-025
    1.390265E+04   1.0000E-099   1.0000E+000   6.1802E-008   3.0045E-026
    1.440043E+04   1.0000E-099   1.0000E+000   1.7215E-008   1.1094E-027
    1.489142E+04   1.0000E-099   1.0000E+000   5.1871E-009   4.8786E-029
    1.536120E+04   1.0000E-099   1.0000E+000   1.7329E-009   2.7183E-030
    1.580415E+04   1.0000E-099   1.0000E+000   6.4678E-010   1.9438E-031
    1.622041E+04   1.0000E-099   1.0000E+000   2.7357E-010   1.8461E-032
    1.662187E+04   1.0000E-099   1.0000E+000   1.2592E-010   2.1306E-033
    1.700511E+04   1.0000E-099   1.0000E+000   6.1484E-011   2.8615E-034
    1.737186E+04   1.0000E-099   1.0000E+000   3.1652E-011   4.3537E-035
    1.772360E+04   1.0000E-099   1.0000E+000   1.7520E-011   7.7404E-036
    1.807401E+04   1.0000E-099   1.0000E+000   1.0220E-011   1.5298E-036
    1.844002E+04   1.0000E-099   1.0000E+000   5.9397E-012   2.9829E-037
    1.884853E+04   1.0000E-099   1.0000E+000   3.2142E-012   4.8328E-038
    1.933810E+04   1.0000E-099   1.0000E+000   1.5147E-012   5.3369E-039
    1.999627E+04   1.0000E-099   1.0000E+000   5.3687E-013   2.7105E-040
    2.117891E+04   1.0000E-099   1.0000E+000   7.8487E-014   3.2837E-042
    2.242217E+04   1.0000E-099   1.0000E+000   1.3459E-014   1.4385E-041
    2.373840E+04   1.0000E-099   1.0000E+000   4.7488E-015   2.2517E-038
    2.513190E+04   1.0000E-099   1.0000E+000   2.7494E-015   1.2403E-037
    2.660721E+04   1.0000E-099   1.0000E+000   1.8576E-015   1.0544E-036
    2.816912E+04   1.0000E-099   1.0000E+000   1.5953E-015   1.7430E-035
    2.982271E+04   1.0000E-099   1.0000E+000   2.2146E-015   5.3689E-034
    3.156559E+04   1.0000E-099   1.0000E+000   4.0006E-015   1.3149E-032
    3.318293E+04   1.0000E-099   1.0000E+000   1.0640E-014   1.4936E-031
    3.458408E+04   1.0000E-099   1.0000E+000   3.5433E-014   1.6887E-030
    3.582661E+04   1.0000E-099   1.0000E+000   2.4491E-013   3.2431E-029
    3.696932E+04   1.0000E-099   1.0000E+000   3.1170E-012   6.7079E-028
    3.808197E+04   1.0000E-099   1.0000E+000   3.8622E-011   8.7744E-027
    3.918425E+04   1.0000E-099   1.0000E+000   2.5821E-010   5.8403E-026
    4.028686E+04   1.0000E-099   1.0000E+000   9.7642E-010   2.2309E-025
    4.139350E+04   1.0000E-099   1.0000E+000   2.4773E-009   5.8321E-025
    4.250643E+04   1.0000E-099   1.0000E+000   4.4043E-009   1.0597E-024
    4.363506E+04   1.0000E-099   1.0000E+000   6.6773E-009   1.6166E-024
    4.478134E+04   1.0000E-099   1.0000E+000   8.7285E-009   2.2247E-024
    4.594951E+04   1.0000E-099   1.0000E+000   8.2840E-009   2.0999E-024
    4.714220E+04   1.0000E-099   1.0000E+000   8.3995E-009   2.1968E-024
    4.835964E+04   1.0000E-099   1.0000E+000   8.0731E-009   2.1905E-024
    4.960296E+04   1.0000E-099   1.0000E+000   7.6972E-009   2.1765E-024
    5.087121E+04   1.0000E-099   1.0000E+000   7.3514E-009   2.1702E-024
    5.216359E+04   1.0000E-099   1.0000E+000   7.0816E-009   2.1811E-024
    5.348007E+04   1.0000E-099   1.0000E+000   6.8768E-009   2.1982E-024
    5.481718E+04   1.0000E-099   1.0000E+000   6.6970E-009   2.2010E-024
    5.617459E+04   1.0000E-099   1.0000E+000   6.5135E-009   2.1773E-024
    5.754885E+04   1.0000E-099   1.0000E+000   6.3147E-009   2.1246E-024
    5.893440E+04   1.0000E-099   1.0000E+000   6.0968E-009   2.0454E-024
    6.032784E+04   1.0000E-099   1.0000E+000   5.8655E-009   1.9469E-024
    6.171550E+04   1.0000E-099   1.0000E+000   5.6245E-009   1.8330E-024
    6.308896E+04   1.0000E-099   1.0000E+000   5.3781E-009   1.7079E-024
    6.443253E+04   1.0000E-099   1.0000E+000   5.1309E-009   1.5771E-024
    6.572488E+04   1.0000E-099   1.0000E+000   4.8841E-009   1.4452E-024
    6.694706E+04   1.0000E-099   1.0000E+000   4.6444E-009   1.3185E-024
    6.807953E+04   1.0000E-099   1.0000E+000   4.3732E-009   1.1809E-024
    6.909866E+04   1.0000E-099   1.0000E+000   3.9392E-009   9.7657E-025
    6.956238E+04   1.0000E-099   1.0000E+000   3.5087E-009   7.8088E-025
    6.979540E+04   1.0000E-099   1.0000E+000   3.1353E-009   6.1923E-025
    6.991221E+04   1.0000E-099   1.0000E+000   2.7796E-009   4.7826E-025
    6.997068E+04   1.0000E-099   1.0000E+000   2.5098E-009   3.7942E-025
    6.999848E+04   1.0000E-099   1.0000E+000   2.3216E-009   3.1561E-025
    6.999994E+04   1.0000E-099   1.0000E+000   2.3008E-009   3.0878E-025
#TIME:    14.060
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.484663E+02   1.0000E-099   7.9645E-014   3.7685E-006   1.0000E+000
    8.536165E+02   1.0000E-099   7.9631E-014   3.7680E-006   1.0000E+000
    8.692558E+02   1.0000E-099   7.9563E-014   3.7658E-006   1.0000E+000
    9.013990E+02   1.0000E-099   7.9257E-014   3.7567E-006   1.0000E+000
    9.556892E+02   1.0000E-099   7.8152E-014   3.7243E-006   1.0000E+000
    1.011739E+03   1.0000E-099   7.6267E-014   3.6688E-006   1.0000E+000
    1.071130E+03   1.0000E-099   7.3711E-014   3.5922E-006   1.0000E+000
    1.134008E+03   1.0000E-099   7.0554E-014   3.4956E-006   1.0000E+000
    1.200578E+03   1.0000E-099   6.7239E-014   3.3897E-006   1.0000E+000
    1.271054E+03   1.0000E-099   6.5437E-014   3.3167E-006   1.0000E+000
    1.345668E+03   1.0000E-099   6.5224E-014   3.2787E-006   1.0000E+000
    1.424662E+03   1.0000E-099   6.4702E-014   3.2273E-006   1.0000E+000
    1.508294E+03   1.0000E-099   6.2102E-014   3.1194E-006   1.0000E+000
    1.596834E+03   1.0000E-099   5.6380E-014   2.9291E-006   1.0000E+000
    1.690572E+03   1.0000E-099   4.9952E-014   2.7166E-006   1.0000E+000
    1.789813E+03   1.0000E-099   4.4116E-014   2.5165E-006   1.0000E+000
    1.894879E+03   1.0000E-099   3.8607E-014   2.3238E-006   1.0000E+000
    2.006113E+03   1.0000E-099   3.4192E-014   2.1638E-006   1.0000E+000
    2.123877E+03   1.0000E-099   3.1345E-014   2.0572E-006   1.0000E+000
    2.248554E+03   1.0000E-099   3.0224E-014   2.0165E-006   1.0000E+000
    2.380549E+03   1.0000E-099   3.1110E-014   2.0580E-006   1.0000E+000
    2.520293E+03   1.0000E-099   3.5157E-014   2.2260E-006   1.0000E+000
    2.668241E+03   1.0000E-099   4.5135E-014   2.6092E-006   1.0000E+000
    2.824873E+03   1.0000E-099   6.6072E-014   3.3406E-006   1.0000E+000
    2.990700E+03   1.0000E-099   1.0717E-013   4.6284E-006   1.0000E+000
    3.166261E+03   1.0000E-099   1.9548E-013   6.9906E-006   9.9999E-001
    3.352129E+03   1.0000E-099   4.6312E-013   1.2339E-005   9.9999E-001
    3.548907E+03   1.0000E-099   1.6763E-012   2.7629E-005   9.9997E-001
    3.757236E+03   1.0000E-099   8.2738E-012   7.4315E-005   9.9993E-001
    3.977795E+03   1.0000E-099   3.9783E-011   2.0057E-004   9.9980E-001
    4.211301E+03   1.0000E-099   1.5097E-010   4.7690E-004   9.9952E-001
    4.458515E+03   1.0000E-099   5.0793E-010   1.0475E-003   9.9895E-001
    4.720241E+03   1.0000E-099   2.0163E-009   2.4859E-003   9.9751E-001
    4.997330E+03   1.0000E-099   1.0719E-008   6.9461E-003   9.9305E-001
    5.290686E+03   1.0000E-099   7.4995E-008   2.2922E-002   9.7708E-001
    5.601262E+03   1.0000E-099   6.2314E-007   8.2896E-002   9.1710E-001
    5.930070E+03   1.0000E-099   5.2691E-006   2.7961E-001   7.2039E-001
    6.278179E+03   1.0000E-099   3.2986E-005   6.4436E-001   3.5560E-001
    6.646724E+03   1.0000E-099   1.3074E-004   8.9956E-001   1.0030E-001
    7.036903E+03   1.0000E-099   4.3423E-004   9.7979E-001   1.9778E-002
    7.449986E+03   1.0000E-099   1.5015E-003   9.9544E-001   3.0549E-003
    7.887318E+03   1.0000E-099   5.5818E-003   9.9402E-001   3.9833E-004
    8.350323E+03   1.0000E-099   2.2875E-002   9.7708E-001   4.3584E-005
    8.842519E+03   1.0000E-099   1.1613E-001   8.8386E-001   2.8787E-006
    9.326208E+03   1.0000E-099   4.7116E-001   5.2884E-001   9.2683E-008
    9.781410E+03   1.0000E-099   8.4759E-001   1.5241E-001   1.4990E-009
    1.023481E+04   1.0000E-099   9.7128E-001   2.8722E-002   1.5568E-011
    1.069021E+04   1.0000E-099   9.9563E-001   4.3722E-003   1.1811E-013
    1.110550E+04   1.0000E-099   9.9926E-001   7.4166E-004   1.2699E-015
    1.146075E+04   1.0000E-099   9.9986E-001   1.3829E-004   1.8037E-017
    1.174981E+04   1.0000E-099   9.9997E-001   3.3461E-005   4.7184E-019
    1.200075E+04   1.0000E-099   9.9999E-001   1.1343E-005   2.6663E-020
    1.224407E+04   1.0000E-099   9.9999E-001   6.3755E-006   4.8154E-021
    1.253024E+04   1.0000E-099   1.0000E+000   3.6386E-006   9.1777E-022
    1.291844E+04   1.0000E-099   1.0000E+000   1.4115E-006   7.5464E-023
    1.338536E+04   1.0000E-099   1.0000E+000   4.0826E-007   3.1840E-024
    1.387694E+04   1.0000E-099   1.0000E+000   1.1350E-007   1.2113E-025
    1.437788E+04   1.0000E-099   1.0000E+000   3.2966E-008   5.1285E-027
    1.487285E+04   1.0000E-099   1.0000E+000   1.0565E-008   2.8074E-028
    1.534743E+04   1.0000E-099   1.0000E+000   3.7541E-009   2.0167E-029
    1.579386E+04   1.0000E-099   1.0000E+000   1.4284E-009   1.5122E-030
    1.621308E+04   1.0000E-099   1.0000E+000   6.1949E-010   1.6285E-031
    1.661736E+04   1.0000E-099   1.0000E+000   2.9077E-010   2.1301E-032
    1.700226E+04   1.0000E-099   1.0000E+000   1.4287E-010   3.0397E-033
    1.737028E+04   1.0000E-099   1.0000E+000   7.2841E-011   4.6541E-034
    1.772254E+04   1.0000E-099   1.0000E+000   3.9258E-011   8.3258E-035
    1.807231E+04   1.0000E-099   1.0000E+000   2.1883E-011   1.6900E-035
    1.843597E+04   1.0000E-099   1.0000E+000   1.1980E-011   3.4851E-036
    1.884045E+04   1.0000E-099   1.0000E+000   6.0646E-012   6.3668E-037
    1.932074E+04   1.0000E-099   1.0000E+000   2.6970E-012   1.0236E-037
    1.996437E+04   1.0000E-099   1.0000E+000   9.2152E-013   1.5990E-038
    2.113260E+04   1.0000E-099   1.0000E+000   1.3023E-013   1.5779E-039
    2.237403E+04   1.0000E-099   1.0000E+000   2.0134E-014   1.1156E-040
    2.368744E+04   1.0000E-099   1.0000E+000   5.9339E-015   1.9486E-038
    2.507796E+04   1.0000E-099   1.0000E+000   3.0665E-015   1.1323E-037
    2.655009E+04   1.0000E-099   1.0000E+000   1.9941E-015   9.4181E-037
    2.810865E+04   1.0000E-099   1.0000E+000   1.6747E-015   1.5216E-035
    2.975869E+04   1.0000E-099   1.0000E+000   2.2297E-015   4.6567E-034
    3.149869E+04   1.0000E-099   1.0000E+000   3.9645E-015   1.1597E-032
    3.312959E+04   1.0000E-099   1.0000E+000   1.0213E-014   1.3531E-031
    3.454001E+04   1.0000E-099   1.0000E+000   3.3421E-014   1.5255E-030
    3.578813E+04   1.0000E-099   1.0000E+000   2.2632E-013   2.9190E-029
    3.693470E+04   1.0000E-099   1.0000E+000   2.8692E-012   6.1183E-028
    3.804957E+04   1.0000E-099   1.0000E+000   3.6073E-011   8.1851E-027
    3.915321E+04   1.0000E-099   1.0000E+000   2.4612E-010   5.5641E-026
    4.025768E+04   1.0000E-099   1.0000E+000   9.4606E-010   2.1597E-025
    4.136538E+04   1.0000E-099   1.0000E+000   2.4275E-009   5.7098E-025
    4.247930E+04   1.0000E-099   1.0000E+000   4.3535E-009   1.0470E-024
    4.360899E+04   1.0000E-099   1.0000E+000   6.6138E-009   1.6011E-024
    4.475607E+04   1.0000E-099   1.0000E+000   8.6966E-009   2.2116E-024
    4.592514E+04   1.0000E-099   1.0000E+000   8.2859E-009   2.0998E-024
    4.711864E+04   1.0000E-099   1.0000E+000   8.3998E-009   2.1953E-024
    4.833692E+04   1.0000E-099   1.0000E+000   8.0786E-009   2.1904E-024
    4.958123E+04   1.0000E-099   1.0000E+000   7.7027E-009   2.1764E-024
    5.085043E+04   1.0000E-099   1.0000E+000   7.3559E-009   2.1700E-024
    5.214393E+04   1.0000E-099   1.0000E+000   7.0848E-009   2.1808E-024
    5.346149E+04   1.0000E-099   1.0000E+000   6.8793E-009   2.1980E-024
    5.479973E+04   1.0000E-099   1.0000E+000   6.6992E-009   2.2010E-024
    5.615848E+04   1.0000E-099   1.0000E+000   6.5157E-009   2.1777E-024
    5.753399E+04   1.0000E-099   1.0000E+000   6.3169E-009   2.1253E-024
    5.892101E+04   1.0000E-099   1.0000E+000   6.0989E-009   2.0462E-024
    6.031607E+04   1.0000E-099   1.0000E+000   5.8675E-009   1.9478E-024
    6.170534E+04   1.0000E-099   1.0000E+000   5.6263E-009   1.8339E-024
    6.308056E+04   1.0000E-099   1.0000E+000   5.3796E-009   1.7087E-024
    6.442555E+04   1.0000E-099   1.0000E+000   5.1322E-009   1.5778E-024
    6.571955E+04   1.0000E-099   1.0000E+000   4.8851E-009   1.4458E-024
    6.694356E+04   1.0000E-099   1.0000E+000   4.6451E-009   1.3189E-024
    6.807739E+04   1.0000E-099   1.0000E+000   4.3739E-009   1.1812E-024
    6.909772E+04   1.0000E-099   1.0000E+000   3.9400E-009   9.7693E-025
    6.956192E+04   1.0000E-099   1.0000E+000   3.5094E-009   7.8118E-025
    6.979519E+04   1.0000E-099   1.0000E+000   3.1359E-009   6.1947E-025
    6.991212E+04   1.0000E-099   1.0000E+000   2.7800E-009   4.7840E-025
    6.997065E+04   1.0000E-099   1.0000E+000   2.5100E-009   3.7949E-025
    6.999847E+04   1.0000E-099   1.0000E+000   2.3216E-009   3.1562E-025
    6.999994E+04   1.0000E-099   1.0000E+000   2.3008E-009   3.0878E-025
#TIME:    15.470
#NVEL: 115
#vel_mid[km/s]           al0           al1           al2           al3
    8.484662E+02   1.0000E-099   1.9459E-013   7.0586E-006   9.9999E-001
    8.522010E+02   1.0000E-099   1.9459E-013   7.0584E-006   9.9999E-001
    8.635043E+02   1.0000E-099   1.9455E-013   7.0572E-006   9.9999E-001
    8.865626E+02   1.0000E-099   1.9423E-013   7.0497E-006   9.9999E-001
    9.335113E+02   1.0000E-099   1.9278E-013   7.0166E-006   9.9999E-001
    9.885006E+02   1.0000E-099   1.8971E-013   6.9471E-006   9.9999E-001
    1.046528E+03   1.0000E-099   1.8524E-013   6.8448E-006   9.9999E-001
    1.107962E+03   1.0000E-099   1.7948E-013   6.7106E-006   9.9999E-001
    1.173002E+03   1.0000E-099   1.7285E-013   6.5516E-006   9.9999E-001
    1.241860E+03   1.0000E-099   1.6809E-013   6.4200E-006   9.9999E-001
    1.314760E+03   1.0000E-099   1.6841E-013   6.3764E-006   9.9999E-001
    1.391940E+03   1.0000E-099   1.7033E-013   6.3527E-006   9.9999E-001
    1.473650E+03   1.0000E-099   1.6902E-013   6.2595E-006   9.9999E-001
    1.560157E+03   1.0000E-099   1.6028E-013   6.0220E-006   9.9999E-001
    1.651742E+03   1.0000E-099   1.4578E-013   5.6711E-006   9.9999E-001
    1.748703E+03   1.0000E-099   1.3199E-013   5.3295E-006   9.9999E-001
    1.851356E+03   1.0000E-099   1.1869E-013   4.9966E-006   9.9999E-001
    1.960035E+03   1.0000E-099   1.0718E-013   4.7057E-006   1.0000E+000
    2.075094E+03   1.0000E-099   9.9900E-014   4.5199E-006   1.0000E+000
    2.196907E+03   1.0000E-099   9.8043E-014   4.4801E-006   1.0000E+000
    2.325871E+03   1.0000E-099   1.0302E-013   4.6329E-006   1.0000E+000
    2.462405E+03   1.0000E-099   1.1886E-013   5.0813E-006   9.9999E-001
    2.606955E+03   1.0000E-099   1.5701E-013   6.0728E-006   9.9999E-001
    2.759989E+03   1.0000E-099   2.4512E-013   8.1000E-006   9.9999E-001
    2.922008E+03   1.0000E-099   4.4960E-013   1.2085E-005   9.9999E-001
    3.093536E+03   1.0000E-099   9.5110E-013   1.9891E-005   9.9998E-001
    3.275135E+03   1.0000E-099   2.3911E-012   3.6258E-005   9.9996E-001
    3.467393E+03   1.0000E-099   7.8635E-012   7.6580E-005   9.9992E-001
    3.670937E+03   1.0000E-099   3.4877E-011   1.9160E-004   9.9981E-001
    3.886430E+03   1.0000E-099   1.7697E-010   5.2461E-004   9.9948E-001
    4.114573E+03   1.0000E-099   7.9103E-010   1.3615E-003   9.9864E-001
