#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
6.983908e+04 6.991461e+03 4.633274e+00 6.778761e-26 2.274336e-10 1.000000e+00 7.141593e-37 7.460177e-95 2.884956e-176 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 7.005417e+03 4.490018e+00 5.889908e-26 2.100917e-10 1.000000e+00 9.724771e-37 1.522936e-94 9.816514e-176 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 7.161048e+03 3.184235e+00 1.234153e-26 8.331177e-11 1.000000e+00 2.626132e-35 3.182406e-91 5.109961e-170 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 7.185538e+03 3.023619e+00 9.741144e-27 7.247956e-11 1.000000e+00 4.318801e-35 1.019074e-90 3.773842e-169 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.349289e+01 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
4.242332e+02 2.578233e+04 8.158446e+10 3.970341e-17 1.439539e-08 9.995507e-01 4.492754e-04 6.489534e-14 2.136090e-30 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 2.583011e+04 1.630830e+11 1.565346e-16 2.862183e-08 9.997646e-01 2.353732e-04 1.822428e-14 3.256376e-31 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 2.583106e+04 1.267748e+11 9.478582e-17 2.221543e-08 9.996941e-01 3.058324e-04 3.065729e-14 7.153367e-31 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 2.583485e+04 1.095016e+11 7.023325e-17 1.913102e-08 9.996389e-01 3.610765e-04 4.300171e-14 1.197843e-30 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 2.583560e+04 8.666613e+10 4.380493e-17 1.507501e-08 9.995390e-01 4.609896e-04 7.056855e-14 2.534350e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 2.586141e+04 8.860164e+10 4.532631e-17 1.539384e-08 9.995307e-01 4.692984e-04 7.429667e-14 2.800824e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 2.588954e+04 8.851062e+10 4.462465e-17 1.519593e-08 9.995067e-01 4.933325e-04 8.336356e-14 3.424434e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 2.590517e+04 8.842103e+10 4.424324e-17 1.510483e-08 9.994901e-01 5.099220e-04 8.987912e-14 3.899404e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 2.593171e+04 8.910347e+10 4.444408e-17 1.519367e-08 9.994749e-01 5.250602e-04 9.684674e-14 4.454743e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 2.596192e+04 9.291392e+10 4.749636e-17 1.563279e-08 9.994738e-01 5.262187e-04 9.909313e-14 4.749636e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 2.598878e+04 9.797584e+10 5.278531e-17 1.649151e-08 9.994852e-01 5.147349e-04 9.495110e-14 4.522671e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 2.604899e+04 1.018012e+11 5.606802e-17 1.696667e-08 9.994734e-01 5.265519e-04 1.023851e-13 5.216764e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 2.608752e+04 1.031719e+11 5.645417e-17 1.697807e-08 9.994480e-01 5.519964e-04 1.141629e-13 6.398140e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 2.613272e+04 1.042850e+11 5.701195e-17 1.700055e-08 9.994264e-01 5.735540e-04 1.270748e-13 7.727524e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 2.617444e+04 1.040136e+11 5.576690e-17 1.684050e-08 9.993871e-01 6.128838e-04 1.468713e-13 9.883441e-30 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 2.620307e+04 1.008799e+11 5.179219e-17 1.619932e-08 9.993383e-01 6.616624e-04 1.745420e-13 1.316480e-29 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 2.622030e+04 9.980936e+10 5.042112e-17 1.598186e-08 9.993210e-01 6.789558e-04 1.856662e-13 1.450745e-29 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 2.621802e+04 9.765958e+10 4.859591e-17 1.571796e-08 9.993165e-01 6.835152e-04 1.860199e-13 1.456435e-29 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 2.615495e+04 9.620225e+10 4.825293e-17 1.571540e-08 9.993669e-01 6.330431e-04 1.549406e-13 1.043636e-29 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 2.601798e+04 9.367015e+10 4.780744e-17 1.565818e-08 9.994586e-01 5.413734e-04 1.066089e-13 5.405405e-30 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 2.578891e+04 9.021078e+10 4.855177e-17 1.595627e-08 9.995952e-01 4.048050e-04 5.283575e-14 1.564584e-30 0.000000e+00 0.000000e+00 0.000000e+00 
2.672762e+03 2.540656e+04 8.506913e+10 4.975931e-17 1.643427e-08 9.997512e-01 2.487965e-04 1.643427e-14 2.004067e-31 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 2.483774e+04 7.763369e+10 5.218245e-17 1.730438e-08 9.998832e-01 1.168214e-04 2.686555e-15 8.214528e-33 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 2.408743e+04 6.840128e+10 5.486061e-17 1.860273e-08 9.999593e-01 4.064673e-05 2.144551e-16 9.550734e-35 0.000000e+00 0.000000e+00 0.000000e+00 
3.212225e+03 2.318479e+04 5.557430e+10 5.400352e-17 1.971231e-08 9.999891e-01 1.084177e-05 8.911608e-18 3.429121e-37 0.000000e+00 0.000000e+00 0.000000e+00 
3.415240e+03 2.220688e+04 4.772183e+10 6.358779e-17 2.344578e-08 9.999979e-01 2.060386e-06 1.683833e-19 3.214913e-40 0.000000e+00 0.000000e+00 0.000000e+00 
3.631085e+03 2.113261e+04 5.397365e+10 1.428571e-16 3.942307e-08 9.999998e-01 2.032967e-07 7.637361e-22 2.870878e-44 0.000000e+00 0.000000e+00 0.000000e+00 
3.860572e+03 1.995538e+04 5.520820e+10 2.913043e-16 6.637681e-08 9.999999e-01 1.389855e-08 1.386956e-24 4.985507e-49 0.000000e+00 0.000000e+00 0.000000e+00 
4.104562e+03 1.896146e+04 2.908199e+10 1.523256e-16 5.658914e-08 9.999999e-01 2.147287e-09 1.356589e-26 1.178295e-52 0.000000e+00 0.000000e+00 0.000000e+00 
4.363973e+03 1.820756e+04 2.355476e+10 1.694215e-16 6.892562e-08 9.999999e-01 3.223140e-10 1.454545e-28 3.983471e-56 0.000000e+00 0.000000e+00 0.000000e+00 
4.639779e+03 1.749968e+04 2.200497e+10 2.495575e-16 9.716813e-08 9.999999e-01 4.176991e-11 1.152212e-30 8.548672e-60 0.000000e+00 0.000000e+00 0.000000e+00 
4.933016e+03 1.677070e+04 2.093520e+10 4.039999e-16 1.468000e-07 9.999999e-01 4.239999e-12 5.159999e-33 6.839999e-64 0.000000e+00 0.000000e+00 0.000000e+00 
5.244785e+03 1.599153e+04 1.942663e+10 6.801885e-16 2.330188e-07 9.999998e-01 2.999999e-13 9.905658e-36 1.254717e-68 0.000000e+00 0.000000e+00 0.000000e+00 
5.576259e+03 1.515251e+04 1.728007e+10 1.202352e-15 3.929410e-07 9.999996e-01 1.369411e-14 6.635292e-39 3.529410e-74 0.000000e+00 0.000000e+00 0.000000e+00 
5.928682e+03 1.425150e+04 1.486121e+10 2.365268e-15 7.425144e-07 9.999993e-01 3.179638e-16 8.862269e-43 5.988020e-81 0.000000e+00 0.000000e+00 0.000000e+00 
6.303378e+03 1.332261e+04 1.205938e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.701756e+03 1.242003e+04 1.024673e+10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.125310e+03 1.157508e+04 9.326205e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.575635e+03 1.077552e+04 8.477533e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.054419e+03 1.000211e+04 7.403632e+09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.563463e+03 9.251493e+03 5.919367e+09 5.840031e-12 3.940132e-04 9.996060e-01 1.889104e-31 8.387623e-79 7.092237e-144 0.000000e+00 0.000000e+00 0.000000e+00 
9.105475e+03 8.555074e+03 4.457471e+09 3.655404e-11 1.533239e-03 9.984668e-01 6.329264e-35 4.873872e-87 2.758476e-158 0.000000e+00 0.000000e+00 0.000000e+00 
9.611971e+03 7.978496e+03 3.622267e+09 2.488756e-10 5.997001e-03 9.940030e-01 2.698651e-38 5.127436e-95 3.133433e-172 0.000000e+00 0.000000e+00 0.000000e+00 
1.001075e+04 7.538127e+03 3.165308e+09 1.418387e-09 1.975345e-02 9.802465e-01 3.349176e-41 6.980544e-102 3.222932e-184 0.000000e+00 0.000000e+00 0.000000e+00 
1.035413e+04 7.159242e+03 2.572236e+09 6.513134e-09 5.721483e-02 9.427852e-01 5.109752e-44 1.554516e-108 7.628643e-196 0.000000e+00 0.000000e+00 0.000000e+00 
1.071873e+04 6.774775e+03 2.179804e+09 3.707665e-08 1.818182e-01 8.181818e-01 3.101604e-47 4.545454e-116 5.775401e-209 0.000000e+00 0.000000e+00 0.000000e+00 
1.109526e+04 6.391199e+03 2.092644e+09 2.425213e-07 5.245725e-01 4.754272e-01 4.273503e-51 7.297007e-125 3.942307e-224 0.000000e+00 0.000000e+00 0.000000e+00 
1.142152e+04 6.034913e+03 2.346373e+09 1.094116e-06 8.705873e-01 1.294116e-01 1.770586e-55 2.041174e-134 2.435291e-240 0.000000e+00 0.000000e+00 0.000000e+00 
1.165575e+04 5.749801e+03 2.085172e+09 2.395974e-06 9.648218e-01 3.517580e-02 2.223110e-59 7.155762e-143 1.093465e-254 0.000000e+00 0.000000e+00 0.000000e+00 
1.180634e+04 5.581468e+03 1.733808e+09 3.388254e-06 9.838012e-01 1.619543e-02 8.239779e-62 3.509009e-148 9.873528e-264 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 5.498929e+03 1.480948e+09 3.793253e-06 9.884341e-01 1.156213e-02 5.179249e-63 7.732399e-151 2.728224e-268 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 5.436339e+03 1.209050e+09 3.705727e-06 9.898859e-01 1.011037e-02 9.771951e-64 1.679422e-152 3.447680e-271 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 5.404875e+03 1.021725e+09 3.435757e-06 9.900471e-01 9.949483e-03 4.484619e-64 2.568241e-153 1.215503e-272 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 5.371092e+03 8.882628e+08 3.369980e-06 9.908503e-01 9.146311e-03 1.486275e-64 2.019810e-154 1.437277e-274 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 5.341957e+03 7.890492e+08 3.300672e-06 9.913888e-01 8.607867e-03 6.114554e-65 2.612042e-155 4.007111e-276 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 5.311117e+03 7.228501e+08 3.361229e-06 9.922447e-01 7.751912e-03 2.213946e-65 2.629449e-156 7.565866e-278 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 5.264693e+03 7.551435e+08 4.106276e-06 9.944888e-01 5.507115e-03 3.229415e-66 4.528667e-158 8.394341e-281 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 5.204679e+03 7.268802e+08 4.931578e-06 9.962282e-01 3.766833e-03 2.676434e-67 2.096540e-160 9.268392e-285 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 5.140863e+03 3.831704e+08 3.306450e-06 9.954903e-01 4.506371e-03 5.644075e-68 3.315338e-162 4.293052e-288 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 5.053678e+03 2.424995e+08 2.919950e-06 9.962183e-01 3.778759e-03 2.858607e-69 3.128518e-165 2.073410e-293 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.944602e+03 1.618229e+08 2.957152e-06 9.974395e-01 2.557537e-03 4.859321e-71 3.053060e-169 2.317768e-300 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 4.838519e+03 1.096361e+08 3.148231e-06 9.983775e-01 1.619398e-03 5.692692e-73 1.369265e-173 7.029612e-308 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 4.738933e+03 7.963430e+07 3.290106e-06 9.988882e-01 1.108558e-03 1.449425e-74 3.527231e-177 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 4.647298e+03 6.667961e+07 4.164094e-06 9.993826e-01 6.132575e-04 1.813274e-76 2.381105e-181 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 4.579816e+03 5.864592e+07 5.148112e-06 9.996335e-01 3.613675e-04 4.068508e-78 5.997801e-185 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 4.498911e+03 5.148872e+07 6.473428e-06 9.997849e-01 2.085882e-04 7.840040e-80 1.093290e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 4.421047e+03 4.791101e+07 8.560020e-06 9.998765e-01 1.148926e-04 1.449096e-81 1.935579e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 4.361426e+03 4.668678e+07 1.178954e-05 9.999275e-01 6.069429e-05 2.576232e-83 3.333092e-196 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 4.316579e+03 4.580621e+07 1.450137e-05 9.999450e-01 4.047397e-05 1.911150e-84 1.246685e-198 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 4.243255e+03 4.082646e+07 1.720355e-05 9.999566e-01 2.619958e-05 8.207529e-86 1.275930e-201 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 4.188275e+03 3.585154e+07 2.036509e-05 9.999625e-01 1.713350e-05 3.335241e-87 1.134104e-204 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 4.116414e+03 2.619645e+07 2.374591e-05 9.999668e-01 9.485173e-06 2.374591e-89 1.912865e-209 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 4.000673e+03 1.060254e+07 1.837561e-05 9.999748e-01 6.777607e-06 6.769061e-92 2.153792e-215 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 3.907294e+03 4.512635e+06 1.490796e-05 9.999804e-01 4.678807e-06 1.871523e-94 2.403623e-221 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 3.811355e+03 2.226516e+06 1.227390e-05 9.999842e-01 3.569221e-06 1.822260e-96 4.804141e-226 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 3.735232e+03 1.058897e+06 1.007650e-05 9.999873e-01 2.635982e-06 1.241364e-98 4.214506e-231 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 3.645115e+03 5.191797e+05 9.496298e-06 9.999890e-01 1.546746e-06 2.258968e-101 2.280550e-237 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 3.569525e+03 2.724006e+05 7.543286e-06 9.999911e-01 1.333803e-06 6.054860e-103 4.306320e-241 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 3.550685e+03 1.484929e+05 5.016578e-06 9.999933e-01 1.667763e-06 1.870419e-103 1.597996e-242 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 3.492647e+03 9.233198e+03 1.159709e-05 9.999884e-01 2.673580e-08 1.090265e-119 7.569356e-279 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 3.737646e+03 2.632392e+03 1.471194e-05 9.999853e-01 5.309090e-09 2.377364e-126 8.038261e-294 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 2.792218e+03 6.039696e+02 2.423722e-05 9.999758e-01 5.213288e-10 2.515183e-135 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 3.743419e+03 5.765092e+04 4.835379e-07 9.999375e-01 6.196796e-05 1.929457e-95 6.900977e-226 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 3.702174e+03 3.624431e+04 3.947131e-07 9.999398e-01 5.977084e-05 2.225430e-96 3.721581e-228 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 3.672077e+03 2.268529e+04 3.248300e-07 9.999430e-01 5.666344e-05 2.193814e-97 1.418101e-230 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 3.627576e+03 1.439021e+04 2.876054e-07 9.999525e-01 4.723585e-05 1.057093e-98 1.199943e-233 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 3.576462e+03 9.278162e+03 2.689961e-07 9.999638e-01 3.596361e-05 3.099303e-100 3.581742e-237 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 3.515012e+03 5.956691e+03 2.739357e-07 9.999766e-01 2.316204e-05 3.162509e-102 1.097970e-241 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 3.412624e+03 3.562459e+03 3.703672e-07 9.999914e-01 8.181748e-06 5.589178e-106 5.218811e-250 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 3.284676e+03 1.853052e+03 5.532980e-07 9.999974e-01 2.086289e-06 7.360387e-111 7.868000e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 3.363589e+03 1.632622e+03 2.480894e-07 9.999912e-01 8.549543e-06 2.748067e-107 3.015241e-253 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 3.440833e+03 1.226569e+03 9.988115e-08 9.999622e-01 3.774311e-05 8.308086e-104 5.949142e-246 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 3.525691e+03 8.585586e+02 3.621493e-08 9.998094e-01 1.906049e-04 4.262619e-100 3.326922e-238 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 3.618852e+03 6.031931e+02 1.280700e-08 9.989984e-01 1.001607e-03 2.895269e-96 3.390856e-230 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 3.719995e+03 4.589957e+02 4.778879e-09 9.949469e-01 5.053077e-03 2.130910e-92 4.622194e-222 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 3.832633e+03 3.723908e+02 1.821066e-09 9.751513e-01 2.484873e-02 1.932679e-88 1.075016e-213 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 3.980602e+03 2.836506e+02 5.185185e-10 8.544974e-01 1.455026e-01 6.878307e-84 4.911817e-204 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 7.398236e+03 1.976944e+02 8.770414e-16 3.046565e-04 9.996953e-01 1.529877e-61 1.754083e-152 6.013998e-276 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 6.143790e+03 2.093961e+02 7.328094e-24 1.469548e-09 1.000000e+00 3.202358e-34 5.265226e-88 1.589391e-163 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 7.561158e+03 9.377154e+01 4.081632e-21 1.224490e-07 9.999999e-01 1.941691e-45 1.358600e-114 4.839650e-210 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 6.282467e+03 9.564067e+01 1.306034e-24 6.034483e-10 1.000000e+00 1.198276e-33 8.879310e-87 1.491379e-161 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 7.594121e+03 4.759160e+01 4.481012e-22 3.550633e-08 1.000000e+00 6.582278e-44 4.386076e-111 4.563291e-204 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 5.283594e+03 2.823596e+01 1.868654e-15 9.176756e-04 9.990823e-01 1.591131e-67 6.632797e-167 1.637385e-301 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 5.408029e+03 1.964145e+01 1.472554e-19 2.101736e-06 9.999979e-01 1.432393e-54 2.168670e-136 2.235604e-248 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 5.547672e+03 1.383557e+01 1.999999e-20 6.323806e-07 9.999994e-01 1.592380e-52 1.295237e-131 4.019045e-240 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 5.708305e+03 9.858034e+00 2.505376e-21 1.798387e-07 9.999998e-01 2.510752e-50 1.758064e-126 3.037634e-231 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 5.905697e+03 7.412106e+00 3.040590e-22 4.944649e-08 1.000000e+00 5.904059e-48 6.236162e-121 1.254612e-221 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 6.944193e+03 7.674936e+00 6.865672e-24 4.044776e-09 1.000000e+00 2.492537e-42 1.184080e-107 1.796020e-198 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 6.965974e+03 4.931550e+00 8.916667e-26 2.683333e-10 1.000000e+00 4.058333e-37 2.008333e-95 3.008333e-177 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 7.002765e+03 4.538781e+00 6.127273e-26 2.145455e-10 1.000000e+00 9.181818e-37 1.318182e-94 7.690909e-176 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 7.028718e+03 4.280210e+00 4.673077e-26 1.826923e-10 1.000000e+00 1.605769e-36 4.875000e-94 7.307692e-175 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 7.041727e+03 4.156425e+00 4.089109e-26 1.693069e-10 1.000000e+00 2.128713e-36 9.356436e-94 2.237624e-174 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 7.055709e+03 4.027715e+00 3.548057e-26 1.554192e-10 1.000000e+00 2.873211e-36 1.881391e-93 7.433538e-174 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 7.214548e+03 2.855740e+00 7.431457e-27 6.176046e-11 1.000000e+00 7.748918e-35 3.953824e-90 3.896104e-168 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 7.239972e+03 2.711704e+00 5.851064e-27 5.349544e-11 1.000000e+00 1.287234e-34 1.285714e-89 2.978723e-167 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 1.399251e+01 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
4.242332e+02 2.508134e+04 7.220363e+10 4.131402e-17 1.528230e-08 9.998251e-01 1.748399e-04 6.708671e-15 3.898282e-32 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 2.508278e+04 1.432234e+11 1.604948e-16 2.993356e-08 9.999083e-01 9.171133e-05 1.885177e-15 5.935761e-33 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 2.509582e+04 1.116606e+11 9.750922e-17 2.338568e-08 9.998826e-01 1.173416e-04 3.074019e-15 1.231260e-32 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 2.509917e+04 9.667091e+10 7.258589e-17 2.018945e-08 9.998587e-01 1.413262e-04 4.508978e-15 2.240068e-32 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 2.511202e+04 7.673805e+10 4.523557e-17 1.585074e-08 9.998159e-01 1.841124e-04 7.803441e-15 5.206358e-32 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 2.513568e+04 7.845828e+10 4.671349e-17 1.608755e-08 9.998117e-01 1.882840e-04 8.246361e-15 5.791520e-32 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 2.516100e+04 7.833394e+10 4.670569e-17 1.612601e-08 9.998124e-01 1.875395e-04 8.242181e-15 5.781472e-32 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 2.519946e+04 7.826309e+10 4.622767e-17 1.600648e-08 9.998077e-01 1.923166e-04 8.755783e-15 6.426482e-32 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 2.521498e+04 7.888038e+10 4.647285e-17 1.602910e-08 9.998005e-01 1.994988e-04 9.479077e-15 7.403367e-32 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 2.525433e+04 8.224694e+10 4.951381e-17 1.647286e-08 9.997981e-01 2.018640e-04 9.997981e-15 8.350695e-32 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 2.528415e+04 8.666134e+10 5.471135e-17 1.735766e-08 9.998014e-01 1.985717e-04 9.720291e-15 8.123386e-32 0.000000e+00 0.000000e+00 0.000000e+00 
