#NTIMES: 4
#NSTAGES: 8
#TIMES[d]: 5.0 10.0 15.0 20.0
#
#TIME: 5.0
#NVEL: 24
#vel_mid[km/s] s0 s1 s2 s3 s4 s5 s6 s7
1.363340E+04 5.261172E-04 9.994724E-01 1.462902E-06 7.549639E-21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.401275E+04 3.054562E-04 9.996905E-01 4.002174E-06 1.047664E-19 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.450883E+04 1.816574E-04 9.998081E-01 1.027773E-05 1.244215E-18 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.500233E+04 1.263547E-04 9.998540E-01 1.968321E-05 6.982283E-18 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.547530E+04 1.034231E-04 9.998691E-01 2.751716E-05 1.748335E-17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.592370E+04 8.770837E-05 9.998785E-01 3.374374E-05 3.008544E-17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.635565E+04 8.166611E-05 9.998842E-01 3.417282E-05 3.161186E-17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.677625E+04 9.640507E-05 9.998805E-01 2.314208E-05 1.257508E-17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.718313E+04 1.314581E-04 9.998565E-01 1.206683E-05 2.648635E-18 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.758045E+04 1.860994E-04 9.998085E-01 5.418505E-06 3.725819E-19 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.799035E+04 2.685691E-04 9.997293E-01 2.095692E-06 3.452252E-20 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.845805E+04 4.250352E-04 9.995743E-01 6.241154E-07 1.630712E-21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.908468E+04 7.977593E-04 9.992021E-01 1.092115E-07 1.928382E-23 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
