#NTIMES: 108
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
5.426701e+04 5.942910e-07 9.999991e-01 2.660548e-07 8.735976e-36 1.814473e-99 1.243628e-193 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 2.181815e-07 9.999983e-01 1.443937e-06 8.787864e-34 2.636359e-95 1.427270e-186 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 7.650943e-08 9.999917e-01 8.187852e-06 9.574865e-32 4.295267e-91 1.876942e-179 5.190114e-302 0.000000e+00 0.000000e+00 
5.867295e+04 2.736717e-08 9.999543e-01 4.572159e-05 1.009822e-29 6.808899e-87 2.411074e-172 4.111654e-291 0.000000e+00 0.000000e+00 
6.016784e+04 1.085880e-08 9.997747e-01 2.253081e-04 8.227811e-28 6.936236e-83 1.612077e-165 1.315493e-280 0.000000e+00 0.000000e+00 
6.166111e+04 4.370084e-09 9.988763e-01 1.123736e-03 7.075374e-26 8.254602e-79 1.484441e-158 7.283473e-270 0.000000e+00 0.000000e+00 
6.313735e+04 1.539225e-09 9.930487e-01 6.951341e-03 1.082423e-23 3.167825e-74 9.612711e-151 7.745780e-258 0.000000e+00 0.000000e+00 
6.457821e+04 1.068340e-11 2.008368e-01 7.991632e-01 1.383543e-16 3.221757e-58 1.118550e-122 6.248257e-214 0.000000e+00 0.000000e+00 
6.596028e+04 6.213647e-17 8.087300e-05 9.999191e-01 4.492944e-10 2.236913e-40 1.766588e-89 1.477892e-160 1.931010e-255 0.000000e+00 
6.725801e+04 1.837556e-17 3.968915e-05 9.999603e-01 1.316958e-09 3.505016e-39 2.450934e-87 3.273066e-157 1.306649e-250 0.000000e+00 
6.844609e+04 1.986992e-18 1.073582e-05 9.999893e-01 9.610286e-09 5.887383e-37 2.445861e-83 5.973962e-151 1.471846e-241 0.000000e+00 
6.926341e+04 1.382063e-18 8.679170e-06 9.999913e-01 1.344328e-08 1.396214e-36 1.146216e-82 6.698055e-150 4.858448e-240 0.000000e+00 
6.964660e+04 1.064992e-18 7.449944e-06 9.999925e-01 1.699987e-08 2.564981e-36 3.429974e-82 3.744972e-149 5.849956e-239 0.000000e+00 
6.983908e+04 9.329832e-19 6.907169e-06 9.999931e-01 1.917512e-08 3.489667e-36 5.979340e-82 8.917464e-149 2.051532e-238 0.000000e+00 
6.993554e+04 8.138246e-19 6.329747e-06 9.999936e-01 2.175518e-08 4.845714e-36 1.079780e-81 2.255305e-148 7.872290e-238 0.000000e+00 
6.998302e+04 1.721800e-19 2.533828e-06 9.999974e-01 9.022533e-08 1.932326e-34 8.270655e-79 7.593965e-144 2.849617e-231 0.000000e+00 
6.999912e+04 1.354328e-19 2.188971e-06 9.999977e-01 1.118108e-07 3.385819e-34 2.283459e-78 3.755897e-143 2.913379e-230 0.000000e+00 
#
#TIME: 5.055458e+00 
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
4.242332e+02 1.509583e-25 9.281135e-17 2.765706e-09 1.017572e-03 6.671987e-01 3.317357e-01 4.808298e-05 9.877539e-13 1.461130e-24 
8.515108e+02 4.636285e-25 1.641096e-16 3.090852e-09 8.812621e-04 5.942542e-01 4.047544e-01 1.102037e-04 5.997725e-12 3.348421e-23 
8.638199e+02 1.137266e-25 5.258080e-17 1.306191e-09 5.115305e-04 4.948775e-01 5.043942e-01 2.167468e-04 1.974752e-11 1.943821e-22 
8.922215e+02 4.346030e-26 2.364016e-17 7.031156e-10 3.377166e-04 4.207618e-01 5.785489e-01 3.515578e-04 4.788931e-11 7.418692e-22 
9.416122e+02 7.225954e-27 5.156379e-18 2.076583e-10 1.452206e-04 2.904412e-01 7.085647e-01 8.488752e-04 2.564162e-10 9.997071e-21 
1.002576e+03 3.344035e-27 2.467645e-18 1.065418e-10 8.626433e-05 2.216756e-01 7.767225e-01 1.515642e-03 8.454612e-10 6.976752e-20 
1.065938e+03 1.166274e-27 9.185708e-19 4.403638e-11 4.334829e-05 1.541268e-01 8.428815e-01 2.948368e-03 3.430016e-09 6.880676e-19 
1.133306e+03 3.552756e-28 3.035362e-19 1.645303e-11 2.004027e-05 1.007188e-01 8.933629e-01 5.898256e-03 1.521128e-08 8.002326e-18 
1.204932e+03 1.000639e-28 9.223552e-20 5.649864e-12 8.610937e-06 6.228462e-02 9.257603e-01 1.194639e-02 7.147416e-08 1.048287e-16 
1.281084e+03 3.564300e-29 3.403753e-20 2.276656e-12 4.110187e-06 4.045969e-02 9.376363e-01 2.189958e-02 2.790429e-07 1.024334e-15 
1.362050e+03 1.120140e-29 1.117215e-20 8.130535e-13 1.775265e-06 2.462558e-02 9.329639e-01 4.240745e-02 1.251752e-06 1.289770e-14 
1.448132e+03 2.774120e-30 2.937312e-21 2.401526e-13 6.581774e-07 1.354427e-02 9.002329e-01 8.621557e-02 6.581774e-06 2.154028e-13 
1.539655e+03 5.466590e-31 6.364494e-22 6.021161e-14 2.131179e-07 6.734208e-03 8.186682e-01 1.745610e-01 3.644376e-05 4.014116e-12 
1.636962e+03 9.631733e-32 1.222090e-22 1.333423e-14 6.136321e-08 2.977559e-03 6.731859e-01 3.236472e-01 1.892684e-04 7.301458e-11 
1.740419e+03 1.467366e-32 2.047610e-23 2.604626e-15 1.547305e-08 1.160482e-03 4.822441e-01 5.157701e-01 8.252317e-04 1.080537e-09 
1.850415e+03 1.872103e-33 2.936130e-24 4.444578e-16 3.447926e-09 3.986661e-04 2.990009e-01 6.976643e-01 2.936103e-03 1.228326e-08 
1.967362e+03 2.666453e-34 4.622657e-25 8.089586e-17 8.005011e-10 1.352964e-04 1.741928e-01 8.174132e-01 8.258650e-03 1.000626e-07 
2.091700e+03 3.991079e-35 7.705934e-26 1.565737e-17 1.946417e-10 4.697242e-05 9.916274e-02 8.811104e-01 1.967926e-02 6.232230e-07 
2.223897e+03 7.907489e-36 1.678159e-26 3.867323e-18 5.801002e-11 1.878458e-05 5.973604e-02 9.012242e-01 3.901823e-02 2.720991e-06 
2.364448e+03 2.282434e-36 5.210071e-27 1.335566e-18 2.319670e-11 9.427212e-06 4.031454e-02 8.972335e-01 6.243481e-02 7.732096e-06 
2.513883e+03 1.040501e-36 2.545752e-27 7.024297e-19 1.341572e-11 6.232554e-06 3.190121e-02 8.872741e-01 8.080476e-02 1.373242e-05 
2.672762e+03 9.844297e-37 2.493922e-27 7.103029e-19 1.392892e-11 6.526487e-06 3.303451e-02 8.896557e-01 7.729112e-02 1.217847e-05 
2.841682e+03 2.235403e-36 5.747173e-27 1.613966e-18 2.976946e-11 1.199461e-05 4.732671e-02 9.029290e-01 4.972776e-02 4.492779e-06 
3.021278e+03 1.375521e-35 3.496267e-26 9.158080e-18 1.416186e-10 4.046441e-05 9.495801e-02 8.856544e-01 1.934655e-02 5.625801e-07 
3.212225e+03 1.584980e-34 4.072789e-25 9.962918e-17 1.225082e-09 2.143812e-04 2.349236e-01 7.606217e-01 4.240244e-03 2.244739e-08 
3.415240e+03 4.372532e-33 1.043199e-23 2.112370e-15 1.758041e-08 1.493995e-03 5.640820e-01 4.340376e-01 3.863609e-04 2.163695e-10 
3.631085e+03 8.742164e-31 1.366930e-21 1.574056e-13 5.647799e-07 1.340142e-02 9.085214e-01 7.807201e-02 4.622969e-06 1.007202e-13 
3.860572e+03 3.225997e-28 3.366880e-19 2.131220e-11 2.743308e-05 1.248168e-01 8.713409e-01 3.814888e-03 5.486389e-09 1.330606e-18 
4.104562e+03 7.858556e-27 1.029908e-17 6.357784e-10 4.577614e-04 5.442311e-01 4.552102e-01 1.009597e-04 2.924511e-12 5.493088e-24 
4.363973e+03 3.121920e-25 3.475590e-16 1.421849e-08 4.012922e-03 9.226772e-01 7.330911e-02 7.014779e-07 3.728434e-16 5.308163e-30 
4.639779e+03 1.283141e-23 1.063865e-14 2.526954e-07 2.445263e-02 9.689349e-01 6.612187e-03 2.481104e-09 2.232444e-20 2.268447e-36 
4.933016e+03 5.299590e-22 3.249634e-13 4.332735e-06 1.363147e-01 8.632210e-01 4.599477e-04 6.065895e-12 8.032207e-25 4.932739e-43 
5.244785e+03 1.512051e-20 7.023889e-12 5.259026e-05 5.155411e-01 4.843884e-01 1.781893e-05 6.919933e-15 1.082958e-29 3.048245e-50 
5.576259e+03 1.564389e-19 5.889193e-11 2.628147e-04 8.687005e-01 1.310363e-01 3.717805e-07 4.821870e-18 1.015921e-34 1.538597e-57 
5.928682e+03 8.867117e-19 2.807340e-10 7.899148e-04 9.719114e-01 2.729872e-02 7.279862e-09 4.104204e-21 1.622468e-39 1.959324e-64 
6.303378e+03 3.808784e-18 1.059358e-09 1.984218e-03 9.920883e-01 5.927501e-03 1.778209e-10 5.423183e-24 5.380776e-44 7.230911e-71 
6.701756e+03 1.648650e-17 3.993948e-09 4.922735e-03 9.938326e-01 1.244635e-03 4.165731e-12 6.873166e-27 1.676506e-48 2.521724e-77 
7.125310e+03 9.303745e-17 1.860699e-08 1.380357e-02 9.859835e-01 2.128674e-04 6.067398e-14 3.857915e-30 1.542124e-53 1.572484e-84 
7.575635e+03 8.232097e-16 1.281839e-07 4.966991e-02 9.503084e-01 2.154814e-05 2.690668e-16 2.712755e-34 5.746135e-60 1.027642e-93 
8.054419e+03 1.342025e-14 1.529366e-06 2.446973e-01 7.553004e-01 7.178321e-07 1.067369e-19 3.021214e-40 3.801462e-69 8.177476e-107 
8.563463e+03 2.296325e-13 1.761005e-05 8.145700e-01 1.854124e-01 1.691204e-09 3.863370e-25 2.009246e-49 4.600371e-83 1.745485e-126 
9.105475e+03 2.750066e-12 1.132936e-04 9.919068e-01 7.979882e-03 1.845128e-13 1.091802e-32 1.007189e-61 2.256462e-101 4.430702e-152 
9.611971e+03 3.354179e-11 6.672471e-04 9.990763e-01 2.564967e-04 1.248395e-17 1.560499e-40 2.008919e-74 3.318274e-120 2.439395e-178 
1.001075e+04 3.153178e-10 3.178583e-03 9.968086e-01 1.281613e-05 2.873447e-21 2.280964e-47 1.785103e-85 1.396043e-136 3.763450e-201 
1.035413e+04 2.689317e-09 1.405491e-02 9.859444e-01 7.006483e-07 8.181239e-25 4.950692e-54 2.932657e-96 1.430667e-152 1.938322e-223 
1.071873e+04 3.113931e-08 7.467000e-02 9.253299e-01 2.341489e-08 6.581910e-29 1.046024e-61 1.166719e-108 6.115222e-171 5.020914e-249 
1.109526e+04 5.111110e-07 4.266665e-01 5.733330e-01 2.133335e-10 3.096293e-34 1.614815e-71 2.251851e-124 4.222219e-194 3.466665e-281 
1.142152e+04 6.336702e-06 9.532445e-01 4.674916e-02 4.090551e-14 1.329429e-42 3.524448e-86 2.666163e-147 2.008753e-227 0.000000e+00 
1.165575e+04 2.247572e-05 9.970000e-01 2.977553e-03 1.020052e-17 1.262098e-50 2.881503e-100 2.017052e-169 1.031578e-259 0.000000e+00 
1.180634e+04 5.161531e-05 9.995346e-01 4.137418e-04 2.601248e-20 1.968346e-56 1.702076e-110 1.626292e-185 3.092822e-283 0.000000e+00 
1.190922e+04 9.565309e-05 9.998025e-01 1.018022e-04 3.939996e-22 1.815131e-60 1.416577e-117 1.252600e-196 1.872068e-299 0.000000e+00 
1.198841e+04 1.118263e-04 9.998265e-01 6.169728e-05 7.904964e-23 4.324318e-62 1.732482e-120 2.892060e-201 2.781886e-306 0.000000e+00 
1.205647e+04 1.339706e-04 9.998301e-01 3.596748e-05 1.428800e-23 8.348416e-64 1.501395e-123 3.959723e-206 0.000000e+00 0.000000e+00 
1.212064e+04 1.529804e-04 9.998228e-01 2.420624e-05 4.059431e-24 4.660828e-65 8.607497e-126 1.097550e-209 0.000000e+00 0.000000e+00 
1.218540e+04 1.704321e-04 9.998121e-01 1.750726e-05 1.446985e-24 4.260802e-66 1.202306e-127 1.236055e-212 0.000000e+00 0.000000e+00 
1.225395e+04 2.190407e-04 9.997710e-01 9.952266e-06 2.663026e-25 9.861378e-68 1.613267e-130 3.817307e-217 0.000000e+00 0.000000e+00 
1.233084e+04 3.547507e-04 9.996411e-01 4.185489e-06 2.417831e-26 6.298551e-70 2.860761e-134 6.257916e-223 0.000000e+00 0.000000e+00 
1.244353e+04 7.643549e-04 9.992347e-01 9.076714e-07 2.993723e-28 4.617977e-74 1.982545e-141 4.458737e-234 0.000000e+00 0.000000e+00 
1.267901e+04 7.658127e-04 9.992337e-01 4.644438e-07 2.358192e-29 7.570195e-77 1.295007e-146 1.622756e-242 0.000000e+00 0.000000e+00 
1.305675e+04 1.045761e-03 9.989541e-01 1.601283e-07 7.513711e-31 2.389607e-80 6.528307e-153 1.465790e-252 0.000000e+00 0.000000e+00 
1.350389e+04 1.761597e-03 9.982384e-01 3.937688e-08 9.464267e-33 1.117405e-84 1.314290e-160 9.654243e-265 0.000000e+00 0.000000e+00 
1.398480e+04 2.181832e-03 9.978182e-01 1.780795e-08 6.970404e-34 2.410996e-87 2.000411e-165 1.928797e-272 0.000000e+00 0.000000e+00 
1.448732e+04 3.248201e-03 9.967518e-01 5.700274e-09 1.891599e-35 5.986880e-91 7.388064e-172 1.187822e-282 0.000000e+00 0.000000e+00 
1.499069e+04 3.114331e-03 9.968857e-01 4.722090e-09 8.657165e-36 7.682765e-92 1.521562e-173 2.016257e-285 0.000000e+00 0.000000e+00 
1.547181e+04 3.949100e-03 9.960509e-01 2.189557e-09 7.415533e-37 2.536200e-94 5.397104e-178 1.645459e-292 0.000000e+00 0.000000e+00 
1.592644e+04 4.636160e-03 9.953638e-01 1.117788e-09 7.771290e-38 1.192307e-96 3.220295e-182 2.805116e-299 0.000000e+00 0.000000e+00 
1.636833e+04 3.075876e-03 9.969241e-01 1.799326e-09 2.261316e-37 7.598507e-96 5.288561e-181 1.434598e-297 0.000000e+00 0.000000e+00 
1.680466e+04 1.843728e-03 9.981563e-01 3.757391e-09 1.462267e-36 2.930892e-94 2.098035e-178 1.118952e-293 0.000000e+00 0.000000e+00 
1.723140e+04 1.652893e-03 9.983471e-01 3.338843e-09 7.801653e-37 4.866116e-95 6.294215e-180 3.173554e-296 0.000000e+00 0.000000e+00 
1.765772e+04 1.626978e-03 9.983730e-01 2.299956e-09 1.819258e-37 1.161071e-96 5.797959e-183 3.505399e-301 0.000000e+00 0.000000e+00 
1.812132e+04 1.355883e-03 9.986441e-01 2.281455e-09 1.274692e-37 3.255742e-97 4.083886e-184 3.539909e-303 0.000000e+00 0.000000e+00 
1.871331e+04 1.473074e-03 9.985269e-01 1.028186e-09 7.365372e-39 2.946149e-100 1.018300e-189 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 1.017241e-03 9.989828e-01 5.477451e-10 3.469052e-40 6.025196e-104 7.668432e-197 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 6.420118e-04 9.993580e-01 5.432873e-10 1.477838e-40 2.664955e-105 1.102322e-199 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 1.090819e-03 9.989092e-01 3.748933e-11 1.596320e-44 7.679265e-115 4.522906e-217 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 7.327959e-04 9.992672e-01 4.293148e-11 1.315085e-44 2.072554e-115 2.097227e-218 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 7.143829e-04 9.992856e-01 2.130392e-11 9.057355e-46 2.334501e-118 6.633556e-224 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 3.408510e-03 9.965915e-01 2.445418e-13 7.085012e-52 2.185802e-132 6.180542e-249 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 3.807839e-03 9.961922e-01 8.558021e-14 1.609677e-53 1.896227e-136 2.019308e-256 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 4.815409e-03 9.951846e-01 2.552167e-14 2.532103e-55 8.507223e-141 2.351525e-264 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 5.030467e-03 9.949695e-01 1.514084e-14 3.825380e-56 7.910317e-143 4.177636e-268 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 1.731510e-03 9.982685e-01 9.452631e-14 5.742252e-54 2.773950e-138 2.217393e-260 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 7.586078e-04 9.992414e-01 3.616302e-13 2.080054e-52 4.364034e-135 5.315692e-255 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 3.811183e-04 9.996189e-01 1.086732e-12 3.963630e-51 1.846790e-132 1.391626e-250 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 2.210038e-04 9.997790e-01 2.708173e-12 4.630555e-50 2.953733e-130 7.331713e-247 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 1.408641e-04 9.998591e-01 5.855529e-12 3.833714e-49 2.458217e-128 1.353400e-243 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 9.575354e-05 9.999042e-01 1.152432e-11 2.516708e-48 1.304960e-126 1.194801e-240 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 6.803661e-05 9.999320e-01 2.151915e-11 1.417429e-47 5.089860e-125 6.365546e-238 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 4.941390e-05 9.999506e-01 3.793587e-11 6.945182e-47 1.470744e-123 2.023246e-235 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 3.646926e-05 9.999635e-01 6.529174e-11 3.146944e-46 3.588104e-122 4.705711e-233 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 2.703467e-05 9.999730e-01 1.132713e-10 1.464562e-45 9.468771e-121 1.305274e-230 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 1.986627e-05 9.999801e-01 2.046626e-10 7.933176e-45 3.586595e-119 6.933196e-228 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 1.424253e-05 9.999858e-01 4.082189e-10 5.937729e-44 2.898655e-117 1.454342e-224 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 9.818908e-06 9.999902e-01 9.155265e-10 6.470525e-43 5.686219e-115 1.494706e-220 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 6.507894e-06 9.999935e-01 2.312910e-09 1.036274e-41 2.675720e-112 7.346891e-216 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 4.061417e-06 9.999959e-01 6.655263e-09 2.378830e-40 2.764494e-109 1.402725e-210 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 2.295913e-06 9.999977e-01 2.193872e-08 7.857125e-39 5.867333e-106 8.877530e-205 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 1.114502e-06 9.999988e-01 8.702280e-08 3.946560e-37 2.656485e-102 1.809158e-198 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 4.545451e-07 9.999991e-01 4.204542e-07 3.079543e-35 2.511361e-98 1.094317e-191 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 1.630063e-07 9.999975e-01 2.347967e-06 3.243235e-33 3.935801e-94 1.381753e-184 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 5.710647e-08 9.999866e-01 1.334147e-05 3.566037e-31 6.558516e-90 1.880274e-177 6.034832e-299 0.000000e+00 0.000000e+00 
5.867295e+04 2.080729e-08 9.999265e-01 7.352400e-05 3.712962e-29 1.025660e-85 2.429968e-170 4.926108e-288 0.000000e+00 0.000000e+00 
6.016784e+04 8.392710e-09 9.996413e-01 3.586948e-04 2.972196e-27 1.031715e-81 1.625085e-163 1.619740e-277 0.000000e+00 0.000000e+00 
6.166111e+04 3.265192e-09 9.981275e-01 1.872456e-03 2.893796e-25 1.586172e-77 2.290277e-156 1.702233e-266 0.000000e+00 0.000000e+00 
6.313735e+04 9.682400e-10 9.847816e-01 1.521835e-02 9.715483e-23 3.308337e-72 2.723864e-147 1.654169e-252 0.000000e+00 0.000000e+00 
6.457821e+04 1.392344e-16 1.291111e-04 9.998709e-01 2.242701e-10 3.800132e-41 7.475670e-91 1.068398e-162 1.588580e-258 0.000000e+00 
6.596028e+04 3.922999e-17 6.161667e-05 9.999384e-01 6.801287e-10 6.460156e-40 1.196088e-88 2.942249e-159 1.460464e-253 0.000000e+00 
6.725801e+04 1.140771e-17 2.988416e-05 9.999701e-01 2.022928e-09 1.063187e-38 1.798797e-86 7.442306e-156 1.198240e-248 0.000000e+00 
6.844609e+04 1.217382e-18 8.019259e-06 9.999920e-01 1.507234e-08 1.884043e-36 1.980660e-82 1.589359e-149 1.700469e-239 0.000000e+00 
6.926341e+04 8.420998e-19 6.473642e-06 9.999935e-01 2.110513e-08 4.489445e-36 9.420991e-82 1.826304e-148 5.842067e-238 0.000000e+00 
6.964660e+04 6.444409e-19 5.533303e-06 9.999944e-01 2.655541e-08 8.222177e-36 2.811095e-81 1.016661e-147 7.055516e-237 0.000000e+00 
6.983908e+04 5.701120e-19 5.143652e-06 9.999948e-01 3.005732e-08 1.126431e-35 4.925262e-81 2.448263e-147 2.505734e-236 0.000000e+00 
6.993554e+04 4.934888e-19 4.721871e-06 9.999952e-01 3.414185e-08 1.568040e-35 8.934869e-81 6.272160e-147 9.763267e-236 0.000000e+00 
6.998302e+04 1.033331e-19 1.866663e-06 9.999980e-01 1.433330e-07 6.516654e-34 7.449985e-78 2.416662e-142 4.341658e-229 0.000000e+00 
6.999912e+04 8.131564e-20 1.622804e-06 9.999982e-01 1.780699e-07 1.157893e-33 2.105259e-77 1.245612e-141 4.657886e-228 0.000000e+00 
#
#TIME: 5.242653e+00 
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
4.242332e+02 1.573095e-25 1.040407e-16 3.241904e-09 1.177739e-03 7.033144e-01 2.954749e-01 3.296004e-05 4.785858e-13 4.494552e-25 
8.515108e+02 4.758661e-25 1.813211e-16 3.568995e-09 1.013265e-03 6.317527e-01 3.671552e-01 7.876394e-05 3.097222e-12 1.126077e-23 
8.638199e+02 1.211284e-25 6.016660e-17 1.563800e-09 6.043150e-04 5.354029e-01 4.638385e-01 1.542595e-04 9.912922e-12 6.255206e-23 
8.922215e+02 4.194782e-26 2.467514e-17 7.741825e-10 3.762966e-04 4.472375e-01 5.521061e-01 2.800629e-04 2.951764e-11 3.300295e-22 
9.416122e+02 6.433173e-27 4.981785e-18 2.149620e-10 1.553372e-04 3.047910e-01 6.943123e-01 7.413841e-04 1.871112e-10 5.727093e-21 
1.002576e+03 3.103908e-27 2.475462e-18 1.138097e-10 9.426670e-05 2.360505e-01 7.625639e-01 1.291380e-03 5.901251e-10 3.713193e-20 
1.065938e+03 1.114675e-27 9.499628e-19 4.826439e-11 4.864731e-05 1.662436e-01 8.312179e-01 2.489829e-03 2.328945e-09 3.504909e-19 
1.133306e+03 4.107696e-28 3.727641e-19 2.103755e-11 2.529883e-05 1.163208e-01 8.791240e-01 4.529982e-03 8.330550e-09 2.844680e-18 
1.204932e+03 1.328913e-28 1.290943e-19 8.125368e-12 1.192227e-05 7.631748e-02 9.150516e-01 8.618949e-03 3.402020e-08 2.923610e-17 
1.281084e+03 4.228595e-29 4.300274e-20 2.970775e-12 5.303675e-06 4.766151e-02 9.353111e-01 1.702193e-02 1.544517e-07 3.655244e-16 
1.362050e+03 1.408352e-29 1.486777e-20 1.117532e-12 2.388643e-06 2.986620e-02 9.378138e-01 3.231694e-02 6.600608e-07 4.215270e-15 
1.448132e+03 3.551983e-30 3.977055e-21 3.369852e-13 9.016622e-07 1.666710e-02 9.168423e-01 6.648624e-02 3.460933e-06 7.012945e-14 
1.539655e+03 7.034244e-31 8.682437e-22 8.476402e-14 2.943204e-07 8.417543e-03 8.535261e-01 1.380362e-01 1.986661e-05 1.371531e-12 
1.636962e+03 1.430413e-31 1.916810e-22 2.147056e-14 9.526493e-08 4.086893e-03 7.396672e-01 2.561494e-01 9.641612e-05 2.132667e-11 
1.740419e+03 2.381010e-32 3.508252e-23 4.543507e-15 2.608192e-08 1.716748e-03 5.664979e-01 4.313454e-01 4.399699e-04 3.249460e-10 
1.850415e+03 3.275616e-33 5.439307e-24 8.354318e-16 6.250728e-09 6.310799e-04 3.756453e-01 6.220678e-01 1.655832e-03 3.906705e-09 
1.967362e+03 5.122547e-34 9.333701e-25 1.653031e-16 1.561917e-09 2.294152e-04 2.312990e-01 7.636633e-01 4.808301e-03 3.236919e-08 
2.091700e+03 8.527587e-35 1.722620e-25 3.527407e-17 4.143869e-10 8.561812e-05 1.390435e-01 8.493294e-01 1.154134e-02 1.955508e-07 
2.223897e+03 1.845507e-35 4.045519e-26 9.323930e-18 1.313844e-10 3.617843e-05 8.707599e-02 8.900011e-01 2.288591e-02 8.360721e-07 
2.364448e+03 5.228147e-36 1.244559e-26 3.183115e-18 5.228101e-11 1.809032e-05 5.968197e-02 9.022201e-01 3.807736e-02 2.512258e-06 
2.513883e+03 2.531478e-36 6.373185e-27 1.758446e-18 3.162904e-11 1.245114e-05 4.832896e-02 9.028533e-01 4.880099e-02 4.319506e-06 
2.672762e+03 2.442579e-36 6.415743e-27 1.823746e-18 3.354412e-11 1.327031e-05 5.040025e-02 9.037453e-01 4.583749e-02 3.712675e-06 
2.841682e+03 5.497891e-36 1.471648e-26 4.111064e-18 7.079070e-11 2.396002e-05 7.114708e-02 9.000005e-01 2.882710e-02 1.325766e-06 
3.021278e+03 3.424556e-35 8.986750e-26 2.355545e-17 3.385425e-10 8.056424e-05 1.401626e-01 8.491855e-01 1.057118e-02 1.508470e-07 
3.212225e+03 3.706007e-34 9.930990e-25 2.420566e-16 2.769142e-09 4.009885e-04 3.230185e-01 6.744782e-01 2.102270e-03 5.396258e-09 
3.415240e+03 9.620750e-33 2.362207e-23 4.746420e-15 3.619300e-08 2.491492e-03 6.735213e-01 3.238321e-01 1.551148e-04 4.028474e-11 
3.631085e+03 1.629852e-30 2.630029e-21 3.019982e-13 9.899257e-07 1.909717e-02 9.309057e-01 4.999451e-02 1.599958e-06 1.629756e-14 
