#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
8450.53 2.34e-19 9.58e-11 1.09e-03 9.99e-01 1.30e-12 7.78e-27 4.28e-28 
8966.72 1.18e-18 4.29e-10 3.11e-03 9.97e-01 1.52e-14 9.55e-28 6.24e-29 
9514.44 1.08e-17 3.23e-09 1.24e-02 9.88e-01 1.85e-16 4.00e-28 2.53e-29 
10095.62 2.71e-16 5.52e-08 8.31e-02 9.17e-01 2.76e-19 5.87e-29 8.43e-30 
10712.30 5.94e-15 7.73e-07 4.10e-01 5.90e-01 1.03e-20 3.86e-29 1.11e-29 
11366.65 5.21e-14 4.59e-06 8.76e-01 1.24e-01 9.12e-21 2.55e-29 1.69e-29 
12061.10 2.21e-13 1.37e-05 9.83e-01 1.72e-02 1.17e-20 3.47e-29 2.35e-29 
12793.43 7.82e-13 3.43e-05 9.93e-01 7.28e-03 1.04e-20 1.70e-29 1.17e-29 
13528.61 2.84e-12 8.54e-05 9.99e-01 7.85e-04 8.17e-21 4.89e-30 3.43e-30 
14194.74 8.70e-12 1.89e-04 1.00e+00 2.18e-05 6.26e-22 2.18e-30 1.55e-30 
14757.77 1.87e-11 3.20e-04 1.00e+00 5.43e-06 2.79e-22 1.44e-30 1.03e-30 
15240.48 6.09e-11 7.14e-04 9.99e-01 5.53e-06 1.27e-21 9.40e-31 6.82e-31 
15646.99 2.53e-10 1.73e-03 9.98e-01 1.35e-07 7.65e-23 5.99e-31 4.39e-31 
15960.30 1.32e-09 5.11e-03 9.95e-01 1.40e-08 1.00e-23 3.78e-31 2.79e-31 
16187.41 3.80e-09 1.02e-02 9.90e-01 2.86e-09 1.61e-23 3.31e-31 2.46e-31 
16354.17 8.32e-09 1.77e-02 9.82e-01 3.81e-09 4.44e-23 3.42e-31 2.56e-31 
16484.18 1.01e-08 2.04e-02 9.80e-01 3.61e-10 1.73e-23 4.06e-31 3.05e-31 
16593.12 7.14e-09 1.39e-02 9.86e-01 2.28e-10 2.34e-23 5.16e-31 3.88e-31 
16691.99 8.67e-09 1.77e-02 9.82e-01 1.60e-10 3.62e-23 6.30e-31 4.75e-31 
16788.59 8.74e-09 1.81e-02 9.82e-01 5.42e-10 2.24e-22 7.34e-31 5.55e-31 
16888.37 1.23e-08 2.24e-02 9.78e-01 7.19e-11 4.20e-23 8.37e-31 6.33e-31 
16998.79 3.16e-08 5.81e-02 9.42e-01 4.65e-11 5.28e-23 9.55e-31 7.25e-31 
17146.37 3.02e-08 5.24e-02 9.48e-01 2.81e-11 5.91e-23 1.08e-30 8.23e-31 
17415.23 1.83e-08 2.76e-02 9.72e-01 1.25e-11 6.69e-23 1.19e-30 9.11e-31 
17888.12 2.99e-08 4.09e-02 9.59e-01 3.71e-12 8.13e-23 1.18e-30 9.08e-31 
18532.37 9.60e-08 1.26e-01 8.74e-01 9.03e-13 7.35e-23 9.62e-31 7.47e-31 
19260.76 9.90e-08 9.55e-02 9.05e-01 1.84e-13 5.37e-23 8.21e-31 6.42e-31 
20034.10 1.33e-07 1.83e-01 8.17e-01 8.31e-14 3.09e-22 8.16e-31 6.43e-31 
20838.00 3.64e-07 4.87e-01 5.13e-01 1.66e-14 2.61e-22 9.05e-31 7.18e-31 
21647.97 4.60e-07 5.87e-01 4.13e-01 4.28e-15 3.94e-22 1.02e-30 8.13e-31 
22447.94 2.58e-07 1.39e-01 8.61e-01 1.07e-15 1.10e-22 1.23e-30 9.90e-31 
23245.88 4.74e-07 3.16e-01 6.84e-01 4.25e-16 1.68e-22 1.25e-30 1.01e-30 
24052.47 2.74e-07 1.79e-01 8.21e-01 1.99e-16 9.53e-22 8.97e-31 7.28e-31 
24867.72 8.83e-07 8.61e-01 1.39e-01 2.12e-17 7.34e-22 6.00e-31 4.90e-31 
25698.86 1.26e-06 9.23e-01 7.67e-02 3.38e-18 5.10e-22 4.57e-31 3.74e-31 
26587.16 1.78e-06 9.59e-01 4.14e-02 4.15e-19 4.34e-22 4.24e-31 3.49e-31 
27637.54 2.33e-06 9.76e-01 2.44e-02 6.55e-20 8.40e-22 5.06e-31 4.19e-31 
28986.97 3.57e-06 9.91e-01 9.17e-03 5.13e-20 3.70e-21 8.91e-31 7.44e-31 
#TIME: 18.06 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 2.80e-22 8.78e-14 5.06e-06 1.00e+00 9.05e-05 9.42e-14 2.89e-27 
999.11 2.98e-22 9.26e-14 5.25e-06 1.00e+00 8.04e-05 6.31e-14 1.06e-27 
1267.34 3.11e-22 9.55e-14 5.34e-06 1.00e+00 7.61e-05 5.57e-14 7.26e-28 
1514.05 3.70e-22 1.09e-13 5.88e-06 1.00e+00 7.20e-05 5.26e-14 5.52e-28 
1808.80 3.32e-22 1.03e-13 5.81e-06 1.00e+00 7.37e-05 5.40e-14 7.99e-28 
1919.29 3.43e-22 1.08e-13 6.07e-06 1.00e+00 6.81e-05 4.47e-14 5.36e-28 
2160.92 3.06e-22 9.97e-14 5.80e-06 1.00e+00 7.03e-05 6.02e-14 1.81e-27 
2292.92 2.83e-22 9.67e-14 5.85e-06 1.00e+00 6.58e-05 4.64e-14 1.14e-27 
2432.98 2.52e-22 8.99e-14 5.64e-06 1.00e+00 6.44e-05 4.12e-14 9.37e-28 
2581.60 2.37e-22 8.76e-14 5.62e-06 1.00e+00 5.97e-05 3.68e-14 1.37e-27 
2739.29 2.33e-22 8.73e-14 5.61e-06 1.00e+00 5.37e-05 3.41e-14 2.70e-27 
2906.62 2.47e-22 9.37e-14 5.94e-06 1.00e+00 4.11e-05 1.54e-14 2.70e-27 
3084.17 2.28e-22 8.97e-14 5.79e-06 1.00e+00 3.25e-05 8.52e-15 3.64e-27 
3272.56 2.07e-22 8.79e-14 5.92e-06 1.00e+00 2.53e-05 4.98e-15 6.20e-27 
3472.46 2.09e-22 9.51e-14 6.55e-06 1.00e+00 1.63e-05 1.96e-15 8.93e-27 
3684.57 2.14e-22 1.05e-13 7.39e-06 1.00e+00 9.63e-06 7.41e-16 1.27e-26 
3909.64 2.03e-22 1.12e-13 8.21e-06 1.00e+00 5.28e-06 1.30e-16 7.51e-27 
4148.46 2.48e-22 1.40e-13 9.86e-06 1.00e+00 2.74e-06 2.99e-17 6.40e-27 
4401.86 3.97e-22 2.07e-13 1.26e-05 1.00e+00 1.27e-06 5.17e-18 1.96e-27 
4670.75 5.96e-22 3.00e-13 1.63e-05 1.00e+00 5.80e-07 8.80e-19 2.91e-27 
4956.05 6.57e-22 3.56e-13 1.93e-05 1.00e+00 2.76e-07 1.70e-19 2.65e-27 
5258.79 7.02e-22 4.14e-13 2.28e-05 1.00e+00 1.36e-07 3.18e-20 2.10e-27 
5580.02 1.03e-21 6.06e-13 3.02e-05 1.00e+00 5.23e-08 3.63e-21 2.52e-27 
5920.87 1.64e-21 9.49e-13 4.19e-05 1.00e+00 1.90e-08 3.99e-22 1.64e-27 
6282.54 2.65e-21 1.50e-12 5.81e-05 1.00e+00 6.23e-09 2.98e-23 1.55e-27 
6666.30 5.26e-21 2.80e-12 8.95e-05 1.00e+00 1.76e-09 1.73e-24 8.99e-28 
7073.50 1.20e-20 5.97e-12 1.52e-04 1.00e+00 2.98e-10 6.19e-26 3.75e-28 
7505.58 2.77e-20 1.34e-11 2.75e-04 1.00e+00 5.95e-11 2.37e-26 1.11e-27 
7964.05 8.48e-20 3.85e-11 5.82e-04 9.99e-01 5.73e-12 1.21e-26 6.37e-28 
8450.53 3.62e-19 1.47e-10 1.48e-03 9.99e-01 2.17e-13 2.05e-27 8.94e-29 
8966.72 1.89e-18 6.77e-10 4.31e-03 9.96e-01 8.54e-15 2.53e-27 3.22e-28 
9514.44 1.84e-17 5.29e-09 1.73e-02 9.83e-01 6.95e-17 4.39e-28 3.70e-29 
10095.62 4.88e-16 9.35e-08 1.17e-01 8.83e-01 7.41e-20 4.41e-29 8.96e-30 
10712.30 9.49e-15 1.17e-06 5.24e-01 4.76e-01 9.38e-21 2.53e-29 1.18e-29 
11366.65 6.34e-14 5.35e-06 8.84e-01 1.16e-01 1.35e-20 2.71e-29 1.80e-29 
12061.10 2.71e-13 1.61e-05 9.85e-01 1.48e-02 1.52e-20 3.68e-29 2.50e-29 
12793.43 9.83e-13 4.07e-05 9.99e-01 1.03e-03 1.09e-21 1.81e-29 1.25e-29 
13528.61 3.43e-12 9.68e-05 9.99e-01 5.21e-04 1.32e-21 5.19e-30 3.65e-30 
14194.74 1.14e-11 2.33e-04 1.00e+00 1.04e-05 3.98e-22 2.31e-30 1.65e-30 
14757.77 2.34e-11 3.80e-04 1.00e+00 3.08e-06 3.14e-22 1.52e-30 1.10e-30 
15240.48 7.17e-11 7.96e-04 9.99e-01 4.54e-07 2.42e-23 9.96e-31 7.25e-31 
15646.99 3.00e-10 1.96e-03 9.98e-01 1.08e-05 1.00e-20 6.35e-31 4.66e-31 
15960.30 1.31e-09 4.68e-03 9.95e-01 1.13e-08 3.50e-23 4.00e-31 2.97e-31 
16187.41 5.94e-09 1.50e-02 9.85e-01 4.94e-09 4.77e-23 3.51e-31 2.62e-31 
16354.17 1.06e-08 2.17e-02 9.78e-01 4.22e-10 2.69e-24 3.63e-31 2.72e-31 
16484.18 1.25e-08 2.36e-02 9.76e-01 2.16e-10 1.72e-23 4.31e-31 3.24e-31 
16593.12 1.11e-08 2.05e-02 9.79e-01 1.42e-10 2.50e-23 5.47e-31 4.12e-31 
16691.99 2.69e-08 5.03e-02 9.50e-01 9.47e-11 3.31e-23 6.69e-31 5.05e-31 
16788.59 1.73e-08 3.38e-02 9.66e-01 7.20e-11 9.27e-24 7.78e-31 5.90e-31 
16888.37 2.55e-08 4.48e-02 9.55e-01 4.49e-11 4.58e-23 8.87e-31 6.74e-31 
16998.79 3.97e-08 6.72e-02 9.33e-01 2.94e-11 5.57e-23 1.01e-30 7.71e-31 
17146.37 5.10e-08 8.98e-02 9.10e-01 1.97e-11 8.46e-23 1.15e-30 8.75e-31 
17415.23 3.46e-08 4.68e-02 9.53e-01 1.68e-11 1.53e-22 1.26e-30 9.69e-31 
17888.12 7.24e-08 9.06e-02 9.09e-01 2.19e-12 8.20e-23 1.25e-30 9.66e-31 
18532.37 1.02e-07 1.23e-01 8.77e-01 5.82e-13 9.36e-23 1.02e-30 7.94e-31 
19260.76 2.25e-07 3.30e-01 6.70e-01 1.61e-13 2.05e-22 8.71e-31 6.83e-31 
20034.10 3.17e-07 4.26e-01 5.74e-01 4.03e-14 1.60e-22 8.66e-31 6.84e-31 
20838.00 3.60e-07 4.71e-01 5.29e-01 1.23e-14 3.78e-22 9.60e-31 7.63e-31 
21647.97 5.37e-07 6.27e-01 3.73e-01 2.64e-15 4.56e-22 1.08e-30 8.65e-31 
22447.94 5.84e-07 7.01e-01 2.99e-01 7.27e-16 8.06e-22 1.31e-30 1.05e-30 
23245.88 6.30e-07 7.65e-01 2.35e-01 2.17e-16 8.17e-22 1.33e-30 1.08e-30 
24052.47 7.66e-07 8.37e-01 1.63e-01 4.66e-17 3.35e-22 9.52e-31 7.74e-31 
24867.72 9.74e-07 8.80e-01 1.20e-01 1.12e-17 5.87e-22 6.37e-31 5.21e-31 
25698.86 1.37e-06 9.35e-01 6.48e-02 1.72e-18 4.86e-22 4.85e-31 3.98e-31 
26587.16 1.83e-06 9.60e-01 3.96e-02 2.76e-19 6.58e-22 4.50e-31 3.71e-31 
27637.54 2.55e-06 9.82e-01 1.79e-02 3.94e-20 7.91e-22 5.37e-31 4.46e-31 
28986.97 3.04e-06 9.91e-01 9.30e-03 5.50e-20 2.77e-21 9.46e-31 7.92e-31 
#TIME: 18.44 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 3.82e-22 1.23e-13 6.71e-06 1.00e+00 4.48e-05 1.79e-14 8.81e-29 
999.11 3.88e-22 1.24e-13 6.77e-06 1.00e+00 4.35e-05 1.86e-14 1.47e-28 
1267.34 4.04e-22 1.28e-13 6.86e-06 1.00e+00 4.19e-05 1.88e-14 2.16e-28 
1514.05 4.78e-22 1.45e-13 7.44e-06 1.00e+00 3.75e-05 1.20e-14 1.15e-28 
1808.80 4.11e-22 1.29e-13 6.89e-06 1.00e+00 3.94e-05 1.31e-14 1.86e-28 
1919.29 4.37e-22 1.38e-13 7.28e-06 1.00e+00 3.37e-05 9.87e-15 2.02e-28 
2160.92 4.10e-22 1.35e-13 7.34e-06 1.00e+00 3.36e-05 9.21e-15 2.39e-28 
2292.92 3.79e-22 1.30e-13 7.34e-06 1.00e+00 3.49e-05 9.27e-15 4.69e-28 
2432.98 3.36e-22 1.22e-13 7.14e-06 1.00e+00 3.02e-05 7.29e-15 6.11e-28 
2581.60 3.26e-22 1.20e-13 7.10e-06 1.00e+00 2.72e-05 7.64e-15 1.12e-27 
2739.29 3.26e-22 1.21e-13 7.19e-06 1.00e+00 2.43e-05 4.51e-15 1.05e-27 
2906.62 3.55e-22 1.33e-13 7.75e-06 1.00e+00 1.76e-05 2.14e-15 1.55e-27 
3084.17 3.28e-22 1.29e-13 7.74e-06 1.00e+00 1.48e-05 1.87e-15 3.94e-27 
3272.56 2.96e-22 1.26e-13 7.87e-06 1.00e+00 1.11e-05 7.43e-16 4.16e-27 
3472.46 2.83e-22 1.29e-13 8.24e-06 1.00e+00 2.87e-05 2.78e-15 5.52e-26 
3684.57 2.97e-22 1.46e-13 9.46e-06 1.00e+00 4.11e-06 7.49e-17 4.02e-27 
3909.64 2.81e-22 1.55e-13 1.04e-05 1.00e+00 2.36e-06 2.08e-17 6.20e-27 
4148.46 3.41e-22 1.93e-13 1.25e-05 1.00e+00 1.20e-06 4.43e-18 4.61e-27 
4401.86 5.53e-22 2.88e-13 1.61e-05 1.00e+00 5.49e-07 7.40e-19 3.00e-27 
4670.75 8.84e-22 4.41e-13 2.20e-05 1.00e+00 2.33e-07 1.16e-19 1.81e-27 
4956.05 9.71e-22 5.20e-13 2.58e-05 1.00e+00 1.24e-07 2.65e-20 2.05e-27 
5258.79 1.03e-21 5.95e-13 2.97e-05 1.00e+00 5.78e-08 4.83e-21 2.08e-27 
5580.02 1.55e-21 8.92e-13 4.00e-05 1.00e+00 2.20e-08 5.38e-22 1.75e-27 
5920.87 2.45e-21 1.38e-12 5.47e-05 1.00e+00 7.69e-09 4.91e-23 1.23e-27 
6282.54 4.05e-21 2.23e-12 7.72e-05 1.00e+00 2.75e-09 4.82e-24 1.24e-27 
6666.30 7.80e-21 4.08e-12 1.17e-04 1.00e+00 8.31e-10 3.85e-25 1.16e-27 
7073.50 1.78e-20 8.73e-12 2.00e-04 1.00e+00 1.46e-10 5.27e-26 2.52e-27 
7505.58 4.28e-20 2.03e-11 3.68e-04 1.00e+00 2.32e-11 2.01e-26 1.34e-27 
7964.05 1.30e-19 5.82e-11 7.83e-04 9.99e-01 1.93e-12 8.37e-27 5.12e-28 
8450.53 5.67e-19 2.27e-10 2.01e-03 9.98e-01 1.28e-13 5.70e-27 7.66e-28 
8966.72 3.12e-18 1.09e-09 6.02e-03 9.94e-01 2.33e-15 9.19e-28 3.21e-29 
9514.44 3.46e-17 9.51e-09 2.63e-02 9.74e-01 7.97e-17 9.57e-28 4.92e-29 
10095.62 8.58e-16 1.55e-07 1.62e-01 8.38e-01 2.64e-20 4.24e-29 9.53e-30 
10712.30 1.39e-14 1.62e-06 6.11e-01 3.89e-01 9.88e-21 2.19e-29 1.25e-29 
11366.65 8.12e-14 6.52e-06 9.23e-01 7.74e-02 1.02e-20 2.87e-29 1.92e-29 
12061.10 3.36e-13 1.89e-05 9.89e-01 1.10e-02 1.39e-20 3.90e-29 2.66e-29 
12793.43 1.21e-12 4.73e-05 9.99e-01 7.41e-04 5.87e-21 1.91e-29 1.33e-29 
13528.61 4.35e-12 1.15e-04 9.99e-01 1.28e-03 5.12e-21 5.50e-30 3.88e-30 
14194.74 1.38e-11 2.66e-04 1.00e+00 7.36e-06 6.32e-22 2.45e-30 1.75e-30 
14757.77 3.01e-11 4.65e-04 1.00e+00 9.30e-07 1.79e-22 1.61e-30 1.17e-30 
15240.48 8.29e-11 8.74e-04 9.99e-01 3.43e-07 2.38e-22 1.06e-30 7.71e-31 
15646.99 3.57e-10 2.21e-03 9.98e-01 6.28e-08 7.75e-25 6.73e-31 4.96e-31 
15960.30 1.62e-09 5.50e-03 9.95e-01 5.81e-09 2.38e-23 4.24e-31 3.15e-31 
16187.41 7.76e-09 1.82e-02 9.82e-01 1.89e-09 1.10e-23 3.72e-31 2.78e-31 
16354.17 1.45e-08 2.71e-02 9.73e-01 4.29e-10 2.63e-23 3.85e-31 2.89e-31 
16484.18 1.55e-08 2.61e-02 9.74e-01 2.05e-10 2.84e-23 4.56e-31 3.44e-31 
16593.12 2.04e-08 3.43e-02 9.66e-01 8.12e-11 2.41e-23 5.80e-31 4.38e-31 
16691.99 2.25e-08 4.20e-02 9.58e-01 6.48e-11 4.29e-23 7.08e-31 5.37e-31 
16788.59 3.93e-08 6.79e-02 9.32e-01 3.57e-11 3.40e-23 8.25e-31 6.27e-31 
16888.37 4.43e-08 7.45e-02 9.26e-01 2.79e-11 5.02e-23 9.40e-31 7.16e-31 
16998.79 4.37e-08 7.48e-02 9.25e-01 5.98e-11 2.18e-22 1.07e-30 8.20e-31 
17146.37 3.29e-08 5.72e-02 9.43e-01 1.27e-11 8.71e-23 1.21e-30 9.30e-31 
17415.23 5.92e-08 8.48e-02 9.15e-01 4.86e-12 4.00e-23 1.34e-30 1.03e-30 
17888.12 3.09e-08 5.03e-02 9.50e-01 2.07e-12 1.99e-22 1.33e-30 1.03e-30 
18532.37 1.01e-07 1.41e-01 8.59e-01 4.69e-13 1.65e-22 1.08e-30 8.44e-31 
19260.76 1.58e-07 1.37e-01 8.63e-01 7.80e-14 7.19e-23 9.24e-31 7.26e-31 
20034.10 3.11e-07 4.58e-01 5.42e-01 2.59e-14 2.47e-22 9.19e-31 7.27e-31 
20838.00 4.38e-07 5.61e-01 4.39e-01 6.60e-15 3.16e-22 1.02e-30 8.12e-31 
21647.97 2.64e-07 2.25e-01 7.75e-01 2.54e-15 5.52e-22 1.15e-30 9.20e-31 
22447.94 6.65e-07 7.42e-01 2.58e-01 3.86e-16 7.10e-22 1.39e-30 1.12e-30 
23245.88 7.70e-07 7.98e-01 2.02e-01 1.10e-16 9.09e-22 1.41e-30 1.14e-30 
24052.47 8.93e-07 8.57e-01 1.43e-01 2.66e-17 9.11e-22 1.01e-30 8.23e-31 
24867.72 1.05e-06 8.99e-01 1.01e-01 5.95e-18 6.54e-22 6.76e-31 5.54e-31 
25698.86 1.35e-06 9.44e-01 5.55e-02 9.55e-19 5.81e-22 5.14e-31 4.23e-31 
26587.16 1.89e-06 9.68e-01 3.16e-02 1.58e-19 6.36e-22 4.77e-31 3.95e-31 
27637.54 2.55e-06 9.84e-01 1.60e-02 3.75e-20 1.44e-21 5.70e-31 4.74e-31 
28986.97 3.59e-06 9.93e-01 7.29e-03 5.60e-20 3.48e-21 1.00e-30 8.42e-31 
#TIME: 18.82 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 5.37e-22 1.72e-13 8.79e-06 1.00e+00 2.06e-05 3.02e-15 1.40e-29 
999.11 5.28e-22 1.70e-13 8.71e-06 1.00e+00 2.08e-05 3.11e-15 1.80e-29 
1267.34 5.53e-22 1.77e-13 8.93e-06 1.00e+00 2.02e-05 2.90e-15 2.76e-29 
1514.05 6.38e-22 1.94e-13 9.31e-06 1.00e+00 1.87e-05 2.42e-15 3.21e-29 
1808.80 5.45e-22 1.72e-13 8.49e-06 1.00e+00 1.92e-05 2.57e-15 1.03e-28 
1919.29 5.90e-22 1.84e-13 9.03e-06 1.00e+00 1.70e-05 1.94e-15 1.25e-28 
2160.92 5.67e-22 1.85e-13 9.28e-06 1.00e+00 1.56e-05 1.59e-15 2.03e-28 
2292.92 5.19e-22 1.76e-13 9.15e-06 1.00e+00 1.42e-05 1.34e-15 2.58e-28 
2432.98 4.82e-22 1.70e-13 9.12e-06 1.00e+00 1.37e-05 1.20e-15 4.50e-28 
2581.60 4.55e-22 1.65e-13 9.05e-06 1.00e+00 1.23e-05 9.39e-16 5.17e-28 
2739.29 4.53e-22 1.68e-13 9.18e-06 1.00e+00 1.10e-05 7.26e-16 1.02e-27 
2906.62 5.03e-22 1.88e-13 1.01e-05 1.00e+00 7.69e-06 3.34e-16 1.37e-27 
3084.17 4.65e-22 1.83e-13 1.01e-05 1.00e+00 6.43e-06 2.25e-16 1.70e-27 
3272.56 4.27e-22 1.81e-13 1.04e-05 1.00e+00 4.63e-06 1.03e-16 2.96e-27 
3472.46 4.28e-22 1.95e-13 1.14e-05 1.00e+00 3.00e-06 5.76e-17 5.78e-28 
3684.57 4.33e-22 2.11e-13 1.25e-05 1.00e+00 1.75e-06 2.77e-17 1.14e-26 
3909.64 4.11e-22 2.24e-13 1.38e-05 1.00e+00 9.66e-07 2.75e-18 3.96e-27 
4148.46 4.92e-22 2.75e-13 1.63e-05 1.00e+00 5.13e-07 6.59e-19 3.60e-27 
4401.86 8.37e-22 4.32e-13 2.21e-05 1.00e+00 2.23e-07 1.05e-19 2.14e-27 
4670.75 1.28e-21 6.31e-13 2.86e-05 1.00e+00 9.79e-08 1.54e-20 1.46e-27 
4956.05 1.42e-21 7.52e-13 3.38e-05 1.00e+00 4.91e-08 3.26e-21 1.30e-27 
5258.79 1.54e-21 8.77e-13 3.94e-05 1.00e+00 2.47e-08 6.81e-22 1.52e-27 
5580.02 2.31e-21 1.30e-12 5.24e-05 1.00e+00 8.79e-09 6.88e-23 1.20e-27 
5920.87 3.69e-21 2.03e-12 7.19e-05 1.00e+00 3.16e-09 6.44e-24 1.03e-27 
6282.54 6.15e-21 3.31e-12 1.02e-04 1.00e+00 1.21e-09 8.24e-25 1.07e-27 
6666.30 1.21e-20 6.20e-12 1.58e-04 1.00e+00 2.91e-10 7.40e-26 7.75e-28 
7073.50 2.83e-20 1.36e-11 2.75e-04 1.00e+00 5.97e-11 2.95e-26 1.26e-27 
7505.58 6.48e-20 3.02e-11 4.87e-04 1.00e+00 9.95e-12 1.76e-26 1.11e-27 
7964.05 2.01e-19 8.89e-11 1.06e-03 9.99e-01 6.79e-13 7.05e-27 4.76e-28 
8450.53 8.96e-19 3.52e-10 2.75e-03 9.97e-01 1.81e-14 1.11e-27 4.09e-29 
8966.72 5.41e-18 1.84e-09 8.73e-03 9.91e-01 6.18e-16 7.18e-28 5.29e-29 
9514.44 6.73e-17 1.75e-08 3.99e-02 9.60e-01 2.30e-18 1.61e-29 8.76e-30 
10095.62 1.59e-15 2.69e-07 2.32e-01 7.68e-01 1.47e-20 4.55e-29 1.01e-29 
10712.30 1.97e-14 2.17e-06 6.85e-01 3.15e-01 1.03e-20 2.03e-29 1.33e-29 
11366.65 1.04e-13 7.93e-06 9.54e-01 4.57e-02 9.51e-21 3.04e-29 2.04e-29 
12061.10 3.99e-13 2.15e-05 9.88e-01 1.19e-02 2.14e-20 4.13e-29 2.83e-29 
12793.43 1.52e-12 5.57e-05 1.00e+00 4.37e-04 5.07e-21 2.03e-29 1.41e-29 
13528.61 5.38e-12 1.35e-04 1.00e+00 4.05e-05 7.05e-23 5.83e-30 4.12e-30 
14194.74 1.50e-11 2.77e-04 1.00e+00 6.15e-06 7.94e-22 2.59e-30 1.86e-30 
14757.77 3.54e-11 5.21e-04 9.99e-01 1.01e-06 6.85e-22 1.71e-30 1.24e-30 
15240.48 8.56e-11 8.41e-04 9.99e-01 3.22e-07 3.14e-22 1.12e-30 8.20e-31 
15646.99 4.53e-10 2.63e-03 9.97e-01 3.75e-08 8.49e-23 7.13e-31 5.27e-31 
15960.30 2.29e-09 7.24e-03 9.93e-01 7.70e-09 6.39e-23 4.50e-31 3.35e-31 
16187.41 7.23e-09 1.54e-02 9.85e-01 4.83e-09 7.62e-23 3.94e-31 2.96e-31 
16354.17 1.88e-08 3.36e-02 9.66e-01 3.14e-09 2.03e-22 4.08e-31 3.07e-31 
16484.18 3.00e-08 4.78e-02 9.52e-01 6.99e-11 1.13e-23 4.84e-31 3.66e-31 
16593.12 1.53e-08 2.39e-02 9.76e-01 4.51e-11 2.42e-23 6.14e-31 4.66e-31 
16691.99 4.54e-08 8.16e-02 9.18e-01 3.37e-11 3.54e-23 7.51e-31 5.71e-31 
16788.59 4.99e-08 8.04e-02 9.20e-01 2.01e-11 4.33e-23 8.75e-31 6.67e-31 
16888.37 2.14e-08 3.25e-02 9.67e-01 1.56e-11 4.80e-23 9.97e-31 7.62e-31 
16998.79 7.51e-08 1.06e-01 8.94e-01 9.46e-12 1.66e-23 1.14e-30 8.72e-31 
17146.37 9.19e-08 1.39e-01 8.61e-01 6.18e-12 6.77e-23 1.29e-30 9.89e-31 
17415.23 5.52e-08 6.90e-02 9.31e-01 2.61e-12 7.78e-23 1.42e-30 1.10e-30 
17888.12 7.63e-08 1.19e-01 8.81e-01 1.21e-12 1.49e-22 1.41e-30 1.09e-30 
18532.37 6.24e-08 9.41e-02 9.06e-01 3.50e-13 2.02e-22 1.15e-30 8.98e-31 
19260.76 1.76e-07 2.64e-01 7.36e-01 8.02e-14 3.23e-22 9.80e-31 7.72e-31 
20034.10 3.48e-07 4.95e-01 5.05e-01 1.68e-14 2.84e-22 9.75e-31 7.73e-31 
20838.00 1.97e-07 1.14e-01 8.86e-01 3.55e-15 1.32e-22 1.08e-30 8.63e-31 
21647.97 7.45e-08 8.53e-02 9.15e-01 3.03e-15 1.14e-21 1.22e-30 9.78e-31 
22447.94 6.86e-07 7.61e-01 2.39e-01 2.53e-16 9.92e-22 1.47e-30 1.19e-30 
23245.88 7.81e-07 8.21e-01 1.79e-01 6.71e-17 1.22e-21 1.50e-30 1.22e-30 
24052.47 8.84e-07 8.62e-01 1.38e-01 1.65e-17 1.10e-21 1.07e-30 8.75e-31 
24867.72 1.13e-06 9.23e-01 7.75e-02 2.76e-18 6.28e-22 7.17e-31 5.89e-31 
25698.86 1.41e-06 9.54e-01 4.58e-02 4.44e-19 5.16e-22 5.46e-31 4.50e-31 
26587.16 1.85e-06 9.74e-01 2.62e-02 8.28e-20 6.09e-22 5.06e-31 4.20e-31 
27637.54 3.08e-06 9.34e-01 6.60e-02 1.25e-19 4.43e-21 6.05e-31 5.04e-31 
28986.97 5.06e-06 8.23e-01 1.77e-01 1.13e-18 4.47e-20 1.07e-30 8.95e-31 
