#NTIMES:    67
#NSTAGES:     4
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    5.158774E+03   1.0000E-099   1.5153E-007   4.2419E-002   9.5758E-001
    5.480585E+03   1.0000E-099   1.7551E-007   5.0834E-002   9.4917E-001
    5.822472E+03   1.0000E-099   2.0264E-007   6.0755E-002   9.3924E-001
    6.185685E+03   1.0000E-099   2.7908E-007   8.5962E-002   9.1404E-001
    6.571556E+03   1.0000E-099   4.6777E-007   1.4797E-001   8.5203E-001
    6.981499E+03   1.0000E-099   8.9327E-007   2.8690E-001   7.1310E-001
    7.417014E+03   1.0000E-099   1.6846E-006   5.3853E-001   4.6146E-001
    7.879698E+03   1.0000E-099   2.6630E-006   8.3272E-001   1.6728E-001
    8.371244E+03   1.0000E-099   3.2452E-006   9.7962E-001   2.0381E-002
    8.885954E+03   1.0000E-099   3.6747E-006   9.9954E-001   4.5442E-004
    9.292299E+03   1.0000E-099   4.1916E-006   9.9999E-001   3.6213E-006
    9.603069E+03   1.0000E-099   5.0417E-006   9.9999E-001   1.5784E-008
    9.880445E+03   1.0000E-099   8.1187E-006   9.9999E-001   2.4990E-011
    1.014571E+04   1.0000E-099   1.7684E-005   9.9998E-001   1.2555E-014
    1.040500E+04   1.0000E-099   6.6009E-005   9.9993E-001   2.4854E-018
    1.066740E+04   1.0000E-099   3.7681E-004   9.9962E-001   2.1866E-022
    1.092056E+04   1.0000E-099   2.8903E-003   9.9711E-001   6.1888E-027
    1.114200E+04   1.0000E-099   2.7719E-002   9.7228E-001   5.5176E-032
    1.132530E+04   1.0000E-099   2.6976E-001   7.3024E-001   8.4243E-038
    1.147967E+04   1.0000E-099   8.4392E-001   1.5608E-001   1.3887E-044
    1.162183E+04   1.0000E-099   9.8027E-001   1.9734E-002   5.6696E-051
    1.176625E+04   1.0000E-099   9.9725E-001   2.7461E-003   6.5668E-053
    1.193122E+04   1.0000E-099   9.9965E-001   3.4566E-004   5.9835E-053
    1.213758E+04   1.0000E-099   9.9994E-001   6.3186E-005   6.0033E-053
    1.241113E+04   1.0000E-099   9.9999E-001   1.1857E-005   6.1025E-053
    1.279441E+04   1.0000E-099   1.0000E+000   1.6899E-006   6.2372E-053
    1.324099E+04   1.0000E-099   1.0000E+000   2.3266E-007   6.4195E-053
    1.372203E+04   1.0000E-099   1.0000E+000   3.2935E-008   6.7327E-053
    1.422243E+04   1.0000E-099   1.0000E+000   5.1972E-009   7.2936E-053
    1.472866E+04   1.0000E-099   1.0000E+000   9.2516E-010   8.2425E-053
    1.522301E+04   1.0000E-099   1.0000E+000   1.7755E-010   9.7767E-053
    1.568286E+04   1.0000E-099   1.0000E+000   3.9630E-011   1.2149E-052
    1.611717E+04   1.0000E-099   1.0000E+000   1.0845E-011   1.5947E-052
    1.653790E+04   1.0000E-099   1.0000E+000   3.3550E-012   2.2274E-052
    1.694753E+04   1.0000E-099   1.0000E+000   1.0729E-012   3.3032E-052
    1.733756E+04   1.0000E-099   1.0000E+000   3.8009E-013   5.0950E-052
    1.771638E+04   1.0000E-099   1.0000E+000   1.5320E-013   8.0096E-052
    1.810647E+04   1.0000E-099   1.0000E+000   6.1757E-014   1.2576E-051
    1.854351E+04   1.0000E-099   1.0000E+000   2.1951E-014   1.9605E-051
    1.907943E+04   1.0000E-099   1.0000E+000   4.0364E-014   3.0598E-051
    1.988346E+04   1.0000E-099   1.0000E+000   1.0360E-012   5.1144E-051
    2.108996E+04   1.0000E-099   1.0000E+000   6.3245E-012   6.9366E-051
    2.240558E+04   1.0000E-099   1.0000E+000   1.0480E-011   5.1557E-051
    2.380327E+04   1.0000E-099   1.0000E+000   1.7728E-011   2.9878E-051
    2.528815E+04   1.0000E-099   1.0000E+000   2.9323E-011   1.8963E-051
    2.686566E+04   1.0000E-099   1.0000E+000   5.9634E-011   1.1539E-051
    2.854158E+04   1.0000E-099   1.0000E+000   1.6875E-010   6.3292E-052
    3.032216E+04   1.0000E-099   1.0000E+000   5.9014E-010   3.8259E-052
    3.214676E+04   1.0000E-099   1.0000E+000   1.6954E-009   2.8807E-052
    3.374841E+04   1.0000E-099   1.0000E+000   4.2748E-009   2.3760E-052
    3.511584E+04   1.0000E-099   1.0000E+000   1.3674E-008   1.9292E-052
    3.634765E+04   1.0000E-099   1.0000E+000   5.0088E-008   1.5945E-052
    3.752110E+04   1.0000E-099   1.0000E+000   1.8877E-007   1.3854E-052
    3.867315E+04   1.0000E-099   1.0000E+000   6.5312E-007   1.2686E-052
    3.982516E+04   1.0000E-099   1.0000E+000   1.8834E-006   1.2046E-052
    4.097952E+04   1.0000E-099   1.0000E+000   4.3425E-006   1.1771E-052
    4.214604E+04   1.0000E-099   9.9999E-001   7.9664E-006   1.1814E-052
    4.332848E+04   1.0000E-099   9.9999E-001   1.2442E-005   1.2168E-052
    4.453404E+04   1.0000E-099   9.9998E-001   1.6778E-005   1.2790E-052
    4.576491E+04   1.0000E-099   9.9998E-001   2.0756E-005   1.3591E-052
    4.702488E+04   1.0000E-099   9.9998E-001   2.4321E-005   1.4473E-052
    4.831380E+04   1.0000E-099   9.9997E-001   2.7504E-005   1.5348E-052
    4.963268E+04   1.0000E-099   9.9997E-001   3.0352E-005   1.6193E-052
    5.097977E+04   1.0000E-099   9.9997E-001   3.2937E-005   1.7046E-052
    5.235530E+04   1.0000E-099   9.9996E-001   3.5285E-005   1.8003E-052
    5.375646E+04   1.0000E-099   9.9996E-001   3.7310E-005   1.9203E-052
    5.518257E+04   1.0000E-099   9.9996E-001   3.8838E-005   2.0821E-052
    5.662992E+04   1.0000E-099   9.9996E-001   3.9713E-005   2.3066E-052
    5.809534E+04   1.0000E-099   9.9996E-001   3.9914E-005   2.6200E-052
    5.957240E+04   1.0000E-099   9.9996E-001   3.9582E-005   3.0533E-052
    6.105188E+04   1.0000E-099   9.9996E-001   3.8846E-005   3.6437E-052
    6.252238E+04   1.0000E-099   9.9996E-001   3.7784E-005   4.4350E-052
    6.396513E+04   1.0000E-099   9.9996E-001   3.6486E-005   5.4716E-052
    6.536243E+04   1.0000E-099   9.9996E-001   3.5023E-005   6.7956E-052
    6.668591E+04   1.0000E-099   9.9997E-001   3.3526E-005   8.4199E-052
    6.791728E+04   1.0000E-099   9.9997E-001   3.1829E-005   1.0349E-051
    6.902385E+04   1.0000E-099   9.9997E-001   2.9084E-005   1.2513E-051
    6.952592E+04   1.0000E-099   9.9997E-001   2.6057E-005   1.3685E-051
    6.977833E+04   1.0000E-099   9.9998E-001   2.3624E-005   1.4330E-051
    6.990487E+04   1.0000E-099   9.9998E-001   2.1601E-005   1.4689E-051
    6.996823E+04   1.0000E-099   9.9998E-001   2.0176E-005   1.4888E-051
    6.999835E+04   1.0000E-099   9.9998E-001   1.9206E-005   1.4994E-051
    6.999993E+04   1.0000E-099   9.9998E-001   1.9113E-005   1.5006E-051
#TIME:     2.090
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.484664E+02   1.0000E-099   7.1351E-009   1.3334E-003   9.9867E-001
    8.544589E+02   1.0000E-099   7.1351E-009   1.3334E-003   9.9867E-001
    8.726916E+02   1.0000E-099   7.1190E-009   1.3306E-003   9.9867E-001
    9.103324E+02   1.0000E-099   7.0130E-009   1.3121E-003   9.9869E-001
    9.699487E+02   1.0000E-099   6.6389E-009   1.2466E-003   9.9875E-001
    1.030036E+03   1.0000E-099   5.9367E-009   1.1233E-003   9.9888E-001
    1.093869E+03   1.0000E-099   4.8174E-009   9.2483E-004   9.9908E-001
    1.161658E+03   1.0000E-099   3.3768E-009   6.6410E-004   9.9934E-001
    1.233648E+03   1.0000E-099   1.9854E-009   4.0370E-004   9.9960E-001
    1.310100E+03   1.0000E-099   1.0237E-009   2.1465E-004   9.9979E-001
    1.391289E+03   1.0000E-099   4.9613E-010   1.0720E-004   9.9989E-001
    1.477510E+03   1.0000E-099   2.4116E-010   5.4037E-005   9.9995E-001
    1.569074E+03   1.0000E-099   1.2036E-010   2.8229E-005   9.9997E-001
    1.666313E+03   1.0000E-099   6.0255E-011   1.5014E-005   9.9998E-001
    1.769578E+03   1.0000E-099   2.9914E-011   8.0343E-006   9.9999E-001
    1.879242E+03   1.0000E-099   1.4639E-011   4.3237E-006   1.0000E+000
    1.995702E+03   1.0000E-099   7.3023E-012   2.4017E-006   1.0000E+000
    2.119380E+03   1.0000E-099   3.8380E-012   1.4134E-006   1.0000E+000
    2.250722E+03   1.0000E-099   2.1813E-012   9.0001E-007   1.0000E+000
    2.390204E+03   1.0000E-099   1.3746E-012   6.3077E-007   1.0000E+000
    2.538329E+03   1.0000E-099   9.9177E-013   4.9539E-007   1.0000E+000
    2.695634E+03   1.0000E-099   8.5494E-013   4.4672E-007   1.0000E+000
    2.862688E+03   1.0000E-099   9.2557E-013   4.7907E-007   1.0000E+000
    3.040094E+03   1.0000E-099   1.2585E-012   6.2309E-007   1.0000E+000
    3.228495E+03   1.0000E-099   2.0652E-012   9.9363E-007   1.0000E+000
    3.428571E+03   1.0000E-099   4.6386E-012   2.0971E-006   1.0000E+000
    3.641046E+03   1.0000E-099   1.7029E-011   6.5099E-006   9.9999E-001
    3.866689E+03   1.0000E-099   9.5453E-011   3.0800E-005   9.9997E-001
    4.106315E+03   1.0000E-099   8.4146E-010   2.6336E-004   9.9974E-001
    4.360791E+03   1.0000E-099   9.1119E-009   3.1058E-003   9.9689E-001
    4.631038E+03   1.0000E-099   7.0119E-008   2.3598E-002   9.7640E-001
    4.918032E+03   1.0000E-099   2.3363E-007   7.6170E-002   9.2383E-001
    5.222812E+03   1.0000E-099   3.9467E-007   1.2888E-001   8.7112E-001
    5.546480E+03   1.0000E-099   4.7385E-007   1.5987E-001   8.4013E-001
    5.890206E+03   1.0000E-099   5.7015E-007   1.9877E-001   8.0123E-001
    6.255234E+03   1.0000E-099   7.8275E-007   2.8074E-001   7.1926E-001
    6.642883E+03   1.0000E-099   1.1919E-006   4.3964E-001   5.6035E-001
    7.054555E+03   1.0000E-099   1.7800E-006   6.6603E-001   3.3397E-001
    7.491740E+03   1.0000E-099   2.3361E-006   8.6784E-001   1.3216E-001
    7.956017E+03   1.0000E-099   2.6778E-006   9.7156E-001   2.8434E-002
    8.451079E+03   1.0000E-099   2.8671E-006   9.9782E-001   2.1722E-003
    8.939374E+03   1.0000E-099   3.1668E-006   9.9996E-001   3.6423E-005
    9.299758E+03   1.0000E-099   3.5509E-006   1.0000E+000   3.3955E-007
    9.605367E+03   1.0000E-099   4.7191E-006   1.0000E+000   1.3779E-009
    9.888011E+03   1.0000E-099   8.5547E-006   9.9999E-001   1.7254E-012
    1.015306E+04   1.0000E-099   2.1341E-005   9.9998E-001   7.7745E-016
    1.041413E+04   1.0000E-099   8.6565E-005   9.9991E-001   1.7894E-019
    1.068189E+04   1.0000E-099   4.9463E-004   9.9951E-001   1.6938E-023
    1.094077E+04   1.0000E-099   3.8249E-003   9.9618E-001   4.6970E-028
    1.116307E+04   1.0000E-099   3.5027E-002   9.6497E-001   4.9798E-033
    1.134864E+04   1.0000E-099   3.1911E-001   6.8089E-001   7.7536E-039
    1.150785E+04   1.0000E-099   8.7212E-001   1.2788E-001   1.0834E-045
    1.165691E+04   1.0000E-099   9.8417E-001   1.5832E-002   5.3795E-052
    1.181226E+04   1.0000E-099   9.9783E-001   2.1736E-003   6.4469E-053
    1.199154E+04   1.0000E-099   9.9970E-001   3.0059E-004   6.0242E-053
    1.221395E+04   1.0000E-099   9.9994E-001   6.3729E-005   6.0694E-053
    1.251905E+04   1.0000E-099   9.9999E-001   1.2238E-005   6.1882E-053
    1.292384E+04   1.0000E-099   1.0000E+000   1.9965E-006   6.3549E-053
    1.338129E+04   1.0000E-099   1.0000E+000   3.2767E-007   6.5934E-053
    1.386784E+04   1.0000E-099   1.0000E+000   5.7032E-008   6.9937E-053
    1.437060E+04   1.0000E-099   1.0000E+000   1.1209E-008   7.6823E-053
    1.487431E+04   1.0000E-099   1.0000E+000   2.5086E-009   8.8194E-053
    1.536062E+04   1.0000E-099   1.0000E+000   6.2622E-010   1.0628E-052
    1.581001E+04   1.0000E-099   1.0000E+000   1.9126E-010   1.3413E-052
    1.623925E+04   1.0000E-099   1.0000E+000   7.0499E-011   1.7918E-052
    1.665402E+04   1.0000E-099   1.0000E+000   2.8407E-011   2.5381E-052
    1.705609E+04   1.0000E-099   1.0000E+000   1.1725E-011   3.7942E-052
    1.743777E+04   1.0000E-099   1.0000E+000   5.2558E-012   5.8419E-052
    1.781195E+04   1.0000E-099   1.0000E+000   2.5356E-012   9.0982E-052
    1.820412E+04   1.0000E-099   1.0000E+000   1.1788E-012   1.4124E-051
    1.864779E+04   1.0000E-099   1.0000E+000   4.7188E-013   2.1762E-051
    1.920359E+04   1.0000E-099   1.0000E+000   2.6279E-013   3.3817E-051
    2.005936E+04   1.0000E-099   1.0000E+000   3.4622E-012   5.6181E-051
    2.130772E+04   1.0000E-099   1.0000E+000   1.2780E-011   6.8830E-051
    2.262820E+04   1.0000E-099   1.0000E+000   1.5571E-011   4.8727E-051
    2.403051E+04   1.0000E-099   1.0000E+000   2.0766E-011   2.8430E-051
    2.551973E+04   1.0000E-099   1.0000E+000   3.0287E-011   1.8067E-051
    2.710124E+04   1.0000E-099   1.0000E+000   5.8832E-011   1.0863E-051
    2.878075E+04   1.0000E-099   1.0000E+000   1.7050E-010   5.9762E-052
    3.056769E+04   1.0000E-099   1.0000E+000   6.0159E-010   3.6990E-052
    3.237278E+04   1.0000E-099   1.0000E+000   1.7116E-009   2.8350E-052
    3.394267E+04   1.0000E-099   1.0000E+000   4.4560E-009   2.3358E-052
    3.528265E+04   1.0000E-099   1.0000E+000   1.4621E-008   1.8943E-052
    3.650263E+04   1.0000E-099   1.0000E+000   5.3889E-008   1.5701E-052
    3.766798E+04   1.0000E-099   1.0000E+000   2.0108E-007   1.3715E-052
    3.881713E+04   1.0000E-099   1.0000E+000   6.9198E-007   1.2606E-052
    3.996497E+04   1.0000E-099   1.0000E+000   1.9774E-006   1.2001E-052
    4.111662E+04   1.0000E-099   1.0000E+000   4.5086E-006   1.1751E-052
    4.227996E+04   1.0000E-099   9.9999E-001   8.1457E-006   1.1819E-052
    4.345978E+04   1.0000E-099   9.9999E-001   1.2709E-005   1.2198E-052
    4.466233E+04   1.0000E-099   9.9998E-001   1.6968E-005   1.2842E-052
    4.589009E+04   1.0000E-099   9.9998E-001   2.0924E-005   1.3660E-052
    4.714653E+04   1.0000E-099   9.9998E-001   2.4474E-005   1.4550E-052
    4.843145E+04   1.0000E-099   9.9997E-001   2.7647E-005   1.5429E-052
    4.974589E+04   1.0000E-099   9.9997E-001   3.0486E-005   1.6278E-052
    5.108800E+04   1.0000E-099   9.9997E-001   3.3062E-005   1.7138E-052
    5.245815E+04   1.0000E-099   9.9996E-001   3.5395E-005   1.8108E-052
    5.385334E+04   1.0000E-099   9.9996E-001   3.7394E-005   1.9328E-052
    5.527316E+04   1.0000E-099   9.9996E-001   3.8886E-005   2.0972E-052
    5.671355E+04   1.0000E-099   9.9996E-001   3.9724E-005   2.3250E-052
    5.817175E+04   1.0000E-099   9.9996E-001   3.9897E-005   2.6423E-052
    5.964076E+04   1.0000E-099   9.9996E-001   3.9548E-005   3.0798E-052
    6.111196E+04   1.0000E-099   9.9996E-001   3.8802E-005   3.6745E-052
    6.257335E+04   1.0000E-099   9.9996E-001   3.7738E-005   4.4695E-052
    6.400692E+04   1.0000E-099   9.9996E-001   3.6442E-005   5.5088E-052
    6.539460E+04   1.0000E-099   9.9997E-001   3.4986E-005   6.8330E-052
    6.670874E+04   1.0000E-099   9.9997E-001   3.3496E-005   8.4542E-052
    6.793132E+04   1.0000E-099   9.9997E-001   3.1800E-005   1.0376E-051
    6.903018E+04   1.0000E-099   9.9997E-001   2.9051E-005   1.2529E-051
    6.952901E+04   1.0000E-099   9.9997E-001   2.6030E-005   1.3695E-051
    6.977977E+04   1.0000E-099   9.9998E-001   2.3603E-005   1.4337E-051
    6.990549E+04   1.0000E-099   9.9998E-001   2.1588E-005   1.4693E-051
    6.996844E+04   1.0000E-099   9.9998E-001   2.0169E-005   1.4891E-051
    6.999836E+04   1.0000E-099   9.9998E-001   1.9205E-005   1.4996E-051
    6.999993E+04   1.0000E-099   9.9998E-001   1.9112E-005   1.5008E-051
#TIME:     2.300
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.484664E+02   1.0000E-099   1.2420E-008   2.6438E-003   9.9736E-001
    8.533851E+02   1.0000E-099   1.2420E-008   2.6438E-003   9.9736E-001
    8.683130E+02   1.0000E-099   1.2395E-008   2.6387E-003   9.9736E-001
    8.989568E+02   1.0000E-099   1.2226E-008   2.6050E-003   9.9739E-001
    9.539520E+02   1.0000E-099   1.1556E-008   2.4709E-003   9.9753E-001
    1.013075E+03   1.0000E-099   1.0265E-008   2.2113E-003   9.9779E-001
    1.075858E+03   1.0000E-099   8.3063E-009   1.8138E-003   9.9819E-001
    1.142531E+03   1.0000E-099   5.8936E-009   1.3140E-003   9.9869E-001
    1.213335E+03   1.0000E-099   3.5560E-009   8.1578E-004   9.9918E-001
    1.288528E+03   1.0000E-099   1.8642E-009   4.3911E-004   9.9956E-001
    1.368381E+03   1.0000E-099   8.9071E-010   2.1514E-004   9.9978E-001
    1.453182E+03   1.0000E-099   4.1156E-010   1.0285E-004   9.9990E-001
    1.543238E+03   1.0000E-099   1.9444E-010   5.0709E-005   9.9995E-001
    1.638876E+03   1.0000E-099   9.4421E-011   2.5956E-005   9.9997E-001
    1.740440E+03   1.0000E-099   4.6463E-011   1.3596E-005   9.9999E-001
    1.848299E+03   1.0000E-099   2.2687E-011   7.1819E-006   9.9999E-001
    1.962841E+03   1.0000E-099   1.1171E-011   3.8804E-006   1.0000E+000
    2.084483E+03   1.0000E-099   5.7677E-012   2.2089E-006   1.0000E+000
    2.213662E+03   1.0000E-099   3.2168E-012   1.3573E-006   1.0000E+000
    2.350847E+03   1.0000E-099   1.9890E-012   9.1887E-007   1.0000E+000
    2.496533E+03   1.0000E-099   1.4001E-012   6.9765E-007   1.0000E+000
    2.651248E+03   1.0000E-099   1.1610E-012   6.0751E-007   1.0000E+000
    2.815551E+03   1.0000E-099   1.1966E-012   6.3125E-007   1.0000E+000
    2.990037E+03   1.0000E-099   1.5495E-012   8.0093E-007   1.0000E+000
    3.175335E+03   1.0000E-099   2.3884E-012   1.2359E-006   1.0000E+000
    3.372117E+03   1.0000E-099   4.7214E-012   2.4258E-006   1.0000E+000
    3.581093E+03   1.0000E-099   1.5358E-011   6.9475E-006   9.9999E-001
    3.803021E+03   1.0000E-099   7.8258E-011   3.0182E-005   9.9997E-001
    4.038701E+03   1.0000E-099   6.7353E-010   2.4236E-004   9.9976E-001
    4.288987E+03   1.0000E-099   7.3611E-009   2.9186E-003   9.9708E-001
    4.554784E+03   1.0000E-099   7.5070E-008   3.0588E-002   9.6941E-001
    4.837053E+03   1.0000E-099   3.7305E-007   1.4565E-001   8.5435E-001
    5.136815E+03   1.0000E-099   7.7396E-007   2.9688E-001   7.0312E-001
    5.455153E+03   1.0000E-099   1.0100E-006   3.9540E-001   6.0460E-001
    5.793220E+03   1.0000E-099   1.1692E-006   4.7252E-001   5.2748E-001
    6.152237E+03   1.0000E-099   1.4020E-006   5.8349E-001   4.1651E-001
    6.533503E+03   1.0000E-099   1.7113E-006   7.3416E-001   2.6584E-001
    6.938396E+03   1.0000E-099   1.9976E-006   8.7443E-001   1.2557E-001
    7.368382E+03   1.0000E-099   2.1921E-006   9.5809E-001   4.1904E-002
    7.825015E+03   1.0000E-099   2.3156E-006   9.9128E-001   8.7149E-003
    8.312475E+03   1.0000E-099   2.4133E-006   9.9923E-001   7.6623E-004
    8.780026E+03   1.0000E-099   2.5846E-006   9.9998E-001   2.0526E-005
    9.163219E+03   1.0000E-099   2.8655E-006   1.0000E+000   2.2886E-007
    9.482743E+03   1.0000E-099   3.7971E-006   1.0000E+000   1.2796E-009
    9.779762E+03   1.0000E-099   6.8970E-006   9.9999E-001   2.0255E-012
    1.005459E+04   1.0000E-099   1.6839E-005   9.9998E-001   1.1189E-015
    1.032091E+04   1.0000E-099   6.3507E-005   9.9994E-001   3.3366E-019
    1.060061E+04   1.0000E-099   3.3464E-004   9.9967E-001   4.1143E-023
    1.087635E+04   1.0000E-099   2.3594E-003   9.9764E-001   1.7220E-027
    1.112046E+04   1.0000E-099   2.0678E-002   9.7932E-001   2.5810E-032
    1.132521E+04   1.0000E-099   1.9860E-001   8.0140E-001   7.5910E-038
    1.149657E+04   1.0000E-099   7.9444E-001   2.0556E-001   1.4970E-044
    1.165201E+04   1.0000E-099   9.7570E-001   2.4296E-002   3.0419E-051
    1.181097E+04   1.0000E-099   9.9661E-001   3.3924E-003   6.8452E-053
    1.198906E+04   1.0000E-099   9.9948E-001   5.1970E-004   6.1265E-053
    1.220927E+04   1.0000E-099   9.9988E-001   1.2090E-004   6.1286E-053
    1.250400E+04   1.0000E-099   9.9997E-001   2.6319E-005   6.2389E-053
    1.290420E+04   1.0000E-099   1.0000E+000   4.8332E-006   6.4142E-053
    1.336316E+04   1.0000E-099   1.0000E+000   8.9522E-007   6.6668E-053
    1.384952E+04   1.0000E-099   1.0000E+000   1.7837E-007   7.0772E-053
    1.435272E+04   1.0000E-099   1.0000E+000   4.0063E-008   7.7742E-053
    1.486134E+04   1.0000E-099   1.0000E+000   1.0334E-008   8.9341E-053
    1.534785E+04   1.0000E-099   1.0000E+000   3.0225E-009   1.0764E-052
    1.580491E+04   1.0000E-099   1.0000E+000   1.0494E-009   1.3628E-052
    1.623695E+04   1.0000E-099   1.0000E+000   4.3815E-010   1.8233E-052
    1.665662E+04   1.0000E-099   1.0000E+000   1.9690E-010   2.5937E-052
    1.706068E+04   1.0000E-099   1.0000E+000   9.1358E-011   3.8860E-052
    1.744573E+04   1.0000E-099   1.0000E+000   4.5398E-011   6.0022E-052
    1.782076E+04   1.0000E-099   1.0000E+000   2.3873E-011   9.3360E-052
    1.821319E+04   1.0000E-099   1.0000E+000   1.2139E-011   1.4446E-051
    1.865407E+04   1.0000E-099   1.0000E+000   5.5056E-012   2.2119E-051
    1.920144E+04   1.0000E-099   1.0000E+000   2.2239E-012   3.4029E-051
    2.001762E+04   1.0000E-099   1.0000E+000   6.0873E-012   5.5234E-051
    2.126418E+04   1.0000E-099   1.0000E+000   2.2324E-011   6.9845E-051
    2.258196E+04   1.0000E-099   1.0000E+000   2.4106E-011   5.0449E-051
    2.398141E+04   1.0000E-099   1.0000E+000   2.6189E-011   2.9548E-051
    2.546758E+04   1.0000E-099   1.0000E+000   3.1204E-011   1.8735E-051
    2.704586E+04   1.0000E-099   1.0000E+000   5.4221E-011   1.1272E-051
    2.872194E+04   1.0000E-099   1.0000E+000   1.4843E-010   6.1844E-052
    3.050452E+04   1.0000E-099   1.0000E+000   5.2326E-010   3.7976E-052
    3.233056E+04   1.0000E-099   1.0000E+000   1.5276E-009   2.8824E-052
    3.388577E+04   1.0000E-099   1.0000E+000   3.9414E-009   2.3754E-052
    3.523968E+04   1.0000E-099   1.0000E+000   1.3010E-008   1.9194E-052
    3.646948E+04   1.0000E-099   1.0000E+000   4.8090E-008   1.5842E-052
    3.763692E+04   1.0000E-099   1.0000E+000   1.7925E-007   1.3797E-052
    3.879058E+04   1.0000E-099   1.0000E+000   6.2828E-007   1.2648E-052
    3.994057E+04   1.0000E-099   1.0000E+000   1.8372E-006   1.2017E-052
    4.109581E+04   1.0000E-099   1.0000E+000   4.2839E-006   1.1748E-052
    4.226070E+04   1.0000E-099   9.9999E-001   7.8685E-006   1.1804E-052
    4.344261E+04   1.0000E-099   9.9999E-001   1.2405E-005   1.2177E-052
    4.464626E+04   1.0000E-099   9.9998E-001   1.6702E-005   1.2821E-052
    4.587521E+04   1.0000E-099   9.9998E-001   2.0702E-005   1.3645E-052
    4.713243E+04   1.0000E-099   9.9998E-001   2.4296E-005   1.4543E-052
    4.841818E+04   1.0000E-099   9.9997E-001   2.7508E-005   1.5433E-052
    4.973324E+04   1.0000E-099   9.9997E-001   3.0379E-005   1.6290E-052
    5.107601E+04   1.0000E-099   9.9997E-001   3.2981E-005   1.7156E-052
    5.244692E+04   1.0000E-099   9.9996E-001   3.5334E-005   1.8129E-052
    5.384266E+04   1.0000E-099   9.9996E-001   3.7350E-005   1.9348E-052
    5.526356E+04   1.0000E-099   9.9996E-001   3.8857E-005   2.0991E-052
    5.670444E+04   1.0000E-099   9.9996E-001   3.9705E-005   2.3265E-052
    5.816386E+04   1.0000E-099   9.9996E-001   3.9887E-005   2.6434E-052
    5.963330E+04   1.0000E-099   9.9996E-001   3.9543E-005   3.0803E-052
    6.110594E+04   1.0000E-099   9.9996E-001   3.8801E-005   3.6746E-052
    6.256765E+04   1.0000E-099   9.9996E-001   3.7740E-005   4.4688E-052
    6.400275E+04   1.0000E-099   9.9996E-001   3.6444E-005   5.5080E-052
    6.539055E+04   1.0000E-099   9.9997E-001   3.4989E-005   6.8312E-052
    6.670595E+04   1.0000E-099   9.9997E-001   3.3499E-005   8.4528E-052
    6.792948E+04   1.0000E-099   9.9997E-001   3.1803E-005   1.0376E-051
    6.902932E+04   1.0000E-099   9.9997E-001   2.9054E-005   1.2529E-051
    6.952859E+04   1.0000E-099   9.9997E-001   2.6033E-005   1.3696E-051
    6.977958E+04   1.0000E-099   9.9998E-001   2.3606E-005   1.4338E-051
    6.990541E+04   1.0000E-099   9.9998E-001   2.1590E-005   1.4695E-051
    6.996841E+04   1.0000E-099   9.9998E-001   2.0170E-005   1.4893E-051
    6.999836E+04   1.0000E-099   9.9998E-001   1.9205E-005   1.4998E-051
    6.999993E+04   1.0000E-099   9.9998E-001   1.9112E-005   1.5010E-051
#TIME:     2.530
#NVEL: 115
#vel_mid[km/s]           mg0           mg1           mg2           mg3
    8.484663E+02   1.0000E-099   2.2242E-008   5.4418E-003   9.9456E-001
    8.548448E+02   1.0000E-099   2.2242E-008   5.4419E-003   9.9456E-001
    8.742693E+02   1.0000E-099   2.2134E-008   5.4170E-003   9.9458E-001
    9.144524E+02   1.0000E-099   2.1435E-008   5.2566E-003   9.9474E-001
    9.756573E+02   1.0000E-099   1.9279E-008   4.7593E-003   9.9524E-001
    1.035672E+03   1.0000E-099   1.6011E-008   3.9998E-003   9.9600E-001
    1.099431E+03   1.0000E-099   1.1897E-008   3.0267E-003   9.9697E-001
    1.167115E+03   1.0000E-099   7.7100E-009   2.0101E-003   9.9799E-001
    1.238965E+03   1.0000E-099   4.3445E-009   1.1622E-003   9.9884E-001
    1.315239E+03   1.0000E-099   2.1967E-009   5.9747E-004   9.9940E-001
    1.396209E+03   1.0000E-099   1.0175E-009   2.8240E-004   9.9972E-001
    1.482164E+03   1.0000E-099   4.5408E-010   1.3047E-004   9.9987E-001
    1.573409E+03   1.0000E-099   2.0645E-010   6.2145E-005   9.9994E-001
    1.670273E+03   1.0000E-099   9.7645E-011   3.1017E-005   9.9997E-001
    1.773099E+03   1.0000E-099   4.7826E-011   1.6102E-005   9.9998E-001
    1.882256E+03   1.0000E-099   2.3513E-011   8.5144E-006   9.9999E-001
