#NTIMES:  59
#time[d] Lbol[erg/s] Edep[erg/s]
1.30000e+00 2.78712e+39 1.04617e+43
1.43000e+00 3.55517e+39 1.00414e+43
1.57300e+00 4.68563e+39 9.60628e+42
1.73000e+00 6.37464e+39 9.19533e+42
1.90000e+00 8.85533e+39 8.84629e+42
2.09000e+00 1.26100e+40 8.49154e+42
2.30000e+00 1.82325e+40 8.18416e+42
2.53000e+00 2.59650e+40 7.86591e+42
2.78300e+00 3.63596e+40 7.59308e+42
3.06100e+00 5.02272e+40 7.28704e+42
3.36700e+00 6.86894e+40 7.03797e+42
3.70400e+00 9.26597e+40 6.74474e+42
4.07400e+00 1.22937e+41 6.47906e+42
4.48100e+00 1.60769e+41 6.23833e+42
4.92900e+00 2.06878e+41 5.95968e+42
5.42200e+00 2.62796e+41 5.70028e+42
5.96400e+00 3.28890e+41 5.41834e+42
6.56000e+00 4.05997e+41 5.15500e+42
7.21600e+00 4.95426e+41 4.87777e+42
7.93800e+00 6.00879e+41 4.60099e+42
8.73200e+00 7.28533e+41 4.32809e+42
9.60000e+00 8.75452e+41 4.05307e+42
1.05600e+01 1.07238e+42 3.78697e+42
1.16200e+01 1.30843e+42 3.50639e+42
1.27800e+01 1.57769e+42 3.25176e+42
1.40600e+01 1.89032e+42 2.99454e+42
1.54700e+01 2.17840e+42 2.75666e+42
1.70200e+01 2.39606e+42 2.52392e+42
1.87200e+01 2.54473e+42 2.31066e+42
2.05900e+01 2.61298e+42 2.10516e+42
2.26500e+01 2.58585e+42 1.91539e+42
2.49100e+01 2.46086e+42 1.73386e+42
2.74000e+01 2.24229e+42 1.56790e+42
3.01400e+01 1.99533e+42 1.41419e+42
3.31500e+01 1.74444e+42 1.27155e+42
3.64600e+01 1.43981e+42 1.13848e+42
4.01100e+01 1.18005e+42 1.01196e+42
4.41200e+01 9.74528e+41 8.93757e+41
4.85300e+01 8.14479e+41 7.82046e+41
5.33800e+01 6.93220e+41 6.79153e+41
5.87200e+01 5.91825e+41 5.82378e+41
6.45900e+01 5.03381e+41 4.93749e+41
7.10500e+01 4.23628e+41 4.13197e+41
7.81600e+01 3.52506e+41 3.41498e+41
8.60000e+01 2.89145e+41 2.77691e+41
9.46000e+01 2.34016e+41 2.24418e+41
1.04100e+02 1.86642e+41 1.79080e+41
1.14500e+02 1.47284e+41 1.41133e+41
1.26000e+02 1.14433e+41 1.10551e+41
1.38600e+02 8.76188e+40 8.54441e+40
1.52500e+02 6.65353e+40 6.54502e+40
1.67800e+02 5.00439e+40 5.00005e+40
1.84600e+02 3.71046e+40 3.77665e+40
2.03100e+02 2.72244e+40 2.83944e+40
2.23400e+02 1.96783e+40 2.11567e+40
2.45800e+02 1.39006e+40 1.55199e+40
2.70400e+02 9.64663e+39 1.13006e+40
2.97400e+02 6.65764e+39 8.12994e+39
3.20000e+02 4.65189e+39 6.12198e+39
