#NTIMES: 248
#time[d] Lbol[erg/s] Edep[erg/s]
2.5 1.03621e+41 3.95864e+43
3.5 3.23349e+41 3.63157e+43
4.5 6.94965e+41 3.34198e+43
5.5 1.30642e+42 3.07569e+43
6.5 2.24737e+42 2.83895e+43
7.5 3.30677e+42 2.62223e+43
8.5 4.51001e+42 2.42688e+43
9.5 5.74173e+42 2.25223e+43
10.5 7.52215e+42 2.08538e+43
11.5 8.94108e+42 1.93768e+43
12.5 1.02380e+43 1.79525e+43
13.5 1.11336e+43 1.66062e+43
14.5 1.20756e+43 1.54536e+43
15.5 1.24655e+43 1.43712e+43
16.5 1.28107e+43 1.34759e+43
17.5 1.30403e+43 1.26417e+43
18.5 1.29874e+43 1.17901e+43
19.5 1.30683e+43 1.10203e+43
20.5 1.26690e+43 1.03583e+43
21.5 1.23513e+43 9.79202e+42
22.5 1.18688e+43 9.28180e+42
23.5 1.14426e+43 8.67510e+42
24.5 1.08720e+43 8.20228e+42
25.5 1.02698e+43 7.80546e+42
26.5 9.83324e+42 7.43309e+42
27.5 9.03093e+42 7.01004e+42
28.5 8.76927e+42 6.64939e+42
29.5 8.08407e+42 6.37173e+42
30.5 7.68283e+42 6.07082e+42
31.5 7.15831e+42 5.75277e+42
32.5 6.96418e+42 5.51507e+42
33.5 6.56240e+42 5.33543e+42
34.5 6.28718e+42 5.09529e+42
35.5 6.08173e+42 4.85971e+42
36.5 5.95629e+42 4.63184e+42
37.5 5.68223e+42 4.46089e+42
38.5 5.52364e+42 4.29598e+42
39.5 5.41078e+42 4.16831e+42
40.5 5.16303e+42 3.98538e+42
41.5 5.01944e+42 3.86154e+42
42.5 4.86777e+42 3.67623e+42
43.5 4.65665e+42 3.50244e+42
44.5 4.48287e+42 3.40901e+42
45.5 4.27940e+42 3.28665e+42
46.5 4.01176e+42 3.17078e+42
47.5 3.84461e+42 3.08521e+42
48.5 3.59128e+42 2.97357e+42
49.5 3.45501e+42 2.83518e+42
50.5 3.22489e+42 2.71877e+42
51.5 3.00248e+42 2.65833e+42
52.5 2.87314e+42 2.55683e+42
53.5 2.71602e+42 2.49078e+42
54.5 2.61696e+42 2.44975e+42
55.5 2.53190e+42 2.34113e+42
56.5 2.41420e+42 2.27478e+42
57.5 2.29611e+42 2.21804e+42
58.5 2.15562e+42 2.12030e+42
59.5 2.08448e+42 2.06031e+42
60.5 2.01131e+42 1.96814e+42
61.5 1.96851e+42 1.90581e+42
62.5 1.94354e+42 1.88295e+42
63.5 1.80842e+42 1.81249e+42
64.5 1.76859e+42 1.76172e+42
65.5 1.71658e+42 1.71453e+42
66.5 1.65579e+42 1.66757e+42
67.5 1.60363e+42 1.61496e+42
68.5 1.53406e+42 1.55350e+42
69.5 1.53029e+42 1.52434e+42
70.5 1.52270e+42 1.48893e+42
71.5 1.44837e+42 1.43845e+42
72.5 1.36263e+42 1.38603e+42
73.5 1.34002e+42 1.33154e+42
74.5 1.31972e+42 1.32319e+42
75.5 1.26338e+42 1.28644e+42
76.5 1.22807e+42 1.22862e+42
77.5 1.18395e+42 1.21043e+42
78.5 1.18985e+42 1.17452e+42
79.5 1.14881e+42 1.12920e+42
80.5 1.10202e+42 1.09429e+42
81.5 1.11455e+42 1.09256e+42
82.5 1.04909e+42 1.07494e+42
83.5 1.00188e+42 1.05012e+42
84.5 9.89966e+41 1.01985e+42
85.5 9.55708e+41 9.70060e+41
86.5 9.38056e+41 9.43423e+41
87.5 9.00867e+41 9.38509e+41
88.5 8.77141e+41 9.26841e+41
89.5 8.99650e+41 8.79919e+41
90.5 8.83124e+41 8.47491e+41
91.5 8.33743e+41 8.42270e+41
92.5 8.18484e+41 8.29727e+41
93.5 8.22596e+41 8.07309e+41
94.5 8.05132e+41 7.83350e+41
95.5 7.91501e+41 7.69365e+41
96.5 7.81977e+41 7.74860e+41
97.5 7.76622e+41 7.50283e+41
98.5 7.37013e+41 7.09406e+41
99.5 7.54472e+41 6.74033e+41
100.5 7.27395e+41 6.60927e+41
101.5 6.78289e+41 6.71852e+41
102.5 6.62205e+41 6.51764e+41
103.5 6.68736e+41 6.18666e+41
104.5 6.30335e+41 6.02266e+41
105.5 6.52222e+41 6.10295e+41
106.5 6.52601e+41 5.84619e+41
107.5 6.15844e+41 5.48763e+41
108.5 5.99885e+41 5.47752e+41
109.5 5.90392e+41 5.46967e+41
110.5 5.97028e+41 5.38241e+41
111.5 5.79135e+41 5.20571e+41
112.5 5.38130e+41 4.87524e+41
113.5 5.28827e+41 4.90129e+41
114.5 5.47022e+41 4.79310e+41
115.5 5.48194e+41 4.72192e+41
116.5 5.21474e+41 4.80693e+41
117.5 5.05401e+41 4.75188e+41
118.5 5.25468e+41 4.53021e+41
119.5 5.10518e+41 4.35681e+41
120.5 4.89352e+41 4.40366e+41
121.5 4.87683e+41 4.31680e+41
122.5 4.76225e+41 4.15947e+41
123.5 4.40692e+41 4.10330e+41
124.5 4.47793e+41 4.09273e+41
125.5 4.22672e+41 3.97717e+41
126.5 4.15068e+41 3.79950e+41
127.5 3.94846e+41 3.73795e+41
128.5 3.82207e+41 3.59193e+41
129.5 3.95766e+41 3.51868e+41
130.5 3.60456e+41 3.52764e+41
131.5 3.43168e+41 3.52542e+41
132.5 3.55088e+41 3.41526e+41
133.5 3.48862e+41 3.36502e+41
134.5 3.49670e+41 3.32069e+41
135.5 3.28729e+41 3.17570e+41
136.5 3.22167e+41 3.16090e+41
137.5 3.18719e+41 3.17931e+41
138.5 3.20379e+41 3.08790e+41
139.5 3.11468e+41 2.99121e+41
140.5 3.04073e+41 2.95465e+41
141.5 2.91054e+41 2.87825e+41
142.5 2.98061e+41 2.81020e+41
143.5 2.74062e+41 2.70372e+41
144.5 2.86501e+41 2.57649e+41
145.5 2.54204e+41 2.62910e+41
146.5 2.67873e+41 2.64350e+41
147.5 2.68850e+41 2.45933e+41
148.5 2.56142e+41 2.41145e+41
149.5 2.45661e+41 2.43490e+41
150.5 2.52544e+41 2.53398e+41
151.5 2.46436e+41 2.47976e+41
152.5 2.26000e+41 2.33853e+41
153.5 2.43889e+41 2.26583e+41
154.5 2.40889e+41 2.22813e+41
155.5 2.25113e+41 2.19516e+41
156.5 2.19727e+41 2.20577e+41
157.5 2.25306e+41 2.20434e+41
158.5 2.20299e+41 2.11349e+41
159.5 2.11873e+41 2.09118e+41
160.5 1.99703e+41 2.04133e+41
161.5 2.09138e+41 2.02873e+41
162.5 2.08240e+41 1.94489e+41
163.5 1.92197e+41 1.92601e+41
164.5 1.84826e+41 1.94424e+41
165.5 1.90308e+41 1.95596e+41
166.5 1.86625e+41 1.90490e+41
167.5 1.88521e+41 1.81800e+41
168.5 1.81908e+41 1.79537e+41
169.5 1.87648e+41 1.76446e+41
170.5 1.85470e+41 1.71194e+41
171.5 1.77415e+41 1.74040e+41
172.5 1.70800e+41 1.78580e+41
173.5 1.74437e+41 1.77624e+41
174.5 1.74301e+41 1.67141e+41
175.5 1.67216e+41 1.58157e+41
176.5 1.54941e+41 1.56982e+41
177.5 1.66623e+41 1.48392e+41
178.5 1.55573e+41 1.44326e+41
179.5 1.51755e+41 1.50121e+41
180.5 1.55949e+41 1.46478e+41
181.5 1.41932e+41 1.44104e+41
182.5 1.53425e+41 1.43546e+41
183.5 1.42132e+41 1.42657e+41
184.5 1.43257e+41 1.39847e+41
185.5 1.37438e+41 1.32011e+41
186.5 1.35561e+41 1.28897e+41
187.5 1.35462e+41 1.33565e+41
188.5 1.22358e+41 1.32339e+41
189.5 1.32505e+41 1.26890e+41
190.5 1.32603e+41 1.22532e+41
191.5 1.18502e+41 1.21636e+41
192.5 1.18349e+41 1.25906e+41
193.5 2.46622e+39 1.21436e+41
194.5 0.00000e+00 1.15973e+41
195.5 0.00000e+00 1.14436e+41
196.5 0.00000e+00 1.16034e+41
197.5 0.00000e+00 1.17392e+41
198.5 0.00000e+00 1.14882e+41
199.5 0.00000e+00 1.12887e+41
200.5 0.00000e+00 1.10796e+41
201.5 0.00000e+00 1.03670e+41
202.5 0.00000e+00 1.03468e+41
203.5 0.00000e+00 1.04092e+41
204.5 0.00000e+00 1.04118e+41
205.5 0.00000e+00 1.02366e+41
206.5 0.00000e+00 1.00132e+41
207.5 0.00000e+00 1.00634e+41
208.5 0.00000e+00 9.82830e+40
209.5 0.00000e+00 9.64400e+40
210.5 0.00000e+00 9.93552e+40
211.5 0.00000e+00 9.34193e+40
212.5 0.00000e+00 8.71524e+40
213.5 0.00000e+00 8.65992e+40
214.5 0.00000e+00 9.03073e+40
215.5 0.00000e+00 9.01629e+40
216.5 0.00000e+00 8.70718e+40
217.5 0.00000e+00 8.50775e+40
218.5 0.00000e+00 8.43849e+40
219.5 0.00000e+00 8.20403e+40
